,boxscore
2781,2020-01-07-19-maryland
2754,2020-01-07-19-missouri
582,2020-01-07-19-ohio
5099,2020-01-07-19-rutgers
1191,2020-01-07-19-south-carolina
1068,2020-01-07-19-temple
1521,2020-01-07-20-illinois-state
1722,2020-01-07-20-northern-iowa
2020,2020-01-07-20-southern-illinois
1989,2020-01-07-21-drake
1557,2020-01-07-21-kansas-state
2419,2020-01-07-21-nebraska
3014,2020-01-07-21-syracuse
1124,2020-01-07-21-texas-am
1592,2020-01-07-21-texas-tech
654,2020-01-07-23-air-force
588,2020-01-07-23-new-mexico
3968,2020-01-08-18-north-carolina-asheville
3388,2020-01-08-18-south-carolina-upstate
4282,2020-01-08-19-alabama
1445,2020-01-08-19-army
4574,2020-01-08-19-binghamton
2070,2020-01-08-19-boston-university
4346,2020-01-08-19-bucknell
3940,2020-01-08-19-chattanooga
1233,2020-01-08-19-cincinnati
4003,2020-01-08-19-colgate
962,2020-01-08-19-evansville
4811,2020-01-08-19-fairfield
1103,2020-01-08-19-gardner-webb
1514,2020-01-08-19-george-mason
4921,2020-01-08-19-high-point
4457,2020-01-08-19-indiana
4649,2020-01-08-19-lafayette
1861,2020-01-08-19-massachusetts
4751,2020-01-08-19-massachusetts-lowell
4721,2020-01-08-19-new-hampshire
3022,2020-01-08-19-north-carolina
4122,2020-01-08-19-north-carolina-greensboro
2956,2020-01-08-19-north-carolina-state
1780,2020-01-08-19-saint-josephs
92,2020-01-08-19-sam-houston-state
4073,2020-01-08-19-samford
4281,2020-01-08-19-stephen-f-austin
3633,2020-01-08-19-vermont
1738,2020-01-08-19-virginia-military-institute
2991,2020-01-08-19-wake-forest
198,2020-01-08-20-abilene-christian
137,2020-01-08-20-incarnate-word
1546,2020-01-08-20-iowa-state
67,2020-01-08-20-lamar
128,2020-01-08-20-new-orleans
3854,2020-01-08-20-north-dakota
1812,2020-01-08-20-saint-louis
904,2020-01-08-20-southern-methodist
4169,2020-01-08-20-western-illinois
4540,2020-01-08-20-xavier
1053,2020-01-08-21-auburn
851,2020-01-08-21-boise-state
1092,2020-01-08-21-connecticut
1473,2020-01-08-21-denver
2910,2020-01-08-21-georgia-tech
3922,2020-01-08-21-louisiana-state
2840,2020-01-08-21-texas
2183,2020-01-08-21-wisconsin
675,2020-01-08-21-wyoming
2366,2020-01-08-22-cal-poly
1288,2020-01-08-22-cal-state-bakersfield
4222,2020-01-08-22-cal-state-northridge
2237,2020-01-08-22-san-jose-state
1359,2020-01-09-18-towson
2512,2020-01-09-19-cleveland-state
3453,2020-01-09-19-eastern-kentucky
350,2020-01-09-19-elon
3826,2020-01-09-19-fairleigh-dickinson
842,2020-01-09-19-georgia-southern
3189,2020-01-09-19-jacksonville
329,2020-01-09-19-james-madison
3202,2020-01-09-19-liberty
2057,2020-01-09-19-lipscomb
4508,2020-01-09-19-michigan
3567,2020-01-09-19-middle-tennessee
3497,2020-01-09-19-morehead-state
3067,2020-01-09-19-north-florida
5006,2020-01-09-19-robert-morris
4465,2020-01-09-19-saint-francis-pa
4953,2020-01-09-19-siena
3502,2020-01-09-19-tennessee-tech
1307,2020-01-09-19-texas-san-antonio
823,2020-01-09-19-troy
1002,2020-01-09-19-wichita-state
296,2020-01-09-19-william-mary
3302,2020-01-09-19-youngstown-state
2933,2020-01-09-20-alabama-birmingham
4596,2020-01-09-20-north-texas
2085,2020-01-09-20-northeastern
1931,2020-01-09-20-oral-roberts
1334,2020-01-09-20-rice
743,2020-01-09-20-south-alabama
7,2020-01-09-20-southeast-missouri-state
1950,2020-01-09-20-tennessee-martin
738,2020-01-09-20-texas-arlington
1277,2020-01-09-20-texas-pan-american
756,2020-01-09-20-texas-state
1386,2020-01-09-21-eastern-washington
1389,2020-01-09-21-idaho
397,2020-01-09-21-idaho-state
994,2020-01-09-21-jacksonville-state
4399,2020-01-09-21-michigan-state
1892,2020-01-09-21-new-mexico-state
3798,2020-01-09-21-texas-el-paso
1420,2020-01-09-21-weber-state
1621,2020-01-09-22-cal-state-fullerton
2195,2020-01-09-22-california-davis
434,2020-01-09-22-sacramento-state
470,2020-01-09-22-san-diego
4325,2020-01-10-19-fairfield
5023,2020-01-10-19-illinois-chicago
4385,2020-01-10-19-iowa
2394,2020-01-10-19-iupui
2661,2020-01-10-19-miami-oh
3345,2020-01-10-19-monmouth
237,2020-01-10-19-quinnipiac
2631,2020-01-10-21-akron
4259,2020-01-10-21-providence
907,2020-01-11-12-central-florida
2609,2020-01-11-12-dayton
4532,2020-01-11-12-illinois
2785,2020-01-11-12-indiana
3911,2020-01-11-12-kentucky
1072,2020-01-11-12-temple
4356,2020-01-11-12-villanova
1450,2020-01-11-13-boston-university
5117,2020-01-11-13-kansas
4004,2020-01-11-13-loyola-md
4566,2020-01-11-13-maryland-baltimore-county
2681,2020-01-11-13-ohio
4474,2020-01-11-13-robert-morris
1189,2020-01-11-13-tennessee
4640,2020-01-11-14-bucknell
4055,2020-01-11-14-chattanooga
1378,2020-01-11-14-delaware-state
1209,2020-01-11-14-east-carolina
834,2020-01-11-14-georgia-state
1517,2020-01-11-14-indiana-state
1852,2020-01-11-14-la-salle
2953,2020-01-11-14-notre-dame
5104,2020-01-11-14-penn-state
5177,2020-01-11-14-radford
1846,2020-01-11-14-st-bonaventure
1132,2020-01-11-14-texas-christian
230,2020-01-11-14-towson
1244,2020-01-11-14-virginia-commonwealth
2976,2020-01-11-14-virginia-tech
3982,2020-01-11-14-william-mary
2505,2020-01-11-14-youngstown-state
4711,2020-01-11-15-albany-ny
3264,2020-01-11-15-cleveland-state
2695,2020-01-11-15-kent-state
3457,2020-01-11-15-morehead-state
4605,2020-01-11-15-rice
896,2020-01-11-15-texas-arlington
1054,2020-01-11-15-vanderbilt
1466,2020-01-11-15-western-illinois
70,2020-01-11-16-abilene-christian
3766,2020-01-11-16-bethune-cookman
216,2020-01-11-16-bryant
186,2020-01-11-16-central-arkansas
3602,2020-01-11-16-charlotte
1730,2020-01-11-16-east-tennessee-state
3492,2020-01-11-16-eastern-kentucky
306,2020-01-11-16-elon
3160,2020-01-11-16-florida-am
1806,2020-01-11-16-george-washington
3278,2020-01-11-16-howard
313,2020-01-11-16-james-madison
3821,2020-01-11-16-long-island-university
957,2020-01-11-16-loyola-il
411,2020-01-11-16-loyola-marymount
3097,2020-01-11-16-maryland-eastern-shore
1011,2020-01-11-16-mcneese-state
1981,2020-01-11-16-missouri-state
3140,2020-01-11-16-navy
3017,2020-01-11-16-north-carolina
3535,2020-01-11-16-north-texas
580,2020-01-11-16-northern-illinois
4419,2020-01-11-16-northwestern
4927,2020-01-11-16-presbyterian
4945,2020-01-11-16-seton-hall
1159,2020-01-11-16-south-dakota
3243,2020-01-11-16-stetson
3811,2020-01-11-16-texas-san-antonio
977,2020-01-11-16-tulsa
1921,2020-01-11-16-valparaiso
815,2020-01-11-17-arkansas-little-rock
3625,2020-01-11-17-arkansas-state
41,2020-01-11-17-incarnate-word
988,2020-01-11-17-jacksonville-state
3073,2020-01-11-17-liberty
1711,2020-01-11-17-lipscomb
4701,2020-01-11-17-massachusetts-lowell
3227,2020-01-11-17-north-florida
691,2020-01-11-17-san-jose-state
2,2020-01-11-17-southeast-missouri-state
106,2020-01-11-17-southeastern-louisiana
1215,2020-01-11-17-tennessee-martin
725,2020-01-11-17-texas-state
4049,2020-01-11-17-western-carolina
3722,2020-01-11-18-alabama-am
3753,2020-01-11-18-alcorn-state
2859,2020-01-11-18-boston-college
5062,2020-01-11-18-hampton
3555,2020-01-11-18-middle-tennessee
1121,2020-01-11-18-mississippi
533,2020-01-11-18-new-mexico
1273,2020-01-11-18-new-mexico-state
427,2020-01-11-18-northern-arizona
2581,2020-01-11-18-southern
1589,2020-01-11-18-west-virginia
3655,2020-01-11-19-alabama-state
4274,2020-01-11-19-furman
2155,2020-01-11-19-green-bay
629,2020-01-11-19-ipfw
4625,2020-01-11-19-lehigh
4996,2020-01-11-19-saint-francis-pa
4736,2020-01-11-19-stony-brook
2614,2020-01-11-19-toledo
1101,2020-01-11-19-winthrop
4110,2020-01-11-19-wofford
661,2020-01-11-19-wyoming
2568,2020-01-11-20-alabama-birmingham
1962,2020-01-11-20-bradley
1623,2020-01-11-20-california-riverside
2988,2020-01-11-20-duke
2129,2020-01-11-20-grand-canyon
171,2020-01-11-20-houston-baptist
1147,2020-01-11-20-iowa-state
4284,2020-01-11-20-louisiana-state
2253,2020-01-11-20-missouri
2280,2020-01-11-20-montana-state
3863,2020-01-11-20-oral-roberts
3511,2020-01-11-20-tennessee-tech
1573,2020-01-11-20-texas
1903,2020-01-11-20-texas-pan-american
2236,2020-01-11-20-utah-state
513,2020-01-11-21-brigham-young
2491,2020-01-11-21-texas-el-paso
375,2020-01-11-22-cal-poly
4141,2020-01-11-22-california-irvine
5112,2020-01-11-22-california-santa-barbara
1424,2020-01-11-22-sacramento-state
465,2020-01-11-22-san-diego
549,2020-01-11-22-san-diego-state
2215,2020-01-11-22-seattle
919,2020-01-12-12-connecticut
4393,2020-01-12-12-purdue
2947,2020-01-12-13-minnesota
4956,2020-01-12-13-saint-peters
2381,2020-01-12-14-iupui
4829,2020-01-12-14-manhattan
4172,2020-01-12-14-quinnipiac
1938,2020-01-12-16-illinois-chicago
1033,2020-01-12-16-south-florida
2792,2020-01-12-18-miami-fl
609,2020-01-13-16-southern
3155,2020-01-13-19-bethune-cookman
4778,2020-01-13-19-delaware-state
3292,2020-01-13-19-howard
4005,2020-01-13-19-loyola-md
3095,2020-01-13-19-maryland-eastern-shore
3430,2020-01-13-20-alabama-am
2470,2020-01-13-20-alabama-state
1634,2020-01-13-20-alcorn-state
3770,2020-01-13-20-florida-am
462,2020-01-13-21-montana
4429,2020-01-14-18-ohio-state
2679,2020-01-14-19-buffalo
1363,2020-01-14-19-clemson
575,2020-01-14-19-eastern-michigan
1117,2020-01-14-19-florida
2723,2020-01-14-19-miami-oh
2790,2020-01-14-19-pittsburgh
3870,2020-01-14-19-texas-am
3367,2020-01-14-19-toledo
2618,2020-01-14-19-western-michigan
1251,2020-01-14-20-dayton
1569,2020-01-14-20-kansas-state
2644,2020-01-14-20-northern-illinois
4449,2020-01-14-20-northwestern
1091,2020-01-14-20-tulane
3328,2020-01-14-20-villanova
2761,2020-01-14-21-mississippi-state
1150,2020-01-14-21-oklahoma
2994,2020-01-14-21-wake-forest
2814,2020-01-14-21-west-virginia
4387,2020-01-14-21-wisconsin
664,2020-01-14-22-nevada
594,2020-01-14-23-fresno-state
3704,2020-01-15-11-lafayette
3818,2020-01-15-17-fairleigh-dickinson
5015,2020-01-15-18-butler
3961,2020-01-15-18-south-carolina
2864,2020-01-15-18-syracuse
4337,2020-01-15-19-american
4697,2020-01-15-19-binghamton
4078,2020-01-15-19-chattanooga
4097,2020-01-15-19-citadel
1826,2020-01-15-19-duquesne
939,2020-01-15-19-east-carolina
4061,2020-01-15-19-east-tennessee-state
4961,2020-01-15-19-fairfield
5091,2020-01-15-19-furman
1508,2020-01-15-19-george-washington
4885,2020-01-15-19-hartford
951,2020-01-15-19-indiana-state
2075,2020-01-15-19-lehigh
4762,2020-01-15-19-maine
134,2020-01-15-19-mcneese-state
1742,2020-01-15-19-mercer
4733,2020-01-15-19-new-hampshire
2921,2020-01-15-19-north-carolina-state
4372,2020-01-15-19-rutgers
1783,2020-01-15-19-saint-josephs
2611,2020-01-15-19-st-bonaventure
4997,2020-01-15-19-st-francis-ny
1051,2020-01-15-20-arkansas
1544,2020-01-15-20-baylor
116,2020-01-15-20-central-arkansas
2902,2020-01-15-20-georgia-tech
168,2020-01-15-20-houston-baptist
58,2020-01-15-20-lamar
4542,2020-01-15-20-marquette
1979,2020-01-15-20-missouri-state
48,2020-01-15-20-nicholls-state
4584,2020-01-15-20-north-dakota-state
2016,2020-01-15-20-northern-iowa
1142,2020-01-15-20-oklahoma-state
3859,2020-01-15-20-south-dakota-state
84,2020-01-15-20-southeastern-louisiana
545,2020-01-15-21-air-force
4293,2020-01-15-21-alabama
714,2020-01-15-21-colorado-state
1202,2020-01-15-21-houston
5101,2020-01-15-21-minnesota
2849,2020-01-15-21-temple
2314,2020-01-15-21-texas-el-paso
1613,2020-01-15-22-cal-state-fullerton
685,2020-01-15-23-nevada-las-vegas
1708,2020-01-16-12-njit
4653,2020-01-16-14-holy-cross
3977,2020-01-16-18-north-carolina-asheville
2528,2020-01-16-18-south-carolina-upstate
748,2020-01-16-19-appalachian-state
760,2020-01-16-19-coastal-carolina
3987,2020-01-16-19-college-of-charleston
221,2020-01-16-19-delaware
334,2020-01-16-19-drexel
3560,2020-01-16-19-florida-atlantic
2051,2020-01-16-19-florida-gulf-coast
4557,2020-01-16-19-florida-international
3382,2020-01-16-19-hampton
3086,2020-01-16-19-jacksonville
5061,2020-01-16-19-longwood
1337,2020-01-16-19-louisiana-tech
264,2020-01-16-19-manhattan
2577,2020-01-16-19-marshall
3396,2020-01-16-19-memphis
4842,2020-01-16-19-monmouth
3207,2020-01-16-19-north-alabama
299,2020-01-16-19-north-carolina-wilmington
2543,2020-01-16-19-northern-kentucky
3627,2020-01-16-19-troy
3267,2020-01-16-19-wright-state
1890,2020-01-16-20-chicago-state
1518,2020-01-16-20-drake
992,2020-01-16-20-eastern-illinois
3306,2020-01-16-20-green-bay
824,2020-01-16-20-louisiana-monroe
1960,2020-01-16-20-loyola-il
2121,2020-01-16-20-milwaukee
1276,2020-01-16-20-missouri-kansas-city
4034,2020-01-16-20-south-alabama
4,2020-01-16-20-southeast-missouri-state
3499,2020-01-16-20-southern-illinois-edwardsville
3800,2020-01-16-20-southern-mississippi
1218,2020-01-16-20-tennessee-martin
3458,2020-01-16-20-tennessee-state
4164,2020-01-16-20-western-illinois
3596,2020-01-16-20-western-kentucky
2888,2020-01-16-21-belmont
476,2020-01-16-21-brigham-young
403,2020-01-16-21-idaho-state
5041,2020-01-16-21-northern-colorado
405,2020-01-16-21-pepperdine
1659,2020-01-16-21-southern-utah
2208,2020-01-16-21-utah-valley
1491,2020-01-16-22-california-riverside
1393,2020-01-16-22-idaho
4220,2020-01-16-22-long-beach-state
519,2020-01-16-22-portland
4975,2020-01-16-22-seattle
493,2020-01-16-23-gonzaga
2368,2020-01-16-23-hawaii
4832,2020-01-17-19-canisius
4805,2020-01-17-19-iona
2176,2020-01-17-19-michigan-state
1765,2020-01-17-19-saint-louis
4277,2020-01-17-19-wofford
4201,2020-01-17-19-yale
2946,2020-01-17-21-iowa
4568,2020-01-18-11-new-hampshire
2391,2020-01-18-12-iupui
1137,2020-01-18-12-oklahoma-state
2779,2020-01-18-12-penn-state
3023,2020-01-18-12-pittsburgh
1851,2020-01-18-12-rhode-island
925,2020-01-18-12-villanova
3045,2020-01-18-12-virginia-tech
4007,2020-01-18-13-army
2666,2020-01-18-13-ball-state
5011,2020-01-18-13-depaul
4294,2020-01-18-13-florida
2510,2020-01-18-13-green-bay
631,2020-01-18-13-ipfw
2928,2020-01-18-13-miami-fl
3873,2020-01-18-13-texas-am
4116,2020-01-18-13-virginia-military-institute
2736,2020-01-18-14-akron
5057,2020-01-18-14-campbell
2693,2020-01-18-14-central-michigan
766,2020-01-18-14-coastal-carolina
2744,2020-01-18-14-colgate
351,2020-01-18-14-delaware
355,2020-01-18-14-drexel
583,2020-01-18-14-eastern-michigan
956,2020-01-18-14-evansville
4364,2020-01-18-14-georgetown
3419,2020-01-18-14-harvard
1602,2020-01-18-14-kansas-state
4513,2020-01-18-14-maryland
3975,2020-01-18-14-north-carolina-asheville
2873,2020-01-18-14-north-carolina-state
2826,2020-01-18-14-oklahoma
4876,2020-01-18-14-pennsylvania
2836,2020-01-18-14-texas
332,2020-01-18-14-towson
1088,2020-01-18-14-tulane
802,2020-01-18-14-vermont
1865,2020-01-18-14-virginia-commonwealth
2755,2020-01-18-15-alabama
1167,2020-01-18-15-denver
837,2020-01-18-15-louisiana-monroe
4071,2020-01-18-15-samford
1338,2020-01-18-15-southern-mississippi
5044,2020-01-18-15-southern-utah
796,2020-01-18-15-troy
534,2020-01-18-16-air-force
4645,2020-01-18-16-american
729,2020-01-18-16-appalachian-state
3921,2020-01-18-16-arkansas
5145,2020-01-18-16-bethune-cookman
2645,2020-01-18-16-bowling-green-state
207,2020-01-18-16-bryant
2333,2020-01-18-16-college-of-charleston
2297,2020-01-18-16-coppin-state
3510,2020-01-18-16-eastern-illinois
3531,2020-01-18-16-florida-atlantic
2523,2020-01-18-16-gardner-webb
2605,2020-01-18-16-massachusetts
3293,2020-01-18-16-morgan-state
4675,2020-01-18-16-navy
129,2020-01-18-16-nicholls-state
2049,2020-01-18-16-njit
3069,2020-01-18-16-north-alabama
2777,2020-01-18-16-northern-colorado
3689,2020-01-18-16-presbyterian
275,2020-01-18-16-quinnipiac
774,2020-01-18-16-south-alabama
3957,2020-01-18-16-south-carolina-state
3494,2020-01-18-16-southern-illinois-edwardsville
69,2020-01-18-16-texas-am-corpus-christi
2495,2020-01-18-16-texas-san-antonio
1548,2020-01-18-16-texas-tech
4976,2020-01-18-16-utah-valley
4481,2020-01-18-16-wagner
2726,2020-01-18-16-western-michigan
2845,2020-01-18-16-wichita-state
3463,2020-01-18-17-belmont
4459,2020-01-18-17-illinois
1301,2020-01-18-17-louisiana-tech
3657,2020-01-18-17-mississippi-valley-state
11,2020-01-18-17-southeast-missouri-state
135,2020-01-18-17-stephen-f-austin
1213,2020-01-18-17-tennessee-martin
1951,2020-01-18-17-tennessee-state
5074,2020-01-18-17-western-kentucky
3432,2020-01-18-18-alabama-am
1884,2020-01-18-18-bradley
377,2020-01-18-18-cal-state-northridge
1036,2020-01-18-18-central-florida
1362,2020-01-18-18-duke
3078,2020-01-18-18-jacksonville
2271,2020-01-18-18-montana-state
709,2020-01-18-18-nevada-las-vegas
3094,2020-01-18-18-norfolk-state
1044,2020-01-18-18-vanderbilt
673,2020-01-18-18-wyoming
2062,2020-01-18-19-bucknell
4242,2020-01-18-19-columbia
3566,2020-01-18-19-florida-international
1698,2020-01-18-19-liberty
4224,2020-01-18-19-long-beach-state
4315,2020-01-18-19-manhattan
3605,2020-01-18-19-marshall
3315,2020-01-18-19-milwaukee
4432,2020-01-18-19-nebraska
26,2020-01-18-19-new-orleans
3932,2020-01-18-19-north-carolina-greensboro
2088,2020-01-18-19-north-carolina-wilmington
3255,2020-01-18-19-northern-kentucky
4680,2020-01-18-19-saint-francis-pa
4615,2020-01-18-19-stony-brook
5086,2020-01-18-19-western-carolina
2552,2020-01-18-19-wright-state
88,2020-01-18-20-abilene-christian
3730,2020-01-18-20-arkansas-pine-bluff
158,2020-01-18-20-houston-baptist
1119,2020-01-18-20-mississippi
2238,2020-01-18-20-san-diego-state
1063,2020-01-18-20-southern-methodist
1723,2020-01-18-20-valparaiso
1406,2020-01-18-21-montana
2474,2020-01-18-21-santa-clara
658,2020-01-18-22-boise-state
1485,2020-01-18-22-california-irvine
2403,2020-01-18-22-gonzaga
521,2020-01-18-22-portland
399,2020-01-18-22-portland-state
4900,2020-01-18-22-seattle
5108,2020-01-18-23-hawaii
1900,2020-01-19-13-chicago-state
4402,2020-01-19-13-rutgers
4709,2020-01-19-14-maine
4828,2020-01-19-14-marist
3857,2020-01-19-14-north-dakota-state
1526,2020-01-19-16-illinois-state
2226,2020-01-19-16-south-dakota
1923,2020-01-19-16-southern-illinois
1271,2020-01-19-17-missouri-kansas-city
933,2020-01-19-18-cincinnati
2866,2020-01-19-18-wake-forest
3272,2020-01-20-12-howard
1373,2020-01-20-16-florida-am
5078,2020-01-20-16-old-dominion
2426,2020-01-20-16-wagner
3659,2020-01-20-17-mississippi-valley-state
4688,2020-01-20-17-robert-morris
2531,2020-01-20-18-south-carolina-upstate
4338,2020-01-20-19-colgate
3381,2020-01-20-19-gardner-webb
5065,2020-01-20-19-longwood
3159,2020-01-20-19-morgan-state
5005,2020-01-20-19-mount-st-marys
5180,2020-01-20-19-presbyterian
1757,2020-01-20-19-radford
3111,2020-01-20-19-south-carolina-state
2830,2020-01-20-19-west-virginia
3728,2020-01-20-20-arkansas-pine-bluff
1332,2020-01-20-20-north-texas
1148,2020-01-20-21-baylor
1427,2020-01-20-22-portland-state
573,2020-01-21-19-bowling-green-state
2617,2020-01-21-19-buffalo
1566,2020-01-21-19-kansas
2728,2020-01-21-19-kent-state
2251,2020-01-21-19-louisiana-state
2657,2020-01-21-19-miami-oh
4447,2020-01-21-19-northwestern
2678,2020-01-21-19-ohio
4520,2020-01-21-19-purdue
1026,2020-01-21-19-south-florida
5013,2020-01-21-19-villanova
2978,2020-01-21-20-clemson
1135,2020-01-21-20-iowa-state
1588,2020-01-21-20-texas-christian
2926,2020-01-21-21-duke
2759,2020-01-21-21-missouri
1782,2020-01-21-21-saint-josephs
1115,2020-01-21-21-tennessee
4435,2020-01-21-21-wisconsin
689,2020-01-21-22-new-mexico
676,2020-01-21-23-san-diego-state
536,2020-01-21-23-utah-state
4367,2020-01-22-18-xavier
4748,2020-01-22-19-albany-ny
3618,2020-01-22-19-arkansas-little-rock
1193,2020-01-22-19-auburn
2752,2020-01-22-19-boston-university
4094,2020-01-22-19-chattanooga
1874,2020-01-22-19-dayton
953,2020-01-22-19-evansville
1818,2020-01-22-19-fordham
4069,2020-01-22-19-furman
2600,2020-01-22-19-george-mason
804,2020-01-22-19-hartford
2079,2020-01-22-19-holy-cross
4672,2020-01-22-19-lafayette
2901,2020-01-22-19-louisville
4000,2020-01-22-19-loyola-md
4717,2020-01-22-19-maine
4330,2020-01-22-19-marist
2573,2020-01-22-19-marshall
5093,2020-01-22-19-mercer
2943,2020-01-22-19-michigan
3925,2020-01-22-19-mississippi-state
1013,2020-01-22-19-northwestern-state
2958,2020-01-22-19-notre-dame
3523,2020-01-22-19-rhode-island
4891,2020-01-22-19-stony-brook
1065,2020-01-22-19-temple
1744,2020-01-22-19-wofford
1529,2020-01-22-20-bradley
149,2020-01-22-20-incarnate-word
1719,2020-01-22-20-loyola-il
169,2020-01-22-20-nicholls-state
199,2020-01-22-20-sam-houston-state
4260,2020-01-22-20-seton-hall
1929,2020-01-22-20-south-dakota-state
90,2020-01-22-20-southeastern-louisiana
930,2020-01-22-20-southern-methodist
43,2020-01-22-20-texas-am-corpus-christi
3032,2020-01-22-20-virginia-tech
589,2020-01-22-21-colorado-state
4528,2020-01-22-21-iowa
2856,2020-01-22-21-pittsburgh
2004,2020-01-22-21-southern-illinois
1007,2020-01-22-21-tulsa
