boxscore,date,location,losing_abbr,losing_name,winning_abbr,winning_name,team_name,conf,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage
2019-01-08-19-indiana-state,"January 8, 2019","Hulman Center, Terre Haute, Indiana",INDIANA-STATE,Indiana State,MISSOURI-STATE,Missouri State,Missouri State,mvc,Away,MISSOURI-STATE,INDIANA-STATE,Missouri State,Indiana State,0.5006385696040868,0.4938271604938271,0.4866989117291415,0.6428571428571429,0.5292096219931272,0.4952780692549842,0.5432242990654206,0.4
2019-02-23-14-missouri-state,"February 23, 2019","JQH Arena, Springfield, Missouri",INDIANA-STATE,Indiana State,MISSOURI-STATE,Missouri State,Missouri State,mvc,Home,MISSOURI-STATE,INDIANA-STATE,Missouri State,Indiana State,0.4973262032085562,0.480072463768116,0.5156458055925432,0.5185185185185185,0.5262982689747004,0.5058032987171656,0.5300751879699248,0.5357142857142857
2019-01-16-20-northern-iowa,"January 16, 2019","McLeod Center, Cedar Falls, Iowa",INDIANA-STATE,Indiana State,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,Home,NORTHERN-IOWA,INDIANA-STATE,Northern Iowa,Indiana State,0.4938820912124583,0.4932432432432433,0.4856230031948882,0.625,0.4721638655462185,0.4995348837209303,0.5037919826652221,0.4117647058823529
2019-02-02-14-indiana-state,"February 2, 2019","Hulman Center, Terre Haute, Indiana",INDIANA-STATE,Indiana State,DRAKE,Drake,Drake,mvc,Away,DRAKE,INDIANA-STATE,Drake,Indiana State,0.5,0.4918918918918919,0.5033585222502099,0.5238095238095238,0.5525490196078431,0.5056818181818182,0.4843391902215432,0.7272727272727273
2019-02-27-20-drake,"February 27, 2019","Knapp Center, Des Moines, Iowa",INDIANA-STATE,Indiana State,DRAKE,Drake,Drake,mvc,Home,DRAKE,INDIANA-STATE,Drake,Indiana State,0.4964332036316472,0.4815897136177674,0.5164728682170543,0.5,0.5440647482014388,0.5098468271334792,0.4927745664739884,0.7241379310344828
2019-02-09-14-iowa-state,"February 9, 2019","James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,TEXAS-CHRISTIAN,TCU,TCU,big-12,Away,TEXAS-CHRISTIAN,IOWA-STATE,TCU,Iowa State,0.5551876379690949,0.5166780122532335,0.4742268041237113,0.7826086956521741,0.5317149569303053,0.5305832147937412,0.4750778816199377,0.7272727272727273
2019-02-23-14-texas-christian,"February 23, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",IOWA-STATE,Iowa State,TEXAS-CHRISTIAN,TCU,TCU,big-12,Home,TEXAS-CHRISTIAN,IOWA-STATE,TCU,Iowa State,0.5546875,0.5111647555823778,0.4804814573845153,0.7307692307692307,0.5235602094240838,0.5232696897374701,0.4796854521625164,0.6538461538461539
2019-01-08-19-baylor,"January 8, 2019","Ferrell Center, Waco, Texas",IOWA-STATE,Iowa State,BAYLOR,Baylor,Baylor,big-12,Home,BAYLOR,IOWA-STATE,Baylor,Iowa State,0.5568581477139508,0.5268346111719606,0.4735547355473555,0.8571428571428571,0.5074424898511503,0.5528255528255528,0.4563380281690141,0.6153846153846154
2019-02-19-21-iowa-state,"February 19, 2019","James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,BAYLOR,Baylor,Baylor,big-12,Away,BAYLOR,IOWA-STATE,Baylor,Iowa State,0.556910569105691,0.5173064820641913,0.4792517006802721,0.76,0.5155925155925156,0.5465639049454079,0.4756816507000737,0.64
2019-01-12-12-iowa-state,"January 12, 2019","James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,KANSAS-STATE,Kansas State,Kansas State,big-12,Away,KANSAS-STATE,IOWA-STATE,Kansas State,Iowa State,0.5572057205720572,0.5243019648397105,0.4758064516129033,0.8,0.4770047169811321,0.5255319148936171,0.4687906371911573,0.7333333333333333
2018-11-19-21-iowa-state,"November 19, 2018","Lahaina Civic Center, Lahaina, Hawaii",IOWA-STATE,Iowa State,ARIZONA,Arizona,Arizona,big-12,Away,ARIZONA,IOWA-STATE,Arizona,Iowa State,0.5369318181818182,0.525,0.4479768786127168,1.0,0.5295698924731183,0.5633802816901409,0.3983050847457627,1.0
2019-03-09-14-iowa-state,"March 9, 2019","James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,TEXAS-TECH,Texas Tech,Texas Tech,big-12,Away,TEXAS-TECH,IOWA-STATE,Texas Tech,Iowa State,0.5494938132733408,0.5086071987480438,0.4887766554433221,0.6666666666666666,0.5387174833635814,0.5282811641954971,0.4245880861850443,0.8333333333333334
2019-03-02-14-texas,"March 2, 2019","Frank Erwin Center, Austin, Texas",IOWA-STATE,Iowa State,TEXAS,Texas,Texas,big-12,Home,TEXAS,IOWA-STATE,Texas,Iowa State,0.5530440024110911,0.5108635097493036,0.4795180722891566,0.7142857142857143,0.5132226322263223,0.509009009009009,0.4895370957514268,0.5357142857142857
2019-03-06-19-west-virginia,"March 6, 2019","WVU Coliseum, Morgantown, West Virginia",IOWA-STATE,Iowa State,WEST-VIRGINIA,West Virginia,West Virginia,big-12,Home,WEST-VIRGINIA,IOWA-STATE,West Virginia,Iowa State,0.5516336056009334,0.5108459869848156,0.4859894921190893,0.6896551724137931,0.4716814159292035,0.5274896265560166,0.5176964607078585,0.3793103448275862
2018-12-06-20-iowa,"December 6, 2018","Carver-Hawkeye Arena, Iowa City, Iowa",IOWA-STATE,Iowa State,IOWA,Iowa,Iowa,big-12,Home,IOWA,IOWA-STATE,Iowa,Iowa State,0.5353430353430353,0.551660516605166,0.4473118279569893,0.875,0.5044943820224719,0.5149812734082397,0.4931372549019608,0.75
2019-03-22-21-iowa-state,"March 22, 2019","BOK Center, Tulsa, Oklahoma",IOWA-STATE,Iowa State,OHIO-STATE,Ohio State,Ohio State,big-12,Away,OHIO-STATE,IOWA-STATE,Ohio State,Iowa State,0.5491474423269811,0.5071068317285649,0.4852869053457578,0.6764705882352942,0.5052083333333334,0.5101744186046512,0.4821428571428572,0.5757575757575758
2019-01-21-21-kansas,"January 21, 2019","Allen Fieldhouse, Lawrence, Kansas",IOWA-STATE,Iowa State,KANSAS,Kansas,Kansas,big-12,Home,KANSAS,IOWA-STATE,Kansas,Iowa State,0.5490654205607477,0.5125324114088159,0.472168905950096,0.7777777777777778,0.5375586854460094,0.5141471301535974,0.4732381801962534,0.8333333333333334
2019-03-24-21-texas-christian,"March 24, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",NEBRASKA,Nebraska,TEXAS-CHRISTIAN,TCU,TCU,big-ten,Home,TEXAS-CHRISTIAN,NEBRASKA,TCU,Nebraska,0.4929883945841393,0.4807448159119763,0.4742956005931784,0.5428571428571428,0.5253132832080201,0.5216795983569147,0.485482283464567,0.6176470588235294
2019-02-28-19-michigan,"February 28, 2019","Crisler Arena, Ann Arbor, Michigan",NEBRASKA,Nebraska,MICHIGAN,Michigan,Michigan,big-ten,Home,MICHIGAN,NEBRASKA,Michigan,Nebraska,0.4948453608247423,0.4838035527690701,0.4553243574051408,0.5357142857142857,0.5165936130244208,0.5061590145576708,0.4426649583600256,0.8571428571428571
2018-11-20-21-nebraska,"November 20, 2018","Sprint Center, Kansas City, Missouri",NEBRASKA,Nebraska,TEXAS-TECH,Texas Tech,Texas Tech,big-ten,Away,TEXAS-TECH,NEBRASKA,Texas Tech,Nebraska,0.5967741935483871,0.5563139931740614,0.3285123966942149,1.0,0.5619469026548672,0.6008230452674898,0.39054726368159204,1.0
2019-01-29-20-nebraska,"January 29, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,WISCONSIN,Wisconsin,Wisconsin,big-ten,Away,WISCONSIN,NEBRASKA,Wisconsin,Nebraska,0.5276595744680851,0.4892988929889298,0.4345238095238095,0.65,0.5491228070175439,0.5087719298245614,0.4547848990342406,0.7
2019-03-15-14-wisconsin,"March 15, 2019","United Center, Chicago, Illinois",NEBRASKA,Nebraska,WISCONSIN,Wisconsin,Wisconsin,big-ten,Home,WISCONSIN,NEBRASKA,Wisconsin,Nebraska,0.4930875576036866,0.4800177619893428,0.4697286012526096,0.5454545454545454,0.5200905489530278,0.5007444168734492,0.4455973079080202,0.7096774193548387
2019-01-06-17-iowa,"January 6, 2019","Carver-Hawkeye Arena, Iowa City, Iowa",NEBRASKA,Nebraska,IOWA,Iowa,Iowa,big-ten,Home,IOWA,NEBRASKA,Iowa,Nebraska,0.5512345679012346,0.5122732123799361,0.42031630170316303,0.7857142857142857,0.5477419354838711,0.5278396436525612,0.4988372093023256,0.7857142857142857
2019-01-17-20-nebraska,"January 17, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,Away,MICHIGAN-STATE,NEBRASKA,Michigan State,Nebraska,0.5464646464646464,0.5035149384885764,0.4251497005988024,0.7647058823529411,0.57861328125,0.5885372112917023,0.4254426840633737,0.8823529411764706
2019-03-05-19-michigan-state,"March 5, 2019","Breslin Events Center, East Lansing, Michigan",NEBRASKA,Nebraska,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,Home,MICHIGAN-STATE,NEBRASKA,Michigan State,Nebraska,0.4895104895104895,0.4813695871097684,0.46208530805687204,0.5172413793103449,0.5590339892665475,0.5690269994905757,0.4306711037160289,0.7931034482758621
2019-01-26-12-nebraska,"January 26, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,OHIO-STATE,Ohio State,Ohio State,big-ten,Away,OHIO-STATE,NEBRASKA,Ohio State,Nebraska,0.5326768128916741,0.4937694704049844,0.4315742397137746,0.6842105263157895,0.5325977933801405,0.5159574468085106,0.4688139059304704,0.6666666666666666
2019-01-02-18-maryland,"January 2, 2019","Xfinity Center, College Park, Maryland",NEBRASKA,Nebraska,MARYLAND,Maryland,Maryland,big-ten,Home,MARYLAND,NEBRASKA,Maryland,Nebraska,0.5507246376811594,0.5177142857142857,0.4114173228346457,0.8461538461538461,0.5446071904127829,0.5883807169344871,0.4661016949152542,0.7692307692307693
2019-02-06-19-nebraska,"February 6, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,MARYLAND,Maryland,Maryland,big-ten,Away,MARYLAND,NEBRASKA,Maryland,Nebraska,0.5099616858237548,0.4986737400530504,0.4432789432789433,0.5909090909090909,0.5349922239502333,0.5777777777777777,0.4720357941834452,0.7391304347826086
2019-02-09-20-purdue,"February 9, 2019","Mackey Arena, West Lafayette, Indiana",NEBRASKA,Nebraska,PURDUE,Purdue,Purdue,big-ten,Home,PURDUE,NEBRASKA,Purdue,Nebraska,0.4988986784140969,0.4940587867417136,0.4431226765799257,0.5652173913043478,0.5445692883895131,0.5428994082840237,0.5137959866220736,0.7272727272727273
2019-02-23-14-nebraska,"February 23, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,PURDUE,Purdue,Purdue,big-ten,Away,PURDUE,NEBRASKA,Purdue,Nebraska,0.4955919395465994,0.4867064568638089,0.4564526382708201,0.5555555555555556,0.5317104420243434,0.542803970223325,0.5031734837799718,0.7307692307692307
2019-02-02-14-illinois,"February 2, 2019","State Farm Center, Champaign, Illinois",NEBRASKA,Nebraska,ILLINOIS,Illinois,Illinois,big-ten,Home,ILLINOIS,NEBRASKA,Illinois,Nebraska,0.5174089068825911,0.493361285814116,0.4382615759545085,0.6190476190476191,0.4958047292143402,0.4782608695652174,0.5333629893238434,0.2857142857142857
2018-12-05-21-minnesota,"December 5, 2018","Williams Arena, Minneapolis, Minnesota",NEBRASKA,Nebraska,MINNESOTA,Minnesota,Minnesota,big-ten,Home,MINNESOTA,NEBRASKA,Minnesota,Nebraska,0.55,0.5350553505535055,0.3885350318471338,0.875,0.4912663755458515,0.5185185185185185,0.5,0.75
2019-02-19-19-penn-state,"February 19, 2019","Bryce Jordan Center, University Park, Pennsylvania",NEBRASKA,Nebraska,PENN-STATE,Penn State,Penn State,big-ten,Home,PENN-STATE,NEBRASKA,Penn State,Nebraska,0.4944408109875736,0.4885025238362311,0.44867549668874174,0.5769230769230769,0.4684745762711864,0.5090568394753279,0.5166174298375185,0.36
2019-01-21-20-rutgers,"January 21, 2019","Louis Brown Athletic Center, New Brunswick, New Jersey",NEBRASKA,Nebraska,RUTGERS,Rutgers,Rutgers,big-ten,Home,RUTGERS,NEBRASKA,Rutgers,Nebraska,0.5350047303689688,0.4983471074380165,0.42857142857142855,0.7222222222222222,0.4613502935420744,0.5339130434782609,0.4953464322647363,0.4705882352941176
2019-01-05-16-texas-christian,"January 5, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",BAYLOR,Baylor,TEXAS-CHRISTIAN,TCU,TCU,big-12,Home,TEXAS-CHRISTIAN,BAYLOR,TCU,Baylor,0.5058823529411764,0.5565789473684211,0.4429223744292237,0.6666666666666666,0.5583333333333333,0.5440613026819924,0.4449152542372881,0.9166666666666666
2018-12-01-20-wichita-state,"December 1, 2018","Charles Koch Arena, Wichita, Kansas",BAYLOR,Baylor,WICHITA-STATE,Wichita State,Wichita State,big-12,Home,WICHITA-STATE,BAYLOR,Wichita State,Baylor,0.5207823960880196,0.5337837837837838,0.4461942257217848,0.7142857142857143,0.5041208791208791,0.5079365079365079,0.5092592592592593,0.5
2019-02-09-18-baylor,"February 9, 2019","Ferrell Center, Waco, Texas",BAYLOR,Baylor,KANSAS-STATE,Kansas State,Kansas State,big-12,Away,KANSAS-STATE,BAYLOR,Kansas State,Baylor,0.5206386292834891,0.5515988372093024,0.4760906040268457,0.6818181818181818,0.4876948318293684,0.5243081525804039,0.4798567591763653,0.7727272727272727
2019-03-02-20-kansas-state,"March 2, 2019","Bramlage Coliseum, Manhattan, Kansas",BAYLOR,Baylor,KANSAS-STATE,Kansas State,Kansas State,big-12,Home,KANSAS-STATE,BAYLOR,Kansas State,Baylor,0.5156923076923077,0.5519406392694064,0.4827136333985649,0.6785714285714286,0.4967532467532468,0.5184085510688836,0.4797344514325647,0.75
2018-11-23-21-mississippi,"November 23, 2018","The Arena, Niceville, Florida",BAYLOR,Baylor,MISSISSIPPI,Ole Miss,Mississippi,sec,Home,MISSISSIPPI,BAYLOR,Mississippi,Baylor,0.5573770491803278,0.5573122529644269,0.4788732394366197,0.75,0.5760233918128655,0.5740740740740741,0.4702380952380952,0.6666666666666666
2019-03-23-19-gonzaga,"March 23, 2019","Vivint Smart Home Arena, Salt Lake City, Utah",BAYLOR,Baylor,GONZAGA,Gonzaga,Gonzaga,wcc,Home,GONZAGA,BAYLOR,Gonzaga,Baylor,0.5136411332633788,0.5493025493025493,0.4875827814569537,0.6060606060606061,0.5963124696749151,0.5597285067873303,0.4400866217516843,0.9117647058823528
2019-02-16-14-texas-tech,"February 16, 2019","United Supermarkets Arena, Lubbock, Texas",BAYLOR,Baylor,TEXAS-TECH,Texas Tech,Texas Tech,big-12,Home,TEXAS-TECH,BAYLOR,Texas Tech,Baylor,0.5182926829268293,0.5476984656437625,0.4739063699155794,0.6666666666666666,0.5296052631578947,0.5295275590551181,0.4158339738662567,0.8
2018-11-06-21-baylor,"November 6, 2018","Ferrell Center, Waco, Texas",BAYLOR,Baylor,TEXAS-SOUTHERN,Texas Southern,Texas Southern,big-12,Away,TEXAS-SOUTHERN,BAYLOR,Texas Southern,Baylor,,,,,,,,
2019-02-06-20-texas,"February 6, 2019","Frank Erwin Center, Austin, Texas",BAYLOR,Baylor,TEXAS,Texas,Texas,big-12,Home,TEXAS,BAYLOR,Texas,Baylor,0.5191524042379788,0.5540438397581254,0.4693788276465442,0.7142857142857143,0.5030864197530864,0.5105042016806722,0.4835341365461847,0.5454545454545454
2018-12-18-20-baylor,"December 18, 2018","Ferrell Center, Waco, Texas",BAYLOR,Baylor,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,big-12,Away,STEPHEN-F-AUSTIN,BAYLOR,Stephen F. Austin,Baylor,0.5019157088122606,0.5492227979274611,0.449,0.6666666666666666,0.504835589941973,0.5315315315315315,0.5294695481335953,0.5555555555555556
2019-03-14-12-baylor,"March 14, 2019","Sprint Center, Kansas City, Missouri",BAYLOR,Baylor,IOWA-STATE,Iowa State,Iowa State,big-12,Away,IOWA-STATE,BAYLOR,Iowa State,Baylor,0.5086302895322939,0.5482723577235772,0.4815032295948327,0.6129032258064516,0.5485807860262009,0.5068078668683812,0.489713048186248,0.6451612903225806
2019-01-12-16-baylor,"January 12, 2019","Ferrell Center, Waco, Texas",BAYLOR,Baylor,KANSAS,Kansas,Kansas,big-12,Away,KANSAS,BAYLOR,Kansas,Baylor,0.5075566750629723,0.5506912442396313,0.4640992167101828,0.6428571428571429,0.5296052631578947,0.5273250239693192,0.4745395449620802,0.8666666666666667
2019-03-09-14-kansas,"March 9, 2019","Allen Fieldhouse, Lawrence, Kansas",BAYLOR,Baylor,KANSAS,Kansas,Kansas,big-12,Home,KANSAS,BAYLOR,Kansas,Baylor,0.5127241179872759,0.5505558496559025,0.4811435523114355,0.6333333333333333,0.5289772727272727,0.5142857142857142,0.479858464888405,0.7333333333333333
2019-03-06-21-baylor,"March 6, 2019","Ferrell Center, Waco, Texas",BAYLOR,Baylor,OKLAHOMA-STATE,Oklahoma State,Oklahoma State,big-12,Away,OKLAHOMA-STATE,BAYLOR,Oklahoma State,Baylor,0.5164769322947873,0.5526170798898071,0.4832278481012658,0.6551724137931034,0.5006211180124224,0.4874591057797165,0.5024067388688327,0.3448275862068966
2019-02-06-21-texas-christian,"February 6, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",OKLAHOMA-STATE,Oklahoma State,TEXAS-CHRISTIAN,TCU,TCU,big-12,Home,TEXAS-CHRISTIAN,OKLAHOMA-STATE,TCU,Oklahoma State,0.5090128755364807,0.504089219330855,0.4876135425268373,0.42857142857142855,0.5336341263330598,0.5303703703703704,0.4728084415584416,0.7142857142857143
2019-03-13-19-texas-christian,"March 13, 2019","Sprint Center, Kansas City, Missouri",OKLAHOMA-STATE,Oklahoma State,TEXAS-CHRISTIAN,TCU,TCU,big-12,Home,TEXAS-CHRISTIAN,OKLAHOMA-STATE,TCU,Oklahoma State,0.5011534025374856,0.4860759493670886,0.5008393956351427,0.3870967741935484,0.5227024070021882,0.5195979899497487,0.4837221920781335,0.6129032258064516
2019-01-14-21-oklahoma-state,"January 14, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,BAYLOR,Baylor,Baylor,big-12,Away,BAYLOR,OKLAHOMA-STATE,Baylor,Oklahoma State,0.5106145251396648,0.5101058710298364,0.4699892818863879,0.5,0.49769850402761795,0.5565031982942431,0.4740740740740741,0.6
2019-02-02-18-oklahoma-state,"February 2, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,KANSAS-STATE,Kansas State,Kansas State,big-12,Away,KANSAS-STATE,OKLAHOMA-STATE,Kansas State,Oklahoma State,0.509000900090009,0.5097125097125097,0.4789156626506024,0.45,0.477068345323741,0.5217391304347826,0.4757665677546983,0.75
2019-02-23-16-kansas-state,"February 23, 2019","Bramlage Coliseum, Manhattan, Kansas",OKLAHOMA-STATE,Oklahoma State,KANSAS-STATE,Kansas State,Kansas State,big-12,Home,KANSAS-STATE,OKLAHOMA-STATE,Kansas State,Oklahoma State,0.5034916201117319,0.4963369963369964,0.4993275050437122,0.38461538461538464,0.493361285814116,0.5172413793103449,0.4849284099472495,0.7692307692307693
2018-11-23-11-oklahoma-state,"November 23, 2018","HP Field House, Orlando, Florida",OKLAHOMA-STATE,Oklahoma State,VILLANOVA,Villanova,Villanova,big-12,Away,VILLANOVA,OKLAHOMA-STATE,Villanova,Oklahoma State,0.5754716981132075,0.5426356589147286,0.4194915254237288,0.75,0.5112903225806451,0.5969696969696969,0.4663299663299663,0.6
