,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,OHIO_homegame,OHIO_homegame2,OHIO_home,OHIO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-21-ohio,56.0,14,0.0,0,79.7,79.4,27,0.5589999999999999,51,0.49,25,0.353,18,0.667,12,4,200,107.8,20.0,5,19,69,,10.9,7,0.353,18,0.389,7,54.2,32,0.579,15.7,11,33,0.545,18,0.636,7,"December 17, 2019",68.4,13,9.1,3,107.8,80.0,20,0.461,51,0.373,19,0.157,8,0.5,4,4,200,79.7,20.6,7,16,51,,6.3,4,0.627,32,0.281,9,45.8,27,0.465,21.6,15,19,0.526,10,0.636,7,"Convocation Center, Athens, Ohio",OHIO,Ohio,64.2,Away,PURDUE,Purdue,Ohio,mac,10,False,True,True,Home,False,9,10,51,27,59,7,18,51,0,1,88,183,569,0.5536028119507909,311,607,0.5123558484349259,70,153,561,0.4598930481283423,0.7
11,2019-12-21-13-ohio,48.1,13,7.4,2,124.2,78.3,18,0.561,57,0.474,27,0.281,16,0.75,12,7,200,115.2,20.7,6,20,76,,4.5,3,0.35100000000000003,20,0.5,10,46.2,24,0.588,9.9,7,37,0.45899999999999996,17,0.41700000000000004,5,"December 21, 2019",62.1,18,13.5,5,115.2,79.3,23,0.642,53,0.547,29,0.34,18,0.778,14,4,200,124.2,21.7,5,18,82,,4.5,3,0.491,26,0.385,10,53.8,28,0.6659999999999999,14.1,10,27,0.7040000000000001,19,0.667,8,"Convocation Center, Athens, Ohio",MOREHEAD-STATE,Morehead State,66.1,Home,OHIO,Ohio,Ohio,mac,11,True,False,True,Home,True,10,19,53,28,52,10,17,57,1,0,97,193,620,0.5459677419354839,338,666,0.5075075075075075,77,171,612,0.4681372549019608,0.6363636363636364
12,2019-12-29-14-ohio,50.0,11,9.4,3,87.3,72.2,26,0.48100000000000004,52,0.423,22,0.308,16,0.813,13,3,200,100.0,25.0,8,20,63,,12.7,8,0.423,22,0.273,6,50.0,34,0.529,14.5,10,30,0.5329999999999999,16,0.75,9,"December 29, 2019",47.4,9,6.7,2,100.0,75.0,24,0.40399999999999997,52,0.365,19,0.385,20,0.65,13,5,200,87.3,27.8,10,19,55,,9.5,6,0.385,20,0.2,4,50.0,34,0.447,17.6,13,32,0.469,15,0.615,8,"Convocation Center, Athens, Ohio",OHIO,Ohio,63.1,Away,CAMPBELL,Campbell,Ohio,mac,12,False,True,True,Home,False,4,15,52,34,68,6,16,52,0,1,107,212,673,0.5534918276374443,366,718,0.5097493036211699,87,188,669,0.4760837070254111,0.6666666666666666
13,2020-01-04-16-western-michigan,41.7,10,2.9,1,106.9,82.4,28,0.39399999999999996,71,0.33799999999999997,24,0.155,11,0.818,9,6,200,90.3,28.6,12,23,65,,8.3,6,0.465,33,0.242,8,52.6,40,0.426,10.6,9,38,0.42100000000000004,16,0.5710000000000001,8,"January 4, 2020",43.5,10,5.3,2,90.3,71.4,30,0.491,54,0.426,23,0.519,28,0.857,24,6,200,106.9,17.6,6,20,77,,2.8,2,0.37,20,0.35,7,47.4,36,0.5720000000000001,13.1,10,34,0.47100000000000003,16,0.5710000000000001,8,"University Arena, Kalamazoo, Michigan",OHIO,Ohio,72.3,Home,WESTERN-MICHIGAN,Western Michigan,Ohio,mac,13,False,False,False,Away,False,8,16,71,40,76,7,16,54,0,1,111,227,725,0.5427586206896552,400,786,0.5089058524173028,93,204,721,0.4764216366158114,0.6153846153846154
14,2020-01-07-19-ohio,48.0,12,17.2,5,94.9,77.4,24,0.509,57,0.439,25,0.228,13,0.769,10,5,200,87.2,20.0,6,18,68,,21.8,17,0.368,21,0.381,8,49.2,30,0.5379999999999999,25.1,21,36,0.47200000000000003,17,0.667,10,"January 7, 2020",73.1,19,11.1,4,87.2,80.0,24,0.58,56,0.46399999999999997,26,0.304,17,0.529,9,6,200,94.9,22.6,7,14,74,,14.1,11,0.48200000000000004,27,0.48100000000000004,13,50.8,31,0.5770000000000001,24.0,20,29,0.44799999999999995,13,0.6,9,"Convocation Center, Athens, Ohio",EASTERN-MICHIGAN,Eastern Michigan,77.6,Home,OHIO,Ohio,Ohio,mac,14,True,False,True,Home,True,13,13,56,31,61,8,17,57,1,0,119,243,796,0.5295226130653267,440,862,0.5104408352668214,100,220,775,0.4774193548387097,0.5714285714285714
15,2020-01-11-13-ohio,37.5,12,9.4,3,110.4,71.4,20,0.547,64,0.5,32,0.32799999999999996,21,0.619,13,5,200,123.9,43.3,13,16,83,,6.0,4,0.281,18,0.33299999999999996,6,56.9,33,0.561,8.7,7,46,0.565,26,0.688,11,"January 11, 2020",34.6,9,8.7,4,123.9,56.7,17,0.5539999999999999,56,0.46399999999999997,26,0.28600000000000003,16,0.75,12,7,200,110.4,28.6,8,16,74,,6.0,4,0.429,24,0.41700000000000004,10,43.1,25,0.5820000000000001,13.7,10,32,0.5,16,0.562,9,"Convocation Center, Athens, Ohio",OHIO,Ohio,66.8,Away,BOWLING-GREEN-STATE,Bowling Green State,Ohio,mac,15,False,True,True,Home,False,10,16,56,25,58,6,26,64,0,1,132,256,852,0.5328638497652582,471,923,0.5102925243770314,108,237,832,0.4795673076923077,0.6
16,2020-01-14-19-buffalo,41.4,12,7.3,3,102.7,69.7,23,0.485,66,0.439,29,0.212,14,0.643,9,8,200,98.6,27.8,10,17,73,,4.1,3,0.273,18,0.33299999999999996,6,47.8,33,0.502,14.3,12,48,0.479,23,0.529,9,"January 14, 2020",50.0,15,12.5,6,98.6,72.2,26,0.524,62,0.484,30,0.226,14,0.7859999999999999,11,6,200,102.7,30.3,10,16,76,,9.5,7,0.33899999999999997,21,0.23800000000000002,5,52.2,36,0.5539999999999999,17.0,14,41,0.61,25,0.647,11,"Alumni Arena, Buffalo, New York",OHIO,Ohio,73.7,Home,BUFFALO,Buffalo,Ohio,mac,16,False,False,False,Away,False,6,23,66,33,69,5,25,62,0,1,142,272,908,0.5341409691629956,496,981,0.5056065239551478,114,263,896,0.484375,0.5625
17,2020-01-18-14-eastern-michigan,65.0,13,7.7,3,76.3,85.7,36,0.434,53,0.377,20,0.509,27,0.519,14,8,200,78.9,24.3,9,15,60,,3.9,3,0.434,23,0.261,6,57.0,45,0.456,21.7,18,30,0.467,14,0.556,10,"January 18, 2020",27.3,6,6.7,2,78.9,75.7,28,0.38299999999999995,64,0.344,22,0.281,18,0.5,9,8,200,76.3,14.3,6,23,58,,14.5,11,0.391,25,0.2,5,43.0,34,0.4,13.3,11,39,0.436,17,0.556,10,"Convocation Center, Ypsilanti, Michigan",EASTERN-MICHIGAN,Eastern Michigan,76.2,Away,OHIO,Ohio,Ohio,mac,17,False,False,False,Away,True,6,14,53,45,79,5,17,64,1,0,148,295,974,0.5308008213552361,529,1050,0.5038095238095238,119,288,958,0.4869519832985386,0.5294117647058824
18,2020-01-21-19-ohio,44.8,13,6.5,3,100.0,69.2,27,0.55,60,0.483,29,0.33299999999999996,20,0.85,17,8,200,112.2,28.1,9,16,83,,6.8,5,0.33299999999999996,20,0.4,8,50.7,36,0.597,13.8,11,40,0.525,21,0.579,11,"January 21, 2020",50.0,14,2.5,1,112.2,71.9,23,0.444,72,0.389,28,0.19399999999999998,14,0.7140000000000001,10,9,200,100.0,30.8,12,16,74,,6.8,5,0.361,26,0.308,8,49.3,35,0.47,10.3,9,46,0.435,20,0.526,10,"Convocation Center, Athens, Ohio",OHIO,Ohio,73.6,Away,TOLEDO,Toledo,Ohio,mac,18,False,True,True,Home,False,8,20,72,35,71,8,21,60,0,1,154,309,1027,0.5258033106134372,574,1129,0.508414526129318,124,305,1022,0.4804305283757338,0.5555555555555556
19,2020-01-25-15-ohio,54.5,18,4.9,2,128.4,60.7,17,0.6809999999999999,58,0.569,33,0.172,10,0.9,9,4,200,131.3,31.8,7,14,88,,9.0,6,0.397,23,0.565,13,48.0,24,0.701,13.8,10,35,0.5710000000000001,20,0.8,16,"January 25, 2020",48.6,17,2.9,1,131.3,68.2,15,0.635,63,0.556,35,0.14300000000000002,9,0.667,6,10,200,128.4,39.3,11,14,86,,4.5,3,0.349,22,0.455,10,52.0,26,0.639,14.1,11,41,0.61,25,0.5,10,"Convocation Center, Athens, Ohio",OHIO,Ohio,66.5,Away,AKRON,Akron,Ohio,mac,19,False,True,True,Home,False,10,25,63,26,50,13,20,58,0,1,162,329,1099,0.5204731574158326,609,1200,0.5075,132,326,1082,0.4842883548983365,0.5263157894736842
20,2020-01-28-20-northern-illinois,47.6,10,5.4,2,103.4,66.7,20,0.462,53,0.396,21,0.34,18,0.556,10,11,200,100.0,28.6,10,16,59,,10.2,6,0.45299999999999996,24,0.292,7,46.2,30,0.479,12.9,9,29,0.483,14,0.47600000000000003,10,"January 28, 2020",39.1,9,6.9,2,100.0,71.4,25,0.5,53,0.434,23,0.245,13,0.615,8,9,200,103.4,33.3,10,20,61,,5.1,3,0.302,16,0.43799999999999994,7,53.8,35,0.515,12.0,8,37,0.4320000000000001,16,0.5710000000000001,12,"Convocation Center, DeKalb, Illinois",OHIO,Ohio,58.9,Home,NORTHERN-ILLINOIS,Northern Illinois,Ohio,mac,20,False,False,False,Away,False,7,14,53,30,65,7,16,53,0,1,172,354,1162,0.5266781411359724,635,1250,0.508,145,346,1140,0.4942982456140351,0.5
21,2020-02-01-13-ball-state,38.1,8,10.7,3,90.3,93.5,29,0.39799999999999996,59,0.35600000000000004,21,0.153,9,0.778,7,12,200,75.0,14.7,5,14,54,,8.3,6,0.475,28,0.179,5,52.3,34,0.4270000000000001,19.2,15,31,0.516,16,0.455,10,"February 1, 2020",45.5,10,9.7,3,75.0,85.3,29,0.447,57,0.386,22,0.263,15,0.9329999999999999,14,9,200,90.3,6.5,2,11,65,,11.1,8,0.509,29,0.24100000000000002,7,47.7,31,0.507,12.4,9,28,0.536,15,0.5710000000000001,12,"Worthen Arena, Muncie, Indiana",OHIO,Ohio,72.2,Home,BALL-STATE,Ball State,Ohio,mac,21,False,False,False,Away,False,5,16,59,34,65,7,15,57,0,1,179,368,1215,0.5238683127572017,665,1315,0.5057034220532319,152,362,1193,0.4945515507124895,0.4761904761904762
22,2020-02-08-15-ohio,33.3,5,3.4,1,106.9,82.1,23,0.298,57,0.263,15,0.281,16,0.75,12,14,200,63.9,20.0,8,19,46,,9.7,7,0.35100000000000003,20,0.2,4,45.6,31,0.35600000000000004,20.0,16,37,0.297,11,0.391,9,"February 8, 2020",65.4,17,10.8,4,63.9,80.0,32,0.574,54,0.48100000000000004,26,0.29600000000000004,16,0.938,15,12,200,106.9,17.9,5,14,77,,9.7,7,0.46299999999999997,25,0.4,10,54.4,37,0.625,19.7,15,29,0.552,16,0.478,11,"Convocation Center, Athens, Ohio",MIAMI-OH,Miami (OH),72.1,Home,OHIO,Ohio,Ohio,mac,22,True,False,True,Home,True,10,16,54,37,68,4,11,57,1,0,184,384,1274,0.5180533751962323,699,1380,0.5065217391304347,159,377,1250,0.4924,0.4545454545454545
23,2020-02-11-19-ohio,31.8,7,7.9,3,102.8,79.4,27,0.48100000000000004,54,0.40700000000000003,22,0.204,11,0.818,9,13,200,85.9,20.6,7,23,61,,5.6,4,0.33299999999999996,18,0.444,8,50.0,34,0.515,22.4,17,36,0.389,14,0.45799999999999996,11,"February 11, 2020",48.0,12,5.6,2,85.9,79.4,27,0.466,59,0.424,25,0.40700000000000003,24,0.75,18,12,200,102.8,20.6,7,15,73,,14.1,10,0.35600000000000004,21,0.23800000000000002,5,50.0,34,0.518,11.5,9,38,0.526,20,0.5,12,"Convocation Center, Athens, Ohio",WESTERN-MICHIGAN,Western Michigan,70.8,Home,OHIO,Ohio,Ohio,mac,23,True,False,True,Home,True,5,20,59,34,68,8,14,54,1,0,194,400,1328,0.5203313253012049,736,1448,0.5082872928176796,163,388,1307,0.4839326702371844,0.4782608695652174
24,2020-02-15-13-kent-state,74.1,20,0.0,0,122.5,79.2,19,0.5539999999999999,56,0.48200000000000004,27,0.304,17,0.588,10,13,200,101.4,33.3,10,14,72,,11.3,8,0.41100000000000003,23,0.348,8,53.7,29,0.562,22.1,18,33,0.5760000000000001,19,0.48,12,"February 15, 2020",57.7,15,9.1,3,101.4,66.7,20,0.7040000000000001,49,0.531,26,0.449,22,0.818,18,8,200,122.5,20.8,5,15,87,,12.7,9,0.633,31,0.5479999999999999,17,46.3,25,0.732,21.4,16,18,0.5,9,0.68,17,"Memorial Athletic & Convocation Center, Kent, Ohio",OHIO,Ohio,71.3,Home,KENT-STATE,Kent State,Ohio,mac,24,False,False,False,Away,False,8,19,56,29,54,17,9,49,0,1,199,420,1387,0.5180245133381399,770,1516,0.5079155672823219,171,402,1361,0.4838354151359295,0.5
25,2020-02-18-19-ohio,25.0,6,8.6,3,100.0,80.6,29,0.46399999999999997,56,0.429,24,0.429,24,0.708,17,12,200,89.6,27.3,9,19,69,,10.4,8,0.39299999999999996,22,0.182,4,55.1,38,0.512,21.3,18,34,0.588,20,0.52,13,"February 18, 2020",65.4,17,5.9,2,89.6,72.7,24,0.524,62,0.419,26,0.27399999999999997,17,0.706,12,13,200,100.0,19.4,7,19,77,,15.6,12,0.435,27,0.48100000000000004,13,44.9,31,0.5489999999999999,17.8,15,35,0.371,13,0.5,13,"Convocation Center, Athens, Ohio",CENTRAL-MICHIGAN,Central Michigan,77.2,Home,OHIO,Ohio,Ohio,mac,25,True,False,True,Home,True,13,13,62,31,69,4,20,56,1,0,207,439,1443,0.5194040194040194,799,1570,0.5089171974522293,188,411,1410,0.4914893617021277,0.48
26,2020-02-22-16-bowling-green-state,32.0,8,3.6,1,96.9,75.0,24,0.47600000000000003,63,0.397,25,0.048,3,0.33299999999999996,1,14,200,95.3,15.8,6,14,61,,12.5,8,0.444,28,0.35700000000000004,10,42.9,30,0.473,7.2,5,35,0.429,15,0.48100000000000004,13,"February 22, 2020",76.2,16,2.9,1,95.3,84.2,32,0.48200000000000004,55,0.382,21,0.2,11,0.818,9,7,200,96.9,25.0,8,9,62,,1.6,1,0.491,27,0.40700000000000003,11,57.1,40,0.515,17.8,13,28,0.35700000000000004,10,0.741,20,"Stroh Center, Bowling Green, Ohio",OHIO,Ohio,64.3,Home,BOWLING-GREEN-STATE,Bowling Green State,Ohio,mac,26,False,False,False,Away,False,10,15,63,30,70,11,10,55,0,1,220,452,1505,0.5196013289036545,830,1639,0.5064063453325198,192,431,1466,0.4904502046384721,0.5
27,2020-02-25-19-ohio,52.4,11,13.3,4,112.7,77.4,24,0.41100000000000003,62,0.33899999999999997,21,0.355,22,0.818,18,10,200,97.2,26.3,10,22,69,,5.6,4,0.40299999999999997,25,0.36,9,49.3,34,0.47600000000000003,11.2,9,37,0.324,12,0.643,18,"February 25, 2020",62.5,15,8.1,3,97.2,73.7,28,0.528,54,0.444,24,0.574,31,0.742,23,14,200,112.7,22.6,7,18,80,,8.5,6,0.444,24,0.375,9,50.7,35,0.5820000000000001,10.6,8,30,0.5,15,0.5,14,"Convocation Center, Athens, Ohio",BUFFALO,Buffalo,70.6,Home,OHIO,Ohio,Ohio,mac,27,True,False,True,Home,True,9,15,54,35,69,9,12,62,1,0,230,467,1568,0.5178571428571429,860,1709,0.5032182562902282,203,441,1521,0.490138067061144,0.4814814814814815
