,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PACIFIC_homegame,PACIFIC_homegame2,PACIFIC_home,PACIFIC_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-04-22-pacific,21.7,5,5.1,2,105.1,71.4,20,0.531,48,0.479,23,0.313,15,0.5329999999999999,8,6,200,100.0,16.7,5,20,59,,5.1,3,0.313,15,0.33299999999999996,5,43.1,25,0.535,14.2,9,33,0.545,18,0.33299999999999996,3,"December 4, 2019",45.8,11,12.1,4,100.0,83.3,25,0.542,48,0.5,24,0.396,19,0.526,10,3,200,105.1,28.6,8,20,62,,8.5,5,0.188,9,0.444,4,56.9,33,0.544,15.1,10,39,0.513,20,0.727,8,"A.G. Spanos Center, Stockton, California",CAL-STATE-FULLERTON,Cal State Fullerton,59.1,Home,PACIFIC,Pacific,Pacific,wcc,10,True,False,True,Home,True,4,20,48,33,58,5,18,48,1,0,58,201,554,0.51985559566787,367,604,0.6076158940397351,76,117,511,0.4520547945205479,0.7
11,2019-12-07-19-long-beach-state,46.2,12,9.1,4,73.0,67.6,25,0.518,57,0.456,26,0.12300000000000001,7,0.857,6,3,200,103.2,37.9,11,16,65,,9.5,6,0.33299999999999996,19,0.368,7,54.5,36,0.539,17.8,13,38,0.5,19,0.75,9,"December 7, 2019",17.6,3,2.6,1,103.2,62.1,18,0.34299999999999997,54,0.315,17,0.259,14,0.643,9,7,200,73.0,32.4,12,10,46,,11.1,7,0.185,10,0.3,3,45.5,30,0.379,20.0,15,44,0.318,14,0.3,3,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,63.0,Away,PACIFIC,Pacific,Pacific,wcc,11,False,False,False,Away,True,7,19,57,36,66,3,14,54,1,0,62,221,602,0.521594684385382,400,662,0.6042296072507553,81,135,559,0.4588550983899821,0.7272727272727273
12,2019-12-15-18-pacific,44.0,11,8.6,3,116.2,58.1,18,0.594,48,0.521,25,0.479,23,0.696,16,10,200,107.4,13.6,3,17,73,,14.7,10,0.33299999999999996,16,0.43799999999999994,7,39.6,21,0.619,18.3,13,32,0.563,18,0.16699999999999998,2,"December 15, 2019",58.6,17,15.6,5,107.4,86.4,19,0.63,54,0.537,29,0.37,20,0.55,11,3,200,116.2,41.9,13,21,79,,4.4,3,0.35200000000000004,19,0.526,10,60.4,32,0.622,21.3,17,35,0.5429999999999999,19,0.769,10,"A.G. Spanos Center, Stockton, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,68.2,Home,PACIFIC,Pacific,Pacific,wcc,12,True,False,True,Home,True,10,19,54,32,53,7,18,48,1,0,69,240,659,0.5212443095599393,436,728,0.5989010989010989,84,149,613,0.44861337683523655,0.75
13,2019-12-18-22-nevada-las-vegas,60.0,15,19.2,5,106.5,66.7,18,0.527,56,0.446,25,0.35700000000000004,20,0.75,15,3,200,119.4,42.4,14,19,74,,9.7,6,0.35700000000000004,20,0.45,9,53.3,32,0.565,12.2,9,36,0.444,16,0.7859999999999999,11,"December 18, 2019",52.4,11,8.3,3,119.4,57.6,19,0.5,48,0.43799999999999994,21,0.45799999999999996,22,0.818,18,8,200,106.5,33.3,9,20,66,,11.3,7,0.45799999999999996,22,0.273,6,46.7,28,0.565,19.5,14,26,0.5770000000000001,15,0.33299999999999996,4,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,62.0,Away,PACIFIC,Pacific,Pacific,wcc,13,False,False,False,Away,True,9,16,56,32,60,6,15,48,1,0,79,259,713,0.52945301542777,468,781,0.5992317541613317,91,167,661,0.4591527987897126,0.7692307692307693
14,2019-12-21-22-pacific,60.9,14,3.8,2,118.5,58.6,17,0.5710000000000001,49,0.469,23,0.34700000000000003,17,0.588,10,6,200,101.5,18.5,5,15,66,,6.2,4,0.469,23,0.435,10,39.3,22,0.578,17.5,12,26,0.5,13,0.33299999999999996,3,"December 21, 2019",54.8,17,11.5,3,101.5,81.5,22,0.5589999999999999,59,0.525,31,0.28800000000000003,17,0.647,11,3,200,118.5,41.4,12,17,77,,15.4,10,0.11900000000000001,7,0.5710000000000001,4,60.7,34,0.574,13.1,10,52,0.519,27,0.8,12,"A.G. Spanos Center, Stockton, California",IDAHO-STATE,Idaho State,64.6,Home,PACIFIC,Pacific,Pacific,wcc,14,True,False,True,Home,True,4,27,59,34,56,10,13,49,1,0,88,275,769,0.52925877763329,500,841,0.5945303210463734,97,182,709,0.4619181946403385,0.7857142857142857
15,2019-12-28-22-california-irvine,50.0,11,4.9,2,101.5,69.7,23,0.348,66,0.33299999999999996,22,0.273,18,0.556,10,4,200,82.4,37.2,16,24,56,,5.9,4,0.19699999999999998,13,0.154,2,51.3,39,0.376,13.0,11,53,0.377,20,0.75,12,"December 28, 2019",52.4,11,11.3,6,82.4,62.8,27,0.45399999999999996,54,0.389,21,0.46299999999999997,25,0.8,20,7,200,101.5,30.3,10,19,69,,8.8,6,0.24100000000000002,13,0.5379999999999999,7,48.7,37,0.524,14.5,11,41,0.341,14,0.5329999999999999,8,"Bren Events Center, Irvine, California",PACIFIC,Pacific,68.2,Home,CALIFORNIA-IRVINE,UC-Irvine,Pacific,wcc,15,False,False,False,Away,False,2,20,66,39,76,7,14,54,0,1,92,302,828,0.5314009661835749,534,897,0.5953177257525084,107,195,758,0.4689973614775725,0.8
16,2020-01-02-22-pepperdine,65.0,13,29.6,8,80.0,80.6,29,0.489,47,0.426,20,0.38299999999999995,18,0.722,13,4,200,84.3,8.0,2,21,59,,5.7,4,0.34,16,0.375,6,50.8,31,0.531,22.6,16,31,0.452,14,0.765,13,"January 2, 2020",73.3,11,9.7,3,84.3,92.0,23,0.321,56,0.268,15,0.429,24,0.833,20,8,200,80.0,19.4,7,15,56,,11.4,8,0.518,29,0.207,6,49.2,30,0.415,14.2,11,27,0.33299999999999996,9,0.467,7,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,70.5,Away,PACIFIC,Pacific,Pacific,wcc,16,False,False,False,Away,True,6,14,47,31,61,6,9,56,1,0,94,322,894,0.5178970917225951,573,973,0.5889003083247688,114,209,812,0.4679802955665025,0.75
17,2020-01-04-22-pacific,25.8,8,0.0,0,109.2,69.2,27,0.402,87,0.35600000000000004,31,0.47100000000000003,41,0.7070000000000001,29,3,300,101.0,20.8,11,29,99,,7.1,7,0.31,27,0.29600000000000004,8,41.3,38,0.465,6.2,7,60,0.38299999999999995,23,0.8240000000000001,14,"January 4, 2020",18.2,6,21.7,13,101.0,79.2,42,0.507,71,0.465,33,0.634,45,0.778,35,4,300,109.2,30.8,12,28,107,,2.0,2,0.254,18,0.33299999999999996,6,58.7,54,0.579,13.4,14,53,0.509,27,0.778,14,"A.G. Spanos Center, Stockton, California",SAINT-MARYS-CA,Saint Mary's,65.6,Home,PACIFIC,Pacific,Pacific,wcc,17,True,False,True,Home,True,6,27,71,54,92,8,23,87,1,0,100,336,941,0.5164718384697131,604,1034,0.5841392649903289,120,218,868,0.4585253456221198,0.7647058823529411
18,2020-01-11-19-pacific,33.3,9,4.4,2,108.7,70.0,21,0.604,53,0.509,27,0.434,23,0.652,15,6,200,114.5,30.0,9,19,79,,4.3,3,0.396,21,0.47600000000000003,10,50.0,30,0.618,17.1,13,32,0.531,17,0.684,13,"January 11, 2020",50.0,14,12.5,4,114.5,70.0,21,0.5,61,0.45899999999999996,28,0.344,21,0.667,14,5,200,108.7,30.0,9,21,75,,8.7,6,0.262,16,0.313,5,50.0,30,0.528,11.4,9,45,0.511,23,0.737,14,"A.G. Spanos Center, Stockton, California",PACIFIC,Pacific,69.5,Away,SAN-FRANCISCO,San Francisco,Pacific,wcc,18,False,True,True,Home,False,5,23,61,30,60,10,17,53,0,1,106,363,1012,0.5158102766798419,658,1126,0.5843694493783304,128,241,955,0.4534031413612565,0.7777777777777778
19,2020-01-16-22-portland,81.0,17,10.9,5,75.3,81.8,27,0.451,51,0.41200000000000003,21,0.529,27,0.7040000000000001,19,5,200,89.0,20.0,6,23,65,,11.0,8,0.33299999999999996,17,0.235,4,52.4,33,0.509,17.1,13,34,0.5,17,0.75,15,"January 16, 2020",29.4,5,5.9,2,89.0,80.0,24,0.34299999999999997,51,0.33299999999999996,17,0.569,29,0.69,20,10,200,75.3,18.2,6,25,55,,8.2,6,0.098,5,0.2,1,47.6,30,0.425,20.1,16,46,0.348,16,0.474,9,"Chiles Center, Portland, Oregon",PORTLAND,Portland,72.8,Away,PACIFIC,Pacific,Pacific,wcc,19,False,False,False,Away,True,4,17,51,33,63,1,16,51,1,0,111,386,1073,0.5149114631873253,688,1186,0.5801011804384486,138,258,1008,0.4613095238095238,0.7368421052631579
20,2020-01-18-21-santa-clara,46.4,13,7.1,2,116.7,86.4,19,0.485,65,0.431,28,0.431,28,0.607,17,6,200,111.1,38.2,13,27,80,,4.2,3,0.32299999999999995,21,0.33299999999999996,7,57.1,32,0.511,10.4,9,44,0.47700000000000004,21,0.7140000000000001,15,"January 18, 2020",41.7,10,6.8,3,111.1,61.8,21,0.616,43,0.5579999999999999,24,0.884,38,0.816,31,4,200,116.7,13.6,3,23,84,,8.3,6,0.349,15,0.33299999999999996,5,42.9,24,0.688,15.6,11,28,0.679,19,0.8,16,"Leavey Center, Santa Clara, California",PACIFIC,Pacific,71.7,Home,SANTA-CLARA,Santa Clara,Pacific,wcc,20,False,False,False,Away,False,7,21,65,32,56,5,19,43,0,1,115,403,1124,0.5120106761565836,721,1249,0.577261809447558,139,274,1059,0.4556185080264401,0.75
21,2020-01-23-22-pacific,48.1,13,2.0,1,92.3,76.3,29,0.63,50,0.54,27,0.3,15,0.733,11,6,200,113.8,8.0,2,14,74,,3.1,2,0.36,18,0.5,9,49.2,31,0.648,15.0,10,32,0.563,18,0.7140000000000001,15,"January 23, 2020",40.0,10,6.3,2,113.8,92.0,23,0.42100000000000004,63,0.397,25,0.127,8,0.875,7,7,200,92.3,23.7,9,14,60,,9.2,6,0.20600000000000002,13,0.231,3,50.8,32,0.449,10.7,8,50,0.44,22,0.682,15,"A.G. Spanos Center, Stockton, California",PACIFIC,Pacific,65.5,Away,BRIGHAM-YOUNG,BYU,Pacific,wcc,21,False,True,True,Home,False,3,22,63,32,63,9,18,50,0,1,122,424,1189,0.5105130361648444,753,1305,0.5770114942528736,144,293,1102,0.4618874773139746,0.7142857142857143
22,2020-01-25-22-gonzaga,40.9,9,5.0,2,131.4,63.0,17,0.395,62,0.355,22,0.258,16,0.625,10,8,200,84.3,35.1,13,22,59,,8.6,6,0.27399999999999997,17,0.294,5,46.9,30,0.424,17.8,15,45,0.37799999999999995,17,0.652,15,"January 25, 2020",36.4,12,22.2,10,84.3,64.9,24,0.647,58,0.569,33,0.5,29,0.586,17,1,200,131.4,37.0,10,17,92,2.0,12.9,9,0.31,18,0.5,9,53.1,34,0.6409999999999999,9.0,7,40,0.6,24,0.955,21,"McCarthey Athletic Center, Spokane, Washington",PACIFIC,Pacific,70.2,Home,GONZAGA,Gonzaga,Pacific,wcc,22,False,False,False,Away,False,5,17,62,30,64,9,24,58,0,1,125,446,1252,0.5059904153354633,785,1368,0.5738304093567251,153,311,1152,0.4691840277777778,0.6818181818181818
23,2020-01-30-22-pacific,35.0,7,10.0,3,112.7,68.0,17,0.535,43,0.465,20,0.209,9,0.444,4,14,200,90.9,14.3,3,14,50,,9.1,5,0.3720000000000001,16,0.375,6,43.5,20,0.529,17.6,10,27,0.519,14,0.364,8,"January 30, 2020",60.9,14,3.7,1,90.9,85.7,18,0.563,48,0.479,23,0.22899999999999998,11,0.727,8,8,200,112.7,32.0,8,12,62,,5.5,3,0.375,18,0.444,8,56.5,26,0.5820000000000001,17.2,11,30,0.5,15,0.667,16,"A.G. Spanos Center, Stockton, California",LOYOLA-MARYMOUNT,Loyola Marymount,55.3,Home,PACIFIC,Pacific,Pacific,wcc,23,True,False,True,Home,True,8,15,48,26,46,6,14,43,1,0,130,463,1314,0.5007610350076104,815,1432,0.5691340782122905,162,335,1210,0.4776859504132232,0.6521739130434783
24,2020-02-01-22-pacific,19.0,4,0.0,0,90.4,70.6,24,0.397,58,0.36200000000000004,21,0.379,22,0.545,12,16,200,79.5,22.2,8,20,58,,9.6,7,0.24100000000000002,14,0.28600000000000003,4,45.7,32,0.424,17.1,14,44,0.386,17,0.33299999999999996,8,"February 1, 2020",33.3,8,13.6,6,79.5,77.8,28,0.455,56,0.429,24,0.35700000000000004,20,0.75,15,8,200,90.4,29.4,10,16,66,,8.2,6,0.268,15,0.2,3,54.3,38,0.504,19.8,16,41,0.512,21,0.68,17,"A.G. Spanos Center, Stockton, California",SAN-DIEGO,San Diego,73.0,Home,PACIFIC,Pacific,Pacific,wcc,24,True,False,True,Home,True,3,21,56,38,70,4,17,58,1,0,138,478,1362,0.5029368575624082,841,1478,0.5690121786197564,168,349,1253,0.4796488427773344,0.6666666666666666
25,2020-02-06-23-san-francisco,27.3,6,8.8,3,72.7,88.1,37,0.44299999999999995,53,0.415,22,0.377,20,0.65,13,8,200,90.9,25.7,9,17,60,,3.0,2,0.132,7,0.429,3,59.7,46,0.48,15.1,11,46,0.413,19,0.6920000000000001,18,"February 6, 2020",68.8,11,10.9,5,90.9,74.3,26,0.302,58,0.276,16,0.31,18,0.722,13,9,200,72.7,11.9,5,19,48,,10.6,7,0.414,24,0.125,3,40.3,31,0.361,7.1,5,34,0.382,13,0.64,16,"War Memorial Gymnasium, San Francisco, California",SAN-FRANCISCO,San Francisco,65.5,Away,PACIFIC,Pacific,Pacific,wcc,25,False,False,False,Away,True,3,19,53,46,77,3,13,58,1,0,141,499,1418,0.5010578279266573,879,1548,0.5678294573643411,172,366,1311,0.4759725400457666,0.68
26,2020-02-08-22-pacific,25.0,7,7.9,3,117.9,68.8,22,0.525,59,0.475,28,0.39,23,0.696,16,12,200,116.4,24.2,8,19,78,,1.5,1,0.28800000000000003,17,0.353,6,46.2,30,0.5579999999999999,10.4,8,42,0.524,22,0.52,13,"February 8, 2020",48.1,13,11.9,5,116.4,75.8,25,0.5429999999999999,58,0.466,27,0.36200000000000004,21,0.762,16,8,200,117.9,31.3,10,20,79,,6.0,4,0.345,20,0.45,9,53.8,35,0.581,9.4,7,38,0.474,18,0.7040000000000001,19,"A.G. Spanos Center, Stockton, California",PEPPERDINE,Pepperdine,67.5,Home,PACIFIC,Pacific,Pacific,wcc,26,True,False,True,Home,True,9,18,58,35,65,6,22,59,1,0,144,518,1471,0.4989802855200544,925,1625,0.5692307692307692,175,379,1369,0.4685902118334551,0.6923076923076923
27,2020-02-13-22-pacific,15.8,3,2.4,1,104.2,65.5,19,0.457,46,0.413,19,0.413,19,0.684,13,18,200,76.4,6.9,2,16,55,,5.6,4,0.28300000000000003,13,0.308,4,36.2,21,0.5,24.9,18,33,0.455,15,0.33299999999999996,9,"February 13, 2020",43.3,13,12.1,4,76.4,93.1,27,0.542,60,0.5,30,0.267,16,0.625,10,8,200,104.2,34.5,10,22,75,,16.7,12,0.317,19,0.263,5,63.8,37,0.555,19.3,16,41,0.61,25,0.7140000000000001,20,"A.G. Spanos Center, Stockton, California",PORTLAND,Portland,72.3,Home,PACIFIC,Pacific,Pacific,wcc,27,True,False,True,Home,True,5,25,60,37,58,4,15,46,1,0,153,536,1529,0.500654022236756,960,1690,0.5680473372781065,181,401,1428,0.4709383753501401,0.7037037037037037
