,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CINCINNATI_homegame,CINCINNATI_homegame2,CINCINNATI_home,CINCINNATI_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-19-cincinnati,56.5,13,10.0,4,114.7,63.6,14,0.48,51,0.451,23,0.33299999999999996,17,1.0,17,3,200,97.1,20.0,5,18,66,21.0,14.7,10,0.294,15,0.2,3,40.4,19,0.5589999999999999,17.0,12,36,0.556,20,0.7,7,"December 18, 2019",54.8,17,5.6,2,97.1,80.0,20,0.609,55,0.564,31,0.29100000000000004,16,0.688,11,4,200,114.7,36.4,8,16,78,,2.9,2,0.273,15,0.33299999999999996,5,59.6,28,0.623,19.5,15,40,0.65,26,0.636,7,"Fifth Third Arena, Cincinnati, Ohio",TENNESSEE,Tennessee,67.8,Home,CINCINNATI,Cincinnati,Cincinnati,aac,10,True,False,True,Home,True,5,26,55,28,47,3,20,51,1,0,64,188,565,0.5026548672566372,376,691,0.5441389290882779,74,173,620,0.4580645161290322,0.6
11,2019-12-21-21-iowa,56.0,14,11.5,3,98.7,70.0,21,0.389,72,0.34700000000000003,25,0.25,18,0.778,14,5,200,89.7,22.2,10,25,70,,16.7,13,0.33299999999999996,24,0.25,6,41.3,31,0.435,8.1,7,48,0.396,19,0.583,7,"December 21, 2019",69.6,16,14.6,7,89.7,77.8,35,0.57,50,0.46,23,0.6,30,0.667,20,3,200,98.7,30.0,9,17,77,,3.8,3,0.48,24,0.45799999999999996,11,58.7,44,0.599,27.5,24,26,0.462,12,0.75,9,"United Center, Chicago, Illinois",CINCINNATI,Cincinnati,78.4,Home,IOWA,Iowa,Cincinnati,aac,11,False,False,False,Away,False,6,19,72,31,75,11,12,50,0,1,69,214,620,0.5120967741935484,404,738,0.5474254742547425,77,193,671,0.4597615499254844,0.6363636363636364
12,2020-01-01-19-cincinnati,50.0,9,27.7,13,98.5,66.7,22,0.35700000000000004,56,0.321,18,0.25,14,0.7859999999999999,11,4,200,75.0,27.8,10,19,51,,10.3,7,0.33899999999999997,19,0.21100000000000002,4,46.4,32,0.40700000000000003,18.4,14,37,0.37799999999999995,14,0.6920000000000001,9,"January 1, 2020",61.5,16,8.1,3,75.0,72.2,26,0.48200000000000004,56,0.46399999999999997,26,0.429,24,0.542,13,5,200,98.5,33.3,11,17,67,,10.3,7,0.161,9,0.222,2,53.6,37,0.4970000000000001,16.3,13,47,0.511,24,0.615,8,"Fifth Third Arena, Cincinnati, Ohio",CONNECTICUT,UConn,68.0,Home,CINCINNATI,Cincinnati,Cincinnati,aac,12,True,False,True,Home,True,2,24,56,37,69,4,14,56,1,0,75,233,692,0.4992774566473989,435,813,0.5350553505535055,88,205,721,0.4674063800277393,0.5833333333333334
13,2020-01-04-16-tulane,69.2,18,10.5,4,113.4,68.8,22,0.509,58,0.44799999999999995,26,0.22399999999999998,13,0.9229999999999999,12,6,200,106.0,40.0,12,22,71,,9.0,6,0.466,27,0.259,7,54.8,34,0.5529999999999999,20.1,16,31,0.613,19,0.5710000000000001,8,"January 4, 2020",36.4,8,9.7,3,106.0,60.0,18,0.491,53,0.415,22,0.509,27,0.889,24,5,200,113.4,31.3,10,14,76,,9.0,6,0.28300000000000003,15,0.5329999999999999,8,45.2,28,0.5770000000000001,12.2,9,38,0.368,14,0.643,9,"Devlin Fieldhouse, New Orleans, Louisiana",CINCINNATI,Cincinnati,66.5,Home,TULANE,Tulane,Cincinnati,aac,13,False,False,False,Away,False,7,19,58,34,62,8,14,53,0,1,77,257,748,0.4979946524064171,472,882,0.5351473922902494,92,219,777,0.4594594594594595,0.6153846153846154
14,2020-01-08-19-cincinnati,47.4,9,5.6,2,104.2,63.3,19,0.322,59,0.322,19,0.203,12,0.5,6,6,200,61.1,19.5,8,13,44,,11.1,8,0.28800000000000003,17,0.0,0,38.0,27,0.34,17.9,14,42,0.452,19,0.6,9,"January 8, 2020",60.0,18,14.3,6,61.1,80.5,33,0.565,62,0.484,30,0.177,11,0.455,5,6,200,104.2,36.7,11,17,75,,11.1,8,0.419,26,0.385,10,62.0,44,0.5579999999999999,20.3,17,36,0.556,20,0.6,9,"Fifth Third Arena, Cincinnati, Ohio",TULSA,Tulsa,72.0,Home,CINCINNATI,Cincinnati,Cincinnati,aac,14,True,False,True,Home,True,10,20,62,44,71,0,19,59,1,0,84,276,806,0.4987593052109181,506,944,0.5360169491525424,100,233,830,0.4614457831325301,0.5714285714285714
15,2020-01-11-12-central-florida,63.0,17,8.3,3,84.4,84.6,22,0.556,54,0.5,27,0.16699999999999998,9,0.889,8,6,200,106.3,33.3,8,20,68,,9.4,6,0.29600000000000004,16,0.375,6,60.0,30,0.583,17.2,12,38,0.5529999999999999,21,0.625,10,"January 11, 2020",47.4,9,5.3,2,106.3,66.7,16,0.433,45,0.42200000000000004,19,0.467,21,0.7140000000000001,15,7,200,84.4,15.4,4,13,54,,7.8,5,0.2,9,0.111,1,40.0,20,0.491,20.5,14,36,0.5,18,0.562,9,"CFE Arena, Orlando, Florida",CENTRAL-FLORIDA,UCF,63.6,Away,CINCINNATI,Cincinnati,Cincinnati,aac,15,False,False,False,Away,True,6,21,54,30,50,1,18,45,1,0,94,296,868,0.5034562211981567,550,1015,0.541871921182266,100,252,889,0.4521934758155231,0.6
16,2020-01-16-19-memphis,55.6,10,15.4,4,88.2,76.9,20,0.35,60,0.3,18,0.2,12,0.583,7,7,200,72.1,31.0,13,13,49,,10.3,7,0.28300000000000003,17,0.353,6,48.5,33,0.373,19.7,16,43,0.27899999999999997,12,0.588,10,"January 16, 2020",66.7,14,18.6,8,72.1,69.0,29,0.5,51,0.41200000000000003,21,0.235,12,0.75,9,3,200,88.2,23.1,6,13,60,22.0,11.8,8,0.49,25,0.36,9,51.5,35,0.529,23.2,17,26,0.462,12,0.8240000000000001,14,"FedExForum, Memphis, Tennessee",CINCINNATI,Cincinnati,68.2,Home,MEMPHIS,Memphis,Cincinnati,aac,16,False,False,False,Away,False,6,12,60,33,68,9,12,51,0,1,100,317,922,0.5065075921908894,580,1065,0.5446009389671361,101,270,934,0.4512847965738758,0.625
17,2020-01-19-18-cincinnati,65.0,13,9.5,4,107.9,60.6,20,0.377,61,0.32799999999999996,20,0.262,16,0.688,11,10,200,75.0,23.1,9,19,57,,11.8,9,0.377,23,0.261,6,40.3,29,0.415,20.0,17,38,0.368,14,0.444,8,"January 19, 2020",73.3,22,21.1,8,75.0,76.9,30,0.508,66,0.455,30,0.33299999999999996,22,0.682,15,7,200,107.9,39.4,13,16,82,,15.8,12,0.364,24,0.292,7,59.7,43,0.536,13.7,12,42,0.5479999999999999,23,0.611,11,"Fifth Third Arena, Cincinnati, Ohio",EAST-CAROLINA,East Carolina,76.0,Home,CINCINNATI,Cincinnati,Cincinnati,aac,17,True,False,True,Home,True,7,23,66,43,72,6,14,61,1,0,106,329,982,0.4969450101832994,613,1133,0.5410414827890556,110,282,985,0.4538071065989848,0.5882352941176471
18,2020-01-22-19-temple,73.1,19,11.4,5,115.5,72.4,21,0.61,50,0.52,26,0.68,34,0.8240000000000001,28,7,200,125.4,30.0,6,17,89,,11.3,8,0.46,23,0.391,9,55.1,27,0.6729999999999999,15.6,12,27,0.63,17,0.632,12,"January 22, 2020",35.5,11,11.1,3,125.4,70.0,14,0.612,58,0.534,31,0.31,18,0.611,11,8,200,115.5,27.6,8,24,82,,11.3,8,0.24100000000000002,14,0.643,9,44.9,22,0.616,14.3,11,44,0.5,22,0.556,10,"Liacouras Center, Philadelphia, Pennsylvania",TEMPLE,Temple,70.9,Away,CINCINNATI,Cincinnati,Cincinnati,aac,18,False,False,False,Away,True,9,17,50,27,49,9,22,58,1,0,113,352,1048,0.4976145038167939,656,1205,0.5443983402489626,116,296,1046,0.44933078393881454,0.6111111111111112
19,2020-01-28-19-cincinnati,71.4,10,13.8,4,103.2,76.2,16,0.33299999999999996,54,0.259,14,0.185,10,0.7,7,5,200,68.3,20.5,8,11,43,,4.8,3,0.537,29,0.276,8,40.0,24,0.366,17.0,12,25,0.24,6,0.75,15,"January 28, 2020",60.0,15,12.0,3,68.3,79.5,31,0.5579999999999999,52,0.48100000000000004,25,0.154,8,0.875,7,7,200,103.2,23.8,5,15,65,,11.1,7,0.442,23,0.348,8,60.0,36,0.5820000000000001,17.8,12,29,0.586,17,0.65,13,"Fifth Third Arena, Cincinnati, Ohio",SOUTHERN-METHODIST,SMU,62.8,Home,CINCINNATI,Cincinnati,Cincinnati,aac,19,True,False,True,Home,True,8,17,52,36,60,8,6,54,1,0,122,369,1098,0.5027322404371585,683,1254,0.5446570972886763,125,318,1104,0.4578804347826087,0.631578947368421
20,2020-02-01-18-cincinnati,60.9,14,10.7,3,95.5,80.0,20,0.414,64,0.359,23,0.156,10,0.9,9,5,200,92.5,31.0,9,23,62,21.0,4.5,3,0.281,18,0.389,7,53.7,29,0.451,11.6,9,46,0.348,16,0.773,17,"February 1, 2020",65.0,13,21.7,10,92.5,69.0,20,0.511,44,0.455,20,0.705,31,0.613,19,7,200,95.5,20.0,5,16,64,,6.0,4,0.364,16,0.313,5,46.3,25,0.545,16.0,11,28,0.536,15,0.667,14,"Fifth Third Arena, Cincinnati, Ohio",HOUSTON,Houston,66.7,Home,CINCINNATI,Cincinnati,Cincinnati,aac,20,True,False,True,Home,True,5,15,44,25,54,7,16,64,1,0,130,386,1150,0.5052173913043478,719,1314,0.5471841704718418,133,324,1158,0.4520725388601036,0.65
21,2020-02-06-19-wichita-state,36.7,11,8.7,4,114.5,65.6,21,0.6,55,0.545,30,0.327,18,0.778,14,7,200,115.9,25.0,6,12,80,,7.2,5,0.364,20,0.3,6,48.2,27,0.629,12.5,9,35,0.6859999999999999,24,0.682,15,"February 6, 2020",39.4,13,8.6,3,115.9,75.0,18,0.544,68,0.485,33,0.11800000000000001,8,0.625,5,5,200,114.5,34.4,11,17,79,,8.7,6,0.324,22,0.364,8,51.8,29,0.55,12.3,10,46,0.5429999999999999,25,0.773,17,"Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,68.7,Away,CINCINNATI,Cincinnati,Cincinnati,aac,21,False,False,False,Away,True,6,24,55,27,56,8,25,68,1,0,135,401,1194,0.5054438860971524,744,1368,0.543859649122807,140,340,1222,0.4500818330605565,0.6666666666666666
22,2020-02-09-12-connecticut,66.7,18,27.5,11,94.7,68.4,26,0.47700000000000004,66,0.409,27,0.182,12,0.667,8,8,225,93.4,29.4,10,22,71,,7.9,6,0.379,25,0.36,9,50.0,36,0.495,14.4,12,41,0.439,18,0.652,15,"February 9, 2020",50.0,12,26.8,11,93.4,70.6,24,0.447,66,0.364,24,0.318,21,0.619,13,10,225,94.7,31.6,12,15,72,,7.9,6,0.39399999999999996,26,0.423,11,50.0,36,0.474,15.7,14,40,0.325,13,0.565,13,"Harry A. Gampel Pavilion, Storrs, Connecticut",CINCINNATI,Cincinnati,67.4,Home,CONNECTICUT,UConn,Cincinnati,aac,22,False,False,False,Away,False,9,18,66,36,72,11,13,66,0,1,141,425,1249,0.5096076861489192,771,1424,0.5414325842696629,148,365,1290,0.4550387596899225,0.6818181818181818
23,2020-02-13-19-cincinnati,43.3,13,12.5,4,110.8,66.7,28,0.532,62,0.484,30,0.516,32,0.625,20,7,225,103.6,17.6,6,33,86,,7.2,6,0.29,18,0.33299999999999996,6,44.7,34,0.557,13.6,12,44,0.545,24,0.708,17,"February 13, 2020",70.4,19,4.5,2,103.6,82.4,28,0.485,65,0.415,27,0.723,47,0.617,29,8,225,110.8,33.3,14,23,92,,8.4,7,0.508,33,0.273,9,55.3,42,0.527,10.5,10,32,0.563,18,0.667,16,"Fifth Third Arena, Cincinnati, Ohio",MEMPHIS,Memphis,74.0,Home,CINCINNATI,Cincinnati,Cincinnati,aac,23,True,False,True,Home,True,9,18,65,42,76,6,24,62,1,0,150,443,1315,0.5079847908745247,807,1496,0.5394385026737968,159,378,1356,0.4546460176991151,0.6521739130434783
24,2020-02-16-12-east-carolina,58.6,17,10.9,5,87.0,77.8,28,0.57,57,0.509,29,0.281,16,0.313,5,8,225,90.9,25.8,8,20,70,,7.8,6,0.298,17,0.41200000000000003,7,53.7,36,0.542,25.6,22,40,0.55,22,0.68,17,"February 16, 2020",45.8,11,5.0,2,90.9,74.2,23,0.442,60,0.4,24,0.317,19,0.737,14,16,225,87.0,22.2,8,15,67,,14.3,11,0.233,14,0.35700000000000004,5,46.3,31,0.485,18.0,15,46,0.413,19,0.385,10,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,68.7,Away,CINCINNATI,Cincinnati,Cincinnati,aac,24,False,False,False,Away,True,7,22,57,36,67,5,19,60,1,0,159,461,1380,0.5068840579710145,849,1572,0.5400763358778626,165,402,1418,0.4580394922425952,0.6666666666666666
25,2020-02-19-19-cincinnati,45.2,14,2.0,1,101.2,54.8,23,0.5,67,0.46299999999999997,31,0.38799999999999996,26,0.846,22,11,250,103.5,31.4,11,21,89,,18.6,16,0.254,17,0.294,5,44.2,34,0.561,16.9,16,50,0.52,26,0.56,14,"February 19, 2020",55.2,16,16.0,8,103.5,68.6,24,0.439,74,0.392,29,0.35100000000000003,26,0.846,22,9,250,101.2,45.2,19,21,87,,10.5,9,0.33799999999999997,25,0.28,7,55.8,43,0.504,19.7,21,49,0.449,22,0.654,17,"Fifth Third Arena, Cincinnati, Ohio",CINCINNATI,Cincinnati,69.1,Away,CENTRAL-FLORIDA,UCF,Cincinnati,aac,25,False,True,True,Home,False,7,22,74,43,77,5,26,67,0,1,166,483,1437,0.5093945720250522,885,1639,0.5399633923123855,170,421,1478,0.4573748308525034,0.68
26,2020-02-23-13-cincinnati,57.1,12,17.6,6,89.3,81.8,27,0.38299999999999995,64,0.32799999999999996,21,0.266,17,0.882,15,7,200,85.3,23.7,9,23,64,,6.7,5,0.406,26,0.26899999999999996,7,50.7,36,0.444,14.4,12,38,0.368,14,0.741,20,"February 23, 2020",55.0,11,13.2,5,85.3,76.3,29,0.434,53,0.377,20,0.5660000000000001,30,0.7,21,9,200,89.3,18.2,6,13,67,,10.7,8,0.358,19,0.316,6,49.3,35,0.498,16.4,13,34,0.41200000000000003,14,0.667,18,"Fifth Third Arena, Cincinnati, Ohio",WICHITA-STATE,Wichita State,74.7,Home,CINCINNATI,Cincinnati,Cincinnati,aac,26,True,False,True,Home,True,6,14,53,35,71,7,14,64,1,0,173,505,1511,0.5059563203176705,928,1716,0.5407925407925408,175,447,1545,0.4592233009708738,0.6538461538461539
