,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,OAKLAND_homegame,OAKLAND_homegame2,OAKLAND_home,OAKLAND_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-12-oakland,80.8,21,11.6,5,66.2,86.7,39,0.509,58,0.44799999999999995,26,0.31,18,0.722,13,3,200,97.3,37.0,10,14,72,16.0,2.7,2,0.569,33,0.212,7,68.1,49,0.541,20.5,17,25,0.76,19,0.7,7,"December 14, 2019",70.6,12,0.0,0,97.3,63.0,17,0.315,65,0.262,17,0.185,12,0.667,8,6,200,66.2,13.3,6,13,49,,9.5,7,0.33799999999999997,22,0.318,7,31.9,23,0.34700000000000003,11.4,9,43,0.233,10,0.455,5,"Little Caesars Arena, Detroit, Michigan",OAKLAND,Oakland,73.6,Away,MICHIGAN-STATE,Michigan State,Oakland,horizon,10,False,True,True,Home,False,7,10,65,23,72,7,19,58,0,1,50,174,517,0.4816247582205029,350,647,0.5409582689335394,95,136,580,0.4801724137931034,0.5
11,2019-12-18-20-syracuse,78.9,15,4.2,1,113.8,76.7,23,0.47700000000000004,44,0.4320000000000001,19,0.545,24,0.833,20,7,200,95.4,25.0,6,16,62,,6.2,4,0.409,18,0.222,4,53.7,29,0.56,21.6,15,26,0.5770000000000001,15,0.41700000000000004,5,"December 18, 2019",83.3,20,11.5,3,95.4,75.0,18,0.509,58,0.414,24,0.31,18,0.833,15,5,200,113.8,23.3,7,16,74,,16.9,11,0.586,34,0.324,11,46.3,25,0.556,9.6,7,24,0.542,13,0.545,6,"Carrier Dome, Syracuse, New York",OAKLAND,Oakland,65.5,Home,SYRACUSE,Syracuse,Oakland,horizon,11,False,False,False,Away,False,4,15,44,29,54,11,13,58,0,1,57,184,582,0.4630584192439863,373,719,0.5187760778859527,102,155,638,0.4827586206896552,0.4545454545454545
12,2019-12-21-14-oakland,28.0,7,5.3,2,76.6,69.7,23,0.429,63,0.397,25,0.19,12,0.583,7,7,225,79.2,22.6,7,18,61,,13.0,10,0.254,16,0.25,4,46.9,30,0.444,19.0,16,47,0.447,21,0.3,3,"December 21, 2019",43.5,10,10.6,5,79.2,77.4,24,0.415,59,0.39,23,0.237,14,0.7140000000000001,10,8,225,76.6,30.3,10,17,59,,7.8,6,0.35600000000000004,21,0.14300000000000002,3,53.1,34,0.449,23.5,20,38,0.526,20,0.385,5,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,68.2,Away,FAIRFIELD,Fairfield,Oakland,horizon,12,False,True,True,Home,False,3,20,59,34,64,4,21,63,0,1,61,199,626,0.4640575079872205,402,773,0.5200517464424321,113,168,696,0.4849137931034483,0.4166666666666667
13,2019-12-28-15-oakland,61.1,11,9.4,3,106.8,83.3,25,0.364,66,0.273,18,0.364,24,0.875,21,11,200,94.5,39.6,19,21,69,,8.2,6,0.6970000000000001,46,0.261,12,56.4,44,0.446,14.5,13,20,0.3,6,0.154,2,"December 28, 2019",75.9,22,20.0,4,94.5,60.4,29,0.588,57,0.509,29,0.35100000000000003,20,0.55,11,8,200,106.8,16.7,5,18,78,,5.5,4,0.439,25,0.36,9,43.6,34,0.586,17.5,14,32,0.625,20,0.429,6,"Athletics Center O'rena, Rochester, Michigan",DETROIT-MERCY,Detroit,73.5,Home,OAKLAND,Oakland,Oakland,horizon,13,True,False,True,Home,True,9,20,57,34,78,12,6,66,1,0,64,219,685,0.4598540145985402,436,837,0.5209080047789725,117,189,759,0.4802371541501976,0.38461538461538464
14,2020-01-03-19-oakland,58.3,21,7.1,3,92.0,72.7,24,0.643,63,0.5710000000000001,36,0.317,20,0.75,15,3,200,128.0,44.4,12,17,96,,10.7,8,0.302,19,0.474,9,60.0,36,0.662,15.3,13,44,0.614,27,0.812,13,"January 3, 2020",80.8,21,11.4,5,128.0,55.6,15,0.45799999999999996,60,0.433,26,0.3,18,0.778,14,9,200,92.0,27.3,9,19,69,,13.3,10,0.3,18,0.16699999999999998,3,40.0,24,0.503,19.1,16,42,0.5479999999999999,23,0.4,6,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,74.5,Away,WRIGHT-STATE,Wright State,Oakland,horizon,14,False,True,True,Home,False,3,23,60,24,60,9,27,63,0,1,73,239,742,0.4696765498652291,470,915,0.5136612021857924,129,195,825,0.4709090909090909,0.42857142857142855
15,2020-01-05-15-oakland,73.1,19,2.6,1,100.0,65.7,23,0.5770000000000001,52,0.5,26,0.423,22,0.682,15,6,200,117.2,32.1,9,15,75,,7.8,5,0.40399999999999997,21,0.381,8,50.8,32,0.6,14.0,10,31,0.581,18,0.625,10,"January 5, 2020",61.5,16,9.7,3,117.2,67.9,19,0.484,61,0.426,26,0.16399999999999998,10,0.5,5,10,200,100.0,34.3,12,18,64,,12.5,8,0.377,23,0.304,7,49.2,31,0.48700000000000004,14.4,11,38,0.5,19,0.375,6,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,64.1,Away,NORTHERN-KENTUCKY,Northern Kentucky,Oakland,horizon,15,False,True,True,Home,False,7,19,61,31,63,8,18,52,0,1,76,262,802,0.4688279301745636,494,975,0.5066666666666667,138,222,888,0.4831081081081081,0.4
16,2020-01-09-19-youngstown-state,62.5,15,2.9,1,96.8,50.0,19,0.509,56,0.429,24,0.107,6,0.5,3,11,200,95.2,29.6,8,15,60,,12.7,8,0.41100000000000003,23,0.391,9,41.5,27,0.51,18.1,13,33,0.455,15,0.353,6,"January 9, 2020",54.5,12,12.1,4,95.2,70.4,19,0.4270000000000001,62,0.355,22,0.161,10,0.8,8,7,200,96.8,50.0,19,11,61,,7.9,5,0.435,27,0.33299999999999996,9,58.5,38,0.457,17.4,14,35,0.371,13,0.588,10,"Beeghly Center, Youngstown, Ohio",OAKLAND,Oakland,62.8,Home,YOUNGSTOWN-STATE,Youngstown State,Oakland,horizon,16,False,False,False,Away,False,9,15,56,27,65,9,13,62,0,1,83,281,863,0.4698725376593279,525,1038,0.5057803468208093,146,240,940,0.4882978723404256,0.375
17,2020-01-11-15-cleveland-state,66.7,12,8.6,3,87.3,68.8,22,0.568,37,0.486,18,1.0,37,0.703,26,11,200,107.9,31.8,7,23,68,,12.7,8,0.37799999999999995,14,0.429,6,53.7,29,0.623,23.1,16,23,0.522,12,0.389,7,"January 11, 2020",27.8,5,4.3,1,107.9,68.2,15,0.413,46,0.391,18,0.5870000000000001,27,0.63,17,11,200,87.3,31.3,10,28,55,,14.3,9,0.239,11,0.182,2,46.3,25,0.467,19.5,14,35,0.457,16,0.389,7,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,63.2,Away,OAKLAND,Oakland,Oakland,horizon,17,False,False,False,Away,True,6,12,37,29,54,2,16,46,1,0,92,296,919,0.4722524483133841,552,1103,0.5004533091568449,155,253,1002,0.4845309381237525,0.35294117647058826
18,2020-01-16-20-green-bay,45.8,11,10.5,4,96.1,77.8,28,0.444,62,0.387,24,0.27399999999999997,17,0.8240000000000001,14,12,200,90.8,28.1,9,15,69,,10.5,8,0.46799999999999997,29,0.24100000000000002,7,54.4,37,0.4920000000000001,18.7,16,33,0.515,17,0.368,7,"January 16, 2020",70.4,19,27.3,9,90.8,71.9,23,0.4920000000000001,63,0.429,27,0.23800000000000002,15,0.733,11,11,200,96.1,22.2,8,19,73,,13.2,10,0.397,25,0.32,8,45.6,31,0.52,15.7,13,38,0.5,19,0.42100000000000004,8,"Resch Center, Green Bay, Wisconsin",OAKLAND,Oakland,76.1,Home,GREEN-BAY,Green Bay,Oakland,horizon,18,False,False,False,Away,False,7,17,62,37,68,8,19,63,0,1,98,308,956,0.4759414225941422,581,1157,0.5021607605877269,157,269,1048,0.4813931297709924,0.3888888888888889
19,2020-01-18-19-milwaukee,48.0,12,5.6,2,112.3,53.8,21,0.58,50,0.5,25,0.38,19,0.526,10,13,200,104.6,25.9,7,20,68,,3.1,2,0.46,23,0.348,8,42.4,28,0.5760000000000001,19.3,14,27,0.63,17,0.35,7,"January 18, 2020",55.6,15,14.8,4,104.6,74.1,20,0.469,65,0.415,27,0.24600000000000002,16,0.75,12,10,200,112.3,46.2,18,23,73,,12.3,8,0.446,29,0.24100000000000002,7,57.6,38,0.503,11.1,9,36,0.556,20,0.474,9,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",OAKLAND,Oakland,64.8,Home,MILWAUKEE,Milwaukee,Oakland,horizon,19,False,False,False,Away,False,8,17,50,28,66,7,20,65,0,1,105,325,1018,0.4739685658153242,618,1225,0.5044897959183674,165,288,1111,0.48199819981998204,0.3684210526315789
20,2020-01-23-19-oakland,75.8,25,8.8,3,73.5,80.6,29,0.7090000000000001,55,0.6,33,0.127,7,0.28600000000000003,2,12,200,117.6,20.8,5,15,80,,11.8,8,0.382,21,0.5710000000000001,12,56.7,34,0.6859999999999999,19.4,14,34,0.618,21,0.429,9,"January 23, 2020",84.2,16,8.8,3,117.6,79.2,19,0.4,55,0.345,19,0.182,10,0.6,6,14,200,73.5,19.4,7,11,50,,11.8,8,0.382,21,0.28600000000000003,6,43.3,26,0.418,20.2,15,34,0.382,13,0.33299999999999996,7,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,67.5,Away,ILLINOIS-CHICAGO,UIC,Oakland,horizon,20,False,True,True,Home,False,6,13,55,26,60,12,21,55,0,1,113,342,1068,0.4789325842696629,646,1291,0.5003872966692486,172,308,1176,0.4812925170068027,0.35
21,2020-01-25-15-oakland,66.7,20,11.9,5,103.7,74.0,37,0.536,70,0.429,30,0.271,19,0.737,14,16,225,108.5,36.1,13,23,89,,2.4,2,0.486,34,0.441,15,58.1,50,0.563,17.8,17,36,0.41700000000000004,15,0.273,6,"January 25, 2020",64.0,16,27.8,10,108.5,63.9,23,0.424,72,0.34700000000000003,25,0.431,31,0.774,24,15,225,103.7,26.0,13,18,85,,4.9,4,0.41700000000000004,30,0.3670000000000001,11,41.9,36,0.49,7.6,7,42,0.33299999999999996,14,0.318,7,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,72.8,Away,IUPUI,IUPUI,Oakland,horizon,21,False,True,True,Home,False,11,14,72,36,86,15,15,70,0,1,119,355,1123,0.47506678539626,672,1351,0.4974093264248705,184,329,1231,0.4914703493095045,0.3333333333333333
22,2020-01-31-19-detroit-mercy,68.2,15,9.4,3,91.4,75.0,24,0.52,50,0.44,22,0.68,34,0.735,25,15,200,110.0,40.6,13,17,77,,7.1,5,0.52,26,0.308,8,57.8,37,0.5820000000000001,18.8,15,24,0.583,14,0.348,8,"January 31, 2020",40.9,9,8.3,2,110.0,59.4,19,0.455,56,0.39299999999999996,22,0.33899999999999997,19,0.684,13,17,200,91.4,25.0,8,26,64,,10.0,7,0.429,24,0.292,7,42.2,27,0.4920000000000001,17.9,14,32,0.469,15,0.261,6,"Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,69.6,Away,OAKLAND,Oakland,Oakland,horizon,22,False,False,False,Away,True,8,14,50,37,64,7,15,56,1,0,130,369,1195,0.4719665271966527,708,1437,0.4926931106471816,199,344,1301,0.4938508839354343,0.3181818181818182
23,2020-02-06-19-northern-kentucky,40.0,10,8.1,3,117.7,48.7,19,0.5579999999999999,52,0.48100000000000004,25,0.26899999999999996,14,0.857,12,16,200,112.9,42.3,11,12,70,,1.6,1,0.385,20,0.4,8,46.2,30,0.597,18.3,13,32,0.531,17,0.33299999999999996,8,"February 6, 2020",64.3,18,9.4,3,112.9,57.7,15,0.451,72,0.389,28,0.19399999999999998,14,0.5710000000000001,8,7,200,117.7,51.3,20,16,73,,11.3,7,0.486,35,0.257,9,53.8,35,0.46399999999999997,4.9,4,37,0.514,19,0.708,17,"Bank of Kentucky Center, Highland Heights, Kentucky",OAKLAND,Oakland,61.7,Home,NORTHERN-KENTUCKY,Northern Kentucky,Oakland,horizon,23,False,False,False,Away,False,8,17,52,30,65,9,19,72,0,1,138,383,1245,0.4738955823293173,745,1501,0.4963357761492338,206,359,1357,0.4922623434045689,0.3478260869565217
24,2020-02-08-19-wright-state,40.0,10,9.4,3,113.7,82.6,19,0.442,60,0.41700000000000004,25,0.38299999999999995,23,0.7829999999999999,18,17,200,97.3,21.1,8,23,71,,11.0,8,0.25,15,0.2,3,44.3,27,0.501,12.5,10,45,0.489,22,0.32,8,"February 8, 2020",55.6,15,2.2,1,97.3,78.9,30,0.625,52,0.519,27,0.462,24,0.75,18,5,200,113.7,17.4,4,22,83,,1.4,1,0.385,20,0.55,11,55.7,34,0.655,17.2,13,32,0.5,16,0.8079999999999999,21,"Ervin J. Nutter Center, Dayton, Ohio",OAKLAND,Oakland,72.7,Home,WRIGHT-STATE,Wright State,Oakland,horizon,24,False,False,False,Away,False,3,22,60,27,61,11,16,52,0,1,146,400,1297,0.4772552043176561,775,1566,0.4948914431673052,215,378,1429,0.4902029391182645,0.3333333333333333
25,2020-02-13-19-oakland,62.1,18,6.3,2,114.5,63.3,19,0.5710000000000001,56,0.518,29,0.268,15,0.667,10,17,200,107.2,30.8,8,18,74,,8.7,6,0.23199999999999998,13,0.462,6,48.2,27,0.586,19.3,15,43,0.535,23,0.34600000000000003,9,"February 13, 2020",32.1,9,9.3,4,107.2,69.2,18,0.552,58,0.483,28,0.345,20,0.75,15,17,200,114.5,36.7,11,15,79,,8.7,6,0.44799999999999995,26,0.308,8,51.8,29,0.585,14.1,11,32,0.625,20,0.34600000000000003,9,"Athletics Center O'rena, Rochester, Michigan",CLEVELAND-STATE,Cleveland State,68.8,Home,OAKLAND,Oakland,Oakland,horizon,25,True,False,True,Home,True,8,20,58,29,56,6,23,56,1,0,149,422,1357,0.4756816507000737,802,1627,0.4929317762753534,226,394,1481,0.4949358541525996,0.32
26,2020-02-15-15-oakland,46.2,12,12.5,4,109.1,63.3,19,0.444,71,0.366,26,0.042,3,0.33299999999999996,1,12,200,97.0,43.6,17,19,64,,4.5,3,0.423,30,0.3670000000000001,11,52.2,36,0.442,16.2,14,41,0.366,15,0.556,15,"February 15, 2020",76.9,20,7.3,3,97.0,56.4,22,0.574,54,0.48100000000000004,26,0.33299999999999996,18,0.556,10,17,200,109.1,36.7,11,12,72,,12.1,8,0.40700000000000003,22,0.455,10,47.8,33,0.5760000000000001,15.1,11,32,0.5,16,0.37,10,"Athletics Center O'rena, Rochester, Michigan",YOUNGSTOWN-STATE,Youngstown State,66.0,Home,OAKLAND,Oakland,Oakland,horizon,26,True,False,True,Home,True,10,16,54,33,69,11,15,71,1,0,157,442,1415,0.4787985865724382,831,1683,0.4937611408199644,232,417,1537,0.4977228366948601,0.3461538461538461
