,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTHERN-ILLINOIS-EDWARDSVILLE_homegame,SOUTHERN-ILLINOIS-EDWARDSVILLE_homegame2,SOUTHERN-ILLINOIS-EDWARDSVILLE_home,SOUTHERN-ILLINOIS-EDWARDSVILLE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-11-winthrop,50.0,15,10.0,3,125.7,63.3,19,0.532,63,0.47600000000000003,30,0.222,14,0.429,6,9,200,98.6,13.8,4,22,73,,10.8,8,0.302,19,0.368,7,39.0,23,0.524,11.5,9,44,0.523,23,0.182,2,"December 17, 2019",50.0,15,4.5,2,98.6,86.2,25,0.636,59,0.508,30,0.373,22,0.818,18,7,200,125.7,36.7,11,14,93,,2.7,2,0.4920000000000001,29,0.517,15,61.0,36,0.67,17.9,15,30,0.5,15,0.41700000000000004,5,"Winthrop Coliseum, Rock Hill, South Carolina",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,74.1,Home,WINTHROP,Winthrop,SIU Edwardsville,ovc,10,False,False,False,Away,False,7,23,63,23,59,15,15,59,0,1,50,188,574,0.4581881533101045,270,594,0.4545454545454545,75,171,538,0.5269516728624535,0.2
11,2019-12-21-15-detroit-mercy,42.1,8,6.3,2,120.9,58.6,17,0.41200000000000003,51,0.373,19,0.392,20,0.65,13,10,200,82.1,24.2,8,23,55,,6.0,4,0.314,16,0.25,4,40.3,25,0.455,19.0,14,35,0.429,15,0.16699999999999998,2,"December 21, 2019",65.4,17,11.4,4,82.1,75.8,25,0.551,59,0.441,26,0.28800000000000003,17,0.941,16,10,200,120.9,41.4,12,17,81,,4.5,3,0.45799999999999996,27,0.48100000000000004,13,59.7,37,0.604,15.3,12,32,0.406,13,0.16699999999999998,2,"Calihan Hall, Detroit, Michigan",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,66.8,Home,DETROIT-MERCY,Detroit,SIU Edwardsville,ovc,11,False,False,False,Away,False,4,15,51,25,62,13,13,59,0,1,57,211,637,0.4654631083202512,293,653,0.4486983154670751,90,186,597,0.5376884422110553,0.18181818181818185
12,2019-12-29-15-southern-illinois-edwardsville,70.6,12,0.0,0,120.0,60.9,14,0.345,58,0.293,17,0.172,10,0.8,8,0,200,60.0,16.2,6,12,48,,10.0,8,0.431,25,0.24,6,33.3,20,0.382,26.9,23,33,0.33299999999999996,11,0.0,0,"December 29, 2019",65.9,27,15.2,5,60.0,83.8,31,0.679,67,0.612,41,0.10400000000000001,7,0.7140000000000001,5,10,200,120.0,39.1,9,13,96,,17.5,14,0.34299999999999997,23,0.391,9,66.7,40,0.6829999999999999,21.3,19,44,0.727,32,0.231,3,"Sam Vadalabene Center , Edwardsville, Illinois","Lindenwood
			","Lindenwood
			",80.0,Home,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,SIU Edwardsville,ovc,12,True,False,True,Home,True,9,32,67,40,60,6,11,58,1,0,61,226,688,0.4614825581395349,318,715,0.4447552447552448,103,199,656,0.5388719512195121,0.16666666666666666
13,2020-01-02-20-belmont,48.1,13,8.3,2,88.5,87.2,34,0.508,60,0.45,27,0.5,30,0.6,18,10,200,101.3,22.2,8,19,79,,7.7,6,0.3,18,0.389,7,56.0,42,0.532,12.0,10,42,0.47600000000000003,20,0.28600000000000003,4,"January 2, 2020",61.9,13,7.1,3,101.3,77.8,28,0.41700000000000004,60,0.35,21,0.45,27,0.7040000000000001,19,5,200,88.5,12.8,5,25,69,,7.7,6,0.6,36,0.222,8,44.0,33,0.474,14.3,12,24,0.542,13,0.643,9,"Curb Event Center, Nashville, Tennessee",BELMONT,Belmont,78.0,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,SIU Edwardsville,ovc,13,False,False,False,Away,True,7,20,60,42,75,8,13,60,1,0,70,258,755,0.480794701986755,358,775,0.4619354838709677,109,210,714,0.523109243697479,0.2307692307692308
14,2020-01-04-17-tennessee-state,52.4,11,6.7,2,108.2,82.6,19,0.521,47,0.447,21,0.596,28,0.893,25,11,200,101.4,14.8,4,20,74,,5.5,4,0.40399999999999997,19,0.368,7,46.0,23,0.614,20.2,15,28,0.5,14,0.267,4,"January 4, 2020",67.9,19,0.0,0,101.4,85.2,23,0.667,48,0.583,28,0.43799999999999994,21,0.7140000000000001,15,5,200,108.2,17.4,4,20,79,,8.2,6,0.375,18,0.444,8,54.0,27,0.6809999999999999,26.8,21,30,0.667,20,0.667,10,"Gentry Center Complex, Nashville, Tennessee",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,73.1,Home,TENNESSEE-STATE,Tennessee State,SIU Edwardsville,ovc,14,False,False,False,Away,False,7,14,47,23,50,8,20,48,0,1,77,278,815,0.4828220858895706,400,850,0.4705882352941176,117,223,774,0.5148578811369509,0.2857142857142857
15,2020-01-09-19-morehead-state,52.0,13,22.9,8,109.2,76.7,23,0.47700000000000004,64,0.391,25,0.391,25,0.64,16,12,200,101.3,23.7,9,24,77,,6.6,5,0.391,25,0.44,11,47.1,32,0.507,11.8,10,39,0.359,14,0.25,4,"January 9, 2020",60.0,15,20.5,8,101.3,76.3,29,0.518,55,0.455,25,0.618,34,0.765,26,8,200,109.2,23.3,7,19,83,,5.3,4,0.364,20,0.35,7,52.9,36,0.583,12.5,10,35,0.514,18,0.5,8,"Ellis T. Johnson Arena, Morehead, Kentucky",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,75.5,Home,MOREHEAD-STATE,Morehead State,SIU Edwardsville,ovc,15,False,False,False,Away,False,11,14,64,32,68,7,18,55,0,1,84,292,862,0.4849187935034802,423,900,0.47,125,243,822,0.5237226277372263,0.26666666666666666
16,2020-01-11-16-eastern-kentucky,56.0,14,5.9,2,111.4,63.9,23,0.56,50,0.5,25,0.5,25,0.64,16,13,200,102.9,32.0,8,26,72,,5.7,4,0.32,16,0.375,6,50.8,31,0.5820000000000001,19.7,15,34,0.5589999999999999,19,0.235,4,"January 11, 2020",54.5,12,8.8,3,102.9,68.0,17,0.447,57,0.386,22,0.614,35,0.7709999999999999,27,11,200,111.4,36.1,13,21,78,,11.4,8,0.40399999999999997,23,0.304,7,49.2,30,0.53,12.1,10,34,0.441,15,0.353,6,"McBrayer Arena, Richmond, Kentucky",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,69.8,Home,EASTERN-KENTUCKY,Eastern Kentucky,SIU Edwardsville,ovc,16,False,False,False,Away,False,6,19,50,31,61,7,15,57,0,1,95,306,926,0.48434125269978395,455,968,0.4700413223140496,132,261,877,0.5233751425313569,0.25
17,2020-01-16-20-southern-illinois-edwardsville,56.7,17,6.5,3,88.5,78.8,26,0.5,65,0.462,30,0.16899999999999998,11,0.636,7,14,200,92.3,28.1,9,19,72,,9.0,7,0.33799999999999997,22,0.22699999999999998,5,53.8,35,0.513,21.4,19,43,0.581,25,0.222,4,"January 16, 2020",50.0,13,14.0,6,92.3,71.9,23,0.474,58,0.44799999999999995,26,0.36200000000000004,21,0.667,14,14,200,88.5,21.2,7,13,69,,9.0,7,0.207,12,0.25,3,46.2,30,0.508,17.2,14,46,0.5,23,0.222,4,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,77.6,Away,TENNESSEE-TECH,Tennessee Tech,SIU Edwardsville,ovc,17,False,True,True,Home,False,3,23,58,30,65,5,25,65,0,1,101,325,976,0.4882172131147541,486,1029,0.4723032069970846,139,276,934,0.5187366167023555,0.2352941176470588
18,2020-01-18-16-southern-illinois-edwardsville,69.6,16,7.5,3,78.9,73.0,27,0.49,52,0.442,23,0.40399999999999997,21,0.619,13,11,200,90.1,16.7,4,18,64,,11.3,8,0.34600000000000003,18,0.278,5,50.8,31,0.516,16.4,12,34,0.529,18,0.42100000000000004,8,"January 18, 2020",61.1,11,5.9,2,90.1,83.3,20,0.348,56,0.321,18,0.39299999999999996,22,0.773,17,15,200,78.9,27.0,10,19,56,,2.8,2,0.28600000000000003,16,0.188,3,49.2,30,0.42100000000000004,19.6,16,40,0.375,15,0.21100000000000002,4,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,71.2,Away,JACKSONVILLE-STATE,Jacksonville State,SIU Edwardsville,ovc,18,False,True,True,Home,False,3,15,56,30,61,5,18,52,0,1,104,348,1034,0.4874274661508704,516,1094,0.4716636197440585,144,301,999,0.5175175175175175,0.2222222222222222
19,2020-01-23-20-southern-illinois-edwardsville,59.1,13,3.8,2,120.0,68.6,24,0.473,55,0.4,22,0.345,19,0.684,13,16,200,92.9,14.7,5,19,65,,4.3,3,0.455,25,0.32,8,42.0,29,0.508,14.8,11,30,0.467,14,0.2,4,"January 23, 2020",54.3,19,10.0,3,92.9,85.3,29,0.551,68,0.515,35,0.20600000000000002,14,0.643,9,15,200,120.0,31.4,11,15,84,,5.7,4,0.235,16,0.313,5,58.0,40,0.563,8.6,7,52,0.5770000000000001,30,0.25,5,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,70.3,Home,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,SIU Edwardsville,ovc,19,True,False,True,Home,True,5,30,68,40,69,8,14,55,1,0,107,363,1090,0.4802752293577982,546,1155,0.4727272727272727,149,319,1051,0.5161750713606089,0.21052631578947367
20,2020-01-25-17-southern-illinois-edwardsville,76.9,20,0.0,0,116.9,79.2,19,0.573,55,0.473,26,0.436,24,0.667,16,13,200,121.5,29.0,9,13,79,,7.7,5,0.473,26,0.423,11,50.9,28,0.595,9.6,7,29,0.517,15,0.316,6,"January 25, 2020",69.0,20,3.4,1,121.5,71.0,22,0.62,54,0.537,29,0.16699999999999998,9,1.0,9,16,200,116.9,20.8,5,19,76,,6.2,4,0.46299999999999997,25,0.36,9,49.1,27,0.652,17.2,12,29,0.69,20,0.23800000000000002,5,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,64.8,Away,TENNESSEE-MARTIN,UT-Martin,SIU Edwardsville,ovc,20,False,True,True,Home,False,9,20,54,27,55,11,15,55,0,1,112,393,1158,0.4844559585492228,586,1224,0.4787581699346405,157,333,1106,0.5140144665461122,0.25
21,2020-01-30-20-austin-peay,47.8,11,9.4,3,117.1,84.6,22,0.455,55,0.418,23,0.273,15,0.5329999999999999,8,17,200,82.9,17.1,6,22,58,,7.1,5,0.182,10,0.4,4,45.9,28,0.467,17.4,13,45,0.42200000000000004,19,0.22699999999999998,5,"January 30, 2020",64.0,16,4.4,2,82.9,82.9,29,0.578,51,0.49,25,0.5489999999999999,28,0.821,23,7,200,117.1,15.4,4,18,82,,7.1,5,0.373,19,0.474,9,54.1,33,0.638,13.6,10,32,0.5,16,0.682,15,"Winfield Dunn Center, Clarksville, Tennessee",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,69.7,Home,AUSTIN-PEAY,Austin Peay,SIU Edwardsville,ovc,21,False,False,False,Away,False,4,19,55,28,61,9,16,51,0,1,121,413,1212,0.4905115511551155,613,1279,0.4792806880375293,168,348,1161,0.5167958656330749,0.2380952380952381
22,2020-02-01-20-murray-state,31.6,6,5.6,2,108.8,63.0,17,0.34700000000000003,62,0.306,19,0.27399999999999997,17,0.706,12,18,200,80.9,30.8,12,20,55,,10.3,7,0.33899999999999997,21,0.23800000000000002,5,43.9,29,0.392,11.5,9,41,0.341,14,0.217,5,"February 1, 2020",42.3,11,17.1,7,80.9,69.2,27,0.536,55,0.473,26,0.4,22,0.682,15,5,200,108.8,37.0,10,19,74,,4.4,3,0.345,19,0.368,7,56.1,37,0.565,17.8,14,36,0.528,19,0.773,17,"CFSB Center, Murray, Kentucky",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,68.3,Home,MURRAY-STATE,Murray State,SIU Edwardsville,ovc,22,False,False,False,Away,False,5,14,62,29,66,7,19,55,0,1,125,432,1267,0.4889502762430939,641,1340,0.4783582089552239,177,364,1212,0.5193894389438944,0.2272727272727273
23,2020-02-06-20-southern-illinois-edwardsville,70.8,17,11.5,6,72.1,60.9,28,0.424,59,0.40700000000000003,24,0.305,18,0.444,8,12,200,85.3,18.9,7,16,58,,4.4,3,0.322,19,0.105,2,42.2,35,0.429,9.5,7,40,0.55,22,0.5,12,"February 6, 2020",47.6,10,10.0,4,85.3,81.1,30,0.312,69,0.304,21,0.188,13,0.462,6,19,200,72.1,39.1,18,16,49,,5.9,4,0.24600000000000002,17,0.059000000000000004,1,57.8,48,0.326,13.8,12,52,0.385,20,0.20800000000000002,5,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,68.4,Away,MOREHEAD-STATE,Morehead State,SIU Edwardsville,ovc,23,False,True,True,Home,False,1,20,69,48,83,2,22,59,0,1,130,446,1329,0.4823175319789315,670,1406,0.476529160739687,184,383,1267,0.5201262825572218,0.21739130434782608
24,2020-02-08-16-southern-illinois-edwardsville,57.1,12,2.4,1,97.6,65.5,19,0.36,68,0.309,21,0.529,36,0.722,26,13,200,88.2,26.1,12,22,75,,15.3,13,0.544,37,0.18899999999999997,7,41.3,31,0.441,12.5,12,31,0.452,14,0.48,12,"February 8, 2020",50.0,13,9.7,3,88.2,73.9,34,0.527,55,0.473,26,0.5820000000000001,32,0.7809999999999999,25,19,200,97.6,34.5,10,23,83,,8.2,7,0.255,14,0.429,6,58.7,44,0.591,26.6,25,41,0.488,20,0.24,6,"Sam Vadalabene Center , Edwardsville, Illinois",EASTERN-KENTUCKY,Eastern Kentucky,85.2,Home,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,SIU Edwardsville,ovc,24,True,False,True,Home,True,6,20,55,44,75,7,14,68,1,0,131,466,1398,0.4738912732474964,718,1489,0.4822028206850235,186,405,1326,0.5158371040723982,0.20833333333333331
