,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LONG-BEACH-STATE_homegame,LONG-BEACH-STATE_homegame2,LONG-BEACH-STATE_home,LONG-BEACH-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-18-southern-california,55.2,16,9.8,4,119.2,61.8,21,0.5660000000000001,61,0.475,29,0.19699999999999998,12,0.583,7,8,200,104.1,32.4,11,15,76,,11.0,8,0.45899999999999996,28,0.39299999999999996,11,47.1,32,0.57,20.4,17,33,0.545,18,0.273,3,"December 15, 2019",75.8,25,15.2,5,104.1,67.6,23,0.575,67,0.493,33,0.22399999999999998,15,0.667,10,2,200,119.2,38.2,13,12,87,,16.4,12,0.38799999999999996,26,0.423,11,52.9,36,0.5870000000000001,14.0,12,41,0.537,22,0.818,9,"Galen Center, Los Angeles, California",LONG-BEACH-STATE,Long Beach State,72.9,Home,SOUTHERN-CALIFORNIA,USC,Cal State Long Beach,big-west,10,False,False,False,Away,False,11,18,61,32,68,11,22,67,0,1,54,200,561,0.5008912655971479,295,629,0.4689984101748808,84,200,609,0.535303776683087,0.3
11,2019-12-19-22-long-beach-state,61.3,19,11.1,4,85.1,78.6,22,0.5920000000000001,65,0.47700000000000004,31,0.2,13,0.5379999999999999,7,4,200,113.5,36.4,12,16,84,,13.5,10,0.462,30,0.5,15,55.7,34,0.59,18.5,16,35,0.457,16,0.636,7,"December 19, 2019",52.2,12,8.6,3,113.5,63.6,21,0.48200000000000004,56,0.41100000000000003,23,0.196,11,0.818,9,9,200,85.1,21.4,6,14,63,,8.1,6,0.35700000000000004,20,0.4,8,44.3,27,0.514,22.8,18,36,0.41700000000000004,15,0.25,3,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,74.2,Away,SOUTHERN-UTAH,Southern Utah,Cal State Long Beach,big-west,11,False,True,True,Home,False,8,15,56,27,61,15,16,65,0,1,65,218,622,0.5072347266881029,327,697,0.4691535150645624,95,222,676,0.5392011834319527,0.2727272727272727
12,2019-12-21-19-long-beach-state,45.8,11,14.6,6,93.2,77.1,27,0.425,67,0.358,24,0.209,14,0.5710000000000001,8,9,200,89.0,31.7,13,16,65,,4.1,3,0.478,32,0.281,9,52.6,40,0.441,17.0,15,35,0.429,15,0.35700000000000004,5,"December 21, 2019",40.0,10,22.9,8,89.0,68.3,28,0.475,60,0.41700000000000004,25,0.25,15,0.733,11,9,200,93.2,22.9,8,17,68,,5.5,4,0.317,19,0.368,7,47.4,36,0.507,15.3,12,41,0.439,18,0.308,4,"The Walter Pyramid, Long Beach, California",UTAH-VALLEY,Utah Valley,73.4,Home,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,12,True,False,True,Home,True,7,18,60,36,76,9,15,67,1,0,73,233,678,0.5051622418879056,354,758,0.4670184696569921,110,238,741,0.543859649122807,0.25
13,2019-12-23-18-seattle,63.2,12,9.8,4,101.3,74.4,29,0.406,53,0.358,19,0.358,19,0.737,14,10,200,73.1,22.6,7,16,57,,9.0,7,0.377,20,0.25,5,51.4,36,0.45899999999999996,27.3,23,33,0.424,14,0.28600000000000003,4,"December 23, 2019",58.6,17,12.1,4,73.1,77.4,24,0.486,69,0.42,29,0.203,14,0.857,12,7,200,101.3,25.6,10,17,79,,16.7,13,0.406,28,0.321,9,48.6,34,0.522,13.8,12,41,0.488,20,0.5,7,"Connolly Center, Seattle, Washington",LONG-BEACH-STATE,Long Beach State,77.8,Home,SEATTLE,Seattle,Cal State Long Beach,big-west,13,False,False,False,Away,False,5,14,53,36,70,9,20,69,0,1,80,251,738,0.502710027100271,390,834,0.4676258992805755,119,253,808,0.5340346534653465,0.3076923076923077
14,2019-12-28-12-florida,27.3,6,0.0,0,129.1,60.5,23,0.424,59,0.373,22,0.322,19,0.684,13,11,200,79.7,16.7,6,23,63,,5.1,4,0.28800000000000003,17,0.353,6,39.2,29,0.46299999999999997,20.2,17,42,0.381,16,0.267,4,"December 28, 2019",51.4,19,4.8,2,79.7,83.3,30,0.614,70,0.529,37,0.414,29,0.552,16,4,200,129.1,39.5,15,20,102,,12.7,10,0.429,30,0.4,12,60.8,45,0.609,10.8,10,40,0.625,25,0.667,8,"Stephen C. O'Connell Center, Gainesville, Florida",LONG-BEACH-STATE,Long Beach State,78.9,Home,FLORIDA,Florida,Cal State Long Beach,big-west,14,False,False,False,Away,False,6,16,59,29,74,12,25,70,0,1,85,265,791,0.4962073324905184,426,904,0.4712389380530974,128,273,877,0.5302166476624858,0.2857142857142857
15,2020-01-04-19-long-beach-state,68.2,15,4.9,2,91.6,65.9,29,0.381,67,0.32799999999999996,22,0.179,12,0.75,9,0,200,72.3,17.8,8,19,60,,12.0,10,0.522,35,0.2,7,41.6,37,0.413,20.8,19,32,0.469,15,0.0,0,"January 4, 2020",60.0,15,6.3,2,72.3,82.2,37,0.4320000000000001,66,0.379,25,0.364,24,0.792,19,11,200,91.6,34.1,15,14,76,,12.0,10,0.379,25,0.28,7,58.4,52,0.491,19.9,19,41,0.439,18,0.312,5,"The Walter Pyramid, Long Beach, California","Cal State Los Angeles
			","Cal State Los Angeles
			",82.6,Home,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,15,True,False,True,Home,True,7,18,66,52,89,7,15,67,1,0,91,281,850,0.4911764705882353,455,978,0.4652351738241309,140,298,947,0.5364308342133052,0.26666666666666666
16,2020-01-08-22-cal-state-northridge,24.1,7,4.9,2,121.8,76.0,19,0.478,69,0.42,29,0.261,18,0.611,11,12,200,98.7,20.9,9,21,77,,6.4,5,0.29,20,0.4,8,41.2,28,0.496,13.5,12,49,0.429,21,0.294,5,"January 8, 2020",54.3,19,4.1,2,98.7,79.1,34,0.636,59,0.593,35,0.441,26,0.769,20,11,200,121.8,24.0,6,17,95,,6.4,5,0.305,18,0.278,5,58.8,40,0.6659999999999999,13.5,11,41,0.732,30,0.353,6,"The Matadome, Northridge, California",LONG-BEACH-STATE,Long Beach State,78.5,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Long Beach,big-west,16,False,False,False,Away,False,8,21,69,28,68,5,30,59,0,1,98,299,916,0.4868995633187773,507,1067,0.4751640112464855,147,313,1014,0.5261341222879684,0.3125
17,2020-01-11-22-california-santa-barbara,52.0,13,13.8,4,82.5,64.7,22,0.54,50,0.5,25,0.06,3,0.33299999999999996,1,12,200,87.3,20.0,5,19,55,,4.8,3,0.26,13,0.308,4,45.8,27,0.535,26.0,18,37,0.568,21,0.33299999999999996,6,"January 11, 2020",75.0,12,5.4,2,87.3,80.0,20,0.39,50,0.32,16,0.38,19,0.684,13,5,200,82.5,35.3,12,15,52,,12.7,8,0.42,21,0.33299999999999996,7,54.2,32,0.44,20.4,15,29,0.31,9,0.706,12,"The Thunderdome, Santa Barbara, California",CALIFORNIA-SANTA-BARBARA,UCSB,63.2,Away,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,17,False,False,False,Away,True,4,21,50,27,59,7,9,50,1,0,106,320,985,0.4862944162436548,535,1135,0.4713656387665198,152,343,1073,0.53215284249767,0.29411764705882354
18,2020-01-16-22-long-beach-state,45.8,11,3.1,1,110.8,72.4,21,0.547,53,0.45299999999999996,24,0.679,36,0.75,27,11,200,114.9,20.7,6,25,85,,5.4,4,0.47200000000000003,25,0.4,10,46.6,27,0.606,13.8,11,28,0.5,14,0.389,7,"January 16, 2020",51.9,14,14.3,4,114.9,79.3,23,0.627,51,0.529,27,0.51,26,0.6920000000000001,18,13,200,110.8,27.6,8,26,82,,4.1,3,0.373,19,0.526,10,53.4,31,0.647,22.4,18,32,0.531,17,0.316,6,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,74.2,Away,CALIFORNIA-DAVIS,UC-Davis,Cal State Long Beach,big-west,18,False,True,True,Home,False,10,17,51,31,58,10,14,53,0,1,110,341,1035,0.4888888888888889,562,1194,0.4706867671691792,159,352,1123,0.5258236865538736,0.3333333333333333
19,2020-01-18-19-long-beach-state,52.4,11,6.5,2,87.3,67.9,19,0.455,55,0.382,21,0.455,25,0.64,16,13,200,93.0,30.3,10,22,66,,14.1,10,0.473,26,0.308,8,47.5,29,0.493,17.5,14,29,0.44799999999999995,13,0.316,6,"January 18, 2020",27.8,5,27.6,8,93.0,69.7,23,0.43799999999999994,48,0.375,18,0.542,26,0.769,20,14,200,87.3,32.1,9,22,62,,9.9,7,0.354,17,0.353,6,52.5,32,0.514,25.2,20,31,0.387,12,0.3,6,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,71.1,Away,CAL-STATE-FULLERTON,Cal State Fullerton,Cal State Long Beach,big-west,19,False,True,True,Home,False,6,12,48,32,61,8,13,55,0,1,120,358,1086,0.4953959484346225,593,1252,0.4736421725239617,169,366,1176,0.5267857142857143,0.3157894736842105
20,2020-01-22-22-long-beach-state,45.5,10,7.1,3,88.7,84.6,22,0.377,65,0.33799999999999997,22,0.16899999999999998,11,0.636,7,9,200,78.9,33.3,14,18,56,,11.3,8,0.4,26,0.192,5,52.9,36,0.39899999999999997,18.6,16,39,0.436,17,0.55,11,"January 22, 2020",20.8,5,17.9,7,78.9,66.7,28,0.48100000000000004,52,0.462,24,0.385,20,0.65,13,14,200,88.7,15.4,4,14,63,,7.0,5,0.192,10,0.2,2,47.1,32,0.512,17.6,13,42,0.524,22,0.33299999999999996,7,"The Walter Pyramid, Long Beach, California",CALIFORNIA-IRVINE,UC-Irvine,71.4,Home,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,20,True,False,True,Home,True,2,22,52,32,68,5,17,65,1,0,126,370,1134,0.4929453262786596,625,1313,0.476009139375476,177,379,1231,0.5235580828594638,0.3
21,2020-01-30-22-california-riverside,43.5,10,17.2,5,113.2,80.8,21,0.491,56,0.41100000000000003,23,0.375,21,0.667,14,15,200,101.5,16.7,6,17,69,,7.4,5,0.321,18,0.5,9,43.5,27,0.523,12.1,9,38,0.368,14,0.318,7,"January 30, 2020",57.1,16,5.3,2,101.5,83.3,30,0.598,56,0.5,28,0.214,12,0.833,10,9,200,113.2,19.2,5,18,77,,10.3,7,0.48200000000000004,27,0.40700000000000003,11,56.5,35,0.624,15.2,11,29,0.586,17,0.609,14,"UC Riverside Student Recreation Center, Riverside, California",LONG-BEACH-STATE,Long Beach State,68.3,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,Cal State Long Beach,big-west,21,False,False,False,Away,False,9,14,56,27,62,11,17,56,0,1,128,392,1186,0.4924114671163575,657,1381,0.4757422157856626,182,396,1296,0.5162037037037037,0.3333333333333333
22,2020-02-01-19-long-beach-state,78.6,22,0.0,0,86.1,81.8,27,0.532,62,0.452,28,0.387,24,0.875,21,8,200,120.8,31.3,10,20,87,,8.3,6,0.355,22,0.455,10,56.9,37,0.593,8.8,7,40,0.45,18,0.636,14,"February 1, 2020",42.9,9,10.0,4,120.8,68.8,22,0.397,58,0.36200000000000004,21,0.379,22,0.727,16,16,200,86.1,18.2,6,22,62,,2.8,2,0.259,15,0.267,4,43.1,28,0.45299999999999996,14.0,11,43,0.395,17,0.304,7,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,71.9,Away,CALIFORNIA-SANTA-BARBARA,UCSB,Cal State Long Beach,big-west,22,False,True,True,Home,False,4,17,58,28,65,10,18,62,0,1,137,406,1242,0.4923510466988728,684,1443,0.4740124740124741,193,413,1352,0.5196005917159763,0.3181818181818182
23,2020-02-05-22-cal-poly,50.0,13,11.4,5,124.3,76.7,23,0.475,60,0.433,26,0.4,24,0.75,18,17,200,101.4,33.3,13,20,75,,5.4,4,0.28300000000000003,17,0.294,5,52.2,36,0.525,16.6,14,43,0.488,21,0.292,7,"February 5, 2020",44.1,15,2.3,1,101.4,66.7,26,0.594,64,0.531,34,0.344,22,0.727,16,16,200,124.3,23.3,7,22,92,,10.8,8,0.313,20,0.4,8,47.8,33,0.618,9.8,8,44,0.591,26,0.273,6,"Robert A. Mott Gymnasium, San Luis Obispo, California",LONG-BEACH-STATE,Long Beach State,73.9,Home,CAL-POLY,Cal Poly,Cal State Long Beach,big-west,23,False,False,False,Away,False,5,21,60,36,69,8,26,64,0,1,141,423,1300,0.4880769230769231,712,1508,0.4721485411140584,203,431,1414,0.5201555869872702,0.3043478260869565
24,2020-02-12-23-hawaii,30.0,6,10.3,3,75.4,67.6,23,0.41200000000000003,51,0.392,20,0.294,15,0.5329999999999999,8,17,200,76.9,10.0,3,14,50,,9.2,6,0.157,8,0.25,2,40.6,26,0.43,16.0,11,43,0.419,18,0.32,8,"February 12, 2020",50.0,9,2.3,1,76.9,90.0,27,0.389,54,0.33299999999999996,18,0.204,11,0.636,7,9,200,75.4,32.4,11,18,49,,9.2,6,0.46299999999999997,25,0.24,6,59.4,38,0.414,21.4,16,29,0.414,12,0.609,14,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,65.2,Away,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,24,False,False,False,Away,True,2,18,51,26,64,6,12,54,1,0,146,444,1360,0.4875,748,1577,0.4743183259353202,211,457,1478,0.5233423545331529,0.2916666666666667
25,2020-02-15-19-long-beach-state,45.8,11,11.6,5,98.5,74.2,23,0.569,51,0.47100000000000003,24,0.17600000000000002,9,0.556,5,13,225,95.5,32.1,9,20,63,,4.5,3,0.51,26,0.385,10,54.2,32,0.57,26.7,20,25,0.56,14,0.519,14,"February 15, 2020",41.7,10,20.0,5,95.5,67.9,19,0.491,53,0.45299999999999996,24,0.358,19,0.684,13,17,225,98.5,25.8,8,10,65,,7.6,5,0.18899999999999997,10,0.4,4,45.8,27,0.524,15.2,11,43,0.465,20,0.34600000000000003,9,"The Walter Pyramid, Long Beach, California",CALIFORNIA-RIVERSIDE,UC-Riverside,58.4,Home,LONG-BEACH-STATE,Long Beach State,Cal State Long Beach,big-west,25,True,False,True,Home,True,4,20,53,27,59,10,14,51,1,0,148,462,1411,0.4847625797306875,774,1641,0.4716636197440585,217,469,1532,0.518603133159269,0.32
26,2020-02-19-22-california-irvine,50.0,10,5.0,2,107.7,70.0,21,0.381,59,0.33899999999999997,20,0.22,13,0.769,10,18,200,84.6,28.6,10,12,55,,6.2,4,0.322,19,0.263,5,47.7,31,0.42200000000000004,13.4,10,40,0.375,15,0.33299999999999996,9,"February 19, 2020",50.0,13,5.0,2,84.6,71.4,25,0.491,58,0.44799999999999995,26,0.31,18,0.722,13,10,200,107.7,30.0,9,16,70,,12.3,8,0.31,18,0.278,5,52.3,34,0.526,10.8,8,40,0.525,21,0.643,18,"Bren Events Center, Irvine, California",LONG-BEACH-STATE,Long Beach State,65.4,Home,CALIFORNIA-IRVINE,UC-Irvine,Cal State Long Beach,big-west,26,False,False,False,Away,False,5,15,59,31,65,5,21,58,0,1,152,482,1464,0.4849726775956284,801,1700,0.4711764705882353,227,483,1583,0.5202147820593809,0.3461538461538461
