,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MONTANA_homegame,MONTANA_homegame2,MONTANA_home,MONTANA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-13-nebraska-omaha,37.9,11,4.9,2,103.6,68.8,22,0.444,71,0.408,29,0.408,29,0.655,19,7,225,97.6,22.2,10,28,82,,9.5,8,0.225,16,0.313,5,41.6,32,0.484,7.7,7,55,0.436,24,0.364,4,"December 21, 2019",32.0,8,12.7,7,97.6,77.8,35,0.491,58,0.431,25,0.7240000000000001,42,0.7140000000000001,30,8,225,103.6,31.3,10,23,87,,6.0,5,0.293,17,0.41200000000000003,7,58.4,45,0.5579999999999999,19.1,18,41,0.439,18,0.467,7,"Baxter Arena, Omaha, Nebraska",MONTANA,Montana,74.5,Home,NEBRASKA-OMAHA,Omaha,Montana,big-sky,10,False,False,False,Away,False,5,24,71,32,77,7,18,58,0,1,48,193,559,0.4740608228980322,297,616,0.4821428571428572,61,177,551,0.4872958257713249,0.4
11,2019-12-28-21-montana,52.0,13,2.0,1,108.2,64.5,20,0.4920000000000001,59,0.424,25,0.35600000000000004,21,0.667,14,4,200,98.6,30.3,10,19,72,,11.0,8,0.322,19,0.42100000000000004,8,46.9,30,0.522,18.0,15,40,0.425,17,0.6,6,"December 28, 2019",40.0,12,0.0,0,98.6,69.7,23,0.525,60,0.5,30,0.38299999999999995,23,0.696,16,7,200,108.2,35.5,11,21,79,,5.5,4,0.15,9,0.33299999999999996,3,53.1,34,0.557,15.6,13,51,0.529,27,0.41700000000000004,5,"Adams Center/Dahlberg Arena, Missoula, Montana",NORTHERN-ARIZONA,Northern Arizona,73.5,Home,MONTANA,Montana,Montana,big-sky,11,True,False,True,Home,True,3,27,60,34,64,8,17,59,1,0,53,217,630,0.4706349206349206,329,693,0.4747474747474748,68,195,609,0.4876847290640394,0.3636363636363637
12,2019-12-30-21-montana,33.3,6,7.3,3,80.0,80.0,32,0.41,50,0.36,18,0.3,15,0.6,9,4,200,76.9,25.0,8,12,50,,9.2,6,0.3,15,0.33299999999999996,5,55.6,40,0.43799999999999994,23.1,17,35,0.371,13,0.636,7,"December 30, 2019",45.0,9,14.3,5,76.9,75.0,24,0.381,59,0.33899999999999997,20,0.153,9,0.778,7,7,200,80.0,20.0,8,14,52,,15.4,10,0.305,18,0.278,5,44.4,32,0.41100000000000003,11.3,8,41,0.366,15,0.462,6,"Adams Center/Dahlberg Arena, Missoula, Montana",SACRAMENTO-STATE,Sacramento State,64.7,Home,MONTANA,Montana,Montana,big-sky,12,True,False,True,Home,True,5,15,59,32,72,5,13,50,1,0,56,244,690,0.4753623188405797,363,757,0.4795244385733157,76,212,668,0.4880239520958084,0.4166666666666667
13,2020-01-02-21-southern-utah,54.2,13,15.8,6,86.6,71.9,23,0.466,58,0.414,24,0.138,8,0.75,6,7,200,89.6,13.8,4,18,60,,7.5,5,0.22399999999999998,13,0.462,6,44.3,27,0.485,12.8,9,45,0.4,18,0.5,7,"January 2, 2020",20.0,4,17.8,8,89.6,86.2,25,0.42200000000000004,51,0.392,20,0.41200000000000003,21,0.7140000000000001,15,5,200,86.6,28.1,9,14,58,,4.5,3,0.255,13,0.231,3,55.7,34,0.47600000000000003,19.9,15,38,0.447,17,0.615,8,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,66.9,Away,MONTANA,Montana,Montana,big-sky,13,False,False,False,Away,True,6,18,58,27,61,3,17,51,1,0,61,259,749,0.4679572763684913,395,829,0.4764776839565742,81,225,718,0.4825905292479109,0.4615384615384616
14,2020-01-04-21-northern-colorado,17.9,5,0.0,0,108.8,85.2,23,0.5,62,0.452,28,0.09699999999999999,6,0.667,4,8,200,97.1,18.2,6,16,66,,10.3,7,0.306,19,0.316,6,48.3,29,0.509,12.2,9,43,0.512,22,0.467,7,"January 4, 2020",43.5,10,0.0,0,97.1,81.8,27,0.5489999999999999,51,0.451,23,0.431,22,0.818,18,5,200,108.8,14.8,4,13,74,,8.8,6,0.529,27,0.37,10,51.7,31,0.602,15.3,11,24,0.542,13,0.643,9,"Bank of Colorado Arena, Greeley, Colorado",MONTANA,Montana,68.2,Home,NORTHERN-COLORADO,Northern Colorado,Montana,big-sky,14,False,False,False,Away,False,6,22,62,29,60,10,13,51,0,1,67,277,807,0.4677819083023544,422,890,0.4741573033707866,84,242,769,0.4785435630689207,0.5
15,2020-01-09-21-eastern-washington,65.6,21,17.1,7,84.0,80.6,29,0.593,59,0.542,32,0.39,23,0.87,20,8,200,120.0,30.8,8,25,90,,8.0,6,0.203,12,0.5,6,59.7,37,0.644,15.8,13,47,0.5529999999999999,26,0.5,8,"January 9, 2020",61.9,13,2.1,1,120.0,69.2,18,0.418,55,0.382,21,0.527,29,0.586,17,6,200,84.0,19.4,7,22,63,,10.7,8,0.255,14,0.28600000000000003,4,40.3,25,0.45799999999999996,17.1,14,41,0.415,17,0.6,9,"Reese Court, Cheney, Washington",EASTERN-WASHINGTON,Eastern Washington,75.4,Away,MONTANA,Montana,Montana,big-sky,15,False,False,False,Away,True,6,26,59,37,62,4,17,55,1,0,73,299,869,0.4700805523590334,451,950,0.4747368421052632,94,255,820,0.4829268292682927,0.4666666666666667
16,2020-01-13-21-montana,30.8,8,12.1,4,116.4,85.0,17,0.406,64,0.406,26,0.344,22,0.818,18,10,200,95.9,39.3,11,16,70,,9.6,7,0.172,11,0.0,0,58.3,28,0.47,14.0,12,53,0.491,26,0.444,8,"January 13, 2020",62.5,20,11.3,6,95.9,60.7,17,0.6890000000000001,53,0.604,32,0.302,16,0.75,12,8,200,116.4,15.0,3,17,85,,4.1,3,0.377,20,0.45,9,41.7,20,0.701,16.7,12,33,0.6970000000000001,23,0.529,9,"Adams Center/Dahlberg Arena, Missoula, Montana",PORTLAND-STATE,Portland State,72.5,Home,MONTANA,Montana,Montana,big-sky,16,True,False,True,Home,True,9,23,53,20,48,0,26,64,1,0,79,325,928,0.4779094827586207,488,1012,0.4822134387351778,98,272,875,0.4788571428571429,0.5
17,2020-01-18-21-montana,50.0,11,10.5,4,91.8,81.3,26,0.49,51,0.431,22,0.41200000000000003,21,0.619,13,12,200,86.3,13.8,4,17,63,,5.5,4,0.196,10,0.6,6,49.2,30,0.517,22.0,17,41,0.39,16,0.294,5,"January 18, 2020",52.0,13,9.8,4,86.3,86.2,25,0.491,58,0.431,25,0.259,15,0.667,10,8,200,91.8,18.8,6,18,67,,13.7,10,0.345,20,0.35,7,50.8,31,0.514,16.8,13,38,0.474,18,0.556,10,"Adams Center/Dahlberg Arena, Missoula, Montana",IDAHO,Idaho,73.1,Home,MONTANA,Montana,Montana,big-sky,17,True,False,True,Home,True,7,18,58,31,61,6,16,51,1,0,88,348,981,0.4892966360856269,508,1060,0.4792452830188679,98,298,939,0.4739084132055378,0.5294117647058824
18,2020-01-23-21-idaho-state,35.7,10,11.1,5,102.8,70.0,21,0.526,58,0.483,28,0.32799999999999996,19,0.8420000000000001,16,8,200,106.9,19.4,6,26,77,,6.9,5,0.276,16,0.313,5,44.3,27,0.574,15.3,12,42,0.5479999999999999,23,0.579,11,"January 23, 2020",52.2,12,11.9,5,106.9,80.6,25,0.47100000000000003,52,0.442,23,0.654,34,0.735,25,11,200,102.8,30.0,9,17,74,,4.2,3,0.135,7,0.429,3,55.7,34,0.5429999999999999,15.2,12,45,0.444,20,0.353,6,"Reed Gym, Pocatello, Idaho",IDAHO-STATE,Idaho State,72.1,Away,MONTANA,Montana,Montana,big-sky,18,False,False,False,Away,True,5,23,58,27,61,3,20,52,1,0,95,366,1039,0.4894128970163618,539,1121,0.4808206958073149,104,314,990,0.4747474747474748,0.5555555555555556
19,2020-01-25-21-weber-state,37.1,13,7.7,3,116.0,78.1,25,0.557,70,0.5,35,0.157,11,0.636,7,9,225,113.3,13.5,5,22,85,,6.7,5,0.22899999999999998,16,0.5,8,43.5,30,0.565,6.3,5,54,0.5,27,0.55,11,"January 25, 2020",22.2,6,5.6,3,113.3,86.5,32,0.5529999999999999,57,0.474,27,0.491,28,0.857,24,13,225,116.0,21.9,7,11,87,,1.3,1,0.316,18,0.5,9,56.5,39,0.619,13.7,11,39,0.462,18,0.35,7,"Dee Events Center, Ogden, Utah",MONTANA,Montana,66.5,Home,WEBER-STATE,Weber State,Montana,big-sky,19,False,False,False,Away,False,8,27,70,30,69,9,18,57,0,1,100,389,1097,0.4913400182315406,566,1182,0.478849407783418,107,334,1042,0.4745681381957774,0.5789473684210527
20,2020-01-30-22-portland-state,43.8,14,6.8,3,118.9,70.0,21,0.614,57,0.561,32,0.281,16,0.688,11,10,200,109.5,25.0,6,22,81,,8.1,6,0.298,17,0.353,6,50.0,27,0.627,17.9,14,40,0.65,26,0.524,11,"January 30, 2020",48.3,14,5.0,2,109.5,75.0,18,0.5329999999999999,61,0.475,29,0.426,26,0.885,23,12,200,118.9,30.0,9,19,88,,14.9,11,0.27899999999999997,17,0.41200000000000003,7,50.0,27,0.6,13.2,11,44,0.5,22,0.478,11,"Peter W. Stott Center, Portland, Oregon",MONTANA,Montana,74.0,Home,PORTLAND-STATE,Portland State,Montana,big-sky,20,False,False,False,Away,False,6,26,57,27,54,7,22,61,0,1,108,416,1167,0.4952870608397601,596,1251,0.4764188649080736,116,352,1099,0.4786169244767971,0.55
21,2020-02-01-21-montana,33.3,6,2.9,1,118.2,75.0,21,0.46799999999999997,47,0.38299999999999995,18,0.617,29,0.69,20,10,200,97.0,10.3,3,19,64,,3.0,2,0.40399999999999997,19,0.42100000000000004,8,42.1,24,0.527,14.3,10,28,0.35700000000000004,10,0.524,11,"February 1, 2020",59.3,16,10.7,3,97.0,89.7,26,0.602,54,0.5,27,0.29600000000000004,16,0.813,13,10,200,118.2,25.0,7,27,78,,4.5,3,0.35200000000000004,19,0.579,11,57.9,33,0.633,14.1,10,35,0.457,16,0.545,12,"Adams Center/Dahlberg Arena, Missoula, Montana",MONTANA-STATE,Montana State,66.2,Home,MONTANA,Montana,Montana,big-sky,21,True,False,True,Home,True,11,16,54,33,57,8,10,47,1,0,114,442,1224,0.5008169934640523,623,1305,0.4773946360153257,123,374,1160,0.4814655172413793,0.5238095238095238
22,2020-02-06-21-montana,44.4,12,4.4,2,122.7,79.3,23,0.62,50,0.54,27,0.56,28,0.7140000000000001,20,7,200,109.3,20.8,5,26,82,,5.3,4,0.38,19,0.42100000000000004,8,52.8,28,0.648,19.4,15,31,0.613,19,0.682,15,"February 6, 2020",58.1,18,0.0,0,109.3,79.2,19,0.5920000000000001,60,0.517,31,0.41700000000000004,25,0.84,21,10,200,122.7,20.7,6,29,92,,8.0,6,0.25,15,0.6,9,47.2,25,0.64,12.3,10,45,0.489,22,0.565,13,"Adams Center/Dahlberg Arena, Missoula, Montana",EASTERN-WASHINGTON,Eastern Washington,74.6,Home,MONTANA,Montana,Montana,big-sky,22,True,False,True,Home,True,9,22,60,25,53,8,19,50,1,0,125,458,1278,0.5050860719874805,656,1362,0.4816446402349486,131,384,1207,0.4809444904722453,0.5454545454545454
23,2020-02-08-21-idaho,31.3,10,7.1,2,104.4,91.3,21,0.598,56,0.5710000000000001,32,0.321,18,0.833,15,10,200,120.6,23.1,6,17,82,,11.8,8,0.196,11,0.273,3,55.1,27,0.635,12.3,9,45,0.644,29,0.583,14,"February 8, 2020",43.5,10,2.2,1,120.6,76.9,20,0.614,44,0.523,23,0.545,24,0.708,17,17,200,104.4,8.7,2,19,71,,8.8,6,0.364,16,0.5,8,44.9,22,0.6409999999999999,22.7,16,28,0.536,15,0.261,6,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,68.5,Away,MONTANA,Montana,Montana,big-sky,23,False,False,False,Away,True,3,29,56,27,49,8,15,44,1,0,134,480,1338,0.5089686098654709,681,1415,0.4812720848056537,139,403,1257,0.4864757358790772,0.5652173913043478
24,2020-02-13-21-montana,53.8,7,0.0,0,116.1,92.3,24,0.363,40,0.325,13,0.3,12,0.667,8,15,200,59.7,3.8,1,11,37,,1.6,1,0.35,14,0.214,3,48.1,25,0.405,29.6,19,26,0.385,10,0.4,10,"February 13, 2020",37.9,11,11.5,3,59.7,96.2,25,0.593,54,0.537,29,0.16699999999999998,9,0.889,8,10,200,116.1,7.7,2,16,72,,16.1,10,0.278,15,0.4,6,51.9,27,0.618,7.9,5,39,0.59,23,0.6,15,"Adams Center/Dahlberg Arena, Missoula, Montana",WEBER-STATE,Weber State,62.5,Home,MONTANA,Montana,Montana,big-sky,24,True,False,True,Home,True,6,23,54,27,52,3,10,40,1,0,137,509,1394,0.5125538020086083,708,1464,0.4836065573770492,147,418,1301,0.4907763259031514,0.5833333333333334
25,2020-02-15-21-montana,18.2,4,7.0,3,111.4,91.3,21,0.43799999999999994,56,0.39299999999999996,22,0.33899999999999997,19,0.737,14,18,200,90.0,25.7,9,9,63,,4.3,3,0.304,17,0.294,5,51.7,30,0.484,17.9,14,39,0.436,17,0.25,6,"February 15, 2020",48.5,16,12.8,5,90.0,74.3,26,0.61,59,0.5589999999999999,33,0.102,6,1.0,6,10,200,111.4,8.7,2,17,78,,10.0,7,0.271,16,0.375,6,48.3,28,0.631,15.1,11,43,0.628,27,0.615,16,"Adams Center/Dahlberg Arena, Missoula, Montana",IDAHO-STATE,Idaho State,70.4,Home,MONTANA,Montana,Montana,big-sky,25,True,False,True,Home,True,6,27,59,28,58,5,17,56,1,0,143,532,1448,0.5155386740331491,735,1516,0.4848284960422163,150,428,1341,0.4869500372856078,0.6
26,2020-02-22-21-montana-state,33.3,8,10.7,3,83.1,76.7,23,0.52,50,0.48,24,0.3,15,0.467,7,10,200,90.8,27.6,8,20,59,,13.8,9,0.26,13,0.308,4,52.5,31,0.516,20.9,15,37,0.541,20,0.63,17,"February 22, 2020",47.1,8,8.1,3,90.8,72.4,21,0.385,48,0.354,17,0.45799999999999996,22,0.773,17,13,200,83.1,23.3,7,15,54,,15.4,10,0.41700000000000004,20,0.15,3,47.5,28,0.462,20.6,15,28,0.5,14,0.519,14,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,65.3,Away,MONTANA,Montana,Montana,big-sky,26,False,False,False,Away,True,4,20,50,31,59,3,14,48,1,0,149,559,1507,0.5192435301924353,763,1574,0.4847522236340534,155,445,1397,0.4849677881173944,0.6153846153846154
27,2020-02-27-20-northern-arizona,64.0,16,5.6,2,96.6,81.8,18,0.622,45,0.556,25,0.044000000000000004,2,0.0,0,11,200,94.9,4.8,1,17,56,,5.1,3,0.311,14,0.429,6,44.2,19,0.609,23.4,14,31,0.613,19,0.607,17,"February 27, 2020",42.9,9,0.0,0,94.9,95.2,20,0.5,45,0.467,21,0.37799999999999995,17,0.706,12,11,200,96.6,18.2,4,12,57,,13.6,8,0.2,9,0.33299999999999996,3,55.8,24,0.537,16.0,10,36,0.5,18,0.593,16,"Walkup Skydome, Flagstaff, Arizona",MONTANA,Montana,59.0,Home,NORTHERN-ARIZONA,Northern Arizona,Montana,big-sky,27,False,False,False,Away,False,6,19,45,19,43,3,18,45,0,1,153,579,1557,0.5192678227360308,794,1633,0.4862216778934477,158,459,1445,0.4816608996539792,0.6296296296296297
