,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ST-BONAVENTURE_homegame,ST-BONAVENTURE_homegame2,ST-BONAVENTURE_home,ST-BONAVENTURE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-19-st-bonaventure,66.7,14,3.1,1,126.1,66.7,18,0.49,51,0.41200000000000003,21,0.41200000000000003,21,0.9520000000000001,20,7,200,101.4,6.5,2,18,70,,7.2,5,0.47100000000000003,24,0.33299999999999996,8,34.5,20,0.574,13.0,9,27,0.48100000000000004,13,0.222,2,"December 18, 2019",79.3,23,3.7,1,101.4,93.5,29,0.603,58,0.5,29,0.31,18,0.9440000000000001,17,4,200,126.1,33.3,9,19,87,,2.9,2,0.44799999999999995,26,0.462,12,65.5,38,0.654,15.4,12,32,0.531,17,0.636,7,"Reilly Center, St. Bonaventure, New York",NIAGARA,Niagara,68.8,Home,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,10,True,False,True,Home,True,12,17,58,38,58,8,13,51,1,0,72,165,564,0.4840425531914894,322,633,0.5086887835703001,62,148,530,0.4547169811320755,0.6
11,2019-12-21-15-middle-tennessee,30.8,8,21.7,5,97.0,75.0,24,0.452,62,0.419,26,0.177,11,0.909,10,4,200,98.5,32.3,10,18,66,,11.9,8,0.242,15,0.267,4,54.0,34,0.491,14.1,11,47,0.46799999999999997,22,0.667,8,"December 21, 2019",70.0,14,8.5,4,98.5,67.7,21,0.52,49,0.408,20,0.429,21,0.667,14,8,200,97.0,25.0,8,15,65,,4.5,3,0.531,26,0.423,11,46.0,29,0.551,20.5,15,23,0.391,9,0.33299999999999996,4,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,67.1,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,11,False,False,False,Away,True,4,22,62,34,63,11,9,49,1,0,84,182,622,0.4951768488745981,360,691,0.5209840810419681,70,161,581,0.4578313253012048,0.6363636363636364
12,2019-12-30-19-buffalo,32.4,11,15.4,6,105.0,63.6,21,0.46799999999999997,77,0.442,34,0.11699999999999999,9,0.778,7,5,200,98.8,36.6,15,22,79,,7.5,6,0.26,20,0.2,4,48.6,36,0.486,14.7,14,57,0.526,30,0.615,8,"December 30, 2019",73.1,19,7.0,4,98.8,63.4,26,0.508,60,0.433,26,0.5,30,0.767,23,4,200,105.0,36.4,12,14,84,,11.3,9,0.35,21,0.429,9,51.4,38,0.5660000000000001,19.7,18,39,0.436,17,0.6920000000000001,9,"Alumni Arena, Buffalo, New York",ST-BONAVENTURE,St. Bonaventure,80.3,Home,BUFFALO,Buffalo,St. Bonaventure,atlantic-10,12,False,False,False,Away,False,4,30,77,36,74,9,17,60,0,1,88,204,684,0.4912280701754386,394,754,0.5225464190981433,81,170,630,0.4626984126984127,0.6666666666666666
13,2020-01-05-16-george-washington,46.2,12,28.6,8,101.5,90.0,27,0.57,50,0.52,26,0.4,20,0.7,14,5,200,109.2,16.7,4,15,71,,9.2,6,0.32,16,0.313,5,57.4,31,0.597,10.6,7,34,0.618,21,0.643,9,"January 5, 2020",65.2,15,11.8,4,109.2,83.3,20,0.5,55,0.418,23,0.255,14,0.7859999999999999,11,8,200,101.5,10.0,3,14,66,,7.7,5,0.491,27,0.33299999999999996,9,42.6,23,0.535,11.6,8,28,0.5,14,0.429,6,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,64.6,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,13,False,False,False,Away,True,5,21,50,31,54,9,14,55,1,0,92,234,761,0.4888304862023653,430,828,0.5193236714975845,90,187,690,0.4666666666666667,0.6153846153846154
14,2020-01-08-19-george-mason,52.0,13,17.9,5,73.1,87.1,27,0.45299999999999996,64,0.391,25,0.047,3,1.0,3,5,200,91.0,40.0,12,14,61,,16.4,11,0.313,20,0.4,8,63.9,39,0.466,18.7,15,44,0.386,17,0.667,10,"January 8, 2020",68.4,13,15.9,7,91.0,60.0,18,0.46,50,0.38,19,0.14,7,0.429,3,4,200,73.1,12.9,4,11,49,,14.9,10,0.44,22,0.364,8,36.1,22,0.45899999999999996,23.2,16,28,0.39299999999999996,11,0.733,11,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,66.9,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,14,False,False,False,Away,True,8,17,64,39,61,8,11,50,1,0,97,255,811,0.4938347718865598,461,882,0.5226757369614512,99,201,745,0.4691275167785235,0.6428571428571429
15,2020-01-11-14-st-bonaventure,69.2,9,0.0,0,101.6,76.2,16,0.324,54,0.24100000000000002,13,0.222,12,0.75,9,9,200,69.8,19.4,7,17,44,,11.1,7,0.741,40,0.225,9,40.4,23,0.369,16.8,12,14,0.28600000000000003,4,0.4,6,"January 11, 2020",70.8,17,21.4,3,69.8,80.6,29,0.574,47,0.511,24,0.34,16,0.625,10,5,200,101.6,23.8,5,16,64,,7.9,5,0.38299999999999995,18,0.33299999999999996,6,59.6,34,0.586,16.9,11,29,0.621,18,0.688,11,"Reilly Center, St. Bonaventure, New York",FORDHAM,Fordham,62.7,Home,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,15,True,False,True,Home,True,6,18,47,34,57,9,4,54,1,0,105,272,875,0.4908571428571429,500,943,0.5302226935312832,107,212,795,0.4685534591194969,0.6666666666666666
16,2020-01-15-19-st-bonaventure,60.0,12,7.1,3,112.1,71.0,22,0.44299999999999995,53,0.377,20,0.358,19,0.737,14,10,200,92.4,14.8,4,15,61,,3.0,2,0.415,22,0.318,7,44.8,26,0.4920000000000001,12.8,9,31,0.419,13,0.41200000000000003,7,"January 15, 2020",48.1,13,12.9,4,92.4,85.2,23,0.516,61,0.44299999999999995,27,0.24600000000000002,15,0.733,11,5,200,112.1,29.0,9,17,74,,12.1,8,0.311,19,0.474,9,55.2,32,0.5429999999999999,8.2,6,42,0.429,18,0.706,12,"Blue Cross Arena, Rochester, New York",MASSACHUSETTS,UMass,66.1,Home,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,16,True,False,True,Home,True,9,18,61,32,58,7,13,53,1,0,111,290,922,0.495119305856833,534,1000,0.534,116,216,849,0.4593639575971731,0.6875
17,2020-01-18-14-virginia-commonwealth,58.3,14,7.3,3,123.0,70.6,24,0.37,69,0.348,24,0.188,13,0.9229999999999999,12,6,200,85.1,25.6,11,20,63,,6.8,5,0.261,18,0.16699999999999998,3,45.5,35,0.419,10.8,9,51,0.41200000000000003,21,0.667,12,"January 18, 2020",45.5,15,3.9,2,85.1,74.4,32,0.595,63,0.524,33,0.381,24,0.667,16,5,200,123.0,29.4,10,16,91,,9.5,7,0.349,22,0.409,9,54.5,42,0.612,12.0,10,41,0.585,24,0.722,13,"Stuart Siegel Center, Richmond, Virginia",ST-BONAVENTURE,St. Bonaventure,73.8,Home,VIRGINIA-COMMONWEALTH,VCU,St. Bonaventure,atlantic-10,17,False,False,False,Away,False,3,21,69,35,77,9,24,63,0,1,120,308,983,0.496439471007121,566,1058,0.5349716446124764,123,229,902,0.4584257206208426,0.7058823529411765
18,2020-01-22-19-dayton,28.0,7,0.0,0,130.3,81.8,18,0.434,61,0.41,25,0.19699999999999998,12,0.583,7,7,200,90.9,19.4,7,11,60,,6.1,4,0.23,14,0.214,3,43.1,25,0.45,12.0,9,47,0.46799999999999997,22,0.632,12,"January 22, 2020",71.4,25,6.4,3,90.9,80.6,29,0.741,54,0.648,35,0.204,11,0.545,6,2,200,130.3,18.2,4,14,86,7.0,3.0,2,0.46299999999999997,25,0.4,10,56.9,33,0.726,13.3,9,29,0.862,25,0.895,17,"University of Dayton Arena, Dayton, Ohio",ST-BONAVENTURE,St. Bonaventure,66.5,Home,DAYTON,Dayton,St. Bonaventure,atlantic-10,18,False,False,False,Away,False,3,22,61,25,58,10,25,54,0,1,123,329,1052,0.4881178707224335,601,1135,0.5295154185022026,132,253,965,0.4673575129533679,0.6666666666666666
19,2020-01-25-15-st-bonaventure,55.6,15,8.6,3,110.3,71.4,20,0.5429999999999999,58,0.466,27,0.414,24,0.75,18,5,200,119.1,38.2,13,22,81,,8.8,6,0.36200000000000004,21,0.429,9,53.2,33,0.584,13.8,11,37,0.486,18,0.737,14,"January 25, 2020",41.7,10,2.7,1,119.1,61.8,21,0.529,52,0.462,24,0.5,26,0.769,20,8,200,110.3,28.6,8,20,75,,7.4,5,0.327,17,0.41200000000000003,7,46.8,29,0.583,17.0,13,35,0.486,17,0.6,12,"Reilly Center, St. Bonaventure, New York",ST-BONAVENTURE,St. Bonaventure,68.4,Away,RHODE-ISLAND,Rhode Island,St. Bonaventure,atlantic-10,19,False,True,True,Home,False,7,17,52,29,62,9,18,58,0,1,126,351,1113,0.4851752021563343,626,1193,0.5247275775356245,142,278,1019,0.4818449460255152,0.631578947368421
20,2020-01-29-19-fordham,85.0,17,12.0,3,79.7,94.4,34,0.402,56,0.35700000000000004,20,0.41100000000000003,23,0.7390000000000001,17,8,225,89.9,35.1,13,15,62,,10.1,7,0.39299999999999996,22,0.22699999999999998,5,64.4,47,0.46299999999999997,19.5,16,34,0.441,15,0.619,13,"January 29, 2020",68.4,13,8.8,3,89.9,64.9,24,0.431,58,0.32799999999999996,19,0.10300000000000001,6,0.833,5,13,225,79.7,5.6,2,21,55,,14.5,10,0.569,33,0.364,12,35.6,26,0.452,12.9,9,25,0.28,7,0.35,7,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,61.2,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,20,False,False,False,Away,True,5,15,56,47,73,12,7,58,1,0,133,368,1165,0.4871244635193133,655,1255,0.5219123505976095,151,296,1077,0.4851439182915506,0.6
21,2020-02-01-16-st-bonaventure,60.9,14,3.0,1,107.2,74.2,23,0.474,57,0.40399999999999997,23,0.35100000000000003,20,0.55,11,9,200,94.2,32.4,11,21,65,,5.8,4,0.474,27,0.29600000000000004,8,52.3,34,0.489,17.5,14,30,0.5,15,0.591,13,"February 1, 2020",48.0,12,6.7,2,94.2,67.6,23,0.5479999999999999,52,0.48100000000000004,25,0.5,26,0.654,17,8,200,107.2,25.8,8,20,74,,10.1,7,0.365,19,0.368,7,47.7,31,0.575,15.9,12,33,0.545,18,0.636,14,"Reilly Center, St. Bonaventure, New York",GEORGE-MASON,George Mason,68.9,Home,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,21,True,False,True,Home,True,7,18,52,31,65,8,15,57,1,0,138,383,1221,0.4832104832104832,702,1328,0.5286144578313253,163,303,1135,0.4823788546255506,0.6190476190476191
22,2020-02-05-19-st-bonaventure,50.0,9,4.7,2,116.1,67.9,19,0.5,43,0.419,18,0.163,7,0.5710000000000001,4,13,200,75.8,0.0,0,14,47,,4.8,3,0.465,20,0.35,7,37.3,19,0.507,22.0,13,23,0.478,11,0.435,10,"February 5, 2020",58.6,17,13.0,3,75.8,100.0,23,0.534,59,0.4920000000000001,29,0.254,15,0.6,9,8,200,116.1,32.1,9,13,72,,6.5,4,0.271,16,0.313,5,62.7,32,0.544,9.6,7,43,0.5579999999999999,24,0.652,15,"Reilly Center, St. Bonaventure, New York",GEORGE-WASHINGTON,George Washington,61.7,Home,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,22,True,False,True,Home,True,5,24,59,32,51,7,11,43,1,0,145,401,1273,0.48586017282011,733,1393,0.5262024407753051,171,318,1192,0.4819630872483222,0.6363636363636364
23,2020-02-08-15-duquesne,60.0,18,23.8,5,119.4,86.7,26,0.574,61,0.4920000000000001,30,0.27899999999999997,17,0.765,13,8,200,123.9,41.4,12,19,83,,4.5,3,0.344,21,0.47600000000000003,10,64.4,38,0.601,12.7,10,40,0.5,20,0.667,16,"February 8, 2020",58.3,14,20.0,8,123.9,58.6,17,0.564,55,0.436,24,0.4,22,0.818,18,6,200,119.4,13.3,4,14,80,,3.0,2,0.618,34,0.41200000000000003,14,35.6,21,0.611,8.5,6,21,0.47600000000000003,10,0.7390000000000001,17,"UPMC Events Center, Moon, Pennsylvania",DUQUESNE,Duquesne,67.3,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,23,False,False,False,Away,True,10,20,61,38,59,14,10,55,1,0,150,425,1332,0.487987987987988,765,1444,0.5297783933518005,178,329,1235,0.4825910931174089,0.6521739130434783
24,2020-02-11-19-saint-josephs,69.0,20,12.5,4,84.8,81.1,30,0.5820000000000001,61,0.475,29,0.08199999999999999,5,0.6,3,8,200,112.1,25.0,7,12,74,,10.6,7,0.508,31,0.419,13,56.9,37,0.584,11.2,8,30,0.5329999999999999,16,0.68,17,"February 11, 2020",45.5,10,10.0,3,112.1,75.0,21,0.41700000000000004,60,0.3670000000000001,22,0.133,8,0.75,6,20,200,84.8,18.9,7,6,56,,6.1,4,0.467,28,0.214,6,43.1,28,0.439,13.6,10,32,0.5,16,0.16699999999999998,4,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,65.6,Away,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,24,False,False,False,Away,True,13,16,61,37,65,6,16,60,1,0,160,445,1393,0.4917444364680546,803,1503,0.5342648037258816,192,339,1290,0.486046511627907,0.6666666666666666
25,2020-02-14-19-st-bonaventure,72.7,24,16.3,7,97.0,82.9,29,0.669,59,0.5589999999999999,33,0.373,22,0.636,14,11,200,140.9,41.4,12,16,93,,9.1,6,0.441,26,0.5,13,64.1,41,0.67,8.0,6,33,0.606,20,0.542,13,"February 14, 2020",50.0,12,9.1,3,140.9,58.6,17,0.44799999999999995,58,0.414,24,0.32799999999999996,19,0.632,12,9,200,97.0,17.1,6,19,64,,1.5,1,0.259,15,0.267,4,35.9,23,0.47700000000000004,10.8,8,43,0.465,20,0.654,17,"Reilly Center, St. Bonaventure, New York",ST-BONAVENTURE,St. Bonaventure,66.2,Away,DAVIDSON,Davidson,St. Bonaventure,atlantic-10,25,False,True,True,Home,False,4,20,58,23,64,13,20,59,0,1,173,461,1454,0.4955295735900963,840,1568,0.5357142857142857,198,355,1350,0.482962962962963,0.68
