,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DAYTON_homegame,DAYTON_homegame2,DAYTON_home,DAYTON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-18-colorado,46.9,15,9.3,4,105.4,63.2,24,0.555,64,0.5,32,0.109,7,0.7140000000000001,5,2,225,102.7,25.0,8,16,76,13.0,8.1,6,0.297,19,0.368,7,45.7,32,0.564,17.3,14,45,0.556,25,0.818,9,"December 21, 2019",55.6,15,4.4,2,102.7,75.0,24,0.449,68,0.397,27,0.309,21,0.81,17,2,225,105.4,36.8,14,12,78,,8.1,6,0.368,25,0.28,7,54.3,38,0.5,11.5,10,43,0.465,20,0.833,10,"United Center, Chicago, Illinois",DAYTON,Dayton,65.5,Home,COLORADO,Colorado,Dayton,atlantic-10,10,False,False,False,Away,False,7,25,64,32,70,7,20,68,0,1,103,209,581,0.6256454388984509,318,588,0.5408163265306123,66,172,548,0.4945255474452554,0.9
11,2019-12-23-19-dayton,40.9,9,6.5,2,120.9,65.4,17,0.41100000000000003,56,0.39299999999999996,22,0.25,14,0.5,7,7,200,79.1,25.0,8,22,53,,10.4,7,0.33899999999999997,19,0.105,2,43.1,25,0.423,15.0,11,37,0.541,20,0.462,6,"December 23, 2019",70.4,19,8.1,3,79.1,75.0,24,0.62,50,0.54,27,0.62,31,0.613,19,2,200,120.9,34.6,9,18,81,18.0,6.0,4,0.38,19,0.42100000000000004,8,56.9,33,0.626,15.9,12,31,0.613,19,0.833,10,"University of Dayton Arena, Dayton, Ohio",GRAMBLING,Grambling,66.7,Home,DAYTON,Dayton,Dayton,atlantic-10,11,True,False,True,Home,True,8,19,50,33,58,2,20,56,1,0,110,234,645,0.6186046511627907,350,658,0.5319148936170213,73,192,616,0.489448051948052,0.8181818181818182
12,2019-12-30-19-dayton,66.7,14,12.8,6,106.9,78.1,25,0.54,50,0.42,21,0.28,14,0.35700000000000004,5,8,200,81.9,22.6,7,19,59,,1.4,1,0.56,28,0.429,12,50.8,32,0.521,27.2,21,22,0.409,9,0.467,7,"December 30, 2019",64.5,20,18.2,4,81.9,77.4,24,0.532,62,0.5,31,0.27399999999999997,17,0.647,11,2,200,106.9,21.9,7,14,77,20.0,16.7,12,0.242,15,0.267,4,49.2,31,0.5489999999999999,13.7,11,47,0.574,27,0.846,11,"University of Dayton Arena, Dayton, Ohio",NORTH-FLORIDA,North Florida,72.4,Home,DAYTON,Dayton,Dayton,atlantic-10,12,True,False,True,Home,True,4,27,62,31,63,12,9,50,1,0,118,253,695,0.6187050359712231,383,716,0.5349162011173184,75,212,672,0.4828869047619048,0.8333333333333334
13,2020-01-02-20-la-salle,71.0,22,16.3,8,78.4,66.7,24,0.578,58,0.534,31,0.345,20,0.85,17,2,200,113.5,34.8,8,14,84,20.0,12.2,9,0.259,15,0.33299999999999996,5,54.2,32,0.622,17.3,14,43,0.605,26,0.857,12,"January 2, 2020",52.2,12,16.3,7,113.5,65.2,15,0.371,66,0.348,23,0.16699999999999998,11,0.818,9,4,200,78.4,33.3,12,19,58,,6.8,5,0.258,17,0.17600000000000002,3,45.8,27,0.40700000000000003,18.4,16,49,0.408,20,0.6920000000000001,9,"Tom Gola Arena, Philadelphia, Pennsylvania",LA-SALLE,La Salle,74.4,Away,DAYTON,Dayton,Dayton,atlantic-10,13,False,False,False,Away,True,5,26,58,32,59,3,20,66,1,0,122,280,757,0.6116248348745046,414,779,0.5314505776636713,87,221,722,0.4868421052631579,0.8461538461538461
14,2020-01-05-13-saint-josephs,63.0,17,13.8,4,91.8,83.8,31,0.516,61,0.44299999999999995,27,0.295,18,0.9440000000000001,17,2,200,109.6,10.3,3,21,80,20.0,6.8,5,0.475,29,0.31,9,51.5,34,0.575,10.4,8,32,0.563,18,0.867,13,"January 5, 2020",59.1,13,15.6,5,109.6,89.7,26,0.491,55,0.4,22,0.4,22,0.591,13,11,200,91.8,16.2,6,17,67,,4.1,3,0.473,26,0.385,10,48.5,32,0.512,15.6,12,29,0.414,12,0.214,3,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,73.0,Away,DAYTON,Dayton,Dayton,atlantic-10,14,False,False,False,Away,True,9,18,61,34,66,10,12,55,1,0,127,306,815,0.6092024539877301,446,838,0.5322195704057279,90,241,788,0.4771573604060914,0.8571428571428571
15,2020-01-11-12-dayton,45.0,9,9.8,5,115.8,70.6,24,0.462,52,0.385,20,0.28800000000000003,15,0.8,12,9,200,78.9,15.2,5,15,60,,5.3,4,0.40399999999999997,21,0.381,8,43.3,29,0.507,25.4,20,31,0.387,12,0.43799999999999994,7,"January 11, 2020",47.2,17,6.5,2,78.9,84.8,28,0.55,70,0.514,36,0.22899999999999998,16,0.688,11,2,200,115.8,29.4,10,14,88,15.0,15.8,12,0.271,19,0.263,5,56.7,38,0.5670000000000001,12.5,11,51,0.608,31,0.875,14,"University of Dayton Arena, Dayton, Ohio",MASSACHUSETTS,UMass,76.4,Home,DAYTON,Dayton,Dayton,atlantic-10,15,True,False,True,Home,True,5,31,70,38,67,8,12,52,1,0,136,324,876,0.6027397260273972,480,904,0.5309734513274337,100,253,843,0.4780545670225386,0.8666666666666667
16,2020-01-14-20-dayton,38.5,10,6.5,2,106.8,63.0,17,0.451,61,0.426,26,0.27899999999999997,17,0.588,10,5,200,87.8,29.4,10,20,65,,12.2,9,0.32799999999999996,20,0.15,3,44.3,27,0.47100000000000003,18.0,15,41,0.561,23,0.706,12,"January 14, 2020",61.5,16,9.8,4,87.8,70.6,24,0.5670000000000001,52,0.5,26,0.48100000000000004,25,0.8,20,2,200,106.8,37.0,10,17,79,13.0,8.1,6,0.40399999999999997,21,0.33299999999999996,7,55.7,34,0.618,24.1,20,31,0.613,19,0.882,15,"University of Dayton Arena, Dayton, Ohio",VIRGINIA-COMMONWEALTH,VCU,74.0,Home,DAYTON,Dayton,Dayton,atlantic-10,16,True,False,True,Home,True,7,19,52,34,61,3,23,61,1,0,141,355,946,0.5988372093023255,518,971,0.533470648815654,108,265,895,0.4770949720670391,0.875
17,2020-01-17-19-saint-louis,35.7,10,5.6,3,97.4,60.5,23,0.524,62,0.452,28,0.306,19,0.684,13,2,225,100.0,17.6,6,24,78,13.0,10.3,8,0.40299999999999997,25,0.36,9,40.3,29,0.5489999999999999,14.6,12,37,0.514,19,0.889,16,"January 17, 2020",40.7,11,18.9,7,100.0,82.4,28,0.467,60,0.45,27,0.617,37,0.541,20,4,225,97.4,39.5,15,20,76,,9.0,7,0.1,6,0.33299999999999996,2,59.7,43,0.49,18.2,17,54,0.46299999999999997,25,0.778,14,"Chaifetz Arena, St. Louis, Missouri",SAINT-LOUIS,Saint Louis,69.6,Away,DAYTON,Dayton,Dayton,atlantic-10,17,False,False,False,Away,True,9,19,62,29,72,2,25,60,1,0,148,374,998,0.5971943887775552,552,1032,0.5348837209302325,111,288,956,0.475418410041841,0.8823529411764706
18,2020-01-22-19-dayton,28.0,7,0.0,0,130.3,81.8,18,0.434,61,0.41,25,0.19699999999999998,12,0.583,7,7,200,90.9,19.4,7,11,60,,6.1,4,0.23,14,0.214,3,43.1,25,0.45,12.0,9,47,0.46799999999999997,22,0.632,12,"January 22, 2020",71.4,25,6.4,3,90.9,80.6,29,0.741,54,0.648,35,0.204,11,0.545,6,2,200,130.3,18.2,4,14,86,7.0,3.0,2,0.46299999999999997,25,0.4,10,56.9,33,0.726,13.3,9,29,0.862,25,0.895,17,"University of Dayton Arena, Dayton, Ohio",ST-BONAVENTURE,St. Bonaventure,66.5,Home,DAYTON,Dayton,Dayton,atlantic-10,18,True,False,True,Home,True,10,25,54,33,58,3,22,61,1,0,157,393,1060,0.5929245283018868,581,1104,0.5262681159420289,113,313,1016,0.4749015748031496,0.8888888888888888
19,2020-01-25-18-richmond,55.2,16,16.0,8,105.3,79.5,35,0.602,54,0.537,29,0.537,29,0.759,22,2,200,116.0,21.4,6,17,87,7.0,4.0,3,0.35200000000000004,19,0.368,7,56.9,41,0.642,17.3,14,35,0.629,22,0.9,18,"January 25, 2020",55.6,15,5.7,2,116.0,78.6,22,0.46399999999999997,69,0.391,27,0.29,20,0.75,15,5,200,105.3,20.5,9,17,79,,9.3,7,0.275,19,0.526,10,43.1,31,0.503,4.9,4,50,0.34,17,0.75,15,"Robins Center, Richmond, Virginia",RICHMOND,Richmond,74.6,Away,DAYTON,Dayton,Dayton,atlantic-10,19,False,False,False,Away,True,7,22,54,41,72,10,17,69,1,0,167,418,1114,0.6000897666068222,614,1162,0.5283993115318416,116,335,1077,0.4726090993500464,0.8947368421052632
20,2020-01-29-19-duquesne,48.3,14,5.7,2,107.8,62.5,20,0.6729999999999999,49,0.5920000000000001,29,0.14300000000000002,7,1.0,7,2,200,114.1,26.3,5,14,73,7.0,10.9,7,0.3670000000000001,18,0.444,8,49.0,25,0.698,24.6,17,31,0.677,21,0.905,19,"January 29, 2020",55.6,15,9.7,3,114.1,73.7,14,0.525,59,0.45799999999999996,27,0.22,13,0.5379999999999999,7,5,200,107.8,37.5,12,9,69,,15.6,10,0.40700000000000003,24,0.33299999999999996,8,51.0,26,0.529,14.5,11,35,0.5429999999999999,19,0.75,15,"CONSOL Energy Center, Pittsburgh, Pennsylvania",DUQUESNE,Duquesne,64.3,Away,DAYTON,Dayton,Dayton,atlantic-10,20,False,False,False,Away,True,8,21,49,25,51,8,19,59,1,0,174,440,1168,0.6001712328767124,655,1234,0.5307941653160454,126,352,1146,0.4720767888307155,0.9
21,2020-02-01-16-dayton,45.5,10,16.7,4,116.7,71.4,20,0.519,52,0.423,22,0.038,2,1.0,2,14,200,93.3,10.7,3,20,56,,10.0,6,0.442,23,0.435,10,41.1,23,0.529,14.5,9,29,0.414,12,0.33299999999999996,7,"February 1, 2020",91.3,21,3.4,1,93.3,89.3,25,0.539,51,0.451,23,0.41200000000000003,21,0.7140000000000001,15,2,200,116.7,28.6,8,10,70,7.0,10.0,6,0.529,27,0.33299999999999996,9,58.9,33,0.574,11.7,8,24,0.583,14,0.909,20,"University of Dayton Arena, Dayton, Ohio",FORDHAM,Fordham,60.0,Home,DAYTON,Dayton,Dayton,atlantic-10,21,True,False,True,Home,True,9,14,51,33,56,10,12,52,1,0,182,461,1217,0.6031224322103533,680,1285,0.5291828793774319,134,371,1205,0.4746887966804979,0.9047619047619048
22,2020-02-08-14-dayton,36.0,9,6.7,2,112.7,85.7,24,0.539,51,0.49,25,0.314,16,0.625,10,7,200,103.2,25.8,8,23,65,,4.8,3,0.21600000000000005,11,0.455,5,54.2,32,0.555,18.3,13,40,0.5,20,0.708,17,"February 8, 2020",43.5,10,10.0,4,103.2,74.2,23,0.5429999999999999,47,0.489,23,0.574,27,0.741,20,2,200,112.7,14.3,4,16,71,6.0,12.7,8,0.36200000000000004,17,0.294,5,45.8,27,0.593,9.2,6,30,0.6,18,0.9129999999999999,21,"University of Dayton Arena, Dayton, Ohio",SAINT-LOUIS,Saint Louis,62.7,Home,DAYTON,Dayton,Dayton,atlantic-10,22,True,False,True,Home,True,5,18,47,27,59,5,20,51,1,0,191,475,1268,0.6005520504731862,713,1341,0.5316927665920954,144,383,1257,0.4765314240254575,0.9090909090909092
23,2020-02-11-19-dayton,52.6,10,5.7,2,109.5,77.8,21,0.311,66,0.28800000000000003,19,0.5760000000000001,38,0.684,26,6,200,90.5,32.0,16,22,67,,6.8,5,0.22699999999999998,15,0.2,3,48.1,37,0.39899999999999997,7.8,7,51,0.314,16,0.75,18,"February 11, 2020",55.6,15,7.8,4,90.5,68.0,34,0.546,54,0.5,27,0.48100000000000004,26,0.846,22,2,200,109.5,22.2,6,28,81,6.0,5.4,4,0.35200000000000004,19,0.263,5,51.9,40,0.61,15.5,12,35,0.629,22,0.917,22,"University of Dayton Arena, Dayton, Ohio",RHODE-ISLAND,Rhode Island,73.7,Home,DAYTON,Dayton,Dayton,atlantic-10,23,True,False,True,Home,True,5,22,54,40,77,3,16,66,1,0,196,493,1315,0.5984790874524715,740,1400,0.5285714285714286,149,403,1308,0.4789755351681957,0.9130434782608696
24,2020-02-15-12-massachusetts,66.7,18,0.0,0,88.7,75.0,27,0.598,51,0.529,27,0.33299999999999996,17,0.588,10,2,200,100.0,17.4,4,21,71,6.0,7.0,5,0.255,13,0.5379999999999999,7,52.5,31,0.601,22.5,17,38,0.526,20,0.92,23,"February 15, 2020",62.5,15,5.3,2,100.0,82.6,19,0.413,63,0.381,24,0.254,16,0.688,11,15,200,88.7,25.0,9,18,63,,11.3,8,0.317,20,0.2,4,47.5,28,0.446,11.4,9,43,0.465,20,0.4,10,"Mullins Center, Amherst, Massachusetts",MASSACHUSETTS,UMass,71.3,Away,DAYTON,Dayton,Dayton,atlantic-10,24,False,False,False,Away,True,7,20,51,31,59,4,20,63,1,0,201,515,1369,0.5964207450693937,780,1477,0.5280974949221394,152,419,1374,0.4708879184861718,0.9166666666666666
25,2020-02-18-20-virginia-commonwealth,42.1,8,13.9,5,98.4,57.1,20,0.524,42,0.452,19,0.738,31,0.71,22,2,200,106.5,21.9,7,22,66,5.0,6.5,4,0.405,17,0.353,6,40.3,27,0.5820000000000001,16.5,11,25,0.52,13,0.9229999999999999,24,"February 18, 2020",52.4,11,4.0,1,106.5,78.1,25,0.42100000000000004,57,0.368,21,0.386,22,0.591,13,9,200,98.4,42.9,15,25,61,,6.5,4,0.368,21,0.28600000000000003,6,59.7,40,0.452,13.0,10,36,0.41700000000000004,15,0.654,17,"Stuart Siegel Center, Richmond, Virginia",VIRGINIA-COMMONWEALTH,VCU,61.6,Away,DAYTON,Dayton,Dayton,atlantic-10,25,False,False,False,Away,True,6,13,42,27,67,6,15,57,1,0,208,535,1420,0.5964788732394366,811,1536,0.5279947916666666,156,439,1437,0.4683368128044537,0.92
26,2020-02-22-14-dayton,46.4,13,9.1,3,123.1,73.1,19,0.534,58,0.483,28,0.19,11,0.727,8,8,200,107.7,20.0,6,17,70,,7.7,5,0.31,18,0.33299999999999996,6,44.6,25,0.5539999999999999,10.0,7,40,0.55,22,0.6920000000000001,18,"February 22, 2020",66.7,18,7.5,3,107.7,80.0,24,0.5660000000000001,53,0.509,27,0.47200000000000003,25,0.8,20,2,200,123.1,26.9,7,12,80,5.0,3.1,2,0.377,20,0.3,6,55.4,31,0.617,11.1,8,33,0.636,21,0.9259999999999999,25,"University of Dayton Arena, Dayton, Ohio",DUQUESNE,Duquesne,65.1,Home,DAYTON,Dayton,Dayton,atlantic-10,26,True,False,True,Home,True,6,21,53,31,56,6,22,58,1,0,214,548,1462,0.594391244870041,838,1603,0.5227698066126014,162,454,1494,0.466532797858099,0.9230769230769232
