,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CONNECTICUT_homegame,CONNECTICUT_homegame2,CONNECTICUT_home,CONNECTICUT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-22-13-connecticut,55.0,11,3.2,1,125.7,70.8,17,0.48,49,0.408,20,0.408,20,0.75,15,6,200,88.6,16.7,5,19,62,,2.9,2,0.429,21,0.33299999999999996,7,40.7,22,0.53,22.7,17,28,0.46399999999999997,13,0.5,6,"December 22, 2019",53.3,16,7.1,2,88.6,83.3,25,0.645,55,0.545,30,0.455,25,0.68,17,3,200,125.7,29.2,7,19,88,,5.7,4,0.436,24,0.45799999999999996,11,59.3,32,0.6579999999999999,13.2,10,31,0.613,19,0.727,8,"XL Center, Hartford, Connecticut",NEW-HAMPSHIRE,New Hampshire,70.2,Home,CONNECTICUT,UConn,Connecticut,aac,10,True,False,True,Home,True,11,19,55,32,54,7,13,49,1,0,71,185,605,0.4818181818181818,359,689,0.521044992743106,55,172,584,0.4357876712328767,0.7
11,2019-12-29-13-connecticut,47.1,8,15.8,6,106.2,55.9,19,0.35600000000000004,52,0.327,17,0.25,13,0.769,10,10,200,72.3,21.9,7,12,47,,4.6,3,0.231,12,0.25,3,39.4,26,0.40399999999999997,20.6,15,40,0.35,14,0.231,3,"December 29, 2019",72.0,18,27.5,11,72.3,78.1,25,0.484,63,0.397,25,0.254,16,0.5,8,3,200,106.2,44.1,15,16,69,,9.2,6,0.397,25,0.44,11,60.6,40,0.489,11.4,9,38,0.368,14,0.75,9,"XL Center, Hartford, Connecticut",NJIT,NJIT,65.4,Home,CONNECTICUT,UConn,Connecticut,aac,11,True,False,True,Home,True,11,14,63,40,66,3,14,52,1,0,82,204,660,0.4954545454545455,391,743,0.5262449528936743,62,185,633,0.4391785150078989,0.7272727272727273
12,2020-01-01-19-cincinnati,50.0,9,27.7,13,98.5,66.7,22,0.35700000000000004,56,0.321,18,0.25,14,0.7859999999999999,11,4,200,75.0,27.8,10,19,51,,10.3,7,0.33899999999999997,19,0.21100000000000002,4,46.4,32,0.40700000000000003,18.4,14,37,0.37799999999999995,14,0.6920000000000001,9,"January 1, 2020",61.5,16,8.1,3,75.0,72.2,26,0.48200000000000004,56,0.46399999999999997,26,0.429,24,0.542,13,5,200,98.5,33.3,11,17,67,,10.3,7,0.161,9,0.222,2,53.6,37,0.4970000000000001,16.3,13,47,0.511,24,0.615,8,"Fifth Third Arena, Cincinnati, Ohio",CONNECTICUT,UConn,68.0,Home,CINCINNATI,Cincinnati,Connecticut,aac,12,False,False,False,Away,False,4,14,56,32,69,2,24,56,0,1,93,218,723,0.4944674965421854,431,809,0.5327564894932015,65,199,685,0.4328467153284672,0.75
13,2020-01-04-14-south-florida,63.6,14,7.9,3,108.7,68.8,22,0.46299999999999997,54,0.40700000000000003,22,0.29600000000000004,16,0.625,10,5,200,87.0,21.9,7,21,60,,10.1,7,0.29600000000000004,16,0.375,6,45.3,29,0.48700000000000004,21.8,17,38,0.42100000000000004,16,0.643,9,"January 4, 2020",58.3,14,5.3,2,87.0,78.1,25,0.519,52,0.462,24,0.5579999999999999,29,0.7240000000000001,21,7,200,108.7,31.3,10,18,75,,15.9,11,0.26899999999999996,14,0.429,6,54.7,35,0.57,14.5,11,38,0.474,18,0.5329999999999999,8,"Sun Dome, Tampa, Florida",CONNECTICUT,UConn,69.2,Home,SOUTH-FLORIDA,South Florida,Connecticut,aac,13,False,False,False,Away,False,6,16,54,29,64,6,18,52,0,1,97,232,779,0.4845956354300385,463,878,0.5273348519362187,67,223,741,0.4365721997300945,0.6923076923076923
14,2020-01-08-21-connecticut,50.0,12,8.1,3,109.8,50.0,17,0.451,61,0.39299999999999996,24,0.14800000000000002,9,0.667,6,6,200,100.0,25.0,9,14,61,,4.9,3,0.262,16,0.43799999999999994,7,37.1,26,0.467,7.1,5,45,0.37799999999999995,17,0.6,9,"January 8, 2020",48.0,12,20.0,9,100.0,75.0,27,0.466,59,0.424,25,0.271,16,0.75,12,5,200,109.8,50.0,17,12,67,,1.6,1,0.373,22,0.22699999999999998,5,62.9,44,0.503,14.3,11,37,0.541,20,0.667,10,"Harry A. Gampel Pavilion, Storrs, Connecticut",TULANE,Tulane,60.9,Home,CONNECTICUT,UConn,Connecticut,aac,14,True,False,True,Home,True,5,20,59,44,70,7,17,61,1,0,103,248,833,0.4831932773109244,492,942,0.5222929936305732,73,241,793,0.4419924337957125,0.6428571428571429
15,2020-01-12-12-connecticut,50.0,16,8.2,4,93.5,60.9,28,0.467,75,0.4270000000000001,32,0.32,24,0.792,19,1,250,96.7,28.6,10,28,89,23.0,10.9,10,0.253,19,0.316,6,46.9,38,0.515,17.4,18,56,0.46399999999999997,26,0.938,15,"January 12, 2020",34.6,9,10.7,6,96.7,71.4,25,0.419,68,0.382,26,0.618,42,0.69,29,6,250,93.5,39.1,18,25,86,,10.9,10,0.27899999999999997,19,0.263,5,53.1,43,0.489,18.0,19,49,0.429,21,0.625,10,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,73.3,Away,WICHITA-STATE,Wichita State,Connecticut,aac,15,False,True,True,Home,False,5,21,68,43,81,6,26,75,0,1,108,268,892,0.4820627802690583,536,1012,0.5296442687747036,80,258,854,0.4426229508196721,0.6666666666666666
16,2020-01-18-12-villanova,40.0,10,23.1,6,95.3,79.3,23,0.51,51,0.49,25,0.059000000000000004,3,1.0,3,7,200,85.9,11.1,2,16,55,,1.6,1,0.294,15,0.133,2,53.2,25,0.525,23.4,16,36,0.639,23,0.588,10,"January 18, 2020",63.2,12,8.3,3,85.9,88.9,16,0.5,49,0.38799999999999996,19,0.327,16,0.75,12,3,200,95.3,20.7,6,12,61,14.0,14.1,9,0.469,23,0.478,11,46.8,22,0.539,15.1,10,26,0.308,8,0.8240000000000001,14,"Wells Fargo Center, Philadelphia, Pennsylvania",CONNECTICUT,UConn,63.5,Home,VILLANOVA,Villanova,Connecticut,aac,16,False,False,False,Away,False,2,23,51,25,47,11,8,49,0,1,113,289,960,0.4776041666666666,579,1093,0.5297346752058555,86,284,929,0.4445640473627557,0.625
17,2020-01-23-21-houston,45.0,9,2.9,1,86.3,70.0,21,0.4,55,0.364,20,0.418,23,0.652,15,8,200,80.8,17.5,7,29,59,,11.0,8,0.29100000000000004,16,0.25,4,40.0,28,0.447,18.7,15,39,0.41,16,0.556,10,"January 23, 2020",58.8,10,12.8,5,80.8,82.5,33,0.40399999999999997,47,0.36200000000000004,17,0.723,34,0.735,25,4,200,86.3,30.0,9,24,63,25.0,8.2,6,0.255,12,0.33299999999999996,4,60.0,42,0.499,22.5,18,35,0.371,13,0.789,15,"Hofheinz Pavilion, Houston, Texas",CONNECTICUT,UConn,73.0,Home,HOUSTON,Houston,Connecticut,aac,17,False,False,False,Away,False,4,16,55,28,70,4,13,47,0,1,115,312,1011,0.4792284866468843,604,1140,0.5298245614035088,97,292,978,0.4473415132924336,0.5882352941176471
18,2020-01-26-12-connecticut,57.7,15,5.7,2,101.4,76.2,32,0.519,53,0.491,26,0.604,32,0.75,24,6,225,106.8,22.6,7,14,79,,8.1,6,0.18899999999999997,10,0.3,3,53.4,39,0.579,15.2,12,43,0.535,23,0.7,14,"January 26, 2020",66.7,18,18.6,8,106.8,77.4,24,0.46299999999999997,68,0.397,27,0.221,15,0.8,12,9,225,101.4,23.8,10,26,75,,5.4,4,0.485,33,0.273,9,46.6,34,0.499,11.8,10,35,0.514,18,0.526,10,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,65.9,Away,TULSA,Tulsa,Connecticut,aac,18,False,True,True,Home,False,9,18,68,34,73,3,23,53,0,1,119,328,1066,0.475140712945591,632,1210,0.5223140495867769,101,305,1025,0.4453658536585366,0.5555555555555556
19,2020-01-29-19-connecticut,56.5,13,2.7,1,108.3,62.2,23,0.431,58,0.397,23,0.293,17,0.765,13,10,200,87.5,29.0,9,24,63,,9.7,7,0.207,12,0.33299999999999996,4,47.1,32,0.47700000000000004,19.6,16,46,0.413,19,0.5,10,"January 29, 2020",59.1,13,15.2,7,87.5,71.0,22,0.40299999999999997,62,0.355,22,0.484,30,0.9329999999999999,28,9,200,108.3,37.8,14,17,78,,12.5,9,0.40299999999999997,25,0.24,6,52.9,36,0.511,10.7,9,37,0.4320000000000001,16,0.55,11,"Harry A. Gampel Pavilion, Storrs, Connecticut",TEMPLE,Temple,72.2,Home,CONNECTICUT,UConn,Connecticut,aac,19,True,False,True,Home,True,6,16,62,36,68,4,19,58,1,0,128,346,1134,0.474426807760141,666,1283,0.5190958690568979,104,328,1078,0.4489795918367347,0.5263157894736842
20,2020-02-01-13-memphis,54.5,12,9.7,3,89.7,75.0,18,0.392,65,0.33799999999999997,22,0.24600000000000002,16,0.75,12,10,200,80.8,29.7,11,22,63,,19.2,15,0.369,24,0.292,7,47.5,29,0.434,21.7,20,41,0.366,15,0.524,11,"February 1, 2020",57.1,12,24.4,10,80.8,70.3,26,0.544,45,0.467,21,0.6,27,0.778,21,5,200,89.7,25.0,6,15,70,,12.8,10,0.311,14,0.5,7,52.5,32,0.605,28.8,23,31,0.452,14,0.762,16,"FedExForum, Memphis, Tennessee",CONNECTICUT,UConn,78.2,Home,MEMPHIS,Memphis,Connecticut,aac,20,False,False,False,Away,False,7,15,65,29,61,7,14,45,0,1,134,362,1196,0.4707357859531773,702,1351,0.5196150999259808,108,347,1136,0.4480633802816901,0.55
21,2020-02-06-19-tulsa,25.0,7,5.9,2,86.2,80.8,21,0.611,54,0.519,28,0.16699999999999998,9,0.667,6,10,200,110.8,42.3,11,20,72,,9.2,6,0.40700000000000003,22,0.455,10,61.5,32,0.618,20.6,15,32,0.563,18,0.545,12,"February 6, 2020",52.6,10,12.5,4,110.8,57.7,15,0.424,46,0.413,19,0.5429999999999999,25,0.68,17,7,200,86.2,19.2,5,14,56,,10.8,7,0.261,12,0.083,1,38.5,20,0.484,20.8,15,34,0.529,18,0.682,15,"Donald W. Reynolds Center, Tulsa, Oklahoma",TULSA,Tulsa,65.1,Away,CONNECTICUT,UConn,Connecticut,aac,21,False,False,False,Away,True,10,18,54,32,52,1,18,46,1,0,141,377,1261,0.4666931007137193,731,1412,0.5177053824362606,115,361,1181,0.451735817104149,0.5238095238095238
22,2020-02-09-12-connecticut,66.7,18,27.5,11,94.7,68.4,26,0.47700000000000004,66,0.409,27,0.182,12,0.667,8,8,225,93.4,29.4,10,22,71,,7.9,6,0.379,25,0.36,9,50.0,36,0.495,14.4,12,41,0.439,18,0.652,15,"February 9, 2020",50.0,12,26.8,11,93.4,70.6,24,0.447,66,0.364,24,0.318,21,0.619,13,10,225,94.7,31.6,12,15,72,,7.9,6,0.39399999999999996,26,0.423,11,50.0,36,0.474,15.7,14,40,0.325,13,0.565,13,"Harry A. Gampel Pavilion, Storrs, Connecticut",CINCINNATI,Cincinnati,67.4,Home,CONNECTICUT,UConn,Connecticut,aac,22,True,False,True,Home,True,11,13,66,36,72,9,18,66,1,0,151,395,1315,0.4726235741444867,763,1464,0.5211748633879781,116,379,1227,0.4506927465362674,0.5454545454545454
23,2020-02-12-19-southern-methodist,63.0,17,5.9,2,125.4,62.5,15,0.57,57,0.474,27,0.263,15,0.667,10,11,200,119.0,39.3,11,16,75,,14.3,9,0.439,25,0.44,11,50.0,26,0.585,15.9,12,32,0.5,16,0.542,13,"February 12, 2020",50.0,14,9.4,3,119.0,60.7,17,0.637,51,0.5489999999999999,28,0.314,16,0.875,14,6,200,125.4,37.5,9,17,79,,9.5,6,0.33299999999999996,17,0.529,9,50.0,26,0.674,17.1,12,34,0.5589999999999999,19,0.7390000000000001,17,"Moody Coliseum, Dallas, Texas",CONNECTICUT,UConn,63.4,Home,SOUTHERN-METHODIST,SMU,Connecticut,aac,23,False,False,False,Away,False,11,16,57,26,52,9,19,51,0,1,162,408,1381,0.4713975380159305,799,1536,0.5201822916666666,125,397,1293,0.4520494972931168,0.5652173913043478
24,2020-02-16-15-connecticut,57.1,12,11.6,5,87.7,61.9,26,0.41700000000000004,60,0.35,21,0.3,18,0.611,11,8,200,83.6,25.7,9,23,61,,9.6,7,0.35,21,0.381,8,45.5,35,0.445,19.1,16,39,0.33299999999999996,13,0.68,17,"February 16, 2020",52.4,11,20.5,8,83.6,74.3,26,0.348,66,0.318,21,0.303,20,0.9,18,11,200,87.7,38.1,16,15,64,,8.2,6,0.348,23,0.174,4,54.5,42,0.424,11.8,10,43,0.395,17,0.56,14,"XL Center, Hartford, Connecticut",MEMPHIS,Memphis,72.5,Home,CONNECTICUT,UConn,Connecticut,aac,24,True,False,True,Home,True,4,17,66,42,77,8,13,60,1,0,173,424,1438,0.4753129346314325,825,1588,0.5195214105793451,134,416,1344,0.4590773809523809,0.5416666666666666
25,2020-02-20-19-temple,43.8,14,6.0,3,94.9,86.8,33,0.433,82,0.39,32,0.244,20,0.9,18,12,250,90.8,21.4,9,23,89,,7.1,7,0.293,24,0.292,7,52.5,42,0.486,16.5,18,58,0.431,25,0.5379999999999999,14,"February 20, 2020",56.7,17,6.9,4,90.8,78.6,33,0.493,67,0.44799999999999995,30,0.522,35,0.7709999999999999,27,12,250,94.9,13.2,5,20,93,,11.2,11,0.254,17,0.353,6,47.5,38,0.556,17.1,17,50,0.48,24,0.5379999999999999,14,"Liacouras Center, Philadelphia, Pennsylvania",CONNECTICUT,UConn,78.5,Home,TEMPLE,Temple,Connecticut,aac,25,False,False,False,Away,False,7,25,82,42,80,6,24,67,0,1,177,441,1504,0.4697473404255319,867,1665,0.5207207207207207,142,429,1404,0.4572649572649573,0.56
26,2020-02-23-14-connecticut,38.5,10,10.0,3,121.9,66.7,14,0.557,53,0.491,26,0.245,13,0.9229999999999999,12,16,200,110.9,38.5,10,21,71,,10.9,7,0.28300000000000003,15,0.467,7,51.1,24,0.6,20.3,15,38,0.5,19,0.40700000000000003,11,"February 23, 2020",50.0,13,10.5,4,110.9,61.5,16,0.638,47,0.5529999999999999,26,0.511,24,0.75,18,12,200,121.9,33.3,7,16,78,,14.1,9,0.36200000000000004,17,0.47100000000000003,8,48.9,23,0.6679999999999999,18.4,13,30,0.6,18,0.556,15,"Harry A. Gampel Pavilion, Storrs, Connecticut",SOUTH-FLORIDA,South Florida,64.3,Home,CONNECTICUT,UConn,Connecticut,aac,26,True,False,True,Home,True,8,18,47,23,47,7,19,53,1,0,184,466,1586,0.467843631778058,909,1745,0.520916905444126,148,453,1471,0.4588715159755268,0.5384615384615384
27,2020-02-26-19-connecticut,26.9,7,2.5,1,111.0,63.3,19,0.5,54,0.48100000000000004,26,0.29600000000000004,16,0.688,11,13,200,89.0,21.4,6,21,65,,8.2,6,0.24100000000000002,13,0.154,2,43.1,25,0.528,21.8,17,41,0.585,24,0.519,14,"February 26, 2020",55.2,16,4.9,2,89.0,78.6,22,0.534,59,0.4920000000000001,29,0.40700000000000003,24,0.75,18,12,200,111.0,36.7,11,19,81,,16.4,12,0.322,19,0.263,5,56.9,33,0.575,15.7,13,40,0.6,24,0.5710000000000001,16,"XL Center, Hartford, Connecticut",CENTRAL-FLORIDA,UCF,72.5,Home,CONNECTICUT,UConn,Connecticut,aac,27,True,False,True,Home,True,5,24,59,33,58,2,24,54,1,0,192,484,1633,0.4727495407225965,932,1792,0.5200892857142857,155,472,1524,0.462270341207349,0.5555555555555556
