,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-ALABAMA_homegame,NORTH-ALABAMA_homegame2,NORTH-ALABAMA_home,NORTH-ALABAMA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-20-alabama-birmingham,36.8,7,3.0,1,96.9,71.4,20,0.43,50,0.38,19,0.38,19,0.684,13,6,200,86.2,23.5,8,14,56,,12.3,8,0.32,16,0.313,5,45.2,28,0.474,19.3,14,34,0.41200000000000003,14,0.455,5,"December 17, 2019",30.4,7,11.8,4,86.2,76.5,26,0.491,53,0.434,23,0.28300000000000003,15,0.733,11,4,200,96.9,28.6,8,16,63,,7.7,5,0.377,20,0.3,6,54.8,34,0.524,16.8,12,33,0.515,17,0.6,6,"Bartow Arena, Birmingham, Alabama",NORTH-ALABAMA,North Alabama,64.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,North Alabama,atlantic-sun,10,False,False,False,Away,False,5,14,50,28,62,6,17,53,0,1,73,173,578,0.4887543252595156,326,663,0.4917043740573152,51,191,578,0.46280276816609,0.5
11,2019-12-20-19-alabama-am,50.0,14,10.4,5,126.0,78.9,30,0.564,55,0.509,28,0.491,27,0.667,18,7,200,109.6,27.6,8,23,80,,2.7,2,0.364,20,0.3,6,56.7,38,0.59,14.1,11,35,0.629,22,0.41700000000000004,5,"December 20, 2019",46.7,14,8.6,3,109.6,72.4,21,0.523,66,0.455,30,0.455,30,0.767,23,7,200,126.0,21.1,8,25,92,,5.5,4,0.273,18,0.5,9,43.3,29,0.573,3.6,3,48,0.43799999999999994,21,0.3,3,"Elmore Health Science Building , Normal, Alabama",NORTH-ALABAMA,North Alabama,73.0,Home,ALABAMA-AM,Alabama A&M,North Alabama,atlantic-sun,11,False,False,False,Away,False,6,22,55,38,67,9,21,66,0,1,78,187,628,0.4840764331210191,354,725,0.4882758620689655,57,208,631,0.46513470681458,0.4545454545454545
12,2019-12-28-14-florida-state,41.7,10,7.0,3,118.9,71.4,20,0.5579999999999999,52,0.462,24,0.34600000000000003,18,0.722,13,8,200,95.9,23.1,6,17,71,,5.4,4,0.385,20,0.5,10,48.1,26,0.586,23.1,18,32,0.43799999999999994,14,0.385,5,"December 28, 2019",53.1,17,18.8,6,95.9,76.9,20,0.555,64,0.5,32,0.266,17,1.0,17,2,200,118.9,28.6,8,15,88,17.0,12.2,9,0.32799999999999996,21,0.33299999999999996,7,51.9,28,0.61,14.4,12,43,0.581,25,0.846,11,"Donald L. Tucker Center, Tallahassee, Florida",NORTH-ALABAMA,North Alabama,74.3,Home,FLORIDA-STATE,Florida State,North Alabama,atlantic-sun,12,False,False,False,Away,False,10,14,52,26,54,7,25,64,0,1,84,209,683,0.4904831625183016,392,792,0.494949494949495,66,229,697,0.4705882352941176,0.4166666666666667
13,2020-01-02-19-north-alabama,19.0,4,5.7,2,79.5,77.8,28,0.469,48,0.43799999999999994,21,0.41700000000000004,20,0.6,12,9,200,73.1,20.8,5,21,57,,6.4,5,0.271,13,0.231,3,55.0,33,0.496,31.4,26,35,0.514,18,0.43799999999999994,7,"January 2, 2020",35.0,7,0.0,0,73.1,79.2,19,0.409,55,0.364,20,0.509,28,0.607,17,8,200,79.5,22.2,8,23,62,,15.4,12,0.364,20,0.25,5,45.0,27,0.45399999999999996,20.2,17,35,0.429,15,0.429,6,"Flowers Hall, Florence, Alabama",JACKSONVILLE,Jacksonville,77.9,Home,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,13,True,False,True,Home,True,5,15,55,27,60,3,18,48,1,0,94,223,735,0.4952380952380953,418,846,0.4940898345153664,73,254,761,0.4776609724047306,0.38461538461538464
14,2020-01-04-16-north-alabama,52.0,13,13.0,6,92.9,77.8,28,0.606,52,0.48100000000000004,25,0.5,26,0.6920000000000001,18,8,200,115.7,17.9,5,18,81,,4.3,3,0.5379999999999999,28,0.46399999999999997,13,51.6,33,0.629,12.4,9,24,0.5,12,0.529,9,"January 4, 2020",33.3,7,0.0,0,115.7,82.1,23,0.397,58,0.36200000000000004,21,0.44799999999999995,26,0.731,19,9,200,92.9,22.2,8,20,65,,7.1,5,0.207,12,0.33299999999999996,4,48.4,31,0.462,11.5,9,46,0.37,17,0.4,6,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,69.9,Away,NORTH-FLORIDA,North Florida,North Alabama,atlantic-sun,14,False,True,True,Home,False,4,17,58,31,64,13,12,52,0,1,99,238,790,0.4892405063291139,445,906,0.4911699779249448,76,272,809,0.477132262051916,0.42857142857142855
15,2020-01-09-19-liberty,64.7,11,0.0,0,100.0,77.4,24,0.465,43,0.395,17,0.3720000000000001,16,0.75,12,10,200,82.5,8.7,2,14,52,,3.2,2,0.442,19,0.316,6,48.1,26,0.514,23.1,15,24,0.45799999999999996,11,0.375,6,"January 9, 2020",59.1,13,12.5,3,82.5,91.3,21,0.47100000000000003,52,0.423,22,0.365,19,0.737,14,1,200,100.0,22.6,7,13,63,,11.1,7,0.365,19,0.263,5,51.9,28,0.516,13.0,9,33,0.515,17,0.9440000000000001,17,"Vines Center, Lynchburg, Virginia",NORTH-ALABAMA,North Alabama,63.3,Home,LIBERTY,Liberty,North Alabama,atlantic-sun,15,False,False,False,Away,False,6,11,43,26,54,5,17,52,0,1,103,255,848,0.4829009433962264,476,970,0.4907216494845361,89,284,861,0.4849012775842044,0.4
16,2020-01-11-17-lipscomb,36.0,9,11.4,4,97.2,73.7,28,0.508,59,0.424,25,0.45799999999999996,27,0.815,22,10,200,115.5,27.3,9,19,82,,7.0,5,0.373,22,0.455,10,52.1,37,0.5710000000000001,11.3,9,37,0.405,15,0.41200000000000003,7,"January 11, 2020",61.9,13,10.8,4,115.5,72.7,24,0.455,55,0.382,21,0.564,31,0.613,19,10,200,97.2,26.3,10,19,69,,5.6,4,0.364,20,0.4,8,47.9,34,0.495,12.7,10,35,0.371,13,0.41200000000000003,7,"Allen Arena, Nashville, Tennessee",LIPSCOMB,Lipscomb,70.8,Away,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,16,False,False,False,Away,True,10,15,59,37,71,8,13,55,1,0,109,266,891,0.4820426487093154,502,1024,0.490234375,94,301,913,0.4841182913472071,0.375
17,2020-01-16-19-north-alabama,27.8,5,2.9,1,72.1,71.8,28,0.488,41,0.439,18,0.61,25,0.56,14,11,200,79.4,3.8,1,20,54,,8.8,6,0.293,12,0.33299999999999996,4,44.6,29,0.511,23.5,16,29,0.483,14,0.42100000000000004,8,"January 16, 2020",47.6,10,6.9,2,79.4,96.2,25,0.381,59,0.35600000000000004,21,0.16899999999999998,10,0.4,4,11,200,72.1,28.2,11,19,49,,8.8,6,0.40700000000000003,24,0.125,3,55.4,36,0.384,19.1,15,35,0.514,18,0.389,7,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,67.8,Away,STETSON,Stetson,North Alabama,atlantic-sun,17,False,True,True,Home,False,3,18,59,36,65,4,14,41,0,1,119,281,950,0.4836842105263158,539,1095,0.4922374429223744,102,314,968,0.4824380165289256,0.4117647058823529
18,2020-01-18-16-north-alabama,38.5,10,3.8,1,100.0,88.9,16,0.536,55,0.473,26,0.2,11,0.545,6,15,200,92.9,23.1,6,20,65,,5.7,4,0.364,20,0.35,7,50.0,22,0.54,23.1,18,35,0.5429999999999999,19,0.28600000000000003,6,"January 18, 2020",52.4,11,11.4,4,92.9,76.9,20,0.613,40,0.525,21,0.625,25,0.84,21,11,200,100.0,11.1,2,15,70,,8.6,6,0.35,14,0.5,7,50.0,22,0.675,26.1,18,26,0.5379999999999999,14,0.42100000000000004,8,"Flowers Hall, Florence, Alabama",FLORIDA-GULF-COAST,Florida Gulf Coast,70.1,Home,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,18,True,False,True,Home,True,7,14,40,22,44,7,19,55,1,0,122,299,1009,0.4777006937561942,575,1160,0.4956896551724138,106,328,1009,0.4826560951437066,0.3888888888888889
19,2020-01-23-19-kennesaw-state,52.0,13,4.7,2,71.6,86.5,32,0.5670000000000001,52,0.48100000000000004,25,0.48100000000000004,25,0.76,19,11,200,96.3,30.0,6,23,78,,14.8,12,0.442,23,0.391,9,66.7,38,0.611,25.9,22,29,0.552,16,0.45,9,"January 23, 2020",31.6,6,6.9,2,96.3,70.0,14,0.35100000000000003,57,0.33299999999999996,19,0.491,28,0.643,18,18,200,71.6,13.5,5,20,58,,11.1,9,0.24600000000000002,14,0.14300000000000002,2,33.3,19,0.413,18.8,16,43,0.395,17,0.053,1,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,80.6,Away,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,19,False,False,False,Away,True,9,16,52,38,57,2,17,57,1,0,129,313,1049,0.4828408007626311,597,1204,0.4958471760797342,113,347,1064,0.4854323308270677,0.42105263157894735
20,2020-01-30-19-njit,52.4,11,4.3,2,101.4,84.8,28,0.532,47,0.447,21,0.7659999999999999,36,0.778,28,11,200,106.8,23.1,6,26,78,,2.7,2,0.40399999999999997,19,0.42100000000000004,8,57.6,34,0.608,20.3,16,28,0.46399999999999997,13,0.47600000000000003,10,"January 30, 2020",20.0,5,10.7,3,106.8,76.9,20,0.466,59,0.424,25,0.40700000000000003,24,0.792,19,14,200,101.4,15.2,5,27,74,,9.6,7,0.203,12,0.41700000000000004,5,42.4,25,0.526,9.1,7,47,0.426,20,0.33299999999999996,7,"Estelle and Zoom Fleisher Athletic Center, Newark, New Jersey",NJIT,NJIT,73.3,Away,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,20,False,False,False,Away,True,8,13,47,34,59,5,20,59,1,0,138,329,1101,0.4868301544050863,635,1261,0.5035685963521015,115,364,1121,0.4785905441570027,0.45
21,2020-02-01-18-jacksonville,34.6,9,11.9,5,110.4,60.5,23,0.516,61,0.426,26,0.41,25,0.8,20,12,200,107.8,31.4,11,28,83,,11.7,9,0.41,25,0.44,11,46.6,34,0.569,15.3,13,36,0.41700000000000004,15,0.455,10,"February 1, 2020",42.3,11,22.2,8,107.8,68.6,24,0.484,62,0.419,26,0.516,32,0.7809999999999999,25,13,200,110.4,39.5,15,20,85,,1.3,1,0.32299999999999995,20,0.4,8,53.4,39,0.551,17.4,16,42,0.429,18,0.45799999999999996,11,"Swisher Gymnasium, Jacksonville, Florida",NORTH-ALABAMA,North Alabama,76.5,Home,JACKSONVILLE,Jacksonville,North Alabama,atlantic-sun,21,False,False,False,Away,False,11,15,61,34,73,8,18,62,0,1,146,342,1148,0.4886759581881533,669,1320,0.5068181818181818,120,384,1180,0.4779661016949153,0.4761904761904762
22,2020-02-06-19-north-alabama,50.0,15,4.5,2,94.7,69.0,29,0.522,67,0.44799999999999995,30,0.16399999999999998,11,0.273,3,14,200,97.3,25.0,9,18,73,,5.3,4,0.358,24,0.41700000000000004,10,48.7,38,0.505,16.3,14,43,0.465,20,0.391,9,"February 6, 2020",50.0,14,7.0,3,97.3,75.0,27,0.47,66,0.424,28,0.258,17,0.529,9,13,200,94.7,31.0,13,15,71,,10.7,8,0.33299999999999996,22,0.273,6,51.3,40,0.479,14.0,12,44,0.5,22,0.435,10,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,75.2,Away,LIPSCOMB,Lipscomb,North Alabama,atlantic-sun,22,False,True,True,Home,False,6,22,66,40,78,10,20,67,0,1,157,357,1209,0.4900744416873449,703,1393,0.5046661880832735,128,402,1242,0.4782608695652174,0.4545454545454545
23,2020-02-08-16-north-alabama,45.8,11,8.3,3,81.2,75.0,30,0.5920000000000001,49,0.49,24,0.3670000000000001,18,0.889,16,3,200,107.2,24.0,6,15,74,,7.2,5,0.469,23,0.435,10,55.4,36,0.643,21.9,16,26,0.5379999999999999,14,0.885,23,"February 8, 2020",36.8,7,7.7,2,107.2,76.0,19,0.36200000000000004,58,0.32799999999999996,19,0.345,20,0.7,14,14,200,81.2,25.0,10,20,56,,11.6,8,0.379,22,0.182,4,44.6,29,0.415,16.3,13,36,0.41700000000000004,15,0.41700000000000004,10,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,69.0,Away,LIBERTY,Liberty,North Alabama,atlantic-sun,23,False,True,True,Home,False,4,15,58,29,65,10,14,49,0,1,163,379,1275,0.4890196078431373,743,1471,0.5050985723997281,138,422,1309,0.4805194805194805,0.43478260869565216
24,2020-02-13-19-stetson,65.2,15,2.7,1,108.7,72.4,21,0.5760000000000001,46,0.5,23,0.413,19,0.579,11,15,200,92.8,8.0,2,23,64,,8.7,6,0.348,16,0.43799999999999994,7,42.6,23,0.5820000000000001,24.9,18,30,0.5329999999999999,16,0.4,10,"February 13, 2020",50.0,11,16.7,5,92.8,92.0,23,0.48,49,0.449,22,0.6729999999999999,33,0.848,28,12,200,108.7,27.6,8,17,75,,13.0,9,0.245,12,0.25,3,57.4,31,0.58,14.8,11,37,0.514,19,0.5379999999999999,14,"Edmunds Center, DeLand, Florida",NORTH-ALABAMA,North Alabama,69.4,Home,STETSON,Stetson,North Alabama,atlantic-sun,24,False,False,False,Away,False,7,16,46,23,54,3,19,49,0,1,167,394,1333,0.4834958739684922,772,1536,0.5026041666666666,148,436,1358,0.4845360824742268,0.4166666666666667
25,2020-02-15-17-north-florida,44.4,12,0.0,0,117.6,81.3,26,0.42100000000000004,70,0.386,27,0.14300000000000002,10,0.8,8,16,200,98.5,37.5,15,17,67,,2.9,2,0.28600000000000003,20,0.25,5,56.9,41,0.44799999999999995,10.8,9,50,0.44,22,0.385,10,"February 15, 2020",51.7,15,14.0,7,98.5,62.5,25,0.607,56,0.518,29,0.35700000000000004,20,0.6,12,10,200,117.6,18.8,6,15,80,,7.4,5,0.46399999999999997,26,0.385,10,43.1,31,0.611,11.0,8,30,0.633,19,0.643,18,"UNF Arena , Jacksonville, Florida",NORTH-ALABAMA,North Alabama,68.1,Home,NORTH-FLORIDA,North Florida,North Alabama,atlantic-sun,25,False,False,False,Away,False,5,22,70,41,72,10,19,56,0,1,174,410,1379,0.4865844815083394,795,1590,0.5,151,455,1407,0.48436389481165604,0.4
26,2020-02-20-19-north-alabama,31.3,5,8.6,3,101.6,61.3,19,0.38,46,0.348,16,0.37,17,0.647,11,25,200,71.9,3.3,1,22,46,,6.3,4,0.326,15,0.2,3,32.8,20,0.425,18.3,12,31,0.419,13,0.038,1,"February 20, 2020",43.5,10,6.5,2,71.9,96.7,29,0.531,49,0.469,23,0.551,27,0.48100000000000004,13,16,200,101.6,38.7,12,19,65,,9.4,6,0.28600000000000003,14,0.429,6,67.2,41,0.526,18.7,14,35,0.486,17,0.40700000000000003,11,"Flowers Hall, Florence, Alabama",KENNESAW-STATE,Kennesaw State,64.5,Home,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,26,True,False,True,Home,True,6,17,49,41,61,3,13,46,1,0,179,432,1449,0.4834368530020704,836,1662,0.5030084235860409,161,474,1463,0.4890635680109364,0.38461538461538464
