,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEW-MEXICO_homegame,NEW-MEXICO_homegame2,NEW-MEXICO_home,NEW-MEXICO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-07-16-wyoming,51.7,15,11.1,4,84.4,84.6,33,0.525,60,0.483,29,0.33299999999999996,20,0.8,16,2,200,102.6,35.5,11,15,79,,13.0,10,0.28300000000000003,17,0.294,5,62.9,44,0.568,21.6,19,43,0.5579999999999999,24,0.818,9,"December 7, 2019",50.0,12,0.0,0,102.6,64.5,20,0.45299999999999996,64,0.375,24,0.188,12,0.583,7,7,200,84.4,15.4,6,17,65,,11.7,9,0.43799999999999994,28,0.35700000000000004,10,37.1,26,0.466,14.8,12,36,0.389,14,0.3,3,"Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,76.6,Away,NEW-MEXICO,New Mexico,New Mexico,mwc,10,False,False,False,Away,True,5,24,60,44,70,10,14,64,1,0,55,218,560,0.5366071428571428,340,640,0.53125,88,178,622,0.4983922829581994,0.8
11,2019-12-14-19-new-mexico,70.8,17,14.7,5,95.8,70.0,21,0.527,55,0.436,24,0.182,10,0.4,4,6,200,86.1,29.0,9,21,62,,13.9,10,0.509,28,0.35700000000000004,10,49.2,30,0.519,27.0,22,27,0.519,14,0.5,6,"December 14, 2019",52.4,11,7.4,2,86.1,71.0,22,0.46,50,0.42,21,0.56,28,0.821,23,2,200,95.8,30.0,9,12,69,,19.4,14,0.32,16,0.25,4,50.8,31,0.545,20.4,16,34,0.5,17,0.833,10,"The Pit, Albuquerque, New Mexico",NEW-MEXICO-STATE,New Mexico State,71.5,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,11,True,False,True,Home,True,4,17,50,31,61,10,14,55,1,0,60,242,620,0.535483870967742,384,710,0.5408450704225352,98,192,686,0.4941690962099126,0.8181818181818182
12,2019-12-17-21-new-mexico,48.3,14,3.3,1,131.9,54.5,12,0.5,60,0.483,29,0.25,15,0.733,11,9,200,102.9,28.1,9,15,71,,11.6,8,0.183,11,0.182,2,38.9,21,0.529,13.1,10,49,0.551,27,0.308,4,"December 17, 2019",74.2,23,2.0,1,102.9,71.9,23,0.679,56,0.5539999999999999,31,0.28600000000000003,16,0.938,15,2,200,131.9,45.5,10,16,91,,7.2,5,0.46399999999999997,26,0.5379999999999999,14,61.1,33,0.715,20.2,16,30,0.5670000000000001,17,0.846,11,"The Pit, Albuquerque, New Mexico",GRAND-CANYON,Grand Canyon,68.9,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,12,True,False,True,Home,True,14,17,56,33,54,2,27,60,1,0,64,259,670,0.5298507462686567,415,771,0.5382619974059663,108,206,741,0.4966261808367072,0.8333333333333334
13,2019-12-22-14-new-mexico,52.9,18,2.2,1,133.8,65.4,17,0.583,66,0.515,34,0.258,17,0.647,11,10,200,110.0,25.8,8,23,88,,8.8,7,0.364,24,0.375,9,43.9,25,0.594,16.0,14,42,0.595,25,0.0,0,"December 22, 2019",41.5,17,9.5,4,110.0,74.2,23,0.688,64,0.6409999999999999,41,0.469,30,0.633,19,2,200,133.8,34.6,9,14,107,,12.5,10,0.297,19,0.316,6,56.1,32,0.684,11.5,10,45,0.778,35,0.857,12,"The Pit, Albuquerque, New Mexico",HOUSTON-BAPTIST,Houston Baptist,79.7,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,13,True,False,True,Home,True,6,35,64,32,57,9,25,66,1,0,78,276,726,0.5413223140495868,448,825,0.5430303030303031,110,233,801,0.4968789013732834,0.8461538461538461
14,2019-12-29-16-new-mexico,70.8,17,2.6,1,100.0,51.4,19,0.509,58,0.414,24,0.293,17,0.588,10,10,200,93.2,35.3,12,26,69,,12.2,9,0.44799999999999995,26,0.423,11,43.7,31,0.522,23.4,20,32,0.406,13,0.33299999999999996,5,"December 29, 2019",50.0,12,6.3,2,93.2,64.7,22,0.46399999999999997,55,0.436,24,0.636,35,0.657,23,2,200,100.0,48.6,18,17,74,,14.9,11,0.29100000000000004,16,0.188,3,56.3,40,0.517,23.0,21,39,0.5379999999999999,21,0.867,13,"The Pit, Albuquerque, New Mexico",CALIFORNIA-DAVIS,UC-Davis,74.4,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,14,True,False,True,Home,True,3,21,55,40,71,11,13,58,1,0,84,311,790,0.5531645569620253,480,882,0.54421768707483,119,258,867,0.5034602076124568,0.8571428571428571
15,2020-01-01-22-san-jose-state,63.3,19,8.8,3,110.0,69.2,27,0.541,61,0.4920000000000001,30,0.44299999999999995,27,0.7040000000000001,19,3,200,106.3,30.0,9,14,85,,8.8,7,0.39299999999999996,24,0.25,6,52.2,36,0.5760000000000001,19.8,18,37,0.649,24,0.812,13,"January 1, 2020",68.8,22,13.5,5,106.3,70.0,21,0.5670000000000001,67,0.478,32,0.299,20,0.6,12,10,200,110.0,30.8,12,22,88,,12.5,10,0.493,33,0.364,12,47.8,33,0.575,13.7,12,34,0.588,20,0.33299999999999996,5,"San Jose State Event Center, San Jose, California",NEW-MEXICO,New Mexico,79.7,Home,SAN-JOSE-STATE,San Jose State,New Mexico,mwc,15,False,False,False,Away,False,6,24,61,36,69,12,20,67,0,1,87,332,845,0.5473372781065089,520,953,0.5456453305351522,130,271,925,0.5037837837837837,0.8666666666666667
16,2020-01-07-23-new-mexico,45.8,11,5.6,2,113.0,78.8,26,0.42200000000000004,64,0.375,24,0.297,19,0.526,10,11,200,92.8,37.5,15,18,64,,5.8,4,0.32799999999999996,21,0.28600000000000003,6,56.2,41,0.43799999999999994,12.1,10,43,0.419,18,0.312,5,"January 7, 2020",70.4,19,9.3,4,92.8,62.5,25,0.5429999999999999,58,0.466,27,0.36200000000000004,21,0.7140000000000001,15,3,200,113.0,21.2,7,16,78,,7.2,5,0.379,22,0.409,9,43.8,32,0.574,10.6,8,36,0.5,18,0.8240000000000001,14,"The Pit, Albuquerque, New Mexico",FRESNO-STATE,Fresno State,68.5,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,16,True,False,True,Home,True,9,18,58,32,73,6,18,64,1,0,93,356,906,0.5469094922737306,556,1022,0.5440313111545988,142,291,992,0.5080645161290323,0.8125
17,2020-01-11-18-new-mexico,56.7,17,0.0,0,102.4,85.7,18,0.479,71,0.423,30,0.19699999999999998,14,0.7140000000000001,10,9,200,95.1,26.3,10,22,78,,11.0,9,0.39399999999999996,28,0.28600000000000003,8,47.5,28,0.502,16.3,15,43,0.512,22,0.47100000000000003,8,"January 11, 2020",46.7,14,23.3,10,95.1,73.7,28,0.635,52,0.5770000000000001,30,0.48100000000000004,25,0.72,18,3,200,102.4,14.3,3,16,84,,11.0,9,0.327,17,0.353,6,52.5,31,0.6579999999999999,24.1,20,35,0.6859999999999999,24,0.833,15,"The Pit, Albuquerque, New Mexico",AIR-FORCE,Air Force,81.8,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,17,True,False,True,Home,True,6,24,52,31,59,8,22,71,1,0,102,374,964,0.5466804979253111,588,1095,0.536986301369863,148,309,1056,0.5028409090909091,0.8235294117647058
18,2020-01-15-21-colorado-state,33.3,10,2.8,1,131.3,66.7,16,0.5589999999999999,59,0.508,30,0.18600000000000005,11,0.545,6,4,200,90.0,15.6,5,15,72,,16.3,13,0.305,18,0.33299999999999996,6,37.5,21,0.561,24.8,21,41,0.585,24,0.789,15,"January 15, 2020",71.1,27,4.9,2,90.0,84.4,27,0.742,64,0.594,38,0.172,11,0.909,10,7,200,131.3,33.3,8,13,105,,15.0,12,0.43799999999999994,28,0.679,19,62.5,35,0.758,21.6,19,36,0.528,19,0.632,12,"Moby Arena, Fort Collins, Colorado",NEW-MEXICO,New Mexico,80.2,Home,COLORADO-STATE,Colorado State,New Mexico,mwc,18,False,False,False,Away,False,6,24,59,21,56,19,19,64,0,1,108,398,1016,0.5511811023622047,619,1154,0.5363951473136915,156,331,1127,0.5013309671694764,0.8333333333333334
19,2020-01-18-18-nevada-las-vegas,53.8,14,6.1,3,123.8,61.1,22,0.4920000000000001,63,0.413,26,0.349,22,0.727,16,5,200,97.5,21.1,8,16,78,,3.8,3,0.413,26,0.385,10,40.5,30,0.531,17.1,15,37,0.4320000000000001,16,0.75,15,"January 18, 2020",60.5,23,8.1,3,97.5,78.9,30,0.56,75,0.507,38,0.24,18,0.833,15,9,200,123.8,38.9,14,21,99,,12.5,10,0.34700000000000003,26,0.308,8,59.5,44,0.5920000000000001,10.8,10,49,0.612,30,0.55,11,"Thomas & Mack Center, Las Vegas, Nevada",NEW-MEXICO,New Mexico,80.0,Home,NEVADA-LAS-VEGAS,UNLV,New Mexico,mwc,19,False,False,False,Away,False,10,16,63,30,74,8,30,75,0,1,114,422,1075,0.5516279069767441,640,1210,0.5289256198347108,175,350,1191,0.5142737195633921,0.7894736842105263
20,2020-01-21-22-new-mexico,23.5,4,5.4,2,119.4,83.3,20,0.31,63,0.27,17,0.365,23,0.87,20,14,200,81.9,30.2,13,20,59,,4.2,3,0.397,25,0.2,5,49.3,33,0.39899999999999997,14.1,12,38,0.316,12,0.3,6,"January 21, 2020",50.0,15,7.9,3,81.9,69.8,30,0.613,53,0.5660000000000001,30,0.528,28,0.75,21,5,200,119.4,16.7,4,22,86,,12.5,9,0.302,16,0.313,5,50.7,34,0.649,12.1,9,37,0.6759999999999999,25,0.762,16,"The Pit, Albuquerque, New Mexico",SAN-JOSE-STATE,San Jose State,72.1,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,20,True,False,True,Home,True,5,25,53,34,67,5,12,63,1,0,124,438,1138,0.5483304042179262,670,1284,0.5218068535825545,183,380,1266,0.5169826224328594,0.75
21,2020-01-25-20-nevada,46.2,12,5.6,2,129.7,60.6,20,0.508,61,0.426,26,0.311,19,0.632,12,6,200,100.0,8.1,3,10,74,,5.4,4,0.39299999999999996,24,0.41700000000000004,10,32.9,23,0.528,9.2,7,37,0.4320000000000001,16,0.727,16,"January 25, 2020",65.7,23,10.8,4,100.0,91.9,34,0.613,71,0.493,35,0.155,11,0.818,9,8,200,129.7,39.4,13,17,96,,2.7,2,0.493,35,0.486,17,67.1,47,0.63,12.7,11,36,0.5,18,0.619,13,"Lawlor Events Center, Reno, Nevada",NEW-MEXICO,New Mexico,74.1,Home,NEVADA,Nevada,New Mexico,mwc,21,False,False,False,Away,False,10,16,61,23,70,17,18,71,0,1,129,463,1191,0.5512174643157011,704,1351,0.5210954848260547,188,392,1329,0.5071482317531979,0.7619047619047619
22,2020-01-29-21-new-mexico,71.9,23,16.7,7,83.8,65.8,25,0.718,55,0.5820000000000001,32,0.182,10,0.6,6,0,200,125.0,34.8,8,17,85,4.0,13.2,9,0.6,33,0.455,15,54.1,33,0.711,21.2,16,22,0.773,17,1.0,22,"January 29, 2020",40.9,9,4.5,1,125.0,65.2,15,0.369,65,0.33799999999999997,22,0.2,13,0.6920000000000001,9,7,200,83.8,34.2,13,11,57,,14.7,10,0.354,23,0.174,4,45.9,28,0.4,12.4,10,42,0.429,18,0.696,16,"The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,68.0,Away,SAN-DIEGO-STATE,San Diego State,New Mexico,mwc,22,False,True,True,Home,False,4,18,65,28,61,15,17,55,0,1,139,479,1252,0.5491214057507987,727,1421,0.5116115411681914,205,410,1400,0.5125,0.7272727272727273
23,2020-02-01-17-fresno-state,46.4,13,9.5,2,120.6,75.0,15,0.54,63,0.444,28,0.19,12,0.75,9,8,200,113.2,15.8,6,18,77,,14.7,10,0.444,28,0.429,12,36.2,21,0.56,8.1,6,35,0.457,16,0.667,16,"February 1, 2020",69.2,18,0.0,0,113.2,84.2,32,0.685,46,0.565,26,0.478,22,0.8640000000000001,19,14,200,120.6,25.0,5,11,82,,2.9,2,0.5429999999999999,25,0.44,11,63.8,37,0.726,22.3,16,21,0.7140000000000001,15,0.364,8,"Save Mart Center, Fresno, California",NEW-MEXICO,New Mexico,68.1,Home,FRESNO-STATE,Fresno State,New Mexico,mwc,23,False,False,False,Away,False,12,16,63,21,58,11,15,46,0,1,143,497,1317,0.5402429764616553,755,1482,0.50944669365722,220,427,1455,0.5202749140893471,0.6956521739130435
24,2020-02-08-18-new-mexico,54.2,13,10.5,4,124.4,68.8,22,0.46399999999999997,56,0.429,24,0.39299999999999996,22,0.727,16,19,200,87.2,11.8,4,19,68,,5.1,4,0.375,21,0.19,4,39.4,26,0.512,16.5,13,35,0.5710000000000001,20,0.24,6,"February 8, 2020",52.9,18,2.9,1,87.2,88.2,30,0.597,67,0.507,34,0.34299999999999997,23,0.7390000000000001,17,8,200,124.4,31.3,10,20,97,,9.0,7,0.433,29,0.414,12,60.6,40,0.622,13.5,12,38,0.579,22,0.68,17,"The Pit, Albuquerque, New Mexico",WYOMING,Wyoming,77.7,Home,NEW-MEXICO,New Mexico,New Mexico,mwc,24,True,False,True,Home,True,12,22,67,40,66,4,20,56,1,0,155,513,1380,0.5402173913043479,776,1540,0.5038961038961038,231,442,1501,0.5253164556962026,0.6666666666666666
25,2020-02-11-23-san-diego-state,60.9,14,5.6,2,110.8,59.4,19,0.4,65,0.354,23,0.138,9,0.778,7,9,200,79.7,33.3,12,16,59,,10.8,8,0.446,29,0.207,6,45.6,31,0.426,19.8,17,36,0.47200000000000003,17,0.654,17,"February 11, 2020",48.3,14,5.6,2,79.7,66.7,24,0.531,64,0.45299999999999996,29,0.266,17,0.8240000000000001,14,0,200,110.8,40.6,13,19,82,4.0,13.5,10,0.43799999999999994,28,0.35700000000000004,10,54.4,37,0.569,17.3,15,36,0.528,19,1.0,25,"Viejas Arena, San Diego, California",NEW-MEXICO,New Mexico,74.2,Home,SAN-DIEGO-STATE,San Diego State,New Mexico,mwc,25,False,False,False,Away,False,6,17,65,31,68,10,19,64,0,1,167,535,1447,0.5428472702142364,816,1606,0.5080946450809465,235,462,1557,0.5231213872832371,0.68
26,2020-02-15-18-new-mexico,34.4,11,3.7,1,97.3,86.2,25,0.555,64,0.5,32,0.21899999999999997,14,0.5,7,14,200,104.0,24.1,7,26,78,,12.0,9,0.25,16,0.43799999999999994,7,55.2,32,0.552,14.6,12,48,0.521,25,0.48100000000000004,13,"February 15, 2020",68.2,15,8.3,4,104.0,75.9,22,0.5,50,0.44,22,0.68,34,0.6759999999999999,23,10,200,97.3,13.8,4,16,73,,9.3,7,0.46,23,0.261,6,44.8,26,0.552,16.7,13,27,0.593,16,0.63,17,"The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,75.4,Away,NEVADA-LAS-VEGAS,UNLV,New Mexico,mwc,26,False,True,True,Home,False,6,16,50,26,58,7,25,64,0,1,173,552,1512,0.5367063492063492,847,1674,0.505973715651135,245,481,1621,0.5234423195558298,0.6538461538461539
