,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-TECH_homegame,TEXAS-TECH_homegame2,TEXAS-TECH_home,TEXAS-TECH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-14-texas-tech,62.5,15,3.0,1,97.1,69.2,18,0.4370000000000001,63,0.381,24,0.095,6,0.5,3,8,200,82.9,29.7,11,26,58,,8.6,6,0.302,19,0.368,7,46.0,29,0.44,19.6,16,44,0.386,17,0.33299999999999996,4,"December 21, 2019",72.7,16,6.8,3,82.9,70.3,26,0.49,49,0.449,22,0.551,27,0.741,20,3,200,97.1,30.8,8,14,68,24.0,10.0,7,0.327,16,0.25,4,54.0,34,0.55,19.8,15,33,0.545,18,0.727,8,"United Supermarkets Arena, Lubbock, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,69.8,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,10,True,False,True,Home,True,4,18,49,34,63,7,17,63,1,0,69,197,597,0.5033500837520938,357,652,0.5475460122699386,70,155,563,0.4618117229129662,0.7
11,2019-12-29-16-texas-tech,45.5,10,0.0,0,112.3,80.0,24,0.46299999999999997,54,0.40700000000000003,22,0.222,12,0.667,8,9,200,89.2,29.0,9,20,58,,6.2,4,0.278,15,0.4,6,54.1,33,0.486,22.3,17,39,0.41,16,0.4,6,"December 29, 2019",66.7,16,15.4,6,89.2,71.0,22,0.5820000000000001,49,0.49,24,0.51,25,0.64,16,3,200,112.3,20.0,6,10,73,23.0,10.8,7,0.34700000000000003,17,0.529,9,45.9,28,0.6,11.8,8,32,0.469,15,0.75,9,"United Supermarkets Arena, Lubbock, Texas",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,65.3,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,11,True,False,True,Home,True,9,15,49,28,61,6,16,54,1,0,73,215,646,0.5023219814241486,391,715,0.5468531468531469,77,172,626,0.4592651757188498,0.7272727272727273
12,2020-01-04-12-texas-tech,40.0,6,9.7,3,126.9,73.1,19,0.375,52,0.28800000000000003,15,0.34600000000000003,18,0.611,11,4,200,74.6,20.0,7,19,50,,6.0,4,0.519,27,0.33299999999999996,9,42.6,26,0.413,18.9,14,25,0.24,6,0.6920000000000001,9,"January 4, 2020",66.7,20,20.0,5,74.6,80.0,28,0.627,55,0.545,30,0.382,21,0.762,16,3,200,126.9,26.9,7,16,85,22.0,13.4,9,0.436,24,0.375,9,57.4,35,0.654,12.3,9,31,0.677,21,0.769,10,"United Supermarkets Arena, Lubbock, Texas",OKLAHOMA-STATE,Oklahoma State,67.3,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,12,True,False,True,Home,True,9,21,55,35,61,9,6,52,1,0,82,230,695,0.5079136690647482,419,776,0.5399484536082474,83,188,680,0.4595588235294117,0.75
13,2020-01-07-21-texas-tech,27.3,6,6.5,2,82.5,74.3,26,0.47100000000000003,51,0.431,22,0.33299999999999996,17,0.529,9,1,200,90.5,48.3,14,21,57,4.0,9.5,6,0.255,13,0.308,4,62.5,40,0.48200000000000004,23.5,18,38,0.474,18,0.9229999999999999,12,"January 7, 2020",65.0,13,18.4,7,90.5,51.7,15,0.435,54,0.37,20,0.222,12,0.41700000000000004,5,4,200,82.5,25.7,9,18,52,22.0,12.7,8,0.426,23,0.304,7,37.5,24,0.436,16.8,12,31,0.419,13,0.7140000000000001,10,"United Supermarkets Arena, Lubbock, Texas",TEXAS-TECH,Texas Tech,62.9,Away,BAYLOR,Baylor,Texas Tech,big-12,13,False,True,True,Home,False,7,13,54,24,64,4,18,51,0,1,91,251,750,0.5166666666666667,454,837,0.5424133811230586,92,194,732,0.453551912568306,0.7692307692307693
14,2020-01-11-18-west-virginia,57.1,12,9.1,3,90.4,60.7,17,0.324,74,0.284,21,0.095,7,0.857,6,5,200,74.0,32.0,16,24,54,22.0,15.1,11,0.37799999999999995,28,0.214,6,42.3,33,0.349,13.5,12,46,0.326,15,0.667,10,"January 11, 2020",45.0,9,13.0,6,74.0,68.0,34,0.44799999999999995,48,0.41700000000000004,20,0.7290000000000001,35,0.657,23,2,200,90.4,39.3,11,16,66,17.0,9.6,7,0.313,15,0.2,3,57.7,45,0.511,23.1,19,33,0.515,17,0.867,13,"WVU Coliseum, Morgantown, West Virginia",TEXAS-TECH,Texas Tech,73.0,Home,WEST-VIRGINIA,West Virginia,Texas Tech,big-12,14,False,False,False,Away,False,6,15,74,33,78,3,17,48,0,1,98,264,804,0.5111940298507462,478,901,0.5305216426193119,96,212,783,0.454661558109834,0.7142857142857143
15,2020-01-14-20-kansas-state,52.0,13,9.1,2,92.6,81.0,17,0.5379999999999999,53,0.47200000000000003,25,0.491,26,0.769,20,5,200,113.2,40.7,11,24,77,23.0,14.7,10,0.34,18,0.389,7,58.3,28,0.589,16.8,13,35,0.514,18,0.688,11,"January 14, 2020",29.4,5,2.9,1,113.2,59.3,16,0.528,36,0.47200000000000003,17,0.9440000000000001,34,0.735,25,9,200,92.6,19.0,4,22,63,,7.4,5,0.389,14,0.28600000000000003,4,41.7,20,0.604,28.2,20,22,0.591,13,0.43799999999999994,7,"Bramlage Coliseum, Manhattan, Kansas",KANSAS-STATE,Kansas State,67.8,Away,TEXAS-TECH,Texas Tech,Texas Tech,big-12,15,False,False,False,Away,True,7,18,53,28,48,4,13,36,1,0,104,279,878,0.4954441913439636,511,979,0.5219611848825332,99,229,831,0.4542719614921781,0.6666666666666666
16,2020-01-18-16-texas-tech,35.0,7,4.0,1,107.5,84.2,16,0.384,56,0.35700000000000004,20,0.196,11,0.818,9,9,200,77.6,35.7,10,14,52,,4.5,3,0.39299999999999996,22,0.136,3,55.3,26,0.425,22.8,18,34,0.5,17,0.47100000000000003,8,"January 18, 2020",56.0,14,14.7,5,77.6,64.3,18,0.6409999999999999,46,0.5429999999999999,25,0.326,15,0.867,13,5,200,107.5,15.8,3,13,72,23.0,13.4,9,0.457,21,0.429,9,44.7,21,0.6779999999999999,22.2,15,25,0.64,16,0.706,12,"United Supermarkets Arena, Lubbock, Texas",IOWA-STATE,Iowa State,67.2,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,16,True,False,True,Home,True,9,16,46,21,47,3,17,56,1,0,111,297,931,0.4978517722878626,539,1027,0.5248296007789679,103,242,867,0.4573241061130334,0.6875
17,2020-01-21-20-texas-christian,68.2,15,6.9,2,101.6,65.6,21,0.47100000000000003,51,0.431,22,0.157,8,0.75,6,6,200,84.4,21.4,6,18,54,18.0,9.4,6,0.33299999999999996,17,0.235,4,45.0,27,0.493,21.6,15,34,0.529,18,0.667,12,"January 21, 2020",60.9,14,14.7,5,84.4,78.6,22,0.551,49,0.469,23,0.429,21,0.524,11,5,200,101.6,34.4,11,13,65,,12.5,8,0.408,20,0.4,8,55.0,33,0.551,21.6,16,29,0.517,15,0.722,13,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-TECH,Texas Tech,63.9,Home,TEXAS-CHRISTIAN,TCU,Texas Tech,big-12,17,False,False,False,Away,False,4,18,51,27,60,8,15,49,0,1,120,313,977,0.5046059365404298,560,1074,0.521415270018622,106,259,923,0.4528710725893825,0.7058823529411765
18,2020-01-25-18-texas-tech,50.0,12,13.3,6,96.1,74.3,26,0.5,55,0.436,24,0.455,25,0.84,21,4,225,98.7,30.0,9,23,76,15.0,7.8,6,0.273,15,0.467,7,53.8,35,0.568,22.4,19,40,0.425,17,0.789,15,"January 25, 2020",51.9,14,7.5,3,98.7,70.0,21,0.445,64,0.42200000000000004,27,0.359,23,0.7390000000000001,17,7,225,96.1,25.7,9,17,74,18.0,7.8,6,0.297,19,0.158,3,46.2,30,0.494,13.9,12,45,0.5329999999999999,24,0.632,12,"United Supermarkets Arena, Lubbock, Texas",TEXAS-TECH,Texas Tech,68.8,Away,KENTUCKY,Kentucky,Texas Tech,big-12,18,False,True,True,Home,False,3,24,64,30,65,7,17,55,0,1,124,331,1028,0.5029182879377432,587,1134,0.5176366843033511,114,274,972,0.4578189300411522,0.6666666666666666
19,2020-01-29-20-texas-tech,22.7,5,10.3,3,114.1,64.7,11,0.42100000000000004,57,0.386,22,0.7190000000000001,41,0.805,33,4,200,103.8,26.7,8,26,81,12.0,11.5,9,0.316,18,0.222,4,40.4,19,0.53,12.8,11,39,0.462,18,0.8,16,"January 29, 2020",68.0,17,17.9,7,103.8,73.3,22,0.6629999999999999,46,0.5429999999999999,25,0.696,32,0.875,28,7,200,114.1,35.3,6,28,89,,6.4,5,0.37,17,0.647,11,59.6,28,0.727,26.8,22,29,0.483,14,0.65,13,"United Supermarkets Arena, Lubbock, Texas",WEST-VIRGINIA,West Virginia,78.3,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,19,True,False,True,Home,True,11,14,46,28,47,4,18,57,1,0,127,355,1092,0.4995421245421245,617,1199,0.5145954962468724,121,291,1027,0.4600778967867575,0.631578947368421
20,2020-02-01-16-kansas,46.2,12,11.1,5,106.8,80.0,24,0.5,61,0.426,26,0.295,18,0.778,14,8,200,102.7,11.8,4,17,75,,9.6,7,0.344,21,0.429,9,43.8,28,0.539,11.6,9,40,0.425,17,0.619,13,"February 1, 2020",33.3,10,22.5,9,102.7,88.2,30,0.552,58,0.517,30,0.345,20,0.7,14,3,200,106.8,20.0,6,14,78,3.0,6.8,5,0.22399999999999998,13,0.308,4,56.3,36,0.578,13.0,10,45,0.578,26,0.857,18,"Allen Fieldhouse, Lawrence, Kansas",TEXAS-TECH,Texas Tech,73.0,Home,KANSAS,Kansas,Texas Tech,big-12,20,False,False,False,Away,False,9,17,61,28,64,4,26,58,0,1,138,369,1138,0.5061511423550088,645,1246,0.5176565008025682,125,309,1084,0.4580258302583026,0.65
21,2020-02-04-21-texas-tech,32.0,8,3.6,1,109.5,82.6,19,0.5,56,0.446,25,0.107,6,0.833,5,8,200,96.8,16.1,5,17,61,,11.1,7,0.429,24,0.25,6,44.4,24,0.518,14.6,10,32,0.594,19,0.636,14,"February 4, 2020",54.2,13,9.4,3,96.8,83.9,26,0.63,46,0.522,24,0.37,17,0.647,11,8,200,109.5,17.4,4,11,69,,12.7,8,0.391,18,0.556,10,55.6,30,0.638,19.6,13,28,0.5,14,0.636,14,"United Supermarkets Arena, Lubbock, Texas",OKLAHOMA,Oklahoma,63.5,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,21,True,False,True,Home,True,10,14,46,30,54,6,19,56,1,0,147,386,1199,0.505838198498749,673,1310,0.5137404580152671,129,335,1142,0.462784588441331,0.6190476190476191
22,2020-02-08-16-texas,33.3,7,23.1,9,83.8,73.0,27,0.5,45,0.467,21,0.489,22,0.773,17,8,200,91.2,4.0,1,12,62,,10.3,7,0.267,12,0.25,3,45.2,28,0.5589999999999999,19.2,13,33,0.545,18,0.652,15,"February 8, 2020",31.8,7,21.2,7,91.2,96.0,24,0.40299999999999997,62,0.355,22,0.129,8,0.875,7,9,200,83.8,27.0,10,20,57,,5.9,4,0.371,23,0.261,6,54.8,34,0.433,16.6,13,39,0.41,16,0.609,14,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,68.1,Away,TEXAS-TECH,Texas Tech,Texas Tech,big-12,22,False,False,False,Away,True,3,18,45,28,62,6,16,62,1,0,157,400,1245,0.5104417670682729,703,1364,0.5153958944281525,135,354,1198,0.4645242070116861,0.6363636363636364
23,2020-02-10-21-texas-tech,33.3,4,9.7,3,141.9,72.0,18,0.3,45,0.267,12,0.489,22,0.682,15,11,200,67.7,33.3,10,19,42,,3.2,2,0.42200000000000004,19,0.158,3,50.9,28,0.379,23.7,17,26,0.34600000000000003,9,0.542,13,"February 10, 2020",62.5,20,26.9,7,67.7,66.7,20,0.726,53,0.604,32,0.415,22,0.5,11,8,200,141.9,28.0,7,18,88,24.0,21.0,13,0.415,22,0.591,13,49.1,27,0.693,7.4,5,31,0.613,19,0.667,16,"United Supermarkets Arena, Lubbock, Texas",TEXAS-CHRISTIAN,TCU,62.0,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,23,True,False,True,Home,True,13,19,53,27,55,3,9,45,1,0,160,418,1290,0.5100775193798449,731,1426,0.5126227208976157,141,370,1260,0.4615079365079365,0.6521739130434783
24,2020-02-15-13-oklahoma-state,66.7,16,8.3,3,110.6,50.0,14,0.569,51,0.47100000000000003,24,0.392,20,0.6,12,9,200,106.1,19.2,5,22,70,24.0,12.1,8,0.451,23,0.435,10,35.2,19,0.579,16.7,12,28,0.5,14,0.64,16,"February 15, 2020",68.4,13,21.4,6,106.1,80.8,21,0.457,46,0.413,19,0.826,38,0.816,31,12,200,110.6,50.0,14,18,73,,12.1,8,0.217,10,0.4,4,64.8,35,0.57,19.3,15,36,0.41700000000000004,15,0.52,13,"Gallagher-Iba Arena, Stillwater, Oklahoma",TEXAS-TECH,Texas Tech,66.3,Home,OKLAHOMA-STATE,Oklahoma State,Texas Tech,big-12,24,False,False,False,Away,False,10,14,51,19,54,4,15,46,0,1,173,437,1343,0.5186150409530901,758,1481,0.511816340310601,144,379,1305,0.4559386973180077,0.6666666666666666
25,2020-02-19-21-texas-tech,39.1,9,0.0,0,106.2,71.4,15,0.521,48,0.479,23,0.396,19,0.632,12,17,200,95.4,28.6,8,21,62,,18.5,12,0.354,17,0.235,4,46.9,23,0.544,22.1,16,31,0.613,19,0.34600000000000003,9,"February 19, 2020",78.3,18,9.7,3,95.4,71.4,20,0.5870000000000001,46,0.5,23,0.37,17,0.882,15,9,200,106.2,28.6,6,16,69,,15.4,10,0.457,21,0.381,8,53.1,26,0.638,24.1,17,25,0.6,15,0.654,17,"United Supermarkets Arena, Lubbock, Texas",KANSAS-STATE,Kansas State,65.1,Home,TEXAS-TECH,Texas Tech,Texas Tech,big-12,25,True,False,True,Home,True,8,15,46,26,49,4,19,48,1,0,183,451,1394,0.5204447632711621,777,1535,0.5061889250814332,148,394,1351,0.4559585492227979,0.64
26,2020-02-22-18-iowa-state,46.9,15,15.4,6,86.4,62.2,23,0.625,56,0.5710000000000001,32,0.33899999999999997,19,0.895,17,9,200,131.8,36.4,8,22,87,,15.2,10,0.28600000000000003,16,0.375,6,52.5,31,0.669,14.6,11,40,0.65,26,0.667,18,"February 22, 2020",42.1,8,10.0,4,131.8,63.6,14,0.396,53,0.358,19,0.434,23,0.652,15,16,200,86.4,37.8,14,23,57,,7.6,5,0.264,14,0.28600000000000003,4,47.5,28,0.446,19.2,15,39,0.385,15,0.40700000000000003,11,"James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,66.5,Away,TEXAS-TECH,Texas Tech,Texas Tech,big-12,26,False,False,False,Away,True,6,26,56,31,59,4,15,53,1,0,191,466,1440,0.5225694444444444,803,1584,0.5069444444444444,152,413,1399,0.4581844174410293,0.6538461538461539
