,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,VANDERBILT_homegame,VANDERBILT_homegame2,VANDERBILT_home,VANDERBILT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
11,2019-12-30-20-vanderbilt,62.5,15,10.0,3,111.8,69.0,20,0.544,57,0.42100000000000004,24,0.24600000000000002,14,0.643,9,6,200,104.4,26.7,8,27,71,,8.8,6,0.544,31,0.452,14,47.5,28,0.5579999999999999,17.1,13,26,0.385,10,0.5,6,"December 30, 2019",50.0,11,7.7,2,104.4,73.3,22,0.5429999999999999,47,0.46799999999999997,22,0.787,37,0.6759999999999999,25,4,200,111.8,31.0,9,15,76,,11.8,8,0.36200000000000004,17,0.41200000000000003,7,52.5,31,0.588,14.8,11,30,0.5,15,0.667,8,"Memorial Gymnasium, Nashville, Tennessee",DAVIDSON,Davidson,67.6,Home,VANDERBILT,Vanderbilt,Vanderbilt,sec,11,True,False,True,Home,True,7,15,47,31,59,14,10,57,1,0,106,196,638,0.5564263322884012,356,687,0.5181950509461426,70,203,619,0.4975767366720517,0.6363636363636364
12,2020-01-04-21-vanderbilt,55.9,19,20.0,6,105.2,80.0,28,0.639,61,0.557,34,0.32799999999999996,20,0.7,14,2,225,119.5,32.1,9,18,92,,9.1,7,0.311,19,0.526,10,58.7,37,0.652,17.7,15,42,0.5710000000000001,24,0.846,11,"January 4, 2020",53.6,15,7.1,3,119.5,67.9,19,0.546,65,0.431,28,0.24600000000000002,16,0.625,10,5,225,105.2,20.0,7,17,81,,2.6,2,0.5379999999999999,35,0.429,15,41.3,26,0.5579999999999999,13.2,11,30,0.433,13,0.615,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,68.0,Away,SOUTHERN-METHODIST,SMU,Vanderbilt,sec,12,False,True,True,Home,False,15,13,65,26,63,10,24,61,0,1,113,211,685,0.5554744525547445,387,746,0.5187667560321716,84,213,676,0.5014792899408284,0.6666666666666666
13,2020-01-08-21-auburn,38.5,10,10.8,4,118.6,68.8,22,0.596,52,0.5,26,0.48100000000000004,25,0.68,17,6,200,112.9,17.2,5,28,79,,7.1,5,0.327,17,0.588,10,44.3,27,0.618,12.5,9,35,0.457,16,0.5710000000000001,8,"January 8, 2020",40.0,10,11.4,4,112.9,82.8,24,0.48200000000000004,57,0.439,25,0.667,38,0.737,28,0,200,118.6,31.3,10,21,83,5.0,2.9,2,0.35100000000000003,20,0.25,5,55.7,34,0.5529999999999999,9.8,8,37,0.541,20,1.0,14,"Auburn Arena, Auburn, Alabama",VANDERBILT,Vanderbilt,70.5,Home,AUBURN,Auburn,Vanderbilt,sec,13,False,False,False,Away,False,10,16,52,27,61,5,20,57,0,1,128,224,750,0.5546666666666666,413,809,0.5105067985166872,94,237,737,0.5128900949796472,0.6153846153846154
14,2020-01-11-15-vanderbilt,40.0,12,10.0,2,76.9,73.7,28,0.57,57,0.526,30,0.12300000000000001,7,0.5710000000000001,4,6,200,106.2,29.2,7,19,69,,10.8,7,0.281,16,0.313,5,56.5,35,0.5720000000000001,16.6,12,41,0.61,25,0.5710000000000001,8,"January 11, 2020",60.0,9,9.8,4,106.2,70.8,17,0.35,50,0.3,15,0.42,21,0.7140000000000001,15,7,200,76.9,26.3,10,14,50,,12.3,8,0.6,30,0.16699999999999998,5,43.5,27,0.41700000000000004,19.1,14,20,0.5,10,0.5329999999999999,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,64.7,Away,TEXAS-AM,Texas A&M,Vanderbilt,sec,14,False,True,True,Home,False,5,10,50,27,62,5,25,57,0,1,138,240,802,0.557356608478803,440,870,0.5057471264367817,99,257,794,0.510705289672544,0.5714285714285714
15,2020-01-15-20-arkansas,63.2,12,2.3,1,105.6,75.8,25,0.44799999999999995,48,0.396,19,0.45799999999999996,22,0.545,12,8,200,77.5,9.4,3,17,55,,0.0,0,0.41700000000000004,20,0.25,5,43.1,28,0.47,21.7,16,28,0.5,14,0.5,8,"January 15, 2020",61.3,19,10.7,3,77.5,90.6,29,0.523,64,0.484,31,0.23399999999999999,15,0.5329999999999999,8,2,200,105.6,24.2,8,19,75,,7.0,5,0.313,20,0.25,5,56.9,37,0.527,9.0,7,44,0.591,26,0.875,14,"Bud Walton Arena, Fayetteville, Arkansas",VANDERBILT,Vanderbilt,70.8,Home,ARKANSAS,Arkansas,Vanderbilt,sec,15,False,False,False,Away,False,5,14,48,28,65,5,26,64,0,1,143,250,852,0.54518779342723,467,932,0.5010729613733905,104,282,851,0.5146886016451234,0.5333333333333333
16,2020-01-18-18-vanderbilt,53.8,14,30.8,8,66.2,75.0,27,0.541,49,0.531,26,0.28600000000000003,14,0.929,13,6,200,97.1,27.3,6,25,66,,8.8,6,0.163,8,0.125,1,56.9,33,0.593,24.6,18,41,0.61,25,0.647,11,"January 18, 2020",25.0,3,4.9,2,97.1,72.7,16,0.235,51,0.235,12,0.51,26,0.8079999999999999,21,9,200,66.2,25.0,9,16,45,,10.3,7,0.49,25,0.0,0,43.1,25,0.355,18.3,14,26,0.462,12,0.47100000000000003,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,68.0,Away,TENNESSEE,Tennessee,Vanderbilt,sec,16,False,True,True,Home,False,0,12,51,25,58,1,25,49,0,1,148,264,900,0.54,495,997,0.4964894684052156,109,308,915,0.5153005464480874,0.5
17,2020-01-22-21-vanderbilt,50.0,12,17.9,7,79.5,84.4,38,0.5579999999999999,52,0.462,24,0.5579999999999999,29,0.655,19,7,200,98.7,33.3,11,22,77,,6.4,5,0.5579999999999999,29,0.345,10,62.8,49,0.585,27.0,24,23,0.609,14,0.611,11,"January 22, 2020",40.0,8,21.7,5,98.7,66.7,22,0.34600000000000003,65,0.308,20,0.308,20,0.85,17,10,200,79.5,15.6,7,23,62,,16.7,13,0.4,26,0.192,5,37.2,29,0.41600000000000004,11.9,10,39,0.385,15,0.444,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,78.1,Away,ALABAMA,Alabama,Vanderbilt,sec,17,False,True,True,Home,False,5,15,65,29,78,10,14,52,0,1,148,276,951,0.5236593059936908,520,1055,0.4928909952606635,110,333,964,0.5165975103734439,0.4705882352941176
18,2020-01-25-20-south-carolina,47.4,9,4.7,2,123.3,64.5,20,0.377,57,0.33299999999999996,19,0.614,35,0.6,21,11,200,87.7,25.0,10,23,64,,8.2,6,0.526,30,0.16699999999999998,5,42.3,30,0.435,12.1,10,27,0.519,14,0.42100000000000004,8,"January 25, 2020",60.6,20,7.4,2,87.7,75.0,30,0.598,61,0.541,33,0.39299999999999996,24,0.708,17,8,200,123.3,35.5,11,29,90,,8.2,6,0.295,18,0.389,7,57.7,41,0.622,13.3,11,43,0.605,26,0.579,11,"The Colonial Life Arena, Columbia, South Carolina",VANDERBILT,Vanderbilt,73.0,Home,SOUTH-CAROLINA,South Carolina,Vanderbilt,sec,18,False,False,False,Away,False,5,14,57,30,71,7,26,61,0,1,153,291,1016,0.5123031496062992,549,1133,0.4845542806707856,120,347,1016,0.5187007874015748,0.4444444444444444
19,2020-01-29-18-kentucky,38.1,8,10.9,5,106.0,75.0,21,0.47200000000000003,54,0.389,21,0.29600000000000004,16,0.688,11,12,200,92.5,24.2,8,19,62,,7.5,5,0.48100000000000004,26,0.34600000000000003,9,47.5,29,0.503,16.4,12,28,0.429,12,0.4,8,"January 29, 2020",50.0,13,10.7,3,92.5,75.8,25,0.491,56,0.46399999999999997,26,0.33899999999999997,19,0.8420000000000001,16,4,200,106.0,25.0,7,16,71,13.0,6.0,4,0.179,10,0.3,3,52.5,32,0.546,14.6,11,46,0.5,23,0.8,16,"Rupp Arena, Lexington, Kentucky",VANDERBILT,Vanderbilt,67.3,Home,KENTUCKY,Kentucky,Vanderbilt,sec,19,False,False,False,Away,False,9,12,54,29,61,3,23,56,0,1,158,305,1073,0.5051258154706431,579,1204,0.4808970099667774,127,373,1077,0.5232126276694522,0.42105263157894735
20,2020-02-01-20-vanderbilt,59.1,13,13.0,3,85.9,79.3,23,0.491,54,0.40700000000000003,22,0.24100000000000002,13,0.615,8,8,200,95.3,12.1,4,17,61,,7.8,5,0.426,23,0.391,9,43.5,27,0.507,10.5,7,31,0.419,13,0.619,13,"February 1, 2020",35.3,6,3.2,1,95.3,87.9,29,0.444,45,0.37799999999999995,17,0.444,20,0.75,15,13,200,85.9,20.7,6,16,55,,6.3,4,0.489,22,0.273,6,56.5,35,0.505,24.0,17,23,0.478,11,0.381,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,64.3,Away,FLORIDA,Florida,Vanderbilt,sec,20,False,True,True,Home,False,6,11,45,35,62,9,13,54,0,1,167,317,1127,0.5035492457852706,608,1265,0.4806324110671937,130,396,1133,0.5216240070609003,0.4
21,2020-02-05-21-vanderbilt,34.5,10,6.5,2,128.6,86.7,26,0.5,62,0.46799999999999997,29,0.581,36,0.778,28,5,200,116.9,30.3,10,21,90,18.0,5.2,4,0.29,18,0.222,4,57.1,36,0.569,10.4,9,44,0.568,25,0.773,17,"February 5, 2020",40.0,14,2.3,1,116.9,69.7,23,0.672,61,0.574,35,0.377,23,0.7390000000000001,17,13,200,128.6,13.3,4,25,99,,7.8,6,0.4920000000000001,30,0.4,12,42.9,27,0.688,10.1,8,31,0.742,23,0.409,9,"Memorial Gymnasium, Nashville, Tennessee",LOUISIANA-STATE,LSU,77.0,Home,VANDERBILT,Vanderbilt,Vanderbilt,sec,21,True,False,True,Home,True,12,23,61,27,63,4,25,62,1,0,173,328,1172,0.5012798634812287,643,1327,0.4845516201959307,139,409,1187,0.5202190395956192,0.3809523809523809
22,2020-02-08-20-mississippi-state,39.1,9,2.6,1,109.6,78.6,22,0.44799999999999995,58,0.397,23,0.397,23,0.7829999999999999,18,14,200,95.9,16.7,6,20,70,,15.1,11,0.414,24,0.25,6,43.8,28,0.508,11.7,9,34,0.5,17,0.391,9,"February 8, 2020",53.6,15,23.5,8,95.9,83.3,30,0.575,53,0.528,28,0.47200000000000003,25,0.76,19,8,200,109.6,21.4,6,19,80,,5.5,4,0.264,14,0.35700000000000004,5,56.3,36,0.617,20.0,16,39,0.59,23,0.652,15,"Humphrey Coliseum, Starkville, Mississippi",VANDERBILT,Vanderbilt,73.4,Home,MISSISSIPPI-STATE,Mississippi State,Vanderbilt,sec,22,False,False,False,Away,False,6,17,58,28,64,5,23,53,0,1,185,351,1233,0.5097323600973236,670,1390,0.4820143884892086,143,434,1249,0.5192153722978383,0.4090909090909091
23,2020-02-11-19-vanderbilt,42.9,12,38.7,12,94.1,84.2,32,0.525,59,0.475,28,0.322,19,0.8420000000000001,16,5,200,114.7,25.8,8,19,78,12.0,7.4,5,0.153,9,0.667,6,58.0,40,0.573,10.6,8,50,0.44,22,0.792,19,"February 11, 2020",59.1,13,8.0,4,114.7,74.2,23,0.466,59,0.373,22,0.28800000000000003,17,0.529,9,15,200,94.1,15.8,6,19,64,,4.4,3,0.475,28,0.39299999999999996,11,42.0,29,0.47700000000000004,8.3,6,31,0.355,11,0.375,9,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,67.6,Away,KENTUCKY,Kentucky,Vanderbilt,sec,23,False,True,True,Home,False,11,11,59,29,69,6,22,59,0,1,191,368,1291,0.5069713400464756,698,1454,0.4800550206327373,148,457,1302,0.521505376344086,0.39130434782608703
24,2020-02-15-20-florida,57.9,11,3.1,1,118.3,71.4,20,0.469,49,0.38799999999999996,19,0.469,23,0.87,20,16,200,93.0,25.0,7,23,66,,8.5,6,0.34700000000000003,17,0.47100000000000003,8,48.2,27,0.551,22.3,17,32,0.344,11,0.36,9,"February 15, 2020",59.3,16,25.0,8,93.0,75.0,21,0.615,52,0.519,27,0.5770000000000001,30,0.667,20,9,200,118.3,28.6,8,23,84,,9.9,7,0.385,20,0.5,10,51.8,29,0.634,17.7,14,32,0.531,17,0.64,16,"Stephen C. O'Connell Center, Gainesville, Florida",VANDERBILT,Vanderbilt,71.1,Home,FLORIDA,Florida,Vanderbilt,sec,24,False,False,False,Away,False,8,11,49,27,56,10,17,52,0,1,202,379,1350,0.5051851851851852,727,1523,0.4773473407747866,154,479,1361,0.5216752387950037,0.375
25,2020-02-18-18-tennessee,38.1,8,5.9,2,94.2,75.0,21,0.431,58,0.36200000000000004,21,0.22399999999999998,13,0.846,11,17,200,88.4,17.6,6,21,61,,15.9,11,0.466,27,0.29600000000000004,8,43.5,27,0.475,14.7,11,31,0.419,13,0.34600000000000003,9,"February 18, 2020",81.0,17,22.6,7,88.4,82.4,28,0.46,50,0.42,21,0.44,22,0.8640000000000001,19,11,200,94.2,25.0,7,15,65,,13.0,9,0.32,16,0.25,4,56.5,35,0.5379999999999999,20.1,15,34,0.5,17,0.5770000000000001,15,"Thompson-Boling Arena, Knoxville, Tennessee",VANDERBILT,Vanderbilt,68.8,Home,TENNESSEE,Tennessee,Vanderbilt,sec,25,False,False,False,Away,False,8,13,58,27,62,4,17,50,0,1,210,390,1399,0.5039313795568263,754,1579,0.4775174160861305,164,496,1413,0.5251238499646143,0.36
26,2020-02-22-18-vanderbilt,36.7,11,6.3,2,114.7,86.4,19,0.616,56,0.536,30,0.268,15,0.733,11,13,200,117.6,34.8,8,23,80,,7.4,5,0.375,21,0.429,9,60.0,27,0.634,17.2,13,35,0.6,21,0.519,14,"February 22, 2020",25.9,7,5.7,2,117.6,65.2,15,0.649,47,0.574,27,0.532,25,0.68,17,18,200,114.7,13.6,3,18,78,,11.8,8,0.319,15,0.467,7,40.0,18,0.662,15.9,11,32,0.625,20,0.33299999999999996,9,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,67.5,Away,GEORGIA,Georgia,Vanderbilt,sec,26,False,True,True,Home,False,7,20,47,18,45,9,21,56,0,1,218,403,1457,0.5010295126973233,781,1641,0.4759293113954906,168,513,1463,0.5228981544771019,0.3461538461538461
