,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WESTERN-CAROLINA_homegame,WESTERN-CAROLINA_homegame2,WESTERN-CAROLINA_home,WESTERN-CAROLINA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2020-02-01-14-chattanooga,29.2,7,5.3,2,87.1,78.6,33,0.44799999999999995,58,0.414,24,0.24100000000000002,14,0.857,12,7,200,91.4,25.0,8,16,64,,2.9,2,0.397,23,0.174,4,55.4,41,0.495,15.8,12,35,0.5710000000000001,20,0.667,14,"February 1, 2020",54.5,12,5.7,2,91.4,75.0,24,0.392,65,0.33799999999999997,22,0.231,15,0.667,10,9,200,87.1,21.4,9,14,61,,11.4,8,0.415,27,0.259,7,44.6,33,0.423,11.2,9,38,0.395,15,0.609,14,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,70.4,Away,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,20,False,False,False,Away,True,4,20,58,41,74,7,15,65,1,0,206,344,1169,0.5585970915312233,700,1330,0.5263157894736842,140,399,1238,0.4919224555735057,0.65
21,2020-02-05-19-samford,57.1,16,7.3,3,89.7,76.3,29,0.525,60,0.467,28,0.41700000000000004,25,0.6,15,7,200,100.0,24.3,9,20,78,,7.7,6,0.3670000000000001,22,0.318,7,50.7,38,0.5429999999999999,16.5,14,38,0.5529999999999999,21,0.682,15,"February 5, 2020",33.3,7,7.9,3,100.0,75.7,28,0.365,63,0.33299999999999996,21,0.413,26,0.9229999999999999,24,17,200,89.7,23.7,9,22,70,,10.3,8,0.349,22,0.182,4,49.3,37,0.46399999999999997,13.9,12,41,0.415,17,0.32,8,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,77.6,Away,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,21,False,False,False,Away,True,7,21,60,38,75,4,17,63,1,0,210,364,1227,0.5533822330888346,741,1404,0.5277777777777778,147,414,1303,0.4869531849577897,0.6666666666666666
22,2020-02-08-14-western-carolina,44.4,12,4.0,1,105.8,74.1,20,0.611,54,0.5,27,0.46299999999999997,25,0.64,16,5,200,118.8,15.4,4,17,82,,8.7,6,0.48100000000000004,26,0.462,12,45.3,24,0.622,13.3,10,28,0.536,15,0.8,20,"February 8, 2020",60.0,15,10.7,3,118.8,84.6,22,0.593,54,0.46299999999999997,25,0.222,12,0.75,9,8,200,105.8,25.9,7,20,73,,7.2,5,0.537,29,0.483,14,54.7,29,0.611,19.1,14,25,0.44,11,0.652,15,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,69.3,Away,FURMAN,Furman,Western Carolina,southern,22,False,True,True,Home,False,14,11,54,29,53,12,15,54,0,1,217,385,1287,0.552059052059052,779,1479,0.5267072346179851,151,431,1366,0.4813323572474378,0.6818181818181818
23,2020-02-12-19-north-carolina-greensboro,42.9,9,2.8,1,115.5,75.0,21,0.375,60,0.35,21,0.41700000000000004,25,0.68,17,9,200,87.3,29.7,11,16,62,,5.6,4,0.3,18,0.16699999999999998,3,49.2,32,0.431,12.3,10,42,0.429,18,0.625,15,"February 12, 2020",29.0,9,19.0,8,87.3,70.3,26,0.573,62,0.5,31,0.27399999999999997,17,0.647,11,6,200,115.5,25.0,7,22,82,,11.3,8,0.419,26,0.34600000000000003,9,50.8,33,0.585,11.5,9,36,0.611,22,0.769,20,"Greensboro Coliseum, Greensboro, North Carolina",WESTERN-CAROLINA,Western Carolina,71.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Western Carolina,southern,23,False,False,False,Away,False,3,18,60,32,65,9,22,62,0,1,231,396,1341,0.5536912751677853,808,1532,0.5274151436031331,163,446,1420,0.4862676056338029,0.6521739130434783
24,2020-02-15-19-wofford,41.4,12,9.7,3,105.7,80.0,28,0.654,52,0.5579999999999999,29,0.25,13,0.9229999999999999,12,9,200,114.3,22.2,4,15,80,,5.7,4,0.385,20,0.5,10,60.4,32,0.688,21.7,16,32,0.594,19,0.64,16,"February 15, 2020",62.1,18,9.4,3,114.3,77.8,14,0.523,64,0.45299999999999996,29,0.172,11,0.636,7,11,200,105.7,20.0,7,17,74,,11.4,8,0.516,33,0.273,9,39.6,21,0.534,10.4,8,31,0.645,20,0.593,16,"Richardson Indoor Stadium, Spartanburg, South Carolina",WOFFORD,Wofford,70.2,Away,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,24,False,False,False,Away,True,10,19,52,32,53,9,20,64,1,0,234,414,1401,0.5460385438972163,840,1597,0.5259862241703194,172,468,1482,0.4898785425101215,0.625
25,2020-02-19-19-western-carolina,57.7,15,13.8,4,101.4,74.3,26,0.602,54,0.48100000000000004,26,0.278,15,0.6,9,20,200,105.7,20.0,6,19,74,,4.3,3,0.63,34,0.382,13,49.2,32,0.605,14.2,10,20,0.65,13,0.28600000000000003,8,"February 19, 2020",68.2,15,10.0,2,105.7,80.0,24,0.449,59,0.373,22,0.39,23,0.7829999999999999,18,10,200,101.4,25.7,9,15,71,,7.1,5,0.508,30,0.3,9,50.8,33,0.508,15.8,13,29,0.44799999999999995,13,0.615,16,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,69.5,Away,VIRGINIA-MILITARY-INSTITUTE,VMI,Western Carolina,southern,25,False,True,True,Home,False,9,13,59,33,65,13,13,54,0,1,244,433,1453,0.5498967653131452,872,1650,0.5284848484848484,181,488,1546,0.49126778783958597,0.64
26,2020-02-22-19-western-carolina,46.4,13,14.7,5,126.3,69.7,23,0.5920000000000001,60,0.467,28,0.217,13,1.0,13,21,200,110.5,16.7,5,19,84,,7.9,6,0.5670000000000001,34,0.441,15,44.4,28,0.635,17.6,14,26,0.5,13,0.222,6,"February 22, 2020",62.5,20,3.8,1,110.5,83.3,25,0.5670000000000001,67,0.478,32,0.34299999999999997,23,0.87,20,10,200,126.3,30.3,10,14,96,,7.9,6,0.493,33,0.364,12,55.6,35,0.616,9.4,8,34,0.588,20,0.63,17,"Ramsey Center, Cullowhee, North Carolina",CITADEL,Citadel,75.6,Home,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,26,True,False,True,Home,True,12,20,67,35,63,15,13,60,1,0,253,446,1512,0.5459656084656085,905,1715,0.5276967930029155,194,501,1600,0.495,0.6153846153846154
27,2020-02-26-19-western-carolina,40.0,10,9.3,4,126.7,67.6,23,0.435,69,0.36200000000000004,25,0.33299999999999996,23,0.7829999999999999,18,22,200,90.7,20.0,9,18,78,,8.1,7,0.536,37,0.27,10,40.5,32,0.488,15.0,14,32,0.469,15,0.29,9,"February 26, 2020",70.0,28,3.1,1,90.7,80.0,36,0.625,76,0.526,40,0.22399999999999998,17,0.8240000000000001,14,10,200,126.7,32.4,11,17,109,,10.5,9,0.434,33,0.455,15,59.5,47,0.648,14.4,14,43,0.581,25,0.643,18,"Ramsey Center, Cullowhee, North Carolina",SAMFORD,Samford,86.0,Home,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,27,True,False,True,Home,True,15,25,76,47,79,10,15,69,1,0,265,466,1579,0.5468651044965168,940,1778,0.5286839145106862,209,514,1660,0.4984939759036144,0.6296296296296297
28,2020-02-29-16-east-tennessee-state,66.7,14,9.4,3,97.1,72.5,29,0.625,40,0.525,21,0.675,27,0.63,17,11,200,95.7,27.3,6,18,67,,5.7,4,0.475,19,0.42100000000000004,8,56.5,35,0.634,29.8,22,21,0.619,13,0.621,18,"February 29, 2020",58.3,14,14.3,3,95.7,72.7,16,0.45299999999999996,64,0.375,24,0.203,13,0.769,10,4,200,97.1,27.5,11,24,68,,10.0,7,0.5,32,0.313,10,43.5,27,0.485,13.6,11,32,0.43799999999999994,14,0.871,27,"Freedom Hall Civic Center, Johnson City, Tennessee",WESTERN-CAROLINA,Western Carolina,69.5,Home,EAST-TENNESSEE-STATE,ETSU,Western Carolina,southern,28,False,False,False,Away,False,8,13,40,35,62,10,14,64,0,1,280,491,1655,0.5504531722054381,987,1857,0.531502423263328,219,529,1729,0.4959514170040486,0.6428571428571429
29,2020-03-07-14-mercer,45.5,10,5.3,2,84.8,72.4,21,0.607,42,0.524,22,0.667,28,0.679,19,11,200,106.1,11.5,3,13,70,,9.1,6,0.524,22,0.318,7,43.6,24,0.633,18.1,12,20,0.75,15,0.633,19,"March 7, 2020",45.5,10,5.0,1,106.1,88.5,23,0.455,55,0.4,22,0.2,11,0.545,6,15,200,84.8,27.6,8,25,56,,9.1,6,0.309,17,0.353,6,56.4,31,0.465,21.1,16,38,0.42100000000000004,16,0.531,17,"U.S. Cellular Center, Asheville, North Carolina",MERCER,Mercer,66.3,Away,WESTERN-CAROLINA,Western Carolina,Western Carolina,southern,29,False,False,False,Away,True,7,15,42,24,55,6,16,55,1,0,288,504,1695,0.552212389380531,1022,1919,0.532569046378322,229,543,1793,0.4944227551589514,0.6206896551724138
30,2020-03-08-16-east-tennessee-state,52.2,12,5.0,2,129.3,70.8,17,0.5,53,0.434,23,0.585,31,0.71,22,12,200,100.0,18.8,6,25,75,,9.3,7,0.47200000000000003,25,0.28,7,41.1,23,0.5539999999999999,15.3,12,28,0.5710000000000001,16,0.613,19,"March 8, 2020",44.1,15,10.7,3,100.0,81.3,26,0.655,58,0.586,34,0.5,29,0.7240000000000001,21,4,200,129.3,29.2,7,27,97,,8.0,6,0.31,18,0.444,8,58.9,33,0.6759999999999999,13.5,11,40,0.65,26,0.879,29,"U.S. Cellular Center, Asheville, North Carolina",WESTERN-CAROLINA,Western Carolina,74.8,Home,EAST-TENNESSEE-STATE,ETSU,Western Carolina,southern,30,False,False,False,Away,False,7,16,53,23,56,8,26,58,0,1,295,519,1737,0.5535405872193437,1046,1974,0.5298885511651469,235,559,1848,0.4932359307359308,0.6333333333333333
