,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAINT-JOSEPHS_homegame,SAINT-JOSEPHS_homegame2,SAINT-JOSEPHS_home,SAINT-JOSEPHS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-10-19-temple,38.1,8,0.0,0,131.7,79.2,19,0.40299999999999997,67,0.313,21,0.149,10,0.7,7,9,200,74.4,10.9,5,16,61,,4.9,4,0.627,42,0.28600000000000003,12,34.3,24,0.425,14.4,12,25,0.36,9,0.182,2,"December 10, 2019",45.2,19,16.0,4,74.4,89.1,41,0.687,67,0.627,42,0.373,25,0.64,16,2,200,131.7,20.8,5,11,108,,9.8,8,0.22399999999999998,15,0.5329999999999999,8,65.7,46,0.685,12.4,11,52,0.654,34,0.778,7,"Liacouras Center, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,81.8,Home,TEMPLE,Temple,Saint Joseph's,atlantic-10,10,False,False,False,Away,False,12,9,67,24,70,8,34,67,0,1,89,157,640,0.45390625,327,702,0.4658119658119658,82,197,625,0.512,0.2
11,2019-12-19-19-saint-josephs,62.5,15,5.0,1,115.1,85.3,29,0.45899999999999996,61,0.39299999999999996,24,0.262,16,0.813,13,4,200,94.5,16.7,6,17,69,,6.8,5,0.426,26,0.308,8,50.0,35,0.503,12.8,10,35,0.457,16,0.667,8,"December 19, 2019",63.0,17,11.4,4,94.5,83.3,30,0.556,63,0.429,27,0.302,19,0.737,14,9,200,115.1,14.7,5,14,84,,6.8,5,0.6829999999999999,43,0.3720000000000001,16,50.0,35,0.583,7.8,6,20,0.55,11,0.25,3,"Hagan Arena, Philadelphia, Pennsylvania",WILLIAM-MARY,William & Mary,72.8,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,11,True,False,True,Home,True,16,11,63,35,70,8,16,61,1,0,101,166,707,0.4490806223479491,351,772,0.4546632124352332,90,231,692,0.5289017341040463,0.18181818181818185
12,2020-01-02-19-richmond,40.9,9,10.0,4,112.0,82.4,28,0.41700000000000004,60,0.3670000000000001,22,0.1,6,0.33299999999999996,2,10,200,69.3,22.2,8,18,52,,5.3,4,0.5,30,0.2,6,51.4,36,0.414,25.1,21,30,0.5329999999999999,16,0.231,3,"January 2, 2020",51.6,16,10.0,3,69.3,77.8,28,0.5379999999999999,65,0.47700000000000004,31,0.215,14,1.0,14,3,200,112.0,17.6,6,9,84,,12.0,9,0.385,25,0.32,8,48.6,34,0.586,10.1,8,40,0.575,23,0.7859999999999999,11,"Robins Center, Richmond, Virginia",SAINT-JOSEPHS,St. Joseph's,74.8,Home,RICHMOND,Richmond,Saint Joseph's,atlantic-10,12,False,False,False,Away,False,6,16,60,36,70,8,23,65,0,1,117,177,770,0.4577922077922078,386,842,0.4584323040380047,98,247,753,0.5232403718459495,0.25
13,2020-01-05-13-saint-josephs,63.0,17,13.8,4,91.8,83.8,31,0.516,61,0.44299999999999995,27,0.295,18,0.9440000000000001,17,2,200,109.6,10.3,3,21,80,20.0,6.8,5,0.475,29,0.31,9,51.5,34,0.575,10.4,8,32,0.563,18,0.867,13,"January 5, 2020",59.1,13,15.6,5,109.6,89.7,26,0.491,55,0.4,22,0.4,22,0.591,13,11,200,91.8,16.2,6,17,67,,4.1,3,0.473,26,0.385,10,48.5,32,0.512,15.6,12,29,0.414,12,0.214,3,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,73.0,Away,DAYTON,Dayton,Saint Joseph's,atlantic-10,13,False,True,True,Home,False,10,12,55,32,66,9,18,61,0,1,123,193,830,0.4548192771084337,422,912,0.462719298245614,106,270,818,0.5244498777506112,0.2307692307692308
14,2020-01-08-19-saint-josephs,50.0,15,23.7,9,85.7,58.3,28,0.5670000000000001,60,0.5,30,0.25,15,0.667,10,2,200,111.4,25.8,8,17,78,,5.7,4,0.45,27,0.29600000000000004,8,45.6,36,0.581,9.5,7,33,0.667,22,0.867,13,"January 8, 2020",42.9,9,15.2,5,111.4,74.2,23,0.322,73,0.28800000000000003,21,0.301,22,0.591,13,12,200,85.7,41.7,20,14,60,,2.9,2,0.479,35,0.14300000000000002,5,54.4,43,0.359,10.8,10,38,0.42100000000000004,16,0.2,3,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,69.8,Away,DUQUESNE,Duquesne,Saint Joseph's,atlantic-10,14,False,True,True,Home,False,5,16,73,43,79,8,22,60,0,1,133,205,885,0.4570621468926554,454,978,0.4642126789366053,115,288,879,0.5238907849829352,0.21428571428571427
15,2020-01-11-14-davidson,53.8,14,11.9,5,108.5,76.3,29,0.508,65,0.4,26,0.308,20,0.85,17,13,225,101.2,18.9,7,23,83,,8.5,7,0.569,37,0.37799999999999995,14,48.0,36,0.557,16.9,15,28,0.429,12,0.188,3,"January 11, 2020",40.7,11,3.6,1,101.2,81.1,30,0.4920000000000001,63,0.429,27,0.5710000000000001,36,0.75,27,8,225,108.5,23.7,9,16,89,,9.8,8,0.33299999999999996,21,0.381,8,52.0,39,0.556,11.3,10,42,0.452,19,0.467,7,"Belk Arena, Davidson, North Carolina",SAINT-JOSEPHS,St. Joseph's,72.7,Home,DAVIDSON,Davidson,Saint Joseph's,atlantic-10,15,False,False,False,Away,False,14,12,65,36,75,8,19,63,0,1,138,221,958,0.4467640918580376,497,1057,0.4701986754966888,123,310,939,0.5266240681576145,0.2
16,2020-01-15-19-saint-josephs,27.6,8,12.1,4,85.9,64.9,24,0.43,71,0.408,29,0.29600000000000004,21,0.47600000000000003,10,5,200,100.0,44.2,19,16,71,,14.1,10,0.183,13,0.231,3,53.8,43,0.43799999999999994,7.0,6,58,0.44799999999999995,26,0.688,11,"January 15, 2020",60.9,14,3.4,2,100.0,55.8,24,0.41100000000000003,62,0.371,23,0.306,19,0.526,10,14,200,85.9,35.1,13,17,61,,0.0,0,0.46799999999999997,29,0.172,5,46.3,37,0.429,17.6,15,33,0.545,18,0.17600000000000002,3,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,70.5,Away,RHODE-ISLAND,Rhode Island,Saint Joseph's,atlantic-10,16,False,True,True,Home,False,5,18,62,37,80,3,26,71,0,1,152,233,1023,0.4506353861192571,533,1132,0.4708480565371025,131,329,1002,0.5244510978043913,0.1875
17,2020-01-18-14-pennsylvania,46.7,14,2.9,1,102.5,80.0,28,0.59,61,0.4920000000000001,30,0.311,19,0.789,15,14,200,110.1,26.5,9,16,87,,6.3,5,0.44299999999999995,27,0.444,12,53.6,37,0.621,17.8,15,34,0.529,18,0.222,4,"January 18, 2020",45.2,14,0.0,0,110.1,73.5,25,0.507,68,0.456,31,0.25,17,0.706,12,7,200,102.5,20.0,7,21,81,,10.1,8,0.5,34,0.20600000000000002,7,46.4,32,0.532,13.7,12,34,0.706,24,0.5,7,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,78.6,Away,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,17,False,False,False,Away,True,12,18,61,37,69,7,24,68,1,0,157,251,1085,0.4483870967741935,570,1212,0.4702970297029703,134,355,1073,0.5181733457595527,0.17647058823529413
18,2020-01-21-21-saint-josephs,63.0,17,8.3,2,82.2,79.4,27,0.456,68,0.397,27,0.235,16,0.688,11,5,200,100.0,24.4,10,20,73,,19.2,14,0.33799999999999997,23,0.348,8,49.3,37,0.483,7.4,6,45,0.42200000000000004,19,0.737,14,"January 21, 2020",87.5,14,8.9,4,100.0,75.6,31,0.402,51,0.314,16,0.49,25,0.76,19,15,200,82.2,20.6,7,13,60,,4.1,3,0.529,27,0.33299999999999996,9,50.7,38,0.47700000000000004,22.5,18,24,0.292,7,0.21100000000000002,4,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,72.7,Away,VIRGINIA-COMMONWEALTH,VCU,Saint Joseph's,atlantic-10,18,False,True,True,Home,False,9,7,51,38,75,8,19,68,0,1,169,269,1146,0.4559336823734729,607,1281,0.473848555815769,141,379,1141,0.5175284837861525,0.2222222222222222
19,2020-01-25-16-george-washington,45.8,11,5.7,2,121.4,87.5,28,0.518,55,0.436,24,0.327,18,0.667,12,16,200,98.6,18.2,6,20,69,,5.7,4,0.455,25,0.36,9,52.3,34,0.5429999999999999,17.1,13,30,0.5,15,0.2,4,"January 25, 2020",58.1,18,16.7,5,98.6,81.8,27,0.643,56,0.5539999999999999,31,0.41100000000000003,23,0.565,13,11,200,121.4,12.5,4,15,85,,8.6,6,0.375,21,0.47600000000000003,10,47.7,31,0.635,9.6,7,35,0.6,21,0.45,9,"Charles E. Smith Center, Washington, District of Columbia",SAINT-JOSEPHS,St. Joseph's,70.2,Home,GEORGE-WASHINGTON,George Washington,Saint Joseph's,atlantic-10,19,False,False,False,Away,False,9,15,55,34,65,10,21,56,0,1,178,276,1197,0.4536340852130326,645,1356,0.4756637168141593,149,398,1209,0.5140612076095947,0.21052631578947367
20,2020-01-29-19-massachusetts,50.0,14,4.5,2,126.4,84.2,16,0.57,57,0.491,28,0.316,18,0.611,11,17,200,105.6,38.5,10,18,76,,6.9,5,0.439,25,0.36,9,57.8,26,0.58,19.8,16,32,0.594,19,0.19,4,"January 29, 2020",68.4,26,3.1,1,105.6,61.5,16,0.6829999999999999,60,0.633,38,0.217,13,0.6920000000000001,9,12,200,126.4,15.8,3,21,91,,8.3,6,0.267,16,0.375,6,42.2,19,0.688,12.0,9,44,0.727,32,0.429,9,"Mullins Center, Amherst, Massachusetts",SAINT-JOSEPHS,St. Joseph's,71.9,Home,MASSACHUSETTS,UMass,Saint Joseph's,atlantic-10,20,False,False,False,Away,False,9,19,57,26,45,6,32,60,0,1,187,291,1252,0.4564696485623003,679,1421,0.477832512315271,159,419,1265,0.5197628458498024,0.2
21,2020-02-01-18-saint-josephs,42.3,11,15.0,3,102.8,84.6,22,0.467,61,0.426,26,0.45899999999999996,28,0.75,21,5,200,109.9,38.2,13,15,78,,16.9,12,0.18,11,0.455,5,58.3,35,0.525,8.7,7,50,0.42,21,0.773,17,"February 1, 2020",34.8,8,6.0,3,109.9,61.8,21,0.547,53,0.434,23,0.321,17,0.882,15,18,200,102.8,15.4,4,22,73,,8.5,6,0.623,33,0.364,12,41.7,25,0.598,20.9,16,20,0.55,11,0.182,4,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,70.7,Away,SAINT-LOUIS,Saint Louis,Saint Joseph's,atlantic-10,21,False,True,True,Home,False,12,11,53,25,60,5,21,61,0,1,196,310,1309,0.4614209320091673,705,1466,0.4809004092769441,165,451,1325,0.5271698113207547,0.19047619047619047
22,2020-02-08-17-la-salle,61.9,13,6.7,2,116.9,58.8,20,0.414,58,0.36200000000000004,21,0.379,22,0.818,18,19,200,93.0,39.4,13,23,66,,7.0,5,0.431,25,0.24,6,49.3,33,0.48200000000000004,20.1,17,33,0.455,15,0.174,4,"February 8, 2020",59.3,16,9.1,3,93.0,60.6,20,0.5579999999999999,60,0.45,27,0.4,24,0.667,16,11,200,116.9,41.2,14,21,83,,11.3,8,0.5,30,0.433,13,50.7,34,0.581,14.5,12,30,0.467,14,0.5,11,"Tom Gola Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,70.9,Home,LA-SALLE,La Salle,Saint Joseph's,atlantic-10,22,False,False,False,Away,False,6,15,58,33,67,13,14,60,0,1,208,321,1362,0.4647577092511013,730,1526,0.4783748361730013,170,472,1386,0.5245310245310245,0.18181818181818185
23,2020-02-11-19-saint-josephs,69.0,20,12.5,4,84.8,81.1,30,0.5820000000000001,61,0.475,29,0.08199999999999999,5,0.6,3,8,200,112.1,25.0,7,12,74,,10.6,7,0.508,31,0.419,13,56.9,37,0.584,11.2,8,30,0.5329999999999999,16,0.68,17,"February 11, 2020",45.5,10,10.0,3,112.1,75.0,21,0.41700000000000004,60,0.3670000000000001,22,0.133,8,0.75,6,20,200,84.8,18.9,7,6,56,,6.1,4,0.467,28,0.214,6,43.1,28,0.439,13.6,10,32,0.5,16,0.16699999999999998,4,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,65.6,Away,ST-BONAVENTURE,St. Bonaventure,Saint Joseph's,atlantic-10,23,False,True,True,Home,False,6,16,60,28,65,13,16,61,0,1,214,336,1420,0.4626760563380282,763,1593,0.4789704959196485,183,486,1446,0.5259336099585062,0.17391304347826084
24,2020-02-15-12-rhode-island,63.2,12,4.7,2,100.0,74.3,26,0.397,58,0.32799999999999996,19,0.259,15,0.6,9,21,200,75.3,19.0,8,17,55,,6.8,5,0.466,27,0.29600000000000004,8,44.2,34,0.42200000000000004,20.8,17,31,0.355,11,0.16,4,"February 15, 2020",57.1,16,29.0,9,75.3,81.0,34,0.508,62,0.452,28,0.226,14,0.7140000000000001,10,6,200,100.0,25.7,9,14,73,,13.7,10,0.306,19,0.368,7,55.8,43,0.532,15.0,12,43,0.488,21,0.76,19,"Ryan Center, Kingston, Rhode Island",SAINT-JOSEPHS,St. Joseph's,72.9,Home,RHODE-ISLAND,Rhode Island,Saint Joseph's,atlantic-10,24,False,False,False,Away,False,8,11,58,34,77,7,21,62,0,1,220,352,1480,0.4608108108108108,791,1658,0.47708082026538,196,502,1507,0.5282017252820173,0.16666666666666666
25,2020-02-18-18-saint-josephs,58.3,14,13.3,4,107.4,89.7,26,0.509,55,0.436,24,0.364,20,0.8,16,12,200,105.9,19.2,5,13,72,,4.4,3,0.364,20,0.4,8,56.4,31,0.5579999999999999,13.6,10,35,0.457,16,0.52,13,"February 18, 2020",50.0,13,8.6,3,105.9,80.8,21,0.575,53,0.491,26,0.302,16,0.75,12,21,200,107.4,10.3,3,16,73,,4.4,3,0.434,23,0.391,9,43.6,24,0.602,13.0,9,30,0.5670000000000001,17,0.192,5,"Hagan Arena, Philadelphia, Pennsylvania",DAVIDSON,Davidson,68.1,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,25,True,False,True,Home,True,9,17,53,24,55,8,16,55,1,0,228,363,1538,0.4583875162548765,825,1735,0.4755043227665706,203,523,1569,0.5274059910771192,0.16
26,2020-02-22-16-george-mason,57.9,11,2.7,1,100.0,63.0,17,0.41100000000000003,56,0.33899999999999997,19,0.196,11,0.818,9,22,200,88.7,34.4,11,17,55,,9.7,6,0.536,30,0.267,8,47.5,28,0.449,17.6,13,26,0.423,11,0.185,5,"February 22, 2020",43.5,10,15.4,4,88.7,65.6,21,0.51,52,0.442,23,0.192,10,0.9,9,12,200,100.0,37.0,10,16,62,,6.5,4,0.28800000000000003,15,0.467,7,52.5,31,0.546,21.0,15,37,0.4320000000000001,16,0.556,15,"EagleBank Arena, Fairfax, Virginia",SAINT-JOSEPHS,St. Joseph's,62.5,Home,GEORGE-MASON,George Mason,Saint Joseph's,atlantic-10,26,False,False,False,Away,False,8,11,56,28,59,7,16,52,0,1,237,380,1591,0.4622878692646135,849,1790,0.4743016759776537,211,539,1624,0.5267857142857143,0.19230769230769232
