,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE_homegame,TENNESSEE_homegame2,TENNESSEE_home,TENNESSEE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-13-tennessee,55.0,11,13.2,5,105.6,85.7,24,0.426,54,0.37,20,0.278,15,0.467,7,8,200,74.6,22.6,7,11,53,,8.5,6,0.37,20,0.3,6,52.5,31,0.434,20.9,16,34,0.41200000000000003,14,0.33299999999999996,4,"December 21, 2019",80.6,25,17.6,6,74.6,77.4,24,0.539,64,0.484,31,0.094,6,1.0,6,3,200,105.6,14.3,4,14,75,21.0,9.9,7,0.406,26,0.26899999999999996,7,47.5,28,0.561,13.0,10,38,0.632,24,0.727,8,"Thompson-Boling Arena, Knoxville, Tennessee",JACKSONVILLE-STATE,Jacksonville State,71.5,Home,TENNESSEE,Tennessee,Tennessee,sec,10,True,False,True,Home,True,7,24,64,28,59,6,14,54,1,0,55,180,548,0.479014598540146,346,644,0.5372670807453416,51,162,558,0.4274193548387097,0.7
11,2019-12-28-13-tennessee,52.0,13,7.1,2,75.0,68.8,22,0.535,57,0.439,25,0.158,9,0.778,7,5,200,106.3,13.8,4,20,68,,10.9,7,0.456,26,0.423,11,42.6,26,0.555,12.9,9,31,0.452,14,0.583,7,"December 28, 2019",75.0,12,9.7,3,106.3,86.2,25,0.413,46,0.348,16,0.413,19,0.526,10,4,200,75.0,31.3,10,14,48,,7.8,5,0.391,18,0.33299999999999996,6,57.4,35,0.436,23.8,17,28,0.35700000000000004,10,0.667,8,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,64.2,Away,WISCONSIN,Wisconsin,Tennessee,sec,11,False,True,True,Home,False,6,10,46,35,61,11,14,57,0,1,62,204,612,0.4852941176470588,374,703,0.5320056899004267,57,176,612,0.4272875816993464,0.7272727272727273
12,2020-01-04-12-tennessee,42.9,12,11.8,4,97.0,72.4,21,0.55,60,0.467,28,0.233,14,0.857,12,4,200,118.2,37.0,10,13,78,,12.1,8,0.35,21,0.47600000000000003,10,55.4,31,0.585,9.6,7,39,0.462,18,0.6920000000000001,9,"January 4, 2020",75.0,18,10.3,4,118.2,63.0,17,0.508,60,0.4,24,0.083,5,0.6,3,5,200,97.0,27.6,8,15,64,,6.1,4,0.433,26,0.5,13,44.6,25,0.513,18.4,14,34,0.324,11,0.615,8,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,66.0,Away,LOUISIANA-STATE,LSU,Tennessee,sec,12,False,True,True,Home,False,13,11,60,25,56,10,18,60,0,1,68,214,658,0.480243161094225,409,764,0.5353403141361257,68,190,669,0.4364723467862481,0.6666666666666666
13,2020-01-07-19-missouri,60.9,14,27.6,8,88.1,71.9,23,0.6629999999999999,43,0.535,23,0.395,17,0.706,12,5,200,103.0,22.7,5,20,69,,9.0,6,0.5579999999999999,24,0.45799999999999996,11,51.9,28,0.675,29.4,21,19,0.632,12,0.643,9,"January 7, 2020",73.7,14,10.5,2,103.0,77.3,17,0.435,54,0.35200000000000004,19,0.33299999999999996,18,0.667,12,6,200,88.1,28.1,9,19,59,,9.0,6,0.46299999999999997,25,0.36,9,48.1,26,0.47200000000000003,17.4,13,29,0.345,10,0.5710000000000001,8,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,66.8,Away,TENNESSEE,Tennessee,Tennessee,sec,13,False,False,False,Away,True,11,12,43,28,54,9,10,54,1,0,81,225,718,0.4825905292479109,434,820,0.5292682926829269,78,208,729,0.4458161865569273,0.6153846153846154
14,2020-01-11-13-tennessee,45.0,9,34.8,8,72.7,73.5,25,0.344,61,0.32799999999999996,20,0.361,22,0.591,13,7,200,71.4,32.5,13,29,55,,15.6,12,0.213,13,0.154,2,51.4,38,0.385,20.3,18,48,0.375,18,0.5329999999999999,8,"January 11, 2020",71.4,10,22.9,11,71.4,67.5,27,0.315,54,0.259,14,0.519,28,0.7859999999999999,22,5,200,72.7,26.5,9,22,56,,6.5,5,0.574,31,0.19399999999999998,6,48.6,36,0.41600000000000004,22.3,19,23,0.348,8,0.667,10,"Thompson-Boling Arena, Knoxville, Tennessee",SOUTH-CAROLINA,South Carolina,76.9,Home,TENNESSEE,Tennessee,Tennessee,sec,14,True,False,True,Home,True,6,8,54,36,74,2,18,61,1,0,92,237,761,0.49277266754270704,462,874,0.528604118993135,87,218,783,0.4450830140485313,0.6428571428571429
15,2020-01-15-19-georgia,45.8,11,8.8,3,117.6,80.8,21,0.45,60,0.4,24,0.2,12,0.75,9,6,200,92.6,27.8,10,18,63,,5.9,4,0.433,26,0.231,6,50.0,31,0.479,13.3,10,34,0.529,18,0.625,10,"January 15, 2020",44.4,12,2.9,1,92.6,72.2,26,0.561,57,0.474,27,0.368,21,0.762,16,5,200,117.6,19.2,5,13,80,,13.2,9,0.40399999999999997,23,0.435,10,50.0,31,0.597,12.0,9,34,0.5,17,0.688,11,"Stegeman Coliseum, Athens, Georgia",TENNESSEE,Tennessee,68.3,Home,GEORGIA,Georgia,Tennessee,sec,15,False,False,False,Away,False,6,18,60,31,62,10,17,57,0,1,98,245,815,0.4809815950920245,498,948,0.5253164556962026,89,236,844,0.4377962085308057,0.6666666666666666
16,2020-01-18-18-vanderbilt,53.8,14,30.8,8,66.2,75.0,27,0.541,49,0.531,26,0.28600000000000003,14,0.929,13,6,200,97.1,27.3,6,25,66,,8.8,6,0.163,8,0.125,1,56.9,33,0.593,24.6,18,41,0.61,25,0.647,11,"January 18, 2020",25.0,3,4.9,2,97.1,72.7,16,0.235,51,0.235,12,0.51,26,0.8079999999999999,21,9,200,66.2,25.0,9,16,45,,10.3,7,0.49,25,0.0,0,43.1,25,0.355,18.3,14,26,0.462,12,0.47100000000000003,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,68.0,Away,TENNESSEE,Tennessee,Tennessee,sec,16,False,False,False,Away,True,1,25,49,33,58,0,12,51,1,0,104,263,875,0.4788571428571429,529,1010,0.5237623762376238,99,253,901,0.44561598224195337,0.625
17,2020-01-21-21-tennessee,31.6,6,6.3,2,109.0,85.7,24,0.341,63,0.302,19,0.175,11,0.455,5,9,200,71.6,24.3,9,22,48,,9.0,6,0.397,25,0.2,5,50.8,33,0.35200000000000004,12.8,10,38,0.368,14,0.5,9,"January 21, 2020",75.0,18,13.2,5,71.6,75.7,28,0.541,49,0.49,24,0.49,24,0.833,20,6,200,109.0,14.3,4,14,73,,9.0,6,0.34700000000000003,17,0.294,5,49.2,32,0.604,11.8,8,32,0.594,19,0.667,12,"Thompson-Boling Arena, Knoxville, Tennessee",MISSISSIPPI,Ole Miss,66.8,Home,TENNESSEE,Tennessee,Tennessee,sec,17,True,False,True,Home,True,5,19,49,32,65,5,14,63,1,0,105,288,924,0.4821428571428572,562,1068,0.5262172284644194,99,265,952,0.4343487394957983,0.6470588235294118
18,2020-01-25-16-kansas,56.0,14,18.9,7,108.8,74.2,23,0.509,55,0.455,25,0.29100000000000004,16,0.75,12,7,200,100.0,33.3,10,23,68,,2.9,2,0.273,15,0.4,6,54.1,33,0.5429999999999999,19.5,15,40,0.475,19,0.632,12,"January 25, 2020",48.0,12,12.5,5,100.0,66.7,20,0.5,54,0.46299999999999997,25,0.611,33,0.606,20,3,200,108.8,25.8,8,16,74,3.0,13.2,9,0.315,17,0.235,4,45.9,28,0.531,8.1,6,37,0.568,21,0.8420000000000001,16,"Allen Fieldhouse, Lawrence, Kansas",TENNESSEE,Tennessee,67.6,Home,KANSAS,Kansas,Tennessee,sec,18,False,False,False,Away,False,6,19,55,33,61,4,21,54,0,1,110,307,973,0.4850976361767729,594,1133,0.5242718446601942,104,279,1015,0.42857142857142855,0.6666666666666666
19,2020-01-28-18-tennessee,41.2,7,8.7,2,90.6,85.7,18,0.366,56,0.304,17,0.518,29,0.759,22,9,200,98.4,50.0,16,17,63,,12.5,8,0.46399999999999997,26,0.26899999999999996,7,64.2,34,0.451,16.9,14,30,0.33299999999999996,10,0.526,10,"January 28, 2020",71.4,15,33.3,10,98.4,50.0,16,0.5329999999999999,45,0.467,21,0.33299999999999996,15,0.667,10,8,200,90.6,14.3,3,22,58,,7.8,5,0.489,22,0.273,6,35.8,19,0.556,18.9,12,23,0.652,15,0.6,12,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,64.5,Away,TEXAS-AM,Texas A&M,Tennessee,sec,19,False,True,True,Home,False,6,15,45,19,53,7,10,56,0,1,116,326,1028,0.4863813229571984,627,1194,0.5251256281407035,108,300,1069,0.4321796071094481,0.631578947368421
20,2020-02-01-14-mississippi-state,63.0,17,2.7,1,138.7,62.5,15,0.552,58,0.466,27,0.22399999999999998,13,0.6920000000000001,9,9,200,117.7,23.5,8,22,73,,9.7,6,0.379,22,0.455,10,39.7,23,0.569,8.6,6,36,0.47200000000000003,17,0.5710000000000001,12,"February 1, 2020",57.1,16,8.3,3,117.7,76.5,26,0.622,49,0.5710000000000001,28,0.612,30,0.833,25,7,200,138.7,37.5,9,14,86,,3.2,2,0.245,12,0.41700000000000004,5,60.3,35,0.68,11.4,8,37,0.622,23,0.667,14,"Humphrey Coliseum, Starkville, Mississippi",TENNESSEE,Tennessee,62.2,Home,MISSISSIPPI-STATE,Mississippi State,Tennessee,sec,20,False,False,False,Away,False,10,17,58,23,58,5,23,49,0,1,122,341,1073,0.4883504193849022,646,1247,0.5180433039294307,115,310,1125,0.4288888888888889,0.6
21,2020-02-04-19-alabama,36.4,8,20.0,6,91.9,79.3,23,0.371,62,0.355,22,0.516,32,0.7190000000000001,23,9,200,93.2,41.5,17,14,69,,17.6,13,0.29,18,0.111,2,57.1,40,0.447,14.6,13,44,0.455,20,0.591,13,"February 4, 2020",53.8,14,9.1,4,93.2,58.5,24,0.5529999999999999,57,0.456,26,0.14,8,0.625,5,10,200,91.9,20.7,6,26,68,,12.2,9,0.474,27,0.40700000000000003,11,42.9,30,0.5589999999999999,24.8,20,30,0.5,15,0.545,12,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,74.0,Away,TENNESSEE,Tennessee,Tennessee,sec,21,False,False,False,Away,True,2,20,62,40,70,11,15,57,1,0,132,358,1131,0.4916003536693192,669,1305,0.5126436781609195,120,333,1174,0.4369676320272573,0.5714285714285714
22,2020-02-08-13-tennessee,40.0,10,10.3,3,98.5,73.5,25,0.598,46,0.5429999999999999,25,0.5429999999999999,25,0.88,22,5,200,118.5,23.8,5,21,77,15.0,9.2,6,0.217,10,0.5,5,54.5,30,0.665,17.4,12,36,0.556,20,0.7829999999999999,18,"February 8, 2020",63.2,12,16.7,6,118.5,76.2,16,0.409,55,0.345,19,0.436,24,0.792,19,10,200,98.5,26.5,9,20,64,,7.7,5,0.473,26,0.26899999999999996,7,45.5,25,0.48200000000000004,10.9,8,29,0.414,12,0.565,13,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,65.1,Away,KENTUCKY,Kentucky,Tennessee,sec,22,False,True,True,Home,False,7,12,55,25,55,5,20,46,0,1,134,378,1193,0.4853310980720872,709,1375,0.5156363636363637,131,348,1231,0.4423233143785541,0.5909090909090909
23,2020-02-11-19-tennessee,40.0,6,5.4,2,118.8,64.3,18,0.35700000000000004,49,0.306,15,0.735,36,0.722,26,8,200,88.4,24.3,9,26,61,,13.0,9,0.327,16,0.313,5,41.5,27,0.461,16.7,13,33,0.303,10,0.667,16,"February 11, 2020",65.4,17,18.2,6,88.4,75.7,28,0.547,53,0.491,26,0.5660000000000001,30,0.8,24,10,200,118.8,35.7,10,26,82,,10.1,7,0.302,16,0.375,6,58.5,38,0.61,14.2,11,37,0.541,20,0.583,14,"Thompson-Boling Arena, Knoxville, Tennessee",ARKANSAS,Arkansas,69.2,Home,TENNESSEE,Tennessee,Tennessee,sec,23,True,False,True,Home,True,6,20,53,38,65,5,10,49,1,0,141,390,1248,0.4819711538461538,734,1430,0.5132867132867133,136,368,1277,0.4479248238057949,0.5652173913043478
24,2020-02-15-18-south-carolina,75.0,15,16.2,6,90.0,67.7,21,0.46799999999999997,47,0.426,20,0.596,28,0.607,17,11,200,87.1,31.0,9,28,61,,11.4,8,0.298,14,0.28600000000000003,4,50.0,30,0.506,25.2,20,33,0.485,16,0.56,14,"February 15, 2020",30.0,6,15.2,5,87.1,69.0,20,0.44,50,0.4,20,0.64,32,0.594,19,9,200,90.0,32.3,10,24,63,,7.1,5,0.26,13,0.308,4,50.0,30,0.483,17.9,14,37,0.4320000000000001,16,0.64,16,"The Colonial Life Arena, Columbia, South Carolina",TENNESSEE,Tennessee,70.3,Home,SOUTH-CAROLINA,South Carolina,Tennessee,sec,24,False,False,False,Away,False,4,16,47,30,60,4,16,50,0,1,147,410,1301,0.4846272098385857,772,1495,0.5163879598662208,141,378,1326,0.4445701357466063,0.5833333333333334
25,2020-02-18-18-tennessee,38.1,8,5.9,2,94.2,75.0,21,0.431,58,0.36200000000000004,21,0.22399999999999998,13,0.846,11,17,200,88.4,17.6,6,21,61,,15.9,11,0.466,27,0.29600000000000004,8,43.5,27,0.475,14.7,11,31,0.419,13,0.34600000000000003,9,"February 18, 2020",81.0,17,22.6,7,88.4,82.4,28,0.46,50,0.42,21,0.44,22,0.8640000000000001,19,11,200,94.2,25.0,7,15,65,,13.0,9,0.32,16,0.25,4,56.5,35,0.5379999999999999,20.1,15,34,0.5,17,0.5770000000000001,15,"Thompson-Boling Arena, Knoxville, Tennessee",VANDERBILT,Vanderbilt,68.8,Home,TENNESSEE,Tennessee,Tennessee,sec,25,True,False,True,Home,True,4,17,50,35,62,8,13,58,1,0,151,426,1348,0.4840504451038576,802,1555,0.5157556270096463,145,394,1376,0.44440406976744173,0.56
26,2020-02-22-12-auburn,63.6,14,13.5,5,110.6,60.5,23,0.51,49,0.449,22,0.34700000000000003,17,0.941,16,12,200,100.0,48.0,12,19,66,,10.6,7,0.34700000000000003,17,0.353,6,55.6,35,0.578,28.0,22,32,0.5,16,0.556,15,"February 22, 2020",54.2,13,6.3,2,100.0,52.0,13,0.48200000000000004,57,0.42100000000000004,24,0.474,27,0.667,18,4,200,110.6,39.5,15,19,73,13.0,27.3,18,0.35100000000000003,20,0.35,7,44.4,28,0.523,13.8,11,37,0.45899999999999996,17,0.852,23,"Auburn Arena, Auburn, Alabama",TENNESSEE,Tennessee,66.5,Home,AUBURN,Auburn,Tennessee,sec,26,False,False,False,Away,False,6,16,49,35,63,7,17,57,0,1,155,443,1398,0.4831902718168812,837,1617,0.5176252319109462,153,407,1434,0.443863319386332,0.5769230769230769
