,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TULSA_homegame,TULSA_homegame2,TULSA_home,TULSA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-13-arkansas,35.7,10,3.3,1,125.6,82.1,23,0.469,64,0.43799999999999994,28,0.42200000000000004,27,0.7040000000000001,19,3,200,101.3,28.6,10,23,79,,6.4,5,0.281,18,0.222,4,52.4,33,0.514,14.6,13,46,0.522,24,0.727,8,"December 14, 2019",52.9,18,15.2,7,101.3,71.4,25,0.6579999999999999,60,0.5670000000000001,34,0.483,29,0.655,19,1,200,125.6,17.9,5,22,98,,15.4,12,0.5,30,0.3670000000000001,11,47.6,30,0.664,9.9,8,30,0.767,23,0.9,9,"Bud Walton Arena, Fayetteville, Arkansas",TULSA,Tulsa,78.3,Home,ARKANSAS,Arkansas,Tulsa,aac,10,False,False,False,Away,False,4,24,64,33,63,11,23,60,0,1,58,198,556,0.512589928057554,339,645,0.5255813953488372,70,141,560,0.4392857142857143,0.8
11,2019-12-21-14-tulsa,67.6,25,1.8,1,107.2,78.7,37,0.611,72,0.514,37,0.431,31,0.742,23,6,275,114.4,33.3,12,19,111,,11.3,11,0.514,37,0.37799999999999995,14,59.0,49,0.64,19.7,21,35,0.657,23,0.5710000000000001,8,"December 21, 2019",59.5,22,5.7,2,114.4,66.7,24,0.512,84,0.44,37,0.298,25,0.72,18,4,275,107.2,21.3,10,24,104,,8.2,8,0.345,29,0.414,12,41.0,34,0.542,12.0,13,55,0.455,25,0.667,8,"BOK Center, Tulsa, Oklahoma",TULSA,Tulsa,70.8,Away,COLORADO-STATE,Colorado State,Tulsa,aac,11,False,True,True,Home,False,12,25,84,34,83,14,23,72,0,1,62,222,620,0.5080645161290323,372,708,0.5254237288135594,81,164,620,0.460483870967742,0.7272727272727273
12,2019-12-29-18-kansas-state,50.0,12,3.6,1,95.8,73.5,25,0.491,56,0.429,24,0.35700000000000004,20,0.6,12,5,200,93.1,19.4,6,18,67,,9.7,7,0.35700000000000004,20,0.35,7,47.7,31,0.511,15.6,12,36,0.47200000000000003,17,0.615,8,"December 29, 2019",65.2,15,19.4,7,93.1,80.6,25,0.475,60,0.38299999999999995,23,0.33299999999999996,20,0.6,12,5,200,95.8,26.5,9,17,69,,13.9,10,0.5329999999999999,32,0.344,11,52.3,34,0.496,13.8,11,28,0.429,12,0.583,7,"Bramlage Coliseum, Manhattan, Kansas",TULSA,Tulsa,71.5,Home,KANSAS-STATE,Kansas State,Tulsa,aac,12,False,False,False,Away,False,7,17,56,31,65,11,12,60,0,1,74,247,704,0.5085227272727273,406,791,0.5132743362831859,95,187,692,0.4761560693641618,0.6666666666666666
13,2020-01-03-21-tulsa,50.0,9,3.1,1,97.2,92.6,25,0.315,65,0.27699999999999997,18,0.077,5,0.6,3,4,200,61.1,22.5,9,15,44,,8.3,6,0.385,25,0.2,5,50.7,34,0.327,20.2,17,40,0.325,13,0.6920000000000001,9,"January 3, 2020",59.3,16,12.5,5,61.1,77.5,31,0.585,53,0.509,27,0.245,13,0.615,8,5,200,97.2,7.4,2,8,70,,18.1,13,0.396,21,0.381,8,49.3,33,0.591,17.0,12,32,0.594,19,0.643,9,"Donald W. Reynolds Center, Tulsa, Oklahoma",TEMPLE,Temple,72.3,Home,TULSA,Tulsa,Tulsa,aac,13,True,False,True,Home,True,8,19,53,33,67,5,13,65,1,0,81,264,760,0.5072368421052632,437,856,0.5105140186915887,106,199,752,0.4760638297872341,0.6153846153846154
14,2020-01-08-19-cincinnati,47.4,9,5.6,2,104.2,63.3,19,0.322,59,0.322,19,0.203,12,0.5,6,6,200,61.1,19.5,8,13,44,,11.1,8,0.28800000000000003,17,0.0,0,38.0,27,0.34,17.9,14,42,0.452,19,0.6,9,"January 8, 2020",60.0,18,14.3,6,61.1,80.5,33,0.565,62,0.484,30,0.177,11,0.455,5,6,200,104.2,36.7,11,17,75,,11.1,8,0.419,26,0.385,10,62.0,44,0.5579999999999999,20.3,17,36,0.556,20,0.6,9,"Fifth Third Arena, Cincinnati, Ohio",TULSA,Tulsa,72.0,Home,CINCINNATI,Cincinnati,Tulsa,aac,14,False,False,False,Away,False,0,19,59,27,71,10,20,62,0,1,89,283,813,0.5123001230012301,470,923,0.5092091007583965,111,212,817,0.46328029375765,0.6428571428571429
15,2020-01-11-16-tulsa,36.4,8,19.0,4,101.6,81.0,17,0.473,56,0.39299999999999996,22,0.196,11,0.727,8,4,200,98.4,42.9,12,19,61,,8.1,5,0.5,28,0.321,9,59.2,29,0.498,18.7,14,28,0.46399999999999997,13,0.75,12,"January 11, 2020",52.6,10,14.3,4,98.4,57.1,16,0.561,41,0.46299999999999997,19,0.488,20,0.85,17,6,200,101.6,19.0,4,13,63,,12.9,8,0.488,20,0.4,8,40.8,20,0.624,21.9,14,21,0.524,11,0.625,10,"Donald W. Reynolds Center, Tulsa, Oklahoma",HOUSTON,Houston,61.9,Home,TULSA,Tulsa,Tulsa,aac,15,True,False,True,Home,True,8,11,41,20,49,9,13,56,1,0,89,302,872,0.4994266055045872,497,994,0.5,121,232,879,0.4704209328782708,0.6
16,2020-01-15-19-east-carolina,26.1,6,4.5,1,75.4,80.0,28,0.462,53,0.434,23,0.415,22,0.727,16,6,200,100.0,28.1,9,20,65,,7.7,5,0.264,14,0.214,3,55.2,37,0.512,13.8,10,39,0.513,20,0.647,11,"January 15, 2020",57.1,8,7.7,3,100.0,71.9,23,0.313,48,0.292,14,0.5,24,0.792,19,9,200,75.4,20.0,7,20,49,,7.7,5,0.542,26,0.077,2,44.8,30,0.41200000000000003,18.2,13,22,0.545,12,0.47100000000000003,8,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,64.9,Away,TULSA,Tulsa,Tulsa,aac,16,False,False,False,Away,True,3,20,53,37,67,2,12,48,1,0,97,313,913,0.5021905805038335,517,1043,0.4956855225311601,130,245,935,0.4705882352941176,0.625
17,2020-01-18-14-tulane,56.5,13,3.3,1,84.4,80.6,29,0.51,50,0.46,23,0.42,21,0.762,16,6,200,104.7,35.7,10,11,67,,9.4,6,0.32,16,0.313,5,60.9,39,0.5589999999999999,19.1,14,34,0.529,18,0.667,12,"January 18, 2020",42.9,9,8.8,3,104.7,64.3,18,0.436,55,0.382,21,0.2,11,0.545,6,8,200,84.4,19.4,7,18,54,,12.5,8,0.455,25,0.24,6,39.1,25,0.44799999999999995,15.5,11,30,0.5,15,0.556,10,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,64.1,Away,TULSA,Tulsa,Tulsa,aac,17,False,False,False,Away,True,5,18,50,39,64,6,15,55,1,0,100,333,966,0.5,554,1110,0.4990990990990991,132,257,983,0.4628687690742624,0.6470588235294118
18,2020-01-22-21-tulsa,62.5,10,3.3,1,109.6,85.7,24,0.304,56,0.28600000000000003,16,0.196,11,0.545,6,4,200,54.8,19.4,7,22,40,20.0,8.2,6,0.375,21,0.095,2,48.4,31,0.327,23.8,19,35,0.4,14,0.778,14,"January 22, 2020",44.4,12,11.4,4,54.8,80.6,29,0.574,54,0.5,27,0.46299999999999997,25,0.72,18,6,200,109.6,14.3,4,12,80,,11.0,8,0.444,24,0.33299999999999996,8,51.6,33,0.607,13.3,10,30,0.633,19,0.684,13,"Donald W. Reynolds Center, Tulsa, Oklahoma",MEMPHIS,Memphis,72.6,Home,TULSA,Tulsa,Tulsa,aac,18,True,False,True,Home,True,8,19,54,33,64,2,14,56,1,0,105,351,1016,0.500492125984252,593,1174,0.5051107325383305,138,272,1038,0.4614643545279383,0.6666666666666666
19,2020-01-26-12-connecticut,57.7,15,5.7,2,101.4,76.2,32,0.519,53,0.491,26,0.604,32,0.75,24,6,225,106.8,22.6,7,14,79,,8.1,6,0.18899999999999997,10,0.3,3,53.4,39,0.579,15.2,12,43,0.535,23,0.7,14,"January 26, 2020",66.7,18,18.6,8,106.8,77.4,24,0.46299999999999997,68,0.397,27,0.221,15,0.8,12,9,225,101.4,23.8,10,26,75,,5.4,4,0.485,33,0.273,9,46.6,34,0.499,11.8,10,35,0.514,18,0.526,10,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,65.9,Away,TULSA,Tulsa,Tulsa,aac,19,False,False,False,Away,True,3,23,53,39,73,9,18,68,1,0,113,370,1070,0.5042056074766356,626,1238,0.505654281098546,140,286,1094,0.453382084095064,0.6842105263157895
20,2020-02-01-18-tulsa,50.0,10,13.8,4,87.1,78.3,18,0.397,58,0.345,20,0.121,7,0.7140000000000001,5,4,200,82.3,32.4,11,18,51,23.0,9.7,6,0.534,31,0.19399999999999998,6,50.9,29,0.41600000000000004,15.3,11,27,0.519,14,0.81,17,"February 1, 2020",56.3,9,11.1,3,82.3,67.6,23,0.45299999999999996,43,0.3720000000000001,16,0.465,20,0.75,15,6,200,87.1,21.7,5,12,54,,11.3,7,0.326,14,0.5,7,49.1,28,0.514,22.5,15,29,0.31,9,0.7140000000000001,15,"Donald W. Reynolds Center, Tulsa, Oklahoma",WICHITA-STATE,Wichita State,61.9,Home,TULSA,Tulsa,Tulsa,aac,20,True,False,True,Home,True,7,9,43,28,57,6,14,58,1,0,116,393,1123,0.5048975957257347,665,1311,0.5072463768115942,149,304,1162,0.4539586919104992,0.7
21,2020-02-06-19-tulsa,25.0,7,5.9,2,86.2,80.8,21,0.611,54,0.519,28,0.16699999999999998,9,0.667,6,10,200,110.8,42.3,11,20,72,,9.2,6,0.40700000000000003,22,0.455,10,61.5,32,0.618,20.6,15,32,0.563,18,0.545,12,"February 6, 2020",52.6,10,12.5,4,110.8,57.7,15,0.424,46,0.413,19,0.5429999999999999,25,0.68,17,7,200,86.2,19.2,5,14,56,,10.8,7,0.261,12,0.083,1,38.5,20,0.484,20.8,15,34,0.529,18,0.682,15,"Donald W. Reynolds Center, Tulsa, Oklahoma",TULSA,Tulsa,65.1,Away,CONNECTICUT,UConn,Tulsa,aac,21,False,True,True,Home,False,1,18,46,20,52,10,18,54,0,1,123,402,1166,0.5030017152658662,693,1368,0.506578947368421,155,318,1220,0.4512295081967213,0.7142857142857143
22,2020-02-09-14-central-florida,48.1,13,0.0,0,122.1,71.4,15,0.526,58,0.466,27,0.32799999999999996,19,0.737,14,8,200,110.3,27.3,9,22,75,,10.3,7,0.36200000000000004,21,0.33299999999999996,7,44.4,24,0.5589999999999999,11.9,9,37,0.541,20,0.652,15,"February 9, 2020",52.0,13,16.2,6,110.3,72.7,24,0.6890000000000001,45,0.556,25,0.667,30,0.7,21,10,200,122.1,28.6,6,21,83,,10.3,7,0.467,21,0.5710000000000001,12,55.6,30,0.7,20.5,15,24,0.542,13,0.565,13,"CFE Arena, Orlando, Florida",TULSA,Tulsa,67.6,Home,CENTRAL-FLORIDA,UCF,Tulsa,aac,22,False,False,False,Away,False,7,20,58,24,54,12,13,45,0,1,124,420,1212,0.5,713,1420,0.5021126760563379,165,336,1274,0.4580062794348509,0.6818181818181818
23,2020-02-12-20-tulsa,63.2,12,10.0,3,97.2,78.1,25,0.41700000000000004,54,0.35200000000000004,19,0.29600000000000004,16,0.688,11,15,200,77.8,17.6,6,27,56,,15.3,11,0.426,23,0.304,7,47.0,31,0.455,21.8,17,31,0.387,12,0.4,10,"February 12, 2020",61.9,13,19.4,6,77.8,82.4,28,0.49,48,0.43799999999999994,21,0.708,34,0.6759999999999999,23,8,200,97.2,21.9,7,14,70,,15.3,11,0.375,18,0.278,5,53.0,35,0.546,18.2,14,30,0.5329999999999999,16,0.667,16,"Donald W. Reynolds Center, Tulsa, Oklahoma",EAST-CAROLINA,East Carolina,71.9,Home,TULSA,Tulsa,Tulsa,aac,23,True,False,True,Home,True,5,16,48,35,66,7,12,54,1,0,131,440,1270,0.5011811023622047,737,1474,0.5,177,349,1319,0.4658832448824867,0.6521739130434783
24,2020-02-15-12-south-florida,33.3,5,0.0,0,78.7,79.3,23,0.39299999999999996,42,0.35700000000000004,15,0.667,28,0.821,23,8,200,91.8,22.2,6,16,56,,13.1,8,0.381,16,0.188,3,51.8,29,0.506,18.1,12,26,0.462,12,0.68,17,"February 15, 2020",47.1,8,3.8,1,91.8,77.8,21,0.42,44,0.386,17,0.341,15,0.733,11,14,200,78.7,20.7,6,21,48,,8.2,5,0.4320000000000001,19,0.158,3,48.2,27,0.469,24.0,16,25,0.56,14,0.44,11,"Sun Dome, Tampa, Florida",SOUTH-FLORIDA,South Florida,61.2,Away,TULSA,Tulsa,Tulsa,aac,24,False,False,False,Away,True,3,12,42,29,56,3,14,44,1,0,136,456,1318,0.5007587253414264,772,1540,0.5012987012987012,184,361,1373,0.4639475600873999,0.6666666666666666
25,2020-02-19-21-houston,50.0,8,3.4,1,122.6,55.2,16,0.391,46,0.348,16,0.413,19,0.368,7,9,200,69.4,21.9,7,19,43,,4.8,3,0.435,20,0.2,4,37.7,23,0.391,19.3,13,26,0.462,12,0.654,17,"February 19, 2020",56.5,13,19.2,5,69.4,78.1,25,0.491,56,0.41100000000000003,23,0.429,24,0.875,21,6,200,122.6,44.8,13,19,76,22.0,8.1,5,0.48200000000000004,27,0.33299999999999996,9,62.3,38,0.564,11.9,9,29,0.483,14,0.778,21,"Hofheinz Pavilion, Houston, Texas",TULSA,Tulsa,62.2,Home,HOUSTON,Houston,Tulsa,aac,25,False,False,False,Away,False,4,12,46,23,61,9,14,56,0,1,139,468,1360,0.4974264705882353,801,1596,0.5018796992481203,187,375,1417,0.4625970359915314,0.68
26,2020-02-22-15-tulsa,57.1,12,9.7,3,121.5,70.4,19,0.46299999999999997,54,0.389,21,0.185,10,0.7,7,8,200,87.7,31.3,10,24,57,,9.2,6,0.556,30,0.267,8,49.2,29,0.485,21.5,16,24,0.542,13,0.6920000000000001,18,"February 22, 2020",48.0,12,4.2,1,87.7,68.8,22,0.5589999999999999,51,0.49,25,0.51,26,0.846,22,9,200,121.5,29.6,8,12,79,,10.8,7,0.392,20,0.35,7,50.8,30,0.624,12.6,9,31,0.581,18,0.667,18,"Donald W. Reynolds Center, Tulsa, Oklahoma",SOUTHERN-METHODIST,SMU,64.6,Home,TULSA,Tulsa,Tulsa,aac,26,True,False,True,Home,True,7,18,51,30,59,8,13,54,1,0,143,480,1406,0.4939544807965861,824,1657,0.4972842486421243,196,389,1473,0.4636795655125594,0.6538461538461539
27,2020-02-25-21-tulsa,59.1,13,12.5,3,93.9,88.0,22,0.473,56,0.39299999999999996,22,0.107,6,0.667,4,16,200,86.4,17.6,6,16,57,,18.2,12,0.446,25,0.36,9,47.5,28,0.484,18.1,13,31,0.419,13,0.429,12,"February 25, 2020",81.0,17,3.2,1,86.4,82.4,28,0.591,44,0.47700000000000004,21,0.386,17,0.588,10,9,200,93.9,12.0,3,12,62,,10.6,7,0.455,20,0.5,10,52.5,31,0.595,24.8,17,24,0.45799999999999996,11,0.679,19,"Donald W. Reynolds Center, Tulsa, Oklahoma",TULANE,Tulane,66.0,Home,TULSA,Tulsa,Tulsa,aac,27,True,False,True,Home,True,10,11,44,31,59,9,13,56,1,0,150,498,1457,0.4962251201098147,854,1716,0.4976689976689977,204,402,1527,0.4636542239685658,0.6666666666666666
