,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,EAST-CAROLINA_homegame,EAST-CAROLINA_homegame2,EAST-CAROLINA_home,EAST-CAROLINA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-19-east-carolina,36.4,8,12.1,4,93.4,80.6,25,0.379,62,0.355,22,0.29,18,0.556,10,11,200,75.0,27.0,10,21,57,,7.9,6,0.33899999999999997,21,0.14300000000000002,3,51.5,35,0.40399999999999997,18.6,16,41,0.46299999999999997,19,0.083,1,"December 17, 2019",78.3,18,4.9,2,75.0,73.0,27,0.49,52,0.442,23,0.48100000000000004,25,0.8,20,7,200,93.4,19.4,6,23,71,,9.2,7,0.365,19,0.263,5,48.5,33,0.556,22.2,18,33,0.545,18,0.364,4,"Williams Arena at Minges Coliseum, Greenville, North Carolina",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,76.2,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,10,True,False,True,Home,True,5,18,52,33,68,3,19,62,1,0,53,194,594,0.4604377104377104,332,631,0.526148969889065,93,155,551,0.5344827586206896,0.3
11,2019-12-22-16-east-carolina,55.0,11,11.8,4,85.7,82.1,23,0.369,61,0.32799999999999996,20,0.23,14,0.7859999999999999,11,5,200,80.0,17.9,7,23,56,,15.7,11,0.39299999999999996,24,0.20800000000000002,5,44.8,30,0.414,14.1,11,37,0.405,15,0.545,6,"December 22, 2019",47.4,9,13.5,5,80.0,82.1,32,0.457,46,0.413,19,0.5870000000000001,27,0.667,18,7,200,85.7,17.9,5,16,60,,8.6,6,0.261,12,0.33299999999999996,4,55.2,37,0.51,19.5,14,34,0.441,15,0.41700000000000004,5,"Williams Arena at Minges Coliseum, Greenville, North Carolina",CHARLOTTE,Charlotte,69.7,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,11,True,False,True,Home,True,4,15,46,37,67,5,15,61,1,0,58,212,646,0.4628482972136223,365,699,0.5221745350500715,96,174,613,0.5187601957585645,0.3636363636363637
12,2019-12-28-16-east-carolina,46.2,12,0.0,0,96.5,67.6,25,0.41100000000000003,73,0.35600000000000004,26,0.26,19,0.737,14,10,200,87.1,30.4,14,23,74,,11.8,10,0.37,27,0.29600000000000004,8,47.0,39,0.451,18.1,18,46,0.391,18,0.231,3,"December 28, 2019",67.9,19,17.4,8,87.1,69.6,32,0.5329999999999999,60,0.467,28,0.483,29,0.621,18,7,200,96.5,32.4,12,18,82,,12.9,11,0.35,21,0.381,8,53.0,44,0.556,23.2,22,39,0.513,20,0.462,6,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EASTERN-KENTUCKY,Eastern Kentucky,84.9,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,12,True,False,True,Home,True,8,20,60,44,83,8,18,73,1,0,62,227,692,0.4624277456647399,402,766,0.5248041775456919,101,189,674,0.505192878338279,0.4166666666666667
13,2020-01-01-15-wichita-state,48.3,14,13.3,4,104.2,68.6,24,0.525,59,0.4920000000000001,29,0.153,9,0.778,7,8,200,95.8,24.1,7,23,69,,4.2,3,0.271,16,0.25,4,48.4,31,0.545,21.3,17,43,0.581,25,0.429,6,"January 1, 2020",60.0,15,7.0,3,95.8,75.9,22,0.518,57,0.439,25,0.509,29,0.552,16,1,200,104.2,31.4,11,11,75,24.0,16.7,12,0.474,27,0.33299999999999996,9,51.6,33,0.53,13.6,11,30,0.5329999999999999,16,0.9229999999999999,12,"Charles Koch Arena, Wichita, Kansas",EAST-CAROLINA,East Carolina,72.0,Home,WICHITA-STATE,Wichita State,East Carolina,aac,13,False,False,False,Away,False,4,25,59,31,64,9,16,57,0,1,70,247,752,0.4680851063829787,446,849,0.525323910482921,109,207,747,0.4959839357429719,0.4615384615384616
14,2020-01-07-19-east-carolina,35.0,7,12.5,4,91.2,83.9,26,0.386,57,0.35100000000000003,20,0.456,26,0.5770000000000001,15,8,200,86.8,28.9,11,20,59,,13.2,9,0.368,21,0.19,4,53.6,37,0.425,13.8,11,36,0.444,16,0.5,8,"January 7, 2020",56.5,13,11.1,4,86.8,71.1,27,0.53,50,0.46,23,0.4,20,0.45,9,8,200,91.2,16.1,5,20,62,,11.8,8,0.36,18,0.389,7,46.4,32,0.521,18.1,13,32,0.5,16,0.467,7,"Williams Arena at Minges Coliseum, Greenville, North Carolina",SOUTH-FLORIDA,South Florida,68.4,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,14,True,False,True,Home,True,7,16,50,32,69,4,16,57,1,0,74,272,811,0.4722564734895191,477,913,0.5224534501642936,118,223,804,0.4975124378109453,0.42857142857142855
15,2020-01-11-14-east-carolina,60.0,12,7.1,2,110.9,71.4,20,0.462,52,0.385,20,0.462,24,0.833,20,3,200,106.3,29.0,9,16,68,,6.3,4,0.5770000000000001,30,0.267,8,49.2,29,0.536,12.6,9,22,0.545,12,0.8,12,"January 11, 2020",75.0,18,4.5,1,106.3,71.0,22,0.527,56,0.429,24,0.28600000000000003,16,0.75,12,8,200,110.9,28.6,8,19,71,,9.4,6,0.5,28,0.39299999999999996,11,50.8,30,0.5579999999999999,11.3,8,28,0.46399999999999997,13,0.5,8,"Williams Arena at Minges Coliseum, Greenville, North Carolina",SOUTHERN-METHODIST,SMU,63.5,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,15,True,False,True,Home,True,11,13,56,30,59,8,12,52,1,0,81,288,861,0.475609756097561,509,982,0.5183299389002036,122,239,861,0.4901277584204414,0.4666666666666667
16,2020-01-15-19-east-carolina,26.1,6,4.5,1,75.4,80.0,28,0.462,53,0.434,23,0.415,22,0.727,16,6,200,100.0,28.1,9,20,65,,7.7,5,0.264,14,0.214,3,55.2,37,0.512,13.8,10,39,0.513,20,0.647,11,"January 15, 2020",57.1,8,7.7,3,100.0,71.9,23,0.313,48,0.292,14,0.5,24,0.792,19,9,200,75.4,20.0,7,20,49,,7.7,5,0.542,26,0.077,2,44.8,30,0.41200000000000003,18.2,13,22,0.545,12,0.47100000000000003,8,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,64.9,Away,TULSA,Tulsa,East Carolina,aac,16,False,True,True,Home,False,2,12,48,30,67,3,20,53,0,1,92,301,917,0.4787350054525627,539,1041,0.5177713736791547,130,251,913,0.48849945235487396,0.5
17,2020-01-19-18-cincinnati,65.0,13,9.5,4,107.9,60.6,20,0.377,61,0.32799999999999996,20,0.262,16,0.688,11,10,200,75.0,23.1,9,19,57,,11.8,9,0.377,23,0.261,6,40.3,29,0.415,20.0,17,38,0.368,14,0.444,8,"January 19, 2020",73.3,22,21.1,8,75.0,76.9,30,0.508,66,0.455,30,0.33299999999999996,22,0.682,15,7,200,107.9,39.4,13,16,82,,15.8,12,0.364,24,0.292,7,59.7,43,0.536,13.7,12,42,0.5479999999999999,23,0.611,11,"Fifth Third Arena, Cincinnati, Ohio",EAST-CAROLINA,East Carolina,76.0,Home,CINCINNATI,Cincinnati,East Carolina,aac,17,False,False,False,Away,False,6,14,61,29,72,7,23,66,0,1,94,313,965,0.4704663212435233,569,1108,0.5135379061371841,133,271,966,0.4870600414078675,0.4705882352941176
18,2020-01-22-20-southern-methodist,69.2,18,4.5,1,133.3,56.5,13,0.475,60,0.433,26,0.2,12,0.583,7,11,200,101.6,31.4,11,15,64,,14.3,9,0.317,19,0.263,5,41.4,24,0.48700000000000004,13.3,10,41,0.512,21,0.42100000000000004,8,"January 22, 2020",75.9,22,4.9,2,101.6,68.6,24,0.6890000000000001,53,0.547,29,0.28300000000000003,15,0.733,11,4,200,133.3,43.5,10,15,84,,3.2,2,0.585,31,0.484,15,58.6,34,0.6990000000000001,16.8,12,22,0.636,14,0.778,14,"Moody Coliseum, Dallas, Texas",EAST-CAROLINA,East Carolina,63.4,Home,SOUTHERN-METHODIST,SMU,East Carolina,aac,18,False,False,False,Away,False,5,21,60,24,58,15,14,53,0,1,100,327,1026,0.4649122807017544,598,1180,0.5067796610169492,140,294,1032,0.4883720930232558,0.4444444444444444
19,2020-01-25-18-east-carolina,45.5,10,3.2,1,108.0,78.6,22,0.433,60,0.3670000000000001,22,0.317,19,0.526,10,9,200,82.7,15.0,6,17,62,,13.3,10,0.38299999999999995,23,0.348,8,41.2,28,0.449,17.0,14,37,0.37799999999999995,14,0.526,10,"January 25, 2020",84.6,22,16.2,6,82.7,85.0,34,0.62,50,0.52,26,0.54,27,0.7040000000000001,19,11,200,108.0,21.4,6,18,81,,13.3,10,0.38,19,0.526,10,58.8,40,0.645,21.6,17,31,0.516,16,0.45,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",TULANE,Tulane,75.4,Home,EAST-CAROLINA,East Carolina,East Carolina,aac,19,True,False,True,Home,True,10,16,50,40,68,8,14,60,1,0,105,348,1086,0.4654696132596685,622,1238,0.5024232633279483,155,308,1085,0.4981566820276498,0.42105263157894735
20,2020-01-29-19-east-carolina,54.5,12,17.1,6,84.3,74.4,29,0.43799999999999994,56,0.39299999999999996,22,0.5710000000000001,32,0.625,20,4,200,98.6,27.0,10,24,69,21.0,4.3,3,0.28600000000000003,16,0.313,5,51.3,39,0.485,12.5,10,40,0.425,17,0.81,17,"January 29, 2020",63.2,12,2.5,1,98.6,73.0,27,0.36200000000000004,58,0.32799999999999996,19,0.44799999999999995,26,0.654,17,12,200,84.3,25.6,10,25,59,,5.7,4,0.397,23,0.174,4,48.7,37,0.419,10.3,8,35,0.429,15,0.429,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,69.8,Away,HOUSTON,Houston,East Carolina,aac,20,False,True,True,Home,False,4,15,58,37,76,5,17,56,0,1,115,364,1136,0.4722711267605634,662,1306,0.5068912710566615,163,322,1145,0.4947598253275109,0.45
21,2020-02-01-18-temple,40.9,9,4.5,1,108.6,88.0,22,0.429,56,0.39299999999999996,22,0.33899999999999997,19,0.8420000000000001,16,13,200,91.4,19.4,6,22,64,,5.7,4,0.304,17,0.235,4,50.0,28,0.4920000000000001,13.4,10,39,0.462,18,0.409,9,"February 1, 2020",69.6,16,5.1,2,91.4,80.6,25,0.596,47,0.489,23,0.574,27,0.741,20,10,200,108.6,12.0,3,19,76,,5.7,4,0.532,25,0.4,10,50.0,28,0.635,19.2,14,22,0.591,13,0.524,11,"Liacouras Center, Philadelphia, Pennsylvania",EAST-CAROLINA,East Carolina,69.9,Home,TEMPLE,Temple,East Carolina,aac,21,False,False,False,Away,False,4,18,56,28,56,10,13,47,0,1,119,379,1194,0.4669179229480737,699,1382,0.5057887120115774,168,339,1201,0.49208992506244803,0.42857142857142855
22,2020-02-06-19-east-carolina,62.5,15,8.1,3,97.0,72.7,24,0.58,50,0.48,24,0.38,19,0.526,10,10,200,103.0,22.2,6,17,68,,10.6,7,0.46,23,0.435,10,50.0,30,0.5760000000000001,17.1,12,27,0.519,14,0.545,12,"February 6, 2020",69.6,16,3.7,1,103.0,77.8,21,0.46399999999999997,56,0.41100000000000003,23,0.28600000000000003,16,0.75,12,14,200,97.0,27.3,9,21,64,,9.1,6,0.33899999999999997,19,0.316,6,50.0,30,0.503,16.0,12,37,0.45899999999999996,17,0.391,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,65.8,Away,CENTRAL-FLORIDA,UCF,East Carolina,aac,22,False,True,True,Home,False,6,17,56,30,60,10,14,50,0,1,123,397,1250,0.4652,727,1438,0.5055632823365785,178,352,1248,0.4959935897435898,0.4090909090909091
23,2020-02-08-18-tulane,62.1,18,11.1,3,90.5,81.6,31,0.555,55,0.527,29,0.436,24,0.833,20,14,200,109.5,30.8,8,22,81,,8.1,6,0.218,12,0.25,3,60.9,39,0.61,19.6,16,43,0.605,26,0.41700000000000004,10,"February 8, 2020",56.5,13,2.3,1,109.5,69.2,18,0.451,61,0.377,23,0.32799999999999996,20,0.6,12,13,200,90.5,18.4,7,21,67,,14.9,11,0.557,34,0.265,9,39.1,25,0.475,12.5,10,27,0.519,14,0.435,10,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,74.0,Away,EAST-CAROLINA,East Carolina,East Carolina,aac,23,False,False,False,Away,True,3,26,55,39,64,9,14,61,1,0,129,414,1306,0.4651607963246554,757,1498,0.5053404539385847,188,366,1298,0.4992295839753466,0.39130434782608703
24,2020-02-12-20-tulsa,63.2,12,10.0,3,97.2,78.1,25,0.41700000000000004,54,0.35200000000000004,19,0.29600000000000004,16,0.688,11,15,200,77.8,17.6,6,27,56,,15.3,11,0.426,23,0.304,7,47.0,31,0.455,21.8,17,31,0.387,12,0.4,10,"February 12, 2020",61.9,13,19.4,6,77.8,82.4,28,0.49,48,0.43799999999999994,21,0.708,34,0.6759999999999999,23,8,200,97.2,21.9,7,14,70,,15.3,11,0.375,18,0.278,5,53.0,35,0.546,18.2,14,30,0.5329999999999999,16,0.667,16,"Donald W. Reynolds Center, Tulsa, Oklahoma",EAST-CAROLINA,East Carolina,71.9,Home,TULSA,Tulsa,East Carolina,aac,24,False,False,False,Away,False,7,12,54,31,66,5,16,48,0,1,132,440,1361,0.4687729610580456,796,1562,0.5096030729833547,197,380,1359,0.4970566593083149,0.4166666666666667
25,2020-02-16-12-east-carolina,58.6,17,10.9,5,87.0,77.8,28,0.57,57,0.509,29,0.281,16,0.313,5,8,225,90.9,25.8,8,20,70,,7.8,6,0.298,17,0.41200000000000003,7,53.7,36,0.542,25.6,22,40,0.55,22,0.68,17,"February 16, 2020",45.8,11,5.0,2,90.9,74.2,23,0.442,60,0.4,24,0.317,19,0.737,14,16,225,87.0,22.2,8,15,67,,14.3,11,0.233,14,0.35700000000000004,5,46.3,31,0.485,18.0,15,46,0.413,19,0.385,10,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,68.7,Away,CINCINNATI,Cincinnati,East Carolina,aac,25,False,True,True,Home,False,5,19,60,31,67,7,22,57,0,1,139,452,1415,0.4667844522968198,827,1628,0.5079852579852581,202,396,1407,0.4968017057569296,0.4
26,2020-02-19-19-memphis,73.1,19,11.4,4,97.5,78.4,29,0.483,58,0.44799999999999995,26,0.379,22,0.773,17,17,200,92.4,14.7,5,24,73,,6.3,5,0.345,20,0.2,4,47.9,34,0.5329999999999999,18.1,15,38,0.579,22,0.37,10,"February 19, 2020",57.7,15,5.3,2,92.4,85.3,29,0.5,59,0.441,26,0.525,31,0.581,18,8,200,97.5,21.6,8,19,77,,10.1,8,0.40700000000000003,24,0.292,7,52.1,37,0.522,15.2,13,35,0.5429999999999999,19,0.6920000000000001,18,"FedExForum, Memphis, Tennessee",EAST-CAROLINA,East Carolina,78.6,Home,MEMPHIS,Memphis,East Carolina,aac,26,False,False,False,Away,False,4,22,58,34,71,7,19,59,0,1,144,471,1475,0.4657627118644068,858,1695,0.5061946902654867,209,418,1464,0.4996584699453552,0.38461538461538464
