,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PENN-STATE_homegame,PENN-STATE_homegame2,PENN-STATE_home,PENN-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-14-penn-state,44.4,12,5.6,2,89.0,80.0,32,0.414,76,0.355,27,0.184,14,0.5710000000000001,8,5,200,86.6,26.5,13,22,71,,6.1,5,0.434,33,0.273,9,50.6,45,0.43,10.9,10,43,0.419,18,0.444,4,"December 14, 2019",60.9,14,16.3,7,86.6,73.5,36,0.429,63,0.365,23,0.413,26,0.731,19,2,200,89.0,20.0,8,14,73,,7.3,6,0.429,27,0.29600000000000004,8,49.4,44,0.484,17.7,16,36,0.41700000000000004,15,0.818,9,"Bryce Jordan Center, University Park, Pennsylvania",ALABAMA,Alabama,81.5,Home,PENN-STATE,Penn State,Penn State,big-ten,10,True,False,True,Home,True,8,15,63,44,89,9,18,76,1,0,83,203,640,0.51171875,373,694,0.537463976945245,68,160,580,0.4517241379310345,0.8
11,2019-12-20-18-penn-state,61.9,13,3.2,1,116.0,77.8,21,0.395,62,0.33899999999999997,21,0.258,16,0.563,9,12,200,77.3,22.2,8,14,58,,10.7,8,0.306,19,0.368,7,46.0,29,0.41700000000000004,17.8,15,43,0.326,14,0.0,0,"December 20, 2019",72.7,24,23.3,10,77.3,77.8,28,0.623,61,0.541,33,0.213,13,0.846,11,2,200,116.0,22.2,6,17,87,23.0,12.0,9,0.4920000000000001,30,0.33299999999999996,10,54.0,34,0.648,16.3,13,31,0.742,23,0.833,10,"Bryce Jordan Center, University Park, Pennsylvania",CENTRAL-CONNECTICUT-STATE,Central Connecticut,75.4,Home,PENN-STATE,Penn State,Penn State,big-ten,11,True,False,True,Home,True,10,23,61,34,63,7,14,62,1,0,91,218,703,0.5042674253200569,417,783,0.5325670498084292,77,178,656,0.4474085365853657,0.8181818181818182
12,2019-12-29-12-penn-state,63.6,14,9.8,4,128.6,53.3,16,0.48100000000000004,54,0.40700000000000003,22,0.24100000000000002,13,0.5379999999999999,7,10,200,84.3,27.3,9,15,59,,7.1,5,0.35200000000000004,19,0.42100000000000004,8,39.7,25,0.49,21.1,16,35,0.4,14,0.091,1,"December 29, 2019",45.7,16,8.6,3,84.3,72.7,24,0.5820000000000001,67,0.522,35,0.26899999999999996,18,0.667,12,2,200,128.6,46.7,14,17,90,20.0,11.4,8,0.38799999999999996,26,0.308,8,60.3,38,0.596,12.8,11,41,0.659,27,0.846,11,"Bryce Jordan Center, University Park, Pennsylvania",CORNELL,Cornell,69.9,Home,PENN-STATE,Penn State,Penn State,big-ten,12,True,False,True,Home,True,8,27,67,38,63,8,14,54,1,0,101,241,764,0.5137434554973822,451,846,0.533096926713948,84,192,718,0.4428969359331476,0.8333333333333334
13,2020-01-04-14-penn-state,51.6,16,11.4,5,117.1,63.4,26,0.562,65,0.47700000000000004,31,0.308,20,0.65,13,4,200,113.2,38.7,12,16,86,23.0,5.3,4,0.4,26,0.423,11,52.8,38,0.5770000000000001,16.9,15,39,0.513,20,0.7140000000000001,10,"January 4, 2020",39.4,13,12.8,5,113.2,61.3,19,0.514,72,0.45799999999999996,33,0.306,22,0.682,15,2,200,117.1,36.6,15,16,89,21.0,14.5,11,0.389,28,0.28600000000000003,8,47.2,34,0.54,7.9,7,44,0.568,25,0.857,12,"The Palestra, Philadelphia, Pennsylvania",IOWA,Iowa,76.0,Home,PENN-STATE,Penn State,Penn State,big-ten,13,True,False,True,Home,True,8,25,72,34,72,11,20,65,1,0,109,268,831,0.5192539109506619,489,909,0.5379537953795379,92,206,772,0.44559585492227977,0.8461538461538461
14,2020-01-07-19-rutgers,40.9,9,8.3,4,97.3,75.0,24,0.41,61,0.361,22,0.213,13,0.846,11,3,200,82.4,18.4,7,23,61,20.0,5.4,4,0.426,26,0.231,6,44.3,31,0.45399999999999996,17.3,14,35,0.457,16,0.8,12,"January 7, 2020",37.5,9,25.7,9,82.4,81.6,31,0.431,58,0.414,24,0.5,29,0.759,22,3,200,97.3,25.0,8,13,72,,9.5,7,0.172,10,0.2,2,55.7,39,0.502,12.4,10,48,0.45799999999999996,22,0.8,12,"Rutgers Athletic Center, New Brunswick, New Jersey",PENN-STATE,Penn State,74.0,Home,RUTGERS,Rutgers,Penn State,big-ten,14,False,False,False,Away,False,6,16,61,31,70,2,22,58,0,1,117,293,903,0.5188261351052049,523,981,0.5331294597349643,103,226,837,0.454599761051374,0.8571428571428571
15,2020-01-11-14-penn-state,45.5,10,6.5,2,77.8,83.9,26,0.455,55,0.4,22,0.255,14,0.5710000000000001,8,6,200,92.1,25.0,9,17,58,,4.8,3,0.382,21,0.28600000000000003,6,52.2,35,0.47,12.8,9,34,0.47100000000000003,16,0.625,10,"January 11, 2020",47.1,8,14.7,5,92.1,75.0,27,0.375,52,0.327,17,0.26899999999999996,14,0.7140000000000001,10,4,200,77.8,16.1,5,14,49,20.0,9.5,6,0.40399999999999997,21,0.23800000000000002,5,47.8,32,0.418,14.7,10,31,0.387,12,0.75,12,"Bryce Jordan Center, University Park, Pennsylvania",PENN-STATE,Penn State,62.7,Away,WISCONSIN,Wisconsin,Penn State,big-ten,15,False,True,True,Home,False,5,12,52,32,67,6,16,55,0,1,123,309,964,0.5119294605809128,554,1051,0.527117031398668,105,248,895,0.453072625698324,0.8
16,2020-01-15-21-minnesota,48.0,12,13.9,5,113.6,54.3,19,0.475,59,0.424,25,0.33899999999999997,20,0.65,13,5,200,104.5,23.7,9,22,69,,7.6,5,0.33899999999999997,20,0.3,6,38.4,28,0.504,8.1,6,39,0.48700000000000004,19,0.706,12,"January 15, 2020",60.9,14,10.3,4,104.5,76.3,29,0.433,60,0.38299999999999995,23,0.483,29,0.7929999999999999,23,7,200,113.6,45.7,16,18,75,,4.5,3,0.4,24,0.25,6,61.6,45,0.508,11.0,9,36,0.47200000000000003,17,0.588,10,"Williams Arena, Minneapolis, Minnesota",PENN-STATE,Penn State,66.1,Home,MINNESOTA,Minnesota,Penn State,big-ten,16,False,False,False,Away,False,6,19,59,28,73,6,17,60,0,1,128,321,1016,0.5049212598425197,586,1118,0.5241502683363148,111,264,950,0.4531578947368421,0.75
17,2020-01-18-12-penn-state,60.9,14,5.7,2,123.3,75.0,18,0.509,54,0.426,23,0.537,29,0.7240000000000001,21,6,200,104.1,17.9,5,23,76,21.0,8.2,6,0.37,20,0.45,9,44.2,23,0.561,15.2,12,34,0.41200000000000003,14,0.667,12,"January 18, 2020",48.3,14,20.6,7,104.1,82.1,23,0.62,54,0.537,29,0.519,28,0.821,23,5,200,123.3,25.0,6,24,90,,12.3,9,0.35200000000000004,19,0.474,9,55.8,29,0.669,11.9,9,35,0.5710000000000001,20,0.722,13,"Bryce Jordan Center, University Park, Pennsylvania",OHIO-STATE,Ohio State,72.5,Home,PENN-STATE,Penn State,Penn State,big-ten,17,True,False,True,Home,True,9,20,54,29,52,9,14,54,1,0,134,340,1075,0.5032558139534884,614,1191,0.5155331654072208,117,281,1010,0.451980198019802,0.7058823529411765
18,2020-01-22-19-michigan,33.3,9,2.5,1,82.9,74.4,29,0.5539999999999999,56,0.48200000000000004,27,0.28600000000000003,16,0.625,10,5,200,94.7,7.1,2,15,72,,5.3,4,0.33899999999999997,19,0.42100000000000004,8,46.3,31,0.5660000000000001,16.0,12,37,0.514,19,0.737,14,"January 22, 2020",37.5,9,2.7,1,94.7,92.9,26,0.39,68,0.353,24,0.20600000000000002,14,0.7140000000000001,10,7,200,82.9,25.6,10,14,63,,10.5,8,0.41200000000000003,28,0.179,5,53.7,36,0.42200000000000004,14.9,13,40,0.475,19,0.611,11,"Crisler Arena, Ann Arbor, Michigan",MICHIGAN,Michigan,75.6,Away,PENN-STATE,Penn State,Penn State,big-ten,18,False,False,False,Away,True,8,19,56,31,67,5,19,68,1,0,143,360,1129,0.5088573959255979,643,1243,0.5172968624296058,126,295,1064,0.4548872180451128,0.7222222222222222
19,2020-01-29-20-penn-state,47.4,9,6.5,3,88.9,78.6,33,0.35100000000000003,57,0.33299999999999996,19,0.175,10,0.9,9,6,200,68.1,21.9,7,17,49,,4.2,3,0.193,11,0.182,2,54.1,40,0.397,20.7,16,46,0.37,17,0.7140000000000001,15,"January 29, 2020",50.0,12,6.5,3,68.1,78.1,25,0.414,64,0.375,24,0.359,23,0.478,11,5,200,88.9,21.4,9,12,64,24.0,20.8,15,0.281,18,0.278,5,45.9,34,0.4270000000000001,8.6,7,46,0.413,19,0.75,15,"Bryce Jordan Center, University Park, Pennsylvania",INDIANA,Indiana,71.8,Home,PENN-STATE,Penn State,Penn State,big-ten,19,True,False,True,Home,True,5,19,64,34,74,2,17,57,1,0,151,379,1185,0.5109704641350211,674,1310,0.5145038167938931,131,314,1132,0.4509717314487632,0.7368421052631579
20,2020-02-01-19-nebraska,53.3,16,9.8,4,85.3,79.1,34,0.522,67,0.44799999999999995,30,0.209,14,0.429,6,5,200,101.3,32.5,13,17,76,24.0,6.7,5,0.38799999999999996,26,0.385,10,56.6,47,0.516,17.0,15,41,0.488,20,0.762,16,"February 1, 2020",50.0,12,2.4,1,101.3,67.5,27,0.452,62,0.387,24,0.306,19,0.42100000000000004,8,15,200,85.3,20.9,9,16,64,,10.7,8,0.33899999999999997,21,0.381,8,43.4,36,0.451,14.6,12,41,0.39,16,0.318,7,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,74.8,Away,PENN-STATE,Penn State,Penn State,big-ten,20,False,False,False,Away,True,10,20,67,47,83,8,16,62,1,0,156,398,1249,0.5060048038430744,708,1384,0.5115606936416185,133,331,1189,0.4461732548359966,0.75
21,2020-02-04-20-michigan-state,61.5,16,6.3,2,100.0,75.0,21,0.484,63,0.413,26,0.302,19,0.737,14,5,200,107.1,23.7,9,15,75,22.0,12.9,9,0.33299999999999996,21,0.429,9,45.5,30,0.521,10.1,8,42,0.405,17,0.773,17,"February 4, 2020",61.5,16,21.4,9,107.1,76.3,29,0.536,55,0.473,26,0.23600000000000002,13,0.846,11,7,200,100.0,25.0,7,20,70,16.0,7.1,5,0.418,23,0.304,7,54.5,36,0.5720000000000001,19.8,15,32,0.594,19,0.696,16,"Breslin Events Center, East Lansing, Michigan",MICHIGAN-STATE,Michigan State,70.1,Away,PENN-STATE,Penn State,Penn State,big-ten,21,False,False,False,Away,True,9,17,63,30,66,7,19,55,1,0,166,418,1316,0.506838905775076,755,1467,0.5146557600545331,141,347,1251,0.4464428457234213,0.7619047619047619
22,2020-02-08-16-penn-state,37.9,11,7.3,3,115.3,75.0,24,0.493,67,0.433,29,0.19399999999999998,13,0.846,11,11,200,106.9,22.2,8,20,77,,4.2,3,0.358,24,0.33299999999999996,8,47.1,32,0.526,7.6,6,43,0.488,21,0.522,12,"February 8, 2020",55.2,16,9.3,4,106.9,77.8,28,0.552,58,0.5,29,0.44799999999999995,26,0.731,19,5,200,115.3,25.0,8,15,83,22.0,4.2,3,0.293,17,0.353,6,52.9,36,0.59,12.6,10,41,0.561,23,0.7829999999999999,18,"Bryce Jordan Center, University Park, Pennsylvania",MINNESOTA,Minnesota,71.8,Home,PENN-STATE,Penn State,Penn State,big-ten,22,True,False,True,Home,True,6,23,58,36,68,8,21,67,1,0,175,435,1379,0.505801305293691,785,1533,0.5120678408349641,148,366,1306,0.450229709035222,0.7727272727272727
23,2020-02-11-18-purdue,75.0,21,4.5,2,110.1,71.9,23,0.648,54,0.519,28,0.40700000000000003,22,0.818,18,5,200,127.5,21.7,5,18,88,13.0,5.8,4,0.48100000000000004,26,0.5379999999999999,14,50.9,28,0.6829999999999999,11.2,8,28,0.5,14,0.792,19,"February 11, 2020",42.9,12,7.1,2,127.5,78.3,18,0.4920000000000001,61,0.45899999999999996,28,0.41,25,0.64,16,11,200,110.1,28.1,9,21,76,,8.7,6,0.27899999999999997,17,0.235,4,49.1,27,0.521,8.9,7,44,0.545,24,0.56,14,"Mackey Arena, West Lafayette, Indiana",PURDUE,Purdue,69.2,Away,PENN-STATE,Penn State,Penn State,big-ten,23,False,False,False,Away,True,14,14,54,28,55,4,24,61,1,0,181,458,1437,0.5076548364648573,821,1601,0.5128044971892567,156,387,1373,0.4522942461762564,0.7826086956521741
24,2020-02-15-12-penn-state,40.7,11,11.8,4,110.0,66.7,24,0.483,58,0.466,27,0.172,10,0.5,5,18,200,87.1,12.5,4,16,61,,2.9,2,0.24100000000000002,14,0.14300000000000002,2,41.2,28,0.486,15.0,11,44,0.568,25,0.25,6,"February 15, 2020",57.1,16,9.1,4,87.1,87.5,28,0.515,65,0.431,28,0.215,14,0.7140000000000001,10,5,200,110.0,33.3,12,17,77,13.0,10.0,7,0.47700000000000004,31,0.355,11,58.8,40,0.537,12.3,10,34,0.5,17,0.8,20,"Bryce Jordan Center, University Park, Pennsylvania",NORTHWESTERN,Northwestern,69.7,Home,PENN-STATE,Penn State,Penn State,big-ten,24,True,False,True,Home,True,11,17,65,40,68,2,25,58,1,0,195,472,1491,0.5127431254191818,849,1656,0.5126811594202898,160,411,1434,0.4539748953974895,0.7916666666666666
25,2020-02-18-18-penn-state,33.3,8,7.7,3,90.3,75.7,28,0.47200000000000003,54,0.444,24,0.33299999999999996,18,0.611,11,9,200,100.0,28.1,9,16,62,,8.1,5,0.185,10,0.3,3,53.6,37,0.496,12.7,9,44,0.47700000000000004,21,0.654,17,"February 18, 2020",61.9,13,9.1,4,100.0,71.9,23,0.397,58,0.36200000000000004,21,0.22399999999999998,13,0.769,10,6,200,90.3,24.3,9,16,56,9.0,8.1,5,0.32799999999999996,19,0.21100000000000002,4,46.4,32,0.436,9.9,7,39,0.436,17,0.769,20,"Bryce Jordan Center, University Park, Pennsylvania",PENN-STATE,Penn State,62.4,Away,ILLINOIS,Illinois,Penn State,big-ten,25,False,True,True,Home,False,4,17,58,32,69,3,21,54,0,1,206,489,1556,0.512853470437018,889,1724,0.5156612529002321,162,436,1492,0.4550938337801609,0.8
26,2020-02-23-12-indiana,18.2,4,7.5,3,97.1,75.8,25,0.434,53,0.415,22,0.415,22,0.636,14,7,200,85.7,25.7,9,24,60,9.0,8.6,6,0.264,14,0.14300000000000002,2,50.0,34,0.473,19.3,15,39,0.513,20,0.741,20,"February 23, 2020",30.4,7,5.1,2,85.7,74.3,26,0.47200000000000003,54,0.426,23,0.5,27,0.63,17,9,200,97.1,24.2,8,22,68,,14.3,10,0.259,14,0.35700000000000004,5,50.0,34,0.509,15.4,12,40,0.45,18,0.667,18,"Assembly Hall, Bloomington, Indiana",PENN-STATE,Penn State,70.1,Home,INDIANA,Indiana,Penn State,big-ten,26,False,False,False,Away,False,2,20,53,34,68,5,18,54,0,1,210,506,1614,0.5086741016109045,921,1793,0.5136642498605689,165,457,1546,0.4556921086675291,0.7692307692307693
