,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTHERN-ILLINOIS_homegame,SOUTHERN-ILLINOIS_homegame2,SOUTHERN-ILLINOIS_home,SOUTHERN-ILLINOIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-16-missouri,40.0,4,9.4,3,108.5,53.6,15,0.368,34,0.294,10,0.765,26,0.885,23,7,200,81.4,17.4,4,13,48,,8.5,5,0.5,17,0.294,5,37.3,19,0.518,24.8,15,17,0.294,5,0.364,4,"December 15, 2019",56.0,14,17.6,3,81.4,82.6,19,0.527,55,0.455,25,0.16399999999999998,9,0.667,6,4,200,108.5,46.4,13,23,64,,11.9,7,0.418,23,0.348,8,62.7,32,0.54,20.3,15,32,0.531,17,0.6,6,"Mizzou Arena, Columbia, Missouri",SOUTHERN-ILLINOIS,Southern Illinois,59.3,Home,MISSOURI,Missouri,Southern Illinois,mvc,10,False,False,False,Away,False,5,5,34,19,51,8,17,55,0,1,71,162,512,0.5244140625,259,590,0.4389830508474577,59,170,552,0.4682971014492754,0.4
11,2019-12-18-20-southern-illinois,26.3,5,6.5,2,115.4,64.3,18,0.41700000000000004,48,0.396,19,0.479,23,0.565,13,7,200,81.5,29.4,10,13,53,,3.1,2,0.22899999999999998,11,0.182,2,45.2,28,0.45,21.6,16,37,0.45899999999999996,17,0.364,4,"December 18, 2019",70.4,19,0.0,0,81.5,70.6,24,0.555,55,0.491,27,0.309,17,0.8240000000000001,14,7,200,115.4,35.7,10,20,75,,10.8,7,0.436,24,0.292,7,54.8,34,0.595,15.0,11,31,0.645,20,0.41700000000000004,5,"The SIU Arena, Carbondale, Illinois",HAMPTON,Hampton,64.5,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,11,True,False,True,Home,True,7,20,55,34,62,2,17,48,1,0,76,167,546,0.5146520146520146,278,641,0.4336973478939157,67,187,607,0.4736408566721582,0.3636363636363637
12,2019-12-21-16-southern-illinois,41.2,7,3.2,1,108.5,66.7,22,0.382,51,0.33299999999999996,17,0.196,10,0.6,6,9,200,76.3,28.6,10,15,45,,8.5,5,0.294,15,0.33299999999999996,5,47.1,32,0.40399999999999997,21.3,15,36,0.33299999999999996,12,0.25,3,"December 21, 2019",69.6,16,2.8,1,76.3,71.4,25,0.5,54,0.426,23,0.259,14,0.7140000000000001,10,7,200,108.5,33.3,11,16,64,,10.2,6,0.426,23,0.348,8,52.9,36,0.528,11.7,8,31,0.484,15,0.462,6,"The SIU Arena, Carbondale, Illinois",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,59.2,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,12,True,False,True,Home,True,8,15,54,36,68,5,12,51,1,0,83,187,601,0.5183028286189684,312,703,0.4438122332859175,69,204,655,0.4694656488549618,0.4166666666666667
13,2019-12-30-20-indiana-state,31.8,7,9.5,4,106.3,77.4,24,0.49,50,0.44,22,0.26,13,0.5379999999999999,7,8,200,87.5,16.7,5,16,56,,6.3,4,0.36,18,0.278,5,47.5,29,0.498,18.9,13,32,0.531,17,0.429,6,"December 30, 2019",65.5,19,15.6,5,87.5,83.3,25,0.5820000000000001,55,0.527,29,0.218,12,0.33299999999999996,4,4,200,106.3,22.6,7,10,68,,9.4,6,0.23600000000000002,13,0.462,6,52.5,32,0.56,14.2,10,42,0.5479999999999999,23,0.667,8,"Hulman Center, Terre Haute, Indiana",SOUTHERN-ILLINOIS,Southern Illinois,63.9,Home,INDIANA-STATE,Indiana State,Southern Illinois,mvc,13,False,False,False,Away,False,5,17,50,29,61,6,23,55,0,1,91,202,655,0.516793893129771,348,771,0.4513618677042802,74,216,706,0.4631728045325779,0.4615384615384616
14,2020-01-04-16-southern-illinois,45.0,9,6.1,2,94.4,71.4,20,0.429,49,0.408,20,0.3670000000000001,18,0.722,13,8,200,77.5,12.5,4,19,55,,11.3,8,0.34700000000000003,17,0.11800000000000001,2,40.0,24,0.478,25.0,19,32,0.563,18,0.429,6,"January 4, 2020",52.2,12,0.0,0,77.5,87.5,28,0.52,50,0.46,23,0.4,20,0.75,15,8,200,94.4,28.6,8,21,67,,11.3,8,0.34,17,0.353,6,60.0,36,0.563,23.4,18,33,0.515,17,0.467,7,"The SIU Arena, Carbondale, Illinois",ILLINOIS-STATE,Illinois State,71.0,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,14,True,False,True,Home,True,6,17,50,36,60,2,18,49,1,0,96,219,705,0.5148936170212766,377,832,0.453125,80,239,761,0.4717477003942182,0.42857142857142855
15,2020-01-07-20-southern-illinois,57.9,11,6.9,2,100.0,84.0,21,0.373,59,0.322,19,0.237,14,0.429,6,8,200,79.4,33.3,14,16,50,,17.5,11,0.424,25,0.24,6,52.2,35,0.381,16.6,13,34,0.382,13,0.5,8,"January 7, 2020",68.2,15,5.9,2,79.4,66.7,28,0.578,45,0.489,22,0.33299999999999996,15,0.733,11,8,200,100.0,16.0,4,15,63,,12.7,8,0.35600000000000004,16,0.5,8,47.8,32,0.604,21.3,14,29,0.483,14,0.5,8,"The SIU Arena, Carbondale, Illinois",VALPARAISO,Valparaiso,63.4,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,15,True,False,True,Home,True,8,14,45,32,67,6,13,59,1,0,102,236,755,0.5152317880794702,413,892,0.4630044843049328,82,257,810,0.4691358024691358,0.4666666666666667
16,2020-01-11-20-bradley,37.5,6,6.1,2,104.7,59.4,19,0.342,57,0.281,16,0.175,10,0.9,9,9,200,75.0,30.8,12,15,48,,10.9,7,0.474,27,0.259,7,43.7,31,0.389,19.6,15,30,0.3,9,0.47100000000000003,8,"January 11, 2020",41.7,10,30.0,9,75.0,69.2,27,0.491,56,0.429,24,0.23199999999999998,13,0.9229999999999999,12,5,200,104.7,40.6,13,11,67,,7.8,5,0.41100000000000003,23,0.304,7,56.3,40,0.539,19.6,15,33,0.515,17,0.706,12,"Carver Arena, Peoria, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,64.5,Home,BRADLEY,Bradley,Southern Illinois,mvc,16,False,False,False,Away,False,7,9,57,31,71,7,17,56,0,1,110,250,800,0.51875,445,959,0.4640250260688217,88,270,869,0.4626006904487917,0.5
17,2020-01-16-20-loyola-il,52.6,10,8.3,3,106.7,87.5,21,0.39799999999999996,54,0.35200000000000004,19,0.09300000000000001,5,1.0,5,10,200,80.0,6.7,2,15,48,,6.7,4,0.48100000000000004,26,0.192,5,42.6,23,0.426,11.1,7,28,0.5,14,0.444,8,"January 16, 2020",69.2,18,14.3,4,80.0,93.3,28,0.604,48,0.542,26,0.188,9,0.667,6,6,200,106.7,12.5,3,10,64,,5.0,3,0.25,12,0.5,6,57.4,31,0.612,14.8,9,36,0.556,20,0.667,12,"Joseph J. Gentile Center, Chicago, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,59.8,Home,LOYOLA-IL,Loyola (IL),Southern Illinois,mvc,17,False,False,False,Away,False,5,14,54,23,54,6,20,48,0,1,117,259,857,0.5070011668611435,476,1030,0.4621359223300971,95,287,925,0.4643243243243243,0.4705882352941176
18,2020-01-19-16-southern-illinois,77.8,14,11.1,3,101.5,84.4,27,0.4,50,0.36,18,0.28,14,0.643,9,6,200,75.4,12.5,4,17,49,,4.6,3,0.5,25,0.16,4,48.4,31,0.4320000000000001,20.0,14,25,0.56,14,0.684,13,"January 19, 2020",66.7,14,0.0,0,75.4,87.5,28,0.49,51,0.41200000000000003,21,0.431,22,0.727,16,10,200,101.5,15.6,5,10,66,,12.3,8,0.47100000000000003,24,0.33299999999999996,8,51.6,33,0.537,10.3,7,27,0.48100000000000004,13,0.474,9,"The SIU Arena, Carbondale, Illinois",DRAKE,Drake,65.1,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,18,True,False,True,Home,True,8,13,51,33,64,4,14,50,1,0,122,273,911,0.5005488474204172,499,1084,0.4603321033210332,101,307,973,0.4712230215827338,0.4444444444444444
19,2020-01-22-21-southern-illinois,48.1,13,7.4,2,101.5,91.4,32,0.5710000000000001,56,0.48200000000000004,27,0.071,4,0.5,2,3,200,98.5,21.4,6,16,66,,6.0,4,0.41100000000000003,23,0.435,10,60.3,38,0.57,21.7,16,33,0.515,17,0.8420000000000001,16,"January 22, 2020",65.2,15,3.0,1,98.5,78.6,22,0.528,53,0.434,23,0.434,23,0.522,12,10,200,101.5,8.6,3,10,68,,11.9,8,0.491,26,0.385,10,39.7,25,0.532,8.7,6,27,0.48100000000000004,13,0.5,10,"The SIU Arena, Carbondale, Illinois",NORTHERN-IOWA,Northern Iowa,67.4,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,19,True,False,True,Home,True,10,13,53,25,63,10,17,56,1,0,130,286,962,0.5,532,1148,0.4634146341463415,105,321,1023,0.4677419354838709,0.4736842105263158
20,2020-01-25-15-illinois-state,47.4,9,3.4,1,84.6,75.0,21,0.461,51,0.373,19,0.314,16,0.688,11,10,200,89.2,23.5,8,11,58,,12.3,8,0.451,23,0.391,9,46.8,29,0.495,18.3,13,28,0.35700000000000004,10,0.524,11,"January 25, 2020",54.5,12,3.6,1,89.2,76.5,26,0.5,53,0.415,22,0.132,7,0.28600000000000003,2,14,200,84.6,25.0,7,15,55,,13.8,9,0.45299999999999996,24,0.375,9,53.2,33,0.488,23.3,17,29,0.44799999999999995,13,0.3,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,65.0,Away,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,20,False,False,False,Away,True,9,10,51,29,62,9,13,53,1,0,140,299,1015,0.5014778325123153,557,1211,0.4599504541701073,115,338,1079,0.4731232622798888,0.5
21,2020-01-29-20-southern-illinois,50.0,12,0.0,0,104.6,83.3,20,0.491,54,0.444,24,0.204,11,0.909,10,8,200,96.9,14.8,4,16,63,,9.2,6,0.389,21,0.23800000000000002,5,47.1,24,0.532,15.8,11,33,0.5760000000000001,19,0.636,14,"January 29, 2020",54.5,12,9.1,3,96.9,85.2,23,0.578,45,0.489,22,0.444,20,0.8,16,10,200,104.6,16.7,4,15,68,,9.2,6,0.444,20,0.4,8,52.9,27,0.624,20.6,14,25,0.56,14,0.545,12,"The SIU Arena, Carbondale, Illinois",LOYOLA-IL,Loyola (IL),65.4,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,21,True,False,True,Home,True,8,14,45,27,51,5,19,54,1,0,149,309,1066,0.49953095684803,586,1273,0.4603299293008641,124,351,1132,0.4743816254416961,0.5238095238095238
22,2020-02-01-18-drake,47.8,11,2.4,1,116.1,61.8,21,0.6559999999999999,45,0.511,23,0.578,26,0.769,20,10,200,127.4,15.0,3,15,79,,4.8,3,0.444,20,0.65,13,44.4,24,0.6890000000000001,12.4,8,25,0.4,10,0.565,13,"February 1, 2020",55.2,16,20.0,5,127.4,85.0,17,0.516,63,0.46,29,0.14300000000000002,9,0.778,7,8,200,116.1,38.2,13,21,72,,8.1,5,0.33299999999999996,21,0.33299999999999996,7,55.6,30,0.535,10.7,8,42,0.524,22,0.652,15,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,62.3,Away,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,22,False,False,False,Away,True,13,10,45,24,54,7,22,63,1,0,157,323,1111,0.5027002700270027,613,1324,0.4629909365558912,129,370,1186,0.4751264755480607,0.5454545454545454
23,2020-02-05-19-evansville,24.0,6,2.4,1,85.7,78.9,30,0.419,62,0.40299999999999997,25,0.27399999999999997,17,0.706,12,10,225,91.4,27.0,10,16,64,,5.7,4,0.129,8,0.25,2,53.3,40,0.457,15.8,13,54,0.426,23,0.583,14,"February 5, 2020",36.4,8,16.7,9,91.4,73.0,27,0.402,61,0.361,22,0.23,14,0.7859999999999999,11,15,225,85.7,21.1,8,16,60,,11.4,8,0.32799999999999996,20,0.25,5,46.7,35,0.44299999999999995,10.6,8,41,0.415,17,0.375,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,62.5,Away,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,23,False,False,False,Away,True,2,23,62,40,75,5,17,61,1,0,170,333,1156,0.5086505190311419,637,1378,0.4622641509433962,136,392,1249,0.4771817453963171,0.5652173913043478
24,2020-02-08-20-southern-illinois,63.0,17,0.0,0,109.7,76.5,26,0.534,58,0.466,27,0.121,7,0.5710000000000001,4,14,200,106.5,36.7,11,18,66,,4.8,3,0.36200000000000004,21,0.381,8,57.8,37,0.5379999999999999,16.4,12,37,0.514,19,0.44,11,"February 8, 2020",47.8,11,2.7,1,106.5,63.3,19,0.48200000000000004,55,0.418,23,0.327,18,0.833,15,10,200,109.7,23.5,8,13,68,,14.5,9,0.436,24,0.292,7,42.2,27,0.535,10.0,7,31,0.516,16,0.6,15,"The SIU Arena, Carbondale, Illinois",MISSOURI-STATE,Missouri State,62.4,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,mvc,24,True,False,True,Home,True,7,16,55,27,64,8,19,58,1,0,172,356,1218,0.5041050903119869,677,1453,0.4659325533379216,141,409,1310,0.4736641221374046,0.5833333333333334
25,2020-02-12-20-valparaiso,61.5,8,8.1,3,87.3,70.4,19,0.282,55,0.23600000000000002,13,0.218,12,0.583,7,11,200,60.3,23.1,9,14,38,,12.7,8,0.509,28,0.179,5,42.4,28,0.313,16.6,12,27,0.29600000000000004,8,0.5770000000000001,15,"February 12, 2020",72.7,16,14.8,4,60.3,76.9,30,0.48,49,0.449,22,0.22399999999999998,11,0.727,8,13,200,87.3,29.6,8,14,55,,9.5,6,0.245,12,0.25,3,57.6,38,0.507,24.0,17,37,0.514,19,0.5,13,"Athletics-Recreation Center, Valparaiso, Indiana",SOUTHERN-ILLINOIS,Southern Illinois,63.5,Home,VALPARAISO,Valparaiso,Southern Illinois,mvc,25,False,False,False,Away,False,5,8,55,28,66,3,19,49,0,1,179,372,1273,0.5031421838177533,704,1517,0.4640738299274885,149,428,1368,0.4762426900584795,0.6
26,2020-02-15-14-southern-illinois,51.9,14,6.9,2,98.5,91.2,31,0.517,58,0.466,27,0.259,15,0.6,9,9,200,101.5,27.3,9,15,69,,5.9,4,0.24100000000000002,14,0.429,6,59.7,40,0.53,14.6,11,44,0.47700000000000004,21,0.667,18,"February 15, 2020",59.1,13,2.3,1,101.5,72.7,24,0.491,56,0.39299999999999996,22,0.28600000000000003,16,0.75,12,12,200,98.5,8.8,3,12,67,,11.8,8,0.48200000000000004,27,0.40700000000000003,11,40.3,27,0.527,11.3,8,29,0.379,11,0.556,15,"The SIU Arena, Carbondale, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,67.9,Away,BRADLEY,Bradley,Southern Illinois,mvc,26,False,True,True,Home,False,11,11,56,27,67,6,21,58,0,1,184,380,1328,0.4939759036144578,732,1583,0.4624131396083386,152,447,1417,0.4763585038814397,0.5769230769230769
