,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BUTLER_homegame,BUTLER_homegame2,BUTLER_home,BUTLER_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-12-butler,42.9,6,13.6,3,100.0,80.8,21,0.35,50,0.28,14,0.16,8,0.75,6,8,200,62.1,9.7,3,21,41,,9.1,6,0.38,19,0.368,7,42.1,24,0.381,23.0,16,31,0.226,7,0.273,3,"December 14, 2019",65.0,13,9.7,3,62.1,90.3,28,0.545,44,0.455,20,0.614,27,0.667,18,1,200,100.0,19.2,5,17,66,18.0,9.1,6,0.5,22,0.364,8,57.9,33,0.581,18.9,13,22,0.545,12,0.909,10,"Hinkle Fieldhouse, Indianapolis, Indiana",SOUTHERN,Southern,65.8,Home,BUTLER,Butler,Butler,big-east,10,True,False,True,Home,True,8,12,44,33,57,7,7,50,1,0,69,191,535,0.5504672897196262,304,556,0.5467625899280576,54,155,519,0.4547206165703275,0.9
11,2019-12-21-14-purdue,76.2,16,8.1,3,91.0,68.6,24,0.544,45,0.467,21,0.711,32,0.6559999999999999,21,1,200,104.5,26.1,6,20,70,17.0,4.5,3,0.42200000000000004,19,0.368,7,51.7,30,0.581,16.9,12,26,0.5379999999999999,14,0.917,11,"December 21, 2019",57.9,11,7.7,2,104.5,73.9,17,0.41200000000000003,57,0.33299999999999996,19,0.35100000000000003,20,0.7,14,5,200,91.0,31.4,11,26,61,,9.0,6,0.35100000000000003,20,0.45,9,48.3,28,0.45899999999999996,15.4,12,37,0.27,10,0.583,7,"Bankers Life Fieldhouse, Indianapolis, Indiana",PURDUE,Purdue,66.9,Away,BUTLER,Butler,Butler,big-east,11,False,False,False,Away,True,7,14,45,30,58,9,10,57,1,0,77,203,579,0.5500863557858376,337,613,0.5497553017944535,61,162,569,0.445518453427065,0.9090909090909092
12,2019-12-28-16-butler,35.7,5,8.8,3,95.7,89.3,25,0.258,60,0.233,14,0.233,14,0.35700000000000004,5,7,200,51.4,19.0,8,8,36,,5.7,4,0.267,16,0.188,3,47.1,33,0.27,14.3,11,44,0.25,11,0.364,4,"December 28, 2019",63.0,17,6.8,3,51.4,81.0,34,0.517,59,0.45799999999999996,27,0.136,8,0.75,6,1,200,95.7,10.7,3,15,67,12.0,7.1,5,0.424,25,0.28,7,52.9,37,0.5329999999999999,13.8,10,34,0.588,20,0.9229999999999999,12,"Hinkle Fieldhouse, Indianapolis, Indiana",LOUISIANA-MONROE,Louisiana-Monroe,69.7,Home,BUTLER,Butler,Butler,big-east,12,True,False,True,Home,True,7,20,59,37,70,3,11,60,1,0,84,217,624,0.5496794871794872,367,671,0.5469448584202683,70,172,626,0.4424920127795527,0.9166666666666666
13,2019-12-31-19-st-johns-ny,57.1,12,5.6,2,86.6,88.9,32,0.5,52,0.40399999999999997,21,0.192,10,0.8,8,1,200,89.6,43.3,13,12,60,11.0,3.0,2,0.519,27,0.37,10,68.2,45,0.529,28.1,22,25,0.44,11,0.929,13,"December 31, 2019",65.0,13,12.0,3,89.6,56.7,17,0.379,58,0.345,20,0.293,17,0.8240000000000001,14,3,200,86.6,11.1,4,17,58,,23.9,16,0.379,22,0.182,4,31.8,21,0.439,9.7,7,36,0.444,16,0.7859999999999999,11,"Carnesecca Arena, Jamaica, New York",ST-JOHNS-NY,St. John's (NY),67.4,Away,BUTLER,Butler,Butler,big-east,13,False,False,False,Away,True,10,11,52,45,66,4,16,58,1,0,91,237,683,0.5468521229868228,404,741,0.5452091767881242,73,183,686,0.4263848396501458,0.9230769230769232
14,2020-01-04-12-butler,33.3,7,2.4,1,101.4,81.3,26,0.426,54,0.389,21,0.29600000000000004,16,0.688,11,3,200,81.4,12.5,4,18,57,,1.4,1,0.40700000000000003,22,0.182,4,46.9,30,0.46299999999999997,17.6,13,32,0.531,17,0.8,12,"January 4, 2020",32.1,9,6.3,2,81.4,87.5,28,0.508,61,0.45899999999999996,28,0.262,16,0.563,9,1,200,101.4,18.8,6,18,71,11.0,4.3,3,0.311,19,0.316,6,53.1,34,0.517,9.3,7,42,0.524,22,0.9329999999999999,14,"Hinkle Fieldhouse, Indianapolis, Indiana",CREIGHTON,Creighton,70.1,Home,BUTLER,Butler,Butler,big-east,14,True,False,True,Home,True,6,22,61,34,64,4,17,54,1,0,101,248,735,0.5435374149659864,449,807,0.5563816604708798,77,199,744,0.4227150537634409,0.9285714285714286
15,2020-01-10-21-providence,24.0,6,2.9,1,87.9,77.3,34,0.622,45,0.556,25,0.467,21,0.667,14,1,200,106.1,34.8,8,18,70,6.0,4.5,3,0.267,12,0.5,6,62.7,42,0.637,23.9,17,33,0.5760000000000001,19,0.938,15,"January 10, 2020",42.1,8,12.1,4,106.1,65.2,15,0.3670000000000001,60,0.317,19,0.317,19,0.737,14,7,200,87.9,22.7,10,22,58,,7.6,5,0.41700000000000004,25,0.24,6,37.3,25,0.42,10.5,8,35,0.371,13,0.588,10,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,65.5,Away,BUTLER,Butler,Butler,big-east,15,False,False,False,Away,True,6,19,45,42,67,6,13,60,1,0,107,270,796,0.5408291457286433,483,871,0.5545350172215844,81,216,798,0.4229323308270677,0.9333333333333332
16,2020-01-15-18-butler,75.0,18,13.9,5,102.9,73.5,25,0.491,58,0.414,24,0.431,25,0.84,21,4,200,114.7,25.8,8,19,78,18.0,8.8,6,0.534,31,0.29,9,50.8,33,0.5579999999999999,10.4,8,27,0.556,15,0.765,13,"January 15, 2020",58.3,14,7.4,2,114.7,74.2,23,0.474,57,0.42100000000000004,24,0.33299999999999996,19,0.8420000000000001,16,2,200,102.9,26.5,9,21,70,5.0,5.9,4,0.368,21,0.28600000000000003,6,49.2,32,0.53,13.3,10,36,0.5,18,0.882,15,"Hinkle Fieldhouse, Indianapolis, Indiana",BUTLER,Butler,68.5,Away,SETON-HALL,Seton Hall,Butler,big-east,16,False,True,True,Home,False,6,18,57,32,65,9,15,58,0,1,113,289,841,0.5451843043995244,525,938,0.5597014925373134,87,229,858,0.418997668997669,0.9375
17,2020-01-18-13-depaul,36.4,8,14.3,4,112.9,78.3,18,0.48100000000000004,53,0.415,22,0.358,19,0.789,15,3,200,94.3,36.7,11,23,66,5.0,10.0,7,0.396,21,0.33299999999999996,7,54.7,29,0.532,21.7,17,32,0.469,15,0.833,15,"January 18, 2020",72.7,16,9.4,3,94.3,63.3,19,0.6,45,0.489,22,0.711,32,0.7809999999999999,25,5,200,112.9,21.7,5,21,79,,14.3,10,0.37799999999999995,17,0.588,10,45.3,24,0.6559999999999999,21.3,16,28,0.429,12,0.722,13,"Wintrust Arena, Chicago, Illinois",BUTLER,Butler,69.6,Home,DEPAUL,DePaul,Butler,big-east,17,False,False,False,Away,False,7,15,53,29,53,10,12,45,0,1,119,307,898,0.5406458797327395,557,1003,0.555333998005982,96,244,916,0.4235807860262009,0.8823529411764706
18,2020-01-21-19-villanova,50.0,13,8.3,3,111.8,79.4,27,0.445,64,0.406,26,0.125,8,0.5,4,4,200,89.7,18.4,7,19,61,13.0,7.4,5,0.313,20,0.25,5,47.2,34,0.45,6.9,5,44,0.47700000000000004,21,0.789,15,"January 21, 2020",65.2,15,4.5,2,89.7,81.6,31,0.451,61,0.377,23,0.377,23,0.9129999999999999,21,3,200,111.8,20.6,7,10,76,9.0,2.9,2,0.41,25,0.36,9,52.8,38,0.528,7.8,6,36,0.389,14,0.833,15,"Finneran Pavilion, Villanova, Pennsylvania",BUTLER,Butler,68.4,Home,VILLANOVA,Villanova,Butler,big-east,18,False,False,False,Away,False,5,21,64,34,72,9,14,61,0,1,126,322,951,0.53732912723449,586,1056,0.5549242424242424,106,256,961,0.4318418314255984,0.8333333333333334
19,2020-01-24-21-butler,44.8,13,18.8,9,111.3,79.4,27,0.536,69,0.42,29,0.23199999999999998,16,0.688,11,6,225,106.3,24.3,9,22,85,,3.8,3,0.551,38,0.42100000000000004,16,50.7,36,0.555,15.5,14,31,0.419,13,0.7,14,"January 24, 2020",42.9,12,16.1,5,106.3,75.7,28,0.4920000000000001,63,0.444,28,0.4920000000000001,31,0.871,27,4,225,111.3,20.6,7,14,89,13.0,10.0,8,0.23800000000000002,15,0.4,6,49.3,35,0.573,9.5,8,48,0.45799999999999996,22,0.8,16,"Hinkle Fieldhouse, Indianapolis, Indiana",MARQUETTE,Marquette,71.3,Home,BUTLER,Butler,Butler,big-east,19,True,False,True,Home,True,6,22,63,35,71,16,13,69,1,0,131,343,1015,0.5315270935960591,620,1128,0.5496453900709221,115,270,1022,0.4329745596868885,0.7894736842105263
20,2020-01-28-21-georgetown,57.7,15,8.2,4,92.8,73.0,27,0.555,55,0.473,26,0.2,11,0.727,8,4,200,100.0,25.8,8,18,69,16.0,7.2,5,0.418,23,0.391,9,51.5,35,0.573,20.0,15,32,0.531,17,0.81,17,"January 28, 2020",66.7,14,3.1,1,100.0,74.2,23,0.373,63,0.33299999999999996,21,0.317,20,0.85,17,9,200,92.8,27.0,10,16,64,,13.0,9,0.222,14,0.35700000000000004,5,48.5,33,0.441,10.0,8,49,0.327,16,0.5710000000000001,12,"Capital One Arena, Washington, District of Columbia",GEORGETOWN,Georgetown,68.9,Away,BUTLER,Butler,Butler,big-east,20,False,False,False,Away,True,9,17,55,35,68,5,16,63,1,0,137,365,1078,0.5292207792207793,655,1199,0.5462885738115096,131,283,1091,0.4395050412465628,0.8
21,2020-02-01-14-butler,47.6,10,6.5,2,95.3,65.5,19,0.462,52,0.40399999999999997,21,0.40399999999999997,21,0.81,17,10,200,101.6,32.3,10,21,65,,9.4,6,0.385,20,0.3,6,48.3,29,0.524,16.4,12,32,0.469,15,0.545,12,"February 1, 2020",44.4,8,3.1,1,101.6,67.7,21,0.41100000000000003,45,0.4,18,0.6890000000000001,31,0.774,24,5,200,95.3,34.5,10,18,61,16.0,10.9,7,0.311,14,0.071,1,51.7,31,0.511,20.4,15,31,0.5479999999999999,17,0.773,17,"Hinkle Fieldhouse, Indianapolis, Indiana",BUTLER,Butler,64.4,Away,PROVIDENCE,Providence,Butler,big-east,21,False,True,True,Home,False,1,17,45,31,60,6,15,52,0,1,146,382,1133,0.53045013239188,690,1267,0.5445935280189423,136,299,1154,0.4358752166377816,0.8095238095238095
22,2020-02-05-18-butler,30.8,8,5.1,2,129.5,81.0,17,0.555,55,0.473,26,0.382,21,0.7140000000000001,15,5,200,124.6,21.9,7,19,76,10.0,3.3,2,0.309,17,0.529,9,45.3,24,0.585,3.0,2,38,0.447,17,0.773,17,"February 5, 2020",33.3,10,5.3,2,124.6,78.1,25,0.635,52,0.5770000000000001,30,0.327,17,0.765,13,5,200,129.5,19.0,4,19,79,19.0,0.0,0,0.25,13,0.462,6,54.7,29,0.6579999999999999,9.2,6,39,0.615,24,0.7829999999999999,18,"Hinkle Fieldhouse, Indianapolis, Indiana",VILLANOVA,Villanova,61.0,Home,BUTLER,Butler,Butler,big-east,22,True,False,True,Home,True,6,24,52,29,53,9,17,55,1,0,147,399,1178,0.5258913412563667,721,1327,0.5433308214016579,142,314,1206,0.4369817578772803,0.7727272727272727
23,2020-02-09-12-marquette,47.8,11,7.4,2,113.4,71.0,22,0.41700000000000004,60,0.38299999999999995,23,0.133,8,0.875,7,6,200,85.1,23.5,8,18,57,19.0,13.4,9,0.33299999999999996,20,0.2,4,46.2,30,0.447,13.6,10,40,0.475,19,0.75,18,"February 9, 2020",72.7,16,10.0,4,85.1,76.5,26,0.539,51,0.431,22,0.5489999999999999,28,0.75,21,6,200,113.4,29.0,9,11,76,,4.5,3,0.47100000000000003,24,0.45799999999999996,11,53.8,35,0.591,15.9,12,27,0.40700000000000003,11,0.7390000000000001,17,"Fiserv Forum, Milwaukee, Wisconsin",BUTLER,Butler,66.6,Home,MARQUETTE,Marquette,Butler,big-east,23,False,False,False,Away,False,4,19,60,30,65,11,11,51,0,1,153,423,1230,0.5304878048780488,750,1380,0.5434782608695652,151,331,1261,0.44210943695479776,0.7826086956521741
24,2020-02-12-18-butler,50.0,12,6.3,2,110.0,76.0,19,0.491,55,0.436,24,0.2,11,0.636,7,9,200,101.7,34.5,10,16,61,,6.7,4,0.29100000000000004,16,0.375,6,53.7,29,0.506,13.1,9,39,0.462,18,0.64,16,"February 12, 2020",48.0,12,12.8,5,101.7,65.5,19,0.547,53,0.47200000000000003,25,0.245,13,0.615,8,6,200,110.0,24.0,6,16,66,19.0,6.7,4,0.396,21,0.381,8,46.3,25,0.5579999999999999,10.7,7,32,0.531,17,0.76,19,"Hinkle Fieldhouse, Indianapolis, Indiana",XAVIER,Xavier,59.7,Home,BUTLER,Butler,Butler,big-east,24,True,False,True,Home,True,8,17,53,25,54,6,18,55,1,0,157,442,1290,0.5251937984496124,780,1445,0.5397923875432526,162,342,1312,0.4458841463414634,0.75
25,2020-02-15-14-butler,52.0,13,6.9,2,111.9,63.6,21,0.625,48,0.521,25,0.375,18,0.722,13,10,200,123.7,23.1,6,14,73,,5.1,3,0.313,15,0.667,10,45.8,27,0.645,11.1,7,33,0.455,15,0.6,15,"February 15, 2020",44.0,11,3.0,1,123.7,76.9,20,0.484,61,0.41,25,0.131,8,0.875,7,7,200,111.9,36.4,12,17,66,19.0,8.5,5,0.525,32,0.281,9,54.2,32,0.509,9.8,7,29,0.552,16,0.731,19,"Hinkle Fieldhouse, Indianapolis, Indiana",BUTLER,Butler,58.7,Away,GEORGETOWN,Georgetown,Butler,big-east,25,False,True,True,Home,False,9,16,61,32,59,10,15,48,0,1,165,459,1343,0.5260610573343262,805,1499,0.5370246831220814,168,360,1367,0.4476956839795172,0.76
26,2020-02-19-18-seton-hall,55.6,15,5.6,2,110.4,72.0,18,0.555,55,0.491,27,0.273,15,0.733,11,8,200,107.5,18.5,5,16,72,21.0,10.4,7,0.382,21,0.33299999999999996,7,44.2,23,0.579,12.7,9,34,0.588,20,0.7040000000000001,19,"February 19, 2020",54.2,13,8.8,3,107.5,81.5,22,0.519,52,0.462,24,0.423,22,0.909,20,7,200,110.4,28.0,7,15,74,16.0,4.5,3,0.308,16,0.375,6,55.8,29,0.5920000000000001,16.3,12,36,0.5,18,0.731,19,"Prudential Center, Newark, New Jersey",BUTLER,Butler,66.8,Home,SETON-HALL,Seton Hall,Butler,big-east,26,False,False,False,Away,False,7,20,55,23,52,6,18,52,0,1,174,475,1404,0.5242165242165242,837,1558,0.5372272143774071,178,375,1415,0.4537102473498234,0.7307692307692307
27,2020-02-23-16-creighton,54.5,12,7.1,2,120.9,74.1,20,0.431,58,0.379,22,0.24100000000000002,14,0.643,9,9,200,88.1,36.4,12,17,59,21.0,9.0,6,0.345,20,0.3,6,53.3,32,0.456,18.9,15,38,0.42100000000000004,16,0.679,19,"February 23, 2020",70.4,19,15.8,6,88.1,63.6,21,0.639,54,0.5,27,0.259,14,0.857,12,6,200,120.9,25.9,7,14,81,15.0,16.4,11,0.48100000000000004,26,0.5770000000000001,15,46.7,28,0.6679999999999999,16.6,12,28,0.429,12,0.7859999999999999,22,"CenturyLink Center, Omaha, Nebraska",BUTLER,Butler,66.7,Home,CREIGHTON,Creighton,Butler,big-east,27,False,False,False,Away,False,6,16,58,32,60,15,12,54,0,1,181,495,1459,0.5253598355037697,860,1610,0.5341614906832298,184,393,1467,0.4560327198364008,0.7037037037037037
