,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-DAKOTA_homegame,NORTH-DAKOTA_homegame2,NORTH-DAKOTA_home,NORTH-DAKOTA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-08-18-eastern-washington,50.0,15,5.2,3,119.5,79.4,27,0.515,66,0.455,30,0.273,18,0.778,14,7,200,100.0,21.6,8,15,82,,3.7,3,0.39399999999999996,26,0.308,8,49.3,35,0.55,15.9,14,40,0.55,22,0.364,4,"December 8, 2019",42.9,18,12.5,5,100.0,78.4,29,0.575,80,0.525,42,0.1,8,0.75,6,3,200,119.5,20.6,7,19,98,,13.4,11,0.275,22,0.364,8,50.7,36,0.585,6.7,6,58,0.586,34,0.625,5,"Reese Court, Cheney, Washington",NORTH-DAKOTA,North Dakota,81.7,Home,EASTERN-WASHINGTON,Eastern Washington,North Dakota,summit,10,False,False,False,Away,False,8,22,66,35,71,8,34,80,0,1,74,188,575,0.52,359,658,0.5455927051671733,71,190,615,0.4821138211382114,0.4
11,2019-12-17-20-north-dakota,40.0,8,0.0,0,155.7,62.5,15,0.385,61,0.32799999999999996,20,0.115,7,0.429,3,0,200,71.4,16.2,6,11,50,,8.6,6,0.508,31,0.226,7,34.4,21,0.389,15.8,12,30,0.433,13,0.0,0,"December 17, 2019",73.3,33,10.0,3,71.4,83.8,31,0.757,70,0.643,45,0.071,5,0.6,3,7,200,155.7,37.5,9,11,109,,8.6,6,0.47100000000000003,33,0.485,16,65.6,40,0.753,7.7,6,37,0.784,29,0.41700000000000004,5,"Betty Engelstad Sioux Center , Grand Forks, North Dakota","Northland
			","Northland
			",69.9,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,11,True,False,True,Home,True,16,29,70,40,61,7,13,61,1,0,82,210,641,0.5195007800312013,394,729,0.5404663923182441,79,224,695,0.4928057553956834,0.3636363636363637
12,2019-12-21-18-nebraska,37.9,11,2.6,1,110.4,69.7,23,0.5660000000000001,61,0.475,29,0.131,8,0.75,6,7,200,111.9,32.3,10,16,75,,3.0,2,0.508,31,0.355,11,51.6,33,0.579,15.7,12,30,0.6,18,0.462,6,"December 21, 2019",50.0,14,3.3,1,111.9,67.7,21,0.551,59,0.475,28,0.271,16,0.563,9,7,200,110.4,30.3,10,14,74,,11.9,8,0.35600000000000004,21,0.429,9,48.4,31,0.556,14.3,11,38,0.5,19,0.41700000000000004,5,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,67.2,Away,NORTH-DAKOTA,North Dakota,North Dakota,summit,12,False,False,False,Away,True,11,18,61,33,64,9,19,59,1,0,98,239,711,0.5428973277074542,434,790,0.549367088607595,86,237,756,0.4841269841269841,0.4166666666666667
13,2019-12-29-18-oregon-state,56.5,13,4.1,2,118.6,65.7,23,0.52,51,0.451,23,0.431,22,0.591,13,8,200,94.3,23.3,7,23,66,,5.7,4,0.314,16,0.43799999999999994,7,46.2,30,0.537,20.9,16,35,0.457,16,0.429,6,"December 29, 2019",71.4,20,22.9,8,94.3,76.7,23,0.4920000000000001,62,0.452,28,0.435,27,0.815,22,2,200,118.6,34.3,12,20,83,,17.1,12,0.21,13,0.385,5,53.8,35,0.555,8.7,7,49,0.469,23,0.833,10,"Gill Coliseum, Corvallis, Oregon",NORTH-DAKOTA,North Dakota,70.1,Home,OREGON-STATE,Oregon State,North Dakota,summit,13,False,False,False,Away,False,7,16,51,30,65,5,23,62,0,1,109,257,772,0.5446891191709845,467,854,0.5468384074941453,95,256,815,0.4889570552147239,0.4615384615384616
14,2020-01-02-21-denver,52.0,13,0.0,0,93.4,76.9,30,0.5379999999999999,52,0.48100000000000004,25,0.596,31,0.8390000000000001,26,8,200,107.9,26.7,8,19,82,,5.3,4,0.442,23,0.261,6,55.1,38,0.614,19.6,16,29,0.655,19,0.467,7,"January 2, 2020",45.5,10,0.0,0,107.9,73.3,22,0.385,65,0.33799999999999997,22,0.33799999999999997,22,0.955,21,12,200,93.4,23.1,9,23,71,,9.2,7,0.308,20,0.3,6,44.9,31,0.47100000000000003,11.8,10,45,0.35600000000000004,16,0.25,4,"Magness Arena, Denver, Colorado",DENVER,Denver,75.6,Away,NORTH-DAKOTA,North Dakota,North Dakota,summit,14,False,False,False,Away,True,6,19,52,38,69,6,16,65,1,0,116,273,823,0.543134872417983,497,919,0.5408052230685527,100,279,877,0.4891676168757126,0.42857142857142855
15,2020-01-05-17-north-dakota,28.0,7,0.0,0,122.1,90.5,19,0.466,59,0.424,25,0.39,23,0.609,14,9,200,101.5,31.6,12,22,69,,16.2,11,0.322,19,0.263,5,52.5,31,0.493,11.5,9,40,0.5,20,0.47100000000000003,8,"January 5, 2020",56.0,14,5.0,2,101.5,68.4,26,0.682,44,0.568,25,0.659,29,0.7929999999999999,23,8,200,122.1,9.5,2,19,83,,4.4,3,0.5,22,0.455,10,47.5,28,0.718,19.8,14,22,0.682,15,0.5,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",IPFW,Purdue-Fort Wayne,68.4,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,15,True,False,True,Home,True,10,15,44,28,59,5,20,59,1,0,122,292,875,0.5428571428571428,535,988,0.541497975708502,106,295,942,0.4819532908704883,0.4666666666666667
16,2020-01-08-20-north-dakota,30.8,8,8.8,3,88.6,85.3,29,0.45899999999999996,61,0.426,26,0.295,18,0.556,10,8,200,94.3,22.2,8,16,66,,5.7,4,0.23,14,0.28600000000000003,4,52.9,37,0.474,11.6,9,47,0.46799999999999997,22,0.556,10,"January 8, 2020",47.4,9,8.5,4,94.3,77.8,28,0.409,55,0.345,19,0.364,20,0.85,17,9,200,88.6,14.7,5,16,62,,8.6,6,0.382,21,0.33299999999999996,7,47.1,33,0.48100000000000004,12.4,9,34,0.353,12,0.47100000000000003,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,69.5,Away,NEBRASKA-OMAHA,Omaha,North Dakota,summit,16,False,True,True,Home,False,7,12,55,33,70,4,22,61,0,1,132,307,919,0.5495103373231773,563,1047,0.5377268385864374,111,315,1001,0.48101898101898105,0.5
17,2020-01-11-20-oral-roberts,48.0,12,2.9,1,127.5,79.2,19,0.527,55,0.455,25,0.4,22,0.682,15,10,200,105.8,25.0,8,15,73,,8.7,6,0.436,24,0.33299999999999996,8,48.2,27,0.5579999999999999,14.5,11,31,0.5479999999999999,17,0.444,8,"January 11, 2020",52.9,18,6.5,2,105.8,75.0,24,0.669,59,0.5760000000000001,34,0.18600000000000005,11,0.818,9,8,200,127.5,20.8,5,19,88,,8.7,6,0.424,25,0.44,11,51.8,29,0.685,14.7,11,34,0.6759999999999999,23,0.529,9,"Mabee Center, Tulsa, Oklahoma",NORTH-DAKOTA,North Dakota,69.3,Home,ORAL-ROBERTS,Oral Roberts,North Dakota,summit,17,False,False,False,Away,False,8,17,55,27,56,11,23,59,0,1,139,319,974,0.5415811088295688,596,1117,0.5335720680393913,115,337,1062,0.4797551789077213,0.4705882352941176
18,2020-01-15-20-south-dakota-state,21.7,5,11.9,5,126.1,73.5,25,0.43799999999999994,56,0.41100000000000003,23,0.39299999999999996,22,0.773,17,11,200,95.7,32.4,11,23,66,,4.3,3,0.28600000000000003,16,0.188,3,52.9,36,0.4970000000000001,15.4,12,40,0.5,20,0.42100000000000004,8,"January 15, 2020",33.3,10,0.0,0,95.7,67.6,23,0.55,60,0.5,30,0.433,26,0.8079999999999999,21,7,200,126.1,26.5,9,19,87,,7.2,5,0.3,18,0.33299999999999996,6,47.1,32,0.601,10.1,8,42,0.5710000000000001,24,0.667,14,"Frost Arena, Brookings, South Dakota",NORTH-DAKOTA,North Dakota,69.4,Home,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota,summit,18,False,False,False,Away,False,3,20,56,36,68,6,24,60,0,1,147,336,1029,0.5408163265306123,623,1173,0.5311167945439045,126,360,1121,0.4897413024085638,0.4444444444444444
19,2020-01-19-14-north-dakota-state,29.6,8,2.6,1,122.1,76.7,23,0.4920000000000001,60,0.45,27,0.28300000000000003,17,0.882,15,12,200,108.8,27.6,8,21,74,,1.5,1,0.33299999999999996,20,0.25,5,52.5,31,0.544,12.9,10,40,0.55,22,0.4,8,"January 19, 2020",46.4,13,10.0,4,108.8,72.4,21,0.5529999999999999,57,0.491,28,0.40399999999999997,23,0.87,20,6,200,122.1,23.3,7,15,83,,7.4,5,0.316,18,0.389,7,47.5,28,0.611,6.9,5,39,0.5379999999999999,21,0.684,13,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA,North Dakota,68.0,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota,summit,19,False,False,False,Away,False,5,22,60,31,59,7,21,57,0,1,150,356,1085,0.535483870967742,659,1241,0.5310233682514102,132,384,1181,0.4928027095681626,0.42105263157894735
20,2020-01-23-20-north-dakota,50.0,12,7.7,2,104.0,79.3,23,0.5429999999999999,47,0.511,24,0.511,24,0.833,20,16,200,94.7,4.3,1,26,71,,8.0,6,0.213,10,0.3,3,46.2,24,0.608,23.8,18,37,0.568,21,0.23800000000000002,5,"January 23, 2020",65.0,13,0.0,0,94.7,95.7,22,0.455,55,0.364,20,0.545,30,0.9329999999999999,28,12,200,104.0,20.7,6,22,78,,12.0,9,0.527,29,0.345,10,53.8,28,0.563,13.9,11,26,0.385,10,0.429,9,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",DENVER,Denver,74.8,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,20,True,False,True,Home,True,10,10,55,28,52,3,21,47,1,0,155,378,1145,0.5331877729257642,690,1300,0.5307692307692308,139,405,1238,0.4955573505654281,0.4
21,2020-01-25-20-north-dakota,41.4,12,9.1,3,122.1,75.0,21,0.5479999999999999,62,0.46799999999999997,29,0.161,10,0.9,9,13,200,113.2,13.3,4,24,77,,7.4,5,0.32299999999999995,20,0.5,10,43.1,25,0.5770000000000001,8.3,6,42,0.452,19,0.278,5,"January 25, 2020",50.0,12,2.4,1,113.2,86.7,26,0.57,50,0.48,24,0.66,33,0.7879999999999999,26,12,200,122.1,25.0,7,13,83,,2.9,2,0.34,17,0.529,9,56.9,33,0.632,12.2,9,33,0.455,15,0.455,10,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",WESTERN-ILLINOIS,Western Illinois,68.2,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,21,True,False,True,Home,True,9,15,50,33,58,10,19,62,1,0,165,388,1200,0.5295833333333333,718,1352,0.5310650887573964,142,426,1285,0.4972762645914397,0.42857142857142855
22,2020-01-30-19-ipfw,40.0,10,0.0,0,109.1,63.3,19,0.5,57,0.439,25,0.33299999999999996,19,0.579,11,13,200,103.0,32.4,11,13,68,,10.6,7,0.509,29,0.24100000000000002,7,46.9,30,0.515,15.5,12,28,0.643,18,0.435,10,"January 30, 2020",60.0,15,14.3,4,103.0,67.6,23,0.591,55,0.455,25,0.2,11,0.636,7,13,200,109.1,36.7,11,17,72,,9.1,6,0.527,29,0.517,15,53.1,34,0.598,21.1,16,26,0.385,10,0.435,10,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",NORTH-DAKOTA,North Dakota,66.1,Home,IPFW,Purdue-Fort Wayne,North Dakota,summit,22,False,False,False,Away,False,7,18,57,30,64,15,10,55,0,1,174,403,1250,0.5312,751,1410,0.5326241134751774,152,445,1347,0.4996288047512992,0.4545454545454545
23,2020-02-06-20-north-dakota,28.6,8,24.0,6,102.8,92.3,24,0.526,57,0.491,28,0.175,10,0.8,8,11,200,94.4,17.9,5,18,68,,8.3,6,0.263,15,0.267,4,53.7,29,0.551,18.6,14,42,0.5710000000000001,24,0.522,12,"February 6, 2020",48.0,12,4.8,2,94.4,82.1,23,0.5870000000000001,52,0.48100000000000004,25,0.385,20,0.65,13,13,200,102.8,7.7,2,11,74,,6.9,5,0.519,27,0.40700000000000003,11,46.3,25,0.602,18.7,14,25,0.56,14,0.45799999999999996,11,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",ORAL-ROBERTS,Oral Roberts,72.1,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,23,True,False,True,Home,True,11,14,52,25,54,4,24,57,1,0,181,421,1307,0.5298393267023719,781,1474,0.5298507462686567,167,455,1402,0.5032097004279601,0.43478260869565216
24,2020-02-08-15-north-dakota,53.6,15,0.0,0,91.9,86.7,26,0.526,57,0.491,28,0.439,25,0.88,22,8,200,110.8,20.0,6,17,82,,8.1,6,0.281,16,0.25,4,53.3,32,0.595,13.9,11,41,0.585,24,0.6920000000000001,18,"February 8, 2020",54.2,13,2.4,1,110.8,80.0,24,0.547,53,0.45299999999999996,24,0.264,14,0.7140000000000001,10,14,200,91.9,13.3,4,26,68,,5.4,4,0.491,26,0.385,10,46.7,28,0.57,23.3,18,27,0.519,14,0.44,11,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,73.8,Away,SOUTH-DAKOTA,South Dakota,North Dakota,summit,24,False,True,True,Home,False,10,14,53,28,60,4,24,57,0,1,192,435,1359,0.5320088300220751,806,1528,0.5274869109947644,171,479,1459,0.5041124057573679,0.4583333333333333
25,2020-02-15-20-western-illinois,26.9,7,3.6,2,96.5,69.6,32,0.452,63,0.413,26,0.524,33,0.879,29,14,225,100.0,20.0,6,22,86,,4.7,4,0.365,23,0.217,5,50.0,38,0.547,16.2,15,40,0.525,21,0.462,12,"February 15, 2020",22.6,7,0.0,0,100.0,80.0,24,0.455,77,0.40299999999999997,31,0.247,19,0.684,13,18,225,96.5,30.4,14,26,83,,8.1,7,0.273,21,0.381,8,50.0,38,0.48200000000000004,13.2,13,56,0.41100000000000003,23,0.217,5,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,76.8,Away,NORTH-DAKOTA,North Dakota,North Dakota,summit,25,False,False,False,Away,True,5,21,63,38,76,8,23,77,1,0,202,449,1412,0.5325779036827195,834,1588,0.5251889168765743,175,503,1516,0.5049472295514512,0.44
26,2020-02-19-20-north-dakota,52.9,18,10.3,3,116.9,79.2,19,0.726,53,0.642,34,0.396,21,0.81,17,8,200,132.4,31.6,6,19,94,,5.6,4,0.415,22,0.409,9,58.1,25,0.746,18.4,14,31,0.8059999999999999,25,0.7240000000000001,21,"February 19, 2020",60.0,18,9.7,3,132.4,68.4,13,0.623,57,0.526,30,0.263,15,0.8,12,15,200,116.9,20.8,5,21,83,,9.9,7,0.491,28,0.39299999999999996,11,41.9,18,0.647,15.9,12,29,0.655,19,0.444,12,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,71.1,Away,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota,summit,26,False,True,True,Home,False,11,19,57,18,43,9,25,53,0,1,207,470,1475,0.5291525423728813,872,1664,0.5240384615384616,183,526,1593,0.5025109855618329,0.4615384615384616
