,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WOFFORD_homegame,WOFFORD_homegame2,WOFFORD_home,WOFFORD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-16-north-carolina,76.0,19,11.4,5,95.5,59.5,25,0.485,66,0.379,25,0.091,6,0.667,4,4,200,101.5,15.8,6,21,68,,11.9,8,0.606,40,0.35,14,38.8,31,0.494,6.8,5,26,0.423,11,0.636,7,"December 15, 2019",73.9,17,23.1,6,101.5,84.2,32,0.413,63,0.365,23,0.317,20,0.6,12,4,200,95.5,40.5,17,12,64,17.0,3.0,2,0.302,19,0.316,6,61.3,49,0.441,13.3,11,44,0.386,17,0.6,6,"Carmichael Arena, Chapel Hill, North Carolina",NORTH-CAROLINA,UNC,67.2,Away,WOFFORD,Wofford,Wofford,southern,10,False,False,False,Away,True,14,11,66,31,80,6,17,63,1,0,109,157,548,0.5848540145985401,272,544,0.5,72,168,528,0.5227272727272727,0.6
11,2019-12-19-19-duke,50.0,11,0.0,0,141.0,44.4,12,0.435,62,0.355,22,0.081,5,0.6,3,5,200,93.4,25.0,9,19,57,,6.6,4,0.387,24,0.41700000000000004,10,33.3,21,0.44299999999999995,9.8,7,38,0.316,12,0.583,7,"December 19, 2019",59.4,19,15.8,6,93.4,75.0,27,0.61,59,0.542,32,0.305,18,0.778,14,1,200,141.0,55.6,15,13,86,4.0,6.6,4,0.33899999999999997,20,0.4,8,66.7,42,0.637,10.7,8,39,0.615,24,0.909,10,"Cameron Indoor Stadium, Durham, North Carolina",WOFFORD,Wofford,61.5,Home,DUKE,Duke,Wofford,southern,11,False,False,False,Away,False,10,12,62,21,63,8,24,59,0,1,123,168,614,0.5741042345276873,303,624,0.4855769230769231,78,185,591,0.5109983079526227,0.6363636363636364
12,2019-12-22-14-kennesaw-state,48.3,14,7.4,2,102.9,88.9,24,0.531,64,0.45299999999999996,29,0.297,19,0.789,15,5,200,122.1,38.9,14,22,83,,7.4,5,0.406,26,0.385,10,60.3,38,0.568,13.2,11,38,0.5,19,0.615,8,"December 22, 2019",45.5,10,7.9,3,122.1,61.1,22,0.5529999999999999,47,0.46799999999999997,22,0.489,23,0.7829999999999999,18,11,200,102.9,11.1,3,18,70,,5.9,4,0.426,20,0.4,8,39.7,25,0.604,16.1,11,27,0.519,14,0.083,1,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,68.0,Away,WOFFORD,Wofford,Wofford,southern,12,False,False,False,Away,True,10,19,64,38,63,8,14,47,1,0,133,180,676,0.5613905325443787,324,687,0.4716157205240175,86,209,650,0.52,0.5833333333333334
13,2020-01-01-16-east-tennessee-state,27.8,5,8.7,2,83.1,70.0,21,0.429,49,0.3670000000000001,18,0.204,10,0.6,6,6,200,81.4,26.7,8,14,48,,11.9,7,0.408,20,0.3,6,48.3,29,0.447,20.8,14,29,0.414,12,0.5710000000000001,8,"January 1, 2020",44.4,8,20.7,6,81.4,73.3,22,0.436,47,0.38299999999999995,18,0.255,12,0.667,8,2,200,83.1,30.0,9,15,49,,8.5,5,0.511,24,0.20800000000000002,5,51.7,31,0.465,22.3,15,23,0.565,13,0.867,13,"Freedom Hall Civic Center, Johnson City, Tennessee",WOFFORD,Wofford,59.2,Home,EAST-TENNESSEE-STATE,ETSU,Wofford,southern,13,False,False,False,Away,False,6,12,49,29,60,5,13,47,0,1,143,199,740,0.5587837837837838,362,750,0.4826666666666667,94,223,697,0.5222381635581061,0.6153846153846154
14,2020-01-04-19-wofford,50.0,15,3.3,1,115.3,80.6,25,0.474,78,0.385,30,0.308,24,0.75,18,4,250,108.2,28.6,12,23,92,,14.1,12,0.5770000000000001,45,0.311,14,50.7,37,0.515,9.2,9,33,0.485,16,0.75,12,"January 4, 2020",43.8,14,6.1,2,108.2,71.4,30,0.639,61,0.525,32,0.426,26,0.769,20,6,250,115.3,19.4,6,23,98,,7.1,6,0.508,31,0.452,14,49.3,36,0.6679999999999999,18.1,16,30,0.6,18,0.6,9,"Richardson Indoor Stadium, Spartanburg, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,67.9,Home,WOFFORD,Wofford,Wofford,southern,14,True,False,True,Home,True,14,18,61,36,73,14,16,78,1,0,149,211,789,0.5506970849176173,391,810,0.4827160493827161,99,236,744,0.5168010752688172,0.5714285714285714
15,2020-01-08-19-samford,40.7,11,6.5,2,93.9,61.1,22,0.526,58,0.466,27,0.10300000000000001,6,1.0,6,6,200,101.5,30.8,8,15,67,,10.6,7,0.414,24,0.292,7,48.4,30,0.551,18.8,14,34,0.588,20,0.625,10,"January 8, 2020",54.5,12,11.8,4,101.5,69.2,18,0.446,56,0.39299999999999996,22,0.268,15,0.8,12,9,200,93.9,38.9,14,13,62,,9.1,6,0.446,25,0.24,6,51.6,32,0.491,20.4,16,31,0.516,16,0.47100000000000003,8,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,66.0,Away,WOFFORD,Wofford,Wofford,southern,15,False,False,False,Away,True,7,20,58,30,62,6,16,56,1,0,163,229,850,0.5570588235294117,427,883,0.4835787089467724,113,252,822,0.5127737226277372,0.6
16,2020-01-11-19-wofford,52.2,12,6.9,2,97.3,77.8,28,0.43799999999999994,64,0.359,23,0.32799999999999996,21,0.7140000000000001,15,9,200,94.7,25.0,10,25,71,,8.0,6,0.516,33,0.303,10,50.0,38,0.48,14.1,12,31,0.419,13,0.4,6,"January 11, 2020",43.5,10,19.4,6,94.7,75.0,30,0.473,56,0.41100000000000003,23,0.5539999999999999,31,0.645,20,6,200,97.3,22.2,8,21,73,,5.3,4,0.48200000000000004,27,0.259,7,50.0,38,0.516,14.7,12,29,0.552,16,0.647,11,"Richardson Indoor Stadium, Spartanburg, South Carolina",CITADEL,Citadel,75.4,Home,WOFFORD,Wofford,Wofford,southern,16,True,False,True,Home,True,7,16,56,38,76,10,13,64,1,0,170,249,908,0.5550660792951542,457,945,0.4835978835978836,119,268,878,0.5085421412300684,0.625
17,2020-01-15-19-chattanooga,54.5,12,9.7,3,114.3,84.0,21,0.48200000000000004,55,0.4,22,0.218,12,0.5,6,7,200,93.7,12.1,4,11,59,,4.8,3,0.5820000000000001,32,0.281,9,43.1,25,0.486,7.7,5,23,0.565,13,0.611,11,"January 15, 2020",55.2,16,0.0,0,93.7,87.9,29,0.596,57,0.509,29,0.07,4,1.0,4,6,200,114.3,16.0,4,12,72,,6.3,4,0.456,26,0.385,10,56.9,33,0.611,13.3,9,31,0.613,19,0.667,12,"The McKenzie Arena, Chattanooga, Tennessee",WOFFORD,Wofford,62.8,Home,CHATTANOOGA,Chattanooga,Wofford,southern,17,False,False,False,Away,False,9,13,55,25,58,10,19,57,0,1,177,265,964,0.5503112033195021,495,1021,0.484818805093046,129,281,942,0.5037154989384289,0.6470588235294118
18,2020-01-17-19-wofford,50.0,10,2.9,1,101.5,81.5,22,0.461,51,0.392,20,0.196,10,0.5,5,5,200,80.0,11.1,3,11,52,,7.7,5,0.5489999999999999,28,0.25,7,46.3,25,0.466,20.2,14,23,0.565,13,0.75,15,"January 17, 2020",53.6,15,13.0,3,80.0,88.9,24,0.561,57,0.491,28,0.053,3,0.667,2,7,200,101.5,18.5,5,10,66,,6.2,4,0.386,22,0.364,8,53.7,29,0.565,14.6,10,35,0.5710000000000001,20,0.632,12,"Richardson Indoor Stadium, Spartanburg, South Carolina",FURMAN,Furman,65.1,Home,WOFFORD,Wofford,Wofford,southern,18,True,False,True,Home,True,8,20,57,29,54,7,13,51,1,0,186,278,1019,0.5466143277723258,520,1079,0.4819277108433735,139,300,999,0.509009009009009,0.6111111111111112
19,2020-01-22-19-wofford,42.1,8,3.6,1,97.1,76.7,23,0.41700000000000004,54,0.35200000000000004,19,0.259,14,0.643,9,15,200,79.4,12.5,4,14,54,,7.4,5,0.5,27,0.259,7,43.5,27,0.445,17.8,13,27,0.444,12,0.28600000000000003,6,"January 22, 2020",54.2,13,11.1,3,79.4,87.5,28,0.5,56,0.429,24,0.23199999999999998,13,0.769,10,7,200,97.1,23.3,7,16,66,,5.9,4,0.5,28,0.28600000000000003,8,56.5,35,0.531,16.3,12,28,0.5710000000000001,16,0.65,13,"Richardson Indoor Stadium, Spartanburg, South Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,68.4,Home,WOFFORD,Wofford,Wofford,southern,19,True,False,True,Home,True,8,16,56,35,62,7,12,54,1,0,194,298,1076,0.5473977695167286,549,1133,0.4845542806707856,146,313,1050,0.5066666666666667,0.631578947368421
20,2020-01-25-19-western-carolina,60.0,15,12.0,3,108.0,75.0,21,0.475,61,0.41,25,0.262,16,0.875,14,8,200,96.0,13.3,4,19,72,,6.7,5,0.508,31,0.258,8,43.1,25,0.525,15.0,12,30,0.5670000000000001,17,0.619,13,"January 25, 2020",53.6,15,0.0,0,96.0,86.7,26,0.632,53,0.528,28,0.415,22,0.636,14,6,200,108.0,25.0,7,15,81,,9.3,7,0.528,28,0.39299999999999996,11,56.9,33,0.638,20.3,16,25,0.68,17,0.684,13,"Ramsey Center, Cullowhee, North Carolina",WOFFORD,Wofford,74.5,Home,WESTERN-CAROLINA,Western Carolina,Wofford,southern,20,False,False,False,Away,False,8,17,61,25,58,11,17,53,0,1,202,314,1132,0.5450530035335689,584,1195,0.4887029288702929,153,325,1104,0.5022644927536232,0.65
21,2020-01-29-19-citadel,33.3,11,3.6,1,80.0,86.5,32,0.629,58,0.569,33,0.22399999999999998,13,0.462,6,8,200,112.9,20.0,5,16,79,,8.6,6,0.44799999999999995,26,0.26899999999999996,7,59.7,37,0.616,14.7,11,32,0.813,26,0.636,14,"January 29, 2020",47.4,9,6.3,2,112.9,80.0,20,0.39299999999999996,56,0.33899999999999997,19,0.321,18,0.667,12,14,200,80.0,13.5,5,16,56,,5.7,4,0.5,28,0.214,6,40.3,25,0.434,14.7,11,28,0.46399999999999997,13,0.3,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,70.4,Away,WOFFORD,Wofford,Wofford,southern,21,False,False,False,Away,True,7,26,58,37,62,6,13,56,1,0,210,331,1193,0.5414920368818106,609,1253,0.4860335195530726,164,342,1157,0.5082108902333622,0.6190476190476191
22,2020-02-01-19-wofford,47.6,10,8.8,3,109.6,69.0,20,0.41200000000000003,57,0.368,21,0.263,15,0.6,9,16,200,76.7,22.2,8,15,56,,8.2,6,0.386,22,0.22699999999999998,5,43.1,28,0.4370000000000001,20.1,16,35,0.457,16,0.33299999999999996,8,"February 1, 2020",48.4,15,8.6,3,76.7,77.8,28,0.5710000000000001,63,0.4920000000000001,31,0.222,14,0.5710000000000001,8,8,200,109.6,31.0,9,14,80,,13.7,10,0.46,29,0.345,10,56.9,37,0.574,15.8,13,34,0.618,21,0.652,15,"Richardson Indoor Stadium, Spartanburg, South Carolina",SAMFORD,Samford,72.9,Home,WOFFORD,Wofford,Wofford,southern,22,True,False,True,Home,True,10,21,63,37,65,5,16,57,1,0,217,357,1251,0.5455635491606715,646,1315,0.4912547528517111,170,355,1213,0.5028854080791426,0.6363636363636364
23,2020-02-05-19-virginia-military-institute,69.6,16,3.3,1,100.0,72.7,24,0.52,51,0.451,23,0.843,43,0.605,26,8,200,108.2,34.3,12,22,79,,12.3,9,0.41200000000000003,21,0.33299999999999996,7,52.9,36,0.5529999999999999,14.6,12,30,0.5329999999999999,16,0.667,16,"February 5, 2020",66.7,18,13.3,4,108.2,65.7,23,0.5529999999999999,57,0.474,27,0.33299999999999996,19,0.526,10,18,200,100.0,27.3,9,27,73,,11.0,8,0.474,27,0.33299999999999996,9,47.1,32,0.5529999999999999,20.6,17,30,0.6,18,0.25,6,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,72.7,Away,WOFFORD,Wofford,Wofford,southern,23,False,False,False,Away,True,7,16,51,36,68,9,18,57,1,0,227,378,1314,0.5468036529680366,683,1380,0.4949275362318841,175,371,1270,0.4988188976377953,0.6521739130434783
24,2020-02-08-19-wofford,37.0,10,11.1,3,122.2,81.0,17,0.722,45,0.6,27,0.489,22,0.8640000000000001,19,10,200,133.3,29.4,5,17,84,,4.8,3,0.511,23,0.478,11,57.9,22,0.757,19.2,13,22,0.727,16,0.6,15,"February 8, 2020",41.4,12,4.5,1,133.3,70.6,12,0.67,50,0.58,29,0.28,14,0.7140000000000001,10,9,200,122.2,19.0,4,20,77,,7.9,5,0.46,23,0.391,9,42.1,16,0.68,15.1,10,27,0.741,20,0.64,16,"Richardson Indoor Stadium, Spartanburg, South Carolina",WOFFORD,Wofford,63.1,Away,CHATTANOOGA,Chattanooga,Wofford,southern,24,False,True,True,Home,False,9,20,50,16,38,11,16,45,0,1,234,394,1365,0.5457875457875457,719,1448,0.4965469613259669,184,389,1327,0.5011303692539563,0.6666666666666666
25,2020-02-12-19-wofford,66.7,16,0.0,0,100.0,75.7,28,0.509,54,0.444,24,0.37,20,0.75,15,13,200,102.9,13.3,4,18,70,,5.9,4,0.444,24,0.292,7,47.8,32,0.551,10.0,7,30,0.5670000000000001,17,0.5,13,"February 12, 2020",34.8,8,3.3,1,102.9,86.7,26,0.44299999999999995,61,0.377,23,0.311,19,0.737,14,10,200,100.0,24.3,9,19,68,,2.9,2,0.508,31,0.258,8,52.2,35,0.486,10.3,8,30,0.5,15,0.615,16,"Richardson Indoor Stadium, Spartanburg, South Carolina",WOFFORD,Wofford,67.8,Away,MERCER,Mercer,Wofford,southern,25,False,True,True,Home,False,8,15,61,35,67,7,17,54,0,1,243,414,1415,0.5501766784452297,735,1486,0.4946164199192463,195,405,1372,0.5083819241982507,0.64
26,2020-02-15-19-wofford,41.4,12,9.7,3,105.7,80.0,28,0.654,52,0.5579999999999999,29,0.25,13,0.9229999999999999,12,9,200,114.3,22.2,4,15,80,,5.7,4,0.385,20,0.5,10,60.4,32,0.688,21.7,16,32,0.594,19,0.64,16,"February 15, 2020",62.1,18,9.4,3,114.3,77.8,14,0.523,64,0.45299999999999996,29,0.172,11,0.636,7,11,200,105.7,20.0,7,17,74,,11.4,8,0.516,33,0.273,9,39.6,21,0.534,10.4,8,31,0.645,20,0.593,16,"Richardson Indoor Stadium, Spartanburg, South Carolina",WOFFORD,Wofford,70.2,Away,WESTERN-CAROLINA,Western Carolina,Wofford,southern,26,False,True,True,Home,False,9,20,64,21,53,10,19,52,0,1,251,429,1476,0.5457317073170732,770,1553,0.4958145524790728,202,422,1426,0.5084151472650772,0.6153846153846154
