,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-FLORIDA_homegame,NORTH-FLORIDA_homegame2,NORTH-FLORIDA_home,NORTH-FLORIDA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
13,2019-12-21-18-syracuse,86.4,19,9.1,3,130.2,62.1,18,0.555,55,0.4,22,0.218,12,0.75,9,7,200,111.1,32.3,10,20,70,,3.2,2,0.836,46,0.37,17,46.7,28,0.5770000000000001,16.6,12,9,0.556,5,0.5,7,"December 21, 2019",81.5,22,44.4,4,111.1,67.7,21,0.542,59,0.45799999999999996,27,0.40700000000000003,24,0.75,18,5,200,130.2,37.9,11,15,82,,12.7,8,0.441,26,0.385,10,53.3,32,0.5820000000000001,5.4,4,33,0.515,17,0.583,7,"Carrier Dome, Syracuse, New York",NORTH-FLORIDA,North Florida,63.1,Home,SYRACUSE,Syracuse,North Florida,atlantic-sun,13,False,False,False,Away,False,17,5,55,28,60,10,17,59,0,1,162,194,816,0.5355392156862745,443,885,0.5005649717514125,76,306,819,0.5128205128205128,0.5384615384615384
14,2019-12-30-19-dayton,66.7,14,12.8,6,106.9,78.1,25,0.54,50,0.42,21,0.28,14,0.35700000000000004,5,8,200,81.9,22.6,7,19,59,,1.4,1,0.56,28,0.429,12,50.8,32,0.521,27.2,21,22,0.409,9,0.467,7,"December 30, 2019",64.5,20,18.2,4,81.9,77.4,24,0.532,62,0.5,31,0.27399999999999997,17,0.647,11,2,200,106.9,21.9,7,14,77,20.0,16.7,12,0.242,15,0.267,4,49.2,31,0.5489999999999999,13.7,11,47,0.574,27,0.846,11,"University of Dayton Arena, Dayton, Ohio",NORTH-FLORIDA,North Florida,72.4,Home,DAYTON,Dayton,North Florida,atlantic-sun,14,False,False,False,Away,False,12,9,50,32,63,4,27,62,0,1,179,199,871,0.5367393800229621,471,945,0.4984126984126984,86,323,878,0.5148063781321185,0.5
15,2020-01-02-19-kennesaw-state,38.7,12,7.1,3,85.1,68.8,22,0.523,66,0.47,31,0.16699999999999998,11,0.636,7,8,200,113.4,29.4,10,16,76,,9.0,6,0.39399999999999996,26,0.26899999999999996,7,48.5,32,0.534,7.8,6,40,0.6,24,0.5,8,"January 2, 2020",57.1,12,2.5,1,113.4,70.6,24,0.426,54,0.389,21,0.278,15,0.733,11,13,200,85.1,31.3,10,13,57,,1.5,1,0.222,12,0.33299999999999996,4,51.5,34,0.466,20.9,16,42,0.405,17,0.071,1,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,67.2,Away,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,15,False,False,False,Away,True,7,24,66,32,66,4,17,54,1,0,191,208,921,0.5369163952225842,503,1008,0.4990079365079365,90,350,940,0.5159574468085106,0.4666666666666667
16,2020-01-04-16-north-alabama,52.0,13,13.0,6,92.9,77.8,28,0.606,52,0.48100000000000004,25,0.5,26,0.6920000000000001,18,8,200,115.7,17.9,5,18,81,,4.3,3,0.5379999999999999,28,0.46399999999999997,13,51.6,33,0.629,12.4,9,24,0.5,12,0.529,9,"January 4, 2020",33.3,7,0.0,0,115.7,82.1,23,0.397,58,0.36200000000000004,21,0.44799999999999995,26,0.731,19,9,200,92.9,22.2,8,20,65,,7.1,5,0.207,12,0.33299999999999996,4,48.4,31,0.462,11.5,9,46,0.37,17,0.4,6,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,69.9,Away,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,16,False,False,False,Away,True,13,12,52,33,64,4,17,58,1,0,198,232,987,0.53596757852077,535,1074,0.4981378026070764,94,367,994,0.5110663983903421,0.5
17,2020-01-09-19-north-florida,55.2,16,10.3,3,127.1,73.3,22,0.516,62,0.46799999999999997,29,0.226,14,0.7140000000000001,10,14,200,105.7,29.4,10,17,74,,7.1,5,0.226,14,0.429,6,50.0,32,0.539,13.9,11,48,0.479,23,0.222,4,"January 9, 2020",56.7,17,2.1,1,105.7,70.6,24,0.633,60,0.5,30,0.3,18,0.722,13,8,200,127.1,26.7,8,14,89,,7.1,5,0.517,31,0.516,16,50.0,32,0.649,11.7,9,29,0.483,14,0.556,10,"UNF Arena , Jacksonville, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,69.6,Home,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,17,True,False,True,Home,True,16,14,60,32,64,6,23,62,1,0,211,244,1039,0.539461020211742,568,1138,0.4991212653778559,98,384,1052,0.5047528517110266,0.5294117647058824
18,2020-01-11-17-north-florida,53.3,16,2.9,1,104.8,60.7,17,0.627,51,0.588,30,0.431,22,0.636,14,12,200,123.8,21.7,5,12,78,,4.8,3,0.21600000000000005,11,0.364,4,43.1,22,0.635,9.0,6,40,0.65,26,0.25,4,"January 11, 2020",56.0,14,7.5,3,123.8,78.3,18,0.491,57,0.439,25,0.193,11,0.909,10,9,200,104.8,39.3,11,15,66,,4.8,3,0.40399999999999997,23,0.261,6,56.9,29,0.53,17.4,13,34,0.5589999999999999,19,0.526,10,"UNF Arena , Jacksonville, Florida",NORTH-FLORIDA,North Florida,63.3,Away,NJIT,NJIT,North Florida,atlantic-sun,18,False,True,True,Home,False,6,19,57,29,51,4,26,51,0,1,227,258,1099,0.5445859872611465,600,1202,0.4991680532445924,104,407,1114,0.5053859964093357,0.5555555555555556
19,2020-01-16-19-jacksonville,48.0,12,11.3,6,97.1,65.6,21,0.491,58,0.431,25,0.36200000000000004,21,0.857,18,9,200,107.1,23.3,7,12,75,,7.1,5,0.379,22,0.318,7,45.2,28,0.552,10.6,8,36,0.5,18,0.55,11,"January 16, 2020",37.9,11,11.1,4,107.1,76.7,23,0.447,66,0.439,29,0.16699999999999998,11,0.818,9,11,200,97.1,34.4,11,14,68,,8.6,6,0.19699999999999998,13,0.077,1,54.8,34,0.47700000000000004,13.4,11,53,0.528,28,0.42100000000000004,8,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,70.1,Away,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,19,False,False,False,Away,True,7,18,58,28,62,1,28,66,1,0,233,277,1156,0.541955017301038,629,1253,0.5019952114924182,108,433,1165,0.5107296137339056,0.5263157894736842
20,2020-01-23-19-north-florida,32.1,9,8.3,2,110.9,80.0,20,0.536,56,0.5,28,0.23199999999999998,13,0.769,10,2,200,109.4,20.7,6,18,70,,6.3,4,0.23199999999999998,13,0.308,4,48.1,26,0.563,10.2,7,43,0.5579999999999999,24,0.905,19,"January 23, 2020",36.0,9,4.7,2,109.4,79.3,23,0.5770000000000001,52,0.48100000000000004,25,0.28800000000000003,15,0.733,11,9,200,110.9,20.0,5,18,71,,3.1,2,0.5379999999999999,28,0.35700000000000004,10,51.9,28,0.6,14.6,10,24,0.625,15,0.5710000000000001,12,"UNF Arena , Jacksonville, Florida",LIBERTY,Liberty,63.7,Home,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,20,True,False,True,Home,True,10,15,52,28,54,4,24,56,1,0,240,295,1214,0.5395387149917628,657,1315,0.4996197718631178,109,461,1231,0.5073111291632819,0.55
21,2020-01-25-17-lipscomb,41.7,10,16.4,9,118.1,71.9,23,0.4920000000000001,62,0.387,24,0.27399999999999997,17,0.706,12,10,200,101.4,17.1,7,17,73,,6.9,5,0.565,35,0.371,13,41.1,30,0.521,10.3,8,27,0.40700000000000003,11,0.545,12,"January 25, 2020",51.6,16,7.4,2,101.4,82.9,34,0.531,64,0.484,31,0.344,22,0.773,17,13,200,118.1,28.1,9,14,85,,5.6,4,0.141,9,0.667,6,58.9,43,0.5710000000000001,9.8,8,55,0.455,25,0.381,8,"Allen Arena, Nashville, Tennessee",NORTH-FLORIDA,North Florida,72.3,Home,LIPSCOMB,Lipscomb,North Florida,atlantic-sun,21,False,False,False,Away,False,13,11,62,30,73,6,25,64,0,1,250,310,1266,0.5410742496050553,685,1369,0.5003652300949598,113,485,1287,0.5085470085470085,0.5714285714285714
22,2020-01-30-19-north-florida,25.0,7,7.1,2,118.2,73.5,25,0.44799999999999995,67,0.418,28,0.134,9,0.556,5,12,200,98.5,35.1,13,6,65,,3.0,2,0.179,12,0.33299999999999996,4,53.5,38,0.456,10.1,8,55,0.436,24,0.478,11,"January 30, 2020",70.0,21,9.1,5,98.5,64.9,24,0.568,66,0.455,30,0.061,4,0.75,3,10,200,118.2,26.5,9,9,78,,6.1,4,0.5760000000000001,38,0.395,15,46.5,33,0.574,9.4,7,28,0.536,15,0.565,13,"UNF Arena , Jacksonville, Florida",STETSON,Stetson,66.1,Home,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,22,True,False,True,Home,True,15,15,66,33,71,4,24,67,1,0,263,321,1328,0.5387801204819277,715,1442,0.4958391123439667,119,510,1351,0.5096225018504811,0.5454545454545454
23,2020-02-01-17-north-florida,33.3,6,0.0,0,130.3,67.9,19,0.28600000000000003,63,0.28600000000000003,18,0.222,14,0.643,9,21,200,68.2,28.6,12,23,45,,4.5,3,0.111,7,0.0,0,44.3,31,0.32299999999999995,11.5,9,56,0.321,18,0.045,1,"February 1, 2020",64.3,18,10.7,6,68.2,71.4,30,0.627,55,0.509,28,0.418,23,0.7390000000000001,17,10,200,130.3,32.1,9,16,86,,6.1,4,0.618,34,0.382,13,55.7,39,0.652,10.9,8,21,0.7140000000000001,15,0.583,14,"UNF Arena , Jacksonville, Florida",KENNESAW-STATE,Kennesaw State,65.8,Home,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,23,True,False,True,Home,True,13,15,55,39,70,0,18,63,1,0,278,336,1394,0.5401721664275466,748,1513,0.4943820224719101,123,534,1418,0.5066995768688294,0.5652173913043478
24,2020-02-06-19-njit,65.4,17,13.7,7,102.7,63.2,24,0.569,51,0.51,26,0.608,31,0.774,24,10,200,112.3,26.9,7,20,82,,5.5,4,0.255,13,0.462,6,48.4,31,0.624,18.8,15,38,0.526,20,0.6,15,"February 6, 2020",37.0,10,10.5,4,112.3,73.1,19,0.4320000000000001,66,0.409,27,0.39399999999999996,26,0.6920000000000001,18,15,200,102.7,36.8,14,23,75,,9.6,7,0.22699999999999998,15,0.2,3,51.6,33,0.479,9.4,8,51,0.47100000000000003,24,0.318,7,"Estelle and Zoom Fleisher Athletic Center, Newark, New Jersey",NJIT,NJIT,73.0,Away,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,24,False,False,False,Away,True,6,20,51,31,64,3,24,66,1,0,291,351,1449,0.5434782608695652,787,1583,0.4971572962728996,123,552,1481,0.4972991222147198,0.5833333333333334
25,2020-02-08-19-florida-gulf-coast,44.0,11,6.5,3,92.3,66.7,24,0.536,56,0.446,25,0.179,10,0.9,9,10,200,106.2,21.4,6,13,69,,7.7,5,0.5,28,0.35700000000000004,10,46.9,30,0.568,16.6,12,28,0.536,15,0.615,16,"February 8, 2020",55.6,15,10.7,3,106.2,78.6,22,0.444,63,0.429,27,0.095,6,0.667,4,19,200,92.3,33.3,12,14,60,,6.2,4,0.27,17,0.11800000000000001,2,53.1,34,0.456,13.2,10,46,0.5429999999999999,25,0.26899999999999996,7,"Alico Arena, Fort Myers, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,65.3,Away,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,25,False,False,False,Away,True,10,15,56,30,64,2,25,63,1,0,297,371,1500,0.5443333333333333,818,1647,0.4966605950212508,126,576,1547,0.4945054945054945,0.6
26,2020-02-13-19-north-florida,36.7,11,12.5,4,122.7,77.8,21,0.525,61,0.4920000000000001,30,0.066,4,0.5,2,15,200,100.0,33.3,10,16,66,,3.0,2,0.213,13,0.308,4,54.4,31,0.525,16.1,12,48,0.542,26,0.444,12,"February 13, 2020",43.3,13,6.3,3,100.0,66.7,20,0.5760000000000001,59,0.508,30,0.271,16,0.813,13,10,200,122.7,22.2,6,10,81,,9.1,6,0.45799999999999996,27,0.29600000000000004,8,45.6,26,0.608,8.3,6,32,0.688,22,0.63,17,"UNF Arena , Jacksonville, Florida",JACKSONVILLE,Jacksonville,65.8,Home,NORTH-FLORIDA,North Florida,North Florida,atlantic-sun,26,True,False,True,Home,True,8,22,59,26,57,4,26,61,1,0,307,386,1556,0.5440231362467867,848,1711,0.4956165984804208,128,601,1610,0.4925465838509317,0.6153846153846154
