,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DRAKE_homegame,DRAKE_homegame2,DRAKE_home,DRAKE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
11,2019-12-17-20-drake,28.0,7,2.2,1,113.6,73.5,25,0.45399999999999996,65,0.385,25,0.27699999999999997,18,0.833,15,0,200,91.4,7.5,3,21,74,,7.4,6,0.5539999999999999,36,0.25,9,37.8,28,0.503,13.1,11,29,0.552,16,0.0,0,"December 17, 2019",48.6,17,3.4,1,91.4,92.5,37,0.57,64,0.547,35,0.43799999999999994,28,0.679,19,3,200,113.6,26.5,9,21,92,,3.7,3,0.281,18,0.16699999999999998,3,62.2,46,0.595,14.6,13,46,0.696,32,0.75,9,"Knapp Center, Des Moines, Iowa","Mount Marty
			","Mount Marty
			",81.4,Home,DRAKE,Drake,Drake,mvc,11,True,False,True,Home,True,3,32,64,46,74,9,16,65,1,0,83,190,615,0.5113821138211382,350,683,0.5124450951683748,79,166,597,0.4765494137353434,0.7272727272727273
12,2019-12-21-14-air-force,64.5,20,15.4,4,123.1,75.0,15,0.636,59,0.525,31,0.237,14,0.7140000000000001,10,3,200,130.8,39.3,11,19,85,,10.8,7,0.475,28,0.46399999999999997,13,54.2,26,0.647,14.4,11,31,0.581,18,0.769,10,"December 21, 2019",55.6,15,9.7,3,130.8,60.7,17,0.684,49,0.551,27,0.306,15,0.867,13,7,200,123.1,25.0,5,17,80,,6.2,4,0.469,23,0.565,13,45.8,22,0.713,20.1,14,26,0.5379999999999999,14,0.462,6,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,65.4,Away,DRAKE,Drake,Drake,mvc,12,False,False,False,Away,True,13,18,59,26,48,13,14,49,1,0,86,222,679,0.5169366715758469,396,757,0.5231175693527079,88,182,662,0.4743202416918429,0.75
13,2019-12-31-19-bradley,75.0,21,0.0,0,114.3,63.6,21,0.588,57,0.491,28,0.14,8,0.625,5,4,200,102.9,16.7,5,19,72,,5.7,4,0.544,31,0.355,11,41.3,26,0.5920000000000001,18.8,14,26,0.654,17,0.7140000000000001,10,"December 31, 2019",57.7,15,11.5,3,102.9,83.3,25,0.4920000000000001,62,0.419,26,0.355,22,0.8640000000000001,19,4,200,114.3,36.4,12,14,80,,12.9,9,0.33899999999999997,21,0.429,9,58.7,37,0.552,12.2,10,41,0.415,17,0.7140000000000001,10,"Carver Arena, Peoria, Illinois",DRAKE,Drake,70.1,Home,BRADLEY,Bradley,Drake,mvc,13,False,False,False,Away,False,11,17,57,26,63,9,17,62,0,1,99,240,738,0.5264227642276422,422,805,0.5242236024844721,101,196,711,0.4887482419127989,0.7692307692307693
14,2020-01-04-18-drake,42.9,12,16.1,5,114.3,86.2,25,0.574,54,0.519,28,0.315,17,0.8240000000000001,14,5,200,108.6,15.4,4,18,76,,7.1,5,0.33299999999999996,18,0.33299999999999996,6,52.7,29,0.612,16.3,12,36,0.611,22,0.615,8,"January 4, 2020",77.8,21,19.4,7,108.6,84.6,22,0.615,52,0.519,27,0.442,23,0.696,16,4,200,114.3,13.8,4,18,80,,10.0,7,0.40399999999999997,21,0.47600000000000003,10,47.3,26,0.636,13.9,10,31,0.5479999999999999,17,0.733,11,"Knapp Center, Des Moines, Iowa",INDIANA-STATE,Indiana State,69.5,Home,DRAKE,Drake,Drake,mvc,14,True,False,True,Home,True,10,17,52,26,55,6,22,54,1,0,110,257,795,0.5308176100628931,448,868,0.5161290322580645,110,213,773,0.4890038809831824,0.7142857142857143
15,2020-01-07-21-drake,44.0,11,9.7,3,101.6,58.3,14,0.491,57,0.439,25,0.228,13,0.462,6,6,200,96.9,15.6,5,9,62,,17.2,11,0.368,21,0.28600000000000003,6,33.9,19,0.491,8.7,6,36,0.528,19,0.625,10,"January 7, 2020",65.4,17,19.4,7,96.9,84.4,27,0.565,54,0.48100000000000004,26,0.111,6,0.667,4,4,200,101.6,41.7,10,10,65,,6.3,4,0.426,23,0.391,9,66.1,37,0.5720000000000001,23.1,17,31,0.5479999999999999,17,0.75,12,"Knapp Center, Des Moines, Iowa",LOYOLA-IL,Loyola (IL),64.0,Home,DRAKE,Drake,Drake,mvc,15,True,False,True,Home,True,9,17,54,37,56,6,19,57,1,0,120,274,847,0.5360094451003542,474,923,0.5135427952329361,116,235,827,0.4945586457073761,0.7333333333333333
16,2020-01-11-16-valparaiso,53.6,15,15.4,4,93.0,82.4,28,0.509,57,0.491,28,0.07,4,0.75,3,5,200,85.9,25.0,7,16,61,,5.6,4,0.35100000000000003,20,0.1,2,56.5,35,0.518,22.4,17,37,0.703,26,0.706,12,"January 11, 2020",73.7,14,2.7,1,85.9,75.0,21,0.42100000000000004,57,0.33299999999999996,19,0.35100000000000003,20,0.9,18,8,200,93.0,17.6,6,12,66,,12.7,9,0.544,31,0.32299999999999995,10,43.5,27,0.496,15.4,12,26,0.34600000000000003,9,0.529,9,"Athletics-Recreation Center, Valparaiso, Indiana",DRAKE,Drake,70.7,Home,VALPARAISO,Valparaiso,Drake,mvc,16,False,False,False,Away,False,2,26,57,35,62,10,9,57,0,1,129,291,901,0.5377358490566038,511,979,0.5219611848825332,122,254,884,0.494343891402715,0.75
17,2020-01-16-20-drake,72.0,18,2.7,1,123.5,86.2,25,0.508,62,0.40299999999999997,25,0.242,15,0.733,11,11,200,108.8,20.0,7,18,74,,1.5,1,0.46799999999999997,29,0.44799999999999995,13,50.0,32,0.535,8.0,6,33,0.364,12,0.353,6,"January 16, 2020",51.6,16,9.1,3,108.8,80.0,28,0.586,58,0.534,31,0.36200000000000004,21,0.762,16,5,200,123.5,13.8,4,13,84,,2.9,2,0.36200000000000004,21,0.28600000000000003,6,50.0,32,0.618,4.3,3,37,0.6759999999999999,25,0.722,13,"Knapp Center, Des Moines, Iowa",ILLINOIS-STATE,Illinois State,67.6,Home,DRAKE,Drake,Drake,mvc,17,True,False,True,Home,True,6,25,58,32,64,13,12,62,1,0,131,317,958,0.5360125260960334,546,1041,0.5244956772334294,132,263,941,0.4899043570669501,0.7058823529411765
18,2020-01-19-16-southern-illinois,77.8,14,11.1,3,101.5,84.4,27,0.4,50,0.36,18,0.28,14,0.643,9,6,200,75.4,12.5,4,17,49,,4.6,3,0.5,25,0.16,4,48.4,31,0.4320000000000001,20.0,14,25,0.56,14,0.684,13,"January 19, 2020",66.7,14,0.0,0,75.4,87.5,28,0.49,51,0.41200000000000003,21,0.431,22,0.727,16,10,200,101.5,15.6,5,10,66,,12.3,8,0.47100000000000003,24,0.33299999999999996,8,51.6,33,0.537,10.3,7,27,0.48100000000000004,13,0.474,9,"The SIU Arena, Carbondale, Illinois",DRAKE,Drake,65.1,Home,SOUTHERN-ILLINOIS,Southern Illinois,Drake,mvc,18,False,False,False,Away,False,4,14,50,31,64,8,13,51,0,1,137,342,1016,0.5388779527559056,578,1105,0.5230769230769231,145,275,1003,0.4910269192422732,0.7222222222222222
19,2020-01-22-19-evansville,77.8,21,12.5,3,76.9,86.1,31,0.542,59,0.45799999999999996,27,0.153,9,1.0,9,6,200,112.3,17.2,5,21,73,,10.8,7,0.271,16,0.625,10,55.4,36,0.5770000000000001,8.7,6,43,0.395,17,0.7,14,"January 22, 2020",62.5,10,4.7,2,112.3,82.8,24,0.368,53,0.302,16,0.302,16,0.688,11,11,200,76.9,13.9,5,13,50,,4.6,3,0.547,29,0.24100000000000002,7,44.6,29,0.413,15.5,11,24,0.375,9,0.45,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,65.4,Away,DRAKE,Drake,Drake,mvc,19,False,False,False,Away,True,10,17,59,36,65,7,9,53,1,0,141,356,1066,0.5323639774859287,609,1169,0.5209580838323353,153,288,1054,0.4909867172675522,0.6842105263157895
20,2020-01-26-16-drake,37.0,10,19.0,8,92.2,88.4,38,0.436,70,0.386,27,0.14300000000000002,10,0.8,8,11,200,89.6,20.5,8,18,69,,3.9,3,0.35700000000000004,25,0.28,7,56.1,46,0.462,12.9,11,45,0.444,20,0.47600000000000003,10,"January 26, 2020",60.0,15,11.1,5,89.6,79.5,31,0.44,67,0.373,25,0.254,17,0.706,12,6,200,92.2,11.6,5,13,71,,6.5,5,0.373,25,0.36,9,43.9,36,0.473,8.6,7,42,0.381,16,0.7140000000000001,15,"Knapp Center, Des Moines, Iowa",MISSOURI-STATE,Missouri State,77.4,Home,DRAKE,Drake,Drake,mvc,20,True,False,True,Home,True,9,16,67,36,82,7,20,70,1,0,151,373,1125,0.5328888888888889,645,1234,0.5226904376012966,160,297,1107,0.4850948509485095,0.7
21,2020-01-29-19-indiana-state,75.0,15,8.3,3,95.1,80.6,25,0.56,42,0.47600000000000003,20,0.31,13,0.6920000000000001,9,7,200,91.8,12.5,3,18,56,,9.8,6,0.429,18,0.389,7,50.9,28,0.581,22.7,14,24,0.542,13,0.682,15,"January 29, 2020",68.4,13,16.7,4,91.8,87.5,21,0.43,50,0.38,19,0.4,20,0.75,15,8,200,95.1,19.4,6,18,58,,13.1,8,0.28,14,0.35700000000000004,5,49.1,27,0.48700000000000004,14.5,10,36,0.389,14,0.6,12,"Hulman Center, Terre Haute, Indiana",DRAKE,Drake,61.3,Home,INDIANA-STATE,Indiana State,Drake,mvc,21,False,False,False,Away,False,7,13,42,28,55,5,14,50,0,1,160,389,1192,0.5276845637583892,681,1316,0.5174772036474165,167,317,1177,0.4821580288870008,0.7142857142857143
22,2020-02-01-18-drake,47.8,11,2.4,1,116.1,61.8,21,0.6559999999999999,45,0.511,23,0.578,26,0.769,20,10,200,127.4,15.0,3,15,79,,4.8,3,0.444,20,0.65,13,44.4,24,0.6890000000000001,12.4,8,25,0.4,10,0.565,13,"February 1, 2020",55.2,16,20.0,5,127.4,85.0,17,0.516,63,0.46,29,0.14300000000000002,9,0.778,7,8,200,116.1,38.2,13,21,72,,8.1,5,0.33299999999999996,21,0.33299999999999996,7,55.6,30,0.535,10.7,8,42,0.524,22,0.652,15,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,62.3,Away,SOUTHERN-ILLINOIS,Southern Illinois,Drake,mvc,22,False,True,True,Home,False,7,22,63,30,54,13,10,45,0,1,167,402,1234,0.5287682333873582,709,1371,0.5171407731582787,172,331,1227,0.4800325998370008,0.6818181818181818
23,2020-02-05-21-drake,26.3,5,3.2,1,112.3,64.0,16,0.413,52,0.365,19,0.385,20,0.85,17,9,200,92.3,33.3,10,24,60,,9.2,6,0.385,20,0.25,5,47.3,26,0.488,18.7,14,32,0.43799999999999994,14,0.625,15,"February 5, 2020",54.2,13,15.6,5,92.3,66.7,20,0.542,48,0.5,24,0.563,27,0.778,21,8,200,112.3,36.0,9,19,73,,9.2,6,0.354,17,0.235,4,52.7,29,0.6,16.7,12,31,0.645,20,0.667,16,"Knapp Center, Des Moines, Iowa",BRADLEY,Bradley,64.7,Home,DRAKE,Drake,Drake,mvc,23,True,False,True,Home,True,4,20,48,29,55,5,14,52,1,0,174,424,1297,0.5281418658442559,739,1425,0.5185964912280702,185,341,1272,0.4862421383647799,0.6521739130434783
24,2020-02-08-16-northern-iowa,55.2,16,9.1,3,125.8,79.2,19,0.578,58,0.5,29,0.155,9,0.667,6,9,200,110.6,13.3,4,20,73,,6.1,4,0.379,22,0.409,9,42.6,23,0.586,8.8,6,36,0.556,20,0.64,16,"February 8, 2020",30.8,8,8.3,3,110.6,86.7,26,0.606,52,0.5,26,0.5,26,0.769,20,3,200,125.8,20.8,5,10,83,,6.1,4,0.365,19,0.579,11,57.4,31,0.645,12.4,9,33,0.455,15,0.875,21,"McLeod Center, Cedar Falls, Iowa",DRAKE,Drake,66.3,Home,NORTHERN-IOWA,Northern Iowa,Drake,mvc,24,False,False,False,Away,False,9,20,58,23,54,11,15,52,0,1,178,444,1345,0.5286245353159851,768,1480,0.5189189189189191,190,355,1324,0.4833836858006042,0.6666666666666666
25,2020-02-12-20-missouri-state,52.4,11,7.3,3,132.9,69.2,18,0.5,51,0.41200000000000003,21,0.33299999999999996,17,0.647,11,10,200,84.9,16.7,5,16,62,,5.5,4,0.431,22,0.409,9,41.1,23,0.525,23.5,18,29,0.414,12,0.615,16,"February 12, 2020",37.1,13,10.3,3,84.9,83.3,25,0.636,66,0.53,35,0.273,18,0.722,13,14,200,132.9,30.8,8,19,97,,12.3,9,0.379,25,0.56,14,58.9,33,0.6509999999999999,8.7,7,41,0.512,21,0.462,12,"JQH Arena, Springfield, Missouri",DRAKE,Drake,72.8,Home,MISSOURI-STATE,Missouri State,Drake,mvc,25,False,False,False,Away,False,9,12,51,23,56,14,21,66,0,1,187,464,1403,0.5306486101211689,791,1534,0.515645371577575,201,370,1376,0.4880087209302326,0.64
26,2020-02-16-16-drake,59.3,16,0.0,0,125.0,58.3,14,0.598,56,0.48200000000000004,27,0.25,14,0.929,13,18,200,117.6,11.5,3,25,80,,8.8,6,0.48200000000000004,27,0.48100000000000004,13,34.0,17,0.638,12.6,9,29,0.483,14,0.33299999999999996,9,"February 16, 2020",48.0,12,6.9,2,117.6,88.5,23,0.589,45,0.556,25,0.9329999999999999,42,0.762,32,10,200,125.0,41.7,10,16,85,,7.4,5,0.267,12,0.25,3,66.0,33,0.654,15.9,12,33,0.667,22,0.63,17,"Knapp Center, Des Moines, Iowa",EVANSVILLE,Evansville,67.8,Home,DRAKE,Drake,Drake,mvc,26,True,False,True,Home,True,3,22,45,33,50,13,14,56,1,0,196,476,1454,0.5295735900962861,814,1590,0.5119496855345912,215,391,1442,0.4947988904299584,0.6153846153846154
27,2020-02-19-20-drake,59.3,16,9.3,4,102.7,81.1,30,0.54,63,0.429,27,0.14300000000000002,9,0.778,7,14,225,100.0,15.6,5,20,75,,8.0,6,0.524,33,0.424,14,50.7,35,0.557,15.2,12,30,0.433,13,0.5,14,"February 19, 2020",65.2,15,20.0,6,100.0,84.4,27,0.425,60,0.38299999999999995,23,0.5670000000000001,34,0.765,26,10,225,102.7,18.9,7,14,77,,12.0,9,0.28300000000000003,17,0.294,5,49.3,34,0.506,8.5,7,43,0.419,18,0.643,18,"Knapp Center, Des Moines, Iowa",VALPARAISO,Valparaiso,66.9,Home,DRAKE,Drake,Drake,mvc,27,True,False,True,Home,True,5,18,60,34,69,14,13,63,1,0,199,498,1499,0.5313542361574383,847,1640,0.5164634146341464,228,405,1498,0.4986648865153538,0.6296296296296297
