,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ST-FRANCIS-NY_homegame,ST-FRANCIS-NY_homegame2,ST-FRANCIS-NY_home,ST-FRANCIS-NY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-14-st-francis-ny,45.5,10,7.5,3,97.3,83.3,30,0.455,55,0.4,22,0.509,28,0.75,21,9,200,94.7,26.5,9,25,71,,4.0,3,0.29100000000000004,16,0.375,6,55.7,39,0.52,19.2,16,39,0.41,16,0.182,2,"December 14, 2019",33.3,8,12.8,5,94.7,73.5,25,0.467,60,0.4,24,0.4,24,0.708,17,6,200,97.3,16.7,6,22,73,,5.3,4,0.33299999999999996,20,0.4,8,44.3,31,0.511,11.3,9,40,0.4,16,0.455,5,"Pope Physical Education Center, Brooklyn Heights, New York",NJIT,NJIT,74.9,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,10,True,False,True,Home,True,8,16,60,31,70,6,16,55,1,0,65,208,624,0.4895833333333333,347,684,0.5073099415204678,68,188,576,0.5034722222222222,0.4
11,2019-12-22-14-st-francis-ny,26.1,6,2.5,1,105.2,77.4,24,0.45,60,0.38299999999999995,23,0.217,13,0.615,8,12,200,80.5,27.0,10,21,62,,5.2,4,0.33299999999999996,20,0.4,8,50.0,34,0.46799999999999997,23.3,20,40,0.375,15,0.077,1,"December 22, 2019",44.8,13,2.5,1,80.5,73.0,27,0.4920000000000001,64,0.45299999999999996,29,0.359,23,0.7829999999999999,18,6,200,105.2,22.6,7,15,81,,10.4,8,0.375,24,0.20800000000000002,5,50.0,34,0.541,11.9,10,40,0.6,24,0.5,6,"Pope Physical Education Center, Brooklyn Heights, New York",DELAWARE-STATE,Delaware State,77.1,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,11,True,False,True,Home,True,5,24,64,34,68,8,15,60,1,0,73,224,684,0.4875730994152047,378,754,0.5013262599469496,74,204,631,0.4992076069730586,0.4545454545454545
12,2020-01-02-19-st-francis-ny,16.0,4,11.1,4,106.8,73.5,25,0.457,58,0.431,25,0.345,20,0.5,10,10,200,85.1,22.2,8,14,63,,6.8,5,0.259,15,0.2,3,47.1,33,0.467,18.3,15,43,0.512,22,0.16699999999999998,2,"January 2, 2020",59.3,16,11.6,5,85.1,77.8,28,0.534,59,0.45799999999999996,27,0.33899999999999997,20,0.8,16,6,200,106.8,26.5,9,18,79,,12.2,9,0.39,23,0.391,9,52.9,37,0.5770000000000001,16.1,13,36,0.5,18,0.5379999999999999,7,"Pope Physical Education Center, Brooklyn Heights, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,73.5,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,12,True,False,True,Home,True,9,18,59,37,70,3,22,58,1,0,78,248,748,0.4879679144385027,412,822,0.5012165450121655,82,219,691,0.4949348769898698,0.5
13,2020-01-09-19-robert-morris,45.0,9,10.0,4,114.7,80.8,21,0.397,58,0.345,20,0.155,9,0.667,6,7,200,76.5,25.0,9,13,52,,5.9,4,0.414,24,0.25,6,48.4,30,0.418,17.3,13,34,0.41200000000000003,14,0.5,7,"January 9, 2020",53.1,17,8.8,3,76.5,75.0,27,0.619,59,0.542,32,0.203,12,0.41700000000000004,5,9,200,114.7,19.2,5,10,78,,5.9,4,0.322,19,0.474,9,51.6,32,0.603,13.5,10,40,0.575,23,0.43799999999999994,7,"UPMC Events Center, Moon, Pennsylvania",ST-FRANCIS-NY,St. Francis (NY),68.0,Home,ROBERT-MORRIS,Robert Morris,St. Francis (NY),northeast,13,False,False,False,Away,False,6,14,58,30,62,9,23,59,0,1,87,266,807,0.4913258983890954,449,892,0.5033632286995515,85,241,749,0.4919893190921229,0.5384615384615384
14,2020-01-11-19-saint-francis-pa,44.8,13,4.1,2,111.0,84.6,22,0.541,61,0.475,29,0.262,16,0.875,14,8,200,109.6,25.8,8,19,80,,6.8,5,0.311,19,0.42100000000000004,8,52.6,30,0.583,16.0,13,42,0.5,21,0.467,7,"January 11, 2020",33.3,10,9.5,4,109.6,74.2,23,0.56,58,0.517,30,0.36200000000000004,21,0.762,16,5,200,111.0,15.4,4,15,81,,9.6,7,0.155,9,0.556,5,47.4,27,0.596,11.8,9,49,0.51,25,0.667,10,"DeGol Arena, Loretto, Pennsylvania",ST-FRANCIS-NY,St. Francis (NY),73.3,Home,SAINT-FRANCIS-PA,Saint Francis (PA),St. Francis (NY),northeast,14,False,False,False,Away,False,8,21,61,30,57,5,25,58,0,1,93,280,865,0.484971098265896,479,954,0.5020964360587002,94,264,808,0.5012376237623762,0.5
15,2020-01-15-19-st-francis-ny,44.4,12,12.5,6,94.3,62.5,25,0.534,59,0.45799999999999996,27,0.16899999999999998,10,0.6,6,9,200,98.6,16.1,5,12,69,,10.0,7,0.40700000000000003,24,0.375,9,42.3,30,0.541,15.9,12,35,0.514,18,0.47100000000000003,8,"January 15, 2020",57.1,16,17.1,6,98.6,83.9,26,0.4370000000000001,71,0.39399999999999996,28,0.099,7,0.5710000000000001,4,9,200,94.3,37.5,15,10,66,,11.4,8,0.324,23,0.261,6,57.7,41,0.444,11.9,10,48,0.45799999999999996,22,0.43799999999999994,7,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),70.0,Away,LONG-ISLAND-UNIVERSITY,LIU,St. Francis (NY),northeast,15,False,True,True,Home,False,6,22,71,41,71,9,18,59,0,1,101,301,926,0.4886609071274298,509,1011,0.5034619188921861,99,289,866,0.5051963048498845,0.4666666666666667
16,2020-01-18-16-wagner,63.6,14,17.2,5,92.8,75.9,22,0.47200000000000003,54,0.40700000000000003,22,0.444,24,0.75,18,9,200,100.0,21.9,7,12,69,,18.8,13,0.389,21,0.33299999999999996,7,47.5,29,0.528,12.2,9,33,0.455,15,0.47100000000000003,8,"January 18, 2020",54.2,13,12.1,4,100.0,78.1,25,0.537,54,0.444,24,0.14800000000000002,8,0.75,6,12,200,92.8,24.1,7,21,64,,4.3,3,0.46299999999999997,25,0.4,10,52.5,32,0.5539999999999999,24.8,19,29,0.483,14,0.25,4,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,68.6,Away,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,16,False,False,False,Away,True,7,15,54,29,61,10,14,54,1,0,107,323,997,0.4849548645937813,550,1082,0.5083179297597042,108,307,925,0.5070270270270271,0.4375
17,2020-01-20-19-mount-st-marys,64.3,9,18.2,6,92.2,87.1,27,0.263,59,0.237,14,0.153,9,0.889,8,10,200,60.9,21.4,9,22,39,,10.9,7,0.45799999999999996,27,0.111,3,49.3,36,0.308,13.7,10,32,0.344,11,0.444,8,"January 20, 2020",64.7,11,6.3,2,60.9,78.6,33,0.41700000000000004,48,0.354,17,0.542,26,0.731,19,11,200,92.2,12.9,4,16,59,,6.3,4,0.313,15,0.4,6,50.7,37,0.489,11.9,8,33,0.33299999999999996,11,0.42100000000000004,8,"Knott Arena, Emmitsburg, Maryland",ST-FRANCIS-NY,St. Francis (NY),64.3,Home,MOUNT-ST-MARYS,Mount St. Mary's,St. Francis (NY),northeast,17,False,False,False,Away,False,3,11,59,36,73,6,11,48,0,1,114,338,1051,0.4843006660323502,579,1143,0.5065616797900262,118,321,979,0.508682328907048,0.4705882352941176
18,2020-01-23-19-st-francis-ny,54.2,13,2.4,1,113.0,81.5,22,0.413,63,0.381,24,0.159,10,0.5,5,11,200,82.6,21.1,8,10,57,,7.2,5,0.28600000000000003,18,0.222,4,46.2,30,0.42100000000000004,11.8,9,45,0.444,20,0.45,9,"January 23, 2020",60.0,18,11.1,5,82.6,78.9,30,0.589,56,0.536,30,0.268,15,0.8,12,10,200,113.0,18.5,5,10,78,,4.3,3,0.268,15,0.4,6,53.8,35,0.618,14.9,11,41,0.585,24,0.474,9,"Pope Physical Education Center, Brooklyn Heights, New York",ROBERT-MORRIS,Robert Morris,68.9,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,18,True,False,True,Home,True,6,24,56,35,65,4,20,63,1,0,117,349,1110,0.4725225225225225,615,1216,0.5057565789473685,124,332,1027,0.5043816942551119,0.4444444444444444
19,2020-01-25-16-st-francis-ny,37.5,12,5.7,2,122.9,64.3,18,0.546,65,0.4920000000000001,32,0.27699999999999997,18,0.444,8,8,200,112.9,36.4,12,19,79,,5.7,4,0.231,15,0.467,7,49.2,30,0.537,9.9,8,50,0.5,25,0.6,12,"January 25, 2020",41.4,12,16.0,8,112.9,63.6,21,0.589,56,0.518,29,0.41100000000000003,23,0.87,20,10,200,122.9,35.7,10,18,86,,4.3,3,0.375,21,0.381,8,50.8,31,0.643,17.5,14,35,0.6,21,0.5,10,"Pope Physical Education Center, Brooklyn Heights, New York",SAINT-FRANCIS-PA,Saint Francis (PA),70.2,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,19,True,False,True,Home,True,8,21,56,31,61,7,25,65,1,0,123,373,1166,0.4781303602058319,650,1281,0.507416081186573,128,352,1090,0.4990825688073395,0.4736842105263158
20,2020-01-30-19-merrimack,60.0,9,9.1,3,85.9,74.2,23,0.353,51,0.294,15,0.33299999999999996,17,0.706,12,11,200,70.4,18.9,7,15,48,,14.1,10,0.373,19,0.316,6,44.1,30,0.423,26.4,21,32,0.281,9,0.47600000000000003,10,"January 30, 2020",47.6,10,3.1,1,70.4,81.1,30,0.462,52,0.40399999999999997,21,0.308,16,0.813,13,8,200,85.9,25.8,8,16,61,,15.5,11,0.365,19,0.316,6,55.9,38,0.512,22.4,17,33,0.455,15,0.636,14,"Hammel Court, North Andover, Massachusetts",ST-FRANCIS-NY,St. Francis (NY),70.8,Home,MERRIMACK,Merrimack,St. Francis (NY),northeast,20,False,False,False,Away,False,6,9,51,30,68,6,15,52,0,1,131,394,1222,0.4832242225859247,681,1342,0.507451564828614,135,377,1155,0.5017316017316017,0.5
21,2020-02-01-16-st-francis-ny,33.3,8,10.9,5,107.0,72.2,26,0.528,53,0.45299999999999996,24,0.642,34,0.794,27,9,200,116.9,25.8,8,15,83,,1.4,1,0.434,23,0.348,8,50.7,34,0.6,10.5,8,30,0.5329999999999999,16,0.609,14,"February 1, 2020",46.7,14,23.3,7,116.9,74.2,23,0.45799999999999996,71,0.423,30,0.19699999999999998,14,0.7859999999999999,11,12,200,107.0,27.8,10,26,76,,5.6,4,0.35200000000000004,25,0.2,5,49.3,33,0.489,7.2,6,46,0.5429999999999999,25,0.455,10,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),71.4,Away,SACRED-HEART,Sacred Heart,St. Francis (NY),northeast,21,False,True,True,Home,False,5,25,71,33,67,8,16,53,0,1,137,403,1273,0.4780047132757266,711,1410,0.5042553191489362,141,392,1207,0.5,0.4761904761904762
22,2020-02-06-19-bryant,71.4,15,10.5,4,94.8,79.2,19,0.413,63,0.33299999999999996,21,0.20600000000000002,13,0.615,8,13,200,77.9,17.1,7,22,60,,13.0,10,0.4920000000000001,31,0.32299999999999995,10,40.0,26,0.434,14.9,12,32,0.344,11,0.435,10,"February 6, 2020",56.5,13,9.4,3,77.9,82.9,34,0.49,49,0.469,23,0.633,31,0.8059999999999999,25,12,200,94.8,20.8,5,16,73,,7.8,6,0.22399999999999998,11,0.182,2,60.0,39,0.573,25.1,21,38,0.5529999999999999,21,0.478,11,"Chace Athletic Center , Smithfield, Rhode Island",ST-FRANCIS-NY,St. Francis (NY),77.0,Home,BRYANT,Bryant,St. Francis (NY),northeast,22,False,False,False,Away,False,10,11,63,26,65,2,21,49,0,1,142,428,1344,0.4769345238095238,744,1477,0.5037237643872715,149,408,1260,0.5011904761904762,0.4545454545454545
23,2020-02-08-16-st-francis-ny,52.4,11,5.1,2,106.1,65.5,19,0.419,62,0.33899999999999997,21,0.29,18,0.833,15,14,199,101.5,39.5,15,17,67,,4.5,3,0.435,27,0.37,10,50.7,34,0.475,15.7,13,35,0.314,11,0.41700000000000004,10,"February 8, 2020",39.3,11,22.9,8,101.5,60.5,23,0.544,57,0.491,28,0.228,13,0.615,8,13,199,106.1,34.5,10,21,70,,7.6,5,0.316,18,0.33299999999999996,6,49.3,33,0.5539999999999999,13.8,10,39,0.564,22,0.45799999999999996,11,"Pope Physical Education Center, Brooklyn Heights, New York",MOUNT-ST-MARYS,Mount St. Mary's,66.2,Home,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,23,True,False,True,Home,True,6,22,57,33,67,10,11,62,1,0,152,439,1407,0.4740582800284293,770,1542,0.4993514915693904,151,429,1309,0.5007639419404125,0.43478260869565216
24,2020-02-13-19-st-francis-ny,54.5,12,2.3,1,75.8,74.3,26,0.531,48,0.45799999999999996,22,0.313,15,0.6,9,9,200,90.9,18.5,5,11,60,,12.1,8,0.396,19,0.368,7,50.0,31,0.544,21.6,15,29,0.517,15,0.654,17,"February 13, 2020",59.1,13,13.8,4,90.9,81.5,22,0.379,58,0.379,22,0.155,9,0.667,6,14,200,75.8,25.7,9,15,50,,12.1,8,0.259,15,0.0,0,50.0,31,0.401,17.3,13,43,0.512,22,0.44,11,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),65.7,Away,MERRIMACK,Merrimack,St. Francis (NY),northeast,24,False,True,True,Home,False,0,22,58,31,62,7,15,48,0,1,158,461,1464,0.4767759562841529,803,1609,0.4990677439403356,161,440,1371,0.4970824215900802,0.4583333333333333
25,2020-02-18-17-long-island-university,50.0,16,17.1,6,93.9,85.4,35,0.556,62,0.516,32,0.435,27,0.667,18,14,200,106.1,27.3,9,23,87,,8.5,7,0.355,22,0.22699999999999998,5,59.5,44,0.581,17.8,16,40,0.675,27,0.462,12,"February 18, 2020",52.0,13,15.0,6,106.1,72.7,24,0.469,65,0.385,25,0.369,24,0.667,16,15,200,93.9,14.6,6,19,77,,11.0,9,0.462,30,0.3670000000000001,11,40.5,30,0.504,12.7,11,35,0.4,14,0.444,12,"Steinberg Wellness Center, Brooklyn, New York",LONG-ISLAND-UNIVERSITY,LIU,81.6,Away,ST-FRANCIS-NY,St. Francis (NY),St. Francis (NY),northeast,25,False,False,False,Away,True,5,27,62,44,74,11,14,65,1,0,158,483,1522,0.4730617608409987,834,1671,0.4991023339317774,168,455,1419,0.4982381959126145,0.44
