,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MISSISSIPPI-STATE_homegame,MISSISSIPPI-STATE_homegame2,MISSISSIPPI-STATE_home,MISSISSIPPI-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-22-15-mississippi-state,50.0,10,5.7,2,81.3,69.0,20,0.49,50,0.4,20,0.26,13,0.6920000000000001,9,6,200,90.6,33.3,9,14,58,,9.4,6,0.46,23,0.391,9,51.8,29,0.516,22.3,16,27,0.40700000000000003,11,0.5710000000000001,8,"December 22, 2019",47.6,10,11.1,3,90.6,66.7,18,0.441,51,0.41200000000000003,21,0.21600000000000005,11,0.636,7,3,200,81.3,31.0,9,18,52,,15.6,10,0.314,16,0.188,3,48.2,27,0.462,23.3,17,35,0.514,18,0.727,8,"Mississippi Coliseum, Jackson, Mississippi",MISSISSIPPI-STATE,Mississippi State,63.7,Away,NEW-MEXICO-STATE,New Mexico State,Mississippi State,sec,10,False,True,True,Home,False,3,18,51,27,56,9,11,50,0,1,66,194,541,0.5415896487985212,344,611,0.5630114566284781,73,155,551,0.4800362976406534,0.8
11,2019-12-30-20-mississippi-state,40.0,10,2.3,1,128.0,61.5,16,0.45899999999999996,61,0.41,25,0.262,16,0.75,12,3,200,90.7,25.0,9,26,68,,9.3,7,0.377,23,0.261,6,40.3,25,0.496,17.1,14,38,0.5,19,0.769,10,"December 30, 2019",61.3,19,13.2,5,90.7,75.0,27,0.598,56,0.5539999999999999,31,0.679,38,0.763,29,3,200,128.0,38.5,10,18,96,,9.3,7,0.23199999999999998,13,0.385,5,59.7,37,0.648,14.2,12,43,0.605,26,0.75,9,"Humphrey Coliseum, Starkville, Mississippi",KENT-STATE,Kent State,74.8,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,11,True,False,True,Home,True,5,26,56,37,62,6,19,61,1,0,69,212,592,0.5329391891891891,371,667,0.5562218890554723,82,166,601,0.480865224625624,0.7272727272727273
12,2020-01-04-16-mississippi-state,33.3,9,10.9,6,87.2,61.9,26,0.45399999999999996,65,0.415,27,0.462,30,0.7,21,0,200,102.6,28.2,11,20,80,8.0,12.8,10,0.33799999999999997,22,0.22699999999999998,5,45.7,37,0.505,12.3,11,43,0.512,22,1.0,13,"January 4, 2020",26.1,6,27.9,12,102.6,71.8,28,0.36,68,0.33799999999999997,23,0.33799999999999997,23,0.826,19,4,200,87.2,38.1,16,22,68,,7.7,6,0.191,13,0.231,3,54.3,44,0.431,15.2,14,55,0.364,20,0.6920000000000001,9,"Humphrey Coliseum, Starkville, Mississippi",MISSISSIPPI-STATE,Mississippi State,78.1,Away,AUBURN,Auburn,Mississippi State,sec,12,False,True,True,Home,False,3,20,68,44,81,5,22,65,0,1,74,238,648,0.5385802469135802,408,729,0.5596707818930041,88,185,662,0.4788519637462236,0.75
13,2020-01-08-19-alabama,34.6,9,9.1,3,116.9,71.9,23,0.406,69,0.377,26,0.304,21,0.619,13,5,200,89.6,26.8,11,25,69,,6.5,5,0.217,15,0.267,4,46.6,34,0.4370000000000001,12.3,11,54,0.40700000000000003,22,0.643,9,"January 8, 2020",50.0,14,11.1,6,89.6,73.2,30,0.579,57,0.491,28,0.596,34,0.706,24,6,200,116.9,28.1,9,17,90,,3.9,3,0.42100000000000004,24,0.41700000000000004,10,53.4,39,0.615,12.2,10,33,0.545,18,0.5710000000000001,8,"Coleman Coliseum , Tuscaloosa, Alabama",MISSISSIPPI-STATE,Mississippi State,76.6,Home,ALABAMA,Alabama,Mississippi State,sec,13,False,False,False,Away,False,4,22,69,34,73,10,18,57,0,1,77,258,716,0.5216480446927374,452,810,0.5580246913580247,93,207,727,0.4766162310866575,0.6923076923076923
14,2020-01-11-20-louisiana-state,47.4,9,13.2,5,89.6,73.7,28,0.366,56,0.33899999999999997,19,0.375,21,0.857,18,6,200,88.1,48.5,16,16,59,,4.5,3,0.304,17,0.17600000000000002,3,62.0,44,0.447,19.7,16,39,0.41,16,0.6,9,"January 11, 2020",50.0,11,12.8,5,88.1,51.5,17,0.39,59,0.373,22,0.39,23,0.609,14,4,200,89.6,26.3,10,12,60,,19.4,13,0.35600000000000004,21,0.095,2,38.0,27,0.429,10.4,8,38,0.526,20,0.733,11,"Maravich Assembly Center, Baton Rouge, Louisiana",MISSISSIPPI-STATE,Mississippi State,67.0,Home,LOUISIANA-STATE,LSU,Mississippi State,sec,14,False,False,False,Away,False,3,16,56,44,71,2,20,59,0,1,81,280,785,0.5114649681528662,486,883,0.5503963759909399,103,225,784,0.4840561224489796,0.6428571428571429
15,2020-01-14-21-mississippi-state,58.8,10,7.1,3,110.8,63.6,14,0.39799999999999996,49,0.34700000000000003,17,0.204,10,0.6,6,7,200,69.2,21.9,7,15,45,,12.3,8,0.51,25,0.2,5,38.9,21,0.419,26.2,19,24,0.5,12,0.562,9,"January 14, 2020",56.7,17,25.0,6,69.2,78.1,25,0.591,55,0.545,30,0.127,7,1.0,7,6,200,110.8,36.4,8,15,72,,12.3,8,0.23600000000000002,13,0.385,5,61.1,33,0.617,19.4,14,42,0.595,25,0.625,10,"Humphrey Coliseum, Starkville, Mississippi",MISSOURI,Missouri,65.0,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,15,True,False,True,Home,True,5,25,55,33,54,5,12,49,1,0,84,296,841,0.5017835909631391,530,954,0.5555555555555556,105,245,843,0.4774614472123369,0.6
16,2020-01-18-20-mississippi-state,54.5,12,5.0,2,142.2,46.2,12,0.42,56,0.39299999999999996,22,0.28600000000000003,16,0.75,12,6,200,92.2,25.0,8,16,59,,6.3,4,0.321,18,0.16699999999999998,3,34.5,20,0.46399999999999997,12.5,9,38,0.5,19,0.647,11,"January 18, 2020",56.8,21,15.8,6,92.2,75.0,24,0.667,60,0.617,37,0.267,16,0.688,11,6,200,142.2,53.8,14,15,91,,9.4,6,0.33299999999999996,20,0.3,6,65.5,38,0.6729999999999999,11.8,9,40,0.775,31,0.647,11,"Humphrey Coliseum, Starkville, Mississippi",GEORGIA,Georgia,63.6,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,16,True,False,True,Home,True,6,31,60,38,58,3,19,56,1,0,89,321,896,0.5072544642857143,563,1008,0.5585317460317459,110,257,892,0.4730941704035874,0.625
17,2020-01-22-19-mississippi-state,40.0,12,13.2,5,110.0,71.0,22,0.508,63,0.47600000000000003,30,0.175,11,0.545,6,4,200,100.0,14.3,5,23,70,,7.1,5,0.317,20,0.2,4,40.9,27,0.513,9.4,7,43,0.605,26,0.778,14,"January 22, 2020",54.5,12,9.3,4,100.0,85.7,30,0.439,57,0.386,22,0.544,31,0.871,27,6,200,110.0,29.0,9,15,77,,5.7,4,0.33299999999999996,19,0.316,6,59.1,39,0.537,10.2,8,38,0.42100000000000004,16,0.667,12,"Humphrey Coliseum, Starkville, Mississippi",ARKANSAS,Arkansas,70.5,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,17,True,False,True,Home,True,6,16,57,39,66,4,26,63,1,0,95,352,956,0.5172594142259415,601,1066,0.5637898686679175,113,276,948,0.4699367088607595,0.6470588235294118
18,2020-01-25-14-oklahoma,39.1,9,7.7,3,91.3,83.3,30,0.425,60,0.38299999999999995,23,0.217,13,0.846,11,7,200,89.9,19.4,6,15,62,,7.2,5,0.25,15,0.33299999999999996,5,53.7,36,0.46799999999999997,13.2,10,45,0.4,18,0.632,12,"January 25, 2020",58.3,14,8.9,4,89.9,80.6,25,0.444,62,0.387,24,0.19399999999999998,12,0.667,8,6,200,91.3,16.7,6,12,63,,7.2,5,0.371,23,0.304,7,46.3,31,0.465,9.4,7,39,0.436,17,0.684,13,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",MISSISSIPPI-STATE,Mississippi State,69.4,Home,OKLAHOMA,Oklahoma,Mississippi State,sec,18,False,False,False,Away,False,5,18,60,36,67,7,17,62,0,1,101,368,1013,0.5128331688055281,640,1132,0.5653710247349824,117,302,1011,0.4723046488625124,0.6666666666666666
19,2020-01-28-19-florida,46.4,13,8.1,3,104.4,78.6,22,0.606,52,0.5379999999999999,28,0.327,17,0.882,15,7,200,114.7,34.8,8,14,78,,4.4,3,0.231,12,0.583,7,58.8,30,0.649,20.1,15,40,0.525,21,0.65,13,"January 28, 2020",46.2,12,10.0,4,114.7,65.2,15,0.517,58,0.44799999999999995,26,0.24100000000000002,14,0.7859999999999999,11,8,200,104.4,21.4,6,14,71,,10.3,7,0.36200000000000004,21,0.381,8,41.2,21,0.5489999999999999,14.6,11,37,0.486,18,0.6,12,"Stephen C. O'Connell Center, Gainesville, Florida",FLORIDA,Florida,68.4,Away,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,19,False,False,False,Away,True,7,21,52,30,51,8,18,58,1,0,106,386,1073,0.5079217148182665,676,1199,0.5638031693077564,124,319,1073,0.4706430568499534,0.631578947368421
20,2020-02-01-14-mississippi-state,63.0,17,2.7,1,138.7,62.5,15,0.552,58,0.466,27,0.22399999999999998,13,0.6920000000000001,9,9,200,117.7,23.5,8,22,73,,9.7,6,0.379,22,0.455,10,39.7,23,0.569,8.6,6,36,0.47200000000000003,17,0.5710000000000001,12,"February 1, 2020",57.1,16,8.3,3,117.7,76.5,26,0.622,49,0.5710000000000001,28,0.612,30,0.833,25,7,200,138.7,37.5,9,14,86,,3.2,2,0.245,12,0.41700000000000004,5,60.3,35,0.68,11.4,8,37,0.622,23,0.667,14,"Humphrey Coliseum, Starkville, Mississippi",TENNESSEE,Tennessee,62.2,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,20,True,False,True,Home,True,5,23,49,35,58,10,17,58,1,0,113,407,1125,0.5124444444444445,706,1250,0.5648,132,337,1131,0.4730327144120248,0.65
21,2020-02-04-21-kentucky,20.0,5,9.1,4,111.1,75.9,22,0.40399999999999997,68,0.368,25,0.309,21,0.81,17,8,200,100.0,35.7,15,25,72,,2.8,2,0.235,16,0.313,5,52.1,37,0.462,11.5,10,52,0.385,20,0.636,14,"February 4, 2020",58.3,14,3.8,2,100.0,64.3,27,0.45399999999999996,54,0.444,24,0.667,36,0.861,31,5,200,111.1,24.1,7,14,80,15.0,9.7,7,0.185,10,0.1,1,47.9,34,0.563,9.1,7,44,0.523,23,0.773,17,"Rupp Arena, Lexington, Kentucky",MISSISSIPPI-STATE,Mississippi State,72.0,Home,KENTUCKY,Kentucky,Mississippi State,sec,21,False,False,False,Away,False,5,20,68,37,71,1,23,54,0,1,118,430,1174,0.5170357751277683,741,1308,0.5665137614678899,142,354,1189,0.4768713204373423,0.6666666666666666
22,2020-02-08-20-mississippi-state,39.1,9,2.6,1,109.6,78.6,22,0.44799999999999995,58,0.397,23,0.397,23,0.7829999999999999,18,14,200,95.9,16.7,6,20,70,,15.1,11,0.414,24,0.25,6,43.8,28,0.508,11.7,9,34,0.5,17,0.391,9,"February 8, 2020",53.6,15,23.5,8,95.9,83.3,30,0.575,53,0.528,28,0.47200000000000003,25,0.76,19,8,200,109.6,21.4,6,19,80,,5.5,4,0.264,14,0.35700000000000004,5,56.3,36,0.617,20.0,16,39,0.59,23,0.652,15,"Humphrey Coliseum, Starkville, Mississippi",VANDERBILT,Vanderbilt,73.4,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,22,True,False,True,Home,True,5,23,53,36,64,6,17,58,1,0,123,450,1242,0.5108695652173914,778,1379,0.5641769398114576,143,377,1243,0.4758648431214803,0.6363636363636364
23,2020-02-11-19-mississippi,83.3,15,5.3,2,118.6,75.0,24,0.38799999999999996,49,0.3670000000000001,18,0.551,27,0.741,20,9,200,82.9,22.6,7,18,58,,4.3,3,0.327,16,0.125,2,49.2,31,0.469,21.8,17,33,0.485,16,0.625,15,"February 11, 2020",39.3,11,9.1,3,82.9,77.4,24,0.552,58,0.483,28,0.414,24,0.792,19,11,200,118.6,25.0,8,19,83,,10.0,7,0.345,20,0.4,8,50.8,32,0.598,9.3,7,38,0.526,20,0.542,13,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI-STATE,Mississippi State,70.1,Home,MISSISSIPPI,Ole Miss,Mississippi State,sec,23,False,False,False,Away,False,2,16,49,31,63,8,20,58,0,1,128,473,1295,0.5135135135135135,814,1443,0.5641025641025641,149,394,1301,0.4746348962336664,0.6521739130434783
24,2020-02-15-13-arkansas,30.0,9,16.7,6,106.9,75.9,22,0.618,51,0.588,30,0.431,22,0.682,15,9,200,108.3,17.4,4,23,78,,6.9,5,0.13699999999999998,7,0.429,3,50.0,26,0.635,20.9,16,44,0.614,27,0.64,16,"February 15, 2020",41.7,10,2.3,1,108.3,82.6,19,0.519,52,0.462,24,0.5,26,0.885,23,9,200,106.9,24.1,7,18,77,,5.6,4,0.308,16,0.375,6,50.0,26,0.598,17.0,13,36,0.5,18,0.64,16,"Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,71.9,Away,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,24,False,False,False,Away,True,3,27,51,26,52,6,18,52,1,0,130,489,1344,0.5089285714285714,845,1506,0.5610889774236387,157,414,1359,0.477924944812362,0.625
25,2020-02-19-21-mississippi-state,58.6,17,2.9,1,101.3,77.8,21,0.517,60,0.483,29,0.317,19,0.737,14,10,200,97.4,23.5,8,24,76,,14.1,11,0.28300000000000003,17,0.235,4,47.5,29,0.551,18.0,15,43,0.581,25,0.615,16,"February 19, 2020",60.9,14,4.7,2,97.4,76.5,26,0.5539999999999999,46,0.5,23,0.7829999999999999,36,0.778,28,9,200,101.3,22.2,6,18,79,,7.7,6,0.261,12,0.41700000000000004,5,52.5,32,0.626,26.2,22,34,0.529,18,0.654,17,"Humphrey Coliseum, Starkville, Mississippi",SOUTH-CAROLINA,South Carolina,77.6,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,sec,25,True,False,True,Home,True,5,18,46,32,61,4,25,60,1,0,133,516,1395,0.5129032258064516,871,1558,0.5590500641848524,163,432,1411,0.4794472005669738,0.64
26,2020-02-22-15-texas-am,65.5,19,20.0,7,127.9,76.2,16,0.55,60,0.483,29,0.16699999999999998,10,0.9,9,10,200,110.3,42.3,11,16,75,,11.8,8,0.3,18,0.444,8,57.4,27,0.579,19.9,16,42,0.5,21,0.63,17,"February 22, 2020",58.1,18,9.5,4,110.3,57.7,15,0.6829999999999999,52,0.596,31,0.34600000000000003,18,0.889,16,12,200,127.9,23.8,5,15,87,,11.8,8,0.327,17,0.529,9,42.6,20,0.718,15.5,11,35,0.629,22,0.5379999999999999,14,"Reed Arena, College Station, Texas",MISSISSIPPI-STATE,Mississippi State,68.2,Home,TEXAS-AM,Texas A&M,Mississippi State,sec,26,False,False,False,Away,False,8,21,60,27,47,9,22,52,0,1,138,534,1441,0.5142262317834837,903,1619,0.55775169857937,167,457,1471,0.4809653297076818,0.6538461538461539
