,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,OHIO-STATE_homegame,OHIO-STATE_homegame2,OHIO-STATE_home,OHIO-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-19-ohio-state,31.3,5,0.0,0,112.7,73.7,14,0.3,60,0.267,16,0.233,14,0.857,12,8,200,67.6,17.1,7,17,48,,4.2,3,0.317,19,0.21100000000000002,4,35.0,21,0.36,14.3,11,41,0.293,12,0.273,3,"December 17, 2019",76.7,23,14.6,6,67.6,82.9,34,0.716,51,0.588,30,0.235,12,0.583,7,1,200,112.7,26.3,5,16,80,5.0,5.6,4,0.529,27,0.48100000000000004,13,65.0,39,0.705,26.2,20,24,0.708,17,0.909,10,"Value City Arena, Columbus, Ohio",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,71.2,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,10,True,False,True,Home,True,13,17,51,39,60,4,12,60,1,0,93,177,561,0.5641711229946524,368,652,0.5644171779141104,67,139,582,0.4115120274914089,0.9
11,2019-12-21-17-kentucky,68.2,15,19.4,7,98.5,75.0,24,0.568,44,0.5,22,0.614,27,0.778,21,1,200,107.6,27.3,6,16,71,5.0,7.6,5,0.4320000000000001,19,0.316,6,55.6,30,0.625,20.0,14,25,0.64,16,0.917,11,"December 21, 2019",68.0,17,12.0,3,107.6,72.7,16,0.483,59,0.424,25,0.22,13,0.615,8,3,200,98.5,25.0,8,25,65,6.0,10.6,7,0.39,23,0.304,7,44.4,24,0.499,13.4,10,36,0.5,18,0.727,8,"T-Mobile Arena, Las Vegas, Nevada",KENTUCKY,Kentucky,66.0,Away,OHIO-STATE,Ohio State,Ohio State,big-ten,11,False,False,False,Away,True,6,16,44,30,54,7,18,59,1,0,106,194,612,0.5767973856209151,407,712,0.5716292134831461,71,151,642,0.4010903426791277,0.9090909090909092
12,2019-12-29-12-ohio-state,36.4,8,20.8,5,80.8,67.6,23,0.48100000000000004,54,0.40700000000000003,22,0.46299999999999997,25,0.6,15,1,200,91.8,20.6,7,24,67,22.0,9.6,7,0.37,20,0.4,8,44.1,30,0.509,19.8,16,34,0.41200000000000003,14,0.917,11,"December 29, 2019",66.7,10,5.9,2,91.8,79.4,27,0.396,48,0.313,15,0.604,29,0.7240000000000001,21,2,200,80.8,32.4,11,25,59,2.0,8.2,6,0.5,24,0.33299999999999996,8,55.9,38,0.478,25.7,21,24,0.292,7,0.846,11,"Quicken Loans Arena, Cleveland, Ohio",OHIO-STATE,Ohio State,73.3,Away,WEST-VIRGINIA,West Virginia,Ohio State,big-ten,12,False,True,True,Home,False,8,7,48,38,68,8,14,54,0,1,112,210,656,0.5762195121951219,437,766,0.5704960835509139,78,169,701,0.4079885877318117,0.9166666666666666
13,2020-01-03-19-ohio-state,38.1,8,0.0,0,91.9,78.6,22,0.429,56,0.375,21,0.28600000000000003,16,0.813,13,5,200,98.4,30.3,10,16,61,,8.1,5,0.41100000000000003,23,0.261,6,52.5,32,0.48,11.3,8,33,0.455,15,0.643,9,"January 3, 2020",42.1,8,3.0,1,98.4,69.7,23,0.46799999999999997,47,0.40399999999999997,19,0.36200000000000004,17,0.765,13,3,200,91.9,21.4,6,17,57,5.0,6.5,4,0.426,20,0.3,6,47.5,29,0.517,20.4,14,27,0.48100000000000004,13,0.7859999999999999,11,"Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,62.3,Away,WISCONSIN,Wisconsin,Ohio State,big-ten,13,False,True,True,Home,False,6,13,47,29,61,6,15,56,0,1,120,217,704,0.5639204545454546,475,834,0.5695443645083933,86,183,755,0.4132450331125828,0.8461538461538461
14,2020-01-07-19-maryland,57.1,12,14.3,4,93.1,80.0,20,0.35100000000000003,67,0.313,21,0.149,10,0.8,8,4,200,76.4,28.9,11,22,55,11.0,8.3,6,0.40299999999999997,27,0.185,5,49.2,31,0.38299999999999995,16.4,14,40,0.4,16,0.733,11,"January 7, 2020",61.9,13,12.5,5,76.4,71.1,27,0.5429999999999999,46,0.457,21,0.522,24,0.708,17,2,200,93.1,20.0,5,16,67,12.0,4.2,3,0.391,18,0.444,8,50.8,32,0.584,22.1,16,28,0.46399999999999997,13,0.867,13,"Xfinity Center, College Park, Maryland",OHIO-STATE,Ohio State,71.6,Home,MARYLAND,Maryland,Ohio State,big-ten,14,False,False,False,Away,False,5,16,67,31,63,8,13,46,0,1,126,230,751,0.5579227696404794,504,895,0.5631284916201117,92,198,811,0.4143033292231813,0.7857142857142857
15,2020-01-11-12-indiana,47.1,8,8.1,3,94.3,84.6,22,0.413,52,0.327,17,0.365,19,0.579,11,5,200,77.1,22.9,8,24,54,11.0,4.3,3,0.5,26,0.34600000000000003,9,49.2,30,0.442,19.9,15,26,0.308,8,0.688,11,"January 11, 2020",50.0,10,15.4,4,77.1,77.1,27,0.469,49,0.408,20,0.735,36,0.556,20,3,200,94.3,15.4,4,19,66,,15.7,11,0.245,12,0.5,6,50.8,31,0.499,13.4,10,37,0.37799999999999995,14,0.812,13,"Assembly Hall, Bloomington, Indiana",OHIO-STATE,Ohio State,70.1,Home,INDIANA,Indiana,Ohio State,big-ten,15,False,False,False,Away,False,9,8,52,30,61,6,14,49,0,1,131,246,818,0.5409535452322738,535,958,0.558455114822547,100,211,857,0.42123687281213534,0.7333333333333333
16,2020-01-14-18-ohio-state,53.6,15,9.1,3,119.4,70.8,17,0.4920000000000001,66,0.424,28,0.076,5,0.6,3,10,200,101.5,25.0,9,15,68,,3.0,2,0.33299999999999996,22,0.409,9,43.3,26,0.4970000000000001,10.5,8,44,0.4320000000000001,19,0.41200000000000003,7,"January 14, 2020",56.7,17,20.5,9,101.5,75.0,27,0.636,55,0.545,30,0.273,15,0.667,10,5,200,119.4,29.2,7,13,80,21.0,3.0,2,0.4,22,0.455,10,56.7,34,0.644,16.3,12,33,0.606,20,0.706,12,"Value City Arena, Columbus, Ohio",NEBRASKA,Nebraska,67.3,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,16,True,False,True,Home,True,10,20,55,34,60,9,19,66,1,0,140,254,870,0.5333333333333333,565,1019,0.5544651619234544,106,225,906,0.423841059602649,0.6875
17,2020-01-18-12-penn-state,60.9,14,5.7,2,123.3,75.0,18,0.509,54,0.426,23,0.537,29,0.7240000000000001,21,6,200,104.1,17.9,5,23,76,21.0,8.2,6,0.37,20,0.45,9,44.2,23,0.561,15.2,12,34,0.41200000000000003,14,0.667,12,"January 18, 2020",48.3,14,20.6,7,104.1,82.1,23,0.62,54,0.537,29,0.519,28,0.821,23,5,200,123.3,25.0,6,24,90,,12.3,9,0.35200000000000004,19,0.474,9,55.8,29,0.669,11.9,9,35,0.5710000000000001,20,0.722,13,"Bryce Jordan Center, University Park, Pennsylvania",OHIO-STATE,Ohio State,72.5,Home,PENN-STATE,Penn State,Ohio State,big-ten,17,False,False,False,Away,False,9,14,54,23,52,9,20,54,0,1,150,274,925,0.5394594594594595,599,1079,0.5551436515291936,115,244,972,0.4284979423868313,0.7058823529411765
18,2020-01-23-18-ohio-state,34.8,8,3.0,1,93.7,79.4,27,0.491,54,0.426,23,0.315,17,0.529,9,8,200,98.4,10.0,3,18,62,,3.2,2,0.389,21,0.33299999999999996,7,46.9,30,0.499,6.1,4,33,0.485,16,0.579,11,"January 23, 2020",42.9,9,6.1,2,98.4,90.0,27,0.48,49,0.429,21,0.3670000000000001,18,0.667,12,7,200,93.7,20.6,7,17,59,,3.2,2,0.327,16,0.313,5,53.1,34,0.513,17.4,12,33,0.485,16,0.632,12,"Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,62.8,Away,MINNESOTA,Minnesota,Ohio State,big-ten,18,False,True,True,Home,False,5,16,49,34,64,7,16,54,0,1,159,288,979,0.5377936670071501,622,1131,0.5499557913351016,124,264,1026,0.43859649122807015,0.6666666666666666
19,2020-01-26-18-northwestern,61.5,16,14.3,5,89.4,74.3,26,0.534,59,0.441,26,0.16899999999999998,10,0.8,8,7,200,107.6,33.3,10,17,71,,9.1,6,0.4920000000000001,29,0.379,11,55.4,36,0.557,14.8,11,30,0.5,15,0.65,13,"January 26, 2020",54.5,12,6.7,2,107.6,66.7,20,0.44,58,0.379,22,0.22399999999999998,13,0.615,8,13,200,89.4,25.7,9,12,59,,3.0,2,0.397,23,0.304,7,44.6,29,0.46,15.8,12,35,0.429,15,0.316,6,"Welsh-Ryan Arena, Evanston, Illinois",NORTHWESTERN,Northwestern,66.0,Away,OHIO-STATE,Ohio State,Ohio State,big-ten,19,False,False,False,Away,True,11,15,59,36,65,7,15,58,1,0,164,304,1028,0.5350194552529183,656,1195,0.5489539748953974,131,280,1080,0.4412037037037037,0.631578947368421
20,2020-02-01-12-ohio-state,52.6,10,17.2,5,113.3,66.7,18,0.536,42,0.452,19,0.429,18,0.778,14,7,200,98.3,19.0,4,12,59,,6.7,4,0.28600000000000003,12,0.583,7,45.8,22,0.584,19.4,12,30,0.4,12,0.682,15,"February 1, 2020",73.1,19,3.3,1,98.3,81.0,17,0.5539999999999999,56,0.46399999999999997,26,0.14300000000000002,8,0.75,6,7,200,113.3,33.3,9,16,68,,10.0,6,0.48200000000000004,27,0.37,10,54.2,26,0.569,14.4,10,29,0.552,16,0.667,14,"Value City Arena, Columbus, Ohio",INDIANA,Indiana,59.7,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,20,True,False,True,Home,True,10,16,56,26,48,7,12,42,1,0,175,319,1087,0.5349586016559338,692,1260,0.5492063492063493,138,295,1138,0.4411247803163445,0.65
21,2020-02-04-19-michigan,50.0,12,10.3,3,89.2,72.7,24,0.48200000000000004,57,0.42100000000000004,24,0.175,10,0.6,6,7,200,93.8,14.7,5,14,61,,4.6,3,0.316,18,0.389,7,43.3,29,0.494,7.5,5,39,0.436,17,0.682,15,"February 4, 2020",50.0,10,12.8,5,93.8,85.3,29,0.41700000000000004,60,0.33299999999999996,20,0.15,9,0.889,8,9,200,89.2,27.3,9,14,58,,4.6,3,0.517,31,0.32299999999999995,10,56.7,38,0.451,15.8,12,29,0.345,10,0.591,13,"Crisler Arena, Ann Arbor, Michigan",MICHIGAN,Michigan,64.5,Away,OHIO-STATE,Ohio State,Ohio State,big-ten,21,False,False,False,Away,True,7,17,57,29,67,10,10,60,1,0,185,335,1143,0.5358705161854768,718,1308,0.5489296636085627,145,307,1180,0.4444915254237288,0.6666666666666666
22,2020-02-09-13-wisconsin,38.9,7,15.4,4,114.8,67.7,21,0.429,49,0.3670000000000001,18,0.327,16,0.938,15,8,200,93.4,33.3,9,16,57,,8.2,5,0.38799999999999996,19,0.316,6,51.7,30,0.504,18.8,13,30,0.4,12,0.652,15,"February 9, 2020",70.8,17,16.7,5,93.4,66.7,18,0.517,58,0.414,24,0.207,12,0.833,10,10,200,114.8,32.3,10,16,70,,11.5,7,0.552,32,0.375,12,48.3,28,0.5489999999999999,11.2,8,26,0.462,12,0.583,14,"Kohl Center, Madison, Wisconsin",OHIO-STATE,Ohio State,61.2,Home,WISCONSIN,Wisconsin,Ohio State,big-ten,22,False,False,False,Away,False,6,12,49,30,58,12,12,58,0,1,192,352,1200,0.5333333333333333,747,1375,0.5432727272727272,155,317,1240,0.44314516129032255,0.6818181818181818
23,2020-02-12-19-ohio-state,36.4,8,8.0,2,114.3,76.7,23,0.552,48,0.45799999999999996,22,0.375,18,0.722,13,8,200,104.8,17.9,5,20,66,,6.3,4,0.43799999999999994,21,0.429,9,48.3,28,0.584,16.4,11,27,0.48100000000000004,13,0.68,17,"February 12, 2020",59.1,13,7.4,2,104.8,82.1,23,0.529,51,0.431,22,0.41200000000000003,21,0.857,18,8,200,114.3,23.3,7,14,72,,6.3,4,0.51,26,0.385,10,51.7,30,0.59,14.2,10,25,0.48,12,0.667,16,"Value City Arena, Columbus, Ohio",RUTGERS,Rutgers,63.3,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,23,True,False,True,Home,True,10,12,51,30,58,9,13,48,1,0,198,364,1249,0.5292233787029623,777,1433,0.5422191207257502,167,329,1298,0.4464560862865948,0.6521739130434783
24,2020-02-15-12-ohio-state,42.1,8,12.0,3,100.0,78.3,18,0.389,54,0.35200000000000004,19,0.204,11,0.909,10,12,200,76.5,21.2,7,21,52,,13.2,9,0.37,20,0.2,4,44.6,25,0.439,21.4,16,34,0.441,15,0.5379999999999999,14,"February 15, 2020",63.6,14,0.0,0,76.5,78.8,26,0.589,45,0.489,22,0.511,23,0.652,15,8,200,100.0,21.7,5,15,68,,14.7,10,0.444,20,0.45,9,55.4,31,0.608,22.5,16,25,0.52,13,0.68,17,"Value City Arena, Columbus, Ohio",PURDUE,Purdue,67.6,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,24,True,False,True,Home,True,9,13,45,31,56,4,15,54,1,0,208,376,1300,0.5292307692307693,807,1491,0.5412474849094567,176,342,1346,0.450222882615156,0.6666666666666666
25,2020-02-20-19-iowa,69.2,18,11.1,3,123.2,82.8,24,0.4920000000000001,62,0.419,26,0.29,18,0.833,15,9,200,110.1,36.4,12,22,76,25.0,7.2,5,0.484,30,0.3,9,58.1,36,0.539,13.6,11,32,0.531,17,0.654,17,"February 20, 2020",62.1,18,6.3,2,110.1,63.6,21,0.654,52,0.5579999999999999,29,0.48100000000000004,25,0.68,17,8,200,123.2,17.2,5,16,85,20.0,8.7,6,0.48100000000000004,25,0.4,10,41.9,26,0.665,12.5,9,27,0.7040000000000001,19,0.7040000000000001,19,"Carver-Hawkeye Arena, Iowa City, Iowa",OHIO-STATE,Ohio State,68.7,Home,IOWA,Iowa,Ohio State,big-ten,25,False,False,False,Away,False,9,17,62,36,62,10,19,52,0,1,217,389,1345,0.5312267657992565,838,1547,0.5416936005171299,180,357,1400,0.4478571428571429,0.68
26,2020-02-23-16-ohio-state,52.2,12,10.3,3,121.5,65.5,19,0.5489999999999999,51,0.451,23,0.373,19,0.8420000000000001,16,5,200,110.8,23.1,6,24,72,7.0,4.6,3,0.569,29,0.345,10,45.5,25,0.6,14.4,10,22,0.591,13,0.815,22,"February 23, 2020",43.5,10,0.0,0,110.8,76.9,20,0.519,54,0.426,23,0.519,28,0.821,23,9,200,121.5,34.5,10,18,79,25.0,9.2,6,0.46299999999999997,25,0.4,10,54.5,30,0.5870000000000001,10.8,8,29,0.44799999999999995,13,0.667,18,"Value City Arena, Columbus, Ohio",MARYLAND,Maryland,64.7,Home,OHIO-STATE,Ohio State,Ohio State,big-ten,26,True,False,True,Home,True,10,13,54,30,55,10,13,51,1,0,226,406,1407,0.5294953802416489,874,1609,0.54319453076445,190,376,1452,0.4552341597796144,0.6538461538461539
