,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BUCKNELL_homegame,BUCKNELL_homegame2,BUCKNELL_home,BUCKNELL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-07-19-bucknell,55.0,11,3.8,1,90.3,85.3,29,0.547,43,0.465,20,0.605,26,0.654,17,5,200,88.9,23.1,6,21,64,,8.3,6,0.442,19,0.368,7,58.3,35,0.578,26.9,20,24,0.542,13,0.5,5,"December 7, 2019",45.0,9,12.5,3,88.9,76.9,20,0.435,54,0.37,20,0.40700000000000003,22,0.818,18,7,200,90.3,14.7,5,23,65,,18.1,13,0.519,28,0.25,7,41.7,25,0.504,19.1,15,26,0.5,13,0.364,4,"Sojka Pavilion, Lewisburg, Pennsylvania",ALBANY-NY,Albany (NY),71.9,Home,BUCKNELL,Bucknell,Bucknell,patriot,10,True,False,True,Home,True,7,13,54,25,60,7,13,43,1,0,84,160,588,0.4863945578231293,307,637,0.4819466248037677,67,229,607,0.542833607907743,0.3
11,2019-12-21-18-siena,35.7,10,10.5,4,111.0,72.4,21,0.508,63,0.444,28,0.14300000000000002,9,0.778,7,8,200,97.3,18.2,6,27,71,,8.2,6,0.381,24,0.33299999999999996,8,43.5,27,0.528,14.1,11,39,0.513,20,0.33299999999999996,4,"December 21, 2019",47.8,11,7.7,3,97.3,81.8,27,0.51,51,0.451,23,0.6859999999999999,35,0.8290000000000001,29,5,200,111.0,27.6,8,17,81,,4.1,3,0.255,13,0.462,6,56.5,35,0.599,18.4,15,38,0.447,17,0.375,3,"Times Union Center , Albany, New York",BUCKNELL,Bucknell,73.5,Home,SIENA,Siena,Bucknell,patriot,11,False,False,False,Away,False,8,20,63,27,62,6,17,51,0,1,91,173,642,0.4820872274143302,332,697,0.4763271162123386,74,242,650,0.5430769230769231,0.3636363636363637
12,2019-12-28-14-la-salle,38.9,7,2.9,1,93.4,84.8,28,0.402,51,0.353,18,0.353,18,1.0,18,9,201,77.6,15.4,4,22,59,,14.5,11,0.373,19,0.263,5,54.2,32,0.495,27.2,22,32,0.406,13,0.308,4,"December 28, 2019",52.0,13,12.5,4,77.6,84.6,22,0.5379999999999999,53,0.47200000000000003,25,0.434,23,0.609,14,3,201,93.4,15.2,5,21,71,,17.1,13,0.358,19,0.368,7,45.8,27,0.555,20.2,16,34,0.529,18,0.75,9,"The Palestra, Philadelphia, Pennsylvania",BUCKNELL,Bucknell,75.9,Home,LA-SALLE,La Salle,Bucknell,patriot,12,False,False,False,Away,False,5,13,51,32,59,7,18,53,0,1,99,193,705,0.4843971631205674,359,759,0.4729907773386034,80,259,701,0.5406562054208274,0.3333333333333333
13,2020-01-02-19-bucknell,62.5,15,2.8,1,95.7,80.6,25,0.491,54,0.444,24,0.29600000000000004,16,0.75,12,7,200,92.9,17.9,5,11,65,,7.1,5,0.315,17,0.294,5,50.8,30,0.528,18.7,14,37,0.514,19,0.41700000000000004,5,"January 2, 2020",42.3,11,21.6,8,92.9,82.1,23,0.544,57,0.456,26,0.105,6,0.833,5,9,200,95.7,19.4,6,15,67,,11.4,8,0.368,21,0.47600000000000003,10,49.2,29,0.56,20.1,15,36,0.444,16,0.35700000000000004,5,"Sojka Pavilion, Lewisburg, Pennsylvania",ARMY,Army,69.7,Home,BUCKNELL,Bucknell,Bucknell,patriot,13,True,False,True,Home,True,10,16,57,29,59,5,19,54,1,0,104,206,756,0.4788359788359789,391,818,0.4779951100244499,87,277,754,0.5404509283819628,0.3076923076923077
14,2020-01-05-14-lafayette,43.3,13,10.0,3,94.3,78.8,26,0.53,66,0.455,30,0.212,14,0.5710000000000001,8,9,200,111.4,28.2,11,15,78,,10.0,7,0.28800000000000003,19,0.526,10,51.4,37,0.537,8.8,7,47,0.426,20,0.4,6,"January 5, 2020",63.6,14,10.6,5,111.4,71.8,28,0.46399999999999997,55,0.4,22,0.345,19,0.789,15,5,200,94.3,21.2,7,16,66,,4.3,3,0.455,25,0.28,7,48.6,35,0.515,19.1,15,30,0.5,15,0.615,8,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,70.3,Away,BUCKNELL,Bucknell,Bucknell,patriot,14,False,False,False,Away,True,10,20,66,37,72,7,15,55,1,0,114,222,813,0.4833948339483395,420,877,0.4789053591790194,92,296,808,0.5371287128712872,0.35714285714285715
15,2020-01-08-19-bucknell,55.6,10,8.7,2,82.4,76.5,26,0.47600000000000003,42,0.429,18,0.595,25,0.8,20,6,200,88.2,20.0,5,19,60,,10.3,7,0.381,16,0.25,4,52.5,31,0.557,26.4,19,26,0.5379999999999999,14,0.5710000000000001,8,"January 8, 2020",44.4,8,15.4,4,88.2,80.0,20,0.39399999999999996,52,0.34600000000000003,18,0.442,23,0.652,15,10,200,82.4,23.5,8,21,56,,16.2,11,0.5579999999999999,29,0.172,5,47.5,28,0.445,18.4,14,23,0.565,13,0.375,6,"Sojka Pavilion, Lewisburg, Pennsylvania",BUCKNELL,Bucknell,68.4,Away,NAVY,Navy,Bucknell,patriot,15,False,True,True,Home,False,5,13,52,28,59,4,14,42,0,1,124,242,879,0.4869169510807736,457,949,0.4815595363540569,99,311,863,0.5324449594438007,0.4
16,2020-01-11-14-bucknell,31.8,7,12.5,6,105.6,69.7,23,0.5,50,0.44,22,0.28,14,0.7140000000000001,10,15,200,84.5,25.9,7,19,60,,5.6,4,0.42,21,0.28600000000000003,6,50.0,30,0.53,28.1,22,29,0.552,16,0.11800000000000001,2,"January 11, 2020",51.7,15,24.1,7,84.5,74.1,20,0.516,62,0.46799999999999997,29,0.27399999999999997,17,0.647,11,10,200,105.6,30.3,10,17,75,,16.9,12,0.226,14,0.429,6,50.0,30,0.535,12.6,10,48,0.479,23,0.41200000000000003,7,"Sojka Pavilion, Lewisburg, Pennsylvania",HOLY-CROSS,Holy Cross,70.9,Home,BUCKNELL,Bucknell,Bucknell,patriot,16,True,False,True,Home,True,6,23,62,30,60,6,16,50,1,0,129,255,931,0.4817400644468314,485,1008,0.4811507936507937,103,325,905,0.5298342541436464,0.375
17,2020-01-15-19-american,61.1,11,10.0,3,96.8,71.4,20,0.44799999999999995,48,0.375,18,0.41700000000000004,20,0.85,17,11,200,95.2,21.4,6,14,60,,15.9,10,0.354,17,0.41200000000000003,7,46.4,26,0.522,16.2,11,31,0.355,11,0.389,7,"January 15, 2020",60.9,14,6.5,2,95.2,78.6,22,0.52,51,0.451,23,0.235,12,0.667,8,9,200,96.8,28.6,8,16,61,,14.3,9,0.41200000000000003,21,0.33299999999999996,7,53.6,30,0.5379999999999999,19.9,14,30,0.5329999999999999,16,0.43799999999999994,7,"Bender Arena, Washington, District of Columbia",BUCKNELL,Bucknell,62.6,Home,AMERICAN,American,Bucknell,patriot,17,False,False,False,Away,False,7,11,48,26,56,7,16,51,0,1,135,278,993,0.4838872104733132,515,1068,0.4822097378277154,109,341,955,0.5282722513089005,0.4117647058823529
18,2020-01-18-19-bucknell,33.3,6,0.0,0,105.9,81.5,22,0.37,54,0.33299999999999996,18,0.444,24,0.667,16,13,200,82.4,20.6,7,19,56,,10.3,7,0.259,14,0.28600000000000003,4,47.5,29,0.428,14.6,11,40,0.35,14,0.278,5,"January 18, 2020",56.0,14,10.0,4,82.4,79.4,27,0.602,49,0.51,25,0.408,20,0.65,13,11,200,105.9,18.5,5,18,72,,8.8,6,0.429,21,0.429,9,52.5,32,0.615,19.5,14,28,0.5710000000000001,16,0.42100000000000004,8,"Sojka Pavilion, Lewisburg, Pennsylvania",LEHIGH,Lehigh,68.5,Home,BUCKNELL,Bucknell,Bucknell,patriot,18,True,False,True,Home,True,9,16,49,32,61,4,14,54,1,0,142,289,1041,0.4822286263208453,541,1124,0.4813167259786477,116,357,1006,0.5278330019880716,0.3888888888888889
19,2020-01-20-19-colgate,66.7,16,12.0,3,121.2,79.2,19,0.518,56,0.429,24,0.25,14,0.5,7,12,200,98.5,28.1,9,23,65,,15.2,10,0.518,29,0.345,10,50.0,28,0.519,15.0,11,27,0.519,14,0.4,8,"January 20, 2020",55.6,15,3.7,1,98.5,71.9,23,0.708,48,0.563,27,0.375,18,0.667,12,5,200,121.2,20.8,5,14,80,,7.6,5,0.479,23,0.609,14,50.0,28,0.7070000000000001,22.2,16,25,0.52,13,0.75,15,"Cotterell Court, Hamilton, New York",BUCKNELL,Bucknell,66.1,Home,COLGATE,Colgate,Bucknell,patriot,19,False,False,False,Away,False,10,14,56,28,56,14,13,48,0,1,151,305,1090,0.4876146788990826,573,1185,0.4835443037974684,120,371,1060,0.519811320754717,0.42105263157894735
20,2020-01-25-19-bucknell,45.8,11,0.0,0,124.1,76.7,23,0.52,50,0.48,24,0.92,46,0.674,31,12,200,105.1,29.0,9,27,83,,11.4,9,0.26,13,0.308,4,52.5,32,0.578,18.6,16,37,0.541,20,0.429,9,"January 25, 2020",48.5,16,16.2,6,105.1,71.0,22,0.631,61,0.541,33,0.525,32,0.6559999999999999,21,12,200,124.1,23.3,7,30,98,,8.9,7,0.508,31,0.355,11,47.5,29,0.643,11.8,10,30,0.733,22,0.429,9,"Sojka Pavilion, Lewisburg, Pennsylvania",LOYOLA-MD,Loyola (MD),79.0,Home,BUCKNELL,Bucknell,Bucknell,patriot,20,True,False,True,Home,True,11,22,61,29,61,4,20,50,1,0,161,319,1146,0.4890924956369983,601,1241,0.484286865431104,134,384,1108,0.5279783393501805,0.4
21,2020-01-29-11-army,45.5,10,12.2,5,91.9,89.3,25,0.431,58,0.379,22,0.172,10,0.9,9,13,200,79.7,14.7,5,17,59,,9.5,7,0.36200000000000004,21,0.28600000000000003,6,48.4,30,0.47,20.4,16,37,0.4320000000000001,16,0.409,9,"January 29, 2020",57.7,15,2.7,1,79.7,85.3,29,0.466,59,0.441,26,0.237,14,0.929,13,10,200,91.9,10.7,3,13,68,,9.5,7,0.305,18,0.16699999999999998,3,51.6,32,0.518,15.6,12,41,0.561,23,0.5,10,"Christl Arena, West Point, New York",BUCKNELL,Bucknell,74.2,Home,ARMY,Army,Bucknell,patriot,21,False,False,False,Away,False,6,16,58,30,62,3,23,59,0,1,172,341,1207,0.4962717481358741,630,1302,0.4838709677419355,138,404,1158,0.5276338514680483,0.42857142857142855
22,2020-02-01-14-bucknell,48.5,16,5.9,2,86.4,75.0,24,0.61,59,0.5589999999999999,33,0.11900000000000001,7,0.7140000000000001,5,10,200,116.7,30.8,8,11,77,,15.2,10,0.22,13,0.462,6,55.2,32,0.618,15.1,11,46,0.5870000000000001,27,0.565,13,"February 1, 2020",50.0,11,6.5,3,116.7,69.2,18,0.48100000000000004,54,0.40700000000000003,22,0.16699999999999998,9,0.556,5,14,200,86.4,25.0,8,14,57,,12.1,8,0.37,20,0.4,8,44.8,26,0.489,21.6,16,34,0.41200000000000003,14,0.391,9,"Sojka Pavilion, Lewisburg, Pennsylvania",BUCKNELL,Bucknell,65.8,Away,BOSTON-UNIVERSITY,Boston University,Bucknell,patriot,22,False,True,True,Home,False,8,14,54,26,58,6,27,59,0,1,178,357,1265,0.4932806324110672,660,1364,0.4838709677419355,141,427,1217,0.5246507806080526,0.4090909090909091
23,2020-02-03-19-bucknell,60.9,14,17.6,6,95.4,70.6,24,0.519,53,0.434,23,0.321,17,0.588,10,7,200,100.0,20.0,6,16,65,,4.6,3,0.434,23,0.391,9,46.9,30,0.532,14.2,10,30,0.467,14,0.682,15,"February 3, 2020",68.2,15,16.7,5,100.0,80.0,24,0.41100000000000003,62,0.355,22,0.242,15,0.733,11,15,200,95.4,29.4,10,17,62,,7.7,5,0.452,28,0.25,7,53.1,34,0.44799999999999995,8.0,6,34,0.441,15,0.375,9,"Sojka Pavilion, Lewisburg, Pennsylvania",BUCKNELL,Bucknell,65.1,Away,LAFAYETTE,Lafayette,Bucknell,patriot,23,False,True,True,Home,False,7,15,62,34,64,9,14,53,0,1,186,371,1319,0.4927975739196361,686,1422,0.4824191279887482,147,454,1276,0.5286050156739812,0.39130434782608703
24,2020-02-08-17-loyola-md,60.0,12,0.0,0,104.0,90.5,19,0.375,64,0.313,20,0.32799999999999996,21,0.81,17,16,200,86.7,25.6,11,31,65,,12.0,9,0.547,35,0.22899999999999998,8,46.9,30,0.439,14.1,12,29,0.414,12,0.36,9,"February 8, 2020",52.4,11,6.9,2,86.7,74.4,32,0.55,40,0.525,21,1.15,46,0.7390000000000001,34,13,200,104.0,9.5,2,20,78,,4.0,3,0.35,14,0.14300000000000002,2,53.1,34,0.631,19.9,15,26,0.731,19,0.48,12,"Reitz Arena, Baltimore, Maryland",BUCKNELL,Bucknell,74.9,Home,LOYOLA-MD,Loyola (MD),Bucknell,patriot,24,False,False,False,Away,False,8,12,64,30,64,2,19,40,0,1,193,386,1381,0.4891383055756698,720,1486,0.4845222072678331,156,468,1329,0.5282167042889391,0.375
25,2020-02-12-19-navy,62.5,15,14.3,5,93.8,63.9,23,0.56,50,0.48,24,0.12,6,0.5,3,17,200,92.2,19.2,5,19,59,,9.4,6,0.42,21,0.381,8,45.2,28,0.5579999999999999,24.4,17,29,0.552,16,0.34600000000000003,9,"February 12, 2020",65.0,13,20.7,6,92.2,80.8,21,0.418,55,0.364,20,0.364,20,0.7,14,11,200,93.8,36.1,13,15,60,,14.1,9,0.364,20,0.3,6,54.8,34,0.465,15.8,12,35,0.4,14,0.542,13,"Alumni Hall, Annapolis, Maryland",BUCKNELL,Bucknell,64.2,Home,NAVY,Navy,Bucknell,patriot,25,False,False,False,Away,False,8,16,50,28,62,6,14,55,0,1,201,398,1445,0.4840830449826989,750,1550,0.4838709677419355,158,487,1369,0.5288531775018261,0.36
26,2020-02-15-14-bucknell,46.4,13,6.5,2,100.0,82.4,28,0.446,65,0.431,28,0.308,20,0.5,10,12,200,94.4,29.7,11,19,68,,11.1,8,0.27699999999999997,18,0.111,2,54.9,39,0.456,11.9,10,47,0.5529999999999999,26,0.52,13,"February 15, 2020",68.0,17,12.8,6,94.4,70.3,26,0.536,56,0.446,25,0.446,25,0.48,12,17,200,100.0,17.6,6,19,72,,4.2,3,0.446,25,0.4,10,45.1,32,0.53,11.8,9,31,0.484,15,0.37,10,"Sojka Pavilion, Lewisburg, Pennsylvania",AMERICAN,American,72.2,Home,BUCKNELL,Bucknell,Bucknell,patriot,26,True,False,True,Home,True,10,15,56,32,71,2,26,65,1,0,209,414,1495,0.4866220735785953,778,1612,0.4826302729528536,164,501,1424,0.5245786516853933,0.3461538461538461
27,2020-02-17-19-holy-cross,44.4,12,5.7,2,72.7,78.8,26,0.5479999999999999,63,0.429,27,0.063,4,0.0,0,17,200,104.5,28.6,10,12,69,,10.6,7,0.524,33,0.455,15,52.9,36,0.532,14.5,11,30,0.4,12,0.39299999999999996,11,"February 17, 2020",40.0,8,6.7,2,104.5,71.4,25,0.40700000000000003,54,0.37,20,0.13,7,0.5710000000000001,4,25,200,72.7,21.2,7,9,48,,10.6,7,0.35200000000000004,19,0.21100000000000002,4,47.1,32,0.419,20.8,15,35,0.457,16,0.107,3,"Hart Recreation Center, Worcester, Massachusetts",HOLY-CROSS,Holy Cross,65.6,Away,BUCKNELL,Bucknell,Bucknell,patriot,27,False,False,False,Away,True,15,12,63,36,68,4,16,54,1,0,219,429,1551,0.48839458413926506,810,1683,0.481283422459893,166,527,1489,0.5211551376762928,0.3703703703703704
