,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GRAND-CANYON_homegame,GRAND-CANYON_homegame2,GRAND-CANYON_home,GRAND-CANYON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
19,2020-01-25-20-grand-canyon,50.0,14,17.9,7,98.6,76.9,30,0.5529999999999999,57,0.491,28,0.40399999999999997,23,0.435,10,13,200,104.3,15.6,5,20,73,,10.0,7,0.40399999999999997,23,0.304,7,49.3,35,0.537,6.9,5,34,0.618,21,0.409,9,"January 25, 2020",54.2,13,2.9,1,104.3,84.4,27,0.433,60,0.4,24,0.4,24,0.708,17,12,200,98.6,23.1,9,16,69,,1.4,1,0.35,21,0.19,4,50.7,36,0.483,11.3,9,39,0.513,20,0.4,8,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,69.7,Away,UTAH-VALLEY,Utah Valley,Grand Canyon,wac,19,False,True,True,Home,False,4,20,60,36,71,7,21,57,0,1,104,358,1062,0.4839924670433145,578,1195,0.4836820083682009,165,311,1095,0.5100456621004567,0.42105263157894735
20,2020-01-30-20-texas-pan-american,65.5,19,0.0,0,111.3,66.7,20,0.7,50,0.58,29,0.44,22,0.773,17,12,200,122.5,38.1,8,17,87,,5.6,4,0.4,20,0.6,12,54.9,28,0.72,24.1,19,30,0.5670000000000001,17,0.429,9,"January 30, 2020",72.4,21,13.3,4,122.5,61.9,13,0.508,63,0.46,29,0.27,17,0.882,15,14,200,111.3,33.3,10,17,79,,14.1,10,0.381,24,0.25,6,45.1,23,0.556,12.4,10,39,0.59,23,0.3,6,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,71.3,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,20,False,False,False,Away,True,12,17,50,28,51,6,23,63,1,0,108,378,1122,0.481283422459893,614,1266,0.4849921011058452,172,332,1152,0.5121527777777778,0.4
21,2020-02-01-21-new-mexico-state,38.9,7,0.0,0,120.0,73.3,22,0.439,49,0.3670000000000001,18,0.306,15,0.6,9,13,200,86.7,16.1,5,11,52,,3.3,2,0.551,27,0.259,7,44.3,27,0.46299999999999997,12.6,8,22,0.5,11,0.409,9,"February 1, 2020",63.0,17,0.0,0,86.7,83.9,26,0.569,58,0.466,27,0.138,8,0.75,6,6,200,120.0,26.7,8,14,72,,10.0,6,0.517,30,0.4,12,55.7,34,0.583,11.5,8,28,0.536,15,0.7390000000000001,17,"Pan American Center, Las Cruces, New Mexico",GRAND-CANYON,Grand Canyon,60.5,Home,NEW-MEXICO-STATE,New Mexico State,Grand Canyon,wac,21,False,False,False,Away,False,7,11,49,27,61,12,15,58,0,1,120,395,1172,0.4906143344709898,642,1317,0.4874715261958998,178,355,1215,0.5119341563786008,0.42857142857142855
22,2020-02-08-22-california-baptist,50.0,16,6.3,2,132.4,68.6,24,0.735,51,0.627,32,0.725,37,0.757,28,13,200,139.2,13.0,3,20,103,,4.1,3,0.353,18,0.611,11,46.6,27,0.7509999999999999,10.6,8,33,0.636,21,0.435,10,"February 8, 2020",65.6,21,6.1,2,139.2,87.0,20,0.61,68,0.47100000000000003,32,0.309,21,0.7140000000000001,15,7,200,132.4,31.4,11,29,98,,5.4,4,0.529,36,0.528,19,53.4,31,0.628,9.4,8,32,0.406,13,0.708,17,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,74.3,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,22,False,False,False,Away,True,11,21,51,27,58,19,13,68,1,0,127,406,1221,0.4885339885339886,669,1378,0.4854862119013063,190,370,1273,0.5145326001571092,0.4090909090909091
23,2020-02-13-21-grand-canyon,55.2,16,3.4,1,100.0,88.9,24,0.5,63,0.46,29,0.127,8,0.375,3,14,225,93.0,16.2,6,29,66,,12.7,9,0.365,23,0.217,5,46.9,30,0.494,13.1,10,40,0.6,24,0.462,12,"February 13, 2020",57.9,11,5.0,2,93.0,83.8,31,0.5,43,0.442,19,0.8370000000000001,36,0.778,28,13,225,100.0,11.1,3,14,71,,7.0,5,0.326,14,0.35700000000000004,5,53.1,34,0.591,19.2,14,29,0.483,14,0.45799999999999996,11,"Grand Canyon University Arena, Phoenix, Arizona",MISSOURI-KANSAS-CITY,UMKC,63.1,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,23,True,False,True,Home,True,5,14,43,34,64,5,24,63,1,0,138,427,1272,0.4984276729559749,696,1436,0.4846796657381616,209,383,1341,0.5193885160328113,0.43478260869565216
24,2020-02-15-20-grand-canyon,66.7,12,0.0,0,110.9,75.9,22,0.455,44,0.409,18,0.273,12,0.583,7,23,200,73.4,11.1,3,20,47,,3.1,2,0.295,13,0.308,4,44.6,25,0.473,25.6,17,31,0.452,14,0.14800000000000002,4,"February 15, 2020",50.0,13,0.0,0,73.4,88.9,24,0.5379999999999999,53,0.491,26,0.415,22,0.636,14,13,200,110.9,24.1,7,14,71,,14.1,9,0.321,17,0.294,5,55.4,31,0.5589999999999999,10.0,7,36,0.583,21,0.48,12,"Grand Canyon University Arena, Phoenix, Arizona",CHICAGO-STATE,Chicago State,63.6,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,24,True,False,True,Home,True,5,21,53,31,56,4,14,44,1,0,143,441,1315,0.4984790874524715,730,1500,0.4866666666666667,214,407,1404,0.5185185185185185,0.4583333333333333
25,2020-02-20-22-seattle,34.4,11,2.6,1,126.7,64.9,24,0.522,67,0.478,32,0.373,25,0.76,19,14,200,118.7,34.3,12,23,89,,4.0,3,0.254,17,0.353,6,50.0,36,0.564,11.4,10,50,0.52,26,0.462,12,"February 20, 2020",38.7,12,6.0,3,118.7,65.7,23,0.5529999999999999,66,0.47,31,0.409,27,0.815,22,14,200,126.7,35.1,13,21,95,,8.0,6,0.424,28,0.39299999999999996,11,50.0,36,0.603,8.2,7,38,0.526,20,0.48100000000000004,13,"Connolly Center, Seattle, Washington",GRAND-CANYON,Grand Canyon,74.9,Home,SEATTLE,Seattle,Grand Canyon,wac,25,False,False,False,Away,False,6,26,67,36,72,11,20,66,0,1,148,462,1368,0.5,761,1556,0.4890745501285347,218,421,1448,0.5165745856353591,0.48
26,2020-02-22-16-utah-valley,81.5,22,5.9,2,129.6,69.0,20,0.556,54,0.5,27,0.519,28,0.7140000000000001,20,15,200,112.7,17.9,5,26,80,,9.9,7,0.185,10,0.6,6,43.9,25,0.594,13.1,10,44,0.47700000000000004,21,0.444,12,"February 22, 2020",89.7,26,11.4,5,112.7,82.1,23,0.602,54,0.537,29,0.611,33,0.818,27,17,200,129.6,31.0,9,23,92,,4.2,3,0.37,20,0.35,7,56.1,32,0.66,12.7,10,34,0.647,22,0.39299999999999996,11,"UCCU Center, Orem, Utah",GRAND-CANYON,Grand Canyon,71.5,Home,UTAH-VALLEY,Utah Valley,Grand Canyon,wac,26,False,False,False,Away,False,6,21,54,25,57,7,22,54,0,1,154,488,1435,0.5010452961672474,797,1628,0.4895577395577396,229,441,1514,0.5181638044914135,0.4615384615384616
27,2020-02-27-21-grand-canyon,46.2,12,3.3,1,88.3,84.6,22,0.401,71,0.366,26,0.141,10,1.0,10,6,200,111.7,55.3,21,14,67,,3.3,2,0.39399999999999996,28,0.179,5,67.2,43,0.442,8.5,7,43,0.488,21,0.7929999999999999,23,"February 27, 2020",35.0,7,2.3,1,111.7,44.7,17,0.478,45,0.444,20,0.37799999999999995,17,0.588,10,16,200,88.3,15.4,4,11,53,,8.3,5,0.33299999999999996,15,0.2,3,32.8,21,0.499,16.0,10,30,0.5670000000000001,17,0.429,12,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,60.4,Away,NEW-MEXICO-STATE,New Mexico State,Grand Canyon,wac,27,False,True,True,Home,False,3,17,45,21,64,5,21,71,0,1,160,509,1489,0.5030221625251847,822,1685,0.4878338278931751,236,463,1568,0.5210459183673469,0.4444444444444444
28,2020-02-29-20-grand-canyon,43.3,13,2.7,1,119.4,74.1,20,0.595,58,0.517,30,0.431,25,0.76,19,16,200,131.3,23.3,7,17,88,,10.4,7,0.36200000000000004,21,0.429,9,47.4,27,0.63,8.0,6,37,0.568,21,0.44799999999999995,13,"February 29, 2020",46.7,14,2.7,1,131.3,76.7,23,0.6509999999999999,53,0.5660000000000001,30,0.321,17,0.647,11,17,200,119.4,25.9,7,17,80,,4.5,3,0.302,16,0.563,9,52.6,30,0.655,16.6,12,37,0.568,21,0.414,12,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,67.5,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Grand Canyon,wac,28,False,True,True,Home,False,9,21,53,30,57,9,21,58,0,1,163,526,1534,0.5022816166883963,843,1749,0.4819897084048028,241,484,1639,0.5158633312995731,0.42857142857142855
29,2020-03-07-20-grand-canyon,41.7,10,3.4,1,97.0,79.4,27,0.382,68,0.353,24,0.147,10,0.9,9,19,200,92.4,35.0,14,17,61,,7.6,5,0.33799999999999997,23,0.174,4,55.4,41,0.419,11.1,9,45,0.444,20,0.387,12,"March 7, 2020",38.1,8,6.7,3,92.4,65.0,26,0.46299999999999997,54,0.389,21,0.29600000000000004,16,0.875,14,17,200,97.0,20.6,7,10,64,,3.0,2,0.46299999999999997,25,0.32,8,44.6,33,0.519,12.8,9,29,0.44799999999999995,13,0.433,13,"Grand Canyon University Arena, Phoenix, Arizona",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,65.7,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,29,True,False,True,Home,True,8,13,54,33,74,4,20,68,1,0,172,547,1587,0.5072463768115942,873,1806,0.4833887043189369,250,505,1697,0.5185621685327048,0.4137931034482759
