,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MAINE_homegame,MAINE_homegame2,MAINE_home,MAINE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-13-maine,84.0,21,2.6,1,89.7,78.1,25,0.65,50,0.5,25,0.4,20,0.8,16,4,200,119.1,15.4,4,13,81,,7.4,5,0.7,35,0.429,15,50.0,29,0.6809999999999999,15.8,11,15,0.667,10,0.5,4,"December 15, 2019",56.5,13,13.3,2,119.1,84.6,22,0.447,57,0.40399999999999997,23,0.228,13,0.769,10,8,200,89.7,21.9,7,17,61,,14.7,10,0.316,18,0.278,5,50.0,29,0.483,17.2,13,39,0.462,18,0.273,3,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,67.8,Away,QUINNIPIAC,Quinnipiac,Maine,america-east,10,False,True,True,Home,False,5,18,57,29,58,15,10,50,0,1,63,150,507,0.4822485207100592,313,576,0.5434027777777778,56,185,544,0.4944852941176471,0.3
11,2019-12-20-19-massachusetts,63.2,12,11.1,4,102.8,78.1,25,0.43799999999999994,48,0.396,19,0.375,18,0.611,11,9,200,73.6,24.1,7,11,53,,15.3,11,0.33299999999999996,16,0.25,4,52.5,32,0.469,27.3,21,32,0.469,15,0.25,3,"December 20, 2019",65.5,19,6.3,2,73.6,75.9,22,0.531,65,0.446,29,0.10800000000000001,7,0.7140000000000001,5,6,200,102.8,21.9,7,17,74,,18.1,13,0.446,29,0.379,11,47.5,29,0.542,16.0,13,36,0.5,18,0.5,6,"Mullins Center, Amherst, Massachusetts",MAINE,Maine,72.4,Home,MASSACHUSETTS,UMass,Maine,america-east,11,False,False,False,Away,False,4,15,48,32,61,11,18,65,0,1,68,168,564,0.4787234042553192,342,634,0.5394321766561514,71,195,594,0.5075757575757576,0.2727272727272727
12,2019-12-29-22-hawaii,45.0,9,2.6,1,144.4,61.5,16,0.418,55,0.364,20,0.091,5,1.0,5,10,200,81.0,16.7,5,23,51,,7.9,5,0.4,22,0.273,6,37.5,21,0.444,14.9,10,33,0.424,14,0.231,3,"December 29, 2019",43.8,14,15.2,5,81.0,83.3,25,0.645,55,0.5820000000000001,32,0.473,26,0.769,20,5,200,144.4,38.5,10,10,91,,6.3,4,0.309,17,0.41200000000000003,7,62.5,35,0.6759999999999999,9.5,7,38,0.6579999999999999,25,0.643,9,"Stan Sheriff Center, Honolulu, Hawaii",MAINE,Maine,63.4,Home,HAWAII,Hawaii,Maine,america-east,12,False,False,False,Away,False,6,14,55,21,56,7,25,55,0,1,72,183,612,0.4754901960784314,374,695,0.5381294964028777,82,213,659,0.5098634294385432,0.25
13,2020-01-02-17-maine,50.0,9,5.4,2,97.4,80.6,29,0.406,53,0.34,18,0.623,33,0.879,29,11,225,93.5,22.9,8,17,72,,6.5,5,0.509,27,0.259,7,52.1,37,0.524,16.1,13,26,0.423,11,0.267,4,"January 2, 2020",46.4,13,15.4,4,93.5,77.1,27,0.46299999999999997,67,0.418,28,0.313,21,0.619,13,10,225,97.4,19.4,7,23,75,,10.4,8,0.44799999999999995,30,0.2,6,47.9,34,0.48700000000000004,12.6,11,37,0.595,22,0.28600000000000003,4,"Cross Insurance Center, Bangor, Maine",COLUMBIA,Columbia,68.7,Home,MAINE,Maine,Maine,america-east,13,True,False,True,Home,True,6,22,67,34,71,7,11,53,1,0,78,197,667,0.4707646176911544,395,751,0.525965379494008,89,238,714,0.5203081232492998,0.2307692307692308
14,2020-01-05-13-maine,53.8,14,10.0,3,73.2,70.6,24,0.534,59,0.441,26,0.203,12,0.833,10,6,200,102.8,30.0,9,17,73,,21.1,15,0.542,32,0.344,11,51.6,33,0.564,19.9,16,27,0.556,15,0.625,10,"January 5, 2020",68.4,13,7.4,2,102.8,70.0,21,0.39799999999999996,54,0.35200000000000004,19,0.222,12,0.75,9,11,200,73.2,29.4,10,15,52,,7.0,5,0.444,24,0.20800000000000002,5,48.4,31,0.436,26.2,21,30,0.467,14,0.267,4,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,71.2,Away,STONY-BROOK,Stony Brook,Maine,america-east,14,False,True,True,Home,False,5,14,54,31,64,11,15,59,0,1,84,219,734,0.4700272479564033,429,822,0.5218978102189781,96,249,767,0.5123859191655802,0.2857142857142857
15,2020-01-08-19-new-hampshire,43.8,7,8.0,2,86.4,66.7,16,0.348,56,0.28600000000000003,16,0.33899999999999997,19,0.632,12,12,200,77.3,17.9,7,14,51,,13.6,9,0.536,30,0.233,7,36.5,23,0.392,14.6,11,26,0.34600000000000003,9,0.25,4,"January 8, 2020",47.8,11,0.0,0,77.3,82.1,32,0.54,50,0.46,23,0.12,6,0.5,3,7,200,86.4,33.3,8,17,57,,7.6,5,0.5,25,0.32,8,63.5,40,0.539,25.5,18,25,0.6,15,0.5329999999999999,8,"Lundholm Gymnasium, Durham, New Hampshire",MAINE,Maine,65.9,Home,NEW-HAMPSHIRE,New Hampshire,Maine,america-east,15,False,False,False,Away,False,7,9,56,23,63,8,15,50,0,1,89,233,788,0.4651015228426396,460,886,0.5191873589164786,107,264,826,0.5139225181598063,0.26666666666666666
16,2020-01-11-15-albany-ny,65.2,15,18.2,4,107.0,71.0,22,0.4920000000000001,59,0.39,23,0.305,18,0.667,12,13,200,98.6,30.6,11,35,70,,5.6,4,0.61,36,0.33299999999999996,12,49.3,33,0.518,19.3,16,23,0.478,11,0.235,4,"January 11, 2020",58.8,10,4.3,1,98.6,69.4,25,0.435,46,0.37,17,1.022,47,0.7659999999999999,36,8,200,107.0,29.0,9,20,76,,14.1,10,0.522,24,0.25,6,50.7,34,0.556,14.2,11,22,0.5,11,0.529,9,"SEFCU Arena, Albany, New York",MAINE,Maine,71.4,Home,ALBANY-NY,Albany (NY),Maine,america-east,16,False,False,False,Away,False,12,11,59,33,67,6,11,46,0,1,96,242,844,0.457345971563981,483,949,0.5089567966280295,115,279,876,0.5154109589041096,0.25
17,2020-01-15-19-maine,65.6,21,10.0,4,122.4,67.9,19,0.623,61,0.525,32,0.4920000000000001,30,0.733,22,11,225,115.3,21.9,7,26,98,,9.4,8,0.45899999999999996,28,0.429,12,43.3,26,0.6509999999999999,19.5,18,33,0.606,20,0.42100000000000004,8,"January 15, 2020",64.7,22,9.1,3,115.3,78.1,25,0.608,65,0.523,34,0.508,33,0.758,25,13,225,122.4,32.1,9,25,104,,8.2,7,0.385,25,0.44,11,56.7,34,0.645,14.1,13,40,0.575,23,0.278,5,"Cross Insurance Center, Bangor, Maine",MASSACHUSETTS-LOWELL,UMass-Lowell,76.0,Home,MAINE,Maine,Maine,america-east,17,True,False,True,Home,True,11,23,65,34,60,12,20,61,1,0,108,253,903,0.459579180509413,516,1016,0.5078740157480315,121,290,922,0.5113882863340564,0.2352941176470588
18,2020-01-19-14-maine,41.7,10,7.7,3,132.3,48.3,14,0.527,56,0.429,24,0.125,7,0.5710000000000001,4,11,200,96.9,16.1,5,14,63,,6.2,4,0.46399999999999997,26,0.423,11,31.7,19,0.531,16.9,12,30,0.433,13,0.389,7,"January 19, 2020",70.6,24,10.0,3,96.9,83.9,26,0.609,64,0.531,34,0.156,10,0.8,8,13,200,132.3,51.7,15,15,86,,12.3,8,0.391,25,0.4,10,68.3,41,0.625,12.8,10,39,0.615,24,0.316,6,"Cross Insurance Center, Bangor, Maine",BINGHAMTON,Binghamton,65.0,Home,MAINE,Maine,Maine,america-east,18,True,False,True,Home,True,10,24,64,41,60,11,13,56,1,0,119,276,968,0.4695247933884297,550,1076,0.5111524163568774,133,310,983,0.5183112919633774,0.2777777777777778
19,2020-01-22-19-maine,68.4,13,8.7,2,89.1,70.8,17,0.447,47,0.40399999999999997,19,0.511,24,0.708,17,6,200,92.2,40.0,12,19,59,,10.9,7,0.426,20,0.2,4,53.7,29,0.505,24.8,19,27,0.556,15,0.7,14,"January 22, 2020",61.1,11,3.7,1,92.2,60.0,18,0.457,46,0.391,18,0.348,16,0.938,15,14,200,89.1,29.2,7,18,57,,14.1,9,0.5,23,0.261,6,46.3,25,0.532,22.0,15,23,0.522,12,0.3,6,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,63.5,Away,VERMONT,Vermont,Maine,america-east,19,False,True,True,Home,False,6,12,46,25,54,4,15,47,0,1,129,300,1032,0.4781976744186047,591,1136,0.5202464788732394,144,323,1039,0.5187680461982676,0.3157894736842105
20,2020-01-25-13-maryland-baltimore-county,52.9,9,15.0,3,103.3,73.1,19,0.387,53,0.321,17,0.302,16,0.75,12,15,200,86.9,32.4,12,19,53,,13.1,8,0.528,28,0.25,7,49.2,31,0.4370000000000001,14.3,10,25,0.4,10,0.28600000000000003,6,"January 25, 2020",77.8,14,12.0,3,86.9,67.6,25,0.5,48,0.375,18,0.396,19,0.789,15,12,200,103.3,26.9,7,16,63,,6.6,4,0.583,28,0.429,12,50.8,32,0.552,18.7,13,20,0.3,6,0.429,9,"UMBC Event Center, Baltimore, Maryland",MAINE,Maine,60.8,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maine,america-east,20,False,False,False,Away,False,7,10,53,31,63,12,6,48,0,1,135,312,1078,0.4772727272727273,616,1190,0.5176470588235295,148,338,1086,0.5156537753222836,0.3
21,2020-02-01-12-maine,20.0,4,0.0,0,73.1,64.9,24,0.377,57,0.35100000000000003,20,0.263,15,0.8,12,10,200,82.1,16.1,5,14,55,,7.5,5,0.33299999999999996,19,0.158,3,42.6,29,0.429,12.4,9,38,0.447,17,0.565,13,"February 1, 2020",38.9,7,15.8,6,82.1,83.9,26,0.345,58,0.31,18,0.24100000000000002,14,0.643,9,16,200,73.1,35.1,13,16,49,,10.4,7,0.414,24,0.16699999999999998,4,57.4,39,0.379,17.9,14,34,0.41200000000000003,14,0.273,6,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,66.9,Away,HARTFORD,Hartford,Maine,america-east,21,False,True,True,Home,False,4,14,58,39,68,3,17,57,0,1,142,322,1131,0.4730327144120248,647,1253,0.5163607342378292,160,344,1134,0.5149911816578483,0.2857142857142857
22,2020-02-05-19-vermont,52.9,9,6.7,2,116.7,67.6,25,0.424,46,0.37,17,0.326,15,0.867,13,17,200,78.8,3.7,1,21,52,,4.5,3,0.413,19,0.263,5,40.6,26,0.489,22.2,15,27,0.444,12,0.261,6,"February 5, 2020",68.0,17,11.1,3,78.8,96.3,26,0.4920000000000001,61,0.41,25,0.32799999999999996,20,0.85,17,6,200,116.7,32.4,12,19,77,,9.1,6,0.508,31,0.32299999999999995,10,59.4,38,0.546,9.1,7,30,0.5,15,0.75,18,"Roy L. Patrick Gymnasium, Burlington, Vermont",MAINE,Maine,66.3,Home,VERMONT,Vermont,Maine,america-east,22,False,False,False,Away,False,5,12,46,26,64,10,15,61,0,1,146,336,1189,0.4667788057190917,686,1321,0.5193035579106737,163,361,1191,0.5083963056255247,0.2727272727272727
23,2020-02-08-14-binghamton,63.3,19,34.8,8,104.2,69.2,27,0.6759999999999999,51,0.588,30,0.41200000000000003,21,0.619,13,17,200,113.9,25.0,6,16,82,,13.9,10,0.431,22,0.409,9,52.4,33,0.672,21.0,16,29,0.7240000000000001,21,0.292,7,"February 8, 2020",62.5,15,3.4,1,113.9,75.0,18,0.47,67,0.358,24,0.179,12,1.0,12,15,200,104.2,30.8,12,17,75,,11.1,8,0.657,44,0.341,15,47.6,30,0.516,15.2,13,23,0.391,9,0.348,8,"Binghamton University Events Center, Vestal, New York",BINGHAMTON,Binghamton,72.3,Away,MAINE,Maine,Maine,america-east,23,False,False,False,Away,True,9,21,51,33,63,15,9,67,1,0,151,348,1235,0.4651821862348178,712,1385,0.5140794223826715,173,376,1252,0.5075878594249201,0.2608695652173913
24,2020-02-12-19-massachusetts-lowell,40.9,9,4.8,1,104.4,70.8,17,0.40700000000000003,59,0.373,22,0.28800000000000003,17,0.882,15,18,200,92.6,37.5,12,24,63,,11.8,8,0.322,19,0.21100000000000002,4,51.8,29,0.47,17.4,14,40,0.45,18,0.28,7,"February 12, 2020",73.7,14,7.5,3,92.6,62.5,20,0.535,43,0.442,19,0.698,30,0.833,25,16,200,104.4,29.2,7,19,71,,5.9,4,0.512,22,0.364,8,48.2,27,0.62,22.2,16,21,0.524,11,0.385,10,"Tsongas Center, Lowell, Massachusetts",MAINE,Maine,67.7,Home,MASSACHUSETTS-LOWELL,UMass-Lowell,Maine,america-east,24,False,False,False,Away,False,4,18,59,29,56,8,11,43,0,1,160,369,1286,0.4735614307931571,745,1448,0.5145027624309392,188,385,1319,0.5056861258529188,0.2916666666666667
25,2020-02-16-13-maine,65.2,15,6.1,2,89.6,71.1,27,0.569,51,0.451,23,0.17600000000000002,9,0.889,8,12,200,98.5,24.0,6,13,66,,6.0,4,0.6859999999999999,35,0.34299999999999997,12,52.4,33,0.597,23.6,17,16,0.688,11,0.5379999999999999,14,"February 16, 2020",63.6,14,25.0,4,98.5,76.0,19,0.413,63,0.349,22,0.19,12,0.667,8,19,200,89.6,28.9,11,13,60,,16.4,11,0.47600000000000003,30,0.267,8,47.6,30,0.4370000000000001,12.8,10,33,0.424,14,0.26899999999999996,7,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,67.0,Away,ALBANY-NY,Albany (NY),Maine,america-east,25,False,True,True,Home,False,8,14,63,30,63,12,11,51,0,1,164,387,1345,0.4706319702602231,774,1504,0.5146276595744681,196,396,1362,0.5066079295154186,0.28
26,2020-02-22-19-stony-brook,70.6,12,11.1,3,78.3,86.1,31,0.342,60,0.28300000000000003,17,0.1,6,0.833,5,20,200,66.7,27.5,11,19,46,,8.7,6,0.45,27,0.259,7,55.3,42,0.366,20.3,16,33,0.303,10,0.259,7,"February 22, 2020",47.1,8,18.2,6,66.7,72.5,29,0.345,55,0.309,17,0.364,20,0.8,16,10,200,78.3,13.9,5,12,54,,10.1,7,0.509,28,0.14300000000000002,4,44.7,34,0.419,14.7,11,27,0.48100000000000004,13,0.643,18,"Island Federal Credit Union, Stony Brook, New York",MAINE,Maine,69.2,Home,STONY-BROOK,Stony Brook,Maine,america-east,26,False,False,False,Away,False,7,10,60,42,76,4,13,55,0,1,172,401,1408,0.4680397727272727,804,1567,0.5130823229100191,208,407,1413,0.5088464260438783,0.2692307692307692
27,2020-02-26-19-maine,64.0,16,0.0,0,94.6,72.7,24,0.5,61,0.41,25,0.377,23,0.696,16,13,200,104.1,22.9,8,20,77,,8.1,6,0.45899999999999996,28,0.39299999999999996,11,47.1,32,0.535,14.4,12,33,0.424,14,0.519,14,"February 26, 2020",60.9,14,21.2,7,104.1,77.1,27,0.46399999999999997,55,0.418,23,0.473,26,0.731,19,21,200,94.6,27.3,9,22,70,,12.2,9,0.364,20,0.25,5,52.9,36,0.52,16.4,13,35,0.514,18,0.25,7,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,73.6,Away,NEW-HAMPSHIRE,New Hampshire,Maine,america-east,27,False,True,True,Home,False,5,18,55,36,68,11,14,61,0,1,179,411,1468,0.462874659400545,846,1643,0.5149117468046257,212,420,1468,0.502724795640327,0.25925925925925924
