,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAN-DIEGO_homegame,SAN-DIEGO_homegame2,SAN-DIEGO_home,SAN-DIEGO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-07-22-san-diego,45.5,10,2.7,1,95.8,69.7,23,0.405,58,0.379,22,0.22399999999999998,13,0.308,4,8,200,71.8,30.6,11,24,51,,9.9,7,0.172,10,0.3,3,49.3,34,0.397,23.0,19,48,0.396,19,0.111,1,"December 7, 2019",53.8,14,6.3,3,71.8,69.4,25,0.528,54,0.48100000000000004,26,0.40700000000000003,22,0.5,11,7,200,95.8,30.3,10,13,68,,9.9,7,0.315,17,0.294,5,50.7,35,0.528,20.1,16,37,0.568,21,0.364,4,"Jenny Craig Pavillion, San Diego, California",HOLY-CROSS,Holy Cross,71.3,Home,SAN-DIEGO,San Diego,San Diego,wcc,10,True,False,True,Home,True,5,21,54,35,69,3,19,58,1,0,70,172,580,0.4775862068965517,300,647,0.4636785162287481,58,204,588,0.4948979591836735,0.3
11,2019-12-11-22-cal-state-fullerton,53.8,14,11.4,4,76.1,92.3,36,0.46799999999999997,62,0.419,26,0.177,11,0.727,8,7,199,93.0,20.0,7,11,66,,5.6,4,0.33899999999999997,21,0.28600000000000003,6,58.1,43,0.491,15.2,12,41,0.488,20,0.41700000000000004,5,"December 11, 2019",61.9,13,12.2,5,93.0,80.0,28,0.408,60,0.35,21,0.133,8,0.625,5,8,199,76.1,7.7,3,13,54,,9.9,7,0.41700000000000004,25,0.28,7,41.9,31,0.423,11.2,8,35,0.4,14,0.273,3,"Titan Gym, Fullerton, California",CAL-STATE-FULLERTON,Cal State Fullerton,70.9,Away,SAN-DIEGO,San Diego,San Diego,wcc,11,False,False,False,Away,True,6,20,62,43,74,7,14,60,1,0,75,193,634,0.4818611987381704,335,716,0.467877094972067,61,223,646,0.4868421052631579,0.3636363636363637
12,2019-12-14-22-san-diego,44.4,8,9.4,3,84.1,80.0,24,0.345,58,0.31,18,0.31,18,0.778,14,8,200,78.3,14.3,5,17,54,,11.6,8,0.32799999999999996,19,0.21100000000000002,4,44.6,29,0.406,10.8,8,39,0.359,14,0.33299999999999996,4,"December 14, 2019",45.5,10,23.1,9,78.3,85.7,30,0.444,54,0.40700000000000003,22,0.315,17,0.588,10,7,200,84.1,20.0,6,18,58,,5.8,4,0.40700000000000003,22,0.182,4,55.4,36,0.467,17.5,13,32,0.563,18,0.462,6,"Jenny Craig Pavillion, San Diego, California",CALIFORNIA-DAVIS,UC-Davis,69.3,Home,SAN-DIEGO,San Diego,San Diego,wcc,12,True,False,True,Home,True,4,18,54,36,65,4,14,58,1,0,81,213,696,0.4806034482758621,378,790,0.4784810126582278,68,237,706,0.4801699716713881,0.4166666666666667
13,2019-12-21-15-san-diego,47.8,11,11.9,5,77.6,81.1,30,0.509,53,0.434,23,0.264,14,0.5710000000000001,8,1,200,81.6,21.9,7,10,62,,10.5,8,0.396,21,0.381,8,53.6,37,0.52,25.3,20,32,0.469,15,0.917,11,"December 21, 2019",65.2,15,15.6,5,81.6,78.1,25,0.405,63,0.365,23,0.19,12,0.667,8,8,200,77.6,18.9,7,17,59,,13.2,10,0.33299999999999996,21,0.23800000000000002,5,46.4,32,0.429,19.9,17,42,0.429,18,0.429,6,"Chase Center, San Francisco, California",SAN-DIEGO,San Diego,75.7,Away,STANFORD,Stanford,San Diego,wcc,13,False,True,True,Home,False,5,18,63,32,69,8,15,53,0,1,85,231,750,0.478,414,855,0.4842105263157895,72,251,764,0.4698952879581152,0.4615384615384616
14,2019-12-29-17-san-diego,56.0,14,0.0,0,125.7,48.4,15,0.5,58,0.431,25,0.22399999999999998,13,0.6920000000000001,9,0,200,90.5,24.2,8,16,67,,10.8,8,0.466,27,0.29600000000000004,8,35.9,23,0.522,23.0,19,31,0.5479999999999999,17,0.0,0,"December 29, 2019",65.8,25,12.9,4,90.5,75.8,25,0.644,66,0.5760000000000001,38,0.212,14,0.5710000000000001,8,8,200,125.7,51.6,16,14,93,,10.8,8,0.348,23,0.391,9,64.1,41,0.64,18.1,16,43,0.674,29,0.467,7,"Jenny Craig Pavillion, San Diego, California","Whittier
			","Whittier
			",73.9,Home,SAN-DIEGO,San Diego,San Diego,wcc,14,True,False,True,Home,True,9,29,66,41,64,8,17,58,1,0,90,249,813,0.4723247232472325,446,924,0.4826839826839826,80,266,817,0.4724602203182375,0.42857142857142855
15,2020-01-02-22-loyola-marymount,68.2,15,11.4,4,106.7,73.1,19,0.491,53,0.415,22,0.113,6,1.0,6,9,200,96.7,27.6,8,17,58,,1.7,1,0.528,28,0.28600000000000003,8,49.1,27,0.519,16.5,11,25,0.56,14,0.43799999999999994,7,"January 2, 2020",47.8,11,8.0,2,96.7,72.4,21,0.43,57,0.40399999999999997,23,0.33299999999999996,19,0.789,15,8,200,106.7,26.9,7,14,64,,5.0,3,0.386,22,0.136,3,50.9,28,0.485,4.4,3,35,0.5710000000000001,20,0.467,7,"Albert Gersten Pavilion, Los Angeles, California",SAN-DIEGO,San Diego,60.4,Home,LOYOLA-MARYMOUNT,Loyola Marymount,San Diego,wcc,15,False,False,False,Away,False,8,14,53,27,55,3,20,57,0,1,99,278,879,0.4852104664391354,487,988,0.492914979757085,88,283,875,0.4742857142857143,0.4666666666666667
16,2020-01-04-17-santa-clara,75.0,15,0.0,0,119.4,73.1,19,0.5429999999999999,47,0.426,20,0.426,20,0.6,12,10,200,94.0,23.3,7,17,63,,9.0,6,0.46799999999999997,22,0.5,11,46.4,26,0.5579999999999999,24.4,18,25,0.36,9,0.41200000000000003,7,"January 4, 2020",58.6,17,16.0,4,94.0,76.7,23,0.639,54,0.537,29,0.278,15,0.733,11,2,200,119.4,26.9,7,20,80,,11.9,8,0.5,27,0.40700000000000003,11,53.6,30,0.654,16.5,12,27,0.667,18,0.875,14,"Leavey Center, Santa Clara, California",SAN-DIEGO,San Diego,66.8,Home,SANTA-CLARA,Santa Clara,San Diego,wcc,16,False,False,False,Away,False,11,9,47,26,56,11,18,54,0,1,107,292,932,0.4855150214592275,514,1043,0.4928092042186002,91,303,932,0.4715665236051502,0.4375
17,2020-01-09-22-san-diego,61.1,22,13.3,6,64.9,78.9,30,0.541,74,0.486,36,0.257,19,0.737,14,1,200,122.1,47.2,17,12,94,1.0,15.6,12,0.257,19,0.42100000000000004,8,63.5,47,0.5660000000000001,12.7,12,55,0.509,28,0.9440000000000001,17,"January 9, 2020",55.0,11,3.6,2,122.1,52.8,19,0.35200000000000004,61,0.32799999999999996,20,0.19699999999999998,12,0.583,7,11,200,64.9,21.1,8,18,50,,3.9,3,0.262,16,0.188,3,36.5,27,0.375,20.4,17,45,0.37799999999999995,17,0.389,7,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,76.9,Away,GONZAGA,Gonzaga,San Diego,wcc,17,False,True,True,Home,False,3,17,61,27,74,8,28,74,0,1,118,301,979,0.4882533197139939,540,1099,0.4913557779799818,102,321,986,0.4807302231237322,0.4117647058823529
18,2020-01-11-22-san-diego,72.0,18,4.5,2,104.0,71.4,25,0.575,53,0.47200000000000003,25,0.604,32,0.75,24,9,200,113.3,13.8,4,21,85,,4.0,3,0.377,20,0.55,11,45.3,29,0.623,13.0,10,33,0.424,14,0.47100000000000003,8,"January 11, 2020",55.6,15,6.1,2,113.3,86.2,25,0.47700000000000004,64,0.42200000000000004,27,0.344,22,0.773,17,12,200,104.0,28.6,10,22,78,,4.0,3,0.313,20,0.35,7,54.7,35,0.524,13.0,11,44,0.455,20,0.368,7,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,74.8,Away,PEPPERDINE,Pepperdine,San Diego,wcc,18,False,True,True,Home,False,7,20,64,35,64,11,14,53,0,1,121,318,1040,0.4802884615384616,567,1173,0.4833759590792839,110,349,1060,0.4849056603773585,0.3888888888888889
19,2020-01-16-21-brigham-young,45.0,9,10.5,4,127.4,83.3,25,0.455,55,0.364,20,0.509,28,0.7140000000000001,20,13,200,95.9,27.8,10,20,70,,8.2,6,0.4,22,0.455,10,53.0,35,0.512,18.2,15,33,0.303,10,0.35,7,"January 16, 2020",51.5,17,3.0,1,95.9,72.2,26,0.642,60,0.55,33,0.3670000000000001,22,0.727,16,5,200,127.4,16.7,5,20,93,,11.0,8,0.3670000000000001,22,0.5,11,47.0,31,0.66,10.3,8,38,0.579,22,0.737,14,"Marriott Center, Provo, Utah",SAN-DIEGO,San Diego,73.4,Home,BRIGHAM-YOUNG,BYU,San Diego,wcc,19,False,False,False,Away,False,10,10,55,35,66,11,22,60,0,1,128,338,1104,0.480072463768116,602,1237,0.4866612772837511,121,363,1113,0.4892183288409703,0.3684210526315789
20,2020-01-18-22-portland,50.0,13,10.4,5,90.5,68.6,24,0.544,57,0.456,26,0.42100000000000004,24,0.625,15,13,200,104.1,33.3,11,20,77,,8.1,6,0.386,22,0.455,10,51.5,35,0.563,18.2,15,35,0.457,16,0.381,8,"January 18, 2020",32.1,9,5.7,2,104.1,66.7,22,0.47700000000000004,64,0.43799999999999994,28,0.21899999999999997,14,0.429,6,11,200,90.5,31.4,11,22,67,,6.8,5,0.25,16,0.313,5,48.5,33,0.474,17.6,15,48,0.479,23,0.45,9,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.5,Away,SAN-DIEGO,San Diego,San Diego,wcc,20,False,False,False,Away,True,10,16,57,35,68,5,23,64,1,0,138,348,1159,0.4788610871440898,637,1303,0.48887183422870295,132,385,1173,0.4970161977834612,0.35
21,2020-01-25-18-san-diego,54.5,12,5.3,2,69.3,70.5,31,0.51,51,0.431,22,0.33299999999999996,17,0.765,13,5,200,86.7,15.4,4,24,65,,10.7,8,0.294,15,0.5329999999999999,8,50.0,35,0.55,25.5,20,36,0.389,14,0.773,17,"January 25, 2020",33.3,6,16.7,6,86.7,84.6,22,0.331,59,0.305,18,0.40700000000000003,24,0.542,13,14,200,69.3,29.5,13,20,52,,8.0,6,0.35600000000000004,21,0.14300000000000002,3,50.0,35,0.369,19.6,17,38,0.395,15,0.364,8,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,74.7,Away,SANTA-CLARA,Santa Clara,San Diego,wcc,21,False,True,True,Home,False,3,15,59,35,70,8,14,51,0,1,148,364,1216,0.4819078947368421,672,1371,0.4901531728665208,137,408,1237,0.4959579628132579,0.3809523809523809
22,2020-01-30-22-san-diego,24.0,6,14.3,6,62.0,74.4,29,0.48200000000000004,56,0.446,25,0.446,25,0.6,15,7,200,97.2,24.2,8,21,69,,14.1,10,0.28600000000000003,16,0.25,4,51.4,37,0.508,16.3,13,40,0.525,21,0.696,16,"January 30, 2020",62.5,10,7.5,3,97.2,75.8,25,0.306,54,0.29600000000000004,16,0.37,20,0.55,11,15,200,62.0,25.6,10,16,44,,9.9,7,0.222,12,0.083,1,48.6,35,0.34600000000000003,19.3,15,42,0.35700000000000004,15,0.348,8,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,70.7,Away,SAN-FRANCISCO,San Francisco,San Diego,wcc,22,False,True,True,Home,False,1,15,54,35,72,4,21,56,0,1,151,379,1275,0.4749019607843138,707,1441,0.4906315058986815,145,422,1288,0.4965062111801242,0.3636363636363637
23,2020-02-01-22-pacific,19.0,4,0.0,0,90.4,70.6,24,0.397,58,0.36200000000000004,21,0.379,22,0.545,12,16,200,79.5,22.2,8,20,58,,9.6,7,0.24100000000000002,14,0.28600000000000003,4,45.7,32,0.424,17.1,14,44,0.386,17,0.33299999999999996,8,"February 1, 2020",33.3,8,13.6,6,79.5,77.8,28,0.455,56,0.429,24,0.35700000000000004,20,0.75,15,8,200,90.4,29.4,10,16,66,,8.2,6,0.268,15,0.2,3,54.3,38,0.504,19.8,16,41,0.512,21,0.68,17,"A.G. Spanos Center, Stockton, California",SAN-DIEGO,San Diego,73.0,Home,PACIFIC,Pacific,San Diego,wcc,23,False,False,False,Away,False,4,17,58,32,70,3,21,56,0,1,152,394,1329,0.4680210684725357,742,1513,0.4904163912756114,149,443,1344,0.4959077380952381,0.3478260869565217
24,2020-02-06-23-san-diego,54.5,12,5.4,2,89.6,77.4,24,0.402,56,0.39299999999999996,22,0.5,28,0.75,21,5,200,98.5,25.0,8,21,66,,7.5,5,0.268,15,0.067,1,50.8,32,0.47600000000000003,10.5,8,41,0.512,21,0.8,20,"February 6, 2020",63.6,14,14.6,6,98.5,75.0,24,0.48,50,0.44,22,0.46,23,0.522,12,17,200,89.6,22.6,7,25,60,,9.0,6,0.26,13,0.308,4,49.2,31,0.4920000000000001,14.3,10,37,0.486,18,0.32,8,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,66.6,Away,SAINT-MARYS-CA,Saint Mary's,San Diego,wcc,24,False,True,True,Home,False,4,18,50,31,63,1,21,56,0,1,156,411,1387,0.4650324441240086,774,1583,0.4889450410612761,152,464,1400,0.4942857142857143,0.3333333333333333
25,2020-02-08-22-san-diego,48.5,16,10.6,5,102.3,80.6,29,0.479,73,0.452,33,0.21899999999999997,16,0.688,11,17,250,94.2,23.7,9,23,81,,8.1,7,0.26,19,0.21100000000000002,4,51.4,38,0.502,14.9,14,54,0.537,29,0.34600000000000003,9,"February 8, 2020",51.6,16,7.4,4,94.2,76.3,29,0.5,69,0.449,31,0.377,26,0.731,19,17,250,102.3,19.4,7,19,88,,10.5,9,0.319,22,0.318,7,48.6,36,0.541,13.0,12,47,0.511,24,0.34600000000000003,9,"Jenny Craig Pavillion, San Diego, California",PORTLAND,Portland,68.8,Home,SAN-DIEGO,San Diego,San Diego,wcc,25,True,False,True,Home,True,7,24,69,36,74,4,29,73,1,0,160,429,1437,0.465553235908142,805,1646,0.4890643985419198,153,485,1456,0.490728021978022,0.32
26,2020-02-13-23-pepperdine,56.0,14,7.0,3,97.3,71.0,22,0.517,58,0.431,25,0.24100000000000002,14,0.643,9,18,200,93.2,21.9,7,18,69,,9.5,7,0.466,27,0.37,10,46.0,29,0.534,21.9,18,31,0.484,15,0.33299999999999996,9,"February 13, 2020",48.3,14,19.4,6,93.2,78.1,25,0.534,58,0.5,29,0.24100000000000002,14,0.7140000000000001,10,12,200,97.3,29.0,9,13,72,,13.5,10,0.259,15,0.267,4,54.0,34,0.557,20.0,16,43,0.581,25,0.5379999999999999,14,"Firestone Fieldhouse, Malibu, California",SAN-DIEGO,San Diego,73.7,Home,PEPPERDINE,Pepperdine,San Diego,wcc,26,False,False,False,Away,False,10,15,58,29,63,4,25,58,0,1,167,453,1506,0.4671314741035856,841,1720,0.488953488372093,157,514,1529,0.4901896664486592,0.3461538461538461
