,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,JAMES-MADISON_homegame,JAMES-MADISON_homegame2,JAMES-MADISON_home,JAMES-MADISON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-20-19-fordham,56.5,13,3.3,1,93.2,89.3,25,0.457,58,0.397,23,0.466,27,0.815,22,4,200,101.4,30.3,10,19,75,,10.8,8,0.345,20,0.35,7,57.4,35,0.529,16.7,14,38,0.42100000000000004,16,0.636,7,"December 20, 2019",54.2,13,7.9,3,101.4,69.7,23,0.539,51,0.47100000000000003,24,0.392,20,0.7,14,6,200,93.2,10.7,3,20,69,,10.8,8,0.41200000000000003,21,0.33299999999999996,7,42.6,26,0.57,20.1,15,30,0.5670000000000001,17,0.455,5,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,73.7,Away,JAMES-MADISON,James Madison,James Madison,colonial,10,False,False,False,Away,True,7,16,58,35,61,7,17,51,1,0,99,161,611,0.5065466448445172,404,796,0.507537688442211,84,205,718,0.4610027855153203,0.6
11,2019-12-28-16-james-madison,40.0,10,4.9,2,104.1,73.8,31,0.509,56,0.446,25,0.5710000000000001,32,0.7809999999999999,25,4,200,112.3,21.9,7,19,82,,4.1,3,0.5,28,0.25,7,51.4,38,0.5760000000000001,11.4,9,28,0.643,18,0.7140000000000001,10,"December 28, 2019",41.9,13,0.0,0,112.3,78.1,25,0.531,65,0.47700000000000004,31,0.33799999999999997,22,0.318,7,5,200,104.1,26.2,11,23,76,,8.2,6,0.369,24,0.292,7,48.6,36,0.504,10.8,9,41,0.585,24,0.583,7,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,73.3,Away,HOFSTRA,Hofstra,James Madison,colonial,11,False,True,True,Home,False,7,24,65,36,74,7,18,56,0,1,106,177,669,0.5022421524663677,439,857,0.5122520420070011,91,222,769,0.4661898569570872,0.6363636363636364
12,2019-12-30-19-james-madison,74.2,23,2.2,1,94.7,86.8,33,0.607,61,0.508,31,0.344,21,0.667,14,6,200,115.8,22.6,7,18,88,,7.9,6,0.508,31,0.387,12,58.0,40,0.62,13.5,11,30,0.633,19,0.5710000000000001,8,"December 30, 2019",39.3,11,3.3,1,115.8,77.4,24,0.484,61,0.45899999999999996,28,0.377,23,0.565,13,6,200,94.7,13.2,5,18,72,,3.9,3,0.24600000000000002,15,0.2,3,42.0,29,0.501,12.3,10,46,0.5429999999999999,25,0.5379999999999999,7,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,76.0,Away,NORTHEASTERN,Northeastern,James Madison,colonial,12,False,True,True,Home,False,3,25,61,29,69,12,19,61,0,1,113,201,734,0.5047683923705722,475,931,0.5102040816326531,98,240,825,0.4690909090909091,0.5833333333333334
13,2020-01-02-18-north-carolina-wilmington,33.3,8,0.0,0,89.6,77.1,27,0.48,51,0.47100000000000003,24,0.47100000000000003,24,0.625,15,6,200,95.5,29.0,9,11,64,,10.4,7,0.13699999999999998,7,0.14300000000000002,1,54.5,36,0.513,17.4,13,44,0.523,23,0.5710000000000001,8,"January 2, 2020",52.2,12,4.5,2,95.5,71.0,22,0.441,59,0.39,23,0.237,14,0.5710000000000001,8,11,200,89.6,22.9,8,16,60,,9.0,6,0.373,22,0.273,6,45.5,30,0.457,13.3,10,37,0.45899999999999996,17,0.312,5,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,67.0,Away,JAMES-MADISON,James Madison,James Madison,colonial,13,False,False,False,Away,True,1,23,51,36,66,6,17,59,1,0,116,226,795,0.5031446540880503,504,1000,0.504,110,259,886,0.4785553047404063,0.5384615384615384
14,2020-01-04-16-college-of-charleston,38.5,10,7.1,2,116.4,72.0,18,0.46,62,0.419,26,0.40299999999999997,25,0.48,12,7,200,94.5,36.6,15,20,69,,9.6,7,0.258,16,0.313,5,50.0,33,0.467,17.0,15,46,0.457,21,0.5329999999999999,8,"January 4, 2020",51.9,14,8.7,4,94.5,63.4,26,0.657,51,0.529,27,0.451,23,0.7829999999999999,18,6,200,116.4,28.0,7,21,85,,11.0,8,0.451,23,0.565,13,50.0,33,0.6859999999999999,21.8,17,28,0.5,14,0.625,10,"TD Arena, Charleston, South Carolina",JAMES-MADISON,James Madison,72.9,Home,COLLEGE-OF-CHARLESTON,College of Charleston,James Madison,colonial,14,False,False,False,Away,False,5,21,62,33,66,13,14,51,0,1,117,249,846,0.5017730496453899,540,1066,0.5065666041275797,116,276,945,0.4761904761904762,0.5714285714285714
15,2020-01-09-19-james-madison,51.9,14,5.4,2,95.0,83.9,26,0.508,59,0.45799999999999996,27,0.424,25,0.8,20,5,200,100.0,18.8,6,19,80,,10.0,8,0.254,15,0.4,6,50.8,32,0.564,18.6,16,44,0.47700000000000004,21,0.706,12,"January 9, 2020",45.8,11,13.6,6,100.0,81.3,26,0.48200000000000004,56,0.429,24,0.518,29,0.759,22,8,200,95.0,16.1,5,21,76,,6.3,5,0.33899999999999997,19,0.316,6,49.2,31,0.545,17.9,15,37,0.486,18,0.5,8,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,80.3,Away,DELAWARE,Delaware,James Madison,colonial,15,False,True,True,Home,False,6,18,56,31,63,6,21,59,0,1,122,270,908,0.4988986784140969,573,1132,0.5061837455830389,129,290,996,0.4854417670682731,0.5333333333333333
16,2020-01-11-16-james-madison,59.3,16,10.5,4,92.2,76.9,30,0.542,60,0.45,27,0.317,19,0.684,13,8,200,101.3,25.7,9,17,78,,5.2,4,0.45,27,0.40700000000000003,11,52.7,39,0.565,18.0,15,33,0.485,16,0.556,10,"January 11, 2020",38.1,8,6.1,2,101.3,74.3,26,0.424,59,0.35600000000000004,21,0.508,30,0.7,21,9,200,92.2,23.1,9,22,71,,13.0,10,0.35600000000000004,21,0.381,8,47.3,35,0.485,17.2,15,38,0.342,13,0.47100000000000003,8,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,77.1,Away,DREXEL,Drexel,James Madison,colonial,16,False,True,True,Home,False,8,13,59,35,74,11,16,60,0,1,128,288,964,0.4979253112033195,604,1195,0.5054393305439331,135,311,1055,0.4867298578199052,0.5
17,2020-01-18-14-towson,59.1,13,5.6,2,98.6,76.7,23,0.379,70,0.314,22,0.2,14,0.5710000000000001,8,10,200,87.1,32.6,15,18,61,,7.1,5,0.429,30,0.3,9,50.0,38,0.39799999999999996,11.6,10,40,0.325,13,0.444,8,"January 18, 2020",47.8,11,5.0,2,87.1,67.4,31,0.45399999999999996,54,0.426,23,0.389,21,0.9520000000000001,20,9,200,98.6,23.3,7,14,69,,5.7,4,0.33299999999999996,18,0.16699999999999998,3,50.0,38,0.539,15.9,12,36,0.556,20,0.526,10,"SECU Arena, Towson, Maryland",JAMES-MADISON,James Madison,70.3,Home,TOWSON,Towson,James Madison,colonial,17,False,False,False,Away,False,9,13,70,38,76,3,20,54,0,1,136,301,1023,0.4936461388074291,639,1269,0.5035460992907801,146,327,1115,0.4896860986547085,0.4705882352941176
18,2020-01-23-19-william-mary,47.6,10,6.3,2,120.5,75.0,18,0.434,61,0.344,21,0.426,26,0.846,22,11,200,102.7,25.0,10,16,75,,15.1,11,0.475,29,0.379,11,43.8,28,0.511,11.1,9,32,0.313,10,0.42100000000000004,8,"January 23, 2020",69.7,23,37.5,12,102.7,75.0,30,0.684,57,0.579,33,0.24600000000000002,14,0.7140000000000001,10,6,200,120.5,25.0,6,19,88,,2.7,2,0.439,25,0.48,12,56.3,36,0.691,20.2,16,32,0.6559999999999999,21,0.7140000000000001,15,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",JAMES-MADISON,James Madison,73.0,Home,WILLIAM-MARY,William & Mary,James Madison,colonial,18,False,False,False,Away,False,11,10,61,28,64,12,21,57,0,1,145,314,1093,0.4862763037511437,677,1345,0.5033457249070632,149,347,1169,0.4880239520958084,0.4444444444444444
19,2020-01-25-16-elon,52.4,11,9.1,3,110.8,73.3,22,0.46399999999999997,55,0.382,21,0.527,29,0.759,22,12,200,98.6,21.2,7,28,73,,5.4,4,0.455,25,0.36,9,46.0,29,0.531,16.1,13,30,0.4,12,0.4,8,"January 25, 2020",75.0,18,3.3,1,98.6,78.8,26,0.483,58,0.414,24,0.534,31,0.8390000000000001,26,16,200,110.8,26.7,8,24,82,,6.8,5,0.431,25,0.32,8,54.0,34,0.564,10.0,8,33,0.485,16,0.273,6,"Schar Center, Elon, North Carolina",JAMES-MADISON,James Madison,73.8,Home,ELON,Elon,James Madison,colonial,19,False,False,False,Away,False,9,12,55,29,63,8,16,58,0,1,156,324,1154,0.4835355285961872,705,1409,0.5003548616039745,161,368,1226,0.4971451876019576,0.42105263157894735
20,2020-01-30-18-james-madison,41.9,13,8.1,3,97.1,68.6,24,0.615,61,0.508,31,0.262,16,0.75,12,9,200,124.3,21.9,7,14,87,,14.3,10,0.39299999999999996,24,0.542,13,46.3,31,0.634,10.5,8,37,0.486,18,0.591,13,"January 30, 2020",60.0,15,10.8,4,124.3,78.1,25,0.46,63,0.397,25,0.19,12,0.833,10,13,200,97.1,31.4,11,15,68,,7.1,5,0.413,26,0.308,8,53.7,36,0.495,14.9,12,37,0.45899999999999996,17,0.381,8,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,69.7,Away,COLLEGE-OF-CHARLESTON,College of Charleston,James Madison,colonial,20,False,True,True,Home,False,8,17,63,36,67,13,18,61,0,1,165,336,1209,0.4826302729528536,734,1472,0.4986413043478261,169,384,1284,0.4964953271028038,0.4
21,2020-02-01-16-james-madison,35.0,7,17.0,8,109.2,72.1,31,0.48,50,0.4,20,0.52,26,0.6920000000000001,18,17,200,86.8,25.8,8,27,66,,7.9,6,0.52,26,0.308,8,52.7,39,0.529,25.5,21,24,0.5,12,0.292,7,"February 1, 2020",44.8,13,12.5,3,86.8,74.2,23,0.485,66,0.439,29,0.47,31,0.613,19,13,200,109.2,27.9,12,17,83,,19.7,15,0.28800000000000003,19,0.316,6,47.3,35,0.514,8.1,7,47,0.489,23,0.409,9,"JMU Convocation Center, Harrisonburg, Virginia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,75.5,Home,JAMES-MADISON,James Madison,James Madison,colonial,21,True,False,True,Home,True,6,23,66,35,74,8,12,50,1,0,173,353,1272,0.4815251572327044,770,1539,0.5003248862897985,182,402,1345,0.5018587360594795,0.3809523809523809
22,2020-02-06-19-drexel,20.8,5,6.3,2,109.9,71.0,22,0.408,60,0.4,24,0.45,27,0.667,18,14,200,94.4,26.3,10,19,67,,11.3,8,0.2,12,0.083,1,46.4,32,0.46,12.2,10,48,0.479,23,0.391,9,"February 6, 2020",69.0,20,12.5,6,94.4,73.7,28,0.5660000000000001,61,0.475,29,0.24600000000000002,15,0.6,9,11,200,109.9,29.0,9,17,78,,11.3,8,0.475,29,0.379,11,53.6,37,0.5720000000000001,14.0,11,32,0.563,18,0.542,13,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",JAMES-MADISON,James Madison,71.5,Home,DREXEL,Drexel,James Madison,colonial,22,False,False,False,Away,False,1,23,60,32,69,11,18,61,0,1,179,376,1338,0.4816890881913303,805,1613,0.4990700557966522,190,414,1395,0.5010752688172043,0.4090909090909091
23,2020-02-08-14-delaware,42.9,12,5.9,2,108.1,74.2,23,0.5,63,0.444,28,0.254,16,0.938,15,15,200,105.4,30.0,9,22,78,,6.8,5,0.33299999999999996,21,0.33299999999999996,7,52.5,32,0.552,14.6,12,42,0.5,21,0.375,9,"February 8, 2020",48.0,12,11.9,5,105.4,70.0,21,0.491,57,0.439,25,0.544,31,0.774,24,7,200,108.1,25.8,8,14,80,,9.5,7,0.40399999999999997,23,0.261,6,47.5,29,0.5579999999999999,13.5,11,34,0.5589999999999999,19,0.72,18,"Bob Carpenter Center, Newark, Delaware",JAMES-MADISON,James Madison,74.2,Home,DELAWARE,Delaware,James Madison,colonial,23,False,False,False,Away,False,7,21,63,32,61,6,19,57,0,1,180,399,1398,0.4785407725321889,837,1682,0.4976218787158145,201,432,1456,0.5037774725274725,0.39130434782608703
24,2020-02-15-20-james-madison,33.3,8,16.7,6,73.8,81.6,31,0.465,57,0.42100000000000004,24,0.21100000000000002,12,0.833,10,11,200,96.9,39.3,11,13,63,,7.7,5,0.263,15,0.33299999999999996,5,63.6,42,0.502,18.4,14,42,0.452,19,0.593,16,"February 15, 2020",55.0,11,4.8,2,96.9,60.7,17,0.397,58,0.345,20,0.10300000000000001,6,0.33299999999999996,2,16,200,73.8,18.4,7,16,48,,13.8,9,0.379,22,0.273,6,36.4,24,0.39399999999999996,14.2,10,36,0.389,14,0.36,9,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,64.8,Away,TOWSON,Towson,James Madison,colonial,24,False,True,True,Home,False,6,14,58,24,66,5,19,57,0,1,187,420,1461,0.4794661190965092,869,1743,0.4985656913367757,207,451,1513,0.5033046926635822,0.375
25,2020-02-20-19-james-madison,60.0,15,10.0,3,95.4,75.0,24,0.5870000000000001,52,0.48100000000000004,25,0.26899999999999996,14,0.643,9,18,200,107.7,18.5,5,18,70,,3.1,2,0.48100000000000004,25,0.44,11,49.2,29,0.597,15.9,11,27,0.519,14,0.379,11,"February 20, 2020",57.1,12,11.1,3,107.7,81.5,22,0.444,54,0.389,21,0.444,24,0.583,14,17,200,95.4,25.0,8,19,62,,10.8,7,0.444,24,0.25,6,50.8,30,0.474,11.0,8,30,0.5,15,0.34600000000000003,9,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,65.0,Away,ELON,Elon,James Madison,colonial,25,False,True,True,Home,False,6,15,54,30,59,11,14,52,0,1,193,434,1519,0.4763001974983542,893,1809,0.4936428966279712,212,470,1570,0.5019108280254777,0.36
26,2020-02-22-16-james-madison,59.3,16,9.1,3,112.1,76.9,20,0.6629999999999999,49,0.551,27,0.38799999999999996,19,0.684,13,10,200,118.2,30.4,7,8,78,,10.6,7,0.429,21,0.524,11,55.1,27,0.672,19.6,14,28,0.5710000000000001,16,0.667,20,"February 22, 2020",48.4,15,0.0,0,118.2,69.6,16,0.5820000000000001,61,0.508,31,0.08199999999999999,5,0.6,3,18,200,112.1,23.1,6,15,74,,15.2,10,0.45899999999999996,28,0.321,9,44.9,22,0.584,13.7,10,33,0.667,22,0.33299999999999996,9,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,66.2,Away,WILLIAM-MARY,William & Mary,James Madison,colonial,26,False,True,True,Home,False,9,22,61,22,49,11,16,49,0,1,199,449,1573,0.475206611570248,923,1868,0.4941113490364026,223,484,1622,0.5046239210850801,0.3461538461538461
