,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,RUTGERS_homegame,RUTGERS_homegame2,RUTGERS_home,RUTGERS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-16-rutgers,47.4,9,17.9,7,95.8,71.0,22,0.39,59,0.322,19,0.136,8,0.25,2,4,200,67.6,14.6,6,17,48,22.0,14.1,10,0.45799999999999996,27,0.29600000000000004,8,38.9,28,0.382,18.3,14,32,0.344,11,0.6,6,"December 14, 2019",70.4,19,25.0,8,67.6,85.4,35,0.534,58,0.466,27,0.155,9,0.667,6,3,200,95.8,29.0,9,13,68,,12.7,9,0.32799999999999996,19,0.42100000000000004,8,61.1,44,0.546,22.5,18,39,0.48700000000000004,19,0.727,8,"Rutgers Athletic Center, New Brunswick, New Jersey",SETON-HALL,Seton Hall,71.0,Home,RUTGERS,Rutgers,Rutgers,big-ten,10,True,False,True,Home,True,8,19,58,44,72,8,11,59,1,0,52,218,581,0.5094664371772806,351,634,0.5536277602523659,73,155,571,0.4632224168126095,0.7
11,2019-12-22-13-rutgers,64.7,11,3.7,2,88.7,63.6,21,0.38,54,0.315,17,0.09300000000000001,5,0.6,3,3,200,62.0,16.7,6,12,44,,14.1,10,0.46299999999999997,25,0.28,7,39.1,27,0.39,25.3,19,29,0.345,10,0.7,7,"December 22, 2019",33.3,10,10.3,3,62.0,83.3,30,0.484,63,0.47600000000000003,30,0.095,6,0.33299999999999996,2,3,200,88.7,36.4,12,12,63,,19.7,14,0.14300000000000002,9,0.111,1,60.9,42,0.478,21.5,18,54,0.537,29,0.75,9,"Rutgers Athletic Center, New Brunswick, New Jersey",LAFAYETTE,Lafayette,70.6,Home,RUTGERS,Rutgers,Rutgers,big-ten,11,True,False,True,Home,True,1,29,63,42,69,7,10,54,1,0,60,237,639,0.5117370892018779,395,706,0.5594900849858357,81,166,630,0.4563492063492064,0.7272727272727273
12,2019-12-30-19-rutgers,68.8,11,2.2,1,128.8,55.6,20,0.327,55,0.29100000000000004,16,0.382,21,0.619,13,0,200,67.1,22.5,9,20,49,,8.2,6,0.29100000000000004,16,0.25,4,38.2,29,0.377,19.9,16,39,0.308,12,0.0,0,"December 30, 2019",47.2,17,12.8,5,67.1,77.5,31,0.594,69,0.522,36,0.275,19,0.632,12,3,200,128.8,44.4,16,17,94,,9.6,7,0.33299999999999996,23,0.435,10,61.8,47,0.602,13.4,12,46,0.565,26,0.769,10,"Rutgers Athletic Center, New Brunswick, New Jersey","Caldwell
			","Caldwell
			",73.0,Home,RUTGERS,Rutgers,Rutgers,big-ten,12,True,False,True,Home,True,10,26,69,47,76,4,12,55,1,0,61,266,702,0.5092592592592593,437,775,0.5638709677419355,88,176,684,0.4502923976608187,0.75
13,2020-01-03-20-nebraska,47.1,16,12.5,4,93.9,69.0,29,0.579,63,0.54,34,0.19,12,0.5,6,3,200,119.7,50.0,15,16,79,,4.5,3,0.23800000000000002,15,0.33299999999999996,5,61.1,44,0.575,13.9,11,48,0.604,29,0.7859999999999999,11,"January 3, 2020",75.0,15,4.2,2,119.7,50.0,15,0.381,63,0.317,20,0.33299999999999996,21,0.667,14,8,200,93.9,31.0,13,11,62,,10.6,7,0.4920000000000001,31,0.258,8,38.9,28,0.425,8.8,7,32,0.375,12,0.429,6,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,65.8,Away,RUTGERS,Rutgers,Rutgers,big-ten,13,False,False,False,Away,True,5,29,63,44,72,8,12,63,1,0,71,292,771,0.5168612191958496,484,851,0.5687426556991775,92,188,739,0.44113667117726657,0.7692307692307693
14,2020-01-07-19-rutgers,40.9,9,8.3,4,97.3,75.0,24,0.41,61,0.361,22,0.213,13,0.846,11,3,200,82.4,18.4,7,23,61,20.0,5.4,4,0.426,26,0.231,6,44.3,31,0.45399999999999996,17.3,14,35,0.457,16,0.8,12,"January 7, 2020",37.5,9,25.7,9,82.4,81.6,31,0.431,58,0.414,24,0.5,29,0.759,22,3,200,97.3,25.0,8,13,72,,9.5,7,0.172,10,0.2,2,55.7,39,0.502,12.4,10,48,0.45799999999999996,22,0.8,12,"Rutgers Athletic Center, New Brunswick, New Jersey",PENN-STATE,Penn State,74.0,Home,RUTGERS,Rutgers,Rutgers,big-ten,14,True,False,True,Home,True,2,22,58,39,70,6,16,61,1,0,76,321,834,0.5215827338129496,528,923,0.5720476706392199,100,200,802,0.43640897755610975,0.7857142857142857
15,2020-01-11-12-illinois,40.0,8,6.1,3,83.1,69.8,30,0.40700000000000003,59,0.33899999999999997,20,0.136,8,0.375,3,4,200,78.5,24.4,10,17,51,,7.7,5,0.39,23,0.348,8,47.6,40,0.406,15.0,11,36,0.33299999999999996,12,0.75,12,"January 11, 2020",38.9,7,11.1,4,78.5,75.6,31,0.302,63,0.28600000000000003,18,0.302,19,0.8420000000000001,16,5,200,83.1,30.2,13,12,54,,3.1,2,0.222,14,0.14300000000000002,2,52.4,44,0.375,8.9,7,49,0.327,16,0.706,12,"State Farm Center, Champaign, Illinois",RUTGERS,Rutgers,64.9,Home,ILLINOIS,Illinois,Rutgers,big-ten,15,False,False,False,Away,False,8,12,59,40,84,2,16,63,0,1,78,343,892,0.5156950672645739,567,993,0.5709969788519638,106,216,863,0.4345307068366164,0.8
16,2020-01-15-19-rutgers,31.6,6,5.9,2,86.8,83.3,25,0.33299999999999996,60,0.317,19,0.2,12,0.833,10,4,200,73.5,25.6,10,17,50,,5.9,4,0.317,19,0.105,2,50.7,35,0.381,17.7,14,41,0.415,17,0.765,13,"January 15, 2020",60.9,14,14.6,6,73.5,74.4,29,0.51,49,0.469,23,0.3670000000000001,18,0.5,9,4,200,86.8,16.7,5,14,59,,8.8,6,0.306,15,0.267,4,49.3,34,0.513,18.6,13,34,0.5589999999999999,19,0.765,13,"Rutgers Athletic Center, New Brunswick, New Jersey",INDIANA,Indiana,67.6,Home,RUTGERS,Rutgers,Rutgers,big-ten,16,True,False,True,Home,True,4,19,49,34,69,2,17,60,1,0,86,355,951,0.508937960042061,607,1077,0.5636025998142989,108,232,926,0.42548596112311016,0.75
17,2020-01-19-13-rutgers,57.9,11,8.3,4,110.3,54.1,20,0.44299999999999995,53,0.358,19,0.28300000000000003,15,0.6,9,8,200,96.6,28.6,10,15,56,,6.9,4,0.528,28,0.321,9,41.7,30,0.466,10.5,7,25,0.4,10,0.556,10,"January 19, 2020",41.7,10,4.0,1,96.6,71.4,25,0.44299999999999995,61,0.39299999999999996,24,0.27899999999999997,17,0.588,10,4,200,110.3,45.9,17,12,64,,8.6,5,0.213,13,0.462,6,58.3,42,0.46299999999999997,8.1,6,48,0.375,18,0.778,14,"Rutgers Athletic Center, New Brunswick, New Jersey",MINNESOTA,Minnesota,57.6,Home,RUTGERS,Rutgers,Rutgers,big-ten,17,True,False,True,Home,True,6,18,61,42,72,9,10,53,1,0,90,374,1000,0.509,641,1146,0.5593368237347295,110,249,986,0.4198782961460446,0.7647058823529411
18,2020-01-22-21-iowa,58.6,17,0.0,0,118.1,66.7,20,0.516,63,0.46,29,0.33299999999999996,21,0.7140000000000001,15,5,200,111.1,23.5,8,21,80,24.0,6.9,5,0.33299999999999996,21,0.33299999999999996,7,43.8,28,0.5479999999999999,11.1,9,42,0.524,22,0.737,14,"January 22, 2020",65.5,19,11.9,5,111.1,76.5,26,0.609,55,0.527,29,0.455,25,0.72,18,5,200,118.1,33.3,10,16,85,19.0,4.2,3,0.455,25,0.36,9,56.3,36,0.636,16.5,13,30,0.667,20,0.737,14,"Carver-Hawkeye Arena, Iowa City, Iowa",RUTGERS,Rutgers,71.9,Home,IOWA,Iowa,Rutgers,big-ten,18,False,False,False,Away,False,7,22,63,28,64,9,20,55,0,1,96,392,1061,0.5051837888784166,683,1218,0.5607553366174056,119,259,1039,0.4210779595765159,0.7777777777777778
19,2020-01-25-14-rutgers,53.8,14,2.5,1,101.4,73.5,25,0.508,62,0.419,26,0.21,13,0.6920000000000001,9,13,200,97.3,11.4,4,17,72,,8.1,6,0.452,28,0.39299999999999996,11,42.0,29,0.528,12.9,10,34,0.441,15,0.35,7,"January 25, 2020",53.6,15,20.6,7,97.3,88.6,31,0.516,62,0.452,28,0.27399999999999997,17,0.647,11,5,200,101.4,26.5,9,14,75,24.0,8.1,6,0.355,22,0.364,8,58.0,40,0.535,14.7,12,40,0.5,20,0.75,15,"Rutgers Athletic Center, New Brunswick, New Jersey",NEBRASKA,Nebraska,73.6,Home,RUTGERS,Rutgers,Rutgers,big-ten,19,True,False,True,Home,True,8,20,62,40,69,11,15,62,1,0,103,414,1124,0.5057829181494662,711,1282,0.5546021840873635,128,279,1094,0.4305301645338208,0.7368421052631579
20,2020-01-28-20-rutgers,44.0,11,14.3,4,100.0,79.2,19,0.45899999999999996,61,0.41,25,0.16399999999999998,10,0.7,7,10,200,90.0,35.3,12,25,63,,10.0,7,0.361,22,0.273,6,53.4,31,0.479,20.6,17,39,0.48700000000000004,19,0.524,11,"January 28, 2020",65.0,13,10.3,4,90.0,64.7,22,0.511,44,0.455,20,0.818,36,0.6940000000000001,25,5,200,100.0,20.8,5,15,70,25.0,12.9,9,0.364,16,0.313,5,46.6,27,0.573,19.0,14,28,0.536,15,0.762,16,"Rutgers Athletic Center, New Brunswick, New Jersey",PURDUE,Purdue,70.4,Home,RUTGERS,Rutgers,Rutgers,big-ten,20,True,False,True,Home,True,5,15,44,27,58,6,19,61,1,0,111,434,1186,0.5063237774030354,751,1351,0.5558845299777943,139,294,1156,0.4346885813148789,0.75
21,2020-02-01-16-michigan,22.2,6,14.3,4,95.8,85.2,23,0.361,83,0.325,27,0.06,5,0.6,3,6,200,87.5,41.7,20,21,63,25.0,11.1,8,0.289,24,0.25,6,57.3,43,0.369,9.6,9,59,0.35600000000000004,21,0.727,16,"February 1, 2020",77.3,17,10.2,6,87.5,58.3,28,0.564,47,0.46799999999999997,22,0.511,24,0.667,16,8,200,95.8,14.8,4,12,69,,8.3,6,0.40399999999999997,19,0.474,9,42.7,32,0.591,20.7,15,28,0.46399999999999997,13,0.619,13,"Madison Square Garden (IV), New York, New York",RUTGERS,Rutgers,71.9,Home,MICHIGAN,Michigan,Rutgers,big-ten,21,False,False,False,Away,False,6,21,83,43,75,9,13,47,0,1,116,449,1230,0.5065040650406504,778,1409,0.5521646557842441,145,313,1217,0.4359079704190633,0.7619047619047619
22,2020-02-04-19-maryland,36.4,8,19.2,5,84.8,84.2,32,0.36200000000000004,65,0.33799999999999997,22,0.092,6,0.667,4,7,200,77.3,18.6,8,20,51,,10.6,7,0.262,17,0.17600000000000002,3,49.4,40,0.376,10.6,8,48,0.396,19,0.696,16,"February 4, 2020",61.1,11,14.6,7,77.3,81.4,35,0.415,53,0.34,18,0.28300000000000003,15,0.8,12,4,200,84.8,15.8,6,10,56,9.0,3.0,2,0.509,27,0.29600000000000004,8,50.6,41,0.466,15.6,11,26,0.385,10,0.818,18,"Xfinity Center, College Park, Maryland",RUTGERS,Rutgers,66.5,Home,MARYLAND,Maryland,Rutgers,big-ten,22,False,False,False,Away,False,3,19,65,40,81,8,10,53,0,1,122,470,1313,0.4973343488194973,821,1484,0.5532345013477089,154,326,1264,0.4406645569620253,0.7272727272727273
23,2020-02-09-18-rutgers,64.3,18,2.7,1,113.2,51.5,17,0.508,66,0.424,28,0.182,12,0.5,6,16,225,107.4,22.2,8,25,73,,2.9,2,0.348,23,0.478,11,36.2,25,0.509,5.3,4,43,0.395,17,0.273,6,"February 9, 2020",46.2,12,14.0,6,107.4,77.8,28,0.491,57,0.456,26,0.596,34,0.618,21,7,225,113.2,48.5,16,13,77,,1.5,1,0.35100000000000003,20,0.2,4,63.8,44,0.526,13.3,11,37,0.595,22,0.708,17,"Rutgers Athletic Center, New Brunswick, New Jersey",NORTHWESTERN,Northwestern,60.4,Home,RUTGERS,Rutgers,Rutgers,big-ten,23,True,False,True,Home,True,4,22,57,44,69,11,17,66,1,0,125,489,1378,0.4909288824383164,861,1565,0.5501597444089457,162,336,1317,0.4396355353075171,0.6956521739130435
24,2020-02-12-19-ohio-state,36.4,8,8.0,2,114.3,76.7,23,0.552,48,0.45799999999999996,22,0.375,18,0.722,13,8,200,104.8,17.9,5,20,66,,6.3,4,0.43799999999999994,21,0.429,9,48.3,28,0.584,16.4,11,27,0.48100000000000004,13,0.68,17,"February 12, 2020",59.1,13,7.4,2,104.8,82.1,23,0.529,51,0.431,22,0.41200000000000003,21,0.857,18,8,200,114.3,23.3,7,14,72,,6.3,4,0.51,26,0.385,10,51.7,30,0.59,14.2,10,25,0.48,12,0.667,16,"Value City Arena, Columbus, Ohio",RUTGERS,Rutgers,63.3,Home,OHIO-STATE,Ohio State,Rutgers,big-ten,24,False,False,False,Away,False,9,13,48,28,58,10,12,51,0,1,129,511,1435,0.4909407665505226,905,1634,0.5538555691554468,173,353,1383,0.4428778018799711,0.7083333333333334
25,2020-02-15-16-rutgers,52.6,10,7.5,3,118.0,71.4,20,0.377,61,0.311,19,0.24600000000000002,15,0.733,11,9,200,93.4,36.4,16,15,57,22.0,8.2,5,0.45899999999999996,28,0.28600000000000003,8,50.0,36,0.418,11.7,9,33,0.33299999999999996,11,0.64,16,"February 15, 2020",55.6,15,27.3,9,93.4,63.6,28,0.555,55,0.491,27,0.218,12,0.917,11,8,200,118.0,28.6,8,16,72,,8.2,5,0.273,15,0.467,7,50.0,36,0.593,13.0,9,40,0.5,20,0.6920000000000001,18,"Rutgers Athletic Center, New Brunswick, New Jersey",ILLINOIS,Illinois,61.4,Home,RUTGERS,Rutgers,Rutgers,big-ten,25,True,False,True,Home,True,7,20,55,36,72,8,11,61,1,0,138,524,1483,0.49291975724882,933,1692,0.5514184397163121,183,365,1434,0.44595536959553694,0.68
26,2020-02-19-19-rutgers,28.6,6,8.9,4,82.5,69.2,27,0.511,47,0.447,21,0.38299999999999995,18,0.667,12,9,200,95.2,16.0,4,13,60,,9.5,6,0.489,23,0.261,6,48.4,31,0.54,15.4,10,24,0.625,15,0.654,17,"February 19, 2020",31.8,7,8.3,2,95.2,84.0,21,0.373,63,0.349,22,0.14300000000000002,9,0.556,5,9,200,82.5,30.8,12,17,52,,7.9,5,0.28600000000000003,18,0.16699999999999998,3,51.6,33,0.386,11.8,9,45,0.42200000000000004,19,0.667,18,"Rutgers Athletic Center, New Brunswick, New Jersey",RUTGERS,Rutgers,62.9,Away,MICHIGAN,Michigan,Rutgers,big-ten,26,False,True,True,Home,False,3,19,63,33,64,6,15,47,0,1,145,544,1538,0.4951235370611184,969,1764,0.5493197278911565,191,376,1495,0.4431438127090301,0.6923076923076923
