,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HIGH-POINT_homegame,HIGH-POINT_homegame2,HIGH-POINT_home,HIGH-POINT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-19-high-point,67.7,21,15.0,6,107.5,63.0,17,0.627,59,0.525,31,0.28800000000000003,17,0.765,13,5,200,129.9,37.9,11,13,87,,11.9,8,0.4920000000000001,29,0.414,12,50.0,28,0.649,11.9,9,30,0.633,19,0.583,7,"December 18, 2019",50.0,15,10.0,3,129.9,62.1,18,0.5670000000000001,60,0.5,30,0.11699999999999999,7,0.5710000000000001,4,9,200,107.5,37.0,10,16,72,,4.5,3,0.33299999999999996,20,0.4,8,50.0,28,0.568,20.2,16,40,0.55,22,0.182,2,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,67.2,Away,VALPARAISO,Valparaiso,High Point,big-south,10,False,True,True,Home,False,8,22,60,28,56,12,19,59,0,1,51,156,555,0.4189189189189189,325,639,0.5086071987480438,113,159,586,0.560580204778157,0.2
11,2019-12-21-14-high-point,47.8,11,5.4,2,127.8,45.5,15,0.46399999999999997,56,0.41100000000000003,23,0.446,25,0.56,14,0,200,91.7,18.2,6,19,66,,12.5,9,0.35700000000000004,20,0.3,6,31.8,21,0.486,16.3,13,36,0.47200000000000003,17,0.0,0,"December 21, 2019",78.8,26,11.1,4,91.7,81.8,27,0.58,69,0.478,33,0.24600000000000002,17,0.706,12,9,200,127.8,54.5,18,22,92,,4.2,3,0.46399999999999997,32,0.43799999999999994,14,68.2,45,0.597,12.6,11,37,0.514,19,0.25,3,"Millis Center, High Point, North Carolina","Belmont Abbey
			","Belmont Abbey
			",72.5,Home,HIGH-POINT,High Point,High Point,big-south,11,True,False,True,Home,True,14,19,69,45,66,6,17,56,1,0,59,178,615,0.43333333333333335,353,695,0.5079136690647482,125,178,645,0.5666666666666667,0.18181818181818185
12,2019-12-30-20-texas,35.3,6,4.8,2,127.1,62.1,18,0.353,51,0.33299999999999996,17,0.588,30,0.733,22,10,200,82.9,29.4,10,12,58,,7.1,5,0.255,13,0.154,2,44.4,28,0.444,17.9,14,38,0.395,15,0.231,3,"December 30, 2019",50.0,18,18.4,7,82.9,70.6,24,0.631,65,0.5539999999999999,36,0.2,13,0.5379999999999999,7,2,200,127.1,37.9,11,24,89,,8.6,6,0.354,23,0.435,10,55.6,35,0.625,12.4,10,42,0.619,26,0.833,10,"Frank Erwin Center, Austin, Texas",HIGH-POINT,High Point,69.7,Home,TEXAS,Texas,High Point,big-south,12,False,False,False,Away,False,2,15,51,28,63,10,26,65,0,1,73,197,684,0.4480994152046784,398,761,0.5229960578186597,131,195,701,0.5584878744650499,0.25
13,2020-01-04-16-radford,47.6,10,10.0,3,117.7,65.4,17,0.462,52,0.40399999999999997,21,0.385,20,0.7,14,11,200,100.0,34.4,11,21,62,,12.9,8,0.423,22,0.273,6,48.3,28,0.504,16.5,12,30,0.5,15,0.214,3,"January 4, 2020",45.8,11,10.0,3,100.0,65.6,21,0.563,48,0.5,24,0.542,26,0.731,19,7,200,117.7,34.6,9,19,73,,9.7,6,0.375,18,0.33299999999999996,6,51.7,30,0.605,15.6,11,30,0.6,18,0.462,6,"Donald N. Dedmon Center, Radford, Virginia",HIGH-POINT,High Point,62.4,Home,RADFORD,Radford,High Point,big-south,13,False,False,False,Away,False,6,15,52,28,58,6,18,48,0,1,75,212,735,0.4414965986394558,426,824,0.5169902912621359,141,221,766,0.564621409921671,0.2307692307692308
14,2020-01-08-19-high-point,67.9,19,2.8,1,79.2,71.0,22,0.591,55,0.509,28,0.491,27,0.519,14,7,200,109.7,37.5,12,27,79,,11.1,8,0.455,25,0.36,9,54.0,34,0.5820000000000001,18.3,15,30,0.633,19,0.562,9,"January 8, 2020",65.0,13,0.0,0,109.7,62.5,20,0.42200000000000004,51,0.392,20,0.588,30,0.467,14,12,200,79.2,29.0,9,23,57,,2.8,2,0.294,15,0.2,3,46.0,29,0.4370000000000001,20.9,17,36,0.47200000000000003,17,0.2,3,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,72.0,Away,WINTHROP,Winthrop,High Point,big-south,14,False,True,True,Home,False,3,17,51,29,63,9,19,55,0,1,81,227,787,0.4428208386277001,454,882,0.5147392290249433,147,239,814,0.5644963144963145,0.21428571428571427
15,2020-01-11-16-presbyterian,38.9,7,9.5,2,116.7,85.7,24,0.457,46,0.391,18,0.696,32,0.625,20,13,200,93.9,20.6,7,24,62,,9.1,6,0.261,12,0.5,6,50.0,31,0.507,16.6,12,34,0.353,12,0.188,3,"January 11, 2020",73.7,14,2.9,1,93.9,79.4,27,0.545,44,0.4320000000000001,19,0.841,37,0.784,29,10,200,116.7,14.3,4,25,77,,7.6,5,0.523,23,0.435,10,50.0,31,0.625,13.0,9,21,0.429,9,0.375,6,"Ross E.Templeton Center, Clinton, South Carolina",HIGH-POINT,High Point,66.4,Home,PRESBYTERIAN,Presbyterian,High Point,big-south,15,False,False,False,Away,False,6,12,46,31,62,10,9,44,0,1,84,244,838,0.44152744630071605,483,945,0.5111111111111111,156,258,869,0.5661680092059839,0.2
16,2020-01-16-18-north-carolina-asheville,50.0,11,6.5,2,97.1,91.4,32,0.44799999999999995,58,0.379,22,0.31,18,0.889,16,13,200,100.0,48.4,15,18,68,,2.9,2,0.483,28,0.28600000000000003,8,71.2,47,0.511,20.5,17,30,0.467,14,0.235,4,"January 16, 2020",40.0,10,13.3,4,100.0,51.6,16,0.536,55,0.455,25,0.29100000000000004,16,0.43799999999999994,7,8,200,97.1,8.6,3,17,66,,13.2,9,0.436,24,0.375,9,28.8,19,0.527,11.4,8,31,0.516,16,0.467,7,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,68.1,Away,HIGH-POINT,High Point,High Point,big-south,16,False,False,False,Away,True,8,14,58,47,66,9,16,55,1,0,90,256,884,0.4423076923076923,514,1007,0.5104270109235353,166,267,913,0.5651697699890471,0.1875
17,2020-01-18-14-high-point,64.3,18,5.3,2,95.2,64.9,24,0.68,50,0.56,28,0.34,17,0.647,11,9,200,125.4,8.3,2,18,79,,7.9,5,0.44,22,0.545,12,42.6,26,0.68,9.5,6,28,0.5710000000000001,16,0.5,9,"January 18, 2020",54.5,12,14.3,4,125.4,91.7,22,0.397,58,0.379,22,0.32799999999999996,19,0.737,14,14,200,95.2,35.1,13,15,60,,3.2,2,0.345,20,0.1,2,57.4,35,0.44799999999999995,11.9,9,38,0.526,20,0.222,4,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,62.6,Away,CHARLESTON-SOUTHERN,Charleston Southern,High Point,big-south,17,False,True,True,Home,False,2,20,58,35,61,12,16,50,0,1,98,270,942,0.4426751592356688,561,1073,0.5228331780055918,175,283,968,0.5635330578512396,0.2352941176470588
18,2020-01-20-18-south-carolina-upstate,52.4,11,9.7,3,105.1,72.4,21,0.578,45,0.467,21,0.556,25,0.72,18,14,200,118.6,33.3,9,18,70,,6.8,4,0.467,21,0.47600000000000003,10,53.6,30,0.615,15.2,10,24,0.45799999999999996,11,0.263,5,"January 20, 2020",43.5,10,8.3,2,118.6,66.7,18,0.529,51,0.451,23,0.275,14,0.5710000000000001,8,12,200,105.1,27.6,8,20,62,,6.8,4,0.392,20,0.4,8,46.4,26,0.5379999999999999,16.1,11,31,0.484,15,0.368,7,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,59.3,Away,HIGH-POINT,High Point,High Point,big-south,18,False,False,False,Away,True,10,11,45,30,56,8,15,51,1,0,100,290,1000,0.44,596,1134,0.5255731922398589,187,299,1018,0.5692534381139489,0.2222222222222222
19,2020-01-23-19-high-point,76.0,19,13.6,3,111.8,68.6,24,0.5870000000000001,52,0.48100000000000004,25,0.519,27,0.667,18,11,225,116.2,34.6,9,15,79,,4.4,3,0.5379999999999999,28,0.39299999999999996,11,54.1,33,0.609,19.0,15,24,0.583,14,0.42100000000000004,8,"January 23, 2020",75.0,18,8.3,2,116.2,65.4,17,0.508,59,0.40700000000000003,24,0.305,18,0.889,16,15,225,111.8,31.4,11,24,76,,11.8,8,0.627,37,0.324,12,45.9,28,0.563,10.7,8,22,0.545,12,0.25,5,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,60.2,Away,GARDNER-WEBB,Gardner-Webb,High Point,big-south,19,False,True,True,Home,False,12,12,59,28,61,11,14,52,0,1,110,301,1045,0.44593301435406696,626,1190,0.5260504201680672,195,314,1069,0.5673526660430309,0.2631578947368421
20,2020-01-25-19-high-point,68.4,13,16.7,4,92.5,66.7,24,0.544,45,0.42200000000000004,19,0.6,27,0.852,23,14,200,107.5,27.3,6,18,72,,10.4,7,0.556,25,0.44,11,51.7,30,0.623,19.8,14,20,0.4,8,0.33299999999999996,7,"January 25, 2020",61.1,11,35.0,7,107.5,72.7,16,0.415,53,0.34,18,0.47200000000000003,25,0.72,18,16,200,92.5,33.3,12,26,62,,9.0,6,0.547,29,0.276,8,48.3,28,0.478,20.0,16,24,0.41700000000000004,10,0.23800000000000002,5,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,67.4,Away,LONGWOOD,Longwood,High Point,big-south,20,False,True,True,Home,False,8,10,53,28,58,11,8,45,0,1,122,313,1104,0.4492753623188406,654,1251,0.5227817745803357,206,328,1121,0.568242640499554,0.25
21,2020-01-30-19-campbell,52.2,12,13.3,4,98.3,74.2,23,0.529,52,0.442,23,0.192,10,0.7,7,16,200,106.9,40.0,12,15,62,,5.2,3,0.442,23,0.391,9,57.4,35,0.546,15.1,10,29,0.483,14,0.273,6,"January 30, 2020",80.0,16,6.9,2,106.9,60.0,18,0.434,53,0.377,20,0.28300000000000003,15,0.733,11,10,200,98.3,25.8,8,15,57,,10.3,6,0.434,23,0.261,6,42.6,26,0.474,13.1,9,30,0.467,14,0.524,11,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,57.9,Away,HIGH-POINT,High Point,High Point,big-south,21,False,False,False,Away,True,9,14,52,35,61,6,14,53,1,0,130,323,1157,0.4477095937770095,682,1309,0.5210084033613446,217,336,1166,0.5673241852487135,0.2380952380952381
22,2020-02-06-19-high-point,58.1,18,9.1,4,117.3,62.9,22,0.5479999999999999,63,0.4920000000000001,31,0.317,20,0.8,16,13,200,113.3,29.4,10,22,85,,8.0,6,0.302,19,0.368,7,46.4,32,0.586,14.3,12,44,0.545,24,0.435,10,"February 6, 2020",51.7,15,15.9,7,113.3,70.6,24,0.532,62,0.46799999999999997,29,0.46799999999999997,29,0.759,22,16,200,117.3,37.1,13,17,88,,8.0,6,0.29,18,0.444,8,53.6,37,0.581,13.8,12,44,0.47700000000000004,21,0.304,7,"Millis Center, High Point, North Carolina",HAMPTON,Hampton,74.6,Home,HIGH-POINT,High Point,High Point,big-south,22,True,False,True,Home,True,8,21,62,37,69,7,24,63,1,0,139,337,1209,0.4511993382961125,717,1370,0.5233576642335767,223,350,1219,0.5615258408531584,0.2727272727272727
23,2020-02-08-19-high-point,65.4,17,3.8,1,102.9,67.6,23,0.7559999999999999,43,0.605,26,0.7909999999999999,34,0.47100000000000003,16,9,200,119.1,16.7,4,26,81,,5.9,4,0.605,26,0.5,13,46.6,27,0.685,17.2,12,17,0.765,13,0.609,14,"February 8, 2020",75.0,15,17.6,3,119.1,83.3,20,0.48,50,0.4,20,0.68,34,0.647,22,17,200,102.9,32.4,11,28,70,,5.9,4,0.48,24,0.33299999999999996,8,53.4,31,0.529,16.7,13,26,0.462,12,0.292,7,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,67.7,Away,RADFORD,Radford,High Point,big-south,23,False,True,True,Home,False,8,12,50,31,58,13,13,43,0,1,147,358,1271,0.4551534225019669,754,1439,0.5239749826268242,230,374,1282,0.5608424336973479,0.3043478260869565
24,2020-02-10-19-gardner-webb,61.9,13,6.7,2,128.4,52.6,20,0.451,51,0.41200000000000003,21,0.353,18,0.5,9,18,200,82.1,9.1,3,14,55,,10.4,7,0.275,14,0.28600000000000003,4,32.4,23,0.462,15.7,11,37,0.45899999999999996,17,0.28,7,"February 10, 2020",66.7,18,5.4,2,82.1,90.9,30,0.547,64,0.42200000000000004,27,0.313,20,0.8,16,14,200,128.4,47.4,18,15,86,,10.4,7,0.531,34,0.47100000000000003,16,67.6,48,0.585,12.1,10,30,0.3670000000000001,11,0.44,11,"Paul Porter Arena, Boiling Springs, North Carolina",HIGH-POINT,High Point,66.5,Home,GARDNER-WEBB,Gardner-Webb,High Point,big-south,24,False,False,False,Away,False,4,17,51,23,71,16,11,64,0,1,155,370,1321,0.4560938682816049,785,1497,0.5243820975283902,243,387,1325,0.5671698113207547,0.2916666666666667
25,2020-02-13-19-charleston-southern,68.0,17,0.0,0,104.8,70.6,24,0.475,59,0.424,25,0.16899999999999998,10,0.7,7,19,200,100.0,25.7,9,12,63,,9.5,6,0.33899999999999997,20,0.3,6,47.8,33,0.494,11.2,8,39,0.48700000000000004,19,0.26899999999999996,7,"February 13, 2020",50.0,11,10.3,4,100.0,74.3,26,0.48200000000000004,56,0.39299999999999996,22,0.268,15,0.8,12,13,200,104.8,29.4,10,9,66,,7.9,5,0.46399999999999997,26,0.385,10,52.2,36,0.523,13.8,10,30,0.4,12,0.5,13,"CSU Fieldhouse, Charleston, South Carolina",HIGH-POINT,High Point,62.9,Home,CHARLESTON-SOUTHERN,Charleston Southern,High Point,big-south,25,False,False,False,Away,False,6,19,59,33,69,10,12,56,0,1,159,387,1372,0.4559037900874636,808,1568,0.5153061224489796,259,398,1389,0.5662347012239021,0.28
26,2020-02-15-19-high-point,52.4,11,12.1,4,88.6,80.0,24,0.377,61,0.344,21,0.23,14,0.5710000000000001,8,16,200,77.1,27.3,12,26,54,,10.0,7,0.377,23,0.174,4,48.6,36,0.39899999999999997,18.3,15,38,0.447,17,0.40700000000000003,11,"February 15, 2020",50.0,9,13.2,5,77.1,72.7,32,0.435,46,0.391,18,0.652,30,0.733,22,19,200,88.6,20.0,6,19,62,,4.3,3,0.28300000000000003,13,0.308,4,51.4,38,0.515,21.3,16,33,0.424,14,0.29600000000000004,8,"Millis Center, High Point, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,70.5,Home,HIGH-POINT,High Point,High Point,big-south,26,True,False,True,Home,True,4,14,46,38,74,4,17,61,1,0,165,406,1431,0.4566736547868624,841,1637,0.5137446548564447,269,410,1445,0.5629757785467128,0.2692307692307692
27,2020-02-20-19-high-point,56.0,14,4.0,1,126.2,87.5,21,0.57,50,0.5,25,0.38,19,0.684,13,19,200,107.7,25.0,7,24,70,,7.7,5,0.42,21,0.33299999999999996,7,53.8,28,0.593,19.3,14,29,0.621,18,0.321,9,"February 20, 2020",64.0,16,13.8,4,107.7,75.0,21,0.67,44,0.568,25,0.75,33,0.6970000000000001,23,19,200,126.2,12.5,3,15,82,,12.3,8,0.4320000000000001,19,0.474,9,46.2,24,0.687,10.7,7,25,0.64,16,0.321,9,"Millis Center, High Point, North Carolina",PRESBYTERIAN,Presbyterian,64.9,Home,HIGH-POINT,High Point,High Point,big-south,27,True,False,True,Home,True,9,16,44,24,52,7,18,50,1,0,169,420,1477,0.4559918754231551,879,1711,0.5137346580946814,273,427,1506,0.5554448871181938,0.2962962962962963
