,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEVADA-LAS-VEGAS_homegame,NEVADA-LAS-VEGAS_homegame2,NEVADA-LAS-VEGAS_home,NEVADA-LAS-VEGAS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-07-15-nevada-las-vegas,65.5,19,9.1,3,79.4,75.7,28,0.679,53,0.547,29,0.245,13,0.846,11,4,200,131.7,8.0,2,12,83,,7.9,5,0.509,27,0.519,14,48.4,30,0.701,9.3,6,26,0.5770000000000001,15,0.636,7,"December 7, 2019",30.0,6,0.0,0,131.7,92.0,23,0.41200000000000003,57,0.35100000000000003,20,0.14,8,0.375,3,7,200,79.4,24.3,9,15,50,,7.9,5,0.42100000000000004,24,0.292,7,51.6,32,0.41100000000000003,15.4,11,33,0.39399999999999996,13,0.364,4,"Vivint Smart Home Arena, Salt Lake City, Utah",NEVADA-LAS-VEGAS,UNLV,63.0,Away,BRIGHAM-YOUNG,BYU,Nevada-Las Vegas,mwc,10,False,True,True,Home,False,7,13,57,32,62,14,15,53,0,1,81,158,563,0.4964476021314387,352,630,0.5587301587301587,71,168,563,0.4875666074600356,0.4
11,2019-12-18-22-nevada-las-vegas,60.0,15,19.2,5,106.5,66.7,18,0.527,56,0.446,25,0.35700000000000004,20,0.75,15,3,200,119.4,42.4,14,19,74,,9.7,6,0.35700000000000004,20,0.45,9,53.3,32,0.565,12.2,9,36,0.444,16,0.7859999999999999,11,"December 18, 2019",52.4,11,8.3,3,119.4,57.6,19,0.5,48,0.43799999999999994,21,0.45799999999999996,22,0.818,18,8,200,106.5,33.3,9,20,66,,11.3,7,0.45799999999999996,22,0.273,6,46.7,28,0.565,19.5,14,26,0.5770000000000001,15,0.33299999999999996,4,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,62.0,Away,PACIFIC,Pacific,Nevada-Las Vegas,mwc,11,False,True,True,Home,False,6,15,48,28,60,9,16,56,0,1,88,171,620,0.4887096774193549,384,692,0.5549132947976878,85,183,616,0.5040584415584416,0.3636363636363637
12,2019-12-21-15-nevada-las-vegas,91.3,21,2.2,1,132.8,40.7,11,0.606,47,0.489,23,0.34,16,0.75,12,9,200,113.1,25.0,6,24,69,,8.2,5,0.532,25,0.44,11,33.3,17,0.632,16.9,11,22,0.545,12,0.308,4,"December 21, 2019",51.6,16,4.5,1,113.1,75.0,18,0.58,56,0.5539999999999999,31,0.41100000000000003,23,0.696,16,8,200,132.8,59.3,16,18,81,,9.8,6,0.196,11,0.273,3,66.7,34,0.605,14.3,11,45,0.622,28,0.385,5,"Thomas & Mack Center, Las Vegas, Nevada",ROBERT-MORRIS,Robert Morris,60.8,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,12,True,False,True,Home,True,3,28,56,34,51,11,12,47,1,0,94,186,668,0.4895209580838323,412,752,0.5478723404255319,94,199,672,0.5059523809523809,0.3333333333333333
13,2019-12-28-15-nevada-las-vegas,53.3,8,12.2,5,90.1,57.9,22,0.38799999999999996,49,0.306,15,0.408,20,0.55,11,3,200,69.0,18.4,7,19,49,,15.5,11,0.51,25,0.32,8,38.2,29,0.419,24.7,19,24,0.292,7,0.75,9,"December 28, 2019",68.2,15,16.7,4,69.0,81.6,31,0.414,58,0.379,22,0.379,22,0.727,16,8,200,90.1,42.1,16,15,64,,16.9,12,0.293,17,0.235,4,61.8,47,0.467,22.8,20,41,0.439,18,0.429,6,"Thomas & Mack Center, Las Vegas, Nevada",EASTERN-MICHIGAN,Eastern Michigan,71.5,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,13,True,False,True,Home,True,4,18,58,47,76,8,7,49,1,0,97,214,724,0.4965469613259669,446,803,0.5554171855541719,105,211,719,0.5125173852573018,0.38461538461538464
14,2020-01-01-23-nevada-las-vegas,47.1,8,8.1,3,104.5,56.7,17,0.34600000000000003,52,0.327,17,0.40399999999999997,21,0.81,17,3,200,79.1,25.7,9,19,53,,7.5,5,0.365,19,0.105,2,40.0,26,0.428,19.7,15,33,0.455,15,0.812,13,"January 1, 2020",52.0,13,21.2,7,79.1,74.3,26,0.491,56,0.446,25,0.375,21,0.7140000000000001,15,8,200,104.5,43.3,13,21,70,,11.9,8,0.33899999999999997,19,0.263,5,60.0,39,0.531,17.7,14,37,0.541,20,0.467,7,"Thomas & Mack Center, Las Vegas, Nevada",UTAH-STATE,Utah State,67.5,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,14,True,False,True,Home,True,5,20,56,39,65,2,15,52,1,0,101,232,782,0.4904092071611253,493,879,0.5608646188850968,113,218,768,0.5045572916666666,0.42857142857142855
15,2020-01-04-22-nevada-las-vegas,72.2,13,4.0,1,101.4,75.0,21,0.442,52,0.34600000000000003,18,0.365,19,0.684,13,8,200,84.3,16.7,5,22,59,,4.3,3,0.519,27,0.37,10,44.8,26,0.483,22.0,17,25,0.32,8,0.467,7,"January 4, 2020",45.8,11,8.0,2,84.3,83.3,25,0.519,52,0.462,24,0.519,27,0.63,17,8,200,101.4,25.0,7,20,71,,14.3,10,0.519,27,0.222,6,55.2,32,0.5479999999999999,12.3,9,25,0.72,18,0.5,8,"Thomas & Mack Center, Las Vegas, Nevada",AIR-FORCE,Air Force,69.9,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,15,True,False,True,Home,True,6,18,52,32,58,10,8,52,1,0,106,252,838,0.4904534606205251,532,944,0.5635593220338984,115,233,820,0.4945121951219512,0.4666666666666667
16,2020-01-08-21-boise-state,34.8,8,16.1,5,102.8,75.0,21,0.426,61,0.377,23,0.311,19,0.737,14,9,200,93.0,32.4,11,25,66,,11.3,8,0.41,25,0.24,6,51.6,32,0.47100000000000003,15.8,13,36,0.47200000000000003,17,0.47100000000000003,8,"January 8, 2020",47.6,10,2.8,1,93.0,67.6,23,0.5,50,0.42,21,0.62,31,0.742,23,6,200,102.8,25.0,7,17,73,,5.6,4,0.38,19,0.42100000000000004,8,48.4,30,0.564,15.9,12,31,0.419,13,0.647,11,"ExtraMile Arena, Boise, Idaho",NEVADA-LAS-VEGAS,UNLV,70.9,Home,BOISE-STATE,Boise State,Nevada-Las Vegas,mwc,16,False,False,False,Away,False,6,17,61,32,62,8,13,50,0,1,112,270,890,0.4921348314606742,564,1002,0.562874251497006,125,241,872,0.4913990825688073,0.5
17,2020-01-11-19-wyoming,50.0,11,11.1,2,93.2,92.3,36,0.48200000000000004,57,0.386,22,0.579,33,0.6970000000000001,23,9,225,105.4,33.3,11,29,78,,5.4,4,0.561,32,0.344,11,65.3,47,0.537,16.4,14,25,0.44,11,0.5,9,"January 11, 2020",70.6,12,8.0,2,105.4,66.7,22,0.431,51,0.33299999999999996,17,0.745,38,0.6579999999999999,25,13,225,93.2,7.7,3,22,69,,12.2,9,0.647,33,0.303,10,34.7,25,0.5,8.1,6,18,0.389,7,0.278,5,"Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,65.7,Away,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,17,False,False,False,Away,True,11,11,57,47,72,10,7,51,1,0,118,287,951,0.4879074658254469,596,1064,0.5601503759398496,133,254,922,0.4918655097613882,0.4705882352941176
18,2020-01-15-23-nevada-las-vegas,59.3,16,2.8,1,125.6,56.5,13,0.532,63,0.429,27,0.444,28,0.7140000000000001,20,13,200,111.5,16.2,6,17,87,,14.1,11,0.5870000000000001,37,0.35100000000000003,13,31.7,19,0.57,9.6,8,26,0.5379999999999999,14,0.316,6,"January 15, 2020",74.2,23,7.7,2,111.5,83.8,31,0.625,56,0.5539999999999999,31,0.589,33,0.848,28,9,200,125.6,43.5,10,23,98,,6.4,5,0.35700000000000004,20,0.4,8,68.3,41,0.684,18.5,16,36,0.639,23,0.526,10,"Thomas & Mack Center, Las Vegas, Nevada",SAN-JOSE-STATE,San Jose State,78.0,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,18,True,False,True,Home,True,8,23,56,41,60,13,14,63,1,0,129,298,1008,0.4875992063492064,643,1136,0.5660211267605634,143,261,973,0.4886947584789311,0.5
19,2020-01-18-18-nevada-las-vegas,53.8,14,6.1,3,123.8,61.1,22,0.4920000000000001,63,0.413,26,0.349,22,0.727,16,5,200,97.5,21.1,8,16,78,,3.8,3,0.413,26,0.385,10,40.5,30,0.531,17.1,15,37,0.4320000000000001,16,0.75,15,"January 18, 2020",60.5,23,8.1,3,97.5,78.9,30,0.56,75,0.507,38,0.24,18,0.833,15,9,200,123.8,38.9,14,21,99,,12.5,10,0.34700000000000003,26,0.308,8,59.5,44,0.5920000000000001,10.8,10,49,0.612,30,0.55,11,"Thomas & Mack Center, Las Vegas, Nevada",NEW-MEXICO,New Mexico,80.0,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,19,True,False,True,Home,True,8,30,75,44,74,10,16,63,1,0,137,321,1064,0.4948308270676692,684,1196,0.5719063545150501,156,275,1036,0.4913127413127413,0.5263157894736842
20,2020-01-22-23-nevada,43.5,10,3.1,1,121.1,75.8,25,0.414,64,0.359,23,0.391,25,0.76,19,10,200,101.4,40.0,14,23,72,,2.8,2,0.391,25,0.28,7,57.4,39,0.474,13.8,12,39,0.41,16,0.524,11,"January 22, 2020",64.0,16,15.4,6,101.4,60.0,21,0.526,58,0.431,25,0.5,29,0.862,25,8,200,121.1,24.2,8,19,86,,11.3,8,0.44799999999999995,26,0.423,11,42.6,29,0.599,6.6,5,32,0.43799999999999994,14,0.6,12,"Lawlor Events Center, Reno, Nevada",NEVADA-LAS-VEGAS,UNLV,71.3,Home,NEVADA,Nevada,Nevada-Las Vegas,mwc,20,False,False,False,Away,False,7,16,64,39,68,11,14,58,0,1,145,351,1139,0.4991220368744513,728,1270,0.573228346456693,166,291,1099,0.4913557779799818,0.55
21,2020-01-26-16-nevada-las-vegas,56.5,13,3.4,1,103.1,75.0,24,0.48200000000000004,55,0.418,23,0.382,21,0.857,18,0,200,109.2,15.2,5,18,71,4.0,10.8,7,0.455,25,0.28,7,44.6,29,0.546,8.5,6,30,0.5329999999999999,16,1.0,21,"January 26, 2020",41.7,10,3.3,1,109.2,84.8,28,0.509,55,0.436,24,0.309,17,0.647,11,11,200,103.1,25.0,8,21,67,,4.6,3,0.473,26,0.308,8,55.4,36,0.531,12.6,9,29,0.552,16,0.5,11,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,65.0,Away,SAN-DIEGO-STATE,San Diego State,Nevada-Las Vegas,mwc,21,False,True,True,Home,False,8,16,55,36,65,7,16,55,0,1,152,367,1203,0.4945968412302577,767,1338,0.5732436472346786,177,305,1157,0.49308556611927395,0.5238095238095238
22,2020-02-01-16-colorado-state,41.4,12,8.6,3,131.9,72.0,18,0.493,69,0.42,29,0.188,13,0.6920000000000001,9,12,200,106.9,32.5,13,25,77,,9.7,7,0.46399999999999997,32,0.313,10,47.7,31,0.512,13.8,12,37,0.514,19,0.478,11,"February 1, 2020",68.8,22,5.4,2,106.9,67.5,27,0.721,52,0.615,32,0.5379999999999999,28,0.7140000000000001,20,8,200,131.9,28.0,7,14,95,,6.9,5,0.327,17,0.647,11,52.3,34,0.727,14.6,11,35,0.6,21,0.667,16,"Moby Arena, Fort Collins, Colorado",NEVADA-LAS-VEGAS,UNLV,71.7,Home,COLORADO-STATE,Colorado State,Nevada-Las Vegas,mwc,22,False,False,False,Away,False,10,19,69,31,65,11,21,52,0,1,160,383,1258,0.4952305246422893,803,1403,0.5723449750534568,184,321,1212,0.4925742574257426,0.5
23,2020-02-05-22-utah-state,35.0,7,6.3,2,103.0,80.0,20,0.423,52,0.385,20,0.25,13,0.769,10,13,200,80.6,10.0,3,18,54,,14.9,10,0.28800000000000003,15,0.267,4,41.8,23,0.46399999999999997,19.5,14,37,0.4320000000000001,16,0.45799999999999996,11,"February 5, 2020",79.2,19,5.4,2,80.6,90.0,27,0.563,48,0.5,24,0.41700000000000004,20,0.75,15,7,200,103.0,20.0,5,14,69,,13.4,9,0.33299999999999996,16,0.375,6,58.2,32,0.6,17.4,12,32,0.563,18,0.72,18,"Dee Glen Smith Spectrum, Logan, Utah",NEVADA-LAS-VEGAS,UNLV,66.8,Home,UTAH-STATE,Utah State,Nevada-Las Vegas,mwc,23,False,False,False,Away,False,4,16,52,23,55,6,18,48,0,1,170,402,1327,0.4951017332328561,834,1468,0.5681198910081744,195,342,1264,0.5019778481012658,0.4782608695652174
24,2020-02-08-20-nevada-las-vegas,47.8,11,8.8,3,98.6,77.4,24,0.52,51,0.451,23,0.373,19,0.737,14,16,200,97.1,7.1,2,15,67,,4.3,3,0.451,23,0.304,7,44.1,26,0.5579999999999999,18.0,13,28,0.5710000000000001,16,0.33299999999999996,8,"February 8, 2020",56.5,13,7.1,2,97.1,92.9,26,0.466,58,0.397,23,0.293,17,0.8240000000000001,14,13,200,98.6,22.6,7,17,68,,10.1,7,0.414,24,0.33299999999999996,8,55.9,33,0.515,9.7,7,34,0.441,15,0.48,12,"Thomas & Mack Center, Las Vegas, Nevada",FRESNO-STATE,Fresno State,68.6,Home,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,24,True,False,True,Home,True,8,15,58,33,59,7,16,51,1,0,174,418,1379,0.4923857868020304,857,1523,0.5627051871306632,201,360,1312,0.5041920731707317,0.4583333333333333
25,2020-02-12-22-nevada-las-vegas,58.6,17,14.3,6,96.3,69.2,36,0.4920000000000001,65,0.446,29,0.431,28,0.643,18,10,225,100.0,29.7,11,26,82,,2.4,2,0.385,25,0.24,6,52.8,47,0.524,14.4,13,40,0.575,23,0.615,16,"February 12, 2020",41.4,12,12.5,5,100.0,70.3,26,0.414,81,0.358,29,0.309,25,0.48,12,14,225,96.3,30.8,16,22,79,,7.3,6,0.48100000000000004,39,0.231,9,47.2,42,0.425,7.1,7,42,0.47600000000000003,20,0.462,12,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,73.0,Away,NEVADA,Nevada,Nevada-Las Vegas,mwc,25,False,True,True,Home,False,9,20,81,42,89,6,23,65,0,1,182,433,1437,0.4913013221990257,890,1582,0.5625790139064475,208,376,1363,0.5047688921496698,0.48
