,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MCNEESE-STATE_homegame,MCNEESE-STATE_homegame2,MCNEESE-STATE_home,MCNEESE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-20-mcneese-state,40.0,10,12.1,4,143.4,64.0,16,0.414,70,0.35700000000000004,25,0.171,12,0.75,9,0,200,88.2,26.2,11,14,67,,5.3,4,0.457,32,0.25,8,40.3,27,0.44299999999999995,15.7,14,38,0.447,17,0.0,0,"December 18, 2019",61.0,25,15.8,6,88.2,73.8,31,0.743,68,0.603,41,0.162,11,0.727,8,6,200,143.4,36.0,9,10,109,,7.9,6,0.515,35,0.5429999999999999,19,59.7,40,0.7440000000000001,12.1,10,33,0.667,22,0.455,5,"H&HP Complex, Lake Charles, Louisiana","Paul Quinn
			","Paul Quinn
			",76.5,Home,MCNEESE-STATE,McNeese State,McNeese State,southland,10,True,False,True,Home,True,19,22,68,40,67,8,17,70,1,0,89,204,564,0.5984042553191489,319,609,0.5238095238095238,88,166,596,0.5,0.4
11,2019-12-21-16-mcneese-state,56.7,17,0.0,0,98.6,76.5,26,0.589,56,0.536,30,0.375,21,0.7140000000000001,15,2,200,109.5,34.5,10,29,81,,5.4,4,0.25,14,0.429,6,57.1,36,0.614,20.7,17,42,0.5710000000000001,24,0.833,10,"December 21, 2019",59.1,13,11.9,5,109.5,65.5,19,0.531,49,0.449,22,0.735,36,0.583,21,7,200,98.6,23.5,8,19,73,,10.8,8,0.38799999999999996,19,0.42100000000000004,8,42.9,27,0.552,19.8,16,30,0.467,14,0.41700000000000004,5,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,73.5,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,McNeese State,southland,11,False,True,True,Home,False,8,14,49,27,63,6,24,56,0,1,108,226,632,0.6139240506329114,359,676,0.5310650887573964,96,183,666,0.490990990990991,0.4545454545454545
12,2020-01-02-19-mcneese-state,55.6,20,11.5,3,100.0,66.7,16,0.69,63,0.5710000000000001,36,0.159,10,0.7,7,4,200,125.3,17.9,5,19,94,,16.0,12,0.444,28,0.536,15,40.4,21,0.6940000000000001,16.2,13,35,0.6,21,0.7140000000000001,10,"January 2, 2020",52.0,13,8.6,3,125.3,82.1,23,0.5589999999999999,51,0.49,25,0.451,23,0.7829999999999999,18,8,200,100.0,33.3,8,11,75,,10.7,8,0.49,25,0.28,7,59.6,31,0.606,25.6,21,26,0.6920000000000001,18,0.385,5,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,75.3,Away,SAM-HOUSTON-STATE,Sam Houston State,McNeese State,southland,12,False,True,True,Home,False,7,18,51,31,52,15,21,63,0,1,116,240,681,0.6079295154185022,386,739,0.5223274695534507,102,207,722,0.4986149584487535,0.4166666666666667
13,2020-01-04-16-central-arkansas,56.0,14,6.9,2,103.9,80.0,20,0.4920000000000001,60,0.41700000000000004,25,0.217,13,0.769,10,9,200,90.8,33.3,11,18,69,,11.8,9,0.4,24,0.375,9,53.4,31,0.521,24.2,21,36,0.444,16,0.35700000000000004,5,"January 4, 2020",76.9,20,22.2,8,90.8,66.7,22,0.611,54,0.48100000000000004,26,0.315,17,0.765,13,11,200,103.9,20.0,5,19,79,,15.8,12,0.46299999999999997,25,0.56,14,46.6,27,0.636,23.6,19,29,0.414,12,0.267,4,"Jeff Farris Center, Conway, Arkansas",MCNEESE-STATE,McNeese State,76.1,Home,CENTRAL-ARKANSAS,Central Arkansas,McNeese State,southland,13,False,False,False,Away,False,9,16,60,31,58,14,12,54,0,1,123,258,732,0.6045081967213115,417,791,0.5271807838179521,117,228,785,0.5140127388535032,0.38461538461538464
14,2020-01-08-20-abilene-christian,27.6,8,19.0,8,106.3,80.0,24,0.674,46,0.63,29,0.63,29,0.897,26,9,200,111.4,31.3,5,27,88,,11.4,9,0.261,12,0.33299999999999996,4,63.0,29,0.736,26.3,21,34,0.735,25,0.4,6,"January 8, 2020",51.7,15,5.9,2,111.4,68.8,11,0.508,63,0.46,29,0.365,23,0.87,20,7,200,106.3,20.0,6,28,84,,6.3,5,0.33299999999999996,21,0.28600000000000003,6,37.0,17,0.568,16.1,14,42,0.5479999999999999,23,0.5329999999999999,8,"Moody Coliseum , Abilene, Texas",ABILENE-CHRISTIAN,Abilene Christian,78.9,Away,MCNEESE-STATE,McNeese State,McNeese State,southland,14,False,False,False,Away,True,4,25,46,29,46,6,23,63,1,0,132,274,792,0.5959595959595959,448,849,0.5276796230859835,131,240,839,0.5202622169249106,0.35714285714285715
15,2020-01-11-16-mcneese-state,68.0,17,4.3,2,119.7,61.5,24,0.526,57,0.439,25,0.368,21,0.762,16,9,200,107.0,27.3,9,20,76,,2.8,2,0.509,29,0.345,10,45.8,33,0.5670000000000001,17.4,14,28,0.536,15,0.4,6,"January 11, 2020",64.5,20,7.1,2,107.0,72.7,24,0.522,68,0.456,31,0.294,20,0.7,14,9,200,119.7,38.5,15,18,85,,9.9,7,0.324,22,0.409,9,54.2,39,0.5479999999999999,8.4,7,46,0.478,22,0.43799999999999994,7,"H&HP Complex, Lake Charles, Louisiana",NORTHWESTERN-STATE,Northwestern State,70.7,Home,MCNEESE-STATE,McNeese State,McNeese State,southland,15,True,False,True,Home,True,9,22,68,39,72,10,15,57,1,0,136,299,838,0.6002386634844868,477,895,0.5329608938547487,137,263,902,0.5194013303769401,0.4
16,2020-01-15-19-mcneese-state,45.5,10,3.1,1,120.0,63.3,19,0.43799999999999994,56,0.39299999999999996,22,0.14300000000000002,8,0.875,7,12,200,93.3,33.3,11,13,56,,10.0,6,0.375,21,0.23800000000000002,5,47.6,30,0.46799999999999997,15.6,11,35,0.486,17,0.25,4,"January 15, 2020",66.7,18,20.0,7,93.3,66.7,22,0.5710000000000001,56,0.48200000000000004,27,0.161,9,0.889,8,9,200,120.0,36.7,11,16,72,,10.0,6,0.429,24,0.41700000000000004,10,52.4,33,0.597,15.5,11,32,0.531,17,0.47100000000000003,8,"H&HP Complex, Lake Charles, Louisiana",INCARNATE-WORD,Incarnate Word,60.0,Home,MCNEESE-STATE,McNeese State,McNeese State,southland,16,True,False,True,Home,True,10,17,56,33,63,5,17,56,1,0,145,321,906,0.5943708609271523,516,967,0.5336091003102379,147,278,959,0.5198123044838373,0.4375
17,2020-01-18-19-new-orleans,59.3,16,10.3,4,78.8,80.0,24,0.564,55,0.491,27,0.127,7,0.429,3,9,200,98.5,22.2,6,12,65,,6.1,4,0.345,19,0.42100000000000004,8,52.6,30,0.557,17.1,12,36,0.528,19,0.5,9,"January 18, 2020",54.5,12,2.8,1,98.5,77.8,21,0.4,60,0.3670000000000001,22,0.083,5,0.8,4,12,200,78.8,20.0,6,10,52,,7.6,5,0.35,21,0.19,4,47.4,27,0.41700000000000004,15.0,11,39,0.462,18,0.33299999999999996,6,"Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,65.9,Away,MCNEESE-STATE,McNeese State,McNeese State,southland,17,False,False,False,Away,True,8,19,55,30,57,4,18,60,1,0,155,338,962,0.593035343035343,549,1030,0.5330097087378641,152,295,1015,0.5152709359605911,0.4705882352941176
18,2020-01-22-20-southeastern-louisiana,61.5,16,12.8,5,81.3,74.3,26,0.602,49,0.531,26,0.429,21,0.857,18,9,200,102.7,32.0,8,17,77,,5.3,4,0.34700000000000003,17,0.41200000000000003,7,56.7,34,0.653,26.5,21,32,0.594,19,0.526,10,"January 22, 2020",54.5,12,3.1,1,102.7,68.0,17,0.425,60,0.3670000000000001,22,0.25,15,0.667,10,14,200,81.3,25.7,9,19,61,,13.3,10,0.35,21,0.33299999999999996,7,43.3,26,0.45399999999999996,22.2,19,39,0.385,15,0.263,5,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,74.6,Away,MCNEESE-STATE,McNeese State,McNeese State,southland,18,False,False,False,Away,True,7,19,49,34,60,7,15,60,1,0,163,357,1017,0.5914454277286135,579,1087,0.5326586936522539,156,313,1075,0.5088372093023256,0.5
19,2020-01-25-16-mcneese-state,37.5,12,5.0,2,125.9,79.3,23,0.439,82,0.39,32,0.305,25,0.68,17,16,200,109.9,43.1,22,22,89,,6.2,5,0.305,25,0.32,8,56.3,45,0.474,9.7,10,57,0.42100000000000004,24,0.059000000000000004,1,"January 25, 2020",74.3,26,5.3,3,109.9,56.9,29,0.6579999999999999,60,0.583,35,0.55,33,0.6970000000000001,23,9,200,125.9,20.7,6,19,102,,9.9,8,0.33299999999999996,20,0.45,9,43.8,35,0.674,12.9,11,40,0.65,26,0.55,11,"H&HP Complex, Lake Charles, Louisiana",HOUSTON-BAPTIST,Houston Baptist,81.3,Home,MCNEESE-STATE,McNeese State,McNeese State,southland,19,True,False,True,Home,True,9,26,60,35,80,8,24,82,1,0,170,376,1066,0.5919324577861164,613,1147,0.5344376634699215,163,328,1135,0.5044052863436124,0.5263157894736842
20,2020-01-29-19-mcneese-state,41.4,12,4.8,2,106.7,55.0,22,0.442,77,0.377,29,0.10400000000000001,8,0.75,6,8,225,98.7,31.8,14,21,74,,14.7,11,0.41600000000000004,32,0.313,10,42.9,36,0.45799999999999996,12.0,11,45,0.42200000000000004,19,0.636,14,"January 29, 2020",51.6,16,8.9,4,98.7,68.2,30,0.545,66,0.47,31,0.22699999999999998,15,0.5329999999999999,8,9,225,106.7,45.0,18,13,80,,6.7,5,0.364,24,0.41700000000000004,10,57.1,48,0.547,19.9,18,42,0.5,21,0.5710000000000001,12,"H&HP Complex, Lake Charles, Louisiana",NICHOLLS-STATE,Nicholls State,67.1,Home,MCNEESE-STATE,McNeese State,McNeese State,southland,20,True,False,True,Home,True,10,21,66,48,84,10,19,77,1,0,179,402,1126,0.5954706927175843,648,1227,0.5281173594132029,171,352,1217,0.5,0.55
21,2020-02-01-16-mcneese-state,51.5,17,2.1,1,113.8,58.3,21,0.615,65,0.508,33,0.308,20,0.8,16,11,200,120.0,21.9,7,21,96,,10.0,8,0.4920000000000001,32,0.43799999999999994,14,41.2,28,0.644,15.0,13,33,0.5760000000000001,19,0.5,11,"February 1, 2020",39.4,13,9.1,3,120.0,78.1,25,0.536,70,0.47100000000000003,33,0.28600000000000003,20,0.8,16,10,200,113.8,41.7,15,21,91,,10.0,8,0.32899999999999996,23,0.391,9,58.8,40,0.5720000000000001,16.0,15,47,0.511,24,0.545,12,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,80.0,Away,LAMAR,Lamar,McNeese State,southland,21,False,True,True,Home,False,9,24,70,40,68,14,19,65,0,1,189,423,1192,0.5927013422818792,696,1311,0.5308924485125858,181,371,1294,0.4965224111282844,0.5714285714285714
22,2020-02-05-20-texas-am-corpus-christi,59.1,13,8.0,2,104.5,71.4,20,0.5,49,0.449,22,0.38799999999999996,19,0.684,13,11,200,93.9,33.3,9,21,62,,10.6,7,0.34700000000000003,17,0.294,5,52.7,29,0.534,21.8,16,32,0.531,17,0.522,12,"February 5, 2020",57.1,12,18.8,6,93.9,66.7,18,0.532,47,0.447,21,0.5529999999999999,26,0.731,19,14,200,104.5,28.6,8,19,69,,12.1,8,0.46799999999999997,22,0.364,8,47.3,26,0.581,20.4,15,25,0.52,13,0.41700000000000004,10,"Dugan Wellness Center, Corpus Christi, Texas",MCNEESE-STATE,McNeese State,65.7,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,McNeese State,southland,22,False,False,False,Away,False,5,17,49,29,55,8,13,47,0,1,198,447,1262,0.589540412044374,736,1379,0.5337200870195794,195,390,1359,0.5022075055187638,0.5454545454545454
23,2020-02-08-16-mcneese-state,72.4,21,7.3,3,96.2,82.9,34,0.507,70,0.414,29,0.257,18,0.611,11,16,225,103.8,20.5,9,19,82,,2.5,2,0.5429999999999999,38,0.342,13,50.6,43,0.522,10.4,9,32,0.5,16,0.33299999999999996,8,"February 8, 2020",69.2,18,6.3,2,103.8,79.5,35,0.446,65,0.4,26,0.354,23,0.7829999999999999,18,12,225,96.2,17.1,7,18,76,,7.6,6,0.369,24,0.25,6,49.4,42,0.5,11.7,10,41,0.488,20,0.5,12,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,70.0,Away,CENTRAL-ARKANSAS,Central Arkansas,McNeese State,southland,23,False,True,True,Home,False,6,20,65,42,85,13,16,70,0,1,203,464,1311,0.5861937452326468,765,1434,0.5334728033472803,203,403,1406,0.5032005689900427,0.5217391304347826
24,2020-02-15-16-northwestern-state,58.1,18,2.6,1,121.7,76.9,20,0.507,71,0.4370000000000001,31,0.127,9,0.778,7,13,200,114.5,47.4,18,20,79,,7.2,5,0.324,23,0.435,10,59.4,38,0.525,13.8,12,48,0.43799999999999994,21,0.48,12,"February 15, 2020",44.8,13,14.6,7,114.5,52.6,20,0.598,56,0.518,29,0.35700000000000004,20,0.85,17,12,200,121.7,23.1,6,13,84,,4.3,3,0.304,17,0.529,9,40.6,26,0.6409999999999999,13.4,10,39,0.513,20,0.5,12,"Prather Coliseum, Natchitoches, Louisiana",MCNEESE-STATE,McNeese State,69.4,Home,NORTHWESTERN-STATE,Northwestern State,McNeese State,southland,24,False,False,False,Away,False,10,21,71,38,64,9,20,56,0,1,209,484,1376,0.579578488372093,807,1519,0.5312705727452272,216,419,1476,0.5033875338753387,0.5
25,2020-02-19-20-incarnate-word,83.3,15,6.5,2,100.0,66.7,26,0.444,45,0.4,18,0.489,22,0.8640000000000001,19,14,200,90.8,24.1,7,10,59,,7.7,5,0.244,11,0.364,4,48.5,33,0.532,23.7,17,34,0.41200000000000003,14,0.462,12,"February 19, 2020",69.6,16,17.6,6,90.8,75.9,22,0.46,63,0.365,23,0.159,10,0.7,7,17,200,100.0,33.3,13,15,65,,12.3,8,0.508,32,0.375,12,51.5,35,0.48,12.9,10,31,0.355,11,0.34600000000000003,9,"McDermott Center, San Antonio, Texas",MCNEESE-STATE,McNeese State,65.1,Home,INCARNATE-WORD,Incarnate Word,McNeese State,southland,25,False,False,False,Away,False,4,14,45,33,68,12,11,63,0,1,219,505,1447,0.5760193503800968,845,1583,0.5337965887555275,225,439,1532,0.5068537859007833,0.48
26,2020-02-22-16-mcneese-state,57.1,16,3.4,1,108.5,80.8,21,0.517,59,0.475,28,0.508,30,0.7,21,18,200,115.5,28.1,9,26,82,,9.9,7,0.203,12,0.41700000000000004,5,51.7,30,0.56,12.2,10,47,0.489,23,0.308,8,"February 22, 2020",52.0,13,12.8,6,115.5,71.9,23,0.622,45,0.556,25,0.711,32,0.6559999999999999,21,15,200,108.5,19.2,5,26,77,,5.6,4,0.35600000000000004,16,0.375,6,48.3,28,0.64,18.0,13,29,0.655,19,0.444,12,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,71.2,Away,NEW-ORLEANS,New Orleans,McNeese State,southland,26,False,True,True,Home,False,6,19,45,28,58,5,23,59,0,1,223,519,1492,0.5720509383378016,878,1651,0.5317989097516657,237,450,1595,0.5050156739811912,0.4615384615384616
