,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CLEVELAND-STATE_homegame,CLEVELAND-STATE_homegame2,CLEVELAND-STATE_home,CLEVELAND-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-16-bowling-green-state,33.3,8,7.9,3,100.0,71.4,20,0.48,51,0.47100000000000003,24,0.392,20,0.45,9,7,200,80.6,35.7,10,17,58,,13.9,10,0.098,5,0.2,1,53.6,30,0.479,26.9,22,46,0.5,23,0.364,4,"December 15, 2019",59.3,16,8.7,4,80.6,64.3,18,0.545,56,0.48200000000000004,27,0.268,15,0.733,11,2,200,100.0,28.6,8,19,72,,11.1,8,0.321,18,0.389,7,46.4,26,0.57,20.4,16,38,0.526,20,0.8,8,"Stroh Center, Bowling Green, Ohio",CLEVELAND-STATE,Cleveland State,71.8,Home,BOWLING-GREEN-STATE,Bowling Green State,Cleveland State,horizon,10,False,False,False,Away,False,1,23,51,30,56,7,20,56,0,1,44,166,548,0.4233576642335766,332,695,0.4776978417266187,77,162,582,0.4768041237113402,0.4
11,2019-12-18-19-cleveland-state,59.1,13,12.2,5,79.3,64.5,20,0.522,45,0.489,22,0.778,35,0.743,26,1,200,89.0,22.7,5,21,73,,13.4,11,0.311,14,0.214,3,47.2,25,0.5920000000000001,29.3,25,31,0.613,19,0.917,11,"December 18, 2019",41.7,10,6.5,2,89.0,77.3,17,0.491,53,0.45299999999999996,24,0.434,23,0.565,13,8,200,79.3,35.5,11,24,65,,18.3,15,0.226,12,0.33299999999999996,4,52.8,28,0.508,31.5,29,41,0.488,20,0.33299999999999996,4,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,81.8,Away,DEPAUL,DePaul,Cleveland State,horizon,11,False,True,True,Home,False,4,20,53,28,53,3,19,45,0,1,45,189,599,0.4282136894824708,362,751,0.4820239680426098,84,182,638,0.4827586206896552,0.3636363636363637
12,2019-12-21-16-east-tennessee-state,55.0,11,2.6,1,115.9,60.6,20,0.38,54,0.37,20,0.33299999999999996,18,0.778,14,9,200,79.7,33.3,11,21,55,,8.7,6,0.14800000000000002,8,0.125,1,47.0,31,0.44,23.5,19,46,0.413,19,0.308,4,"December 21, 2019",61.5,16,10.9,5,79.7,66.7,22,0.5,57,0.456,26,0.526,30,0.767,23,2,200,115.9,39.4,13,17,80,,10.1,7,0.33299999999999996,19,0.263,5,53.0,35,0.561,12.5,10,38,0.5529999999999999,21,0.846,11,"Freedom Hall Civic Center, Johnson City, Tennessee",CLEVELAND-STATE,Cleveland State,69.4,Home,EAST-TENNESSEE-STATE,ETSU,Cleveland State,horizon,12,False,False,False,Away,False,1,19,54,31,66,5,21,57,0,1,49,209,652,0.43328220858895705,390,804,0.4850746268656717,87,201,683,0.4853587115666178,0.3333333333333333
13,2019-12-28-16-illinois-chicago,63.0,17,3.2,1,109.2,56.5,13,0.5,55,0.491,27,0.345,19,0.579,11,10,200,101.5,18.8,6,17,66,,15.4,10,0.16399999999999998,9,0.111,1,34.5,19,0.515,12.4,9,46,0.565,26,0.28600000000000003,4,"December 28, 2019",53.6,15,13.0,6,101.5,81.3,26,0.653,49,0.5710000000000001,28,0.265,13,0.5379999999999999,7,8,200,109.2,43.5,10,18,71,,12.3,8,0.3670000000000001,18,0.444,8,65.5,36,0.643,23.7,17,31,0.645,20,0.429,6,"UIC Pavilion, Chicago, Illinois",CLEVELAND-STATE,Cleveland State,64.6,Home,ILLINOIS-CHICAGO,UIC,Cleveland State,horizon,13,False,False,False,Away,False,1,26,55,19,55,8,20,49,0,1,50,228,706,0.4291784702549575,421,870,0.4839080459770115,92,222,740,0.4864864864864865,0.3076923076923077
14,2019-12-30-19-iupui,48.4,15,3.2,1,112.7,60.0,15,0.595,58,0.534,31,0.276,16,0.813,13,10,200,115.5,30.4,7,20,82,,11.3,8,0.22399999999999998,13,0.5379999999999999,7,45.8,22,0.625,17.7,14,45,0.5329999999999999,24,0.33299999999999996,5,"December 30, 2019",75.0,21,6.7,3,115.5,69.6,16,0.602,54,0.519,28,0.33299999999999996,18,0.833,15,11,200,112.7,40.0,10,17,80,,12.7,9,0.426,23,0.391,9,54.2,26,0.639,20.5,16,31,0.613,19,0.267,4,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,70.6,Away,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,14,False,False,False,Away,True,7,24,58,22,48,9,19,54,1,0,51,254,761,0.4342969776609724,440,925,0.4756756756756757,100,242,789,0.4968314321926489,0.2857142857142857
15,2020-01-04-15-cleveland-state,60.0,15,10.0,5,126.2,53.8,14,0.535,57,0.439,25,0.298,17,0.765,13,7,200,113.8,35.5,11,19,74,,3.1,2,0.368,21,0.524,11,43.9,25,0.569,14.6,11,36,0.389,14,0.562,9,"January 4, 2020",58.6,17,8.3,3,113.8,64.5,20,0.555,55,0.527,29,0.509,28,0.75,21,10,200,126.2,46.2,12,15,82,,9.2,6,0.091,5,0.6,3,56.1,32,0.6,10.6,8,50,0.52,26,0.375,6,"Wolstein Center, Cleveland, Ohio",YOUNGSTOWN-STATE,Youngstown State,64.7,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,15,True,False,True,Home,True,3,26,55,32,57,11,14,57,1,0,58,278,819,0.4456654456654457,462,973,0.4748201438848921,109,261,843,0.5035587188612101,0.3333333333333333
16,2020-01-09-19-cleveland-state,40.0,8,10.0,4,94.1,81.3,26,0.371,66,0.303,20,0.182,12,0.833,10,14,200,86.8,31.8,14,18,59,,8.8,6,0.515,34,0.265,9,52.6,40,0.41100000000000003,14.4,12,32,0.344,11,0.17600000000000002,3,"January 9, 2020",43.5,10,18.8,6,86.8,68.2,30,0.5,51,0.451,23,0.451,23,0.565,13,10,200,94.1,18.8,6,16,64,,8.8,6,0.21600000000000005,11,0.455,5,47.4,36,0.517,14.1,10,40,0.45,18,0.41200000000000003,7,"Wolstein Center, Cleveland, Ohio",DETROIT-MERCY,Detroit,67.8,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,16,True,False,True,Home,True,5,18,51,36,76,9,11,66,1,0,61,304,874,0.4525171624713959,494,1030,0.4796116504854369,120,275,900,0.5055555555555555,0.375
17,2020-01-11-15-cleveland-state,66.7,12,8.6,3,87.3,68.8,22,0.568,37,0.486,18,1.0,37,0.703,26,11,200,107.9,31.8,7,23,68,,12.7,8,0.37799999999999995,14,0.429,6,53.7,29,0.623,23.1,16,23,0.522,12,0.389,7,"January 11, 2020",27.8,5,4.3,1,107.9,68.2,15,0.413,46,0.391,18,0.5870000000000001,27,0.63,17,11,200,87.3,31.3,10,28,55,,14.3,9,0.239,11,0.182,2,46.3,25,0.467,19.5,14,35,0.457,16,0.389,7,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,63.2,Away,OAKLAND,Oakland,Cleveland State,horizon,17,False,True,True,Home,False,2,16,46,25,54,6,12,37,0,1,66,322,925,0.4551351351351352,530,1106,0.4792043399638337,129,286,966,0.4963768115942029,0.4117647058823529
18,2020-01-16-19-wright-state,34.8,8,4.7,2,104.2,64.1,25,0.408,60,0.38299999999999995,23,0.38299999999999995,23,0.565,13,12,200,86.1,41.0,16,20,62,,9.7,7,0.15,9,0.33299999999999996,3,52.6,41,0.4370000000000001,17.6,15,51,0.392,20,0.368,7,"January 16, 2020",63.0,17,11.8,6,86.1,59.0,23,0.4920000000000001,63,0.429,27,0.381,24,0.542,13,4,200,104.2,35.9,14,22,75,,8.3,6,0.317,20,0.4,8,47.4,37,0.504,16.0,14,43,0.442,19,0.8,16,"Ervin J. Nutter Center, Dayton, Ohio",CLEVELAND-STATE,Cleveland State,72.2,Home,WRIGHT-STATE,Wright State,Cleveland State,horizon,18,False,False,False,Away,False,3,20,60,41,78,8,19,63,0,1,68,338,971,0.4531410916580845,555,1160,0.478448275862069,135,298,1003,0.4990029910269193,0.3888888888888889
19,2020-01-18-19-northern-kentucky,56.3,9,6.1,2,115.4,62.1,18,0.314,51,0.314,16,0.51,26,0.654,17,13,200,75.4,37.1,13,20,49,,7.7,5,0.098,5,0.0,0,48.4,31,0.387,17.2,13,46,0.348,16,0.35,7,"January 18, 2020",56.5,13,6.5,3,75.4,62.9,22,0.465,57,0.40399999999999997,23,0.439,25,0.88,22,6,200,115.4,37.9,11,19,75,,12.3,8,0.42100000000000004,24,0.292,7,51.6,33,0.544,11.7,9,33,0.485,16,0.7,14,"Bank of Kentucky Center, Highland Heights, Kentucky",CLEVELAND-STATE,Cleveland State,65.1,Home,NORTHERN-KENTUCKY,Northern Kentucky,Cleveland State,horizon,19,False,False,False,Away,False,0,16,51,31,64,7,16,57,0,1,71,358,1031,0.450533462657614,596,1238,0.481421647819063,143,317,1066,0.4985928705440901,0.3684210526315789
20,2020-01-23-19-cleveland-state,55.6,15,11.9,5,101.4,67.9,19,0.5529999999999999,57,0.474,27,0.33299999999999996,19,0.789,15,11,200,106.8,28.6,8,24,78,,8.2,6,0.368,21,0.429,9,48.2,27,0.591,17.6,14,36,0.5,18,0.47600000000000003,10,"January 23, 2020",45.5,10,11.1,4,106.8,71.4,20,0.435,54,0.40700000000000003,22,0.537,29,0.9309999999999999,27,14,200,101.4,32.1,9,18,74,,6.8,5,0.222,12,0.25,3,51.8,29,0.546,19.3,16,42,0.452,19,0.33299999999999996,7,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,73.4,Away,GREEN-BAY,Green Bay,Cleveland State,horizon,20,False,True,True,Home,False,3,19,54,29,56,9,18,57,0,1,71,374,1082,0.44408502772643255,627,1302,0.4815668202764977,150,333,1123,0.4968833481745325,0.35
21,2020-01-25-15-cleveland-state,66.7,10,5.4,2,98.6,72.0,18,0.28800000000000003,59,0.254,15,0.33899999999999997,20,0.95,19,11,200,74.6,22.5,9,27,53,,14.1,10,0.35600000000000004,21,0.19,4,41.5,27,0.387,17.1,14,38,0.289,11,0.47600000000000003,10,"January 25, 2020",43.5,10,10.5,4,74.6,77.5,31,0.5670000000000001,45,0.511,23,0.622,28,0.679,19,14,200,98.6,28.0,7,20,70,,11.3,8,0.17800000000000002,8,0.625,5,58.5,38,0.6,23.9,18,37,0.486,18,0.364,8,"Wolstein Center, Cleveland, Ohio",MILWAUKEE,Milwaukee,71.4,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,21,True,False,True,Home,True,5,18,45,38,65,4,11,59,1,0,74,393,1136,0.4436619718309859,656,1358,0.4830633284241532,159,351,1180,0.4995762711864407,0.3333333333333333
22,2020-01-30-19-cleveland-state,75.0,15,7.8,4,98.6,51.4,18,0.4270000000000001,55,0.364,20,0.436,24,0.625,15,17,200,84.9,31.6,12,20,62,,9.6,7,0.436,24,0.292,7,41.1,30,0.467,21.5,18,31,0.419,13,0.261,6,"January 30, 2020",56.5,13,12.9,4,84.9,68.4,26,0.418,61,0.377,23,0.41,25,0.84,21,14,200,98.6,48.6,17,19,72,,17.8,13,0.16399999999999998,10,0.5,5,58.9,43,0.494,19.1,17,51,0.353,18,0.391,9,"Wolstein Center, Cleveland, Ohio",IUPUI,IUPUI,72.6,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,22,True,False,True,Home,True,5,18,61,43,73,7,13,55,1,0,79,411,1181,0.4483488569009314,694,1423,0.4877020379479972,163,362,1239,0.4895076674737692,0.3636363636363637
23,2020-02-01-15-cleveland-state,43.5,10,15.2,5,95.4,78.1,25,0.531,48,0.479,23,0.396,19,0.684,13,13,200,98.5,39.3,11,23,64,,4.6,3,0.20800000000000002,10,0.5,5,60.0,36,0.561,26.2,20,38,0.474,18,0.45799999999999996,11,"February 1, 2020",66.7,12,7.9,3,98.5,60.7,17,0.433,45,0.4,18,0.7559999999999999,34,0.6759999999999999,23,15,200,95.4,21.9,7,17,62,,15.4,10,0.267,12,0.25,3,40.0,24,0.507,14.3,10,33,0.455,15,0.375,9,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,65.1,Away,ILLINOIS-CHICAGO,UIC,Cleveland State,horizon,23,False,True,True,Home,False,3,15,45,24,60,5,18,48,0,1,84,429,1242,0.4468599033816425,737,1496,0.4926470588235294,170,375,1294,0.4868624420401855,0.39130434782608703
24,2020-02-08-18-youngstown-state,31.8,7,6.3,2,104.7,59.3,16,0.469,49,0.449,22,0.306,15,0.6,9,16,200,85.9,12.9,4,18,55,,9.4,6,0.22399999999999998,11,0.182,2,34.5,20,0.49,15.2,10,38,0.526,20,0.36,9,"February 8, 2020",54.2,13,10.5,4,85.9,87.1,27,0.491,56,0.429,24,0.268,15,0.8,12,11,200,104.7,40.7,11,15,67,,6.3,4,0.429,24,0.292,7,65.5,38,0.531,17.2,13,32,0.531,17,0.56,14,"Beeghly Center, Youngstown, Ohio",CLEVELAND-STATE,Cleveland State,63.6,Home,YOUNGSTOWN-STATE,Youngstown State,Cleveland State,horizon,24,False,False,False,Away,False,2,20,49,20,58,7,17,56,0,1,87,444,1287,0.4463869463869464,761,1556,0.4890745501285347,175,393,1342,0.4884500745156483,0.375
25,2020-02-13-19-oakland,62.1,18,6.3,2,114.5,63.3,19,0.5710000000000001,56,0.518,29,0.268,15,0.667,10,17,200,107.2,30.8,8,18,74,,8.7,6,0.23199999999999998,13,0.462,6,48.2,27,0.586,19.3,15,43,0.535,23,0.34600000000000003,9,"February 13, 2020",32.1,9,9.3,4,107.2,69.2,18,0.552,58,0.483,28,0.345,20,0.75,15,17,200,114.5,36.7,11,15,79,,8.7,6,0.44799999999999995,26,0.308,8,51.8,29,0.585,14.1,11,32,0.625,20,0.34600000000000003,9,"Athletics Center O'rena, Rochester, Michigan",CLEVELAND-STATE,Cleveland State,68.8,Home,OAKLAND,Oakland,Cleveland State,horizon,25,False,False,False,Away,False,6,23,56,27,56,8,20,58,0,1,89,464,1336,0.4472305389221557,781,1614,0.4838909541511772,182,410,1398,0.488555078683834,0.36
26,2020-02-15-13-detroit-mercy,59.3,16,10.5,4,91.7,65.6,21,0.446,65,0.415,27,0.292,19,0.474,9,17,225,93.1,35.1,13,21,67,,11.1,8,0.231,15,0.267,4,49.3,34,0.45299999999999996,14.1,12,50,0.46,23,0.37,10,"February 15, 2020",36.4,8,12.0,6,93.1,64.9,24,0.45399999999999996,54,0.40700000000000003,22,0.426,23,0.7390000000000001,17,21,225,91.7,34.4,11,18,66,,9.7,7,0.29600000000000004,16,0.313,5,50.7,35,0.508,21.0,17,38,0.447,17,0.222,6,"Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,64.0,Away,CLEVELAND-STATE,Cleveland State,Cleveland State,horizon,26,False,False,False,Away,True,4,23,65,34,69,5,17,54,1,0,95,487,1392,0.4522270114942529,808,1670,0.4838323353293413,190,430,1456,0.4910714285714286,0.3461538461538461
