,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEW-MEXICO-STATE_homegame,NEW-MEXICO-STATE_homegame2,NEW-MEXICO-STATE_home,NEW-MEXICO-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-10-21-denver,42.9,12,2.3,1,89.3,90.3,28,0.5710000000000001,56,0.5,28,0.25,14,0.5710000000000001,8,5,200,96.0,28.6,8,17,72,,12.0,9,0.39299999999999996,22,0.364,8,61.0,36,0.575,23.4,19,34,0.588,20,0.545,6,"December 10, 2019",46.2,12,5.9,2,96.0,71.4,20,0.5,57,0.456,26,0.263,15,0.667,10,7,200,89.3,9.7,3,19,67,,10.7,8,0.228,13,0.385,5,39.0,23,0.522,19.1,15,44,0.47700000000000004,21,0.364,4,"Magness Arena, Denver, Colorado",DENVER,Denver,74.9,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,10,False,False,False,Away,True,8,20,56,36,59,5,21,57,1,0,76,162,566,0.4876325088339223,333,600,0.555,65,154,505,0.498019801980198,0.5
11,2019-12-14-19-new-mexico,70.8,17,14.7,5,95.8,70.0,21,0.527,55,0.436,24,0.182,10,0.4,4,6,200,86.1,29.0,9,21,62,,13.9,10,0.509,28,0.35700000000000004,10,49.2,30,0.519,27.0,22,27,0.519,14,0.5,6,"December 14, 2019",52.4,11,7.4,2,86.1,71.0,22,0.46,50,0.42,21,0.56,28,0.821,23,2,200,95.8,30.0,9,12,69,,19.4,14,0.32,16,0.25,4,50.8,31,0.545,20.4,16,34,0.5,17,0.833,10,"The Pit, Albuquerque, New Mexico",NEW-MEXICO-STATE,New Mexico State,71.5,Home,NEW-MEXICO,New Mexico,New Mexico State,wac,11,False,False,False,Away,False,10,14,55,30,61,4,17,50,0,1,84,182,622,0.4951768488745981,369,659,0.5599393019726859,70,175,562,0.498220640569395,0.5454545454545454
12,2019-12-18-21-new-mexico-state,37.5,6,4.2,1,112.1,59.3,16,0.38,46,0.348,16,0.13,6,0.833,5,9,200,69.0,17.9,5,21,40,,10.3,6,0.261,12,0.25,3,38.2,21,0.409,21.1,13,34,0.382,13,0.1,1,"December 18, 2019",54.5,12,5.9,2,69.0,82.1,23,0.531,49,0.449,22,0.429,21,0.619,13,6,200,112.1,40.7,11,11,65,,10.3,6,0.51,25,0.32,8,61.8,34,0.551,15.9,11,24,0.583,14,0.5379999999999999,7,"Pan American Center, Las Cruces, New Mexico",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,57.9,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,12,True,False,True,Home,True,8,14,49,34,55,3,13,46,1,0,94,196,677,0.4977843426883309,399,720,0.5541666666666667,74,192,612,0.4950980392156863,0.5
13,2019-12-22-15-mississippi-state,50.0,10,5.7,2,81.3,69.0,20,0.49,50,0.4,20,0.26,13,0.6920000000000001,9,6,200,90.6,33.3,9,14,58,,9.4,6,0.46,23,0.391,9,51.8,29,0.516,22.3,16,27,0.40700000000000003,11,0.5710000000000001,8,"December 22, 2019",47.6,10,11.1,3,90.6,66.7,18,0.441,51,0.41200000000000003,21,0.21600000000000005,11,0.636,7,3,200,81.3,31.0,9,18,52,,15.6,10,0.314,16,0.188,3,48.2,27,0.462,23.3,17,35,0.514,18,0.727,8,"Mississippi Coliseum, Jackson, Mississippi",MISSISSIPPI-STATE,Mississippi State,63.7,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,13,False,False,False,Away,True,9,11,50,29,56,3,18,51,1,0,102,210,726,0.5,433,775,0.5587096774193548,77,205,658,0.4870820668693009,0.5384615384615384
14,2019-12-29-18-new-mexico-state,58.3,7,6.5,2,150.7,64.3,18,0.27,50,0.24,12,0.1,5,0.6,3,0,200,43.5,17.1,6,9,30,,5.8,4,0.46,23,0.13,3,38.1,24,0.28600000000000003,29.6,22,27,0.33299999999999996,9,0.0,0,"December 29, 2019",73.2,30,3.7,1,43.5,82.9,29,0.7290000000000001,70,0.586,41,0.057,4,0.5,2,6,200,150.7,35.7,10,10,104,,21.7,15,0.557,39,0.513,20,61.9,39,0.723,8.9,7,31,0.677,21,0.6,9,"Pan American Center, Las Cruces, New Mexico","Northern New Mexico
			","Northern New Mexico
			",68.6,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,14,True,False,True,Home,True,20,21,70,39,63,3,9,50,1,0,111,221,776,0.4993556701030928,462,831,0.5559566787003609,80,223,709,0.4837799717912553,0.5714285714285714
15,2020-01-04-22-california-baptist,47.1,16,15.0,3,104.4,68.0,17,0.565,69,0.493,34,0.13,9,0.889,8,6,200,126.5,46.4,13,20,86,,10.3,7,0.449,31,0.32299999999999995,10,56.6,30,0.5870000000000001,11.0,9,38,0.632,24,0.625,10,"January 4, 2020",63.6,14,5.3,2,126.5,53.6,15,0.565,46,0.478,22,0.522,24,0.792,19,5,200,104.4,32.0,8,15,71,,7.4,5,0.565,26,0.308,8,43.4,23,0.618,23.1,17,20,0.7,14,0.667,10,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,67.8,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,15,False,False,False,Away,True,10,24,69,30,53,8,14,46,1,0,131,242,846,0.5183215130023641,501,894,0.5604026845637584,83,232,759,0.4696969696969697,0.6
16,2020-01-09-21-new-mexico-state,68.8,11,0.0,0,127.4,75.9,22,0.37,50,0.32,16,0.42,21,0.81,17,14,200,74.0,16.2,6,21,54,,5.5,4,0.38,19,0.263,5,42.4,28,0.45,23.3,18,31,0.355,11,0.222,4,"January 9, 2020",82.8,24,3.2,1,74.0,83.8,31,0.627,59,0.4920000000000001,29,0.424,25,0.76,19,6,200,127.4,24.1,7,19,93,,16.4,12,0.5760000000000001,34,0.47100000000000003,16,57.6,38,0.6559999999999999,12.5,10,25,0.52,13,0.647,11,"Pan American Center, Las Cruces, New Mexico",CHICAGO-STATE,Chicago State,72.9,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,16,True,False,True,Home,True,16,13,59,38,66,5,11,50,1,0,141,266,915,0.5218579234972678,531,947,0.5607180570221753,91,246,805,0.4751552795031056,0.625
17,2020-01-11-18-new-mexico-state,57.7,15,0.0,0,107.2,85.0,17,0.57,57,0.456,26,0.24600000000000002,14,0.429,6,9,200,102.9,15.2,5,22,71,,13.0,9,0.42100000000000004,24,0.542,13,41.5,22,0.5579999999999999,14.8,11,33,0.39399999999999996,13,0.5,9,"January 11, 2020",69.0,20,12.1,4,102.9,84.8,28,0.7020000000000001,47,0.617,29,0.298,14,0.5710000000000001,8,6,200,107.2,15.0,3,18,74,,5.8,4,0.38299999999999995,18,0.444,8,58.5,31,0.69,25.3,18,29,0.7240000000000001,21,0.667,12,"Pan American Center, Las Cruces, New Mexico",MISSOURI-KANSAS-CITY,UMKC,69.2,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,17,True,False,True,Home,True,8,21,47,31,53,13,13,57,1,0,157,279,974,0.5282340862422998,569,1013,0.5616979269496545,96,257,855,0.4690058479532164,0.6470588235294118
18,2020-01-16-21-utah-valley,72.7,16,9.1,3,84.8,81.3,26,0.561,49,0.449,22,0.34700000000000003,17,0.882,15,6,200,106.1,22.2,6,16,70,,10.6,7,0.5920000000000001,29,0.379,11,54.2,32,0.613,21.0,15,20,0.55,11,0.684,13,"January 16, 2020",71.4,15,10.0,2,106.1,77.8,21,0.452,52,0.40399999999999997,21,0.26899999999999996,14,0.643,9,12,200,84.8,18.8,6,18,56,,9.1,6,0.365,19,0.263,5,45.8,27,0.47700000000000004,18.3,13,33,0.485,16,0.368,7,"UCCU Center, Orem, Utah",UTAH-VALLEY,Utah Valley,65.9,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,18,False,False,False,Away,True,11,11,49,32,59,5,16,52,1,0,165,300,1021,0.5362389813907933,600,1066,0.5628517823639775,109,270,912,0.4753289473684211,0.6666666666666666
19,2020-01-18-22-seattle,50.0,10,3.1,1,103.1,78.8,26,0.49,50,0.4,20,0.62,31,0.8390000000000001,26,6,200,115.4,36.0,9,19,75,,3.1,2,0.42,21,0.429,9,60.3,35,0.579,13.6,10,29,0.379,11,0.7,14,"January 18, 2020",34.8,8,10.3,3,115.4,64.0,16,0.48100000000000004,54,0.426,23,0.33299999999999996,18,0.833,15,10,200,103.1,21.2,7,24,67,,4.6,3,0.40700000000000003,22,0.273,6,39.7,23,0.536,12.7,9,32,0.531,17,0.5,10,"Connolly Center, Seattle, Washington",SEATTLE,Seattle,65.1,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,19,False,False,False,Away,True,9,11,50,35,58,6,17,54,1,0,176,311,1070,0.5373831775700935,632,1125,0.5617777777777778,114,286,964,0.4740663900414938,0.6842105263157895
20,2020-01-25-20-texas-pan-american,80.0,20,0.0,0,103.3,73.9,17,0.644,45,0.556,25,0.35600000000000004,16,0.563,9,6,200,111.7,36.8,7,15,67,,8.3,5,0.444,20,0.4,8,57.1,24,0.637,20.0,13,25,0.68,17,0.7140000000000001,15,"January 25, 2020",50.0,12,16.0,4,111.7,63.2,12,0.552,48,0.5,24,0.20800000000000002,10,0.9,9,13,200,103.3,26.1,6,19,62,,10.0,6,0.313,15,0.33299999999999996,5,42.9,18,0.588,22.3,15,33,0.5760000000000001,19,0.316,6,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,60.2,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,20,False,False,False,Away,True,8,17,45,24,42,5,19,48,1,0,185,322,1120,0.5352678571428572,667,1183,0.5638207945900253,120,303,1018,0.4744597249508841,0.7
21,2020-01-30-21-new-mexico-state,54.2,13,4.0,1,103.4,85.2,23,0.539,51,0.47100000000000003,24,0.098,5,0.4,2,12,200,96.6,16.0,4,23,57,,8.5,5,0.41200000000000003,21,0.33299999999999996,7,51.9,27,0.534,15.8,10,30,0.5670000000000001,17,0.455,10,"January 30, 2020",55.6,10,10.0,3,96.6,84.0,21,0.5,42,0.429,18,0.595,25,0.76,19,6,200,103.4,14.8,4,11,61,,3.4,2,0.405,17,0.353,6,48.1,25,0.5660000000000001,14.5,9,25,0.48,12,0.727,16,"Pan American Center, Las Cruces, New Mexico",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,59.1,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,21,True,False,True,Home,True,6,12,42,25,52,7,17,51,1,0,193,339,1165,0.5394849785407725,691,1225,0.5640816326530612,125,322,1066,0.4779549718574109,0.7142857142857143
22,2020-02-01-21-new-mexico-state,38.9,7,0.0,0,120.0,73.3,22,0.439,49,0.3670000000000001,18,0.306,15,0.6,9,13,200,86.7,16.1,5,11,52,,3.3,2,0.551,27,0.259,7,44.3,27,0.46299999999999997,12.6,8,22,0.5,11,0.409,9,"February 1, 2020",63.0,17,0.0,0,86.7,83.9,26,0.569,58,0.466,27,0.138,8,0.75,6,6,200,120.0,26.7,8,14,72,,10.0,6,0.517,30,0.4,12,55.7,34,0.583,11.5,8,28,0.536,15,0.7390000000000001,17,"Pan American Center, Las Cruces, New Mexico",GRAND-CANYON,Grand Canyon,60.5,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,22,True,False,True,Home,True,12,15,58,34,61,7,11,49,1,0,199,351,1207,0.5381110190555095,716,1277,0.5606891151135474,132,339,1117,0.4807520143240824,0.7272727272727273
23,2020-02-06-20-chicago-state,56.5,13,0.0,0,80.3,95.8,23,0.55,50,0.46,23,0.4,20,0.8,16,6,200,116.4,40.9,9,14,71,,8.2,5,0.56,28,0.321,9,69.6,32,0.597,15.8,11,22,0.636,14,0.75,18,"February 6, 2020",44.4,8,4.5,1,116.4,59.1,13,0.513,39,0.462,18,0.359,14,0.643,9,20,200,80.3,4.2,1,22,49,,6.6,4,0.282,11,0.364,4,30.4,14,0.537,24.9,15,28,0.5,14,0.16699999999999998,4,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,60.6,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,23,False,False,False,Away,True,9,14,50,32,46,4,14,39,1,0,211,366,1265,0.5395256916996047,750,1338,0.5605381165919282,139,350,1166,0.4789879931389365,0.7391304347826086
24,2020-02-08-20-missouri-kansas-city,41.7,10,3.3,1,101.7,85.7,18,0.542,48,0.5,24,0.43799999999999994,21,0.7140000000000001,15,6,200,111.7,33.3,9,13,67,,6.7,4,0.25,12,0.33299999999999996,4,56.3,27,0.578,13.6,9,36,0.556,20,0.76,19,"February 8, 2020",29.2,7,13.9,5,111.7,66.7,18,0.563,48,0.5,24,0.22899999999999998,11,0.636,7,13,200,101.7,14.3,3,20,61,,8.3,5,0.375,18,0.33299999999999996,6,43.8,21,0.573,17.2,11,30,0.6,18,0.48,12,"Swinney Recreation Center, Kansas City, Missouri",MISSOURI-KANSAS-CITY,UMKC,59.6,Away,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,24,False,False,False,Away,True,4,20,48,27,48,6,18,48,1,0,220,380,1315,0.5399239543726235,782,1384,0.565028901734104,143,364,1205,0.4800829875518672,0.75
25,2020-02-13-21-new-mexico-state,47.6,10,3.3,1,105.9,75.0,24,0.46399999999999997,56,0.375,21,0.304,17,0.706,12,13,200,94.1,8.3,3,21,64,,8.8,6,0.48200000000000004,27,0.37,10,39.7,27,0.499,9.9,7,29,0.379,11,0.48,12,"February 13, 2020",45.5,10,6.9,2,94.1,91.7,33,0.46399999999999997,55,0.4,22,0.455,25,0.84,21,6,200,105.9,25.0,8,17,72,,8.8,6,0.455,25,0.28,7,60.3,41,0.5379999999999999,12.0,9,30,0.5,15,0.769,20,"Pan American Center, Las Cruces, New Mexico",SEATTLE,Seattle,68.0,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,25,True,False,True,Home,True,7,15,55,41,68,10,11,56,1,0,224,400,1363,0.5399853264856933,809,1432,0.5649441340782123,149,382,1253,0.4832402234636872,0.76
26,2020-02-15-18-new-mexico-state,53.3,16,3.1,1,131.3,60.0,15,0.644,52,0.5770000000000001,30,0.34600000000000003,18,0.833,15,17,200,128.1,23.8,5,17,82,,10.9,7,0.385,20,0.35,7,43.5,20,0.677,13.1,9,32,0.7190000000000001,23,0.34600000000000003,9,"February 15, 2020",56.7,17,3.1,1,128.1,76.2,16,0.6729999999999999,52,0.5770000000000001,30,0.40399999999999997,21,0.667,14,6,200,131.3,40.0,10,17,84,,10.9,7,0.385,20,0.5,10,56.5,26,0.6779999999999999,16.4,12,32,0.625,20,0.778,21,"Pan American Center, Las Cruces, New Mexico",UTAH-VALLEY,Utah Valley,64.3,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,26,True,False,True,Home,True,10,20,52,26,46,7,23,52,1,0,231,415,1418,0.5370239774330042,850,1500,0.5666666666666667,159,393,1309,0.4824293353705119,0.7692307692307693
