,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE-MARTIN_homegame,TENNESSEE-MARTIN_homegame2,TENNESSEE-MARTIN_home,TENNESSEE-MARTIN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-29-15-tennessee-martin,54.8,17,2.3,1,137.3,45.2,14,0.53,66,0.47,31,0.091,6,0.33299999999999996,2,0,200,107.5,23.5,8,14,72,,6.0,4,0.364,24,0.33299999999999996,8,33.8,22,0.523,11.6,9,42,0.5479999999999999,23,0.0,0,"December 29, 2019",45.9,17,11.9,5,107.5,76.5,26,0.638,65,0.569,37,0.185,12,0.75,9,7,200,137.3,54.8,17,8,92,,7.5,5,0.32299999999999995,21,0.429,9,66.2,43,0.6509999999999999,13.5,11,44,0.636,28,0.364,4,"Skyhawk Arena, Martin, Tennessee","Mt. St. Joseph
			","Mt. St. Joseph
			",67.3,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,ovc,10,True,False,True,Home,True,9,28,65,43,65,8,23,66,1,0,81,195,615,0.5146341463414634,295,631,0.4675118858954041,114,199,617,0.5996758508914101,0.3
11,2020-01-02-20-murray-state,36.4,8,12.2,5,114.1,65.6,21,0.45799999999999996,59,0.373,22,0.45799999999999996,27,0.815,22,8,200,97.4,16.7,6,23,76,,7.7,6,0.45799999999999996,27,0.37,10,39.7,27,0.529,15.5,13,32,0.375,12,0.33299999999999996,4,"January 2, 2020",54.8,17,18.8,6,97.4,83.3,30,0.643,56,0.5539999999999999,31,0.536,30,0.5670000000000001,17,5,200,114.1,34.4,11,26,89,,3.8,3,0.268,15,0.667,10,60.3,41,0.633,20.6,18,41,0.512,21,0.615,8,"CFSB Center, Murray, Kentucky",TENNESSEE-MARTIN,UT-Martin,78.0,Home,MURRAY-STATE,Murray State,Tennessee-Martin,ovc,11,False,False,False,Away,False,10,12,59,27,68,10,21,56,0,1,90,223,680,0.5264705882352941,338,696,0.485632183908046,122,222,683,0.5929721815519766,0.3636363636363637
12,2020-01-04-16-austin-peay,59.1,13,8.7,4,118.8,57.1,16,0.5,47,0.46799999999999997,22,0.5529999999999999,26,0.615,16,9,200,91.3,28.6,8,13,63,,4.3,3,0.319,15,0.2,3,42.9,24,0.531,23.5,18,32,0.594,19,0.308,4,"January 4, 2020",41.2,14,3.1,1,91.3,71.4,20,0.5770000000000001,65,0.523,34,0.138,9,0.778,7,7,200,118.8,42.9,12,23,82,,15.9,11,0.292,19,0.368,7,57.1,32,0.5920000000000001,13.8,11,46,0.5870000000000001,27,0.5329999999999999,8,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-MARTIN,UT-Martin,68.8,Home,AUSTIN-PEAY,Austin Peay,Tennessee-Martin,ovc,12,False,False,False,Away,False,3,19,47,24,56,7,27,65,0,1,100,235,739,0.5209742895805142,365,764,0.4777486910994764,132,243,739,0.5967523680649527,0.3333333333333333
13,2020-01-09-20-tennessee-martin,65.4,17,14.3,5,113.0,69.7,23,0.525,59,0.441,26,0.45799999999999996,27,0.444,12,6,200,96.1,36.8,14,27,74,,10.4,8,0.441,26,0.385,10,52.1,37,0.515,22.9,21,33,0.485,16,0.625,10,"January 9, 2020",39.3,11,18.2,6,96.1,63.2,24,0.5329999999999999,60,0.467,28,0.517,31,0.742,23,9,200,113.0,30.3,10,19,87,,6.5,5,0.41700000000000004,25,0.32,8,47.9,34,0.5820000000000001,12.0,10,35,0.5710000000000001,20,0.35700000000000004,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-STATE,Tennessee State,76.8,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,ovc,13,True,False,True,Home,True,8,20,60,34,71,10,16,59,1,0,103,254,786,0.5197201017811705,389,820,0.47439024390243895,139,270,804,0.5951492537313433,0.3076923076923077
14,2020-01-11-17-tennessee-martin,71.0,22,6.4,3,100.0,67.5,27,0.536,69,0.449,31,0.203,14,0.7859999999999999,11,5,200,109.0,24.3,9,14,85,,11.5,9,0.493,34,0.353,12,46.8,36,0.562,13.8,12,35,0.5429999999999999,19,0.706,12,"January 11, 2020",31.0,9,14.3,5,109.0,75.7,28,0.478,68,0.426,29,0.265,18,0.722,13,10,200,100.0,32.5,13,15,78,,10.3,8,0.309,21,0.33299999999999996,7,53.2,41,0.509,15.6,14,47,0.46799999999999997,22,0.33299999999999996,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,78.1,Away,BELMONT,Belmont,Tennessee-Martin,ovc,14,False,True,True,Home,False,7,22,68,41,77,12,19,69,0,1,111,274,846,0.5206855791962175,423,891,0.4747474747474748,149,286,863,0.5903823870220162,0.35714285714285715
15,2020-01-16-20-tennessee-martin,70.0,21,15.8,6,84.9,86.5,32,0.5479999999999999,62,0.484,30,0.355,22,0.727,16,5,200,115.1,36.7,11,19,84,,6.8,5,0.387,24,0.33299999999999996,8,64.2,43,0.58,13.3,11,38,0.579,22,0.706,12,"January 16, 2020",40.0,8,5.3,2,115.1,63.3,19,0.384,56,0.35700000000000004,20,0.41100000000000003,23,0.826,19,11,200,84.9,13.5,5,15,62,,6.8,5,0.321,18,0.16699999999999998,3,35.8,24,0.46299999999999997,14.3,11,38,0.447,17,0.312,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,72.7,Away,MURRAY-STATE,Murray State,Tennessee-Martin,ovc,15,False,True,True,Home,False,3,17,56,24,67,8,22,62,0,1,118,296,914,0.5175054704595186,464,968,0.4793388429752066,161,305,932,0.5863733905579399,0.3333333333333333
16,2020-01-18-17-tennessee-martin,63.3,19,5.7,2,115.7,81.5,22,0.645,55,0.545,30,0.455,25,0.84,21,7,200,131.4,26.9,7,14,92,,14.3,10,0.436,24,0.45799999999999996,11,54.7,29,0.688,12.0,9,31,0.613,19,0.632,12,"January 18, 2020",48.4,15,3.2,1,131.4,73.1,19,0.638,58,0.534,31,0.138,8,0.875,7,12,200,115.7,18.5,5,21,81,,7.1,5,0.397,23,0.522,12,45.3,24,0.655,18.5,14,35,0.5429999999999999,19,0.294,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,69.8,Away,AUSTIN-PEAY,Austin Peay,Tennessee-Martin,ovc,16,False,True,True,Home,False,12,19,58,24,53,11,19,55,0,1,121,313,970,0.5097938144329897,488,1035,0.4714975845410628,169,327,994,0.5840040241448692,0.3125
17,2020-01-23-20-eastern-illinois,26.9,7,2.6,1,126.7,65.5,19,0.4920000000000001,59,0.441,26,0.508,30,0.833,25,13,200,110.7,40.0,12,21,83,,9.3,7,0.322,19,0.316,6,52.5,31,0.5670000000000001,17.2,15,40,0.5,20,0.278,5,"January 23, 2020",64.7,22,7.5,3,110.7,60.0,18,0.603,63,0.54,34,0.413,26,0.731,19,9,200,126.7,34.5,10,18,95,,13.3,10,0.381,24,0.33299999999999996,8,47.5,28,0.63,10.8,9,39,0.667,26,0.526,10,"Lantz Arena, Charleston, Illinois",TENNESSEE-MARTIN,UT-Martin,75.3,Home,EASTERN-ILLINOIS,Eastern Illinois,Tennessee-Martin,ovc,17,False,False,False,Away,False,6,20,59,31,59,8,26,63,0,1,133,332,1028,0.517023346303502,512,1088,0.4705882352941176,180,346,1049,0.5872259294566253,0.29411764705882354
18,2020-01-25-17-southern-illinois-edwardsville,76.9,20,0.0,0,116.9,79.2,19,0.573,55,0.473,26,0.436,24,0.667,16,13,200,121.5,29.0,9,13,79,,7.7,5,0.473,26,0.423,11,50.9,28,0.595,9.6,7,29,0.517,15,0.316,6,"January 25, 2020",69.0,20,3.4,1,121.5,71.0,22,0.62,54,0.537,29,0.16699999999999998,9,1.0,9,16,200,116.9,20.8,5,19,76,,6.2,4,0.46299999999999997,25,0.36,9,49.1,27,0.652,17.2,12,29,0.69,20,0.23800000000000002,5,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,64.8,Away,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,ovc,18,False,False,False,Away,True,11,15,55,28,55,9,20,54,1,0,139,352,1087,0.515639374425023,543,1147,0.4734088927637315,188,372,1112,0.5881294964028777,0.2777777777777778
19,2020-01-30-19-eastern-kentucky,44.8,13,2.4,1,119.3,75.0,21,0.525,61,0.475,29,0.41,25,0.88,22,14,200,103.6,37.5,12,19,86,,7.2,6,0.344,21,0.28600000000000003,6,55.0,33,0.59,21.7,20,40,0.575,23,0.3,6,"January 30, 2020",60.0,21,2.5,1,103.6,62.5,20,0.588,68,0.515,35,0.294,20,0.95,19,12,200,119.3,25.0,7,19,99,,18.1,15,0.397,27,0.37,10,45.0,27,0.639,15.4,14,41,0.61,25,0.455,10,"McBrayer Arena, Richmond, Kentucky",TENNESSEE-MARTIN,UT-Martin,82.7,Home,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee-Martin,ovc,19,False,False,False,Away,False,6,23,61,33,60,10,25,68,0,1,150,367,1142,0.5183887915936952,571,1202,0.4750415973377704,197,392,1166,0.589622641509434,0.3157894736842105
20,2020-02-01-15-morehead-state,20.0,5,10.5,4,116.4,71.9,23,0.48200000000000004,57,0.439,25,0.509,29,0.759,22,15,200,105.5,20.7,6,25,77,,11.0,8,0.368,21,0.23800000000000002,5,47.5,29,0.544,10.3,8,36,0.556,20,0.28600000000000003,6,"February 1, 2020",60.7,17,22.2,8,105.5,79.3,23,0.58,56,0.5,28,0.5710000000000001,32,0.625,20,12,200,116.4,28.1,9,24,85,,4.1,3,0.321,18,0.5,9,52.5,32,0.597,13.6,11,38,0.5,19,0.478,11,"Ellis T. Johnson Arena, Morehead, Kentucky",TENNESSEE-MARTIN,UT-Martin,73.0,Home,MOREHEAD-STATE,Morehead State,Tennessee-Martin,ovc,20,False,False,False,Away,False,5,20,57,29,61,9,19,56,0,1,156,390,1203,0.5187032418952618,604,1262,0.4786053882725832,207,417,1234,0.5895461912479739,0.3
21,2020-02-06-20-tennessee-martin,64.0,16,7.7,3,110.4,74.1,20,0.461,64,0.391,25,0.063,4,0.75,3,19,200,92.5,32.4,12,16,62,,11.9,8,0.547,35,0.257,9,50.0,32,0.47,15.4,12,29,0.552,16,0.20800000000000002,5,"February 6, 2020",75.0,21,13.8,4,92.5,67.6,25,0.5710000000000001,56,0.5,28,0.214,12,0.833,10,15,200,110.4,25.9,7,8,74,,4.5,3,0.304,17,0.47100000000000003,8,50.0,32,0.6,18.6,14,39,0.513,20,0.318,7,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-TECH,Tennessee Tech,67.3,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,ovc,21,True,False,True,Home,True,8,20,56,32,64,9,16,64,1,0,161,410,1260,0.5170634920634921,633,1323,0.4784580498866213,216,436,1290,0.5891472868217055,0.2857142857142857
22,2020-02-08-17-tennessee-martin,60.6,20,10.3,3,92.4,65.0,26,0.589,62,0.532,33,0.081,5,0.4,2,15,200,113.6,25.9,7,13,75,,7.6,5,0.32299999999999995,20,0.35,7,49.3,33,0.583,13.5,10,42,0.619,26,0.4,10,"February 8, 2020",68.2,15,7.1,3,113.6,74.1,20,0.434,61,0.361,22,0.16399999999999998,10,0.8,8,16,200,92.4,35.0,14,11,61,,6.1,4,0.525,32,0.281,9,50.7,34,0.46399999999999997,16.6,13,29,0.44799999999999995,13,0.304,7,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,66.1,Away,JACKSONVILLE-STATE,Jacksonville State,Tennessee-Martin,ovc,22,False,True,True,Home,False,9,13,61,34,67,7,26,62,0,1,169,430,1316,0.5193768996960486,665,1387,0.4794520547945205,225,452,1354,0.5830871491875923,0.3181818181818182
23,2020-02-13-20-southeast-missouri-state,58.3,14,0.0,0,105.7,64.5,20,0.519,54,0.444,24,0.315,17,0.941,16,17,200,102.9,22.2,6,17,72,,11.4,8,0.33299999999999996,18,0.444,8,44.8,26,0.58,18.5,14,36,0.444,16,0.292,7,"February 13, 2020",62.5,15,8.3,3,102.9,77.8,21,0.518,55,0.436,24,0.345,19,0.895,17,20,200,105.7,35.5,11,19,74,,7.1,5,0.527,29,0.31,9,55.2,32,0.578,20.2,16,26,0.5770000000000001,15,0.231,6,"Show Me Center, Cape Girardeau, Missouri",TENNESSEE-MARTIN,UT-Martin,69.6,Home,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Tennessee-Martin,ovc,23,False,False,False,Away,False,8,16,54,26,58,9,15,55,0,1,178,443,1377,0.5156136528685549,699,1454,0.4807427785419533,232,478,1416,0.5833333333333334,0.3043478260869565
24,2020-02-15-17-tennessee-martin,60.6,20,9.7,3,115.9,88.5,23,0.545,66,0.5,33,0.22699999999999998,15,0.467,7,14,225,114.5,41.0,16,10,79,,7.2,5,0.364,24,0.25,6,60.0,39,0.54,13.2,11,42,0.643,27,0.462,12,"February 15, 2020",69.0,20,2.4,1,114.5,59.0,23,0.623,57,0.509,29,0.21100000000000002,12,0.75,9,17,225,115.9,11.5,3,14,80,,8.7,6,0.456,26,0.5,13,40.0,26,0.638,13.8,10,31,0.516,16,0.32,8,"Skyhawk Arena, Martin, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,61.3,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,ovc,24,True,False,True,Home,True,13,16,57,26,65,6,27,66,1,0,186,459,1431,0.5157232704402516,725,1512,0.4794973544973545,241,493,1471,0.5808973487423521,0.2916666666666667
25,2020-02-20-20-tennessee-tech,65.4,17,7.7,2,116.4,65.6,21,0.5,56,0.46399999999999997,26,0.196,11,0.818,9,18,200,97.0,27.6,8,19,65,,0.0,0,0.28600000000000003,16,0.25,4,47.5,29,0.531,19.8,15,40,0.55,22,0.308,8,"February 20, 2020",76.9,20,5.0,2,97.0,72.4,21,0.508,62,0.419,26,0.32299999999999995,20,0.75,15,20,200,116.4,34.4,11,10,78,,11.9,8,0.581,36,0.306,11,52.5,32,0.545,7.8,6,26,0.5770000000000001,15,0.28600000000000003,8,"Eblen Center, Cookeville, Tennessee",TENNESSEE-MARTIN,UT-Martin,67.4,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee-Martin,ovc,25,False,False,False,Away,False,4,22,56,29,61,11,15,62,0,1,199,475,1488,0.5198252688172043,751,1577,0.4762206721623336,247,520,1537,0.5793754066363045,0.32
