,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE-TECH_homegame,TENNESSEE-TECH_homegame2,TENNESSEE-TECH_home,TENNESSEE-TECH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-19-lipscomb,30.4,7,0.0,0,108.3,77.8,21,0.5,54,0.426,23,0.315,17,0.353,6,8,200,83.3,24.2,8,17,60,,12.5,9,0.444,24,0.33299999999999996,8,48.3,29,0.483,20.7,16,30,0.5,15,0.273,3,"December 17, 2019",64.3,18,13.3,4,83.3,75.8,25,0.609,55,0.509,28,0.309,17,0.647,11,6,200,108.3,22.2,6,15,78,,8.3,6,0.455,25,0.44,11,51.7,31,0.618,21.4,17,30,0.5670000000000001,17,0.455,5,"Allen Arena, Nashville, Tennessee",TENNESSEE-TECH,Tennessee Tech,72.1,Home,LIPSCOMB,Lipscomb,Tennessee Tech,ovc,10,False,False,False,Away,False,8,15,54,29,60,11,17,55,0,1,72,164,586,0.4641638225255973,335,666,0.503003003003003,73,181,584,0.4974315068493151,0.3
11,2019-12-21-17-tennessee-tech,53.1,17,3.0,1,102.7,75.8,25,0.736,53,0.604,32,0.28300000000000003,15,0.733,11,3,200,120.3,34.8,8,16,89,,6.8,5,0.509,27,0.519,14,58.9,33,0.74,25.1,20,26,0.6920000000000001,18,0.727,8,"December 21, 2019",66.7,18,11.5,3,120.3,65.2,15,0.4920000000000001,63,0.429,27,0.302,19,0.737,14,9,200,102.7,24.2,8,15,76,,16.2,12,0.47600000000000003,30,0.267,8,41.1,23,0.528,13.4,11,33,0.5760000000000001,19,0.25,3,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,73.6,Away,WESTERN-CAROLINA,Western Carolina,Tennessee Tech,ovc,11,False,True,True,Home,False,8,19,63,23,56,14,18,53,0,1,80,179,640,0.4671875,364,726,0.5013774104683195,84,198,639,0.5070422535211268,0.2727272727272727
12,2019-12-29-16-mississippi,54.2,13,6.3,2,114.3,84.0,21,0.45799999999999996,60,0.4,24,0.16699999999999998,10,0.8,8,10,200,90.0,16.7,6,21,63,,7.1,5,0.3,18,0.389,7,44.3,27,0.486,13.4,10,42,0.405,17,0.231,3,"December 29, 2019",73.3,22,9.5,4,90.0,83.3,30,0.609,55,0.545,30,0.382,21,0.619,13,3,200,114.3,16.0,4,11,80,,7.1,5,0.418,23,0.304,7,55.7,34,0.616,14.6,11,32,0.7190000000000001,23,0.75,9,"The Pavilion at Ole Miss, Oxford, Mississippi",TENNESSEE-TECH,Tennessee Tech,70.4,Home,MISSISSIPPI,Ole Miss,Tennessee Tech,ovc,12,False,False,False,Away,False,7,17,60,27,61,7,23,55,0,1,88,198,703,0.4694167852062589,387,782,0.4948849104859335,98,216,692,0.5245664739884393,0.25
13,2020-01-02-19-eastern-kentucky,52.2,12,3.4,1,104.2,79.3,23,0.43,64,0.359,23,0.188,12,0.33299999999999996,4,11,200,83.1,37.1,13,8,59,,4.2,3,0.32799999999999996,21,0.429,9,56.3,36,0.423,18.8,16,43,0.326,14,0.214,3,"January 2, 2020",57.1,16,7.0,3,83.1,62.9,22,0.607,56,0.5,28,0.196,11,0.545,6,10,200,104.2,20.7,6,12,74,,7.0,5,0.48200000000000004,27,0.444,12,43.8,28,0.604,18.7,14,29,0.552,16,0.28600000000000003,4,"McBrayer Arena, Richmond, Kentucky",TENNESSEE-TECH,Tennessee Tech,71.0,Home,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee Tech,ovc,13,False,False,False,Away,False,9,14,64,36,64,12,16,56,0,1,95,215,763,0.4685452162516383,414,843,0.4911032028469751,105,239,747,0.5307898259705489,0.2307692307692308
14,2020-01-04-15-morehead-state,46.2,12,19.0,8,120.3,63.6,21,0.462,65,0.4,26,0.24600000000000002,16,0.75,12,12,200,104.3,31.4,11,18,72,,8.7,6,0.385,25,0.32,8,47.1,32,0.496,11.1,9,40,0.45,18,0.2,3,"January 4, 2020",63.0,17,17.5,7,104.3,68.6,24,0.525,61,0.44299999999999995,27,0.361,22,0.8640000000000001,19,8,200,120.3,36.4,12,13,83,,8.7,6,0.311,19,0.526,10,52.9,36,0.581,10.2,8,42,0.405,17,0.467,7,"Ellis T. Johnson Arena, Morehead, Kentucky",TENNESSEE-TECH,Tennessee Tech,69.0,Home,MOREHEAD-STATE,Morehead State,Tennessee Tech,ovc,14,False,False,False,Away,False,8,18,65,32,68,10,17,61,0,1,104,229,827,0.4655380894800484,450,907,0.4961411245865491,117,255,803,0.5361145703611457,0.21428571428571427
15,2020-01-09-19-tennessee-tech,55.2,16,6.5,2,87.3,70.0,21,0.5429999999999999,58,0.5,29,0.276,16,0.75,12,7,200,105.6,34.5,10,17,75,,14.1,10,0.276,16,0.313,5,52.5,31,0.5720000000000001,20.7,17,42,0.5710000000000001,24,0.562,9,"January 9, 2020",72.7,16,9.5,4,105.6,65.5,19,0.5,52,0.423,22,0.28800000000000003,15,0.667,10,13,200,87.3,30.0,9,20,62,,16.9,12,0.40399999999999997,21,0.381,8,47.5,28,0.524,24.5,19,31,0.452,14,0.188,3,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,70.9,Away,AUSTIN-PEAY,Austin Peay,Tennessee Tech,ovc,15,False,True,True,Home,False,8,14,52,28,59,5,24,58,0,1,112,247,892,0.4652466367713005,482,975,0.4943589743589744,127,272,864,0.5353009259259259,0.2
16,2020-01-11-20-tennessee-tech,53.3,16,3.4,1,103.0,72.0,18,0.5670000000000001,60,0.5,30,0.267,16,0.813,13,5,200,120.9,31.0,9,11,81,,9.0,6,0.3670000000000001,22,0.364,8,50.0,27,0.599,11.8,9,38,0.579,22,0.688,11,"January 11, 2020",66.7,16,10.5,4,120.9,69.0,20,0.557,53,0.45299999999999996,24,0.226,12,0.833,10,14,200,103.0,28.0,7,16,69,,7.5,5,0.45299999999999996,24,0.45799999999999996,11,50.0,27,0.588,20.5,15,29,0.44799999999999995,13,0.17600000000000002,3,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,67.2,Away,MURRAY-STATE,Murray State,Tennessee Tech,ovc,16,False,True,True,Home,False,11,13,53,27,54,8,22,60,0,1,120,261,944,0.4671610169491525,510,1034,0.4932301740812379,132,296,922,0.5357917570498916,0.1875
17,2020-01-16-20-southern-illinois-edwardsville,56.7,17,6.5,3,88.5,78.8,26,0.5,65,0.462,30,0.16899999999999998,11,0.636,7,14,200,92.3,28.1,9,19,72,,9.0,7,0.33799999999999997,22,0.22699999999999998,5,53.8,35,0.513,21.4,19,43,0.581,25,0.222,4,"January 16, 2020",50.0,13,14.0,6,92.3,71.9,23,0.474,58,0.44799999999999995,26,0.36200000000000004,21,0.667,14,14,200,88.5,21.2,7,13,69,,9.0,7,0.207,12,0.25,3,46.2,30,0.508,17.2,14,46,0.5,23,0.222,4,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,77.6,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,17,False,False,False,Away,True,5,25,65,35,65,3,23,58,1,0,131,274,997,0.4719157472417252,537,1088,0.4935661764705882,140,318,982,0.5376782077393075,0.17647058823529413
18,2020-01-18-16-eastern-illinois,68.4,13,11.8,4,118.3,81.5,22,0.49,49,0.38799999999999996,19,0.34700000000000003,17,0.647,11,15,200,83.1,18.5,5,11,59,,8.5,6,0.49,24,0.41700000000000004,10,50.0,27,0.517,25.2,19,25,0.36,9,0.21100000000000002,4,"January 18, 2020",68.8,22,16.0,4,83.1,81.5,22,0.633,60,0.5329999999999999,32,0.183,11,0.727,8,9,200,118.3,18.5,5,13,84,,11.3,8,0.433,26,0.462,12,50.0,27,0.644,13.4,10,34,0.588,20,0.5,9,"Lantz Arena, Charleston, Illinois",TENNESSEE-TECH,Tennessee Tech,70.7,Home,EASTERN-ILLINOIS,Eastern Illinois,Tennessee Tech,ovc,18,False,False,False,Away,False,10,9,49,27,54,12,20,60,0,1,136,299,1062,0.4736346516007533,572,1153,0.4960971379011274,143,341,1040,0.5341346153846154,0.2222222222222222
19,2020-01-23-20-tennessee-tech,46.2,12,10.8,4,101.4,77.1,27,0.466,59,0.441,26,0.136,8,0.5,4,11,200,84.3,31.0,9,12,59,,11.4,8,0.254,15,0.2,3,56.3,36,0.47,21.4,17,44,0.523,23,0.45,9,"January 23, 2020",55.6,15,6.8,3,84.3,69.0,20,0.508,62,0.435,27,0.21,13,0.615,8,15,200,101.4,22.9,8,12,71,,11.4,8,0.40299999999999997,25,0.36,9,43.8,28,0.521,12.9,10,37,0.486,18,0.25,5,"Eblen Center, Cookeville, Tennessee",MOREHEAD-STATE,Morehead State,70.5,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,19,True,False,True,Home,True,9,18,62,28,64,3,23,59,1,0,146,308,1111,0.4743474347434744,599,1207,0.4962717481358741,155,361,1100,0.5395454545454546,0.21052631578947367
20,2020-01-25-20-tennessee-tech,56.7,17,3.2,1,101.4,70.8,17,0.53,66,0.455,30,0.19699999999999998,13,0.769,10,12,200,109.6,18.8,6,13,80,,11.0,8,0.348,23,0.435,10,41.1,23,0.5539999999999999,8.9,7,43,0.465,20,0.429,9,"January 25, 2020",51.7,15,7.0,3,109.6,81.3,26,0.58,56,0.518,29,0.196,11,0.818,9,16,200,101.4,29.2,7,13,74,,5.5,4,0.446,25,0.28,7,58.9,33,0.604,23.8,19,31,0.71,22,0.23800000000000002,5,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,73.2,Away,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee Tech,ovc,20,False,True,True,Home,False,7,22,56,33,56,10,20,66,0,1,155,326,1173,0.4761295822676897,627,1271,0.4933123524783634,158,384,1159,0.5358067299396031,0.25
21,2020-01-30-21-tennessee-tech,80.0,24,6.1,2,112.0,72.4,21,0.563,63,0.47600000000000003,30,0.444,28,0.75,21,7,200,122.7,21.2,7,18,92,,13.3,10,0.508,32,0.344,11,45.2,28,0.603,9.6,8,31,0.613,19,0.682,15,"January 30, 2020",75.0,21,16.1,5,122.7,78.8,26,0.585,59,0.475,28,0.322,19,0.789,15,17,200,112.0,27.6,8,20,84,,4.0,3,0.441,26,0.5,13,54.8,34,0.617,16.2,13,33,0.455,15,0.22699999999999998,5,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,75.2,Away,BELMONT,Belmont,Tennessee Tech,ovc,21,False,True,True,Home,False,13,15,59,34,62,11,19,63,0,1,162,348,1229,0.4808787632221318,660,1327,0.4973624717407686,168,404,1225,0.5355102040816326,0.2380952380952381
22,2020-02-01-20-tennessee-tech,60.0,15,19.4,7,85.9,63.0,29,0.5,55,0.455,25,0.436,24,0.708,17,9,225,92.3,24.1,7,21,72,,10.3,8,0.23600000000000002,13,0.385,5,48.0,36,0.542,23.4,20,42,0.47600000000000003,20,0.609,14,"February 1, 2020",65.2,15,11.9,5,92.3,75.9,22,0.377,73,0.315,23,0.233,17,0.706,12,18,225,85.9,37.0,17,19,67,,10.3,8,0.507,37,0.243,9,52.0,39,0.413,13.9,13,36,0.389,14,0.217,5,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.5,Away,TENNESSEE-STATE,Tennessee State,Tennessee Tech,ovc,22,False,True,True,Home,False,9,14,73,39,75,5,20,55,0,1,175,363,1288,0.4856366459627329,694,1389,0.4996400287976962,179,423,1288,0.5368788819875776,0.2272727272727273
23,2020-02-06-20-tennessee-martin,64.0,16,7.7,3,110.4,74.1,20,0.461,64,0.391,25,0.063,4,0.75,3,19,200,92.5,32.4,12,16,62,,11.9,8,0.547,35,0.257,9,50.0,32,0.47,15.4,12,29,0.552,16,0.20800000000000002,5,"February 6, 2020",75.0,21,13.8,4,92.5,67.6,25,0.5710000000000001,56,0.5,28,0.214,12,0.833,10,15,200,110.4,25.9,7,8,74,,4.5,3,0.304,17,0.47100000000000003,8,50.0,32,0.6,18.6,14,39,0.513,20,0.318,7,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-TECH,Tennessee Tech,67.3,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee Tech,ovc,23,False,False,False,Away,False,9,16,64,32,64,8,20,56,0,1,184,377,1361,0.4797942689199118,733,1464,0.5006830601092896,184,443,1343,0.5353685778108712,0.21739130434782608
24,2020-02-08-17-southeast-missouri-state,52.4,11,5.3,2,89.6,75.8,25,0.532,47,0.447,21,0.34,16,0.75,12,19,200,92.5,17.4,4,19,62,,7.5,5,0.38299999999999995,18,0.444,8,51.8,29,0.568,25.0,18,29,0.44799999999999995,13,0.24,6,"February 8, 2020",60.9,14,13.8,4,92.5,82.6,19,0.491,53,0.434,23,0.28300000000000003,15,0.5329999999999999,8,20,200,89.6,24.2,8,18,60,,9.0,6,0.28300000000000003,15,0.4,6,48.2,27,0.499,19.0,14,38,0.447,17,0.2,5,"Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,67.4,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,24,False,False,False,Away,True,8,13,47,29,56,6,17,53,1,0,193,393,1425,0.4789473684210526,765,1528,0.5006544502617801,192,463,1399,0.5368120085775554,0.20833333333333331
25,2020-02-13-19-tennessee-tech,69.2,18,12.5,3,107.1,82.8,24,0.535,57,0.456,26,0.316,18,0.722,13,16,200,105.7,50.0,16,14,74,,11.4,8,0.35100000000000003,20,0.45,9,65.6,40,0.564,23.6,20,37,0.45899999999999996,17,0.385,10,"February 13, 2020",76.9,20,8.1,3,105.7,50.0,16,0.598,56,0.46399999999999997,26,0.23199999999999998,13,0.615,8,19,200,107.1,17.2,5,14,75,,18.6,13,0.5710000000000001,32,0.469,15,34.4,21,0.603,18.5,14,24,0.45799999999999996,11,0.26899999999999996,7,"Eblen Center, Cookeville, Tennessee",JACKSONVILLE-STATE,Jacksonville State,70.4,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,25,True,False,True,Home,True,15,11,56,21,61,9,17,57,1,0,201,406,1472,0.4806385869565217,794,1584,0.5012626262626263,198,480,1452,0.5351239669421488,0.24
