,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,FAIRLEIGH-DICKINSON_homegame,FAIRLEIGH-DICKINSON_homegame2,FAIRLEIGH-DICKINSON_home,FAIRLEIGH-DICKINSON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-12-la-salle,47.8,11,12.5,5,93.0,68.6,24,0.426,61,0.377,23,0.213,13,0.462,6,9,200,81.7,19.4,7,16,58,,9.9,7,0.344,21,0.28600000000000003,6,43.7,31,0.4320000000000001,14.2,11,40,0.425,17,0.182,2,"December 21, 2019",52.2,12,5.0,2,81.7,80.6,29,0.40700000000000003,59,0.39,23,0.39,23,0.7829999999999999,18,3,200,93.0,31.4,11,14,66,,8.5,6,0.322,19,0.105,2,56.3,40,0.47200000000000003,14.8,12,40,0.525,21,0.727,8,"Tom Gola Arena, Philadelphia, Pennsylvania",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,71.1,Home,LA-SALLE,La Salle,Fairleigh Dickinson,northeast,10,False,False,False,Away,False,6,17,61,31,71,2,21,59,0,1,63,185,577,0.4844020797227037,280,634,0.4416403785488959,86,185,581,0.540447504302926,0.2
11,2020-01-02-19-st-francis-ny,16.0,4,11.1,4,106.8,73.5,25,0.457,58,0.431,25,0.345,20,0.5,10,10,200,85.1,22.2,8,14,63,,6.8,5,0.259,15,0.2,3,47.1,33,0.467,18.3,15,43,0.512,22,0.16699999999999998,2,"January 2, 2020",59.3,16,11.6,5,85.1,77.8,28,0.534,59,0.45799999999999996,27,0.33899999999999997,20,0.8,16,6,200,106.8,26.5,9,18,79,,12.2,9,0.39,23,0.391,9,52.9,37,0.5770000000000001,16.1,13,36,0.5,18,0.5379999999999999,7,"Pope Physical Education Center, Brooklyn Heights, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,73.5,Home,ST-FRANCIS-NY,St. Francis (NY),Fairleigh Dickinson,northeast,11,False,False,False,Away,False,3,22,58,33,70,9,18,59,0,1,69,202,638,0.4788401253918495,311,705,0.4411347517730497,88,206,640,0.528125,0.18181818181818185
12,2020-01-04-13-bryant,55.2,16,12.5,3,100.0,74.4,29,0.524,62,0.46799999999999997,29,0.258,16,0.75,12,10,200,105.5,28.6,10,15,77,,6.8,5,0.387,24,0.292,7,52.7,39,0.5529999999999999,14.8,12,38,0.579,22,0.231,3,"January 4, 2020",68.0,17,5.3,2,105.5,71.4,25,0.46399999999999997,69,0.36200000000000004,25,0.203,14,0.643,9,6,200,100.0,25.6,10,15,73,,9.6,7,0.652,45,0.311,14,47.3,35,0.48200000000000004,10.7,9,24,0.45799999999999996,11,0.6,9,"Chace Athletic Center , Smithfield, Rhode Island",BRYANT,Bryant,73.1,Away,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,12,False,False,False,Away,True,7,22,62,39,74,14,11,69,1,0,72,224,696,0.4770114942528736,344,775,0.44387096774193546,97,224,699,0.5286123032904149,0.16666666666666666
13,2020-01-09-19-fairleigh-dickinson,40.7,11,16.2,6,110.3,72.7,24,0.5429999999999999,58,0.466,27,0.32799999999999996,19,0.737,14,7,200,113.2,41.2,14,15,77,,8.8,6,0.345,20,0.45,9,56.7,38,0.574,16.4,13,38,0.474,18,0.562,9,"January 9, 2020",33.3,9,13.2,5,113.2,58.8,20,0.551,59,0.45799999999999996,27,0.22,13,0.769,10,11,200,110.3,27.3,9,19,75,,10.3,7,0.373,22,0.5,11,43.3,29,0.575,17.8,14,37,0.4320000000000001,16,0.214,3,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,68.1,Away,SACRED-HEART,Sacred Heart,Fairleigh Dickinson,northeast,13,False,True,True,Home,False,11,16,59,29,67,9,18,58,0,1,79,246,758,0.4808707124010554,383,849,0.4511189634864546,111,235,768,0.5227864583333334,0.2307692307692308
14,2020-01-11-16-long-island-university,51.9,14,8.6,3,115.1,71.9,23,0.508,60,0.45,27,0.217,13,0.6920000000000001,9,12,200,95.9,24.1,7,15,70,,4.1,3,0.433,26,0.26899999999999996,7,49.2,30,0.529,17.6,14,34,0.588,20,0.2,3,"January 11, 2020",53.1,17,11.8,4,95.9,75.9,22,0.586,64,0.5,32,0.203,13,0.6920000000000001,9,9,200,115.1,28.1,9,15,84,,11.0,8,0.45299999999999996,29,0.379,11,50.8,31,0.599,13.6,11,35,0.6,21,0.43799999999999994,7,"Steinberg Wellness Center, Brooklyn, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,72.7,Home,LONG-ISLAND-UNIVERSITY,LIU,Fairleigh Dickinson,northeast,14,False,False,False,Away,False,7,20,60,30,61,11,21,64,0,1,90,262,817,0.4859241126070992,412,916,0.4497816593886463,120,253,826,0.5242130750605327,0.21428571428571427
15,2020-01-15-17-fairleigh-dickinson,35.1,13,4.3,2,110.4,77.4,24,0.654,65,0.569,37,0.262,17,0.882,15,5,200,129.9,25.0,7,14,100,,9.1,7,0.32299999999999995,21,0.524,11,52.5,31,0.684,13.2,11,44,0.591,26,0.688,11,"January 15, 2020",54.5,18,4.5,2,129.9,75.0,21,0.5529999999999999,66,0.5,33,0.19699999999999998,13,0.9229999999999999,12,13,200,110.4,22.6,7,14,85,,7.8,6,0.303,20,0.35,7,47.5,28,0.589,14.3,12,46,0.565,26,0.188,3,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,77.1,Away,SAINT-FRANCIS-PA,Saint Francis (PA),Fairleigh Dickinson,northeast,15,False,True,True,Home,False,7,26,66,28,59,11,26,65,0,1,97,282,877,0.4874572405929304,442,977,0.4524053224155578,131,274,890,0.5286516853932585,0.2
16,2020-01-20-15-fairleigh-dickinson,38.1,8,2.8,1,118.6,61.3,19,0.4,60,0.35,21,0.35,21,0.5710000000000001,12,19,200,85.7,28.2,11,17,60,,14.3,10,0.3670000000000001,22,0.273,6,42.9,30,0.429,14.8,12,38,0.395,15,0.05,1,"January 20, 2020",41.9,13,13.2,5,85.7,71.8,28,0.629,58,0.534,31,0.31,18,0.556,10,13,200,118.6,38.7,12,19,83,,10.0,7,0.379,22,0.5,11,57.1,40,0.624,17.5,14,36,0.556,20,0.235,4,"Rothman Center, Teaneck, New Jersey",CENTRAL-CONNECTICUT-STATE,Central Connecticut,69.8,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,16,True,False,True,Home,True,11,20,58,40,70,6,15,60,1,0,104,308,943,0.4920466595970308,470,1036,0.4536679536679537,142,300,955,0.53717277486911,0.1875
17,2020-01-23-19-merrimack,36.0,9,10.3,4,97.4,70.0,28,0.4270000000000001,62,0.40299999999999997,25,0.306,19,0.9470000000000001,18,14,250,93.4,27.8,10,20,71,,9.2,7,0.226,14,0.214,3,50.0,38,0.5,18.5,16,48,0.45799999999999996,22,0.222,4,"January 23, 2020",66.7,16,4.2,2,93.4,72.2,26,0.45299999999999996,64,0.375,24,0.375,24,0.667,16,8,250,97.4,30.0,12,15,74,,10.5,8,0.391,25,0.4,10,50.0,38,0.491,13.9,12,39,0.359,14,0.619,13,"Hammel Court, North Andover, Massachusetts",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,61.0,Home,MERRIMACK,Merrimack,Fairleigh Dickinson,northeast,17,False,False,False,Away,False,3,22,62,38,76,10,14,64,0,1,115,328,1001,0.5,510,1106,0.461121157323689,148,315,1015,0.529064039408867,0.2352941176470588
18,2020-01-25-15-sacred-heart,50.0,12,0.0,0,114.9,58.1,18,0.46399999999999997,55,0.436,24,0.273,15,0.6,9,15,200,89.6,16.7,5,18,60,,6.0,4,0.218,12,0.25,3,37.7,23,0.483,14.0,10,43,0.488,21,0.21100000000000002,4,"January 25, 2020",63.0,17,7.0,3,89.6,83.3,25,0.594,53,0.509,27,0.47200000000000003,25,0.56,14,9,200,114.9,41.9,13,15,77,,9.0,6,0.491,26,0.34600000000000003,9,62.3,38,0.593,17.9,14,27,0.667,18,0.5710000000000001,12,"William H. Pitt Center, Fairfield, Connecticut",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,66.5,Home,SACRED-HEART,Sacred Heart,Fairleigh Dickinson,northeast,18,False,False,False,Away,False,3,21,55,23,61,9,18,53,0,1,118,350,1063,0.4957666980244591,548,1182,0.4636209813874789,158,329,1079,0.5245597775718258,0.2222222222222222
19,2020-01-30-19-wagner,66.7,14,2.9,1,96.9,75.0,24,0.491,53,0.396,21,0.377,20,0.8,16,15,200,104.6,39.4,13,14,68,,12.3,8,0.491,26,0.385,10,56.9,37,0.544,17.4,13,27,0.40700000000000003,11,0.25,5,"January 30, 2020",62.5,15,14.8,4,104.6,60.6,20,0.46399999999999997,56,0.429,24,0.268,15,0.733,11,15,200,96.9,25.0,8,13,63,,13.8,9,0.39299999999999996,22,0.182,4,43.1,28,0.499,17.2,13,34,0.588,20,0.25,5,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,65.3,Away,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,19,False,False,False,Away,True,10,11,53,37,65,4,20,56,1,0,121,371,1118,0.4941860465116279,571,1243,0.4593724859211585,167,347,1132,0.5278268551236749,0.21052631578947367
20,2020-02-01-15-fairleigh-dickinson,45.8,11,8.8,3,119.7,76.2,16,0.474,58,0.414,24,0.431,25,0.8,20,13,200,105.6,25.0,9,19,75,,4.2,3,0.44799999999999995,26,0.26899999999999996,7,43.9,25,0.537,13.8,11,32,0.531,17,0.409,9,"February 1, 2020",60.7,17,12.5,4,105.6,75.0,27,0.647,51,0.5489999999999999,28,0.47100000000000003,24,0.792,19,15,200,119.7,23.8,5,21,85,,7.0,5,0.33299999999999996,17,0.588,10,56.1,32,0.6809999999999999,17.4,13,34,0.529,18,0.28600000000000003,6,"Rothman Center, Teaneck, New Jersey",MOUNT-ST-MARYS,Mount St. Mary's,71.1,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,20,True,False,True,Home,True,10,18,51,32,57,7,17,58,1,0,131,382,1171,0.4940222032450897,608,1308,0.4648318042813456,171,367,1188,0.5248316498316499,0.25
21,2020-02-06-19-fairleigh-dickinson,81.0,17,16.7,4,82.8,85.7,24,0.5,51,0.41200000000000003,21,0.17600000000000002,9,0.667,6,8,200,89.1,20.7,6,17,57,,9.4,6,0.49,25,0.36,9,52.6,30,0.516,21.4,15,26,0.462,12,0.667,16,"February 6, 2020",80.0,12,15.4,4,89.1,79.3,23,0.46399999999999997,42,0.35700000000000004,15,0.47600000000000003,20,0.7,14,16,200,82.8,14.3,4,14,53,,10.9,7,0.429,18,0.5,9,47.4,27,0.515,25.1,17,24,0.25,6,0.273,6,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,64.4,Away,MERRIMACK,Merrimack,Fairleigh Dickinson,northeast,21,False,True,True,Home,False,9,6,42,27,57,9,12,51,0,1,141,400,1222,0.5004091653027823,640,1365,0.4688644688644689,178,384,1246,0.5224719101123596,0.2857142857142857
22,2020-02-13-19-fairleigh-dickinson,57.1,16,10.3,3,134.2,72.7,16,0.457,70,0.4,28,0.14300000000000002,10,0.9,9,18,200,92.4,29.3,12,16,73,,12.7,10,0.414,29,0.276,8,44.4,28,0.488,18.6,17,41,0.488,20,0.217,5,"February 13, 2020",72.2,26,4.9,2,92.4,70.7,29,0.733,60,0.6,36,0.35,21,0.857,18,16,200,134.2,27.3,6,13,106,,16.5,13,0.517,31,0.516,16,55.6,35,0.757,17.8,15,29,0.69,20,0.304,7,"Rothman Center, Teaneck, New Jersey",WAGNER,Wagner,79.4,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,22,True,False,True,Home,True,16,20,60,35,63,8,20,70,1,0,150,406,1264,0.4992088607594937,667,1422,0.4690576652601969,187,396,1297,0.5215882806476484,0.2727272727272727
23,2020-02-15-13-robert-morris,33.3,9,2.9,1,109.2,76.7,23,0.534,58,0.466,27,0.22399999999999998,13,0.769,10,16,200,110.8,19.4,6,15,72,,7.7,5,0.414,24,0.33299999999999996,8,47.5,29,0.561,11.2,8,34,0.5589999999999999,19,0.33299999999999996,8,"February 15, 2020",60.0,15,5.9,2,110.8,80.6,25,0.5,56,0.446,25,0.28600000000000003,16,0.938,15,12,200,109.2,23.3,7,17,71,,9.2,6,0.375,21,0.28600000000000003,6,52.5,32,0.5579999999999999,11.3,8,35,0.5429999999999999,19,0.556,15,"UPMC Events Center, Moon, Pennsylvania",ROBERT-MORRIS,Robert Morris,65.4,Away,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Fairleigh Dickinson,northeast,23,False,False,False,Away,True,8,19,58,29,61,6,19,56,1,0,166,426,1324,0.5098187311178247,702,1485,0.4727272727272727,195,416,1367,0.5182882223847842,0.3043478260869565
24,2020-02-18-19-central-connecticut-state,33.3,9,7.9,3,107.0,95.7,22,0.47700000000000004,66,0.409,27,0.212,14,0.857,12,17,200,105.6,28.6,10,12,75,,9.9,7,0.28800000000000003,19,0.474,9,55.2,32,0.516,12.2,10,47,0.38299999999999995,18,0.32,8,"February 18, 2020",55.2,16,12.8,6,105.6,71.4,25,0.623,53,0.547,29,0.20800000000000002,11,0.909,10,24,200,107.0,4.3,1,15,76,,8.5,6,0.28300000000000003,15,0.5329999999999999,8,44.8,26,0.653,18.4,13,38,0.5529999999999999,21,0.14300000000000002,4,"Detrick Gymnasium, New Britain, Connecticut",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,71.4,Home,CENTRAL-CONNECTICUT-STATE,Central Connecticut,Fairleigh Dickinson,northeast,24,False,False,False,Away,False,9,18,66,32,58,8,21,53,0,1,174,445,1382,0.5108538350217077,731,1546,0.4728331177231566,201,435,1423,0.5175685172171469,0.3333333333333333
25,2020-02-21-20-fairleigh-dickinson,53.6,15,6.5,3,101.3,69.0,29,0.54,63,0.444,28,0.46,29,0.621,18,15,200,107.5,25.6,10,20,86,,10.0,8,0.429,27,0.444,12,48.1,39,0.56,14.6,13,36,0.444,16,0.46399999999999997,13,"February 21, 2020",50.0,15,13.9,5,107.5,74.4,29,0.493,69,0.435,30,0.29,20,0.65,13,18,200,101.3,31.0,13,23,81,,10.0,8,0.33299999999999996,23,0.348,8,51.9,42,0.516,15.3,14,46,0.478,22,0.308,8,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,79.6,Away,LONG-ISLAND-UNIVERSITY,LIU,Fairleigh Dickinson,northeast,25,False,True,True,Home,False,8,22,69,42,81,12,16,63,0,1,183,463,1448,0.5093232044198895,763,1604,0.4756857855361596,209,456,1476,0.5213414634146342,0.32
