,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTH-CAROLINA_homegame,SOUTH-CAROLINA_homegame2,SOUTH-CAROLINA_home,SOUTH-CAROLINA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-17-clemson,47.8,11,16.7,3,78.3,73.7,28,0.529,51,0.451,23,0.373,19,0.684,13,4,200,97.1,31.3,10,24,67,,14.5,10,0.353,18,0.444,8,54.3,38,0.5579999999999999,22.3,17,33,0.455,15,0.636,7,"December 15, 2019",71.4,10,6.1,2,97.1,68.8,22,0.37,50,0.28,14,0.46,23,0.7390000000000001,17,5,200,78.3,26.3,10,17,54,,15.9,11,0.64,32,0.281,9,45.7,32,0.44299999999999995,25.9,21,18,0.278,5,0.5,5,"Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,69.5,Away,SOUTH-CAROLINA,South Carolina,South Carolina,sec,10,False,False,False,Away,True,8,15,51,38,70,9,5,50,1,0,49,220,622,0.4718649517684888,341,651,0.5238095238095238,67,145,546,0.4496336996336997,0.6
11,2019-12-22-15-virginia,37.0,10,8.7,2,93.7,70.8,17,0.612,49,0.551,27,0.28600000000000003,14,0.7140000000000001,10,4,200,111.1,25.0,6,20,70,,22.2,14,0.34700000000000003,17,0.353,6,47.9,23,0.629,17.9,12,32,0.6559999999999999,21,0.667,8,"December 22, 2019",72.2,13,12.5,4,111.1,75.0,18,0.512,41,0.439,18,0.537,22,0.773,17,2,200,93.7,29.2,7,16,59,9.0,9.5,6,0.439,18,0.33299999999999996,6,52.1,25,0.573,27.3,19,23,0.522,12,0.818,9,"John Paul Jones Arena, Charlottesville, Virginia",VIRGINIA,Virginia,62.6,Away,SOUTH-CAROLINA,South Carolina,South Carolina,sec,11,False,False,False,Away,True,6,21,49,23,48,6,12,41,1,0,57,235,673,0.4762258543833581,379,721,0.5256588072122053,76,150,596,0.4429530201342282,0.6363636363636364
12,2019-12-30-15-south-carolina,68.8,11,5.7,2,82.4,66.7,24,0.433,45,0.35600000000000004,16,0.8,36,0.667,24,9,200,92.6,25.0,8,22,63,,10.3,7,0.37799999999999995,17,0.41200000000000003,7,47.1,32,0.507,18.7,14,28,0.321,9,0.4,6,"December 30, 2019",65.0,13,14.3,4,92.6,75.0,24,0.40700000000000003,54,0.37,20,0.444,24,0.5,12,5,200,82.4,33.3,12,27,56,,8.8,6,0.35200000000000004,19,0.21100000000000002,4,52.9,36,0.428,18.9,15,35,0.457,16,0.615,8,"The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,68.3,Away,STETSON,Stetson,South Carolina,sec,12,False,True,True,Home,False,4,16,54,36,68,7,9,45,0,1,63,256,722,0.4854570637119113,402,769,0.5227568270481144,82,162,637,0.4474097331240188,0.6666666666666666
13,2020-01-07-19-south-carolina,46.4,13,6.7,3,89.5,78.9,30,0.517,60,0.467,28,0.41700000000000004,25,0.76,19,4,200,106.6,31.0,9,19,81,,9.2,7,0.267,16,0.375,6,58.2,39,0.563,13.4,11,44,0.5,22,0.7140000000000001,10,"January 7, 2020",47.8,11,6.8,3,106.6,69.0,20,0.41700000000000004,60,0.38299999999999995,23,0.4,24,0.75,18,6,200,89.5,21.1,8,21,68,,6.6,5,0.25,15,0.267,4,41.8,28,0.47600000000000003,16.6,14,45,0.42200000000000004,19,0.5710000000000001,8,"The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,75.6,Away,FLORIDA,Florida,South Carolina,sec,13,False,True,True,Home,False,4,19,60,28,67,6,22,60,0,1,67,272,776,0.4800257731958763,438,837,0.5232974910394266,89,171,682,0.4464809384164223,0.6153846153846154
14,2020-01-11-13-tennessee,45.0,9,34.8,8,72.7,73.5,25,0.344,61,0.32799999999999996,20,0.361,22,0.591,13,7,200,71.4,32.5,13,29,55,,15.6,12,0.213,13,0.154,2,51.4,38,0.385,20.3,18,48,0.375,18,0.5329999999999999,8,"January 11, 2020",71.4,10,22.9,11,71.4,67.5,27,0.315,54,0.259,14,0.519,28,0.7859999999999999,22,5,200,72.7,26.5,9,22,56,,6.5,5,0.574,31,0.19399999999999998,6,48.6,36,0.41600000000000004,22.3,19,23,0.348,8,0.667,10,"Thompson-Boling Arena, Knoxville, Tennessee",SOUTH-CAROLINA,South Carolina,76.9,Home,TENNESSEE,Tennessee,South Carolina,sec,14,False,False,False,Away,False,2,18,61,38,74,6,8,54,0,1,71,291,836,0.4754784688995216,466,904,0.5154867256637168,95,193,742,0.452156334231806,0.5714285714285714
15,2020-01-15-18-south-carolina,41.7,10,11.1,6,102.5,66.7,30,0.48200000000000004,55,0.436,24,0.655,36,0.6940000000000001,25,4,200,98.7,30.3,10,26,78,10.0,6.3,5,0.273,15,0.33299999999999996,5,51.3,40,0.541,17.5,15,40,0.475,19,0.75,12,"January 15, 2020",44.8,13,7.5,3,98.7,69.7,23,0.445,73,0.397,29,0.41100000000000003,30,0.5329999999999999,16,7,200,102.5,33.3,15,28,81,,6.3,5,0.26,19,0.368,7,48.7,38,0.46399999999999997,9.5,9,54,0.40700000000000003,22,0.562,9,"The Colonial Life Arena, Columbia, South Carolina",KENTUCKY,Kentucky,79.2,Home,SOUTH-CAROLINA,South Carolina,South Carolina,sec,15,True,False,True,Home,True,7,22,73,38,78,5,19,55,1,0,73,309,897,0.4665551839464883,504,978,0.5153374233128835,101,201,796,0.4428391959798995,0.5333333333333333
16,2020-01-18-13-texas-am,75.9,22,10.0,3,97.1,79.3,23,0.617,60,0.483,29,0.133,8,0.875,7,7,200,117.4,40.7,11,27,81,,11.6,8,0.5,30,0.5329999999999999,16,60.7,34,0.635,19.1,15,30,0.433,13,0.588,10,"January 18, 2020",50.0,9,10.0,3,117.4,59.3,16,0.44299999999999995,44,0.409,18,0.932,41,0.6829999999999999,28,8,200,97.1,20.7,6,14,67,,8.7,6,0.318,14,0.214,3,39.3,22,0.528,17.3,13,30,0.5,15,0.5,8,"Reed Arena, College Station, Texas",TEXAS-AM,Texas A&M,69.1,Away,SOUTH-CAROLINA,South Carolina,South Carolina,sec,16,False,False,False,Away,True,16,13,60,34,56,3,15,44,1,0,80,331,970,0.4649484536082474,542,1056,0.5132575757575758,106,220,851,0.445358401880141,0.5625
17,2020-01-22-19-auburn,55.2,16,10.0,3,115.9,73.3,22,0.525,61,0.475,29,0.14800000000000002,9,0.33299999999999996,3,8,200,97.1,22.2,8,17,67,,10.1,7,0.344,21,0.28600000000000003,6,45.5,30,0.513,14.5,11,40,0.575,23,0.556,10,"January 22, 2020",65.4,17,5.0,2,97.1,77.8,28,0.544,57,0.456,26,0.368,21,0.857,18,2,200,115.9,26.7,8,16,80,16.0,4.3,3,0.474,27,0.37,10,54.5,36,0.597,14.2,11,30,0.5329999999999999,16,0.889,16,"Auburn Arena, Auburn, Alabama",SOUTH-CAROLINA,South Carolina,69.1,Home,AUBURN,Auburn,South Carolina,sec,17,False,False,False,Away,False,6,23,61,30,66,10,16,57,0,1,96,344,1030,0.4737864077669903,576,1112,0.5179856115107914,109,235,895,0.4452513966480447,0.5882352941176471
18,2020-01-25-20-south-carolina,47.4,9,4.7,2,123.3,64.5,20,0.377,57,0.33299999999999996,19,0.614,35,0.6,21,11,200,87.7,25.0,10,23,64,,8.2,6,0.526,30,0.16699999999999998,5,42.3,30,0.435,12.1,10,27,0.519,14,0.42100000000000004,8,"January 25, 2020",60.6,20,7.4,2,87.7,75.0,30,0.598,61,0.541,33,0.39299999999999996,24,0.708,17,8,200,123.3,35.5,11,29,90,,8.2,6,0.295,18,0.389,7,57.7,41,0.622,13.3,11,43,0.605,26,0.579,11,"The Colonial Life Arena, Columbia, South Carolina",VANDERBILT,Vanderbilt,73.0,Home,SOUTH-CAROLINA,South Carolina,South Carolina,sec,18,True,False,True,Home,True,7,26,61,41,71,5,14,57,1,0,102,367,1091,0.4766269477543538,606,1178,0.5144312393887945,119,251,952,0.451155462184874,0.5555555555555556
19,2020-01-29-20-arkansas,50.0,14,7.1,2,93.9,83.8,31,0.564,55,0.509,28,0.6,33,0.515,17,8,200,96.3,15.6,5,33,79,,4.9,4,0.364,20,0.3,6,52.2,36,0.5589999999999999,18.7,16,35,0.629,22,0.6,12,"January 29, 2020",36.4,8,2.9,1,96.3,84.4,27,0.47200000000000003,54,0.40700000000000003,22,0.741,40,0.65,26,5,200,93.9,16.2,6,23,77,,6.1,5,0.48100000000000004,26,0.26899999999999996,7,47.8,33,0.527,18.3,16,28,0.536,15,0.75,15,"Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,82.3,Away,SOUTH-CAROLINA,South Carolina,South Carolina,sec,19,False,False,False,Away,True,6,22,55,36,69,7,15,54,1,0,109,393,1152,0.4830729166666667,647,1249,0.5180144115292233,124,265,1009,0.44697720515361744,0.5789473684210527
20,2020-02-01-15-south-carolina,47.4,9,11.1,3,105.6,80.8,21,0.36200000000000004,58,0.32799999999999996,19,0.259,15,0.8,12,11,200,75.0,21.6,8,21,54,,6.9,5,0.32799999999999996,19,0.21100000000000002,4,46.0,29,0.415,20.8,17,39,0.385,15,0.47600000000000003,10,"February 1, 2020",56.0,14,23.1,9,75.0,78.4,29,0.5920000000000001,49,0.51,25,0.653,32,0.563,18,8,200,105.6,19.2,5,17,76,,13.9,10,0.449,22,0.364,8,54.0,34,0.5920000000000001,13.7,10,27,0.63,17,0.619,13,"The Colonial Life Arena, Columbia, South Carolina",MISSOURI,Missouri,71.7,Home,SOUTH-CAROLINA,South Carolina,South Carolina,sec,20,True,False,True,Home,True,8,17,49,34,63,4,15,58,1,0,115,415,1207,0.4867439933719967,683,1318,0.5182094081942337,131,280,1063,0.4482596425211665,0.6
21,2020-02-05-19-mississippi,69.6,16,6.7,3,107.7,67.9,19,0.46399999999999997,56,0.41100000000000003,23,0.41100000000000003,23,0.7829999999999999,18,9,200,89.7,8.0,2,25,70,,6.4,5,0.35700000000000004,20,0.3,6,39.6,21,0.523,17.5,14,36,0.47200000000000003,17,0.591,13,"February 5, 2020",55.6,15,8.3,3,89.7,92.0,23,0.526,57,0.474,27,0.561,32,0.75,24,11,200,107.7,32.1,9,22,84,,10.3,8,0.21100000000000002,12,0.5,6,60.4,32,0.5820000000000001,16.5,14,45,0.467,21,0.5,11,"The Pavilion at Ole Miss, Oxford, Mississippi",SOUTH-CAROLINA,South Carolina,78.1,Home,MISSISSIPPI,Ole Miss,South Carolina,sec,21,False,False,False,Away,False,6,17,56,21,53,6,21,57,0,1,123,432,1256,0.49084394904458595,717,1381,0.5191889934829833,135,295,1121,0.443800178412132,0.6190476190476191
22,2020-02-08-13-south-carolina,33.3,5,16.7,6,97.4,72.2,26,0.336,55,0.273,15,0.418,23,0.7390000000000001,17,11,200,71.1,29.0,9,20,54,,9.2,7,0.491,27,0.259,7,52.2,35,0.41,23.5,20,28,0.28600000000000003,8,0.5,11,"February 8, 2020",56.5,13,28.6,8,71.1,71.0,22,0.45799999999999996,59,0.39,23,0.45799999999999996,27,0.741,20,9,200,97.4,27.8,10,23,74,,17.1,13,0.39,23,0.348,8,47.8,32,0.515,15.5,13,36,0.41700000000000004,15,0.609,14,"The Colonial Life Arena, Columbia, South Carolina",TEXAS-AM,Texas A&M,75.9,Home,SOUTH-CAROLINA,South Carolina,South Carolina,sec,22,True,False,True,Home,True,8,15,59,32,67,7,8,55,1,0,129,449,1312,0.4897103658536585,738,1434,0.5146443514644351,141,316,1178,0.44779286926994905,0.5909090909090909
23,2020-02-12-18-georgia,58.6,17,10.7,3,78.7,80.6,29,0.4920000000000001,65,0.446,29,0.292,19,0.579,11,9,200,100.0,33.3,12,20,75,,13.3,10,0.262,17,0.353,6,56.9,41,0.507,13.0,11,48,0.479,23,0.625,15,"February 12, 2020",50.0,9,8.3,4,100.0,66.7,24,0.375,52,0.34600000000000003,18,0.5,26,0.769,20,12,200,78.7,19.4,7,16,59,,9.3,7,0.462,24,0.125,3,43.1,31,0.45799999999999996,23.0,19,28,0.536,15,0.5,12,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,74.7,Away,SOUTH-CAROLINA,South Carolina,South Carolina,sec,23,False,False,False,Away,True,6,23,65,41,72,3,15,52,1,0,137,464,1371,0.4883296863603209,770,1501,0.5129913391072618,148,324,1233,0.4428223844282239,0.6086956521739131
24,2020-02-15-18-south-carolina,75.0,15,16.2,6,90.0,67.7,21,0.46799999999999997,47,0.426,20,0.596,28,0.607,17,11,200,87.1,31.0,9,28,61,,11.4,8,0.298,14,0.28600000000000003,4,50.0,30,0.506,25.2,20,33,0.485,16,0.56,14,"February 15, 2020",30.0,6,15.2,5,87.1,69.0,20,0.44,50,0.4,20,0.64,32,0.594,19,9,200,90.0,32.3,10,24,63,,7.1,5,0.26,13,0.308,4,50.0,30,0.483,17.9,14,37,0.4320000000000001,16,0.64,16,"The Colonial Life Arena, Columbia, South Carolina",TENNESSEE,Tennessee,70.3,Home,SOUTH-CAROLINA,South Carolina,South Carolina,sec,24,True,False,True,Home,True,4,16,50,30,60,4,16,47,1,0,143,487,1436,0.4885097493036212,811,1573,0.5155753337571519,151,339,1285,0.4400778210116731,0.625
25,2020-02-19-21-mississippi-state,58.6,17,2.9,1,101.3,77.8,21,0.517,60,0.483,29,0.317,19,0.737,14,10,200,97.4,23.5,8,24,76,,14.1,11,0.28300000000000003,17,0.235,4,47.5,29,0.551,18.0,15,43,0.581,25,0.615,16,"February 19, 2020",60.9,14,4.7,2,97.4,76.5,26,0.5539999999999999,46,0.5,23,0.7829999999999999,36,0.778,28,9,200,101.3,22.2,6,18,79,,7.7,6,0.261,12,0.41700000000000004,5,52.5,32,0.626,26.2,22,34,0.529,18,0.654,17,"Humphrey Coliseum, Starkville, Mississippi",SOUTH-CAROLINA,South Carolina,77.6,Home,MISSISSIPPI-STATE,Mississippi State,South Carolina,sec,25,False,False,False,Away,False,4,25,60,29,61,5,18,46,0,1,147,503,1486,0.4868775235531628,841,1633,0.5150030618493571,155,355,1332,0.4410660660660661,0.64
26,2020-02-22-18-south-carolina,57.7,15,12.0,6,101.3,61.4,27,0.517,59,0.441,26,0.525,31,0.8059999999999999,25,8,200,108.9,30.3,10,23,86,,10.1,8,0.39,23,0.391,9,48.1,37,0.583,16.2,14,36,0.47200000000000003,17,0.7040000000000001,19,"February 22, 2020",42.9,12,13.9,5,108.9,69.7,23,0.433,75,0.373,28,0.33299999999999996,25,0.6,15,11,200,101.3,38.6,17,22,80,,10.1,8,0.33299999999999996,25,0.36,9,51.9,40,0.46,11.3,11,50,0.38,19,0.593,16,"The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,79.3,Away,LOUISIANA-STATE,LSU,South Carolina,sec,26,False,True,True,Home,False,9,19,75,40,77,9,17,59,0,1,151,528,1546,0.4880336351875809,870,1694,0.51357733175915,160,373,1378,0.4448476052249637,0.6153846153846154
