,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DELAWARE-STATE_homegame,DELAWARE-STATE_homegame2,DELAWARE-STATE_home,DELAWARE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-16-19-delaware,44.8,13,5.4,2,103.6,89.7,26,0.46399999999999997,70,0.414,29,0.271,19,0.684,13,10,200,94.0,18.4,7,26,78,,12.0,10,0.314,22,0.318,7,49.3,33,0.494,13.3,12,48,0.45799999999999996,22,0.091,1,"December 16, 2019",62.1,18,6.3,3,94.0,81.6,31,0.583,54,0.537,29,0.593,32,0.7190000000000001,23,2,200,103.6,10.3,3,18,86,,9.6,8,0.315,17,0.294,5,50.7,34,0.621,19.0,16,37,0.649,24,0.833,10,"76ers Fieldhouse, Wilmington, Delaware",DELAWARE-STATE,Delaware State,83.1,Home,DELAWARE,Delaware,Delaware State,meac,10,False,False,False,Away,False,7,22,70,33,67,5,24,54,0,1,76,171,612,0.4656862745098039,288,661,0.4357034795763994,103,184,586,0.5776450511945392,0.1
11,2019-12-18-20-jacksonville-state,34.5,10,3.6,1,121.1,75.0,15,0.525,61,0.475,29,0.32799999999999996,20,0.8,16,11,200,105.3,13.8,4,17,80,,14.5,11,0.295,18,0.33299999999999996,6,38.8,19,0.5670000000000001,14.7,12,43,0.535,23,0.083,1,"December 18, 2019",68.8,22,7.0,3,105.3,86.2,25,0.685,54,0.593,32,0.40700000000000003,22,0.818,18,7,200,121.1,25.0,5,13,92,,6.6,5,0.48100000000000004,26,0.385,10,61.2,30,0.7140000000000001,19.1,15,28,0.7859999999999999,22,0.364,4,"Pete Mathews Coliseum, Jacksonville, Alabama",DELAWARE-STATE,Delaware State,76.5,Home,JACKSONVILLE-STATE,Jacksonville State,Delaware State,meac,11,False,False,False,Away,False,6,23,61,19,49,10,22,54,0,1,83,193,682,0.4655425219941349,321,728,0.4409340659340659,108,208,640,0.578125,0.09090909090909093
12,2019-12-22-14-st-francis-ny,26.1,6,2.5,1,105.2,77.4,24,0.45,60,0.38299999999999995,23,0.217,13,0.615,8,12,200,80.5,27.0,10,21,62,,5.2,4,0.33299999999999996,20,0.4,8,50.0,34,0.46799999999999997,23.3,20,40,0.375,15,0.077,1,"December 22, 2019",44.8,13,2.5,1,80.5,73.0,27,0.4920000000000001,64,0.45299999999999996,29,0.359,23,0.7829999999999999,18,6,200,105.2,22.6,7,15,81,,10.4,8,0.375,24,0.20800000000000002,5,50.0,34,0.541,11.9,10,40,0.6,24,0.5,6,"Pope Physical Education Center, Brooklyn Heights, New York",DELAWARE-STATE,Delaware State,77.1,Home,ST-FRANCIS-NY,St. Francis (NY),Delaware State,meac,12,False,False,False,Away,False,8,15,60,34,68,5,24,64,0,1,89,216,743,0.4703903095558546,340,777,0.4375804375804376,118,230,694,0.5864553314121037,0.08333333333333333
13,2019-12-30-18-delaware-state,41.4,12,8.3,3,100.0,80.6,29,0.479,70,0.414,29,0.18600000000000005,13,0.846,11,0,200,102.6,33.3,13,17,78,,7.9,6,0.35700000000000004,25,0.36,9,56.0,42,0.512,12.7,11,45,0.444,20,0.0,0,"December 30, 2019",33.3,9,6.7,3,102.6,66.7,26,0.5329999999999999,61,0.44299999999999995,27,0.311,19,0.579,11,13,200,100.0,19.4,7,15,76,,7.9,6,0.41,25,0.44,11,44.0,33,0.5429999999999999,17.8,15,36,0.444,16,0.071,1,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,76.1,Away,"Washington Adventist
			","Washington Adventist
			",Delaware State,meac,13,False,True,True,Home,False,11,16,61,33,75,9,20,70,0,1,97,231,803,0.4688667496886675,374,845,0.442603550295858,123,254,758,0.5784960422163589,0.07692307692307693
14,2020-01-04-14-delaware-state,45.8,11,12.9,4,86.1,72.7,24,0.529,51,0.47100000000000003,24,0.725,37,0.73,27,9,200,102.5,12.0,3,18,81,,12.7,10,0.33299999999999996,17,0.353,6,46.6,27,0.591,18.2,15,34,0.529,18,0.43799999999999994,7,"January 4, 2020",57.1,12,5.9,2,102.5,88.0,22,0.41700000000000004,60,0.35,21,0.35,21,0.857,18,14,200,86.1,27.3,9,25,68,,10.1,8,0.483,29,0.276,8,53.4,31,0.486,19.7,17,31,0.419,13,0.067,1,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,79.3,Away,MORGAN-STATE,Morgan State,Delaware State,meac,14,False,True,True,Home,False,8,13,60,31,58,6,18,51,0,1,108,247,864,0.4733796296296297,407,920,0.4423913043478261,132,274,828,0.5700483091787439,0.07142857142857142
15,2020-01-11-14-delaware-state,47.8,11,5.6,2,88.3,72.7,24,0.48,51,0.451,23,0.451,23,0.7390000000000001,17,11,200,85.7,33.3,9,30,66,,7.8,6,0.314,16,0.188,3,55.0,33,0.5329999999999999,26.5,22,35,0.5710000000000001,20,0.312,5,"January 11, 2020",47.8,11,2.9,1,85.7,66.7,18,0.455,56,0.41100000000000003,23,0.518,29,0.586,17,14,200,88.3,27.3,9,20,68,,13.0,10,0.35700000000000004,20,0.25,5,45.0,27,0.48700000000000004,20.7,18,36,0.5,18,0.125,2,"Memorial Hall, Dover, Delaware",NORTH-CAROLINA-CENTRAL,North Carolina Central,76.9,Home,DELAWARE-STATE,Delaware State,Delaware State,meac,15,True,False,True,Home,True,5,18,56,27,60,3,20,51,1,0,116,260,924,0.4696969696969697,438,978,0.4478527607361963,138,292,879,0.5676905574516496,0.06666666666666668
16,2020-01-13-19-delaware-state,54.5,18,0.0,0,92.8,66.7,22,0.514,72,0.45799999999999996,33,0.444,32,0.75,24,11,200,118.1,30.2,13,22,98,,16.9,14,0.33299999999999996,24,0.33299999999999996,8,46.1,35,0.562,9.5,9,48,0.521,25,0.389,7,"January 13, 2020",29.2,7,4.2,2,118.1,69.8,30,0.466,59,0.40700000000000003,24,0.508,30,0.733,22,15,200,92.8,33.3,11,21,77,,3.6,3,0.45799999999999996,27,0.259,7,53.9,41,0.526,21.7,20,32,0.531,17,0.11800000000000001,2,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,82.7,Away,NORTH-CAROLINA-AT,North Carolina A&T,Delaware State,meac,16,False,True,True,Home,False,7,17,59,41,76,8,25,72,0,1,121,278,980,0.4688775510204082,465,1038,0.4479768786127168,141,312,930,0.5629032258064516,0.125
17,2020-01-25-16-north-carolina-central,52.9,9,12.9,4,96.0,68.8,22,0.303,61,0.27899999999999997,17,0.213,13,0.615,8,16,200,60.0,32.5,13,26,45,,12.0,9,0.377,23,0.13,3,48.6,35,0.335,25.6,23,38,0.368,14,0.111,2,"January 25, 2020",70.8,17,5.3,2,60.0,67.5,27,0.52,51,0.47100000000000003,24,0.588,30,0.633,19,12,200,96.0,31.3,10,16,72,,16.0,12,0.392,20,0.25,5,51.4,37,0.552,21.9,18,31,0.613,19,0.4,8,"McLendon-McDougald Gym, Durham, North Carolina",DELAWARE-STATE,Delaware State,75.2,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,17,False,False,False,Away,False,3,14,61,35,72,5,19,51,0,1,128,295,1039,0.4687199230028874,506,1114,0.4542190305206463,149,337,1002,0.5593812375249501,0.1176470588235294
18,2020-01-27-19-north-carolina-at,46.2,12,6.0,3,95.3,58.3,28,0.39299999999999996,75,0.34700000000000003,26,0.32,24,0.33299999999999996,8,17,200,77.9,28.6,16,18,67,,10.5,9,0.4270000000000001,32,0.21899999999999997,7,42.3,44,0.38799999999999996,16.6,17,43,0.442,19,0.105,2,"January 27, 2020",69.7,23,9.3,4,77.9,71.4,40,0.48700000000000004,78,0.423,33,0.231,18,0.33299999999999996,6,12,200,95.3,41.7,20,21,82,,15.1,13,0.359,28,0.35700000000000004,10,57.7,60,0.474,18.1,19,50,0.46,23,0.455,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,86.5,Home,NORTH-CAROLINA-AT,North Carolina A&T,Delaware State,meac,18,False,False,False,Away,False,7,19,75,44,104,10,23,78,0,1,131,309,1100,0.4595454545454545,541,1186,0.4561551433389545,154,356,1053,0.5574548907882241,0.1111111111111111
19,2020-02-01-14-delaware-state,52.0,13,10.9,5,101.3,74.3,26,0.469,65,0.385,25,0.10800000000000001,7,1.0,7,17,200,89.5,20.0,7,12,68,,11.8,9,0.569,37,0.297,11,47.1,33,0.498,17.1,14,28,0.5,14,0.261,6,"February 1, 2020",37.5,12,0.0,0,89.5,80.0,28,0.5379999999999999,65,0.4920000000000001,32,0.185,12,0.583,7,17,200,101.3,25.7,9,12,77,,9.2,7,0.292,19,0.316,6,52.9,37,0.545,16.6,14,46,0.565,26,0.15,3,"Memorial Hall, Dover, Delaware",COPPIN-STATE,Coppin State,75.5,Home,DELAWARE-STATE,Delaware State,Delaware State,meac,19,True,False,True,Home,True,6,26,65,37,70,11,14,65,1,0,138,328,1175,0.4553191489361702,585,1290,0.4534883720930232,164,379,1131,0.5526083112290009,0.10526315789473684
20,2020-02-03-19-delaware-state,42.3,11,10.0,3,93.0,78.1,25,0.483,60,0.433,26,0.25,15,0.667,10,19,200,95.8,29.4,10,20,68,,7.0,5,0.38299999999999995,23,0.261,6,53.0,35,0.507,14.2,11,37,0.541,20,0.136,3,"February 3, 2020",50.0,11,2.7,1,95.8,70.6,24,0.47200000000000003,54,0.40700000000000003,22,0.5,27,0.556,15,18,200,93.0,21.9,7,17,66,,4.2,3,0.444,24,0.292,7,47.0,31,0.494,17.5,14,30,0.5,15,0.14300000000000002,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,71.0,Away,MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,Delaware State,meac,20,False,True,True,Home,False,7,15,54,31,66,6,20,60,0,1,144,354,1240,0.4596774193548387,622,1360,0.4573529411764706,175,393,1196,0.5480769230769231,0.15
21,2020-02-08-18-norfolk-state,52.9,9,12.0,3,111.8,72.2,26,0.402,51,0.33299999999999996,17,0.47100000000000003,24,0.667,16,19,200,75.0,14.7,5,18,57,,2.6,2,0.41200000000000003,21,0.33299999999999996,7,44.3,31,0.457,24.5,20,30,0.33299999999999996,10,0.136,3,"February 8, 2020",55.6,15,6.7,2,75.0,85.3,29,0.5489999999999999,61,0.44299999999999995,27,0.426,26,0.6920000000000001,18,13,200,111.8,27.8,10,19,85,,11.8,9,0.59,36,0.361,13,55.7,39,0.579,14.2,12,25,0.56,14,0.45799999999999996,11,"Echols Memorial Hall, Norfolk, Virginia",DELAWARE-STATE,Delaware State,76.4,Home,NORFOLK-STATE,Norfolk State,Delaware State,meac,21,False,False,False,Away,False,7,10,51,31,70,13,14,61,0,1,151,369,1294,0.4602009273570325,653,1426,0.4579242636746143,181,413,1256,0.5449840764331211,0.14285714285714285
22,2020-02-10-19-south-carolina-state,18.8,6,9.3,4,123.5,70.4,19,0.562,65,0.4920000000000001,32,0.292,19,0.684,13,20,200,106.2,14.8,4,27,86,,2.5,2,0.354,23,0.391,9,42.6,23,0.581,14.1,12,42,0.5479999999999999,23,0.13,3,"February 10, 2020",45.5,15,9.5,4,106.2,85.2,23,0.632,57,0.579,33,0.684,39,0.718,28,12,200,123.5,29.6,8,22,100,,4.9,4,0.24600000000000002,14,0.429,6,57.4,31,0.662,13.9,12,43,0.628,27,0.455,10,"SHM Memorial Center, Orangeburg, South Carolina",DELAWARE-STATE,Delaware State,80.8,Home,SOUTH-CAROLINA-STATE,South Carolina State,Delaware State,meac,22,False,False,False,Away,False,9,23,65,23,54,6,27,57,0,1,158,379,1345,0.4579925650557621,684,1496,0.4572192513368984,194,427,1317,0.5451784358390281,0.13636363636363635
23,2020-02-15-14-delaware-state,26.5,9,7.3,3,103.3,90.9,30,0.456,80,0.425,34,0.413,33,0.727,24,13,250,105.4,43.2,19,22,97,,6.5,6,0.2,16,0.313,5,63.6,49,0.507,13.7,15,64,0.45299999999999996,29,0.435,10,"February 15, 2020",43.8,14,9.4,6,105.4,56.8,25,0.545,66,0.485,32,0.47,31,0.742,23,21,250,103.3,9.1,3,27,95,,12.0,11,0.379,25,0.32,8,36.4,28,0.588,15.0,14,41,0.585,24,0.125,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,73.4,Away,FLORIDA-AM,Florida A&M,Delaware State,meac,23,False,True,True,Home,False,8,24,66,28,77,5,29,80,0,1,167,402,1410,0.4627659574468085,707,1550,0.4561290322580645,200,454,1374,0.5487627365356623,0.13043478260869565
24,2020-02-17-19-delaware-state,39.1,9,10.3,4,87.5,72.5,29,0.465,57,0.40399999999999997,23,0.368,21,0.857,18,13,200,88.8,20.7,6,18,71,,7.5,6,0.439,25,0.28,7,50.7,35,0.53,21.4,18,32,0.5,16,0.5,13,"February 17, 2020",37.5,9,9.4,3,88.8,79.3,23,0.40299999999999997,67,0.358,24,0.32799999999999996,22,0.727,16,22,200,87.5,27.5,11,19,70,,15.0,12,0.418,28,0.214,6,49.3,34,0.452,15.4,14,39,0.462,18,0.12,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,79.7,Away,BETHUNE-COOKMAN,Bethune-Cookman,Delaware State,meac,24,False,True,True,Home,False,6,18,67,34,69,7,16,57,0,1,175,426,1476,0.4664634146341464,735,1627,0.4517516902274124,205,483,1454,0.5436726272352133,0.125
25,2020-02-22-16-coppin-state,35.3,12,9.7,3,125.6,78.1,25,0.5489999999999999,72,0.47200000000000003,34,0.125,9,0.778,7,23,200,110.3,21.6,8,23,86,,5.1,4,0.389,28,0.39299999999999996,11,47.8,33,0.564,11.6,10,44,0.523,23,0.115,3,"February 22, 2020",56.7,17,11.4,5,110.3,78.4,29,0.64,57,0.526,30,0.632,36,0.6940000000000001,25,20,200,125.6,21.9,7,13,98,,7.7,6,0.456,26,0.5,13,52.2,36,0.6609999999999999,12.1,10,31,0.5479999999999999,17,0.31,9,"Physical Education Complex, Baltimore, Maryland",DELAWARE-STATE,Delaware State,77.7,Home,COPPIN-STATE,Coppin State,Delaware State,meac,25,False,False,False,Away,False,11,23,72,33,69,13,17,57,0,1,181,444,1543,0.4637070641607259,769,1696,0.4534198113207547,212,499,1511,0.5407015221707479,0.12
26,2020-02-24-19-morgan-state,26.9,7,4.5,2,113.9,64.9,24,0.5539999999999999,56,0.46399999999999997,26,0.48200000000000004,27,0.667,18,24,200,101.3,17.2,5,27,80,,8.9,7,0.5,28,0.35700000000000004,10,43.9,29,0.581,17.1,14,28,0.5710000000000001,16,0.111,3,"February 24, 2020",62.1,18,10.7,3,101.3,82.8,24,0.534,59,0.4920000000000001,29,0.7120000000000001,42,0.643,27,14,200,113.9,35.1,13,21,90,,10.1,8,0.254,15,0.33299999999999996,5,56.1,37,0.57,15.3,14,44,0.545,24,0.517,15,"Hill Field House, Baltimore, Maryland",DELAWARE-STATE,Delaware State,78.9,Home,MORGAN-STATE,Morgan State,Delaware State,meac,26,False,False,False,Away,False,10,16,56,29,66,5,24,59,0,1,192,467,1615,0.4674922600619195,802,1765,0.4543909348441926,225,516,1568,0.5443239795918368,0.1153846153846154
