,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CITADEL_homegame,CITADEL_homegame2,CITADEL_home,CITADEL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-19-19-longwood,54.5,18,2.4,1,99.0,76.1,35,0.519,77,0.429,33,0.364,28,0.7859999999999999,22,5,275,102.0,17.1,7,19,102,,8.0,8,0.532,41,0.341,14,48.3,42,0.565,15.2,16,36,0.528,19,0.545,6,"December 19, 2019",45.9,17,5.6,2,102.0,82.9,34,0.506,85,0.435,37,0.188,16,0.813,13,7,275,99.0,23.9,11,22,99,,10.0,10,0.506,43,0.27899999999999997,12,51.7,45,0.535,17.9,20,42,0.595,25,0.41700000000000004,5,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,73.1,Away,CITADEL,Citadel,The Citadel,southern,10,False,False,False,Away,True,14,19,77,42,87,12,25,85,1,0,102,207,653,0.5513016845329249,363,711,0.510548523206751,80,203,656,0.4923780487804878,0.5
11,2019-12-22-18-north-carolina-state,56.5,13,2.5,1,109.2,73.0,27,0.441,68,0.33799999999999997,23,0.11800000000000001,8,0.375,3,6,200,82.9,14.6,6,17,63,,9.2,7,0.662,45,0.311,14,42.3,33,0.439,15.4,13,23,0.391,9,0.5,6,"December 22, 2019",51.6,16,17.4,4,82.9,85.4,35,0.53,66,0.47,31,0.28800000000000003,19,0.684,13,3,200,109.2,27.0,10,11,83,,10.5,8,0.39399999999999996,26,0.308,8,57.7,45,0.5529999999999999,10.8,9,40,0.575,23,0.75,9,"PNC Arena, Raleigh, North Carolina",CITADEL,Citadel,76.4,Home,NORTH-CAROLINA-STATE,NC State,The Citadel,southern,11,False,False,False,Away,False,14,9,68,33,78,8,23,66,0,1,116,226,730,0.547945205479452,405,798,0.5075187969924813,92,228,741,0.4939271255060729,0.5454545454545454
12,2020-01-01-15-samford,60.9,14,7.3,3,92.0,71.0,22,0.46,63,0.365,23,0.254,16,0.625,10,7,200,90.7,31.0,13,25,68,,13.3,10,0.5710000000000001,36,0.33299999999999996,12,47.9,35,0.48200000000000004,20.4,18,27,0.40700000000000003,11,0.462,6,"January 1, 2020",29.6,8,7.4,2,90.7,69.0,29,0.483,59,0.45799999999999996,27,0.28800000000000003,17,0.706,12,8,200,92.0,29.0,9,14,69,,6.7,5,0.305,18,0.16699999999999998,3,52.1,38,0.514,19.4,16,41,0.585,24,0.467,7,"Pete Hanna Center, Birmingham, Alabama",CITADEL,Citadel,74.8,Home,SAMFORD,Samford,The Citadel,southern,12,False,False,False,Away,False,12,11,63,35,73,3,24,59,0,1,130,235,798,0.5388471177944862,438,876,0.5,100,251,807,0.4969021065675341,0.5
13,2020-01-04-13-citadel,62.1,18,5.0,2,107.9,78.9,30,0.589,62,0.46799999999999997,29,0.32299999999999995,20,0.65,13,3,200,113.2,25.7,9,16,86,,6.6,5,0.5479999999999999,34,0.441,15,53.4,39,0.601,14.5,12,28,0.5,14,0.769,10,"January 4, 2020",44.1,15,14.3,4,113.2,74.3,26,0.5589999999999999,68,0.5,34,0.221,15,0.4,6,8,200,107.9,21.1,8,20,82,,3.9,3,0.41200000000000003,28,0.28600000000000003,8,46.6,34,0.546,12.9,11,40,0.65,26,0.429,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,76.3,Away,WESTERN-CAROLINA,Western Carolina,The Citadel,southern,13,False,True,True,Home,False,8,26,68,34,73,15,14,62,0,1,142,246,861,0.5331010452961672,473,949,0.4984193888303478,103,275,866,0.4959584295612009,0.4615384615384616
14,2020-01-11-19-wofford,52.2,12,6.9,2,97.3,77.8,28,0.43799999999999994,64,0.359,23,0.32799999999999996,21,0.7140000000000001,15,9,200,94.7,25.0,10,25,71,,8.0,6,0.516,33,0.303,10,50.0,38,0.48,14.1,12,31,0.419,13,0.4,6,"January 11, 2020",43.5,10,19.4,6,94.7,75.0,30,0.473,56,0.41100000000000003,23,0.5539999999999999,31,0.645,20,6,200,97.3,22.2,8,21,73,,5.3,4,0.48200000000000004,27,0.259,7,50.0,38,0.516,14.7,12,29,0.552,16,0.647,11,"Richardson Indoor Stadium, Spartanburg, South Carolina",CITADEL,Citadel,75.4,Home,WOFFORD,Wofford,The Citadel,southern,14,False,False,False,Away,False,10,13,64,38,76,7,16,56,0,1,150,272,929,0.534983853606028,507,1022,0.4960861056751468,118,289,928,0.5021551724137931,0.42857142857142855
15,2020-01-15-19-citadel,31.0,9,4.5,1,83.1,70.0,21,0.45299999999999996,74,0.392,29,0.21600000000000005,16,0.75,12,5,200,95.2,31.0,13,17,79,,20.5,17,0.37799999999999995,28,0.321,9,47.2,34,0.484,15.6,15,46,0.435,20,0.737,14,"January 15, 2020",70.8,17,6.5,3,95.2,69.0,29,0.5589999999999999,51,0.47100000000000003,24,0.33299999999999996,17,0.706,12,10,200,83.1,30.0,9,14,69,,9.6,8,0.569,29,0.31,9,52.8,38,0.584,35.4,32,22,0.682,15,0.375,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,82.8,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,The Citadel,southern,15,False,True,True,Home,False,9,15,51,38,72,9,20,74,0,1,160,285,993,0.5287009063444109,545,1098,0.4963570127504554,125,305,984,0.5005081300813008,0.4
16,2020-01-18-13-virginia-military-institute,48.0,12,5.7,2,110.0,66.7,22,0.484,61,0.41,25,0.377,23,0.87,20,11,200,98.8,20.0,7,20,79,,5.0,4,0.39299999999999996,24,0.375,9,42.6,29,0.5489999999999999,16.4,14,37,0.4320000000000001,16,0.353,6,"January 18, 2020",75.9,22,8.1,3,98.8,80.0,28,0.493,70,0.414,29,0.35700000000000004,25,0.76,19,14,200,110.0,33.3,11,20,88,,7.5,6,0.5,35,0.314,11,57.4,39,0.537,12.0,11,35,0.514,18,0.3,6,"Cameron Hall, Lexington, Virginia",CITADEL,Citadel,80.4,Home,VIRGINIA-MILITARY-INSTITUTE,VMI,The Citadel,southern,16,False,False,False,Away,False,9,16,61,29,68,11,18,70,0,1,169,300,1044,0.5301724137931034,583,1170,0.4982905982905983,134,325,1058,0.497164461247637,0.375
17,2020-01-22-19-chattanooga,52.4,11,5.4,2,119.5,62.5,20,0.40700000000000003,59,0.35600000000000004,21,0.424,25,0.84,21,12,200,89.6,20.5,8,18,69,,9.1,7,0.424,25,0.24,6,39.4,28,0.48700000000000004,15.7,13,34,0.441,15,0.33299999999999996,6,"January 22, 2020",53.1,17,8.8,3,89.6,79.5,31,0.585,65,0.4920000000000001,32,0.33799999999999997,22,0.727,16,7,200,119.5,37.5,12,19,92,,7.8,6,0.431,28,0.429,12,60.6,43,0.61,15.8,14,37,0.541,20,0.65,13,"The McKenzie Arena, Chattanooga, Tennessee",CITADEL,Citadel,76.7,Home,CHATTANOOGA,Chattanooga,The Citadel,southern,17,False,False,False,Away,False,6,15,59,28,71,12,20,65,0,1,178,316,1105,0.5276018099547511,612,1238,0.494345718901454,145,343,1128,0.4968971631205674,0.35294117647058826
18,2020-01-25-13-citadel,37.0,10,4.5,1,70.1,85.7,24,0.508,63,0.429,27,0.349,22,0.636,14,5,200,101.3,21.1,8,21,78,,16.9,13,0.444,28,0.35700000000000004,10,48.5,32,0.531,15.2,13,35,0.486,17,0.773,17,"January 25, 2020",70.6,12,17.1,6,101.3,78.9,30,0.40399999999999997,47,0.36200000000000004,17,0.511,24,0.667,16,13,200,70.1,14.3,4,20,54,,6.5,5,0.532,25,0.16,4,51.5,34,0.462,26.7,21,22,0.591,13,0.316,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,76.9,Away,FURMAN,Furman,The Citadel,southern,18,False,True,True,Home,False,4,13,47,34,66,10,17,63,0,1,184,331,1164,0.5214776632302406,640,1309,0.4889228418640184,157,363,1193,0.5016764459346186,0.3333333333333333
19,2020-01-29-19-citadel,33.3,11,3.6,1,80.0,86.5,32,0.629,58,0.569,33,0.22399999999999998,13,0.462,6,8,200,112.9,20.0,5,16,79,,8.6,6,0.44799999999999995,26,0.26899999999999996,7,59.7,37,0.616,14.7,11,32,0.813,26,0.636,14,"January 29, 2020",47.4,9,6.3,2,112.9,80.0,20,0.39299999999999996,56,0.33899999999999997,19,0.321,18,0.667,12,14,200,80.0,13.5,5,16,56,,5.7,4,0.5,28,0.214,6,40.3,25,0.434,14.7,11,28,0.46399999999999997,13,0.3,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,70.4,Away,WOFFORD,Wofford,The Citadel,southern,19,False,True,True,Home,False,6,13,56,25,62,7,26,58,0,1,188,344,1211,0.5169281585466556,674,1375,0.4901818181818182,167,380,1256,0.5019904458598726,0.3157894736842105
20,2020-02-01-16-mercer,57.7,15,2.8,1,110.1,58.3,14,0.635,48,0.542,26,0.41700000000000004,20,0.5,10,15,200,102.9,19.0,4,14,71,,15.9,11,0.45799999999999996,22,0.409,9,40.0,18,0.617,22.0,16,26,0.654,17,0.28600000000000003,6,"February 1, 2020",50.0,14,3.8,1,102.9,81.0,17,0.5820000000000001,55,0.509,28,0.255,14,0.857,12,11,200,110.1,41.7,10,16,76,,14.5,10,0.345,19,0.42100000000000004,8,60.0,27,0.616,20.7,16,36,0.556,20,0.522,12,"Hawkins Arena, Macon, Georgia",CITADEL,Citadel,68.6,Home,MERCER,Mercer,The Citadel,southern,20,False,False,False,Away,False,9,17,48,18,45,8,20,55,0,1,194,357,1267,0.5114443567482242,699,1437,0.4864300626304802,174,406,1314,0.5076103500761036,0.3
21,2020-02-05-19-north-carolina-greensboro,45.8,11,12.1,4,117.3,69.7,23,0.55,50,0.48,24,0.4,20,0.65,13,16,200,90.7,17.2,5,21,68,,6.7,5,0.42,21,0.33299999999999996,7,45.2,28,0.5710000000000001,25.4,20,29,0.586,17,0.273,6,"February 5, 2020",65.5,19,20.7,6,90.7,82.8,24,0.546,65,0.446,29,0.446,29,0.586,17,6,200,117.3,30.3,10,23,88,,17.3,13,0.4920000000000001,32,0.406,13,54.8,34,0.5589999999999999,8.3,7,33,0.485,16,0.75,18,"Greensboro Coliseum, Greensboro, North Carolina",CITADEL,Citadel,75.1,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,The Citadel,southern,21,False,False,False,Away,False,7,17,50,28,62,13,16,65,0,1,203,374,1315,0.5159695817490494,717,1482,0.4838056680161944,182,426,1369,0.5105916727538349,0.2857142857142857
22,2020-02-08-13-citadel,55.6,15,0.0,0,95.5,82.9,29,0.578,58,0.466,27,0.22399999999999998,13,0.615,8,18,200,111.9,23.3,7,20,75,,6.0,4,0.517,30,0.433,13,55.4,36,0.584,11.2,8,28,0.5,14,0.28,7,"February 8, 2020",57.1,12,14.3,4,111.9,76.7,23,0.462,52,0.40399999999999997,21,0.519,27,0.593,16,17,200,95.5,17.1,6,13,64,,3.0,2,0.442,23,0.261,6,44.6,29,0.494,13.5,10,29,0.517,15,0.261,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,67.0,Away,VIRGINIA-MILITARY-INSTITUTE,VMI,The Citadel,southern,22,False,True,True,Home,False,6,15,52,29,65,13,14,58,0,1,210,391,1365,0.5172161172161173,745,1544,0.4825129533678757,195,442,1434,0.5122036262203626,0.2727272727272727
23,2020-02-12-19-east-tennessee-state,37.5,9,7.7,3,133.8,60.7,17,0.5920000000000001,49,0.49,24,0.306,15,0.6,9,18,200,98.5,3.7,1,17,67,,2.9,2,0.49,24,0.41700000000000004,10,32.7,18,0.597,19.0,13,25,0.56,14,0.25,6,"February 12, 2020",57.6,19,16.0,4,98.5,96.3,26,0.625,60,0.55,33,0.4,24,0.667,16,4,200,133.8,39.3,11,17,91,,10.3,7,0.35,21,0.429,9,67.3,37,0.637,10.2,8,39,0.615,24,0.846,22,"Freedom Hall Civic Center, Johnson City, Tennessee",CITADEL,Citadel,68.3,Home,EAST-TENNESSEE-STATE,ETSU,The Citadel,southern,23,False,False,False,Away,False,10,14,49,18,55,9,24,60,0,1,216,406,1417,0.5151729004940014,774,1609,0.4810441267868241,208,456,1492,0.514745308310992,0.2608695652173913
24,2020-02-15-13-citadel,52.0,13,20.0,6,82.7,78.0,32,0.509,58,0.431,25,0.31,18,0.833,15,19,200,98.7,32.3,10,15,74,,9.3,7,0.36200000000000004,21,0.429,9,58.3,42,0.556,22.4,19,37,0.4320000000000001,16,0.321,9,"February 15, 2020",72.7,16,10.8,4,98.7,67.7,21,0.415,65,0.33799999999999997,22,0.185,12,0.667,8,19,200,82.7,22.0,9,17,62,,10.7,8,0.5379999999999999,35,0.28600000000000003,10,41.7,30,0.43799999999999994,15.6,13,30,0.4,12,0.24,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,75.1,Away,SAMFORD,Samford,The Citadel,southern,24,False,True,True,Home,False,10,12,65,30,72,9,16,58,0,1,226,420,1466,0.5177353342428377,792,1664,0.4759615384615384,217,480,1552,0.5190077319587629,0.25
25,2020-02-19-19-citadel,53.8,21,0.0,0,87.2,90.3,28,0.618,72,0.542,39,0.027999999999999997,2,1.0,2,11,200,116.7,28.6,8,15,91,,5.1,4,0.389,28,0.39299999999999996,11,61.0,36,0.624,16.1,14,44,0.636,28,0.607,17,"February 19, 2020",63.0,17,2.3,1,116.7,71.4,20,0.5,61,0.44299999999999995,27,0.131,8,0.875,7,20,200,87.2,9.7,3,10,68,,5.1,4,0.4920000000000001,30,0.233,7,39.0,23,0.525,19.9,16,31,0.645,20,0.231,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,78.4,Away,CHATTANOOGA,Chattanooga,The Citadel,southern,25,False,True,True,Home,False,7,20,61,23,59,11,28,72,0,1,236,432,1531,0.5133899412148922,822,1736,0.4735023041474654,226,496,1610,0.5186335403726708,0.24
26,2020-02-22-19-western-carolina,46.4,13,14.7,5,126.3,69.7,23,0.5920000000000001,60,0.467,28,0.217,13,1.0,13,21,200,110.5,16.7,5,19,84,,7.9,6,0.5670000000000001,34,0.441,15,44.4,28,0.635,17.6,14,26,0.5,13,0.222,6,"February 22, 2020",62.5,20,3.8,1,110.5,83.3,25,0.5670000000000001,67,0.478,32,0.34299999999999997,23,0.87,20,10,200,126.3,30.3,10,14,96,,7.9,6,0.493,33,0.364,12,55.6,35,0.616,9.4,8,34,0.588,20,0.63,17,"Ramsey Center, Cullowhee, North Carolina",CITADEL,Citadel,75.6,Home,WESTERN-CAROLINA,Western Carolina,The Citadel,southern,26,False,False,False,Away,False,15,13,60,28,63,12,20,67,0,1,243,452,1592,0.5128768844221105,845,1795,0.4707520891364903,237,524,1682,0.5228894173602854,0.2307692307692308
27,2020-02-26-19-citadel,50.0,14,9.4,3,79.2,85.4,35,0.47200000000000003,71,0.39399999999999996,28,0.113,8,0.75,6,14,200,101.4,40.5,17,15,73,,5.6,4,0.465,33,0.33299999999999996,11,62.7,52,0.488,15.8,14,38,0.447,17,0.5329999999999999,16,"February 26, 2020",40.0,8,18.4,7,101.4,59.5,25,0.385,61,0.32799999999999996,20,0.295,18,0.556,10,22,200,79.2,14.6,6,13,57,,11.1,8,0.475,29,0.24100000000000002,7,37.3,31,0.41,11.6,9,32,0.406,13,0.214,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,72.2,Away,MERCER,Mercer,The Citadel,southern,27,False,True,True,Home,False,7,13,61,31,83,11,17,71,0,1,258,465,1652,0.5157384987893463,873,1858,0.4698600645855759,249,544,1749,0.5245854774156661,0.2222222222222222
