,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WICHITA-STATE_homegame,WICHITA-STATE_homegame2,WICHITA-STATE_home,WICHITA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
12,2020-01-01-15-wichita-state,48.3,14,13.3,4,104.2,68.6,24,0.525,59,0.4920000000000001,29,0.153,9,0.778,7,8,200,95.8,24.1,7,23,69,,4.2,3,0.271,16,0.25,4,48.4,31,0.545,21.3,17,43,0.581,25,0.429,6,"January 1, 2020",60.0,15,7.0,3,95.8,75.9,22,0.518,57,0.439,25,0.509,29,0.552,16,1,200,104.2,31.4,11,11,75,24.0,16.7,12,0.474,27,0.33299999999999996,9,51.6,33,0.53,13.6,11,30,0.5329999999999999,16,0.9229999999999999,12,"Charles Koch Arena, Wichita, Kansas",EAST-CAROLINA,East Carolina,72.0,Home,WICHITA-STATE,Wichita State,Wichita State,aac,12,True,False,True,Home,True,9,16,57,33,64,4,25,59,1,0,97,226,760,0.4888157894736842,460,829,0.5548854041013269,79,176,670,0.43955223880597016,0.9166666666666666
13,2020-01-04-16-wichita-state,31.3,5,14.8,4,108.8,69.2,18,0.34600000000000003,52,0.308,16,0.442,23,0.7829999999999999,18,4,200,79.4,20.6,7,20,54,,5.9,4,0.34600000000000003,18,0.222,4,41.7,25,0.429,18.4,14,34,0.353,12,0.6920000000000001,9,"January 4, 2020",39.1,9,5.9,2,79.4,79.4,27,0.542,48,0.479,23,0.688,33,0.667,22,1,200,108.8,30.8,8,19,74,24.0,11.8,8,0.43799999999999994,21,0.28600000000000003,6,58.3,35,0.581,13.8,10,27,0.63,17,0.929,13,"Charles Koch Arena, Wichita, Kansas",MISSISSIPPI,Ole Miss,67.8,Home,WICHITA-STATE,Wichita State,Wichita State,aac,13,True,False,True,Home,True,6,17,48,35,60,4,12,52,1,0,106,242,817,0.4908200734394125,493,893,0.5520716685330347,83,201,729,0.4465020576131688,0.9230769230769232
14,2020-01-09-19-wichita-state,50.0,10,20.0,9,98.7,65.1,28,0.39299999999999996,56,0.35700000000000004,20,0.589,33,0.6970000000000001,23,3,200,87.0,35.9,14,26,67,21.0,3.9,3,0.375,21,0.19,4,51.2,42,0.467,19.4,17,35,0.457,16,0.8,12,"January 9, 2020",45.5,10,8.6,3,87.0,64.1,25,0.38799999999999996,67,0.32799999999999996,22,0.522,35,0.6859999999999999,24,1,200,98.7,34.9,15,24,76,23.0,9.1,7,0.32799999999999996,22,0.364,8,48.8,40,0.45399999999999996,10.8,10,45,0.311,14,0.9329999999999999,14,"Charles Koch Arena, Wichita, Kansas",MEMPHIS,Memphis,76.7,Home,WICHITA-STATE,Wichita State,Wichita State,aac,14,True,False,True,Home,True,8,14,67,40,82,4,16,56,1,0,112,259,865,0.4936416184971098,528,953,0.5540398740818469,87,213,781,0.439820742637644,0.9285714285714286
15,2020-01-12-12-connecticut,50.0,16,8.2,4,93.5,60.9,28,0.467,75,0.4270000000000001,32,0.32,24,0.792,19,1,250,96.7,28.6,10,28,89,23.0,10.9,10,0.253,19,0.316,6,46.9,38,0.515,17.4,18,56,0.46399999999999997,26,0.938,15,"January 12, 2020",34.6,9,10.7,6,96.7,71.4,25,0.419,68,0.382,26,0.618,42,0.69,29,6,250,93.5,39.1,18,25,86,,10.9,10,0.27899999999999997,19,0.263,5,53.1,43,0.489,18.0,19,49,0.429,21,0.625,10,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,73.3,Away,WICHITA-STATE,Wichita State,Wichita State,aac,15,False,False,False,Away,True,6,26,75,38,81,5,21,68,1,0,120,273,932,0.4860515021459227,568,1035,0.548792270531401,91,229,837,0.4366786140979689,0.9333333333333332
16,2020-01-15-21-temple,42.1,8,8.8,3,86.7,86.4,19,0.325,63,0.302,19,0.254,16,0.75,12,2,200,70.7,26.3,10,20,53,16.0,13.3,10,0.33299999999999996,21,0.14300000000000002,3,48.3,29,0.375,15.7,13,42,0.381,16,0.882,15,"January 15, 2020",42.9,9,11.9,5,70.7,73.7,28,0.489,46,0.457,21,0.5870000000000001,27,0.741,20,6,200,86.7,13.6,3,17,65,,10.7,8,0.261,12,0.25,3,51.7,31,0.552,25.7,20,34,0.529,18,0.625,10,"Liacouras Center, Philadelphia, Pennsylvania",WICHITA-STATE,Wichita State,74.7,Home,TEMPLE,Temple,Wichita State,aac,16,False,False,False,Away,False,3,16,63,29,60,3,18,46,0,1,126,299,1007,0.4846077457795432,606,1116,0.5430107526881721,96,250,905,0.4353591160220994,0.9375
17,2020-01-18-16-wichita-state,66.7,14,29.0,9,81.8,66.7,28,0.469,49,0.429,21,0.469,23,0.826,19,4,200,98.5,26.9,7,20,65,,10.6,7,0.245,12,0.33299999999999996,4,51.5,35,0.542,18.0,13,37,0.45899999999999996,17,0.778,14,"January 18, 2020",70.6,12,0.0,0,98.5,73.1,19,0.366,56,0.304,17,0.429,24,0.542,13,3,200,81.8,33.3,14,18,54,16.0,6.1,4,0.446,25,0.28,7,48.5,33,0.401,16.3,13,31,0.32299999999999995,10,0.833,15,"Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,66.2,Away,HOUSTON,Houston,Wichita State,aac,17,False,True,True,Home,False,7,10,56,33,68,4,17,49,0,1,129,315,1070,0.475233644859813,635,1176,0.5399659863945578,99,268,951,0.4379600420609884,0.8823529411764706
18,2020-01-21-19-south-florida,52.6,10,8.0,2,72.9,88.9,24,0.442,52,0.365,19,0.25,13,0.769,10,3,200,94.9,29.0,9,19,56,,15.3,9,0.423,22,0.364,8,56.9,33,0.48100000000000004,12.2,8,30,0.3670000000000001,11,0.8420000000000001,16,"January 21, 2020",33.3,4,13.3,4,94.9,71.0,22,0.325,40,0.3,12,0.6,24,0.708,17,11,200,72.9,11.1,3,17,43,,5.1,3,0.375,15,0.133,2,43.1,25,0.418,20.5,13,25,0.4,10,0.42100000000000004,8,"Sun Dome, Tampa, Florida",SOUTH-FLORIDA,South Florida,59.3,Away,WICHITA-STATE,Wichita State,Wichita State,aac,18,False,False,False,Away,True,8,11,52,33,58,2,10,40,1,0,136,325,1126,0.4698046181172291,668,1244,0.5369774919614148,103,285,1000,0.4395,0.8333333333333334
19,2020-01-25-20-wichita-state,47.8,11,8.8,3,107.4,75.8,25,0.45899999999999996,61,0.377,23,0.426,26,0.885,23,8,200,97.5,8.3,3,31,79,,12.3,10,0.426,26,0.385,10,40.6,28,0.539,8.8,7,35,0.371,13,0.579,11,"January 25, 2020",83.3,20,2.9,1,97.5,91.7,33,0.483,60,0.4,24,0.7,42,0.69,29,3,200,107.4,24.2,8,19,87,,1.2,1,0.433,26,0.385,10,59.4,41,0.544,13.3,12,34,0.41200000000000003,14,0.85,17,"Charles Koch Arena, Wichita, Kansas",CENTRAL-FLORIDA,UCF,80.7,Home,WICHITA-STATE,Wichita State,Wichita State,aac,19,True,False,True,Home,True,10,14,60,41,69,10,13,61,1,0,144,336,1178,0.4685908319185059,701,1302,0.5384024577572964,105,295,1040,0.43509615384615385,0.8421052631578947
20,2020-02-01-18-tulsa,50.0,10,13.8,4,87.1,78.3,18,0.397,58,0.345,20,0.121,7,0.7140000000000001,5,4,200,82.3,32.4,11,18,51,23.0,9.7,6,0.534,31,0.19399999999999998,6,50.9,29,0.41600000000000004,15.3,11,27,0.519,14,0.81,17,"February 1, 2020",56.3,9,11.1,3,82.3,67.6,23,0.45299999999999996,43,0.3720000000000001,16,0.465,20,0.75,15,6,200,87.1,21.7,5,12,54,,11.3,7,0.326,14,0.5,7,49.1,28,0.514,22.5,15,29,0.31,9,0.7140000000000001,15,"Donald W. Reynolds Center, Tulsa, Oklahoma",WICHITA-STATE,Wichita State,61.9,Home,TULSA,Tulsa,Wichita State,aac,20,False,False,False,Away,False,6,14,58,29,57,7,9,43,0,1,154,350,1238,0.4693053311793215,742,1371,0.5412107950401167,115,308,1101,0.4364214350590373,0.85
21,2020-02-06-19-wichita-state,36.7,11,8.7,4,114.5,65.6,21,0.6,55,0.545,30,0.327,18,0.778,14,7,200,115.9,25.0,6,12,80,,7.2,5,0.364,20,0.3,6,48.2,27,0.629,12.5,9,35,0.6859999999999999,24,0.682,15,"February 6, 2020",39.4,13,8.6,3,115.9,75.0,18,0.544,68,0.485,33,0.11800000000000001,8,0.625,5,5,200,114.5,34.4,11,17,79,,8.7,6,0.324,22,0.364,8,51.8,29,0.55,12.3,10,46,0.5429999999999999,25,0.773,17,"Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,68.7,Away,CINCINNATI,Cincinnati,Wichita State,aac,21,False,True,True,Home,False,8,25,68,29,56,6,24,55,0,1,160,364,1296,0.4660493827160494,771,1428,0.5399159663865546,122,317,1144,0.4370629370629371,0.8095238095238095
22,2020-02-09-15-houston,28.6,4,2.7,1,116.9,63.3,19,0.28300000000000003,53,0.264,14,0.358,19,0.684,13,6,200,66.2,18.4,7,16,43,,12.3,8,0.45299999999999996,24,0.083,2,38.2,26,0.34700000000000003,15.2,11,29,0.414,12,0.7390000000000001,17,"February 9, 2020",48.3,14,20.7,6,66.2,81.6,31,0.56,58,0.5,29,0.276,16,0.688,11,5,200,116.9,36.7,11,18,76,25.0,9.2,6,0.36200000000000004,21,0.33299999999999996,7,61.8,42,0.579,12.2,9,37,0.595,22,0.792,19,"Hofheinz Pavilion, Houston, Texas",WICHITA-STATE,Wichita State,64.8,Home,HOUSTON,Houston,Wichita State,aac,22,False,False,False,Away,False,2,12,53,26,68,7,22,58,0,1,168,389,1364,0.4699413489736071,800,1484,0.5390835579514824,128,341,1199,0.4445371142618849,0.7727272727272727
23,2020-02-13-19-central-florida,63.3,19,10.5,4,81.7,82.5,33,0.5479999999999999,62,0.484,30,0.161,10,0.7,7,6,200,105.6,29.0,9,18,75,,7.0,5,0.419,26,0.308,8,59.2,42,0.562,16.4,13,36,0.611,22,0.75,18,"February 13, 2020",50.0,10,5.6,2,105.6,71.0,22,0.373,63,0.317,20,0.23800000000000002,15,0.733,11,11,200,81.7,17.5,7,12,58,,5.6,4,0.397,25,0.28,7,40.8,29,0.414,10.3,8,38,0.342,13,0.542,13,"CFE Arena, Orlando, Florida",CENTRAL-FLORIDA,UCF,70.9,Away,WICHITA-STATE,Wichita State,Wichita State,aac,23,False,False,False,Away,True,8,22,62,42,71,7,13,63,1,0,170,401,1417,0.4629498941425547,826,1552,0.5322164948453608,135,363,1257,0.4498806682577566,0.7391304347826086
24,2020-02-16-14-wichita-state,40.0,8,8.3,3,110.8,70.6,24,0.36200000000000004,58,0.345,20,0.397,23,0.652,15,15,200,77.0,10.5,4,20,57,,12.2,9,0.31,18,0.111,2,38.9,28,0.413,10.5,8,40,0.45,18,0.4,10,"February 16, 2020",75.9,22,10.0,4,77.0,89.5,34,0.5920000000000001,60,0.483,29,0.33299999999999996,20,0.55,11,6,200,110.8,29.4,10,22,82,,6.8,5,0.4,24,0.542,13,61.1,44,0.59,17.9,15,36,0.444,16,0.76,19,"Charles Koch Arena, Wichita, Kansas",TULANE,Tulane,73.7,Home,WICHITA-STATE,Wichita State,Wichita State,aac,24,True,False,True,Home,True,13,16,60,44,72,2,18,58,1,0,178,423,1479,0.4665314401622718,868,1623,0.5348120764017252,142,376,1320,0.4462121212121212,0.75
25,2020-02-20-19-wichita-state,42.9,9,0.0,0,89.0,90.3,28,0.397,58,0.36200000000000004,21,0.276,16,0.563,9,15,200,75.3,22.2,8,20,55,,9.6,7,0.32799999999999996,19,0.21100000000000002,4,53.7,36,0.419,17.7,14,39,0.436,17,0.423,11,"February 20, 2020",63.2,12,15.4,6,75.3,77.8,28,0.40700000000000003,54,0.35200000000000004,19,0.48100000000000004,26,0.8079999999999999,21,6,200,89.0,9.7,3,15,65,,12.3,9,0.40700000000000003,22,0.273,6,46.3,31,0.49,14.4,11,32,0.406,13,0.769,20,"Charles Koch Arena, Wichita, Kansas",SOUTH-FLORIDA,South Florida,73.0,Home,WICHITA-STATE,Wichita State,Wichita State,aac,25,True,False,True,Home,True,6,13,54,31,67,4,17,58,1,0,191,439,1539,0.4714100064977258,912,1695,0.5380530973451327,144,394,1378,0.4426705370101596,0.76
26,2020-02-23-13-cincinnati,57.1,12,17.6,6,89.3,81.8,27,0.38299999999999995,64,0.32799999999999996,21,0.266,17,0.882,15,7,200,85.3,23.7,9,23,64,,6.7,5,0.406,26,0.26899999999999996,7,50.7,36,0.444,14.4,12,38,0.368,14,0.741,20,"February 23, 2020",55.0,11,13.2,5,85.3,76.3,29,0.434,53,0.377,20,0.5660000000000001,30,0.7,21,9,200,89.3,18.2,6,13,67,,10.7,8,0.358,19,0.316,6,49.3,35,0.498,16.4,13,34,0.41200000000000003,14,0.667,18,"Fifth Third Arena, Cincinnati, Ohio",WICHITA-STATE,Wichita State,74.7,Home,CINCINNATI,Cincinnati,Wichita State,aac,26,False,False,False,Away,False,7,14,64,36,71,6,14,53,0,1,197,452,1593,0.4692404268675455,943,1762,0.5351872871736663,148,411,1436,0.44080779944289694,0.7692307692307693
