,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PORTLAND-STATE_homegame,PORTLAND-STATE_homegame2,PORTLAND-STATE_home,PORTLAND-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-22-pepperdine,65.2,15,11.8,6,102.7,62.5,25,0.483,60,0.38299999999999995,23,0.317,19,0.684,13,6,200,94.7,36.4,12,25,71,,12.0,9,0.433,26,0.462,12,50.7,37,0.514,19.0,16,34,0.324,11,0.455,5,"December 17, 2019",46.4,13,8.8,3,94.7,63.6,21,0.455,67,0.418,28,0.32799999999999996,22,0.727,16,6,200,102.7,37.5,15,17,77,,13.3,10,0.239,16,0.313,5,49.3,36,0.4970000000000001,15.4,14,51,0.451,23,0.5,6,"Firestone Fieldhouse, Malibu, California",PORTLAND-STATE,Portland State,74.7,Home,PEPPERDINE,Pepperdine,Portland State,big-sky,10,False,False,False,Away,False,12,11,60,37,73,5,23,67,0,1,66,232,692,0.4783236994219653,358,669,0.5351270553064275,61,217,595,0.5184873949579832,0.5
11,2019-12-19-22-loyola-marymount,70.4,19,13.0,7,98.5,65.0,26,0.565,54,0.5,27,0.48100000000000004,26,0.5770000000000001,15,6,200,113.4,37.5,12,19,76,,6.0,4,0.389,21,0.33299999999999996,7,52.8,38,0.573,13.3,10,33,0.606,20,0.5,6,"December 19, 2019",44.0,11,15.2,5,113.4,62.5,20,0.39799999999999996,64,0.391,25,0.344,22,0.682,15,7,200,98.5,35.0,14,20,66,,11.9,8,0.156,10,0.1,1,47.2,34,0.44299999999999995,10.9,9,54,0.444,24,0.41700000000000004,5,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,66.9,Away,PORTLAND-STATE,Portland State,Portland State,big-sky,11,False,False,False,Away,True,7,20,54,38,72,1,24,64,1,0,78,243,752,0.4787234042553192,395,742,0.532345013477089,66,240,662,0.5120845921450151,0.4545454545454545
12,2019-12-28-17-portland-state,46.2,12,6.0,3,97.2,75.0,21,0.491,58,0.44799999999999995,26,0.259,15,0.5329999999999999,8,5,200,91.5,28.6,8,14,65,,5.6,4,0.397,23,0.217,5,51.8,29,0.499,18.8,15,35,0.6,21,0.583,7,"December 28, 2019",46.7,14,20.0,7,91.5,71.4,20,0.551,59,0.508,30,0.18600000000000005,11,0.364,4,6,200,97.2,25.0,7,17,69,,9.9,7,0.153,9,0.556,5,48.2,27,0.537,15.8,12,50,0.5,25,0.5379999999999999,7,"Peter W. Stott Center, Portland, Oregon",NORTHERN-COLORADO,Northern Colorado,70.7,Home,PORTLAND-STATE,Portland State,Portland State,big-sky,12,True,False,True,Home,True,5,25,59,27,56,5,21,58,1,0,85,263,806,0.4844913151364764,433,814,0.5319410319410319,67,264,726,0.5020661157024794,0.5
13,2019-12-30-22-portland-state,48.4,15,10.9,5,111.0,73.8,31,0.596,57,0.544,31,0.368,21,0.7140000000000001,15,4,200,113.7,35.7,10,15,83,,4.1,3,0.281,16,0.375,6,58.6,41,0.62,18.5,15,41,0.61,25,0.667,8,"December 30, 2019",40.6,13,14.6,6,113.7,64.3,18,0.507,73,0.43799999999999994,32,0.16399999999999998,12,0.583,7,7,200,111.0,26.2,11,17,81,,11.0,8,0.37,27,0.37,10,41.4,29,0.515,8.2,7,46,0.478,22,0.5,7,"Peter W. Stott Center, Portland, Oregon",PORTLAND-STATE,Portland State,73.3,Away,SOUTHERN-UTAH,Southern Utah,Portland State,big-sky,13,False,True,True,Home,False,10,22,73,29,70,6,25,57,0,1,90,288,865,0.4890173410404624,460,870,0.5287356321839081,72,285,784,0.5012755102040817,0.5384615384615384
14,2020-01-02-21-idaho,39.1,9,6.4,3,97.3,87.1,27,0.44,58,0.397,23,0.24100000000000002,14,0.7140000000000001,10,8,200,82.4,29.4,10,19,61,,4.1,3,0.431,25,0.2,5,56.9,37,0.47200000000000003,24.7,21,33,0.545,18,0.467,7,"January 2, 2020",48.1,13,3.0,1,82.4,70.6,24,0.491,57,0.474,27,0.33299999999999996,19,0.8420000000000001,16,9,200,97.3,12.9,4,16,72,,9.5,7,0.175,10,0.2,2,43.1,28,0.545,14.4,11,47,0.532,25,0.35700000000000004,5,"Cowan Spectrum, Moscow, Idaho",PORTLAND-STATE,Portland State,74.3,Home,IDAHO,Idaho,Portland State,big-sky,14,False,False,False,Away,False,5,18,58,37,65,2,25,57,0,1,100,310,938,0.4904051172707889,489,940,0.5202127659574468,78,310,841,0.5077288941736029,0.5
15,2020-01-04-17-eastern-washington,55.6,15,8.3,3,98.6,80.6,25,0.436,70,0.386,27,0.2,14,0.5710000000000001,8,9,200,95.8,25.0,11,16,69,,9.7,7,0.257,18,0.389,7,48.0,36,0.45,7.3,6,52,0.385,20,0.43799999999999994,7,"January 4, 2020",60.0,18,13.5,7,95.8,75.0,33,0.5329999999999999,61,0.4920000000000001,30,0.16399999999999998,10,0.6,6,5,200,98.6,19.4,6,18,71,,4.2,3,0.41,25,0.2,5,52.0,39,0.54,15.5,12,36,0.6940000000000001,25,0.643,9,"Reese Court, Cheney, Washington",PORTLAND-STATE,Portland State,71.7,Home,EASTERN-WASHINGTON,Eastern Washington,Portland State,big-sky,15,False,False,False,Away,False,7,20,70,36,75,5,25,61,0,1,105,328,996,0.4874497991967872,526,1005,0.5233830845771145,80,335,898,0.5066815144766147,0.4666666666666667
16,2020-01-11-20-montana-state,36.7,11,15.4,6,110.1,73.1,19,0.532,62,0.484,30,0.242,15,0.733,11,9,200,111.6,37.5,12,16,77,,7.2,5,0.33899999999999997,21,0.28600000000000003,6,53.4,31,0.557,13.8,11,41,0.585,24,0.47100000000000003,8,"January 11, 2020",48.3,14,4.9,2,111.6,62.5,20,0.56,58,0.5,29,0.24100000000000002,14,0.7859999999999999,11,8,200,110.1,26.9,7,14,76,,5.8,4,0.32799999999999996,19,0.368,7,46.6,27,0.588,15.8,12,39,0.564,22,0.529,9,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,68.9,Away,PORTLAND-STATE,Portland State,Portland State,big-sky,16,False,False,False,Away,True,6,24,62,31,58,7,22,58,1,0,112,348,1066,0.4840525328330206,562,1080,0.5203703703703704,85,360,959,0.5083420229405631,0.4375
17,2020-01-13-21-montana,30.8,8,12.1,4,116.4,85.0,17,0.406,64,0.406,26,0.344,22,0.818,18,10,200,95.9,39.3,11,16,70,,9.6,7,0.172,11,0.0,0,58.3,28,0.47,14.0,12,53,0.491,26,0.444,8,"January 13, 2020",62.5,20,11.3,6,95.9,60.7,17,0.6890000000000001,53,0.604,32,0.302,16,0.75,12,8,200,116.4,15.0,3,17,85,,4.1,3,0.377,20,0.45,9,41.7,20,0.701,16.7,12,33,0.6970000000000001,23,0.529,9,"Adams Center/Dahlberg Arena, Missoula, Montana",PORTLAND-STATE,Portland State,72.5,Home,MONTANA,Montana,Portland State,big-sky,17,False,False,False,Away,False,0,26,64,28,48,9,23,53,0,1,118,372,1128,0.4867021276595745,593,1138,0.5210896309314587,92,382,1017,0.511307767944936,0.4705882352941176
18,2020-01-18-22-portland-state,71.4,20,3.8,2,117.1,48.5,16,0.54,62,0.452,28,0.27399999999999997,17,0.529,9,10,200,108.6,51.6,16,15,76,,7.1,5,0.355,22,0.5,11,50.0,32,0.542,18.7,16,40,0.425,17,0.375,6,"January 18, 2020",45.5,15,12.5,5,108.6,48.4,15,0.522,68,0.485,33,0.265,18,0.611,11,10,200,117.1,51.5,17,20,82,,11.4,8,0.235,16,0.313,5,50.0,32,0.536,11.6,10,52,0.5379999999999999,28,0.474,9,"Peter W. Stott Center, Portland, Oregon",IDAHO-STATE,Idaho State,69.8,Home,PORTLAND-STATE,Portland State,Portland State,big-sky,18,True,False,True,Home,True,5,28,68,32,64,11,17,62,1,0,118,398,1192,0.4823825503355705,621,1186,0.5236087689713322,101,405,1070,0.5200934579439253,0.4444444444444444
19,2020-01-20-22-portland-state,40.0,12,3.1,2,119.5,51.2,21,0.5579999999999999,60,0.5,30,0.267,16,0.563,9,12,200,98.7,18.8,6,16,76,,10.4,8,0.35,21,0.33299999999999996,7,37.0,27,0.562,17.3,14,39,0.59,23,0.33299999999999996,6,"January 20, 2020",51.4,19,10.3,4,98.7,81.3,26,0.52,76,0.48700000000000004,37,0.21100000000000002,16,0.813,13,10,200,119.5,48.8,20,14,92,,11.7,9,0.145,11,0.455,5,63.0,46,0.55,14.4,14,65,0.4920000000000001,32,0.5,10,"Peter W. Stott Center, Portland, Oregon",WEBER-STATE,Weber State,76.6,Home,PORTLAND-STATE,Portland State,Portland State,big-sky,19,True,False,True,Home,True,5,32,76,46,73,7,23,60,1,0,123,426,1260,0.4845238095238095,653,1250,0.5224,112,422,1132,0.5212014134275619,0.4736842105263158
20,2020-01-23-22-sacramento-state,42.1,8,17.6,9,100.0,54.3,19,0.5,41,0.46299999999999997,19,0.46299999999999997,19,0.737,14,11,200,83.3,42.9,9,20,55,,9.1,6,0.22,9,0.33299999999999996,3,50.0,28,0.55,31.8,23,32,0.5,16,0.47600000000000003,10,"January 23, 2020",65.0,13,12.5,4,83.3,57.1,12,0.35200000000000004,61,0.32799999999999996,20,0.44299999999999995,27,0.852,23,6,200,100.0,45.7,16,21,66,,21.2,14,0.16399999999999998,10,0.3,3,50.0,28,0.447,12.1,10,51,0.33299999999999996,17,0.647,11,"The Nest, Sacramento, California",PORTLAND-STATE,Portland State,65.9,Home,SACRAMENTO-STATE,Sacramento State,Portland State,big-sky,20,False,False,False,Away,False,3,16,41,28,56,3,17,61,0,1,128,458,1336,0.4865269461077844,699,1323,0.5283446712018139,119,445,1192,0.5230704697986577,0.5
21,2020-01-25-18-northern-arizona,50.0,15,10.3,4,113.5,75.9,22,0.575,60,0.5,30,0.33299999999999996,20,0.65,13,12,200,110.8,33.3,11,19,82,,8.1,6,0.33299999999999996,20,0.45,9,53.2,33,0.59,17.9,15,40,0.525,21,0.455,10,"January 25, 2020",53.3,16,2.5,1,110.8,66.7,22,0.547,64,0.469,30,0.281,18,0.778,14,7,200,113.5,24.1,7,18,84,,9.5,7,0.391,25,0.4,10,46.8,29,0.579,11.1,9,39,0.513,20,0.588,10,"Walkup Skydome, Flagstaff, Arizona",PORTLAND-STATE,Portland State,74.0,Home,NORTHERN-ARIZONA,Northern Arizona,Portland State,big-sky,21,False,False,False,Away,False,9,21,60,33,62,10,20,64,0,1,131,474,1377,0.4869281045751634,727,1379,0.5271936185641769,122,462,1253,0.5147645650438947,0.4761904761904762
22,2020-01-30-22-portland-state,43.8,14,6.8,3,118.9,70.0,21,0.614,57,0.561,32,0.281,16,0.688,11,10,200,109.5,25.0,6,22,81,,8.1,6,0.298,17,0.353,6,50.0,27,0.627,17.9,14,40,0.65,26,0.524,11,"January 30, 2020",48.3,14,5.0,2,109.5,75.0,18,0.5329999999999999,61,0.475,29,0.426,26,0.885,23,12,200,118.9,30.0,9,19,88,,14.9,11,0.27899999999999997,17,0.41200000000000003,7,50.0,27,0.6,13.2,11,44,0.5,22,0.478,11,"Peter W. Stott Center, Portland, Oregon",MONTANA,Montana,74.0,Home,PORTLAND-STATE,Portland State,Portland State,big-sky,22,True,False,True,Home,True,7,22,61,27,54,6,26,57,1,0,140,495,1437,0.4906054279749478,760,1441,0.527411519777932,132,482,1317,0.5163249810174639,0.4545454545454545
23,2020-02-08-16-southern-utah,41.2,7,13.2,5,104.9,70.0,21,0.26899999999999996,67,0.254,17,0.44799999999999995,30,0.7,21,13,200,70.4,18.6,8,15,57,,13.6,11,0.34299999999999997,23,0.087,2,39.7,29,0.35100000000000003,12.1,11,44,0.341,15,0.45799999999999996,11,"February 8, 2020",69.0,20,18.2,8,70.4,81.4,35,0.5579999999999999,60,0.483,29,0.3670000000000001,22,0.818,18,9,200,104.9,30.0,9,23,85,,8.6,7,0.3670000000000001,22,0.409,9,60.3,44,0.603,18.7,16,38,0.526,20,0.609,14,"Centrum, Cedar City, Utah",PORTLAND-STATE,Portland State,80.9,Home,SOUTHERN-UTAH,Southern Utah,Portland State,big-sky,23,False,False,False,Away,False,2,15,67,29,73,9,20,60,0,1,147,517,1498,0.4923230974632844,787,1495,0.5264214046822743,138,508,1374,0.5203784570596798,0.4782608695652174
24,2020-02-10-21-northern-colorado,25.0,8,3.7,1,102.9,65.8,25,0.58,56,0.5710000000000001,32,0.35700000000000004,20,0.9,18,13,200,120.3,30.4,7,15,83,,11.6,8,0.125,7,0.14300000000000002,1,52.5,32,0.634,15.6,12,49,0.633,31,0.48,12,"February 10, 2020",46.2,12,6.1,3,120.3,69.6,16,0.5,63,0.413,26,0.20600000000000002,13,0.615,8,8,200,102.9,34.2,13,16,71,,10.1,7,0.5710000000000001,36,0.306,11,47.5,29,0.513,14.9,12,27,0.556,15,0.652,15,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,69.3,Away,PORTLAND-STATE,Portland State,Portland State,big-sky,24,False,False,False,Away,True,1,31,56,32,61,11,15,63,1,0,149,532,1565,0.4827476038338658,816,1568,0.5204081632653061,147,528,1434,0.5219665271966527,0.4583333333333333
25,2020-02-15-22-portland-state,62.1,18,9.8,4,101.3,77.4,24,0.5760000000000001,59,0.4920000000000001,29,0.45799999999999996,27,0.778,21,8,200,111.3,38.5,10,17,89,,7.5,6,0.373,22,0.455,10,59.6,34,0.62,23.7,22,37,0.514,19,0.68,17,"February 15, 2020",53.6,15,5.4,2,111.3,61.5,16,0.561,57,0.491,28,0.439,25,0.68,17,14,200,101.3,22.6,7,23,81,,22.5,18,0.281,16,0.5,8,40.4,23,0.588,18.1,15,41,0.488,20,0.462,12,"Peter W. Stott Center, Portland, Oregon",PORTLAND-STATE,Portland State,80.4,Away,EASTERN-WASHINGTON,Eastern Washington,Portland State,big-sky,25,False,True,True,Home,False,8,20,57,23,57,10,19,59,0,1,150,563,1621,0.486119679210364,848,1629,0.5205647636586863,158,543,1497,0.5210420841683366,0.48
26,2020-02-17-22-portland-state,56.0,14,7.0,3,123.3,63.6,21,0.431,58,0.431,25,0.414,24,0.792,19,18,200,94.5,33.3,11,16,69,,6.8,5,0.121,7,0.0,0,48.5,32,0.4970000000000001,18.9,16,51,0.49,25,0.28,7,"February 17, 2020",70.6,24,9.8,5,94.5,66.7,22,0.575,67,0.507,34,0.284,19,0.684,13,14,200,123.3,36.4,12,19,90,,15.1,11,0.358,24,0.375,9,51.5,34,0.5920000000000001,8.5,7,43,0.581,25,0.48100000000000004,13,"Peter W. Stott Center, Portland, Oregon",IDAHO,Idaho,72.7,Home,PORTLAND-STATE,Portland State,Portland State,big-sky,26,True,False,True,Home,True,9,25,67,34,66,0,25,58,1,0,158,583,1678,0.4886769964243146,871,1686,0.5166073546856464,168,562,1556,0.5231362467866324,0.4615384615384616
