,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WISCONSIN_homegame,WISCONSIN_homegame2,WISCONSIN_home,WISCONSIN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-17-wisconsin,40.9,9,6.7,2,125.8,74.1,20,0.5,52,0.423,22,0.365,19,0.632,12,7,200,97.0,18.2,6,22,64,,4.5,3,0.327,17,0.47100000000000003,8,43.3,26,0.524,15.4,11,35,0.4,14,0.41700000000000004,5,"December 21, 2019",65.4,17,11.4,4,97.0,81.8,27,0.596,52,0.5,26,0.5,26,0.8079999999999999,21,5,200,125.8,25.9,7,19,83,,9.1,6,0.423,22,0.455,10,56.7,34,0.645,12.4,9,30,0.5329999999999999,16,0.545,6,"Kohl Center, Madison, Wisconsin",MILWAUKEE,Milwaukee,66.2,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,10,True,False,True,Home,True,10,16,52,34,60,8,14,52,1,0,74,163,543,0.5046040515653776,311,595,0.5226890756302521,63,176,556,0.4865107913669065,0.5
11,2019-12-28-13-tennessee,52.0,13,7.1,2,75.0,68.8,22,0.535,57,0.439,25,0.158,9,0.778,7,5,200,106.3,13.8,4,20,68,,10.9,7,0.456,26,0.423,11,42.6,26,0.555,12.9,9,31,0.452,14,0.583,7,"December 28, 2019",75.0,12,9.7,3,106.3,86.2,25,0.413,46,0.348,16,0.413,19,0.526,10,4,200,75.0,31.3,10,14,48,,7.8,5,0.391,18,0.33299999999999996,6,57.4,35,0.436,23.8,17,28,0.35700000000000004,10,0.667,8,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,64.2,Away,WISCONSIN,Wisconsin,Wisconsin,big-ten,11,False,False,False,Away,True,11,14,57,26,61,6,10,46,1,0,84,179,595,0.5126050420168067,345,655,0.5267175572519084,71,190,608,0.4876644736842105,0.5454545454545454
12,2019-12-31-19-wisconsin,33.3,5,4.2,1,94.2,84.4,27,0.262,61,0.24600000000000002,15,0.115,7,0.7140000000000001,5,4,200,53.6,12.8,5,16,37,,14.5,10,0.23,14,0.14300000000000002,2,45.1,32,0.28800000000000003,15.8,12,47,0.27699999999999997,13,0.636,7,"December 31, 2019",75.0,18,14.9,7,53.6,87.2,34,0.555,55,0.436,24,0.127,7,0.5710000000000001,4,5,200,94.2,15.6,5,14,65,,8.7,6,0.564,31,0.419,13,54.9,39,0.557,19.4,14,24,0.45799999999999996,11,0.615,8,"Kohl Center, Madison, Wisconsin",RIDER,Rider,69.3,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,12,True,False,True,Home,True,13,11,55,39,71,2,13,61,1,0,95,193,652,0.5145705521472392,371,716,0.5181564245810056,77,200,654,0.4824159021406728,0.5833333333333334
13,2020-01-03-19-ohio-state,38.1,8,0.0,0,91.9,78.6,22,0.429,56,0.375,21,0.28600000000000003,16,0.813,13,5,200,98.4,30.3,10,16,61,,8.1,5,0.41100000000000003,23,0.261,6,52.5,32,0.48,11.3,8,33,0.455,15,0.643,9,"January 3, 2020",42.1,8,3.0,1,98.4,69.7,23,0.46799999999999997,47,0.40399999999999997,19,0.36200000000000004,17,0.765,13,3,200,91.9,21.4,6,17,57,5.0,6.5,4,0.426,20,0.3,6,47.5,29,0.517,20.4,14,27,0.48100000000000004,13,0.7859999999999999,11,"Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,62.3,Away,WISCONSIN,Wisconsin,Wisconsin,big-ten,13,False,False,False,Away,True,6,15,56,32,61,6,13,47,1,0,108,204,707,0.5176803394625177,410,787,0.5209656925031766,79,213,715,0.4636363636363636,0.6153846153846154
14,2020-01-08-21-wisconsin,39.3,11,5.3,2,109.4,69.0,20,0.5529999999999999,57,0.491,28,0.263,15,0.5329999999999999,8,5,200,110.9,21.4,6,22,71,,1.6,1,0.281,16,0.43799999999999994,7,45.6,26,0.5539999999999999,9.9,7,41,0.512,21,0.688,11,"January 8, 2020",21.7,5,14.6,6,110.9,78.6,22,0.47200000000000003,53,0.434,23,0.434,23,0.87,20,6,200,109.4,31.0,9,16,70,,4.7,3,0.28300000000000003,15,0.267,4,54.4,31,0.5479999999999999,10.0,7,38,0.5,19,0.6,9,"Kohl Center, Madison, Wisconsin",WISCONSIN,Wisconsin,63.5,Away,ILLINOIS,Illinois,Wisconsin,big-ten,14,False,True,True,Home,False,4,19,53,31,57,7,21,57,0,1,114,219,763,0.5111402359108781,442,848,0.5212264150943396,85,226,762,0.4639107611548556,0.6428571428571429
15,2020-01-11-14-penn-state,45.5,10,6.5,2,77.8,83.9,26,0.455,55,0.4,22,0.255,14,0.5710000000000001,8,6,200,92.1,25.0,9,17,58,,4.8,3,0.382,21,0.28600000000000003,6,52.2,35,0.47,12.8,9,34,0.47100000000000003,16,0.625,10,"January 11, 2020",47.1,8,14.7,5,92.1,75.0,27,0.375,52,0.327,17,0.26899999999999996,14,0.7140000000000001,10,4,200,77.8,16.1,5,14,49,20.0,9.5,6,0.40399999999999997,21,0.23800000000000002,5,47.8,32,0.418,14.7,10,31,0.387,12,0.75,12,"Bryce Jordan Center, University Park, Pennsylvania",PENN-STATE,Penn State,62.7,Away,WISCONSIN,Wisconsin,Wisconsin,big-ten,15,False,False,False,Away,True,6,16,55,35,67,5,12,52,1,0,118,238,816,0.508578431372549,473,905,0.5226519337016574,92,247,819,0.4700854700854701,0.6
16,2020-01-14-21-wisconsin,36.8,7,0.0,0,100.0,86.2,25,0.479,47,0.40399999999999997,19,0.27699999999999997,13,0.6920000000000001,9,4,200,96.4,34.5,10,14,54,17.0,3.6,2,0.46799999999999997,22,0.318,7,60.3,35,0.508,21.0,14,25,0.48,12,0.765,13,"January 14, 2020",50.0,11,8.0,2,96.4,65.5,19,0.52,49,0.449,22,0.163,8,0.625,5,6,200,100.0,13.8,4,13,56,,8.9,5,0.429,21,0.33299999999999996,7,39.7,23,0.53,10.3,6,28,0.536,15,0.647,11,"Kohl Center, Madison, Wisconsin",MARYLAND,Maryland,56.0,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,16,True,False,True,Home,True,7,15,49,23,58,7,12,47,1,0,124,254,871,0.505166475315729,508,972,0.522633744855967,97,259,871,0.4644087256027555,0.625
17,2020-01-17-19-michigan-state,52.4,11,7.1,3,101.5,71.9,23,0.39,59,0.35600000000000004,21,0.18600000000000005,11,0.818,9,7,200,83.3,16.7,6,12,55,,7.6,5,0.322,19,0.21100000000000002,4,42.6,29,0.428,12.4,9,40,0.425,17,0.611,11,"January 17, 2020",74.1,20,5.0,2,83.3,83.3,30,0.517,58,0.466,27,0.172,10,0.7,7,4,200,101.5,28.1,9,13,67,15.0,6.1,4,0.276,16,0.375,6,57.4,39,0.534,15.0,11,42,0.5,21,0.778,14,"Breslin Events Center, East Lansing, Michigan",WISCONSIN,Wisconsin,66.0,Home,MICHIGAN-STATE,Michigan State,Wisconsin,big-ten,17,False,False,False,Away,False,4,17,59,29,68,6,21,58,0,1,131,269,920,0.5059782608695652,531,1030,0.5155339805825243,104,271,918,0.4651416122004357,0.6470588235294118
18,2020-01-21-21-wisconsin,46.2,12,10.3,3,120.6,73.5,25,0.483,60,0.433,26,0.25,15,0.667,10,12,200,100.0,21.6,8,13,68,,8.8,6,0.3670000000000001,22,0.273,6,46.5,33,0.507,13.1,10,38,0.526,20,0.368,7,"January 21, 2020",79.3,23,10.5,4,100.0,78.4,29,0.603,63,0.46,29,0.127,8,0.75,6,7,200,120.6,26.5,9,16,82,,7.4,5,0.54,34,0.529,18,53.5,38,0.614,13.1,10,29,0.379,11,0.632,12,"Kohl Center, Madison, Wisconsin",NEBRASKA,Nebraska,68.5,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,18,True,False,True,Home,True,18,11,63,38,71,6,20,60,1,0,135,286,979,0.4989785495403473,560,1098,0.5100182149362478,110,292,976,0.4682377049180328,0.6111111111111112
19,2020-01-24-19-purdue,60.0,12,12.2,5,116.7,46.4,13,0.511,46,0.435,20,0.174,8,0.5,4,8,200,85.0,7.7,2,9,51,,5.0,3,0.478,22,0.318,7,27.8,15,0.512,18.2,11,24,0.542,13,0.6,12,"January 24, 2020",55.6,15,20.8,5,85.0,92.3,24,0.525,60,0.45,27,0.15,9,0.778,7,9,200,116.7,53.6,15,10,70,,13.3,8,0.317,19,0.474,9,72.2,39,0.545,14.7,11,41,0.439,18,0.55,11,"Mackey Arena, West Lafayette, Indiana",WISCONSIN,Wisconsin,59.5,Home,PURDUE,Purdue,Wisconsin,big-ten,19,False,False,False,Away,False,7,13,46,15,54,9,18,60,0,1,153,297,1042,0.5052783109404989,598,1169,0.5115483319076134,116,312,1036,0.4691119691119691,0.631578947368421
20,2020-01-27-20-iowa,50.0,12,10.0,4,95.8,72.5,29,0.43799999999999994,64,0.375,24,0.172,11,0.545,6,9,200,87.3,22.5,9,28,62,,2.8,2,0.43799999999999994,28,0.28600000000000003,8,47.5,38,0.44799999999999995,11.6,9,36,0.444,16,0.5710000000000001,12,"January 27, 2020",50.0,10,19.4,7,87.3,77.5,31,0.358,60,0.33299999999999996,20,0.5329999999999999,32,0.7809999999999999,25,5,200,95.8,27.5,11,15,68,18.0,2.8,2,0.33299999999999996,20,0.15,3,52.5,42,0.452,10.8,9,40,0.425,17,0.75,15,"Carver-Hawkeye Arena, Iowa City, Iowa",WISCONSIN,Wisconsin,71.2,Home,IOWA,Iowa,Wisconsin,big-ten,20,False,False,False,Away,False,8,16,64,38,80,3,17,60,0,1,160,310,1088,0.5055147058823529,613,1223,0.5012264922322158,125,330,1096,0.4721715328467153,0.6
21,2020-02-01-13-wisconsin,56.0,14,10.3,3,92.8,90.3,28,0.47600000000000003,63,0.397,25,0.063,4,0.75,3,6,200,91.3,21.2,7,16,63,14.0,7.2,5,0.397,25,0.4,10,54.7,35,0.485,15.6,12,38,0.395,15,0.727,16,"February 1, 2020",45.5,10,10.5,4,91.3,78.8,26,0.48100000000000004,54,0.40700000000000003,22,0.278,15,0.8,12,9,200,92.8,9.7,3,9,64,,11.6,8,0.46299999999999997,25,0.32,8,45.3,29,0.524,14.2,10,29,0.483,14,0.591,13,"Kohl Center, Madison, Wisconsin",MICHIGAN-STATE,Michigan State,69.0,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,21,True,False,True,Home,True,8,14,54,29,64,10,15,63,1,0,168,326,1152,0.5017361111111112,651,1303,0.4996162701458173,128,347,1156,0.4662629757785467,0.5714285714285714
22,2020-02-05-21-minnesota,47.4,9,7.7,3,107.7,77.1,27,0.336,67,0.284,19,0.16399999999999998,11,0.636,7,10,200,80.0,28.3,13,15,52,,1.5,1,0.433,29,0.24100000000000002,7,49.4,40,0.36,7.7,6,38,0.316,12,0.565,13,"February 5, 2020",64.0,16,13.2,5,80.0,71.7,33,0.484,61,0.41,25,0.262,16,0.688,11,10,200,107.7,22.9,8,15,70,,7.7,5,0.361,22,0.409,9,50.6,41,0.51,6.8,5,39,0.41,16,0.545,12,"Williams Arena, Minneapolis, Minnesota",WISCONSIN,Wisconsin,65.4,Home,MINNESOTA,Minnesota,Wisconsin,big-ten,22,False,False,False,Away,False,7,12,67,40,81,9,16,61,0,1,176,340,1206,0.5008291873963516,680,1367,0.4974396488661302,138,362,1219,0.4667760459392945,0.5909090909090909
23,2020-02-09-13-wisconsin,38.9,7,15.4,4,114.8,67.7,21,0.429,49,0.3670000000000001,18,0.327,16,0.938,15,8,200,93.4,33.3,9,16,57,,8.2,5,0.38799999999999996,19,0.316,6,51.7,30,0.504,18.8,13,30,0.4,12,0.652,15,"February 9, 2020",70.8,17,16.7,5,93.4,66.7,18,0.517,58,0.414,24,0.207,12,0.833,10,10,200,114.8,32.3,10,16,70,,11.5,7,0.552,32,0.375,12,48.3,28,0.5489999999999999,11.2,8,26,0.462,12,0.583,14,"Kohl Center, Madison, Wisconsin",OHIO-STATE,Ohio State,61.2,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,23,True,False,True,Home,True,12,12,58,28,58,6,12,49,1,0,183,352,1273,0.4921445404556167,720,1448,0.4972375690607735,147,378,1280,0.467578125,0.5652173913043478
24,2020-02-15-14-nebraska,61.3,19,10.0,4,88.9,80.0,32,0.611,63,0.4920000000000001,31,0.079,5,0.8,4,10,200,112.5,18.8,6,14,81,,4.2,3,0.4920000000000001,31,0.484,15,52.8,38,0.62,14.4,11,32,0.5,16,0.6,15,"February 15, 2020",60.0,15,6.3,2,112.5,81.3,26,0.446,65,0.385,25,0.185,12,0.5,6,18,200,88.9,20.0,8,12,64,,9.7,7,0.385,25,0.32,8,47.2,34,0.45299999999999996,12.5,10,40,0.425,17,0.28,7,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,71.5,Away,WISCONSIN,Wisconsin,Wisconsin,big-ten,24,False,False,False,Away,True,15,16,63,38,72,8,17,65,1,0,195,364,1331,0.4932381667918858,748,1506,0.4966799468791501,153,390,1329,0.4661399548532731,0.5833333333333334
25,2020-02-18-19-wisconsin,52.0,13,5.3,1,115.0,70.0,21,0.452,63,0.397,25,0.159,10,0.8,8,13,200,108.3,45.5,15,24,65,,8.3,5,0.302,19,0.368,7,57.1,36,0.48,11.8,9,44,0.409,18,0.519,14,"February 18, 2020",68.4,13,6.8,3,108.3,54.5,18,0.5,50,0.38,19,0.4,20,0.95,19,10,200,115.0,30.0,9,14,69,,5.0,3,0.62,31,0.387,12,42.9,27,0.58,12.0,8,19,0.368,7,0.615,16,"Kohl Center, Madison, Wisconsin",PURDUE,Purdue,60.1,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,25,True,False,True,Home,True,12,7,50,27,63,7,18,63,1,0,210,380,1394,0.4985652797704448,786,1578,0.4980988593155893,161,407,1394,0.4652080344332855,0.6
26,2020-02-23-13-wisconsin,43.3,13,7.1,2,114.5,86.2,25,0.5329999999999999,60,0.5,30,0.16699999999999998,10,0.7,7,10,200,102.9,22.6,7,21,71,,11.6,8,0.233,14,0.28600000000000003,4,53.3,32,0.5479999999999999,13.4,10,46,0.565,26,0.643,18,"February 23, 2020",54.2,13,4.3,2,102.9,77.4,24,0.59,50,0.48,24,0.52,26,0.769,20,10,200,114.5,13.8,4,12,79,,2.9,2,0.44,22,0.5,11,46.7,28,0.634,15.2,11,28,0.46399999999999997,13,0.63,17,"Kohl Center, Madison, Wisconsin",RUTGERS,Rutgers,68.6,Home,WISCONSIN,Wisconsin,Wisconsin,big-ten,26,True,False,True,Home,True,11,13,50,28,60,4,26,60,1,0,222,387,1444,0.4986149584487535,813,1641,0.4954296160877514,168,425,1457,0.4646533973919012,0.6153846153846154
