,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAN-JOSE-STATE_homegame,SAN-JOSE-STATE_homegame2,SAN-JOSE-STATE_home,SAN-JOSE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-19-san-jose-state,36.7,11,15.4,4,75.3,80.5,33,0.5329999999999999,60,0.5,30,0.4,24,0.583,14,1,200,101.3,30.3,10,19,78,,9.1,7,0.267,16,0.25,4,58.1,43,0.546,20.3,18,44,0.591,26,0.9,9,"December 14, 2019",35.3,6,18.2,8,101.3,69.7,23,0.36,57,0.298,17,0.40399999999999997,23,0.7390000000000001,17,8,200,75.3,19.5,8,25,58,,3.9,3,0.544,31,0.226,7,41.9,31,0.4270000000000001,17.3,14,26,0.385,10,0.273,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,76.7,Away,STANFORD,Stanford,San Jose State,mwc,10,False,True,True,Home,False,7,10,57,31,74,4,26,60,0,1,62,169,582,0.4501718213058419,351,699,0.5021459227467812,62,227,645,0.4961240310077519,0.3
11,2019-12-18-22-santa-clara,53.8,14,8.6,3,111.3,88.0,22,0.535,57,0.456,26,0.544,31,0.742,23,9,200,105.0,36.7,11,24,84,,10.0,8,0.42100000000000004,24,0.375,9,60.0,33,0.586,22.1,20,33,0.515,17,0.25,3,"December 18, 2019",75.9,22,15.2,5,105.0,63.3,19,0.625,52,0.5579999999999999,29,0.615,32,0.75,24,2,200,111.3,12.0,3,28,89,,8.8,7,0.327,17,0.41200000000000003,7,40.0,22,0.662,18.5,15,35,0.629,22,0.846,11,"Leavey Center, Santa Clara, California",SAN-JOSE-STATE,San Jose State,80.0,Home,SANTA-CLARA,Santa Clara,San Jose State,mwc,11,False,False,False,Away,False,9,17,57,33,55,7,22,52,0,1,69,179,639,0.4420970266040689,382,773,0.4941785252263906,66,253,705,0.499290780141844,0.2727272727272727
12,2019-12-22-17-san-jose-state,56.7,17,15.6,5,89.0,86.1,31,0.524,63,0.47600000000000003,30,0.317,20,0.7,14,5,200,109.6,30.3,10,20,80,,9.6,7,0.27,17,0.353,6,59.4,41,0.552,11.1,9,46,0.522,24,0.615,8,"December 22, 2019",80.0,16,2.2,1,109.6,69.7,23,0.42200000000000004,58,0.345,20,0.36200000000000004,21,0.762,16,10,200,89.0,13.9,5,17,65,,5.5,4,0.44799999999999995,26,0.34600000000000003,9,40.6,28,0.478,14.1,11,32,0.344,11,0.231,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,72.7,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,San Jose State,mwc,12,False,True,True,Home,False,9,11,58,28,69,6,24,63,0,1,78,196,696,0.44971264367816094,415,828,0.5012077294685989,73,275,757,0.5079260237780714,0.25
13,2019-12-28-21-san-jose-state,75.0,18,11.8,4,110.7,75.8,25,0.431,65,0.369,24,0.231,15,0.8,12,7,200,90.7,18.9,7,19,68,,2.7,2,0.385,25,0.32,8,45.7,32,0.47100000000000003,15.4,13,40,0.4,16,0.5,7,"December 28, 2019",65.5,19,10.0,4,90.7,81.1,30,0.522,68,0.426,29,0.235,16,0.75,12,10,200,110.7,24.2,8,17,83,,10.7,8,0.5,34,0.382,13,54.3,38,0.5489999999999999,6.2,5,34,0.47100000000000003,16,0.28600000000000003,4,"San Jose State Event Center, San Jose, California",PEPPERDINE,Pepperdine,75.4,Home,SAN-JOSE-STATE,San Jose State,San Jose State,mwc,13,True,False,True,Home,True,13,16,68,38,70,8,16,65,1,0,87,207,754,0.4476127320954907,443,897,0.4938684503901895,79,299,820,0.5091463414634146,0.2307692307692308
14,2020-01-01-22-san-jose-state,63.3,19,8.8,3,110.0,69.2,27,0.541,61,0.4920000000000001,30,0.44299999999999995,27,0.7040000000000001,19,3,200,106.3,30.0,9,14,85,,8.8,7,0.39299999999999996,24,0.25,6,52.2,36,0.5760000000000001,19.8,18,37,0.649,24,0.812,13,"January 1, 2020",68.8,22,13.5,5,106.3,70.0,21,0.5670000000000001,67,0.478,32,0.299,20,0.6,12,10,200,110.0,30.8,12,22,88,,12.5,10,0.493,33,0.364,12,47.8,33,0.575,13.7,12,34,0.588,20,0.33299999999999996,5,"San Jose State Event Center, San Jose, California",NEW-MEXICO,New Mexico,79.7,Home,SAN-JOSE-STATE,San Jose State,San Jose State,mwc,14,True,False,True,Home,True,12,20,67,33,69,6,24,61,1,0,100,223,822,0.4537712895377129,481,967,0.4974146845915202,87,315,885,0.5033898305084745,0.2857142857142857
15,2020-01-04-19-fresno-state,34.8,8,4.3,1,123.4,71.9,23,0.491,54,0.426,23,0.33299999999999996,18,0.611,11,11,200,100.0,24.2,8,18,64,,4.7,3,0.40700000000000003,22,0.318,7,47.7,31,0.512,13.9,10,32,0.5,16,0.312,5,"January 4, 2020",74.1,20,3.1,1,100.0,75.8,25,0.605,57,0.474,27,0.263,15,0.667,10,10,200,123.4,28.1,9,15,79,,6.3,4,0.596,34,0.441,15,52.3,34,0.616,11.2,8,23,0.522,12,0.33299999999999996,5,"Save Mart Center, Fresno, California",SAN-JOSE-STATE,San Jose State,63.8,Home,FRESNO-STATE,Fresno State,San Jose State,mwc,15,False,False,False,Away,False,7,16,54,31,65,15,12,57,0,1,112,243,889,0.4623172103487064,514,1036,0.4961389961389962,93,339,946,0.5058139534883721,0.3333333333333333
16,2020-01-08-22-san-jose-state,65.2,15,19.0,4,94.6,81.1,30,0.467,60,0.38299999999999995,23,0.317,19,0.632,12,6,200,91.9,15.8,6,23,68,,9.5,7,0.41700000000000004,25,0.4,10,48.0,36,0.493,13.9,11,35,0.371,13,0.625,10,"January 8, 2020",57.9,11,14.3,5,91.9,84.2,32,0.426,54,0.35200000000000004,19,0.574,31,0.774,24,11,200,94.6,18.9,7,18,70,,8.1,6,0.611,33,0.242,8,52.0,39,0.509,15.1,12,21,0.524,11,0.353,6,"San Jose State Event Center, San Jose, California",NEVADA,Nevada,73.9,Home,SAN-JOSE-STATE,San Jose State,San Jose State,mwc,16,True,False,True,Home,True,8,11,54,39,75,10,13,60,1,0,119,259,943,0.4639448568398728,545,1101,0.4950045413260672,108,351,1003,0.5114656031904287,0.3125
17,2020-01-11-17-san-jose-state,74.1,20,0.0,0,92.1,79.5,31,0.525,59,0.45799999999999996,27,0.508,30,0.633,19,7,200,106.6,29.4,10,17,81,,10.5,8,0.39,23,0.348,8,56.2,41,0.5529999999999999,15.3,13,36,0.528,19,0.611,11,"January 11, 2020",66.7,16,11.1,4,106.6,70.6,24,0.426,68,0.353,24,0.235,16,0.75,12,12,200,92.1,20.5,8,22,70,,7.9,6,0.441,30,0.33299999999999996,10,43.8,32,0.46299999999999997,10.7,9,38,0.368,14,0.33299999999999996,6,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,76.4,Away,COLORADO-STATE,Colorado State,San Jose State,mwc,17,False,True,True,Home,False,10,14,68,32,73,8,19,59,0,1,127,270,997,0.4618856569709127,584,1176,0.4965986394557823,118,364,1063,0.5089369708372531,0.35294117647058826
18,2020-01-15-23-nevada-las-vegas,59.3,16,2.8,1,125.6,56.5,13,0.532,63,0.429,27,0.444,28,0.7140000000000001,20,13,200,111.5,16.2,6,17,87,,14.1,11,0.5870000000000001,37,0.35100000000000003,13,31.7,19,0.57,9.6,8,26,0.5379999999999999,14,0.316,6,"January 15, 2020",74.2,23,7.7,2,111.5,83.8,31,0.625,56,0.5539999999999999,31,0.589,33,0.848,28,9,200,125.6,43.5,10,23,98,,6.4,5,0.35700000000000004,20,0.4,8,68.3,41,0.684,18.5,16,36,0.639,23,0.526,10,"Thomas & Mack Center, Las Vegas, Nevada",SAN-JOSE-STATE,San Jose State,78.0,Home,NEVADA-LAS-VEGAS,UNLV,San Jose State,mwc,18,False,False,False,Away,False,13,14,63,19,60,8,23,56,0,1,137,284,1065,0.4596244131455399,616,1249,0.4931945556445156,126,383,1122,0.5098039215686274,0.3333333333333333
19,2020-01-21-22-new-mexico,23.5,4,5.4,2,119.4,83.3,20,0.31,63,0.27,17,0.365,23,0.87,20,14,200,81.9,30.2,13,20,59,,4.2,3,0.397,25,0.2,5,49.3,33,0.39899999999999997,14.1,12,38,0.316,12,0.3,6,"January 21, 2020",50.0,15,7.9,3,81.9,69.8,30,0.613,53,0.5660000000000001,30,0.528,28,0.75,21,5,200,119.4,16.7,4,22,86,,12.5,9,0.302,16,0.313,5,50.7,34,0.649,12.1,9,37,0.6759999999999999,25,0.762,16,"The Pit, Albuquerque, New Mexico",SAN-JOSE-STATE,San Jose State,72.1,Home,NEW-MEXICO,New Mexico,San Jose State,mwc,19,False,False,False,Away,False,5,12,63,33,67,5,25,53,0,1,150,298,1128,0.4636524822695036,635,1309,0.4851031321619557,134,406,1178,0.5152801358234296,0.3157894736842105
20,2020-01-25-17-san-jose-state,89.7,26,0.0,0,111.1,78.8,26,0.53,67,0.433,29,0.22399999999999998,15,0.667,10,12,200,100.0,20.0,7,21,81,,7.4,6,0.433,29,0.44799999999999995,13,48.5,33,0.546,17.9,16,38,0.42100000000000004,16,0.429,9,"January 25, 2020",75.9,22,5.3,2,100.0,80.0,28,0.5820000000000001,61,0.475,29,0.39299999999999996,24,0.792,19,14,200,111.1,21.2,7,16,90,,14.8,12,0.4920000000000001,30,0.433,13,51.5,35,0.622,16.4,14,31,0.516,16,0.33299999999999996,7,"San Jose State Event Center, San Jose, California",AIR-FORCE,Air Force,81.3,Home,SAN-JOSE-STATE,San Jose State,San Jose State,mwc,20,True,False,True,Home,True,13,16,61,35,68,13,16,67,1,0,155,310,1191,0.4554995801847187,668,1376,0.4854651162790698,139,431,1231,0.5194963444354184,0.3
21,2020-01-29-21-boise-state,32.1,9,15.6,5,132.0,81.0,17,0.5,61,0.45899999999999996,28,0.27899999999999997,17,0.588,10,15,200,94.7,14.3,5,16,71,,6.7,5,0.39299999999999996,24,0.20800000000000002,5,39.3,22,0.514,13.8,11,37,0.622,23,0.318,7,"January 29, 2020",55.9,19,2.7,1,94.7,85.7,30,0.716,58,0.586,34,0.345,20,0.8,16,8,200,132.0,19.0,4,17,99,,10.7,8,0.44799999999999995,26,0.5770000000000001,15,60.7,34,0.733,14.1,11,32,0.594,19,0.636,14,"ExtraMile Arena, Boise, Idaho",SAN-JOSE-STATE,San Jose State,74.8,Home,BOISE-STATE,Boise State,San Jose State,mwc,21,False,False,False,Away,False,5,23,61,22,56,15,19,58,0,1,168,326,1252,0.4616613418530352,703,1444,0.4868421052631579,152,447,1298,0.5200308166409862,0.3333333333333333
22,2020-02-01-17-san-jose-state,62.1,18,0.0,0,91.7,82.8,24,0.516,61,0.475,29,0.19699999999999998,12,0.667,8,17,200,98.6,12.1,4,19,71,,12.5,9,0.426,26,0.192,5,45.2,28,0.532,10.8,8,35,0.6859999999999999,24,0.261,6,"February 1, 2020",76.2,16,8.6,3,98.6,87.9,29,0.447,57,0.368,21,0.298,17,0.882,15,16,200,91.7,17.2,5,15,66,,2.8,2,0.544,31,0.29,9,54.8,34,0.507,17.8,14,26,0.462,12,0.304,7,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,72.4,Away,WYOMING,Wyoming,San Jose State,mwc,22,False,True,True,Home,False,9,12,57,34,62,5,24,61,0,1,173,349,1313,0.4634424980959634,725,1500,0.4833333333333333,167,466,1356,0.5283923303834809,0.3181818181818182
23,2020-02-08-19-nevada,56.0,14,13.3,6,118.8,69.4,25,0.475,61,0.41,25,0.361,22,0.8640000000000001,19,17,200,96.3,11.1,4,17,77,,5.0,4,0.525,32,0.25,8,40.3,29,0.539,13.5,11,29,0.586,17,0.292,7,"February 8, 2020",60.0,21,6.9,2,96.3,88.9,32,0.5479999999999999,73,0.479,35,0.247,18,0.833,15,10,200,118.8,30.6,11,18,95,,10.0,8,0.384,28,0.35700000000000004,10,59.7,43,0.5820000000000001,11.0,10,45,0.556,25,0.6,15,"Lawlor Events Center, Reno, Nevada",SAN-JOSE-STATE,San Jose State,79.5,Home,NEVADA,Nevada,San Jose State,mwc,23,False,False,False,Away,False,8,17,61,29,72,10,25,73,0,1,182,361,1370,0.4627737226277373,759,1562,0.4859154929577465,172,490,1417,0.5278757939308398,0.3043478260869565
24,2020-02-12-22-san-jose-state,60.0,18,14.3,5,91.8,75.6,34,0.45399999999999996,76,0.395,30,0.316,24,0.625,15,16,225,98.8,36.4,16,19,84,,5.9,5,0.408,31,0.29,9,56.2,50,0.48100000000000004,14.8,15,45,0.467,21,0.36,9,"February 12, 2020",50.0,12,11.1,5,98.8,63.6,28,0.4,75,0.32,24,0.293,22,0.818,18,18,225,91.8,24.4,11,24,78,,9.4,8,0.5329999999999999,40,0.3,12,43.8,39,0.456,10.6,10,35,0.34299999999999997,12,0.28,7,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,75.9,Away,FRESNO-STATE,Fresno State,San Jose State,mwc,24,False,True,True,Home,False,12,12,75,39,89,9,21,76,0,1,190,378,1431,0.4633123689727464,788,1634,0.4822521419828642,182,515,1490,0.5288590604026846,0.2916666666666667
25,2020-02-15-14-air-force,39.3,11,4.5,2,115.9,71.0,22,0.5479999999999999,63,0.444,28,0.365,23,0.7390000000000001,17,19,200,104.9,13.9,5,25,86,,12.2,10,0.556,35,0.371,13,40.3,27,0.5820000000000001,16.1,14,28,0.536,15,0.26899999999999996,7,"February 15, 2020",74.3,26,7.1,2,104.9,86.1,31,0.611,63,0.556,35,0.46,29,0.621,18,16,200,115.9,29.0,9,20,95,,7.3,6,0.302,19,0.368,7,59.7,40,0.619,14.6,13,44,0.636,28,0.385,10,"Clune Arena , Colorado Springs, Colorado",SAN-JOSE-STATE,San Jose State,81.9,Home,AIR-FORCE,Air Force,San Jose State,mwc,25,False,False,False,Away,False,13,15,63,27,67,7,28,63,0,1,202,390,1506,0.4601593625498008,827,1723,0.4799767846778874,191,536,1566,0.5252234993614304,0.28
26,2020-02-19-22-san-jose-state,93.5,29,7.1,2,83.8,76.5,26,0.639,54,0.574,31,0.24100000000000002,13,0.846,11,10,200,108.1,31.8,7,18,80,,9.5,7,0.315,17,0.41200000000000003,7,58.9,33,0.665,25.1,20,37,0.649,24,0.643,18,"February 19, 2020",61.9,13,0.0,0,108.1,68.2,15,0.431,58,0.36200000000000004,21,0.32799999999999996,19,0.632,12,20,200,83.8,23.5,8,16,62,,13.5,10,0.517,30,0.267,8,41.1,23,0.46299999999999997,18.4,15,28,0.46399999999999997,13,0.259,7,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,73.6,Away,BOISE-STATE,Boise State,San Jose State,mwc,26,False,True,True,Home,False,8,13,58,23,56,7,24,54,0,1,215,405,1569,0.4636711281070746,854,1790,0.4770949720670391,198,564,1629,0.5285451197053407,0.2692307692307692
