,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GARDNER-WEBB_homegame,GARDNER-WEBB_homegame2,GARDNER-WEBB_home,GARDNER-WEBB_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-13-virginia-tech,75.0,12,16.0,4,109.0,81.8,27,0.355,55,0.29100000000000004,16,0.29100000000000004,16,0.43799999999999994,7,8,200,68.7,14.6,6,12,46,,4.5,3,0.509,28,0.25,7,44.6,33,0.3670000000000001,15.1,11,27,0.33299999999999996,9,0.273,3,"December 15, 2019",60.0,15,0.0,0,68.7,85.4,35,0.5529999999999999,57,0.439,25,0.263,15,0.667,10,3,200,109.0,18.2,6,14,73,,10.4,7,0.561,32,0.406,13,55.4,41,0.569,12.4,9,25,0.48,12,0.727,8,"Cassell Coliseum, Blacksburg, Virginia",GARDNER-WEBB,Gardner-Webb,67.4,Home,VIRGINIA-TECH,Virginia Tech,Gardner-Webb,big-south,10,False,False,False,Away,False,7,9,55,33,74,13,12,57,0,1,67,166,558,0.4775985663082437,294,621,0.4734299516908213,89,158,590,0.4940677966101695,0.3
11,2019-12-19-11-gardner-webb,60.0,15,2.7,1,123.7,55.6,20,0.536,55,0.455,25,0.309,17,0.647,11,0,200,92.1,18.5,5,17,70,,10.5,8,0.455,25,0.36,9,39.7,25,0.555,21.4,17,30,0.5329999999999999,16,0.0,0,"December 19, 2019",67.6,23,16.7,5,92.1,81.5,22,0.58,69,0.493,34,0.304,21,0.667,14,8,200,123.7,44.4,16,12,94,,13.2,10,0.46399999999999997,32,0.375,12,60.3,38,0.595,15.2,14,37,0.595,22,0.33299999999999996,4,"Paul Porter Arena, Boiling Springs, North Carolina","Bob Jones University
			","Bob Jones University
			",76.0,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,11,True,False,True,Home,True,12,22,69,38,63,9,16,55,1,0,74,175,613,0.466557911908646,327,695,0.4705035971223022,102,170,647,0.4992272024729521,0.2727272727272727
12,2020-01-02-19-campbell,35.0,7,5.3,2,97.0,77.1,27,0.489,44,0.455,20,0.659,29,0.828,24,8,200,100.0,43.5,10,13,67,,10.4,7,0.273,12,0.25,3,63.8,37,0.58,25.1,19,32,0.531,17,0.385,5,"January 2, 2020",79.2,19,9.4,3,100.0,56.5,13,0.467,60,0.4,24,0.183,11,0.818,9,4,200,97.0,22.9,8,18,65,,19.4,13,0.3670000000000001,22,0.364,8,36.2,21,0.498,13.4,10,38,0.42100000000000004,16,0.6920000000000001,9,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,67.0,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,12,False,False,False,Away,True,3,17,44,37,58,8,16,60,1,0,86,197,682,0.4780058651026393,365,758,0.4815303430079156,111,186,702,0.5021367521367521,0.3333333333333333
13,2020-01-04-15-gardner-webb,50.0,10,16.7,5,84.9,73.2,30,0.418,55,0.364,20,0.491,27,0.815,22,10,200,93.2,36.1,13,21,68,,5.5,4,0.382,21,0.28600000000000003,6,55.8,43,0.501,21.2,18,34,0.41200000000000003,14,0.33299999999999996,5,"January 4, 2020",52.9,9,23.5,8,93.2,63.9,23,0.364,59,0.28800000000000003,17,0.45799999999999996,27,0.7040000000000001,19,9,200,84.9,26.8,11,20,62,,11.0,8,0.4920000000000001,29,0.31,9,44.2,34,0.4320000000000001,15.5,13,30,0.267,8,0.35700000000000004,5,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,73.3,Away,PRESBYTERIAN,Presbyterian,Gardner-Webb,big-south,13,False,True,True,Home,False,9,8,59,34,77,6,14,55,0,1,89,214,726,0.4786501377410468,402,816,0.4926470588235294,119,202,762,0.4993438320209974,0.38461538461538464
14,2020-01-08-19-gardner-webb,52.0,13,7.4,2,100.0,63.9,23,0.5379999999999999,52,0.48100000000000004,25,0.34600000000000003,18,0.611,11,7,200,104.7,12.0,3,10,67,,10.9,7,0.327,17,0.353,6,42.6,26,0.5529999999999999,10.5,7,35,0.5429999999999999,19,0.5,7,"January 8, 2020",69.6,16,11.4,4,104.7,88.0,22,0.484,61,0.377,23,0.18,11,0.455,5,10,200,100.0,36.1,13,14,64,,6.3,4,0.557,34,0.382,13,57.4,35,0.483,14.3,11,27,0.37,10,0.33299999999999996,5,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,64.4,Away,RADFORD,Radford,Gardner-Webb,big-south,14,False,True,True,Home,False,13,10,61,35,61,6,19,52,0,1,98,222,785,0.4700636942675159,436,893,0.4882418812989922,125,216,817,0.4938800489596083,0.35714285714285715
15,2020-01-11-19-winthrop,55.9,19,13.6,6,99.0,72.2,39,0.535,71,0.479,34,0.39399999999999996,28,0.679,19,11,275,95.0,11.9,5,25,95,,12.0,12,0.38,27,0.29600000000000004,8,45.8,44,0.563,16.9,17,44,0.591,26,0.312,5,"January 11, 2020",43.8,14,4.5,2,95.0,88.1,37,0.46299999999999997,80,0.4,32,0.5,40,0.625,25,7,275,99.0,27.8,15,23,99,,8.0,8,0.45,36,0.278,10,54.2,52,0.5,16.3,19,44,0.5,22,0.588,10,"Winthrop Coliseum, Rock Hill, South Carolina",GARDNER-WEBB,Gardner-Webb,72.5,Home,WINTHROP,Winthrop,Gardner-Webb,big-south,15,False,False,False,Away,False,8,26,71,44,96,10,22,80,0,1,111,232,846,0.4710401891252955,471,954,0.4937106918238994,131,235,869,0.4965477560414269,0.3333333333333333
16,2020-01-18-16-gardner-webb,29.6,8,10.5,4,120.3,72.7,24,0.509,58,0.466,27,0.276,16,0.5,8,11,200,97.1,17.6,6,20,67,,8.7,6,0.379,22,0.22699999999999998,5,44.8,30,0.511,12.2,9,36,0.611,22,0.389,7,"January 18, 2020",46.4,13,11.1,4,97.1,82.4,28,0.583,54,0.519,28,0.537,29,0.69,20,11,200,120.3,27.3,9,16,83,,7.2,5,0.29600000000000004,16,0.43799999999999994,7,55.2,37,0.612,14.1,11,38,0.5529999999999999,21,0.353,6,"Paul Porter Arena, Boiling Springs, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,69.2,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,16,True,False,True,Home,True,7,21,54,37,67,5,22,58,1,0,119,258,917,0.4760087241003271,515,1050,0.4904761904761905,141,257,949,0.493677555321391,0.3125
17,2020-01-20-19-gardner-webb,56.5,13,7.9,3,117.4,70.4,19,0.39799999999999996,64,0.359,23,0.297,19,0.8420000000000001,16,11,200,97.1,25.0,9,25,67,,7.2,5,0.359,23,0.217,5,44.4,28,0.45899999999999996,11.1,9,41,0.439,18,0.42100000000000004,8,"January 20, 2020",51.9,14,24.4,10,97.1,75.0,27,0.588,51,0.529,27,0.5489999999999999,28,0.75,21,11,200,117.4,29.6,8,22,81,,4.3,3,0.255,13,0.462,6,55.6,35,0.63,12.4,9,38,0.5529999999999999,21,0.389,7,"Paul Porter Arena, Boiling Springs, North Carolina",HAMPTON,Hampton,69.2,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,17,True,False,True,Home,True,6,21,51,35,63,5,18,64,1,0,126,279,971,0.4819773429454171,552,1117,0.4941808415398389,146,279,1007,0.4945382323733863,0.35294117647058826
18,2020-01-23-19-high-point,76.0,19,13.6,3,111.8,68.6,24,0.5870000000000001,52,0.48100000000000004,25,0.519,27,0.667,18,11,225,116.2,34.6,9,15,79,,4.4,3,0.5379999999999999,28,0.39299999999999996,11,54.1,33,0.609,19.0,15,24,0.583,14,0.42100000000000004,8,"January 23, 2020",75.0,18,8.3,2,116.2,65.4,17,0.508,59,0.40700000000000003,24,0.305,18,0.889,16,15,225,111.8,31.4,11,24,76,,11.8,8,0.627,37,0.324,12,45.9,28,0.563,10.7,8,22,0.545,12,0.25,5,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,60.2,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,18,False,False,False,Away,True,11,14,52,33,61,12,12,59,1,0,132,300,1022,0.48727984344422703,587,1180,0.4974576271186441,151,297,1071,0.4887955182072829,0.3888888888888889
19,2020-01-25-16-gardner-webb,67.6,23,14.6,7,101.2,66.7,26,0.643,63,0.54,34,0.222,14,0.7859999999999999,11,9,250,112.2,17.9,5,22,92,,7.3,6,0.4920000000000001,31,0.419,13,46.3,31,0.66,20.7,18,32,0.6559999999999999,21,0.55,11,"January 25, 2020",70.4,19,12.5,4,112.2,82.1,23,0.449,69,0.391,27,0.42,29,0.7240000000000001,21,12,250,101.2,33.3,13,16,83,,12.2,10,0.304,21,0.381,8,53.7,36,0.501,11.9,11,48,0.396,19,0.4,8,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,65.4,Away,CHARLESTON-SOUTHERN,Charleston Southern,Gardner-Webb,big-south,19,False,True,True,Home,False,8,19,69,36,67,13,21,63,0,1,143,314,1074,0.4920856610800745,620,1241,0.4995970991136181,163,309,1130,0.4898230088495576,0.42105263157894735
20,2020-01-30-18-north-carolina-asheville,57.1,16,10.0,4,83.6,80.0,20,0.6,55,0.509,28,0.127,7,0.5710000000000001,4,12,200,104.5,34.6,9,12,70,,13.4,9,0.309,17,0.588,10,56.9,29,0.6,19.4,14,38,0.474,18,0.429,9,"January 30, 2020",45.8,11,5.3,2,104.5,65.4,17,0.455,56,0.429,24,0.179,10,0.5,5,11,200,83.6,20.0,5,14,56,,10.4,7,0.28600000000000003,16,0.188,3,43.1,22,0.461,18.8,14,40,0.525,21,0.45,9,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,66.5,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,20,False,False,False,Away,True,10,18,55,29,51,3,21,56,1,0,151,333,1143,0.48950131233595795,656,1308,0.5015290519877675,176,330,1193,0.4979044425817267,0.4
21,2020-02-01-16-gardner-webb,63.3,19,9.4,3,102.5,88.0,22,0.638,58,0.517,30,0.31,18,0.556,10,15,225,106.3,12.5,4,17,84,,12.7,10,0.414,24,0.583,14,45.6,26,0.631,19.5,16,34,0.47100000000000003,16,0.348,8,"February 1, 2020",77.8,21,17.6,6,106.3,87.5,28,0.583,54,0.5,27,0.40700000000000003,22,0.818,18,13,225,102.5,12.0,3,15,81,,8.9,7,0.40700000000000003,22,0.409,9,54.4,31,0.628,21.1,17,32,0.563,18,0.409,9,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,69.8,Away,LONGWOOD,Longwood,Gardner-Webb,big-south,21,False,True,True,Home,False,9,18,54,31,57,14,16,58,0,1,161,351,1198,0.4945742904841402,685,1359,0.5040470934510669,179,351,1249,0.4959967974379504,0.42857142857142855
22,2020-02-06-19-presbyterian,55.0,11,10.7,3,101.6,57.1,16,0.445,55,0.364,20,0.327,18,0.667,12,14,200,95.3,25.0,9,17,61,,10.9,7,0.545,30,0.3,9,39.1,25,0.48,14.9,11,25,0.44,11,0.391,9,"February 6, 2020",50.0,10,4.0,1,95.3,75.0,27,0.48,49,0.408,20,0.429,21,0.857,18,15,200,101.6,42.9,12,18,65,,9.4,6,0.429,21,0.33299999999999996,7,60.9,39,0.551,20.5,15,28,0.46399999999999997,13,0.375,9,"Ross E.Templeton Center, Clinton, South Carolina",GARDNER-WEBB,Gardner-Webb,63.8,Home,PRESBYTERIAN,Presbyterian,Gardner-Webb,big-south,22,False,False,False,Away,False,9,11,55,25,64,7,13,49,0,1,170,369,1252,0.4984025559105431,716,1416,0.5056497175141242,193,367,1307,0.5022953328232593,0.4090909090909091
23,2020-02-08-16-south-carolina-upstate,34.3,12,6.8,3,80.3,63.4,26,0.629,62,0.565,35,0.21,13,0.769,10,14,200,123.9,35.7,10,16,88,,12.7,9,0.32299999999999995,20,0.4,8,52.2,36,0.645,15.1,12,42,0.643,27,0.41700000000000004,10,"February 8, 2020",44.4,8,7.1,3,123.9,64.3,18,0.32,61,0.295,18,0.361,22,0.818,18,15,200,80.3,36.6,15,16,57,,5.6,4,0.27899999999999997,17,0.17600000000000002,3,47.8,33,0.39899999999999997,17.5,15,44,0.341,15,0.4,10,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,70.8,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,23,False,False,False,Away,True,8,27,62,36,69,3,15,61,1,0,179,380,1307,0.4961744452945677,741,1480,0.5006756756756757,200,380,1356,0.5014749262536873,0.39130434782608703
24,2020-02-10-19-gardner-webb,61.9,13,6.7,2,128.4,52.6,20,0.451,51,0.41200000000000003,21,0.353,18,0.5,9,18,200,82.1,9.1,3,14,55,,10.4,7,0.275,14,0.28600000000000003,4,32.4,23,0.462,15.7,11,37,0.45899999999999996,17,0.28,7,"February 10, 2020",66.7,18,5.4,2,82.1,90.9,30,0.547,64,0.42200000000000004,27,0.313,20,0.8,16,14,200,128.4,47.4,18,15,86,,10.4,7,0.531,34,0.47100000000000003,16,67.6,48,0.585,12.1,10,30,0.3670000000000001,11,0.44,11,"Paul Porter Arena, Boiling Springs, North Carolina",HIGH-POINT,High Point,66.5,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,24,True,False,True,Home,True,16,11,64,48,71,4,17,51,1,0,187,407,1369,0.502191380569759,777,1549,0.5016139444803098,203,395,1417,0.4936485532815808,0.4166666666666667
25,2020-02-13-19-gardner-webb,60.0,15,14.3,5,102.8,86.2,25,0.47600000000000003,62,0.40299999999999997,25,0.29,18,0.611,11,9,200,97.2,42.9,15,14,70,,4.2,3,0.435,27,0.33299999999999996,9,62.5,40,0.496,20.5,18,35,0.457,16,0.667,18,"February 13, 2020",60.7,17,20.0,7,97.2,57.1,20,0.563,56,0.5,28,0.321,18,0.611,11,14,200,102.8,13.8,4,16,74,,13.9,10,0.375,21,0.33299999999999996,7,37.5,24,0.573,12.3,9,35,0.6,21,0.462,12,"Paul Porter Arena, Boiling Springs, North Carolina",WINTHROP,Winthrop,71.6,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,25,True,False,True,Home,True,7,21,56,24,64,9,16,62,1,0,203,418,1433,0.5041870202372645,825,1620,0.5092592592592593,207,412,1468,0.49216621253406,0.44
