,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,EASTERN-ILLINOIS_homegame,EASTERN-ILLINOIS_homegame2,EASTERN-ILLINOIS_home,EASTERN-ILLINOIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-16-20-western-illinois,38.7,12,15.2,5,65.3,75.0,30,0.547,64,0.484,31,0.266,17,0.882,15,4,200,118.1,27.3,9,14,85,,18.1,13,0.375,24,0.33299999999999996,8,53.4,39,0.59,11.2,9,40,0.575,23,0.636,7,"December 16, 2019",56.3,9,2.5,1,118.1,72.7,24,0.327,55,0.29100000000000004,16,0.309,17,0.647,11,7,200,65.3,25.0,10,13,47,,2.8,2,0.4,22,0.182,4,46.6,34,0.373,23.3,19,33,0.364,12,0.222,2,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,72.1,Away,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,10,False,False,False,Away,True,8,23,64,39,73,4,12,55,1,0,68,225,620,0.5274193548387097,373,666,0.56006006006006,65,157,570,0.44649122807017533,0.6
11,2019-12-21-20-grand-canyon,68.4,13,20.5,9,114.9,72.2,26,0.38299999999999995,60,0.317,19,0.45,27,0.63,17,5,200,85.1,22.7,10,19,63,,6.8,5,0.5,30,0.267,8,45.0,36,0.433,13.3,11,30,0.3670000000000001,11,0.583,7,"December 21, 2019",48.3,14,3.3,1,85.1,77.3,34,0.5479999999999999,63,0.46,29,0.317,20,0.8,16,9,200,114.9,27.8,10,19,85,,5.4,4,0.302,19,0.579,11,55.0,44,0.586,13.3,11,44,0.409,18,0.35700000000000004,5,"Grand Canyon University Arena, Phoenix, Arizona",EASTERN-ILLINOIS,Eastern Illinois,73.7,Home,GRAND-CANYON,Grand Canyon,Eastern Illinois,ovc,11,False,False,False,Away,False,8,11,60,36,80,11,18,63,0,1,76,248,684,0.5292397660818714,412,739,0.557510148849797,69,169,625,0.436,0.6363636363636364
12,2020-01-02-20-tennessee-state,37.5,9,9.4,3,118.3,71.0,22,0.527,56,0.429,24,0.446,25,0.8,20,6,200,111.3,24.2,8,16,79,,5.6,4,0.321,18,0.611,11,46.9,30,0.5820000000000001,16.3,13,38,0.342,13,0.5379999999999999,7,"January 2, 2020",48.0,12,15.8,6,111.3,75.8,25,0.5429999999999999,58,0.431,25,0.379,22,0.955,21,5,200,118.3,29.0,9,21,84,,5.6,4,0.44799999999999995,26,0.5,13,53.1,34,0.614,12.9,10,32,0.375,12,0.643,9,"Gentry Center Complex, Nashville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,71.2,Home,TENNESSEE-STATE,Tennessee State,Eastern Illinois,ovc,12,False,False,False,Away,False,11,13,56,30,64,13,12,58,0,1,84,259,744,0.5174731182795699,448,819,0.5470085470085471,80,187,688,0.44622093023255816,0.5833333333333334
13,2020-01-04-17-belmont,31.8,7,9.5,4,117.6,68.8,22,0.358,67,0.32799999999999996,22,0.239,16,0.43799999999999994,7,7,200,74.3,16.3,8,13,55,,10.8,8,0.22399999999999998,15,0.267,4,37.0,30,0.369,8.6,7,52,0.34600000000000003,18,0.5,7,"January 4, 2020",75.8,25,3.8,2,74.3,83.7,41,0.598,66,0.5,33,0.152,10,0.8,8,5,200,117.6,31.3,10,14,87,,2.7,2,0.364,24,0.542,13,63.0,51,0.615,15.6,13,42,0.47600000000000003,20,0.667,10,"Curb Event Center, Nashville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,73.7,Home,BELMONT,Belmont,Eastern Illinois,ovc,13,False,False,False,Away,False,4,18,67,30,81,13,20,66,0,1,95,272,800,0.518125,478,883,0.5413363533408834,93,199,746,0.4537533512064344,0.5384615384615384
14,2020-01-09-19-eastern-kentucky,50.0,14,15.2,7,105.5,64.9,24,0.461,64,0.43799999999999994,28,0.297,19,0.789,15,8,200,101.4,35.3,12,20,74,,9.6,7,0.25,16,0.188,3,50.7,36,0.507,13.2,11,48,0.521,25,0.467,7,"January 9, 2020",18.5,5,8.3,4,101.4,64.7,22,0.483,60,0.45,27,0.467,28,0.679,19,11,200,105.5,35.1,13,15,77,,12.3,9,0.233,14,0.28600000000000003,4,49.3,35,0.525,16.2,14,46,0.5,23,0.312,5,"McBrayer Arena, Richmond, Kentucky",EASTERN-ILLINOIS,Eastern Illinois,73.2,Home,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Illinois,ovc,14,False,False,False,Away,False,3,25,64,36,71,4,23,60,0,1,99,290,867,0.505767012687428,508,964,0.5269709543568465,106,219,812,0.4655172413793103,0.5
15,2020-01-11-15-morehead-state,39.1,9,15.0,6,95.8,81.5,22,0.46399999999999997,55,0.418,23,0.491,27,0.556,15,9,200,91.7,25.0,9,19,66,,5.6,4,0.309,17,0.294,5,49.2,31,0.48700000000000004,16.3,13,38,0.474,18,0.43799999999999994,7,"January 11, 2020",62.5,15,13.2,5,91.7,75.0,27,0.5,50,0.48,24,0.5,25,0.76,19,8,200,95.8,18.5,5,21,69,,5.6,4,0.2,10,0.2,2,50.8,32,0.5579999999999999,19.7,15,40,0.55,22,0.529,9,"Ellis T. Johnson Arena, Morehead, Kentucky",EASTERN-ILLINOIS,Eastern Illinois,71.9,Home,MOREHEAD-STATE,Morehead State,Eastern Illinois,ovc,15,False,False,False,Away,False,5,18,55,31,63,2,22,50,0,1,102,315,931,0.5026852846401718,544,1035,0.5256038647342995,110,242,872,0.4667431192660551,0.4666666666666667
16,2020-01-16-20-eastern-illinois,34.6,9,2.6,1,100.0,80.0,24,0.451,61,0.426,26,0.295,18,0.778,14,11,200,98.6,30.3,10,18,69,,8.6,6,0.23,14,0.214,3,54.0,34,0.496,16.9,14,47,0.489,23,0.389,7,"January 16, 2020",37.0,10,8.5,4,98.6,69.7,23,0.556,54,0.5,27,0.278,15,0.667,10,9,200,100.0,20.0,6,18,70,,8.6,6,0.29600000000000004,16,0.375,6,46.0,29,0.573,16.5,12,38,0.5529999999999999,21,0.47100000000000003,8,"Lantz Arena, Charleston, Illinois",JACKSONVILLE-STATE,Jacksonville State,70.3,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,16,True,False,True,Home,True,6,21,54,29,63,3,23,61,1,0,107,333,986,0.5005070993914807,575,1098,0.5236794171220399,112,264,922,0.4685466377440347,0.4375
17,2020-01-18-16-eastern-illinois,68.4,13,11.8,4,118.3,81.5,22,0.49,49,0.38799999999999996,19,0.34700000000000003,17,0.647,11,15,200,83.1,18.5,5,11,59,,8.5,6,0.49,24,0.41700000000000004,10,50.0,27,0.517,25.2,19,25,0.36,9,0.21100000000000002,4,"January 18, 2020",68.8,22,16.0,4,83.1,81.5,22,0.633,60,0.5329999999999999,32,0.183,11,0.727,8,9,200,118.3,18.5,5,13,84,,11.3,8,0.433,26,0.462,12,50.0,27,0.644,13.4,10,34,0.588,20,0.5,9,"Lantz Arena, Charleston, Illinois",TENNESSEE-TECH,Tennessee Tech,70.7,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,17,True,False,True,Home,True,12,20,60,27,54,10,9,49,1,0,113,354,1040,0.5033653846153846,604,1161,0.5202411714039621,115,287,983,0.4674465920651068,0.4705882352941176
18,2020-01-23-20-eastern-illinois,26.9,7,2.6,1,126.7,65.5,19,0.4920000000000001,59,0.441,26,0.508,30,0.833,25,13,200,110.7,40.0,12,21,83,,9.3,7,0.322,19,0.316,6,52.5,31,0.5670000000000001,17.2,15,40,0.5,20,0.278,5,"January 23, 2020",64.7,22,7.5,3,110.7,60.0,18,0.603,63,0.54,34,0.413,26,0.731,19,9,200,126.7,34.5,10,18,95,,13.3,10,0.381,24,0.33299999999999996,8,47.5,28,0.63,10.8,9,39,0.667,26,0.526,10,"Lantz Arena, Charleston, Illinois",TENNESSEE-MARTIN,UT-Martin,75.3,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,18,True,False,True,Home,True,8,26,63,28,59,6,20,59,1,0,125,374,1100,0.5104545454545455,631,1215,0.5193415637860083,125,296,1032,0.4685077519379845,0.5
19,2020-01-25-16-eastern-illinois,39.1,9,2.9,1,87.1,89.7,26,0.386,66,0.348,23,0.212,14,0.5710000000000001,8,17,200,84.3,27.5,11,22,59,,12.9,9,0.28800000000000003,19,0.263,5,53.6,37,0.406,13.2,11,47,0.38299999999999995,18,0.19,4,"January 25, 2020",26.1,6,23.4,11,84.3,72.5,29,0.5579999999999999,43,0.535,23,0.6509999999999999,28,0.46399999999999997,13,9,200,87.1,10.3,3,14,61,,11.4,8,0.209,9,0.222,2,46.4,32,0.542,20.2,14,34,0.618,21,0.55,11,"Lantz Arena, Charleston, Illinois",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,70.0,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,19,True,False,True,Home,True,2,21,43,32,69,5,18,66,1,0,133,400,1163,0.5154772141014617,659,1274,0.5172684458398744,131,316,1091,0.4697525206232814,0.5263157894736842
20,2020-01-30-20-murray-state,25.0,7,10.0,3,110.6,80.8,21,0.423,71,0.39399999999999996,28,0.21100000000000002,15,0.667,10,10,200,106.1,47.6,20,15,70,,13.6,9,0.239,17,0.235,4,60.3,41,0.44799999999999995,8.3,7,54,0.444,24,0.524,11,"January 30, 2020",37.5,9,7.4,4,106.1,52.4,22,0.573,48,0.5,24,0.479,23,0.7829999999999999,18,5,200,110.6,19.2,5,14,73,,3.0,2,0.375,18,0.389,7,39.7,27,0.619,17.1,12,30,0.5670000000000001,17,0.762,16,"CFSB Center, Murray, Kentucky",EASTERN-ILLINOIS,Eastern Illinois,65.5,Home,MURRAY-STATE,Murray State,Eastern Illinois,ovc,20,False,False,False,Away,False,4,24,71,41,68,7,17,48,0,1,135,421,1206,0.5169983416252073,691,1343,0.5145197319434103,136,334,1157,0.4649956784788246,0.55
21,2020-02-01-16-austin-peay,50.0,13,8.1,3,106.3,78.6,22,0.602,49,0.531,26,0.265,13,0.385,5,11,200,100.0,26.9,7,15,64,,9.4,6,0.265,13,0.5379999999999999,7,53.7,29,0.58,21.5,15,36,0.528,19,0.5,11,"February 1, 2020",44.4,12,5.6,2,100.0,73.1,19,0.59,50,0.54,27,0.32,16,0.563,9,7,200,106.3,21.4,6,14,68,,17.2,11,0.26,13,0.385,5,46.3,25,0.59,18.6,13,37,0.595,22,0.696,16,"Winfield Dunn Center, Clarksville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,63.9,Home,AUSTIN-PEAY,Austin Peay,Eastern Illinois,ovc,21,False,False,False,Away,False,7,19,49,29,54,5,22,50,0,1,139,445,1277,0.5117462803445576,732,1411,0.518781006378455,143,351,1205,0.4692946058091286,0.5238095238095238
22,2020-02-06-20-eastern-illinois,56.7,17,5.0,2,102.4,70.6,24,0.5670000000000001,60,0.5,30,0.55,33,0.6970000000000001,23,12,200,111.0,21.2,7,16,91,,11.0,9,0.28300000000000003,17,0.47100000000000003,8,46.3,31,0.601,15.8,14,43,0.512,22,0.5,12,"February 6, 2020",61.3,19,16.3,7,111.0,78.8,26,0.529,68,0.456,31,0.235,16,0.75,12,12,200,102.4,29.4,10,23,84,,9.8,8,0.41200000000000003,28,0.35700000000000004,10,53.7,36,0.556,16.7,15,40,0.525,21,0.478,11,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,81.6,Away,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Illinois,ovc,22,False,True,True,Home,False,10,21,68,36,67,8,22,60,0,1,146,464,1326,0.5150829562594268,761,1465,0.5194539249146758,148,373,1255,0.4741035856573706,0.5
23,2020-02-08-16-eastern-illinois,33.3,8,2.3,1,97.3,76.9,30,0.39,68,0.353,24,0.221,15,0.8,12,13,200,89.0,34.9,15,16,65,,6.8,5,0.309,21,0.23800000000000002,5,54.9,45,0.433,16.7,15,47,0.40399999999999997,19,0.48,12,"February 8, 2020",33.3,9,17.0,8,89.0,65.1,28,0.484,62,0.435,27,0.29,18,0.611,11,12,200,97.3,23.1,9,15,71,,8.2,6,0.306,19,0.316,6,45.1,37,0.503,11.4,9,43,0.488,21,0.5,12,"Lantz Arena, Charleston, Illinois",MOREHEAD-STATE,Morehead State,72.8,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Illinois,ovc,23,True,False,True,Home,True,6,21,62,37,82,5,19,68,1,0,156,485,1394,0.5157819225251076,797,1532,0.5202349869451697,156,395,1315,0.4783269961977186,0.4782608695652174
24,2020-02-13-20-eastern-illinois,53.3,16,11.4,5,102.8,74.2,23,0.523,64,0.469,30,0.203,13,0.6920000000000001,9,19,200,105.6,29.4,10,14,76,,5.6,4,0.32799999999999996,21,0.33299999999999996,7,50.8,33,0.542,15.7,13,43,0.535,23,0.26899999999999996,7,"February 13, 2020",46.4,13,9.3,4,105.6,70.6,24,0.508,60,0.467,28,0.3,18,0.722,13,13,200,102.8,25.8,8,13,74,,11.1,8,0.267,16,0.313,5,49.2,32,0.54,13.9,11,44,0.523,23,0.48,12,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,72.4,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Eastern Illinois,ovc,24,False,True,True,Home,False,5,23,60,32,65,7,23,64,0,1,162,506,1456,0.5144230769230769,834,1614,0.516728624535316,161,414,1383,0.4739696312364425,0.5
25,2020-02-15-17-tennessee-martin,60.6,20,9.7,3,115.9,88.5,23,0.545,66,0.5,33,0.22699999999999998,15,0.467,7,14,225,114.5,41.0,16,10,79,,7.2,5,0.364,24,0.25,6,60.0,39,0.54,13.2,11,42,0.643,27,0.462,12,"February 15, 2020",69.0,20,2.4,1,114.5,59.0,23,0.623,57,0.509,29,0.21100000000000002,12,0.75,9,17,225,115.9,11.5,3,14,80,,8.7,6,0.456,26,0.5,13,40.0,26,0.638,13.8,10,31,0.516,16,0.32,8,"Skyhawk Arena, Martin, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,61.3,Home,TENNESSEE-MARTIN,UT-Martin,Eastern Illinois,ovc,25,False,False,False,Away,False,6,27,66,39,65,13,16,57,0,1,167,529,1516,0.5141820580474934,866,1679,0.5157832042882668,168,437,1447,0.4761575673807879,0.48
