,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,APPALACHIAN-STATE_homegame,APPALACHIAN-STATE_homegame2,APPALACHIAN-STATE_home,APPALACHIAN-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
19,2020-01-18-16-appalachian-state,64.3,18,7.1,3,80.3,79.4,27,0.606,52,0.5379999999999999,28,0.25,13,0.769,10,7,200,102.8,33.3,8,19,73,,8.5,6,0.327,17,0.41200000000000003,7,60.3,35,0.627,23.8,18,35,0.6,21,0.65,13,"January 18, 2020",31.6,6,8.6,3,102.8,66.7,16,0.371,58,0.32799999999999996,19,0.397,23,0.609,14,10,200,80.3,20.6,7,16,57,,18.3,13,0.276,16,0.313,5,39.7,23,0.413,13.9,11,42,0.33299999999999996,14,0.5,10,"Holmes Convocation Center, Boone, North Carolina",APPALACHIAN-STATE,Appalachian State,70.6,Away,ARKANSAS-LITTLE-ROCK,Little Rock,Appalachian State,sun-belt,19,False,True,True,Home,False,5,14,58,23,58,7,21,52,0,1,122,333,1061,0.4863336475023562,652,1278,0.5101721439749609,152,302,1116,0.474910394265233,0.5263157894736842
20,2020-01-25-14-coastal-carolina,50.0,12,0.0,0,84.1,74.3,26,0.518,55,0.436,24,0.509,28,0.75,21,10,200,113.0,34.3,12,17,78,,13.0,9,0.436,24,0.375,9,54.3,38,0.5710000000000001,17.2,14,31,0.484,15,0.524,11,"January 25, 2020",38.1,8,9.7,3,113.0,65.7,23,0.433,52,0.40399999999999997,21,0.327,17,0.765,13,10,200,84.1,25.7,9,23,58,,10.1,7,0.26899999999999996,14,0.214,3,45.7,32,0.483,22.2,17,38,0.474,18,0.524,11,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,69.2,Away,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,20,False,False,False,Away,True,9,15,55,38,70,3,18,52,1,0,127,347,1119,0.4803395889186774,675,1336,0.5052395209580839,159,323,1168,0.480736301369863,0.5
21,2020-01-30-20-arkansas-state,54.2,13,0.0,0,104.9,74.2,23,0.583,48,0.5,24,0.479,23,0.652,15,10,200,116.4,34.5,10,14,71,,4.9,3,0.354,17,0.47100000000000003,8,55.0,33,0.602,17.1,12,31,0.516,16,0.545,12,"January 30, 2020",80.0,16,3.2,1,116.4,65.5,19,0.48,50,0.4,20,0.38,19,0.8420000000000001,16,8,200,104.9,25.8,8,21,64,,9.8,6,0.42,21,0.381,8,45.0,27,0.542,14.6,10,29,0.414,12,0.652,15,"Convocation Center, Jonesboro, Arkansas",ARKANSAS-STATE,Arkansas State,61.0,Away,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,21,False,False,False,Away,True,8,16,48,33,60,8,12,50,1,0,136,362,1174,0.4821124361158433,713,1406,0.5071123755334281,162,341,1220,0.4786885245901639,0.5238095238095238
22,2020-02-01-15-arkansas-little-rock,50.0,16,3.2,1,145.3,60.9,14,0.8640000000000001,44,0.727,32,0.318,14,0.7140000000000001,10,11,200,134.4,9.1,1,15,86,,9.4,6,0.4320000000000001,19,0.632,12,44.1,15,0.8490000000000001,23.0,15,25,0.8,20,0.522,12,"February 1, 2020",76.5,26,16.0,4,134.4,90.9,10,0.723,56,0.607,34,0.25,14,0.857,12,7,200,145.3,39.1,9,15,93,,14.1,9,0.446,25,0.52,13,55.9,19,0.742,12.6,9,31,0.677,21,0.708,17,"Jack Stephens Center, Little Rock, Arkansas",APPALACHIAN-STATE,Appalachian State,63.7,Home,ARKANSAS-LITTLE-ROCK,Little Rock,Appalachian State,sun-belt,22,False,False,False,Away,False,12,20,44,15,34,13,21,56,0,1,144,378,1222,0.486088379705401,746,1466,0.5088676671214188,170,353,1270,0.478740157480315,0.5454545454545454
23,2020-02-06-19-appalachian-state,47.6,10,6.5,2,89.1,63.0,17,0.379,58,0.36200000000000004,21,0.172,10,0.6,6,14,200,78.1,27.3,9,15,50,,17.2,11,0.414,24,0.083,2,43.3,26,0.39799999999999996,16.1,12,34,0.5589999999999999,19,0.41700000000000004,10,"February 6, 2020",56.5,13,8.8,3,78.1,72.7,24,0.49,52,0.442,23,0.231,12,0.5,6,11,200,89.1,37.0,10,12,57,,10.9,7,0.40399999999999997,21,0.23800000000000002,5,56.7,34,0.494,19.6,14,31,0.581,18,0.542,13,"Holmes Convocation Center, Boone, North Carolina",TEXAS-ARLINGTON,Texas-Arlington,63.7,Home,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,23,True,False,True,Home,True,5,18,52,34,60,2,19,58,1,0,156,398,1266,0.4992101105845181,761,1500,0.5073333333333333,183,374,1326,0.4890648567119155,0.5217391304347826
24,2020-02-08-16-appalachian-state,64.0,16,3.2,1,96.8,71.9,23,0.5,56,0.446,25,0.036000000000000004,2,0.5,1,10,200,91.9,17.9,5,19,57,,14.5,9,0.304,17,0.353,6,46.7,28,0.5,12.3,8,39,0.48700000000000004,19,0.6,15,"February 8, 2020",57.1,12,2.6,1,91.9,82.1,23,0.47,50,0.42,21,0.42,21,0.619,13,11,200,96.8,28.1,9,10,60,,9.7,6,0.38,19,0.263,5,53.3,32,0.5,19.1,14,31,0.516,16,0.56,14,"Holmes Convocation Center, Boone, North Carolina",TEXAS-STATE,Texas State,62.5,Home,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,24,True,False,True,Home,True,5,16,50,32,60,6,19,56,1,0,161,416,1318,0.4988619119878604,795,1560,0.5096153846153846,185,393,1384,0.4844653179190752,0.5416666666666666
25,2020-02-13-19-georgia-state,47.4,9,9.7,3,102.7,73.1,19,0.371,58,0.32799999999999996,19,0.483,28,0.7859999999999999,22,12,200,87.8,20.0,6,14,65,,16.2,12,0.36200000000000004,21,0.23800000000000002,5,44.6,25,0.456,12.5,10,37,0.37799999999999995,14,0.5379999999999999,14,"February 13, 2020",65.4,17,27.0,10,87.8,80.0,24,0.58,56,0.46399999999999997,26,0.28600000000000003,16,0.688,11,9,200,102.7,26.9,7,22,76,,6.8,5,0.446,25,0.52,13,55.4,31,0.597,20.2,16,31,0.419,13,0.654,17,"GSU Sports Arena, Atlanta, Georgia",APPALACHIAN-STATE,Appalachian State,74.0,Home,GEORGIA-STATE,Georgia State,Appalachian State,sun-belt,25,False,False,False,Away,False,5,14,58,25,56,13,13,56,0,1,166,432,1368,0.4978070175438597,827,1620,0.5104938271604939,191,412,1440,0.4850694444444445,0.56
26,2020-02-15-16-georgia-southern,58.3,14,0.0,0,80.3,84.8,28,0.457,58,0.414,24,0.22399999999999998,13,0.6920000000000001,9,12,200,87.3,15.6,5,17,62,,11.3,8,0.397,23,0.217,5,50.8,33,0.483,14.7,11,35,0.5429999999999999,19,0.556,15,"February 15, 2020",13.6,3,2.9,1,87.3,84.4,27,0.451,51,0.431,22,0.373,19,0.579,11,11,200,80.3,15.2,5,16,57,,9.9,7,0.353,18,0.111,2,49.2,32,0.475,21.2,16,33,0.606,20,0.593,16,"Hanner Fieldhouse, Statesboro, Georgia",GEORGIA-SOUTHERN,Georgia Southern,70.6,Away,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,26,False,False,False,Away,True,5,19,58,33,65,2,20,51,1,0,171,446,1426,0.4926367461430575,852,1676,0.5083532219570406,204,425,1496,0.4886363636363637,0.5384615384615384
27,2020-02-20-19-appalachian-state,46.7,14,13.6,3,111.1,72.7,24,0.767,43,0.698,30,0.419,18,0.667,12,11,200,123.8,11.1,2,13,78,,11.1,7,0.27899999999999997,12,0.5,6,51.0,26,0.757,20.3,13,31,0.774,24,0.607,17,"February 20, 2020",72.0,18,0.0,0,123.8,88.9,16,0.5329999999999999,60,0.41700000000000004,25,0.11699999999999999,7,0.857,6,13,200,111.1,27.3,9,16,70,,9.5,6,0.633,38,0.368,14,49.0,25,0.5529999999999999,12.5,9,22,0.5,11,0.536,15,"Holmes Convocation Center, Boone, North Carolina",APPALACHIAN-STATE,Appalachian State,62.9,Away,SOUTH-ALABAMA,South Alabama,Appalachian State,sun-belt,27,False,True,True,Home,False,14,11,60,25,51,6,24,43,0,1,176,465,1484,0.4912398921832884,885,1741,0.5083285468121769,206,445,1547,0.4873949579831933,0.5555555555555556
28,2020-02-22-16-appalachian-state,52.6,10,2.9,1,97.1,84.4,27,0.341,63,0.302,19,0.302,19,0.8420000000000001,16,20,200,84.3,30.8,12,22,59,,5.7,4,0.413,26,0.192,5,54.9,39,0.41,13.4,11,37,0.37799999999999995,14,0.31,9,"February 22, 2020",47.8,11,16.2,6,84.3,69.2,27,0.49,52,0.442,23,0.48100000000000004,25,0.68,17,13,200,97.1,15.6,5,17,68,,11.4,8,0.34600000000000003,18,0.278,5,45.1,32,0.532,13.7,10,34,0.529,18,0.552,16,"Holmes Convocation Center, Boone, North Carolina",TROY,Troy,70.0,Home,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,28,True,False,True,Home,True,5,18,52,32,71,5,14,63,1,0,190,476,1544,0.4928756476683938,910,1792,0.5078125,212,469,1590,0.4949685534591195,0.5357142857142857
29,2020-02-29-16-appalachian-state,63.3,19,2.9,1,102.7,61.1,22,0.612,58,0.517,30,0.31,18,0.722,13,15,200,112.0,34.4,11,26,84,,13.3,10,0.431,25,0.44,11,48.5,33,0.631,22.4,19,33,0.5760000000000001,19,0.5,15,"February 29, 2020",39.1,9,3.0,1,112.0,65.6,21,0.456,57,0.40399999999999997,23,0.614,35,0.7140000000000001,25,14,200,102.7,38.9,14,18,77,,8.0,6,0.40399999999999997,23,0.261,6,51.5,35,0.523,17.2,15,34,0.5,17,0.5329999999999999,16,"Holmes Convocation Center, Boone, North Carolina",APPALACHIAN-STATE,Appalachian State,74.6,Away,COASTAL-CAROLINA,Coastal Carolina,Appalachian State,sun-belt,29,False,True,True,Home,False,6,17,57,35,68,11,19,58,0,1,195,494,1596,0.4927944862155389,942,1863,0.5056360708534622,217,483,1653,0.4891107078039928,0.5517241379310345
30,2020-03-03-20-louisiana-monroe,38.1,8,7.0,3,86.4,62.2,23,0.479,48,0.43799999999999994,21,0.45799999999999996,22,0.682,15,14,200,92.4,12.9,4,14,61,,10.6,7,0.33299999999999996,16,0.25,4,39.7,27,0.522,17.2,12,32,0.531,17,0.5479999999999999,17,"March 3, 2020",50.0,11,6.3,2,92.4,87.1,27,0.385,61,0.361,22,0.19699999999999998,12,0.833,10,20,200,86.4,37.8,14,16,57,,7.6,5,0.295,18,0.16699999999999998,3,60.3,41,0.4270000000000001,16.4,13,43,0.442,19,0.31,9,"Fant-Ewing Coliseum, Monroe, Louisiana",LOUISIANA-MONROE,Louisiana-Monroe,66.1,Away,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,30,False,False,False,Away,True,4,17,48,27,68,3,19,61,1,0,201,511,1653,0.4915305505142166,977,1931,0.5059554634904194,228,502,1711,0.4932787843366453,0.5333333333333333
31,2020-03-09-19-appalachian-state,37.0,10,15.2,5,98.6,73.0,27,0.526,57,0.474,27,0.12300000000000001,7,0.7140000000000001,5,17,200,91.5,24.0,6,28,65,,11.3,8,0.298,17,0.353,6,53.2,33,0.539,20.0,15,40,0.525,21,0.485,16,"March 9, 2020",68.2,15,2.5,1,91.5,76.0,19,0.45299999999999996,53,0.415,22,0.7170000000000001,38,0.579,22,14,200,98.6,27.0,10,11,70,,12.7,9,0.377,20,0.2,4,46.8,29,0.493,13.6,11,33,0.545,18,0.562,18,"Holmes Convocation Center, Boone, North Carolina",COASTAL-CAROLINA,Coastal Carolina,70.7,Home,APPALACHIAN-STATE,Appalachian State,Appalachian State,sun-belt,31,True,False,True,Home,True,4,18,53,29,62,6,21,57,1,0,205,528,1701,0.4911816578483245,1004,1999,0.5022511255627814,231,521,1772,0.4895598194130926,0.5483870967741935
32,2020-03-11-20-texas-state,30.0,6,4.4,2,116.4,76.2,16,0.467,46,0.435,20,0.7609999999999999,35,0.7140000000000001,25,15,200,93.2,22.6,7,18,68,,9.6,7,0.326,15,0.2,3,44.2,23,0.5429999999999999,22.7,18,31,0.5479999999999999,17,0.545,18,"March 11, 2020",58.8,20,0.0,0,93.2,77.4,24,0.632,57,0.596,34,0.281,16,0.813,13,11,200,116.4,23.8,5,24,85,,12.3,9,0.21100000000000002,12,0.33299999999999996,4,55.8,29,0.6579999999999999,16.9,13,45,0.667,30,0.6559999999999999,21,"Strahan Coliseum, San Marcos, Texas",APPALACHIAN-STATE,Appalachian State,73.1,Home,TEXAS-STATE,Texas State,Appalachian State,sun-belt,32,False,False,False,Away,False,3,17,46,23,52,4,30,57,0,1,209,546,1754,0.4900228050171038,1033,2061,0.5012130033964095,237,542,1829,0.4907053034445052,0.5625
