,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,JACKSONVILLE-STATE_homegame,JACKSONVILLE-STATE_homegame2,JACKSONVILLE-STATE_home,JACKSONVILLE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-20-jacksonville-state,34.5,10,3.6,1,121.1,75.0,15,0.525,61,0.475,29,0.32799999999999996,20,0.8,16,11,200,105.3,13.8,4,17,80,,14.5,11,0.295,18,0.33299999999999996,6,38.8,19,0.5670000000000001,14.7,12,43,0.535,23,0.083,1,"December 18, 2019",68.8,22,7.0,3,105.3,86.2,25,0.685,54,0.593,32,0.40700000000000003,22,0.818,18,7,200,121.1,25.0,5,13,92,,6.6,5,0.48100000000000004,26,0.385,10,61.2,30,0.7140000000000001,19.1,15,28,0.7859999999999999,22,0.364,4,"Pete Mathews Coliseum, Jacksonville, Alabama",DELAWARE-STATE,Delaware State,76.5,Home,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,10,True,False,True,Home,True,10,22,54,30,49,6,23,61,1,0,81,180,601,0.5016638935108153,335,633,0.5292259083728278,65,192,571,0.5070052539404554,0.3
11,2019-12-21-13-tennessee,55.0,11,13.2,5,105.6,85.7,24,0.426,54,0.37,20,0.278,15,0.467,7,8,200,74.6,22.6,7,11,53,,8.5,6,0.37,20,0.3,6,52.5,31,0.434,20.9,16,34,0.41200000000000003,14,0.33299999999999996,4,"December 21, 2019",80.6,25,17.6,6,74.6,77.4,24,0.539,64,0.484,31,0.094,6,1.0,6,3,200,105.6,14.3,4,14,75,21.0,9.9,7,0.406,26,0.26899999999999996,7,47.5,28,0.561,13.0,10,38,0.632,24,0.727,8,"Thompson-Boling Arena, Knoxville, Tennessee",JACKSONVILLE-STATE,Jacksonville State,71.5,Home,TENNESSEE,Tennessee,Jacksonville State,ovc,11,False,False,False,Away,False,6,14,54,31,59,7,24,64,0,1,91,202,655,0.516793893129771,365,682,0.5351906158357771,71,215,632,0.5087025316455697,0.3636363636363637
12,2019-12-28-17-jacksonville-state,37.5,6,0.0,0,142.9,56.8,21,0.35600000000000004,52,0.308,16,0.519,27,0.7040000000000001,19,0,200,66.7,17.1,6,15,56,,8.3,7,0.308,16,0.313,5,37.5,27,0.4320000000000001,26.5,23,36,0.306,11,0.0,0,"December 28, 2019",56.3,27,5.6,2,66.7,82.9,29,0.688,80,0.6,48,0.225,18,0.556,10,8,200,142.9,43.2,16,18,120,,13.1,11,0.363,29,0.483,14,62.5,45,0.6779999999999999,12.9,13,51,0.667,34,0.385,5,"Pete Mathews Coliseum, Jacksonville, Alabama","Carver College
			","Carver College
			",83.7,Home,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,12,True,False,True,Home,True,14,34,80,45,72,5,11,52,1,0,97,216,709,0.5098730606488011,396,741,0.5344129554655871,78,239,696,0.5114942528735632,0.3333333333333333
13,2020-01-02-21-morehead-state,44.4,12,14.6,6,100.0,75.0,30,0.5529999999999999,57,0.474,27,0.298,17,0.765,13,8,200,105.6,25.0,7,20,76,,2.8,2,0.42100000000000004,24,0.375,9,54.4,37,0.584,16.8,13,33,0.545,18,0.429,6,"January 2, 2020",53.8,14,6.1,2,105.6,75.0,21,0.45299999999999996,64,0.406,26,0.375,24,0.583,14,8,200,100.0,25.0,10,16,72,,9.7,7,0.359,23,0.261,6,45.6,31,0.47700000000000004,9.7,8,41,0.488,20,0.429,6,"Ellis T. Johnson Arena, Morehead, Kentucky",MOREHEAD-STATE,Morehead State,72.2,Away,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,13,False,False,False,Away,True,9,18,57,37,68,6,20,64,1,0,111,250,789,0.5278833967046895,441,813,0.5424354243542435,83,250,748,0.5006684491978609,0.38461538461538464
14,2020-01-04-16-eastern-kentucky,60.7,17,2.5,1,95.9,70.7,29,0.551,59,0.475,28,0.305,18,0.833,15,8,200,108.1,32.1,9,16,80,,4.1,3,0.33899999999999997,20,0.45,9,55.1,38,0.5920000000000001,19.3,16,39,0.48700000000000004,19,0.467,7,"January 4, 2020",44.8,13,10.3,4,108.1,67.9,19,0.45799999999999996,72,0.40299999999999997,29,0.125,9,0.556,5,11,200,95.9,29.3,12,17,71,,10.8,8,0.444,32,0.25,8,44.9,31,0.465,10.6,9,40,0.525,21,0.267,4,"McBrayer Arena, Richmond, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,73.9,Away,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,14,False,False,False,Away,True,9,19,59,38,69,8,21,72,1,0,120,268,846,0.5295508274231678,478,881,0.5425652667423383,89,270,812,0.4969211822660098,0.42857142857142855
15,2020-01-09-21-jacksonville-state,38.5,10,9.4,3,90.7,71.4,25,0.529,52,0.5,26,0.48100000000000004,25,0.68,17,5,200,96.0,19.2,5,20,72,,12.0,9,0.28800000000000003,15,0.2,3,49.2,30,0.564,19.2,15,37,0.622,23,0.667,10,"January 9, 2020",61.9,13,5.4,2,96.0,80.8,21,0.408,60,0.35,21,0.4,24,0.792,19,9,200,90.7,28.6,10,18,68,,9.3,7,0.467,28,0.25,7,50.8,31,0.47600000000000003,17.5,15,32,0.43799999999999994,14,0.43799999999999994,7,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,75.1,Away,MURRAY-STATE,Murray State,Jacksonville State,ovc,15,False,True,True,Home,False,7,14,60,31,61,3,23,52,0,1,129,287,905,0.5309392265193371,516,950,0.5431578947368421,97,291,884,0.4937782805429865,0.4666666666666667
16,2020-01-11-17-jacksonville-state,63.6,14,9.7,3,98.5,64.0,16,0.45799999999999996,60,0.3670000000000001,22,0.45,27,0.593,16,7,200,104.4,32.5,13,18,71,,11.8,8,0.483,29,0.379,11,44.6,29,0.48700000000000004,12.2,10,31,0.355,11,0.588,10,"January 11, 2020",47.8,11,6.5,2,104.4,67.5,27,0.552,48,0.479,23,0.354,17,0.8240000000000001,14,10,200,98.5,36.0,9,25,67,,2.9,2,0.354,17,0.41200000000000003,7,55.4,36,0.597,26.5,20,31,0.516,16,0.41200000000000003,7,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,68.5,Away,AUSTIN-PEAY,Austin Peay,Jacksonville State,ovc,16,False,True,True,Home,False,7,16,48,36,65,11,11,60,0,1,136,301,965,0.5233160621761658,547,1011,0.5410484668644906,100,314,936,0.4957264957264957,0.4375
17,2020-01-16-20-eastern-illinois,34.6,9,2.6,1,100.0,80.0,24,0.451,61,0.426,26,0.295,18,0.778,14,11,200,98.6,30.3,10,18,69,,8.6,6,0.23,14,0.214,3,54.0,34,0.496,16.9,14,47,0.489,23,0.389,7,"January 16, 2020",37.0,10,8.5,4,98.6,69.7,23,0.556,54,0.5,27,0.278,15,0.667,10,9,200,100.0,20.0,6,18,70,,8.6,6,0.29600000000000004,16,0.375,6,46.0,29,0.573,16.5,12,38,0.5529999999999999,21,0.47100000000000003,8,"Lantz Arena, Charleston, Illinois",JACKSONVILLE-STATE,Jacksonville State,70.3,Home,EASTERN-ILLINOIS,Eastern Illinois,Jacksonville State,ovc,17,False,False,False,Away,False,3,23,61,34,63,6,21,54,0,1,143,317,1013,0.5246791707798618,583,1076,0.54182156133829,111,325,996,0.4934738955823293,0.4117647058823529
18,2020-01-18-16-southern-illinois-edwardsville,69.6,16,7.5,3,78.9,73.0,27,0.49,52,0.442,23,0.40399999999999997,21,0.619,13,11,200,90.1,16.7,4,18,64,,11.3,8,0.34600000000000003,18,0.278,5,50.8,31,0.516,16.4,12,34,0.529,18,0.42100000000000004,8,"January 18, 2020",61.1,11,5.9,2,90.1,83.3,20,0.348,56,0.321,18,0.39299999999999996,22,0.773,17,15,200,78.9,27.0,10,19,56,,2.8,2,0.28600000000000003,16,0.188,3,49.2,30,0.42100000000000004,19.6,16,40,0.375,15,0.21100000000000002,4,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,71.2,Away,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,18,False,False,False,Away,True,5,18,52,31,61,3,15,56,1,0,146,340,1074,0.5204841713221602,617,1139,0.5417032484635645,117,346,1050,0.4966666666666666,0.3888888888888889
19,2020-01-23-20-jacksonville-state,35.5,11,5.6,2,110.0,68.0,17,0.589,62,0.5,31,0.21,13,0.615,8,12,200,115.7,16.7,5,16,81,,12.9,9,0.33899999999999997,21,0.524,11,40.0,22,0.594,9.4,7,41,0.488,20,0.4,8,"January 23, 2020",70.0,21,7.3,3,115.7,83.3,25,0.609,55,0.545,30,0.255,14,0.7140000000000001,10,12,200,110.0,32.0,8,12,77,,7.1,5,0.345,19,0.368,7,60.0,33,0.624,21.8,17,36,0.639,23,0.4,8,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,70.4,Away,EASTERN-KENTUCKY,Eastern Kentucky,Jacksonville State,ovc,19,False,True,True,Home,False,7,23,55,33,55,11,20,62,0,1,151,358,1126,0.5190941385435168,648,1200,0.54,120,361,1106,0.4891500904159132,0.42105263157894735
20,2020-01-25-17-jacksonville-state,47.4,9,8.3,3,101.4,75.9,22,0.44,50,0.38,19,0.24,12,0.583,7,12,200,71.8,15.6,5,15,51,,5.6,4,0.46,23,0.261,6,44.3,27,0.45799999999999996,23.5,17,27,0.48100000000000004,13,0.429,9,"January 25, 2020",53.8,14,11.1,3,71.8,84.4,27,0.46,63,0.413,26,0.254,16,0.875,14,12,200,101.4,24.1,7,16,72,,16.9,12,0.429,27,0.222,6,55.7,34,0.51,13.6,11,36,0.556,20,0.429,9,"Pete Mathews Coliseum, Jacksonville, Alabama",MOREHEAD-STATE,Morehead State,71.2,Home,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,20,True,False,True,Home,True,6,20,63,34,61,6,13,50,1,0,158,381,1181,0.5232853513971211,681,1255,0.5426294820717131,131,381,1168,0.4944349315068493,0.4
21,2020-01-30-20-jacksonville-state,40.7,11,8.5,4,86.1,77.6,38,0.5,56,0.48200000000000004,27,0.41100000000000003,23,0.696,16,9,200,100.0,41.4,12,15,72,,1.4,1,0.25,14,0.14300000000000002,2,64.1,50,0.5379999999999999,19.5,16,42,0.595,25,0.591,13,"January 30, 2020",36.4,8,9.5,4,100.0,58.6,17,0.345,71,0.31,22,0.282,20,0.65,13,13,200,86.1,22.4,11,22,62,,5.6,4,0.33799999999999997,24,0.20800000000000002,5,35.9,28,0.385,3.6,3,47,0.36200000000000004,17,0.409,9,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,71.7,Away,TENNESSEE-STATE,Tennessee State,Jacksonville State,ovc,21,False,True,True,Home,False,5,17,71,28,78,2,25,56,0,1,164,401,1244,0.520096463022508,715,1316,0.5433130699088146,137,394,1218,0.492200328407225,0.42857142857142855
22,2020-02-01-17-jacksonville-state,70.4,19,3.0,1,91.4,75.0,18,0.5710000000000001,56,0.48200000000000004,27,0.304,17,0.8240000000000001,14,7,200,111.4,22.2,6,17,78,,21.4,15,0.518,29,0.345,10,47.1,24,0.609,13.6,10,27,0.63,17,0.696,16,"February 1, 2020",47.8,11,7.4,2,111.4,77.8,21,0.5429999999999999,46,0.5,23,0.478,22,0.636,14,14,200,91.4,25.0,6,16,64,,4.3,3,0.28300000000000003,13,0.308,4,52.9,27,0.5670000000000001,28.3,22,33,0.5760000000000001,19,0.391,9,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,70.3,Away,BELMONT,Belmont,Jacksonville State,ovc,22,False,True,True,Home,False,4,19,46,27,51,10,17,56,0,1,169,418,1315,0.5106463878326997,743,1394,0.5329985652797704,139,419,1274,0.4925431711145997,0.4090909090909091
23,2020-02-06-20-southeast-missouri-state,44.4,12,5.9,2,100.0,83.3,20,0.46299999999999997,68,0.397,27,0.191,13,0.6920000000000001,9,15,200,94.7,28.9,11,17,72,,6.6,5,0.41200000000000003,28,0.321,9,50.0,31,0.485,14.0,12,40,0.45,18,0.375,9,"February 6, 2020",55.2,16,0.0,0,94.7,71.1,27,0.647,51,0.569,29,0.33299999999999996,17,0.588,10,19,200,100.0,16.7,4,14,76,,3.9,3,0.33299999999999996,17,0.47100000000000003,8,50.0,31,0.643,26.4,21,34,0.618,21,0.20800000000000002,5,"Show Me Center, Cape Girardeau, Missouri",JACKSONVILLE-STATE,Jacksonville State,75.6,Home,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Jacksonville State,ovc,23,False,False,False,Away,False,9,18,68,31,62,8,21,51,0,1,173,437,1361,0.511756061719324,770,1445,0.5328719723183389,149,436,1330,0.4958646616541354,0.39130434782608703
24,2020-02-08-17-tennessee-martin,60.6,20,10.3,3,92.4,65.0,26,0.589,62,0.532,33,0.081,5,0.4,2,15,200,113.6,25.9,7,13,75,,7.6,5,0.32299999999999995,20,0.35,7,49.3,33,0.583,13.5,10,42,0.619,26,0.4,10,"February 8, 2020",68.2,15,7.1,3,113.6,74.1,20,0.434,61,0.361,22,0.16399999999999998,10,0.8,8,16,200,92.4,35.0,14,11,61,,6.1,4,0.525,32,0.281,9,50.7,34,0.46399999999999997,16.6,13,29,0.44799999999999995,13,0.304,7,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,66.1,Away,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,ovc,24,False,False,False,Away,True,7,26,62,33,67,9,13,61,1,0,182,455,1429,0.509447165850245,801,1507,0.5315195753151958,157,457,1381,0.501448225923244,0.375
25,2020-02-13-19-tennessee-tech,69.2,18,12.5,3,107.1,82.8,24,0.535,57,0.456,26,0.316,18,0.722,13,16,200,105.7,50.0,16,14,74,,11.4,8,0.35100000000000003,20,0.45,9,65.6,40,0.564,23.6,20,37,0.45899999999999996,17,0.385,10,"February 13, 2020",76.9,20,8.1,3,105.7,50.0,16,0.598,56,0.46399999999999997,26,0.23199999999999998,13,0.615,8,19,200,107.1,17.2,5,14,75,,18.6,13,0.5710000000000001,32,0.469,15,34.4,21,0.603,18.5,14,24,0.45799999999999996,11,0.26899999999999996,7,"Eblen Center, Cookeville, Tennessee",JACKSONVILLE-STATE,Jacksonville State,70.4,Home,TENNESSEE-TECH,Tennessee Tech,Jacksonville State,ovc,25,False,False,False,Away,False,9,17,57,40,61,15,11,56,0,1,189,481,1491,0.5127431254191818,834,1574,0.5298602287166455,166,470,1442,0.4986130374479889,0.4
