,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE-STATE_homegame,TENNESSEE-STATE_homegame2,TENNESSEE-STATE_home,TENNESSEE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-14-fordham,45.8,11,5.1,2,95.3,66.7,22,0.5,55,0.436,24,0.327,18,0.611,11,4,200,103.1,48.4,15,16,66,,7.8,5,0.273,15,0.467,7,57.8,37,0.519,20.3,16,40,0.425,17,0.636,7,"December 15, 2019",50.0,12,12.5,5,103.1,51.6,16,0.45,60,0.4,24,0.183,11,0.636,7,5,200,95.3,33.3,11,17,61,,17.2,11,0.35,21,0.28600000000000003,6,42.2,27,0.46799999999999997,12.2,9,39,0.462,18,0.5,5,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,63.9,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,10,False,False,False,Away,True,7,17,55,37,64,6,18,60,1,0,80,193,571,0.5481611208406305,350,636,0.5503144654088051,73,157,565,0.4716814159292035,0.6
11,2019-12-18-19-indiana-state,50.0,14,12.8,5,102.6,81.6,31,0.5,59,0.475,28,0.45799999999999996,27,0.48100000000000004,13,5,200,94.7,30.8,12,29,72,,3.9,3,0.322,19,0.158,3,55.8,43,0.501,18.4,16,40,0.625,25,0.583,7,"December 18, 2019",43.5,10,2.5,1,94.7,69.2,27,0.4320000000000001,59,0.39,23,0.6609999999999999,39,0.6920000000000001,27,4,200,102.6,18.4,7,22,78,,10.5,8,0.33899999999999997,20,0.25,5,44.2,34,0.503,7.3,6,39,0.462,18,0.6,6,"Hulman Center, Terre Haute, Indiana",TENNESSEE-STATE,Tennessee State,76.2,Home,INDIANA-STATE,Indiana State,Tennessee State,ovc,11,False,False,False,Away,False,3,25,59,43,77,5,18,59,0,1,87,210,626,0.5439297124600639,387,700,0.5528571428571428,79,175,625,0.4696,0.6363636363636364
12,2019-12-21-14-tennessee-state,37.0,10,0.0,0,121.1,56.5,13,0.563,56,0.48200000000000004,27,0.214,12,0.667,8,0,200,100.0,10.7,3,18,71,,7.0,5,0.46399999999999997,26,0.34600000000000003,9,31.4,16,0.575,17.5,13,30,0.6,18,0.0,0,"December 21, 2019",42.4,14,10.0,3,100.0,89.3,25,0.652,56,0.589,33,0.35700000000000004,20,0.65,13,5,200,121.1,43.5,10,12,86,,8.5,6,0.41100000000000003,23,0.304,7,68.6,35,0.6559999999999999,17.8,14,33,0.7879999999999999,26,0.615,8,"Gentry Center Complex, Nashville, Tennessee","Blue Mountain College
			","Blue Mountain College
			",70.6,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,12,True,False,True,Home,True,7,26,56,35,51,9,18,56,1,0,90,235,685,0.5401459854014599,430,777,0.5534105534105535,84,193,684,0.466374269005848,0.5833333333333334
13,2020-01-02-20-tennessee-state,37.5,9,9.4,3,118.3,71.0,22,0.527,56,0.429,24,0.446,25,0.8,20,6,200,111.3,24.2,8,16,79,,5.6,4,0.321,18,0.611,11,46.9,30,0.5820000000000001,16.3,13,38,0.342,13,0.5379999999999999,7,"January 2, 2020",48.0,12,15.8,6,111.3,75.8,25,0.5429999999999999,58,0.431,25,0.379,22,0.955,21,5,200,118.3,29.0,9,21,84,,5.6,4,0.44799999999999995,26,0.5,13,53.1,34,0.614,12.9,10,32,0.375,12,0.643,9,"Gentry Center Complex, Nashville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,71.2,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,13,True,False,True,Home,True,13,12,58,34,64,11,13,56,1,0,97,261,741,0.5485829959514171,465,828,0.5615942028985508,93,211,740,0.4736486486486486,0.6153846153846154
14,2020-01-04-17-tennessee-state,52.4,11,6.7,2,108.2,82.6,19,0.521,47,0.447,21,0.596,28,0.893,25,11,200,101.4,14.8,4,20,74,,5.5,4,0.40399999999999997,19,0.368,7,46.0,23,0.614,20.2,15,28,0.5,14,0.267,4,"January 4, 2020",67.9,19,0.0,0,101.4,85.2,23,0.667,48,0.583,28,0.43799999999999994,21,0.7140000000000001,15,5,200,108.2,17.4,4,20,79,,8.2,6,0.375,18,0.444,8,54.0,27,0.6809999999999999,26.8,21,30,0.667,20,0.667,10,"Gentry Center Complex, Nashville, Tennessee",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,73.1,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,14,True,False,True,Home,True,8,20,48,27,50,7,14,47,1,0,110,273,799,0.5481852315394243,499,892,0.5594170403587444,104,224,796,0.4773869346733669,0.6428571428571429
15,2020-01-09-20-tennessee-martin,65.4,17,14.3,5,113.0,69.7,23,0.525,59,0.441,26,0.45799999999999996,27,0.444,12,6,200,96.1,36.8,14,27,74,,10.4,8,0.441,26,0.385,10,52.1,37,0.515,22.9,21,33,0.485,16,0.625,10,"January 9, 2020",39.3,11,18.2,6,96.1,63.2,24,0.5329999999999999,60,0.467,28,0.517,31,0.742,23,9,200,113.0,30.3,10,19,87,,6.5,5,0.41700000000000004,25,0.32,8,47.9,34,0.5820000000000001,12.0,10,35,0.5710000000000001,20,0.35700000000000004,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-STATE,Tennessee State,76.8,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee State,ovc,15,False,False,False,Away,False,10,16,59,37,71,8,20,60,0,1,118,293,847,0.5548996458087367,526,942,0.5583864118895966,111,238,843,0.4798339264531435,0.6666666666666666
16,2020-01-11-17-southeast-missouri-state,46.2,12,12.5,4,104.3,66.7,18,0.535,57,0.456,26,0.298,17,0.8240000000000001,14,6,200,107.1,30.0,9,17,75,,11.4,8,0.368,21,0.429,9,47.4,27,0.5760000000000001,17.8,14,36,0.47200000000000003,17,0.647,11,"January 11, 2020",44.0,11,5.6,2,107.1,70.0,21,0.547,53,0.47200000000000003,25,0.396,21,0.7140000000000001,15,13,200,104.3,33.3,9,15,73,,4.3,3,0.396,21,0.381,8,52.6,30,0.58,20.4,16,32,0.531,17,0.235,4,"Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,70.0,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,16,False,False,False,Away,True,9,17,57,27,57,8,17,53,1,0,128,309,906,0.5529801324503312,563,1013,0.5557749259624877,119,258,903,0.4833887043189369,0.625
17,2020-01-16-20-tennessee-state,36.4,8,0.0,0,103.2,60.0,18,0.361,61,0.361,22,0.14800000000000002,9,0.444,4,9,200,77.4,26.2,11,12,48,,9.7,6,0.213,13,0.0,0,40.3,29,0.368,13.3,10,48,0.45799999999999996,22,0.5,9,"January 16, 2020",26.9,7,22.9,11,77.4,73.8,31,0.528,53,0.491,26,0.226,12,0.667,8,6,200,103.2,40.0,12,17,64,,4.8,3,0.264,14,0.28600000000000003,4,59.7,43,0.545,19.4,14,39,0.564,22,0.667,12,"Gentry Center Complex, Nashville, Tennessee",MOREHEAD-STATE,Morehead State,62.5,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,17,True,False,True,Home,True,4,22,53,43,72,0,22,61,1,0,137,326,963,0.5519210799584632,590,1070,0.5514018691588785,127,275,956,0.4869246861924686,0.6470588235294118
18,2020-01-18-17-tennessee-state,53.3,16,2.0,1,115.8,63.4,26,0.563,63,0.47600000000000003,30,0.381,24,0.875,21,12,200,121.1,21.9,7,15,92,,3.9,3,0.47600000000000003,30,0.3670000000000001,11,45.2,33,0.618,12.0,10,33,0.5760000000000001,19,0.368,7,"January 18, 2020",45.5,15,9.1,3,121.1,78.1,25,0.521,70,0.47100000000000003,33,0.32899999999999996,23,0.652,15,7,200,115.8,36.6,15,17,88,,3.9,3,0.271,19,0.368,7,54.8,40,0.544,9.1,8,51,0.51,26,0.632,12,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,75.7,Away,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee State,ovc,18,False,True,True,Home,False,7,26,70,40,73,11,19,63,0,1,141,348,1016,0.5506889763779528,633,1142,0.5542907180385289,127,297,1017,0.4793510324483776,0.6666666666666666
19,2020-01-23-20-austin-peay,51.9,14,0.0,0,141.4,63.6,21,0.469,65,0.415,27,0.33799999999999997,22,0.591,13,8,200,105.7,35.7,15,20,74,,2.9,2,0.308,20,0.35,7,48.0,36,0.49,11.8,10,45,0.444,20,0.6,12,"January 23, 2020",46.9,15,8.9,4,105.7,64.3,27,0.5820000000000001,67,0.478,32,0.34299999999999997,23,0.9129999999999999,21,7,200,141.4,36.4,12,18,99,,5.7,4,0.418,28,0.5,14,52.0,39,0.635,3.7,3,39,0.462,18,0.65,13,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-STATE,Tennessee State,69.7,Home,AUSTIN-PEAY,Austin Peay,Tennessee State,ovc,19,False,False,False,Away,False,7,20,65,36,75,14,18,67,0,1,148,374,1086,0.5488029465930019,673,1215,0.5539094650205761,138,316,1080,0.4842592592592593,0.631578947368421
20,2020-01-25-20-murray-state,44.0,11,6.9,2,108.6,72.0,18,0.5710000000000001,49,0.51,25,0.28600000000000003,14,0.5710000000000001,8,9,200,91.4,16.0,4,21,64,,14.3,10,0.245,12,0.5,6,44.0,22,0.575,24.6,18,37,0.514,19,0.5710000000000001,12,"January 25, 2020",76.0,19,8.1,3,91.4,84.0,21,0.5579999999999999,52,0.48100000000000004,25,0.423,22,0.818,18,5,200,108.6,28.0,7,13,76,,12.9,9,0.442,23,0.348,8,56.0,28,0.608,18.5,14,29,0.586,17,0.75,15,"CFSB Center, Murray, Kentucky",TENNESSEE-STATE,Tennessee State,69.6,Home,MURRAY-STATE,Murray State,Tennessee State,ovc,20,False,False,False,Away,False,6,19,49,22,50,8,17,52,0,1,155,394,1151,0.5443092962641182,709,1290,0.5496124031007752,152,334,1147,0.4899738448125545,0.6
21,2020-01-30-20-jacksonville-state,40.7,11,8.5,4,86.1,77.6,38,0.5,56,0.48200000000000004,27,0.41100000000000003,23,0.696,16,9,200,100.0,41.4,12,15,72,,1.4,1,0.25,14,0.14300000000000002,2,64.1,50,0.5379999999999999,19.5,16,42,0.595,25,0.591,13,"January 30, 2020",36.4,8,9.5,4,100.0,58.6,17,0.345,71,0.31,22,0.282,20,0.65,13,13,200,86.1,22.4,11,22,62,,5.6,4,0.33799999999999997,24,0.20800000000000002,5,35.9,28,0.385,3.6,3,47,0.36200000000000004,17,0.409,9,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,71.7,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,21,False,False,False,Away,True,2,25,56,50,78,5,17,71,1,0,161,413,1200,0.5454166666666667,731,1340,0.5455223880597015,160,351,1199,0.4929107589658048,0.5714285714285714
22,2020-02-01-20-tennessee-tech,60.0,15,19.4,7,85.9,63.0,29,0.5,55,0.455,25,0.436,24,0.708,17,9,225,92.3,24.1,7,21,72,,10.3,8,0.23600000000000002,13,0.385,5,48.0,36,0.542,23.4,20,42,0.47600000000000003,20,0.609,14,"February 1, 2020",65.2,15,11.9,5,92.3,75.9,22,0.377,73,0.315,23,0.233,17,0.706,12,18,225,85.9,37.0,17,19,67,,10.3,8,0.507,37,0.243,9,52.0,39,0.413,13.9,13,36,0.389,14,0.217,5,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.5,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,22,False,False,False,Away,True,5,20,55,36,75,9,14,73,1,0,163,438,1256,0.5433917197452229,781,1418,0.5507757404795487,165,368,1270,0.4846456692913386,0.5909090909090909
23,2020-02-06-20-tennessee-state,27.3,6,11.4,4,101.4,73.1,19,0.375,64,0.344,22,0.45299999999999996,29,0.69,20,8,200,98.6,33.3,15,16,68,,7.2,5,0.266,17,0.235,4,47.9,34,0.4370000000000001,8.4,7,47,0.38299999999999995,18,0.667,16,"February 6, 2020",53.6,15,17.0,8,98.6,66.7,30,0.604,53,0.528,28,0.17,9,0.667,6,9,200,101.4,26.9,7,25,70,,2.9,2,0.34,18,0.444,8,52.1,37,0.611,23.0,17,35,0.5710000000000001,20,0.625,15,"Gentry Center Complex, Nashville, Tennessee",AUSTIN-PEAY,Austin Peay,68.5,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,23,True,False,True,Home,True,8,20,53,37,71,4,18,64,1,0,168,458,1311,0.5415713196033562,817,1493,0.5472203616878768,174,382,1343,0.4787788533134773,0.6086956521739131
24,2020-02-08-20-tennessee-state,30.8,8,7.7,2,89.0,80.0,24,0.537,54,0.48100000000000004,26,0.37,20,0.75,15,6,200,100.0,17.2,5,21,73,,11.0,8,0.259,14,0.429,6,49.2,29,0.575,19.3,15,40,0.5,20,0.75,18,"February 8, 2020",55.0,11,15.0,6,100.0,82.8,24,0.47100000000000003,51,0.392,20,0.451,23,0.7390000000000001,17,10,200,89.0,20.0,6,22,65,,5.5,4,0.49,25,0.32,8,50.8,30,0.525,21.8,17,26,0.462,12,0.6,15,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,73.2,Away,MURRAY-STATE,Murray State,Tennessee State,ovc,24,False,True,True,Home,False,8,12,51,30,59,6,20,54,0,1,176,478,1364,0.5439882697947214,854,1564,0.5460358056265985,178,400,1407,0.4740582800284293,0.625
25,2020-02-13-20-belmont,63.2,12,5.1,2,107.2,80.0,24,0.397,58,0.32799999999999996,19,0.22399999999999998,13,0.385,5,11,200,73.9,38.9,14,17,51,,4.3,3,0.379,22,0.364,8,57.6,38,0.397,24.8,21,36,0.306,11,0.5770000000000001,15,"February 13, 2020",65.5,19,13.9,5,73.9,61.1,22,0.55,60,0.483,29,0.267,16,0.5,8,7,200,107.2,20.0,6,12,74,,18.8,13,0.35,21,0.381,8,42.4,28,0.547,8.2,6,39,0.5379999999999999,21,0.731,19,"Curb Event Center, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,69.4,Home,BELMONT,Belmont,Tennessee State,ovc,25,False,False,False,Away,False,8,11,58,38,66,8,21,60,0,1,184,490,1415,0.5413427561837456,884,1623,0.5446703635243376,184,420,1461,0.4763860369609856,0.6
