,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-AT_homegame,NORTH-CAROLINA-AT_homegame2,NORTH-CAROLINA-AT_home,NORTH-CAROLINA-AT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-16-21-texas-el-paso,45.0,9,15.0,3,109.1,74.1,20,0.379,58,0.345,20,0.293,17,0.588,10,8,200,81.8,19.0,8,18,54,,12.1,8,0.31,18,0.222,4,40.6,28,0.409,9.7,7,40,0.4,16,0.273,3,"December 16, 2019",81.8,18,7.5,3,81.8,81.0,34,0.606,47,0.46799999999999997,22,0.532,25,0.6,15,1,200,109.1,25.9,7,19,72,,6.1,4,0.574,27,0.48100000000000004,13,59.4,41,0.611,20.5,15,20,0.45,9,0.875,7,"Don Haskins Center, El Paso, Texas",NORTH-CAROLINA-AT,North Carolina A&T,66.0,Home,TEXAS-EL-PASO,UTEP,North Carolina A&T,meac,10,False,False,False,Away,False,4,16,58,28,69,13,9,47,0,1,38,163,529,0.4158790170132325,310,652,0.4754601226993865,72,161,539,0.4990723562152133,0.3
11,2019-12-17-19-north-carolina-at,63.0,17,6.7,3,88.8,60.0,24,0.485,66,0.409,27,0.485,32,0.6559999999999999,21,2,225,106.3,26.8,11,23,85,,3.8,3,0.5,33,0.303,10,43.2,35,0.523,11.1,10,33,0.515,17,0.818,9,"December 17, 2019",59.1,13,9.1,3,106.3,73.2,30,0.42100000000000004,63,0.349,22,0.381,24,0.75,18,9,225,88.8,40.0,16,25,71,,5.0,4,0.28600000000000003,18,0.5,9,56.8,46,0.47700000000000004,22.2,21,45,0.289,13,0.25,3,"Don Haskins Center, El Paso, Texas",NORTH-CAROLINA-AT,North Carolina A&T,70.9,Away,KENT-STATE,Kent State,North Carolina A&T,meac,11,False,True,True,Home,False,9,13,63,46,81,10,17,66,0,1,42,179,587,0.4122657580919932,338,721,0.4687933425797504,85,170,586,0.507679180887372,0.2727272727272727
12,2019-12-21-12-wake-forest,50.0,12,8.1,3,101.3,65.7,23,0.509,55,0.436,24,0.327,18,0.444,8,10,200,85.3,26.5,9,23,64,,10.7,8,0.309,17,0.47100000000000003,8,46.4,32,0.504,24.1,20,38,0.42100000000000004,16,0.231,3,"December 21, 2019",57.7,15,7.9,3,85.3,73.5,25,0.467,61,0.426,26,0.44299999999999995,27,0.7040000000000001,19,5,200,101.3,34.3,12,18,76,,14.7,11,0.39299999999999996,24,0.20800000000000002,5,53.6,37,0.515,16.1,14,37,0.568,21,0.583,7,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",NORTH-CAROLINA-AT,North Carolina A&T,75.2,Home,WAKE-FOREST,Wake Forest,North Carolina A&T,meac,12,False,False,False,Away,False,8,16,55,32,69,5,21,61,0,1,51,192,650,0.4130769230769231,384,802,0.4788029925187032,95,187,652,0.5053680981595092,0.25
13,2019-12-29-14-illinois,45.8,11,16.7,7,131.9,62.5,20,0.529,52,0.462,24,0.26899999999999996,14,0.643,9,11,200,88.9,17.2,5,20,64,,6.9,5,0.308,16,0.43799999999999994,7,41.0,25,0.546,23.6,18,36,0.47200000000000003,17,0.214,3,"December 29, 2019",61.1,22,13.9,5,88.9,82.8,24,0.61,68,0.529,36,0.27899999999999997,19,0.632,12,4,200,131.9,37.5,12,17,95,,9.7,7,0.382,26,0.423,11,59.0,36,0.617,9.5,8,42,0.595,25,0.6920000000000001,9,"State Farm Center, Champaign, Illinois",NORTH-CAROLINA-AT,North Carolina A&T,72.3,Home,ILLINOIS,Illinois,North Carolina A&T,meac,13,False,False,False,Away,False,7,17,52,25,61,11,25,68,0,1,59,208,705,0.4205673758865248,416,871,0.4776119402985074,100,208,713,0.5021037868162693,0.2307692307692308
14,2020-01-03-14-north-carolina-at,36.4,8,7.9,5,129.5,64.9,24,0.34,72,0.306,22,0.292,21,0.5710000000000001,12,0,200,64.2,28.6,14,21,61,,7.4,7,0.375,27,0.185,5,44.2,38,0.3720000000000001,23.5,25,45,0.37799999999999995,17,0.0,0,"January 3, 2020",66.0,33,8.9,4,64.2,71.4,35,0.615,87,0.575,50,0.299,26,0.615,16,11,200,129.5,35.1,13,16,123,,17.9,17,0.276,24,0.292,7,55.8,48,0.619,9.2,10,63,0.6829999999999999,43,0.267,4,"Ellis Corbett Sports Center, Greensboro, North Carolina","Mid-Atlantic Christian
			","Mid-Atlantic Christian
			",94.7,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,14,True,False,True,Home,True,7,43,87,48,86,5,17,72,1,0,66,225,757,0.428005284015852,441,932,0.4731759656652361,111,233,781,0.5115236875800256,0.21428571428571427
15,2020-01-06-19-north-carolina-at,39.4,13,4.1,2,100.0,70.6,36,0.48100000000000004,78,0.423,33,0.308,24,0.625,15,11,225,92.8,24.4,11,31,90,,8.2,8,0.359,28,0.321,9,49.0,47,0.503,17.7,19,50,0.48,24,0.154,2,"January 6, 2020",53.3,16,10.0,5,92.8,75.6,34,0.452,73,0.41100000000000003,30,0.7120000000000001,52,0.596,31,11,225,100.0,29.4,15,20,97,,7.2,7,0.32899999999999996,24,0.25,6,51.0,49,0.496,12.7,14,49,0.49,24,0.312,5,"Ellis Corbett Sports Center, Greensboro, North Carolina",FLORIDA-AM,Florida A&M,86.3,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,15,True,False,True,Home,True,6,24,73,49,96,9,24,78,1,0,73,268,844,0.4472748815165877,489,1018,0.4803536345776032,116,250,853,0.4970691676436108,0.26666666666666666
16,2020-01-11-16-maryland-eastern-shore,46.9,15,4.3,2,68.8,66.0,33,0.569,65,0.4920000000000001,32,0.33799999999999997,22,0.773,17,11,200,118.2,21.9,7,20,91,,6.5,5,0.415,27,0.37,10,48.8,40,0.603,10.8,9,38,0.579,22,0.353,6,"January 11, 2020",66.7,12,5.3,2,118.2,78.1,25,0.264,70,0.257,18,0.314,22,0.727,16,15,200,68.8,34.0,17,18,53,,5.2,4,0.34299999999999997,24,0.042,1,51.2,42,0.32899999999999996,14.9,14,46,0.37,17,0.11800000000000001,2,"Hytche Athletic Center, Princess Anne, Maryland",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,77.5,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,16,False,False,False,Away,True,10,22,65,40,82,1,17,70,1,0,79,292,917,0.44765539803707743,538,1114,0.4829443447037702,125,274,931,0.49570354457572496,0.3125
17,2020-01-13-19-delaware-state,54.5,18,0.0,0,92.8,66.7,22,0.514,72,0.45799999999999996,33,0.444,32,0.75,24,11,200,118.1,30.2,13,22,98,,16.9,14,0.33299999999999996,24,0.33299999999999996,8,46.1,35,0.562,9.5,9,48,0.521,25,0.389,7,"January 13, 2020",29.2,7,4.2,2,118.1,69.8,30,0.466,59,0.40700000000000003,24,0.508,30,0.733,22,15,200,92.8,33.3,11,21,77,,3.6,3,0.45799999999999996,27,0.259,7,53.9,41,0.526,21.7,20,32,0.531,17,0.11800000000000001,2,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,82.7,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,17,False,False,False,Away,True,8,25,72,35,76,7,17,59,1,0,89,314,982,0.4557026476578411,578,1196,0.4832775919732442,126,291,1001,0.4795204795204796,0.35294117647058826
18,2020-01-18-16-coppin-state,68.0,17,12.5,4,95.2,70.0,28,0.40399999999999997,68,0.368,25,0.382,26,0.769,20,12,200,90.4,27.3,12,19,75,,8.4,7,0.309,21,0.23800000000000002,5,47.6,40,0.467,15.9,15,47,0.426,20,0.368,7,"January 18, 2020",58.3,14,8.5,4,90.4,72.7,32,0.424,66,0.364,24,0.439,29,0.7929999999999999,23,15,200,95.2,30.0,12,24,79,,6.0,5,0.515,34,0.235,8,52.4,44,0.495,15.1,14,32,0.5,16,0.25,5,"Physical Education Complex, Baltimore, Maryland",NORTH-CAROLINA-AT,North Carolina A&T,82.6,Home,COPPIN-STATE,Coppin State,North Carolina A&T,meac,18,False,False,False,Away,False,5,20,68,40,84,8,16,66,0,1,97,339,1054,0.4596774193548387,613,1272,0.4819182389937106,133,308,1060,0.4787735849056604,0.3888888888888889
19,2020-01-20-19-morgan-state,51.7,15,14.9,7,86.4,59.5,25,0.4920000000000001,64,0.45299999999999996,29,0.359,23,0.565,13,12,200,93.8,15.2,5,22,76,,6.2,5,0.266,17,0.294,5,40.0,30,0.507,11.9,10,47,0.511,24,0.4,8,"January 20, 2020",68.0,17,17.0,8,93.8,84.8,28,0.37,73,0.342,25,0.397,29,0.552,16,12,200,86.4,40.5,17,17,70,,6.2,5,0.35600000000000004,26,0.154,4,60.0,45,0.40299999999999997,13.2,13,47,0.447,21,0.429,9,"Hill Field House, Baltimore, Maryland",MORGAN-STATE,Morgan State,81.4,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,19,False,False,False,Away,True,5,24,64,30,75,4,21,73,1,0,102,359,1122,0.4563279857397504,653,1356,0.4815634218289085,141,324,1126,0.4755772646536412,0.3684210526315789
20,2020-01-25-16-north-carolina-at,29.0,9,5.4,2,110.1,80.6,29,0.539,64,0.484,31,0.516,33,0.7879999999999999,26,11,200,106.7,35.3,12,28,95,,7.9,7,0.188,12,0.583,7,58.6,41,0.596,21.9,22,52,0.462,24,0.45,9,"January 25, 2020",53.3,16,11.5,6,106.7,64.7,22,0.612,58,0.517,30,0.7929999999999999,46,0.5870000000000001,27,12,200,110.1,19.4,7,28,98,,14.6,13,0.36200000000000004,21,0.524,11,41.4,29,0.614,16.1,15,37,0.514,19,0.429,9,"Ellis Corbett Sports Center, Greensboro, North Carolina",BETHUNE-COOKMAN,Bethune-Cookman,88.8,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,20,True,False,True,Home,True,11,19,58,29,70,7,24,64,1,0,107,383,1186,0.4582630691399663,683,1431,0.4772886093640811,145,345,1199,0.4691409507923269,0.4
21,2020-01-27-19-north-carolina-at,46.2,12,6.0,3,95.3,58.3,28,0.39299999999999996,75,0.34700000000000003,26,0.32,24,0.33299999999999996,8,17,200,77.9,28.6,16,18,67,,10.5,9,0.4270000000000001,32,0.21899999999999997,7,42.3,44,0.38799999999999996,16.6,17,43,0.442,19,0.105,2,"January 27, 2020",69.7,23,9.3,4,77.9,71.4,40,0.48700000000000004,78,0.423,33,0.231,18,0.33299999999999996,6,12,200,95.3,41.7,20,21,82,,15.1,13,0.359,28,0.35700000000000004,10,57.7,60,0.474,18.1,19,50,0.46,23,0.455,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,86.5,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,21,True,False,True,Home,True,10,23,78,60,104,7,19,75,1,0,118,402,1244,0.4654340836012862,712,1501,0.4743504330446369,152,369,1263,0.4726840855106889,0.42857142857142855
22,2020-02-01-16-north-carolina-at,47.8,11,11.1,4,97.4,61.1,22,0.491,55,0.418,23,0.418,23,0.609,14,12,200,89.5,31.0,9,22,68,,9.2,7,0.4,22,0.364,8,47.7,31,0.516,23.5,20,33,0.455,15,0.455,10,"February 1, 2020",64.0,16,12.1,4,89.5,69.0,20,0.475,60,0.41700000000000004,25,0.5,30,0.5670000000000001,17,12,200,97.4,38.9,14,19,74,,10.5,8,0.4,24,0.292,7,52.3,34,0.498,17.0,15,36,0.5,18,0.478,11,"Ellis Corbett Sports Center, Greensboro, North Carolina",NORFOLK-STATE,Norfolk State,76.1,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,22,True,False,True,Home,True,7,18,60,34,65,8,15,55,1,0,128,425,1322,0.4667170953101362,772,1605,0.4809968847352025,159,388,1338,0.4682361733931241,0.4545454545454545
23,2020-02-03-19-north-carolina-at,38.5,10,4.5,2,98.7,73.7,28,0.46,62,0.419,26,0.19399999999999998,12,0.5,6,12,200,79.7,26.5,9,22,63,,3.8,3,0.33899999999999997,21,0.23800000000000002,5,51.4,37,0.465,23.8,21,41,0.512,21,0.429,9,"February 3, 2020",46.2,12,9.8,4,79.7,73.5,25,0.4370000000000001,63,0.413,26,0.54,34,0.6759999999999999,23,12,200,98.7,26.3,10,15,78,,13.9,11,0.302,19,0.158,3,48.6,35,0.493,11.4,10,44,0.523,23,0.5,12,"Ellis Corbett Sports Center, Greensboro, North Carolina",SOUTH-CAROLINA-STATE,South Carolina State,79.4,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,23,True,False,True,Home,True,3,23,63,35,72,5,21,62,1,0,135,443,1382,0.4670767004341534,806,1670,0.4826347305389221,167,403,1393,0.4691313711414214,0.4782608695652174
24,2020-02-08-16-bethune-cookman,53.8,14,4.4,2,87.6,86.5,32,0.42100000000000004,70,0.371,26,0.3,21,0.667,14,13,200,82.0,36.8,14,26,73,,9.0,8,0.32899999999999996,23,0.304,7,61.3,46,0.456,21.7,22,47,0.40399999999999997,19,0.48,12,"February 8, 2020",51.9,14,8.5,4,82.0,63.2,24,0.47600000000000003,63,0.429,27,0.54,34,0.529,18,12,200,87.6,13.5,5,20,78,,9.0,8,0.28600000000000003,18,0.33299999999999996,6,38.7,29,0.493,16.1,15,45,0.467,21,0.478,11,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-AT,North Carolina A&T,88.6,Home,BETHUNE-COOKMAN,Bethune-Cookman,North Carolina A&T,meac,24,False,False,False,Away,False,7,19,70,46,75,6,21,63,0,1,138,466,1445,0.4657439446366782,841,1742,0.4827784156142365,172,424,1455,0.4687285223367698,0.5
25,2020-02-10-20-florida-am,69.6,16,9.1,4,100.0,73.0,27,0.5,48,0.479,23,0.5,24,0.5,12,14,200,75.9,10.7,3,25,60,,8.9,7,0.20800000000000002,10,0.2,2,46.2,30,0.505,25.5,20,38,0.5529999999999999,21,0.462,12,"February 10, 2020",75.0,21,2.6,1,75.9,89.3,25,0.47600000000000003,63,0.444,28,0.524,33,0.5760000000000001,19,13,200,100.0,27.0,10,21,79,,12.7,10,0.302,19,0.21100000000000002,4,53.8,35,0.502,14.4,13,44,0.545,24,0.409,9,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-AT,North Carolina A&T,79.0,Home,FLORIDA-AM,Florida A&M,North Carolina A&T,meac,25,False,False,False,Away,False,2,21,48,30,65,4,24,63,0,1,145,485,1515,0.4636963696369637,887,1817,0.4881673087506879,178,445,1518,0.4690382081686429,0.48
