,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ALABAMA_homegame,ALABAMA_homegame2,ALABAMA_home,ALABAMA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-15-alabama,31.0,9,11.4,4,115.0,77.4,24,0.451,72,0.40299999999999997,29,0.125,9,0.778,7,4,200,90.0,19.5,8,21,72,,8.8,7,0.41700000000000004,30,0.233,7,44.4,32,0.47200000000000003,13.6,12,42,0.524,22,0.667,8,"December 21, 2019",58.8,20,9.5,4,90.0,80.5,33,0.612,67,0.507,34,0.239,16,0.625,10,5,200,115.0,22.6,7,14,92,,5.0,4,0.478,32,0.43799999999999994,14,55.6,40,0.617,14.9,13,35,0.5710000000000001,20,0.545,6,"Von Braun Center, Hunstville, Alabama",BELMONT,Belmont,80.4,Home,ALABAMA,Alabama,Alabama,sec,10,True,False,True,Home,True,14,20,67,40,72,7,22,72,1,0,107,170,635,0.5204724409448819,370,711,0.5203938115330521,74,204,653,0.4823889739663094,0.5
11,2019-12-29-18-alabama,40.7,11,5.6,2,115.4,60.5,23,0.435,69,0.391,27,0.319,22,0.818,18,3,200,100.0,24.4,10,18,78,,11.5,9,0.348,24,0.25,6,41.8,33,0.491,11.3,10,45,0.467,21,0.769,10,"December 29, 2019",45.2,14,13.3,6,100.0,75.6,31,0.561,66,0.47,31,0.318,21,0.762,16,5,200,115.4,39.5,15,19,90,,5.1,4,0.455,30,0.4,12,58.2,46,0.5920000000000001,16.6,15,36,0.528,19,0.583,7,"Coleman Coliseum , Tuscaloosa, Alabama",RICHMOND,Richmond,77.7,Home,ALABAMA,Alabama,Alabama,sec,11,True,False,True,Home,True,12,19,66,46,79,6,21,69,1,0,121,190,702,0.5292022792022792,410,783,0.5236270753512133,81,226,725,0.4793103448275862,0.5454545454545454
12,2020-01-04-18-florida,35.5,11,3.8,2,110.6,72.1,31,0.493,76,0.408,31,0.447,34,0.6759999999999999,23,6,250,104.3,21.7,10,29,98,,7.4,7,0.447,34,0.382,13,46.1,41,0.532,11.7,12,42,0.429,18,0.5379999999999999,7,"January 4, 2020",33.3,11,14.3,6,104.3,78.3,36,0.48700000000000004,76,0.434,33,0.474,36,0.833,30,4,250,110.6,27.9,12,19,104,,7.4,7,0.303,23,0.348,8,53.9,48,0.5589999999999999,12.4,13,53,0.47200000000000003,25,0.6920000000000001,9,"Stephen C. O'Connell Center, Gainesville, Florida",ALABAMA,Alabama,75.3,Home,FLORIDA,Florida,Alabama,sec,12,False,False,False,Away,False,13,18,76,41,89,8,25,76,0,1,133,209,768,0.5319010416666666,456,862,0.5290023201856149,87,247,794,0.4754408060453401,0.5833333333333334
13,2020-01-08-19-alabama,34.6,9,9.1,3,116.9,71.9,23,0.406,69,0.377,26,0.304,21,0.619,13,5,200,89.6,26.8,11,25,69,,6.5,5,0.217,15,0.267,4,46.6,34,0.4370000000000001,12.3,11,54,0.40700000000000003,22,0.643,9,"January 8, 2020",50.0,14,11.1,6,89.6,73.2,30,0.579,57,0.491,28,0.596,34,0.706,24,6,200,116.9,28.1,9,17,90,,3.9,3,0.42100000000000004,24,0.41700000000000004,10,53.4,39,0.615,12.2,10,33,0.545,18,0.5710000000000001,8,"Coleman Coliseum , Tuscaloosa, Alabama",MISSISSIPPI-STATE,Mississippi State,76.6,Home,ALABAMA,Alabama,Alabama,sec,13,True,False,True,Home,True,10,18,57,39,73,4,22,69,1,0,146,227,844,0.5284360189573459,497,951,0.5226077812828601,95,272,870,0.4764367816091954,0.5384615384615384
14,2020-01-11-12-kentucky,50.0,14,12.5,6,98.7,74.2,23,0.395,76,0.368,28,0.158,12,0.583,7,7,200,87.0,28.9,13,14,67,,3.9,3,0.276,21,0.19,4,47.4,36,0.41,9.0,8,55,0.436,24,0.5329999999999999,8,"January 11, 2020",53.6,15,14.5,8,87.0,71.1,32,0.516,63,0.444,28,0.27,17,0.647,11,3,200,98.7,25.8,8,13,76,14.0,6.5,5,0.23800000000000002,15,0.6,9,52.6,40,0.535,16.6,14,48,0.396,19,0.8,12,"Rupp Arena, Lexington, Kentucky",ALABAMA,Alabama,76.9,Home,KENTUCKY,Kentucky,Alabama,sec,14,False,False,False,Away,False,4,24,76,36,76,9,19,63,0,1,156,245,901,0.5316315205327414,536,1024,0.5234375,99,294,939,0.4712460063897764,0.5714285714285714
15,2020-01-15-21-alabama,40.0,8,20.0,7,97.6,87.9,29,0.373,63,0.317,20,0.47600000000000003,30,0.5670000000000001,17,1,200,75.3,27.7,13,31,64,4.0,7.1,6,0.444,28,0.25,7,52.5,42,0.414,21.6,21,35,0.371,13,0.938,15,"January 15, 2020",37.5,9,8.6,3,75.3,72.3,34,0.48200000000000004,56,0.429,24,0.6609999999999999,37,0.784,29,7,200,97.6,12.1,4,23,83,,8.2,7,0.375,21,0.28600000000000003,6,47.5,38,0.564,17.2,15,35,0.514,18,0.562,9,"Coleman Coliseum , Tuscaloosa, Alabama",AUBURN,Auburn,84.9,Home,ALABAMA,Alabama,Alabama,sec,15,True,False,True,Home,True,6,18,56,38,80,7,13,63,1,0,160,269,977,0.5209825997952917,572,1100,0.52,108,313,1002,0.4740518962075848,0.5333333333333333
16,2020-01-18-15-alabama,31.6,6,5.9,1,115.8,73.3,22,0.35200000000000004,61,0.311,19,0.508,31,1.0,31,8,200,97.4,30.0,12,23,74,,9.2,7,0.32799999999999996,20,0.25,5,48.6,34,0.489,14.8,13,41,0.341,14,0.529,9,"January 18, 2020",72.0,18,12.2,5,97.4,70.0,28,0.563,56,0.446,25,0.536,30,0.833,25,7,200,115.8,26.7,8,21,88,,9.2,7,0.696,39,0.33299999999999996,13,51.4,36,0.626,16.8,14,17,0.706,12,0.588,10,"Coleman Coliseum , Tuscaloosa, Alabama",MISSOURI,Missouri,76.5,Home,ALABAMA,Alabama,Alabama,sec,16,True,False,True,Home,True,13,12,56,36,70,5,14,61,1,0,166,287,1033,0.5188770571151985,610,1180,0.5169491525423728,115,326,1065,0.468075117370892,0.5625
17,2020-01-22-21-vanderbilt,50.0,12,17.9,7,79.5,84.4,38,0.5579999999999999,52,0.462,24,0.5579999999999999,29,0.655,19,7,200,98.7,33.3,11,22,77,,6.4,5,0.5579999999999999,29,0.345,10,62.8,49,0.585,27.0,24,23,0.609,14,0.611,11,"January 22, 2020",40.0,8,21.7,5,98.7,66.7,22,0.34600000000000003,65,0.308,20,0.308,20,0.85,17,10,200,79.5,15.6,7,23,62,,16.7,13,0.4,26,0.192,5,37.2,29,0.41600000000000004,11.9,10,39,0.385,15,0.444,8,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,78.1,Away,ALABAMA,Alabama,Alabama,sec,17,False,False,False,Away,True,10,14,52,49,78,5,15,65,1,0,179,299,1089,0.5211202938475665,646,1250,0.5168,120,340,1126,0.4618117229129662,0.5882352941176471
18,2020-01-25-18-alabama,61.5,16,9.5,2,102.7,91.3,21,0.419,74,0.35100000000000003,26,0.257,19,0.632,12,11,200,98.7,42.6,20,28,74,,6.7,5,0.392,29,0.345,10,58.6,41,0.446,12.7,12,45,0.35600000000000004,16,0.42100000000000004,8,"January 25, 2020",42.9,9,17.8,8,98.7,57.4,27,0.581,43,0.488,21,0.86,37,0.73,27,7,200,102.7,8.7,2,17,77,,12.0,9,0.512,22,0.364,8,41.4,29,0.636,21.3,16,21,0.619,13,0.632,12,"Coleman Coliseum , Tuscaloosa, Alabama",KANSAS-STATE,Kansas State,74.8,Home,ALABAMA,Alabama,Alabama,sec,18,True,False,True,Home,True,8,13,43,29,70,10,16,74,1,0,189,313,1141,0.5227870289219982,695,1328,0.5233433734939759,125,355,1191,0.4554995801847187,0.6111111111111112
19,2020-01-29-19-louisiana-state,46.7,14,9.8,5,115.4,66.7,20,0.479,73,0.41100000000000003,30,0.13699999999999998,10,0.6,6,8,200,97.4,22.2,10,17,76,,3.8,3,0.521,38,0.263,10,40.0,30,0.489,10.4,9,35,0.5710000000000001,20,0.6,12,"January 29, 2020",29.4,10,8.6,3,97.4,77.8,35,0.53,67,0.507,34,0.299,20,0.95,19,4,200,115.4,33.3,10,13,90,22.0,10.3,8,0.239,16,0.188,3,60.0,45,0.588,13.7,12,51,0.608,31,0.8,16,"Maravich Assembly Center, Baton Rouge, Louisiana",ALABAMA,Alabama,77.6,Home,LOUISIANA-STATE,LSU,Alabama,sec,19,False,False,False,Away,False,10,20,73,30,75,3,31,67,0,1,197,326,1184,0.5249155405405406,724,1398,0.5178826895565093,135,371,1265,0.4533596837944664,0.631578947368421
20,2020-02-01-18-alabama,25.0,7,3.4,1,105.4,55.9,19,0.525,59,0.475,28,0.4920000000000001,29,0.69,20,5,200,110.8,25.0,8,19,82,,14.9,11,0.271,16,0.375,6,40.9,27,0.563,11.1,9,43,0.512,22,0.762,16,"February 1, 2020",40.7,11,14.0,6,110.8,75.0,24,0.517,60,0.45,27,0.4,24,0.667,16,9,200,105.4,44.1,15,25,78,,9.5,7,0.517,31,0.258,8,59.1,39,0.546,19.4,17,29,0.655,19,0.5710000000000001,12,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,73.6,Away,ARKANSAS,Arkansas,Alabama,sec,20,False,True,True,Home,False,8,19,60,39,66,6,22,59,0,1,207,346,1257,0.5222752585521082,754,1473,0.5118805159538357,138,402,1332,0.4572072072072072,0.6
21,2020-02-04-19-alabama,36.4,8,20.0,6,91.9,79.3,23,0.371,62,0.355,22,0.516,32,0.7190000000000001,23,9,200,93.2,41.5,17,14,69,,17.6,13,0.29,18,0.111,2,57.1,40,0.447,14.6,13,44,0.455,20,0.591,13,"February 4, 2020",53.8,14,9.1,4,93.2,58.5,24,0.5529999999999999,57,0.456,26,0.14,8,0.625,5,10,200,91.9,20.7,6,26,68,,12.2,9,0.474,27,0.40700000000000003,11,42.9,30,0.5589999999999999,24.8,20,30,0.5,15,0.545,12,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,74.0,Away,TENNESSEE,Tennessee,Alabama,sec,21,False,True,True,Home,False,11,15,57,30,70,2,20,62,0,1,215,365,1317,0.5220197418375095,793,1539,0.5152696556205328,144,424,1391,0.4601006470165349,0.5714285714285714
22,2020-02-08-18-georgia,44.7,17,5.7,3,113.3,66.7,26,0.583,72,0.528,38,0.41700000000000004,30,0.7,21,10,225,116.7,24.3,9,19,105,,6.7,6,0.34700000000000003,25,0.32,8,46.1,35,0.609,13.2,13,47,0.638,30,0.565,13,"February 8, 2020",46.2,18,6.4,3,116.7,75.7,28,0.5379999999999999,79,0.494,39,0.266,21,0.81,17,11,225,113.3,33.3,13,24,102,,7.8,7,0.32899999999999996,26,0.26899999999999996,7,53.9,41,0.573,13.7,14,53,0.604,32,0.522,12,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,80.1,Away,ALABAMA,Alabama,Alabama,sec,22,False,False,False,Away,True,8,30,72,35,76,7,32,79,1,0,226,380,1374,0.5232896652110626,823,1609,0.5114978247358608,146,444,1453,0.4562973158981418,0.5454545454545454
23,2020-02-12-19-auburn,66.7,20,14.0,6,111.8,57.8,26,0.488,84,0.35700000000000004,30,0.19,16,0.563,9,11,225,107.1,24.5,12,27,91,,3.5,3,0.7020000000000001,59,0.373,22,40.4,38,0.4970000000000001,8.1,8,25,0.32,8,0.542,13,"February 12, 2020",35.5,11,32.0,8,107.1,75.5,37,0.466,74,0.419,31,0.527,39,0.667,26,2,225,111.8,42.2,19,21,95,11.0,8.2,7,0.419,31,0.226,7,59.6,56,0.513,9.0,9,43,0.5579999999999999,24,0.917,22,"Auburn Arena, Auburn, Alabama",ALABAMA,Alabama,75.6,Home,AUBURN,Auburn,Alabama,sec,23,False,False,False,Away,False,22,8,84,38,94,7,24,74,0,1,234,410,1446,0.5262793914246197,858,1685,0.5091988130563798,153,476,1532,0.460509138381201,0.5652173913043478
24,2020-02-15-16-alabama,37.9,11,12.9,4,115.8,70.7,29,0.515,67,0.433,29,0.254,17,0.765,13,7,200,107.9,27.0,10,20,82,25.0,11.8,9,0.40299999999999997,27,0.40700000000000003,11,50.0,39,0.546,13.9,12,40,0.45,18,0.72,18,"February 15, 2020",53.6,15,10.0,4,107.9,73.0,27,0.523,66,0.424,28,0.39399999999999996,26,0.731,19,11,200,115.8,29.3,12,16,88,,7.9,6,0.53,35,0.371,13,50.0,39,0.562,10.4,9,31,0.484,15,0.56,14,"Coleman Coliseum , Tuscaloosa, Alabama",LOUISIANA-STATE,LSU,76.2,Home,ALABAMA,Alabama,Alabama,sec,24,True,False,True,Home,True,13,15,66,39,78,11,18,67,1,0,256,418,1530,0.5241830065359477,896,1779,0.5036537380550872,160,500,1606,0.460772104607721,0.5416666666666666
25,2020-02-19-19-alabama,57.1,12,6.7,1,94.4,71.4,25,0.552,48,0.43799999999999994,21,0.563,27,0.778,21,12,200,102.8,29.2,7,15,74,,13.9,10,0.5,24,0.45799999999999996,11,54.2,32,0.608,24.1,19,24,0.41700000000000004,10,0.52,13,"February 19, 2020",70.8,17,12.5,3,102.8,70.8,17,0.542,59,0.40700000000000003,24,0.153,9,0.444,4,12,200,94.4,28.6,10,21,68,,15.3,11,0.746,44,0.364,16,45.8,27,0.537,22.2,18,15,0.5329999999999999,8,0.5379999999999999,14,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,72.1,Away,TEXAS-AM,Texas A&M,Alabama,sec,25,False,True,True,Home,False,16,8,59,27,59,11,10,48,0,1,269,433,1596,0.5241228070175439,935,1857,0.5035002692514808,171,518,1673,0.4629408248655111,0.56
26,2020-02-22-20-mississippi,67.6,25,13.8,4,98.7,87.0,20,0.649,67,0.552,37,0.418,28,0.5710000000000001,16,12,200,130.4,33.3,10,22,103,,5.1,4,0.44799999999999995,30,0.433,13,56.6,30,0.6409999999999999,12.2,11,37,0.649,24,0.556,15,"February 22, 2020",57.7,15,5.4,2,130.4,66.7,20,0.617,47,0.5529999999999999,26,0.574,27,0.741,20,14,200,98.7,13.0,3,24,78,,8.9,7,0.38299999999999995,18,0.33299999999999996,6,43.4,23,0.652,25.4,20,29,0.69,20,0.48100000000000004,13,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,79.1,Away,ALABAMA,Alabama,Alabama,sec,26,False,False,False,Away,True,13,24,67,30,53,6,20,47,1,0,285,441,1655,0.5247734138972809,962,1916,0.5020876826722338,182,528,1721,0.4654270772806508,0.5384615384615384
27,2020-02-25-21-mississippi-state,44.4,12,9.3,4,111.1,71.4,20,0.46399999999999997,70,0.386,27,0.214,15,0.5329999999999999,8,13,200,101.4,33.3,14,15,73,,11.1,8,0.457,32,0.344,11,48.6,34,0.473,12.6,11,38,0.42100000000000004,16,0.536,15,"February 25, 2020",53.3,16,21.1,8,101.4,66.7,28,0.561,57,0.526,30,0.33299999999999996,19,0.8420000000000001,16,10,200,111.1,28.6,8,15,80,,11.1,8,0.24600000000000002,14,0.28600000000000003,4,51.4,36,0.606,15.5,12,43,0.605,26,0.643,18,"Humphrey Coliseum, Starkville, Mississippi",ALABAMA,Alabama,72.1,Home,MISSISSIPPI-STATE,Mississippi State,Alabama,sec,27,False,False,False,Away,False,11,16,70,34,70,4,26,57,0,1,298,465,1722,0.5296167247386759,992,1969,0.5038090401218893,188,548,1768,0.4694570135746606,0.5555555555555556
