,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BRIGHAM-YOUNG_homegame,BRIGHAM-YOUNG_homegame2,BRIGHAM-YOUNG_home,BRIGHAM-YOUNG_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-07-15-nevada-las-vegas,65.5,19,9.1,3,79.4,75.7,28,0.679,53,0.547,29,0.245,13,0.846,11,4,200,131.7,8.0,2,12,83,,7.9,5,0.509,27,0.519,14,48.4,30,0.701,9.3,6,26,0.5770000000000001,15,0.636,7,"December 7, 2019",30.0,6,0.0,0,131.7,92.0,23,0.41200000000000003,57,0.35100000000000003,20,0.14,8,0.375,3,7,200,79.4,24.3,9,15,50,,7.9,5,0.42100000000000004,24,0.292,7,51.6,32,0.41100000000000003,15.4,11,33,0.39399999999999996,13,0.364,4,"Vivint Smart Home Arena, Salt Lake City, Utah",NEVADA-LAS-VEGAS,UNLV,63.0,Away,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,10,False,False,False,Away,True,14,15,53,30,62,7,13,57,1,0,101,186,587,0.5749574105621805,299,615,0.4861788617886179,53,224,593,0.5118043844856661,0.6
11,2019-12-10-21-brigham-young,31.3,5,16.1,5,104.2,72.5,29,0.26899999999999996,65,0.24600000000000002,16,0.185,12,0.583,7,4,200,58.3,17.4,8,13,42,,5.6,4,0.354,23,0.13,3,43.0,37,0.297,12.5,10,42,0.31,13,0.636,7,"December 10, 2019",60.7,17,4.8,2,58.3,82.6,38,0.5,68,0.41200000000000003,28,0.191,13,0.5379999999999999,7,4,200,104.2,27.5,11,15,75,,2.8,2,0.544,37,0.324,12,57.0,49,0.506,10.9,9,31,0.516,16,0.667,8,"Marriott Center, Provo, Utah",NEVADA,Nevada,72.4,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,11,True,False,True,Home,True,12,16,68,49,86,3,13,65,1,0,115,201,640,0.58359375,329,677,0.4859675036927622,60,237,650,0.5030769230769231,0.6363636363636364
12,2019-12-14-20-brigham-young,45.5,10,12.9,4,106.3,81.3,26,0.455,55,0.4,22,0.29100000000000004,16,0.875,14,2,200,100.0,28.1,9,13,64,,3.1,2,0.382,21,0.28600000000000003,6,54.7,35,0.511,15.1,11,34,0.47100000000000003,16,0.833,10,"December 14, 2019",53.6,15,8.8,3,100.0,71.9,23,0.568,59,0.475,28,0.051,3,0.33299999999999996,1,4,200,106.3,18.8,6,13,68,,7.8,5,0.475,28,0.39299999999999996,11,45.3,29,0.563,13.0,9,31,0.5479999999999999,17,0.6920000000000001,9,"Vivint Smart Home Arena, Salt Lake City, Utah",UTAH-STATE,Utah State,64.0,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,12,True,False,True,Home,True,11,17,59,29,64,6,16,55,1,0,127,217,708,0.5755649717514124,378,763,0.4954128440366973,63,250,715,0.4818181818181818,0.6666666666666666
13,2019-12-21-21-brigham-young,58.3,14,0.0,0,123.0,88.0,22,0.48200000000000004,56,0.429,24,0.268,15,0.467,7,7,200,82.4,11.8,4,16,61,,6.8,5,0.39299999999999996,22,0.273,6,44.1,26,0.483,17.2,13,34,0.529,18,0.364,4,"December 21, 2019",77.1,27,11.8,4,82.4,88.2,30,0.705,56,0.625,35,0.375,21,0.5710000000000001,12,4,200,123.0,12.0,3,16,91,,6.8,5,0.33899999999999997,19,0.474,9,55.9,33,0.69,15.5,12,37,0.703,26,0.7140000000000001,10,"Marriott Center, Provo, Utah",WEBER-STATE,Weber State,73.6,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,13,True,False,True,Home,True,9,26,56,33,59,6,18,56,1,0,138,234,767,0.5749674054758801,407,827,0.4921402660217654,69,266,770,0.4798701298701299,0.6923076923076923
14,2019-12-28-21-brigham-young,46.7,14,9.7,3,109.7,80.6,29,0.45899999999999996,74,0.405,30,0.095,7,0.7140000000000001,5,6,200,101.4,32.5,13,18,73,,5.6,4,0.365,27,0.29600000000000004,8,55.3,42,0.47200000000000003,11.5,10,47,0.46799999999999997,22,0.5379999999999999,7,"December 28, 2019",75.0,21,8.5,4,101.4,67.5,27,0.5329999999999999,61,0.45899999999999996,28,0.32799999999999996,20,0.7,14,4,200,109.7,19.4,7,10,79,,6.9,5,0.4920000000000001,30,0.3,9,44.7,34,0.56,9.1,7,31,0.613,19,0.733,11,"Marriott Center, Provo, Utah",ORAL-ROBERTS,Oral Roberts,72.4,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,14,True,False,True,Home,True,9,19,61,34,76,8,22,74,1,0,147,260,823,0.5838396111786148,440,886,0.4966139954853273,75,284,826,0.4800242130750606,0.7142857142857143
15,2020-01-04-21-brigham-young,12.5,2,0.0,0,98.4,70.0,21,0.36200000000000004,47,0.34,16,0.27699999999999997,13,0.308,4,9,200,59.4,28.1,9,14,38,,15.6,10,0.319,15,0.133,2,48.4,30,0.35700000000000004,26.5,19,32,0.43799999999999994,14,0.43799999999999994,7,"January 4, 2020",65.2,15,6.3,2,59.4,71.9,23,0.5,54,0.426,23,0.204,11,0.818,9,4,200,98.4,30.0,9,15,63,,18.8,12,0.444,24,0.33299999999999996,8,51.6,32,0.532,20.3,15,30,0.5,15,0.75,12,"Marriott Center, Provo, Utah",LOYOLA-MARYMOUNT,Loyola Marymount,64.2,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,15,True,False,True,Home,True,8,15,54,32,62,2,14,47,1,0,156,279,884,0.580316742081448,474,962,0.4927234927234928,83,306,900,0.4783333333333333,0.7333333333333333
16,2020-01-09-23-saint-marys-ca,21.9,7,2.9,1,110.1,67.7,21,0.522,67,0.478,32,0.254,17,0.8240000000000001,14,5,225,106.3,21.9,7,18,84,,7.6,6,0.26899999999999996,18,0.33299999999999996,6,44.4,28,0.5589999999999999,11.8,10,49,0.531,26,0.706,12,"January 9, 2020",48.3,14,2.0,1,106.3,78.1,25,0.54,62,0.46799999999999997,29,0.387,24,0.833,20,3,225,110.1,32.3,10,19,87,,10.1,8,0.452,28,0.321,9,55.6,35,0.593,18.1,16,34,0.588,20,0.833,15,"McKeon Pavilion, Moraga, California",BRIGHAM-YOUNG,BYU,70.0,Home,SAINT-MARYS-CA,Saint Mary's,Brigham Young,wcc,16,False,False,False,Away,False,6,26,67,28,63,9,20,62,0,1,164,294,938,0.5756929637526652,506,1024,0.494140625,85,320,947,0.4725448785638859,0.75
17,2020-01-11-21-brigham-young,55.6,15,14.6,6,133.3,72.7,24,0.475,61,0.44299999999999995,27,0.24600000000000002,15,0.8,12,9,200,97.2,20.6,7,13,70,,1.4,1,0.27899999999999997,17,0.235,4,46.3,31,0.514,14.0,11,44,0.523,23,0.5,9,"January 11, 2020",78.4,29,2.3,1,97.2,79.4,27,0.627,71,0.521,37,0.141,10,0.7,7,5,200,133.3,27.3,9,17,96,,6.9,5,0.423,30,0.5,15,53.7,36,0.634,6.2,5,41,0.537,22,0.722,13,"Marriott Center, Provo, Utah",PORTLAND,Portland,71.9,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,17,True,False,True,Home,True,15,22,71,36,67,4,23,61,1,0,170,320,1005,0.572139303482587,534,1087,0.4912603495860166,94,340,1009,0.4767096134786918,0.7058823529411765
18,2020-01-16-21-brigham-young,45.0,9,10.5,4,127.4,83.3,25,0.455,55,0.364,20,0.509,28,0.7140000000000001,20,13,200,95.9,27.8,10,20,70,,8.2,6,0.4,22,0.455,10,53.0,35,0.512,18.2,15,33,0.303,10,0.35,7,"January 16, 2020",51.5,17,3.0,1,95.9,72.2,26,0.642,60,0.55,33,0.3670000000000001,22,0.727,16,5,200,127.4,16.7,5,20,93,,11.0,8,0.3670000000000001,22,0.5,11,47.0,31,0.66,10.3,8,38,0.579,22,0.737,14,"Marriott Center, Provo, Utah",SAN-DIEGO,San Diego,73.4,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,18,True,False,True,Home,True,11,22,60,31,66,10,10,55,1,0,185,342,1076,0.5757434944237918,570,1154,0.4939341421143848,98,363,1070,0.4766355140186916,0.7222222222222222
19,2020-01-18-22-gonzaga,34.5,10,11.1,4,124.3,66.7,18,0.561,57,0.509,29,0.175,10,0.5,5,6,200,93.2,3.4,1,21,69,,8.1,6,0.35100000000000003,20,0.3,6,33.9,19,0.5589999999999999,18.6,14,37,0.622,23,0.7,14,"January 18, 2020",62.5,20,5.4,2,93.2,96.6,28,0.64,57,0.561,32,0.439,25,0.76,19,1,200,124.3,33.3,9,13,92,1.0,14.9,11,0.368,21,0.429,9,66.1,37,0.6679999999999999,17.1,14,36,0.639,23,0.9520000000000001,20,"McCarthey Athletic Center, Spokane, Washington",BRIGHAM-YOUNG,BYU,74.3,Home,GONZAGA,Gonzaga,Brigham Young,wcc,19,False,False,False,Away,False,6,23,57,19,56,9,23,57,0,1,196,364,1136,0.579225352112676,601,1220,0.4926229508196721,108,373,1125,0.4755555555555556,0.7368421052631579
20,2020-01-23-22-pacific,48.1,13,2.0,1,92.3,76.3,29,0.63,50,0.54,27,0.3,15,0.733,11,6,200,113.8,8.0,2,14,74,,3.1,2,0.36,18,0.5,9,49.2,31,0.648,15.0,10,32,0.563,18,0.7140000000000001,15,"January 23, 2020",40.0,10,6.3,2,113.8,92.0,23,0.42100000000000004,63,0.397,25,0.127,8,0.875,7,7,200,92.3,23.7,9,14,60,,9.2,6,0.20600000000000002,13,0.231,3,50.8,32,0.449,10.7,8,50,0.44,22,0.682,15,"A.G. Spanos Center, Stockton, California",PACIFIC,Pacific,65.5,Away,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,20,False,False,False,Away,True,9,18,50,31,63,3,22,63,1,0,202,387,1193,0.5783738474434199,620,1276,0.4858934169278997,117,396,1182,0.483502538071066,0.7
21,2020-01-25-17-san-francisco,60.0,18,0.0,0,127.7,80.0,20,0.6579999999999999,57,0.526,30,0.175,10,0.7,7,7,200,126.2,13.8,4,14,82,,12.3,8,0.456,26,0.5770000000000001,15,44.4,24,0.664,10.2,7,31,0.484,15,0.682,15,"January 25, 2020",36.7,11,6.5,2,126.2,86.2,25,0.664,55,0.545,30,0.2,11,0.909,10,7,200,127.7,20.0,5,16,83,,7.7,5,0.455,25,0.52,13,55.6,30,0.6890000000000001,15.5,11,30,0.5670000000000001,17,0.682,15,"War Memorial Gymnasium, San Francisco, California",BRIGHAM-YOUNG,BYU,65.5,Home,SAN-FRANCISCO,San Francisco,Brigham Young,wcc,21,False,False,False,Away,False,15,15,57,24,54,13,17,55,0,1,211,405,1243,0.5804505229283989,651,1339,0.486183719193428,120,418,1245,0.4803212851405623,0.7142857142857143
22,2020-01-30-20-brigham-young,53.6,15,5.1,2,139.0,76.9,20,0.544,57,0.491,28,0.439,25,0.72,18,11,200,103.9,18.2,6,15,80,,11.7,9,0.281,16,0.375,6,44.1,26,0.581,16.0,13,41,0.537,22,0.5,11,"January 30, 2020",68.3,28,4.9,2,103.9,81.8,27,0.7390000000000001,67,0.612,41,0.16399999999999998,11,0.727,8,7,200,139.0,23.1,6,20,107,,6.5,5,0.418,28,0.607,17,55.9,33,0.741,13.3,11,39,0.615,24,0.696,16,"Marriott Center, Provo, Utah",PEPPERDINE,Pepperdine,76.6,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,22,True,False,True,Home,True,17,24,67,33,59,6,22,57,1,0,226,420,1300,0.5838461538461538,675,1393,0.4845656855707106,133,435,1300,0.4880769230769231,0.6818181818181818
23,2020-02-01-22-brigham-young,33.3,10,2.9,1,126.6,86.4,19,0.625,56,0.536,30,0.25,14,0.643,9,5,200,123.4,26.9,7,15,79,,6.3,4,0.35700000000000004,20,0.5,10,54.2,26,0.63,12.6,9,36,0.556,20,0.792,19,"February 1, 2020",57.6,19,11.1,4,123.4,73.1,19,0.667,57,0.579,33,0.105,6,0.833,5,7,200,126.6,13.6,3,11,81,,4.7,3,0.386,22,0.455,10,45.8,22,0.677,9.1,6,35,0.657,23,0.708,17,"Marriott Center, Provo, Utah",SAINT-MARYS-CA,Saint Mary's,63.8,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,23,True,False,True,Home,True,10,23,57,22,48,10,20,56,1,0,243,444,1367,0.591441111923921,708,1452,0.487603305785124,139,457,1357,0.4904200442151805,0.6956521739130435
24,2020-02-06-22-portland,58.6,17,13.5,5,74.0,92.5,37,0.614,57,0.509,29,0.35100000000000003,20,0.75,15,7,200,116.4,28.6,8,19,85,,4.1,3,0.491,28,0.429,12,66.2,45,0.639,17.5,14,29,0.586,17,0.72,18,"February 6, 2020",56.3,9,10.3,3,116.4,71.4,20,0.33299999999999996,57,0.281,16,0.368,21,0.762,16,16,200,74.0,7.5,3,19,54,,8.2,6,0.35100000000000003,20,0.3,6,33.8,23,0.40299999999999997,13.1,10,37,0.27,10,0.36,9,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.2,Away,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,24,False,False,False,Away,True,12,17,57,45,68,6,10,57,1,0,253,467,1424,0.5944522471910112,730,1500,0.4866666666666667,149,477,1413,0.4957537154989384,0.7083333333333334
25,2020-02-08-21-brigham-young,40.7,11,0.0,0,118.4,83.3,25,0.518,57,0.474,27,0.35100000000000003,20,0.85,17,10,200,100.0,22.2,6,18,76,,6.6,5,0.42100000000000004,24,0.20800000000000002,5,54.4,31,0.5710000000000001,19.6,16,33,0.667,22,0.615,16,"February 8, 2020",74.3,26,6.1,2,100.0,77.8,21,0.6509999999999999,63,0.556,35,0.222,14,0.5710000000000001,8,7,200,118.4,16.7,5,19,90,,9.2,7,0.397,25,0.48,12,45.6,26,0.6459999999999999,12.6,10,38,0.605,23,0.731,19,"Marriott Center, Provo, Utah",SAN-FRANCISCO,San Francisco,75.6,Home,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,25,True,False,True,Home,True,12,23,63,26,57,5,22,57,1,0,265,484,1481,0.5952059419311276,775,1568,0.4942602040816326,155,487,1470,0.4894557823129252,0.72
26,2020-02-13-23-loyola-marymount,72.0,18,14.3,5,83.1,87.0,20,0.5670000000000001,60,0.41700000000000004,25,0.233,14,0.643,9,7,200,118.5,25.0,9,12,77,,12.3,8,0.667,40,0.45,18,49.2,29,0.578,10.8,8,20,0.35,7,0.741,20,"February 13, 2020",26.1,6,15.0,3,118.5,75.0,27,0.5329999999999999,45,0.511,23,0.222,10,0.6,6,17,200,83.1,13.0,3,19,54,,7.7,5,0.222,10,0.2,2,50.8,30,0.5429999999999999,25.6,17,35,0.6,21,0.32,8,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,64.7,Away,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,26,False,False,False,Away,True,18,7,60,29,59,2,21,45,1,0,277,507,1544,0.5974740932642487,801,1625,0.4929230769230769,160,509,1527,0.4905042567125082,0.7307692307692307
