,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,KANSAS_homegame,KANSAS_homegame2,KANSAS_home,KANSAS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-12-villanova,58.3,14,22.7,5,87.5,77.1,27,0.46399999999999997,55,0.436,24,0.182,10,0.4,4,2,200,85.9,25.0,7,12,55,1.0,9.4,6,0.23600000000000002,13,0.231,3,54.0,34,0.46,16.8,12,42,0.5,21,0.818,9,"December 21, 2019",63.6,14,0.0,0,85.9,75.0,21,0.429,63,0.349,22,0.032,2,1.0,2,2,200,87.5,22.9,8,14,56,18.0,9.4,6,0.6509999999999999,41,0.244,10,46.0,29,0.43799999999999994,11.1,8,22,0.545,12,0.818,9,"Wells Fargo Center, Philadelphia, Pennsylvania",KANSAS,Kansas,64.4,Home,VILLANOVA,Villanova,Kansas,big-12,10,False,False,False,Away,False,3,21,55,34,63,10,12,63,0,1,75,239,594,0.5917508417508418,363,645,0.5627906976744186,84,140,590,0.4508474576271186,0.9
11,2019-12-29-15-stanford,48.1,13,3.3,1,75.7,89.3,25,0.5429999999999999,58,0.466,27,0.31,18,0.5,9,2,200,97.3,40.0,12,18,72,5.0,12.2,9,0.379,22,0.409,9,63.8,37,0.541,23.3,20,36,0.5,18,0.833,10,"December 29, 2019",52.6,10,8.3,3,97.3,60.0,18,0.44,50,0.38,19,0.32,16,0.75,12,2,200,75.7,10.7,3,16,56,,13.5,10,0.4,20,0.3,6,36.2,21,0.486,24.0,18,30,0.433,13,0.846,11,"Maples Pavilion, Stanford, California",STANFORD,Stanford,73.6,Away,KANSAS,Kansas,Kansas,big-12,11,False,False,False,Away,True,9,18,58,37,58,6,13,50,1,0,78,260,649,0.5808936825885979,397,708,0.5607344632768362,94,152,653,0.4486983154670751,0.8181818181818182
12,2020-01-04-16-kansas,36.8,7,13.3,4,89.6,74.2,23,0.34700000000000003,59,0.322,19,0.373,22,0.545,12,2,200,79.1,48.6,18,18,53,16.0,7.5,5,0.237,14,0.214,3,60.3,41,0.382,18.9,16,45,0.35600000000000004,16,0.846,11,"January 4, 2020",57.9,11,15.6,7,79.1,51.4,19,0.436,47,0.40399999999999997,19,0.638,30,0.633,19,2,200,89.6,25.8,8,19,60,3.0,14.9,10,0.36200000000000004,17,0.17600000000000002,3,39.7,27,0.49,17.8,13,30,0.5329999999999999,16,0.846,11,"Allen Fieldhouse, Lawrence, Kansas",WEST-VIRGINIA,West Virginia,66.9,Home,KANSAS,Kansas,Kansas,big-12,12,True,False,True,Home,True,3,16,47,27,68,3,16,59,1,0,87,278,707,0.5777934936350778,434,766,0.5665796344647521,100,165,703,0.4480796586059744,0.8333333333333334
13,2020-01-08-20-iowa-state,57.1,16,6.7,2,80.3,72.2,26,0.611,54,0.519,28,0.315,17,0.765,13,2,200,119.7,29.2,7,13,79,3.0,15.2,10,0.35200000000000004,19,0.526,10,55.0,33,0.636,16.3,12,35,0.514,18,0.857,12,"January 8, 2020",70.0,14,11.4,4,119.7,70.8,17,0.414,58,0.345,20,0.155,9,0.556,5,7,200,80.3,27.8,10,12,53,,13.6,9,0.483,28,0.28600000000000003,8,45.0,27,0.426,16.2,12,30,0.4,12,0.5,7,"James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,65.7,Away,KANSAS,Kansas,Kansas,big-12,13,False,False,False,Away,True,10,18,54,33,60,8,12,58,1,0,90,294,754,0.5689655172413793,461,834,0.5527577937649879,103,181,762,0.4402887139107611,0.8461538461538461
14,2020-01-11-13-kansas,48.1,13,5.6,2,87.3,70.0,21,0.517,60,0.45,27,0.11699999999999999,7,0.7140000000000001,5,1,200,106.3,17.9,5,16,67,4.0,14.3,9,0.317,19,0.42100000000000004,8,44.8,26,0.529,7.3,5,41,0.46299999999999997,19,0.929,13,"January 11, 2020",45.0,9,24.4,10,106.3,82.1,23,0.431,51,0.392,20,0.275,14,0.7859999999999999,11,3,200,87.3,30.0,9,10,55,3.0,4.8,3,0.294,15,0.267,4,55.2,32,0.47700000000000004,19.7,14,36,0.444,16,0.8,12,"Allen Fieldhouse, Lawrence, Kansas",KANSAS,Kansas,63.0,Away,BAYLOR,Baylor,Kansas,big-12,14,False,True,True,Home,False,4,16,51,32,58,8,19,60,0,1,100,312,808,0.5717821782178217,494,894,0.5525727069351231,111,193,820,0.4384146341463415,0.8571428571428571
15,2020-01-14-21-oklahoma,48.0,12,12.1,4,81.3,83.3,35,0.509,57,0.439,25,0.24600000000000002,14,0.5710000000000001,8,3,200,103.1,29.0,9,11,66,6.0,6.3,4,0.33299999999999996,19,0.42100000000000004,8,60.3,44,0.518,13.7,10,38,0.447,17,0.812,13,"January 14, 2020",52.6,10,13.2,5,103.1,71.0,22,0.371,62,0.306,19,0.145,9,0.667,6,5,200,81.3,16.7,7,13,52,,9.4,6,0.46799999999999997,29,0.276,8,39.7,29,0.392,5.7,4,33,0.33299999999999996,11,0.688,11,"Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA,Oklahoma,64.0,Away,KANSAS,Kansas,Kansas,big-12,15,False,False,False,Away,True,8,17,57,44,73,8,11,62,1,0,104,328,859,0.5634458672875436,526,952,0.5525210084033614,119,212,880,0.44375,0.8
16,2020-01-18-14-texas,44.0,11,5.4,2,91.9,80.6,29,0.491,53,0.47200000000000003,25,0.396,21,0.667,14,3,200,106.5,34.4,11,10,66,6.0,8.1,5,0.18899999999999997,10,0.2,2,58.8,40,0.524,11.4,8,43,0.535,23,0.8240000000000001,14,"January 18, 2020",69.6,16,11.6,5,106.5,65.6,21,0.456,57,0.40399999999999997,23,0.158,9,0.556,5,5,200,91.9,19.4,7,17,57,,4.8,3,0.35100000000000003,20,0.3,6,41.2,28,0.465,12.9,9,37,0.45899999999999996,17,0.706,12,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,61.6,Away,KANSAS,Kansas,Kansas,big-12,16,False,False,False,Away,True,2,23,53,40,68,6,17,57,1,0,112,345,916,0.5600436681222707,570,1025,0.5560975609756098,127,223,942,0.4389596602972399,0.8125
17,2020-01-21-19-kansas,43.5,10,7.7,3,120.9,55.6,20,0.466,58,0.397,23,0.22399999999999998,13,0.462,6,10,200,89.6,28.6,10,18,60,,9.0,6,0.379,22,0.364,8,42.3,30,0.467,16.9,13,36,0.41700000000000004,15,0.444,8,"January 21, 2020",43.3,13,25.0,9,89.6,71.4,25,0.531,65,0.462,30,0.262,17,0.706,12,3,200,120.9,44.4,16,15,81,3.0,14.9,10,0.4,26,0.34600000000000003,9,57.7,41,0.5539999999999999,12.1,10,39,0.5379999999999999,21,0.833,15,"Allen Fieldhouse, Lawrence, Kansas",KANSAS-STATE,Kansas State,67.1,Home,KANSAS,Kansas,Kansas,big-12,17,True,False,True,Home,True,9,21,65,41,71,8,15,58,1,0,114,368,969,0.5562435500515995,610,1093,0.5580969807868252,133,240,999,0.43993993993994,0.8235294117647058
18,2020-01-25-16-kansas,56.0,14,18.9,7,108.8,74.2,23,0.509,55,0.455,25,0.29100000000000004,16,0.75,12,7,200,100.0,33.3,10,23,68,,2.9,2,0.273,15,0.4,6,54.1,33,0.5429999999999999,19.5,15,40,0.475,19,0.632,12,"January 25, 2020",48.0,12,12.5,5,100.0,66.7,20,0.5,54,0.46299999999999997,25,0.611,33,0.606,20,3,200,108.8,25.8,8,16,74,3.0,13.2,9,0.315,17,0.235,4,45.9,28,0.531,8.1,6,37,0.568,21,0.8420000000000001,16,"Allen Fieldhouse, Lawrence, Kansas",TENNESSEE,Tennessee,67.6,Home,KANSAS,Kansas,Kansas,big-12,18,True,False,True,Home,True,4,21,54,28,61,6,19,55,1,0,123,389,1034,0.554642166344294,651,1164,0.5592783505154639,141,255,1057,0.4413434247871334,0.8333333333333334
19,2020-01-27-21-oklahoma-state,71.4,15,17.4,8,79.4,66.7,28,0.491,54,0.389,21,0.278,15,0.8,12,3,200,103.2,25.8,8,15,65,3.0,4.8,3,0.611,33,0.33299999999999996,11,49.3,36,0.532,14.2,10,21,0.47600000000000003,10,0.85,17,"January 27, 2020",50.0,9,14.3,3,103.2,74.2,23,0.297,64,0.281,18,0.25,16,0.75,12,10,200,79.4,33.3,14,14,50,,9.5,6,0.281,18,0.111,2,50.7,37,0.349,7.8,6,46,0.348,16,0.5,10,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,63.4,Away,KANSAS,Kansas,Kansas,big-12,19,False,False,False,Away,True,11,10,54,36,73,2,16,64,1,0,127,410,1088,0.5519301470588235,679,1225,0.5542857142857143,147,274,1112,0.44469424460431656,0.8421052631578947
20,2020-02-01-16-kansas,46.2,12,11.1,5,106.8,80.0,24,0.5,61,0.426,26,0.295,18,0.778,14,8,200,102.7,11.8,4,17,75,,9.6,7,0.344,21,0.429,9,43.8,28,0.539,11.6,9,40,0.425,17,0.619,13,"February 1, 2020",33.3,10,22.5,9,102.7,88.2,30,0.552,58,0.517,30,0.345,20,0.7,14,3,200,106.8,20.0,6,14,78,3.0,6.8,5,0.22399999999999998,13,0.308,4,56.3,36,0.578,13.0,10,45,0.578,26,0.857,18,"Allen Fieldhouse, Lawrence, Kansas",TEXAS-TECH,Texas Tech,73.0,Home,KANSAS,Kansas,Kansas,big-12,20,True,False,True,Home,True,4,26,58,36,64,9,17,61,1,0,138,420,1142,0.5490367775831874,715,1298,0.5508474576271186,149,290,1176,0.4366496598639456,0.85
21,2020-02-03-21-kansas,17.4,4,7.5,3,103.0,74.1,20,0.41,61,0.377,23,0.16399999999999998,10,0.8,8,8,200,86.6,22.2,8,22,58,,4.5,3,0.39299999999999996,24,0.16699999999999998,4,44.4,28,0.441,10.9,8,37,0.514,19,0.636,14,"February 3, 2020",24.0,6,8.1,3,86.6,77.8,28,0.5,52,0.48100000000000004,25,0.462,24,0.708,17,3,200,103.0,25.9,7,14,69,3.0,10.4,7,0.231,12,0.16699999999999998,2,55.6,35,0.544,15.0,11,40,0.575,23,0.8640000000000001,19,"Allen Fieldhouse, Lawrence, Kansas",TEXAS,Texas,66.6,Home,KANSAS,Kansas,Kansas,big-12,21,True,False,True,Home,True,2,23,52,35,63,4,19,61,1,0,142,446,1200,0.5491666666666667,751,1362,0.5513950073421439,158,307,1237,0.4397736459175424,0.8571428571428571
22,2020-02-08-12-texas-christian,70.8,17,21.9,7,67.6,78.4,29,0.44799999999999995,58,0.414,24,0.22399999999999998,13,0.615,8,3,200,88.2,29.0,9,13,60,3.0,14.7,10,0.22399999999999998,13,0.308,4,55.9,38,0.467,19.1,15,45,0.444,20,0.87,20,"February 8, 2020",57.9,11,22.2,10,88.2,71.0,22,0.39799999999999996,54,0.35200000000000004,19,0.16699999999999998,9,0.33299999999999996,3,10,200,67.6,21.6,8,13,46,,14.7,10,0.40700000000000003,22,0.22699999999999998,5,44.1,30,0.395,20.6,15,32,0.43799999999999994,14,0.565,13,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-CHRISTIAN,TCU,67.7,Away,KANSAS,Kansas,Kansas,big-12,22,False,False,False,Away,True,4,20,58,38,68,5,14,54,1,0,144,469,1252,0.5471246006389776,786,1425,0.5515789473684211,162,326,1298,0.43836671802773497,0.8636363636363636
23,2020-02-12-19-west-virginia,40.0,8,9.3,4,74.2,60.5,23,0.489,45,0.444,20,0.467,21,0.667,14,3,200,87.9,14.8,4,13,58,3.0,19.7,13,0.311,14,0.28600000000000003,4,41.5,27,0.528,18.1,12,31,0.516,16,0.875,21,"February 12, 2020",52.6,10,9.7,3,87.9,85.2,23,0.35,60,0.317,19,0.183,11,0.636,7,6,200,74.2,39.5,15,16,49,14.0,10.6,7,0.28300000000000003,17,0.235,4,58.5,38,0.376,22.7,19,43,0.349,15,0.75,18,"WVU Coliseum, Morgantown, West Virginia",WEST-VIRGINIA,West Virginia,66.1,Away,KANSAS,Kansas,Kansas,big-12,23,False,False,False,Away,True,4,16,45,27,65,4,15,60,1,0,148,489,1310,0.5427480916030535,824,1493,0.5519089082384461,167,340,1352,0.4367603550295858,0.8695652173913043
24,2020-02-15-12-kansas,50.0,12,10.9,5,117.6,71.4,25,0.418,67,0.358,24,0.239,16,0.875,14,9,200,94.6,22.0,9,10,70,,5.4,4,0.358,24,0.33299999999999996,8,44.7,34,0.469,9.8,8,43,0.3720000000000001,16,0.64,16,"February 15, 2020",51.5,17,14.0,6,94.6,78.0,32,0.5660000000000001,68,0.485,33,0.221,15,0.667,10,3,200,117.6,28.6,10,13,87,3.0,5.4,4,0.324,22,0.5,11,55.3,42,0.579,11.8,10,46,0.478,22,0.88,22,"Allen Fieldhouse, Lawrence, Kansas",OKLAHOMA,Oklahoma,74.4,Home,KANSAS,Kansas,Kansas,big-12,24,True,False,True,Home,True,11,22,68,42,76,8,16,67,1,0,152,505,1355,0.5409594095940959,851,1558,0.5462130937098845,171,355,1412,0.4330736543909349,0.875
25,2020-02-17-21-kansas,63.0,17,9.1,3,128.2,56.0,14,0.516,63,0.429,27,0.175,11,0.545,6,15,200,100.0,26.5,9,14,71,,11.3,8,0.365,23,0.478,11,39.0,23,0.52,15.0,12,40,0.4,16,0.423,11,"February 17, 2020",47.1,16,7.5,3,100.0,73.5,25,0.667,60,0.5670000000000001,34,0.3,18,0.611,11,3,200,128.2,44.0,11,11,91,3.0,11.3,8,0.45,27,0.444,12,61.0,36,0.664,16.1,13,33,0.667,22,0.885,23,"Allen Fieldhouse, Lawrence, Kansas",IOWA-STATE,Iowa State,70.9,Home,KANSAS,Kansas,Kansas,big-12,25,True,False,True,Home,True,12,22,60,36,59,11,16,63,1,0,163,527,1423,0.5421644413211525,893,1634,0.5465116279069767,179,371,1479,0.4323867478025693,0.88
26,2020-02-22-12-baylor,48.1,13,10.5,4,96.8,72.2,26,0.5379999999999999,53,0.509,27,0.18899999999999997,10,0.7,7,3,200,101.6,26.9,7,19,64,3.0,7.9,5,0.245,13,0.231,3,53.2,33,0.5539999999999999,17.3,12,40,0.6,24,0.889,24,"February 22, 2020",60.9,14,12.5,5,101.6,73.1,19,0.457,58,0.397,23,0.259,15,0.5329999999999999,8,2,200,96.8,27.8,10,16,61,1.0,14.3,9,0.345,20,0.35,7,46.8,29,0.46799999999999997,11.0,8,38,0.42100000000000004,16,0.9229999999999999,24,"Ferrell Center, Waco, Texas",BAYLOR,Baylor,62.9,Away,KANSAS,Kansas,Kansas,big-12,26,False,False,False,Away,True,3,24,53,33,62,7,16,58,1,0,175,549,1483,0.5472016183412003,929,1693,0.5487300649734199,190,387,1542,0.4357976653696498,0.8846153846153846
27,2020-02-24-21-kansas,40.0,8,25.0,9,120.3,63.9,23,0.413,52,0.385,20,0.365,19,0.789,15,14,200,84.1,20.0,6,19,58,,5.8,4,0.231,12,0.25,3,43.9,29,0.475,17.7,13,40,0.425,17,0.5,14,"February 24, 2020",57.1,16,10.0,4,84.1,80.0,24,0.516,64,0.43799999999999994,28,0.313,20,0.85,17,3,200,120.3,36.1,13,15,83,1.0,4.3,3,0.43799999999999994,28,0.35700000000000004,10,56.1,37,0.565,12.1,10,36,0.5,18,0.893,25,"Allen Fieldhouse, Lawrence, Kansas",OKLAHOMA-STATE,Oklahoma State,69.3,Home,KANSAS,Kansas,Kansas,big-12,27,True,False,True,Home,True,10,18,64,37,66,3,17,52,1,0,178,573,1536,0.546875,962,1755,0.5481481481481482,197,403,1600,0.4365625,0.8888888888888888
