,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LOUISIANA-STATE_homegame,LOUISIANA-STATE_homegame2,LOUISIANA-STATE_home,LOUISIANA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-21-southern-california,48.0,12,16.7,5,87.5,82.9,29,0.39,68,0.368,25,0.324,22,0.682,15,4,200,85.0,25.6,11,20,68,,5.0,4,0.265,18,0.16699999999999998,3,51.3,40,0.433,16.2,15,50,0.44,22,0.636,7,"December 21, 2019",68.0,17,16.0,8,85.0,74.4,32,0.5,61,0.41,25,0.23,14,0.643,9,2,200,87.5,17.1,6,20,70,,7.5,6,0.508,31,0.355,11,48.7,38,0.517,19.2,16,30,0.467,14,0.833,10,"Staples Center, Los Angeles, California",LOUISIANA-STATE,LSU,80.1,Home,SOUTHERN-CALIFORNIA,USC,Louisiana State,sec,10,False,False,False,Away,False,3,22,68,40,78,11,14,61,0,1,68,241,602,0.5697674418604651,376,679,0.5537555228276878,78,174,636,0.4575471698113208,0.7
11,2019-12-29-13-louisiana-state,50.0,10,4.0,2,121.3,70.4,19,0.49,49,0.408,20,0.184,9,1.0,9,1,200,93.4,20.7,6,11,57,,4.9,3,0.51,25,0.32,8,44.6,25,0.535,19.7,13,24,0.5,12,0.9329999999999999,14,"December 29, 2019",37.5,12,16.7,4,93.4,79.3,23,0.5670000000000001,60,0.5329999999999999,32,0.11699999999999999,7,0.857,6,4,200,121.3,29.6,8,11,74,,14.8,9,0.16699999999999998,10,0.4,4,55.4,31,0.584,8.7,6,50,0.56,28,0.667,8,"Maravich Assembly Center, Baton Rouge, Louisiana",LIBERTY,Liberty,60.8,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,11,True,False,True,Home,True,4,28,60,31,56,8,12,49,1,0,71,263,670,0.5514925373134328,416,757,0.5495376486129459,89,188,697,0.4612625538020086,0.6363636363636364
12,2020-01-04-12-tennessee,42.9,12,11.8,4,97.0,72.4,21,0.55,60,0.467,28,0.233,14,0.857,12,4,200,118.2,37.0,10,13,78,,12.1,8,0.35,21,0.47600000000000003,10,55.4,31,0.585,9.6,7,39,0.462,18,0.6920000000000001,9,"January 4, 2020",75.0,18,10.3,4,118.2,63.0,17,0.508,60,0.4,24,0.083,5,0.6,3,5,200,97.0,27.6,8,15,64,,6.1,4,0.433,26,0.5,13,44.6,25,0.513,18.4,14,34,0.324,11,0.615,8,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,66.0,Away,LOUISIANA-STATE,LSU,Louisiana State,sec,12,False,False,False,Away,True,10,18,60,31,56,13,11,60,1,0,75,291,730,0.5527397260273973,447,813,0.5498154981549815,97,200,746,0.4631367292225201,0.6666666666666666
13,2020-01-08-21-louisiana-state,34.6,9,7.8,4,111.3,48.6,18,0.517,58,0.44799999999999995,26,0.31,18,0.9440000000000001,17,2,200,108.5,9.1,3,22,77,,11.3,8,0.431,25,0.32,8,30.0,21,0.579,8.3,6,33,0.545,18,0.857,12,"January 8, 2020",29.6,8,15.2,5,108.5,90.9,30,0.439,66,0.409,27,0.424,28,0.75,21,4,200,111.3,51.4,19,16,79,,1.4,1,0.22699999999999998,15,0.267,4,70.0,49,0.498,13.3,12,51,0.451,23,0.7140000000000001,10,"Maravich Assembly Center, Baton Rouge, Louisiana",ARKANSAS,Arkansas,70.9,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,13,True,False,True,Home,True,4,23,66,49,70,8,18,58,1,0,85,309,790,0.5525316455696202,478,869,0.5500575373993095,110,211,806,0.4665012406947891,0.6923076923076923
14,2020-01-11-20-louisiana-state,47.4,9,13.2,5,89.6,73.7,28,0.366,56,0.33899999999999997,19,0.375,21,0.857,18,6,200,88.1,48.5,16,16,59,,4.5,3,0.304,17,0.17600000000000002,3,62.0,44,0.447,19.7,16,39,0.41,16,0.6,9,"January 11, 2020",50.0,11,12.8,5,88.1,51.5,17,0.39,59,0.373,22,0.39,23,0.609,14,4,200,89.6,26.3,10,12,60,,19.4,13,0.35600000000000004,21,0.095,2,38.0,27,0.429,10.4,8,38,0.526,20,0.733,11,"Maravich Assembly Center, Baton Rouge, Louisiana",MISSISSIPPI-STATE,Mississippi State,67.0,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,14,True,False,True,Home,True,2,20,59,27,71,3,16,56,1,0,89,332,856,0.5438084112149533,527,939,0.5612353567625133,118,229,864,0.4699074074074074,0.7142857142857143
15,2020-01-14-19-texas-am,79.3,23,10.8,4,111.8,73.2,30,0.6,60,0.483,29,0.33299999999999996,20,0.85,17,4,225,117.1,50.0,14,21,89,,1.3,1,0.633,38,0.368,14,63.8,44,0.64,21.6,19,22,0.682,15,0.75,12,"January 14, 2020",53.6,15,9.1,2,117.1,50.0,14,0.486,72,0.389,28,0.319,23,0.652,15,7,225,111.8,26.8,11,15,85,,5.3,4,0.486,35,0.4,14,36.2,25,0.513,6.8,6,37,0.37799999999999995,14,0.5329999999999999,8,"Reed Arena, College Station, Texas",TEXAS-AM,Texas A&M,67.7,Away,LOUISIANA-STATE,LSU,Louisiana State,sec,15,False,False,False,Away,True,14,15,60,44,69,14,14,72,1,0,91,352,915,0.533879781420765,554,1010,0.5485148514851486,121,245,920,0.4635869565217392,0.7333333333333333
16,2020-01-18-20-mississippi,41.7,10,11.9,5,98.7,86.5,32,0.491,57,0.42100000000000004,24,0.474,27,0.889,24,4,200,103.9,32.3,10,17,80,,3.9,3,0.368,21,0.381,8,61.8,42,0.573,18.9,16,36,0.444,16,0.765,13,"January 18, 2020",65.5,19,2.8,1,103.9,67.7,21,0.515,65,0.446,29,0.292,19,0.474,9,8,200,98.7,13.5,5,21,76,,13.0,10,0.354,23,0.391,9,38.2,26,0.513,12.0,10,42,0.47600000000000003,20,0.529,9,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,77.4,Away,LOUISIANA-STATE,LSU,Louisiana State,sec,16,False,False,False,Away,True,8,16,57,42,68,9,20,65,1,0,105,367,975,0.5379487179487179,598,1079,0.5542168674698795,135,259,992,0.4652217741935484,0.75
17,2020-01-21-19-louisiana-state,41.9,13,6.4,3,116.7,60.6,20,0.598,61,0.508,31,0.18,11,0.818,9,6,200,113.9,26.7,8,21,82,,6.9,5,0.4920000000000001,30,0.3670000000000001,11,44.4,28,0.619,15.4,12,31,0.645,20,0.667,12,"January 21, 2020",58.6,17,3.2,1,113.9,73.3,22,0.4920000000000001,61,0.475,29,0.508,31,0.774,24,4,200,116.7,39.4,13,16,84,,9.7,7,0.23,14,0.14300000000000002,2,55.6,35,0.555,12.8,11,47,0.574,27,0.778,14,"Maravich Assembly Center, Baton Rouge, Louisiana",FLORIDA,Florida,72.0,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,17,True,False,True,Home,True,2,27,61,35,63,11,20,61,1,0,113,383,1032,0.5353682170542635,640,1147,0.5579773321708805,144,279,1057,0.4683065279091769,0.7647058823529411
18,2020-01-25-14-texas,54.2,13,6.3,2,101.5,69.0,20,0.491,54,0.444,24,0.37,20,0.8,16,4,200,104.5,48.1,13,10,69,,10.6,7,0.29600000000000004,16,0.313,5,58.9,33,0.5429999999999999,20.3,16,38,0.5,19,0.789,15,"January 25, 2020",32.1,9,10.5,4,104.5,51.9,14,0.552,58,0.483,28,0.10300000000000001,6,0.5,3,7,200,101.5,31.0,9,18,67,,9.1,6,0.44799999999999995,26,0.308,8,41.1,23,0.551,17.7,13,32,0.625,20,0.632,12,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,65.7,Away,LOUISIANA-STATE,LSU,Louisiana State,sec,18,False,False,False,Away,True,5,19,54,33,56,8,20,58,1,0,115,410,1093,0.5329368709972553,675,1210,0.5578512396694215,155,299,1118,0.4754025044722719,0.7777777777777778
19,2020-01-29-19-louisiana-state,46.7,14,9.8,5,115.4,66.7,20,0.479,73,0.41100000000000003,30,0.13699999999999998,10,0.6,6,8,200,97.4,22.2,10,17,76,,3.8,3,0.521,38,0.263,10,40.0,30,0.489,10.4,9,35,0.5710000000000001,20,0.6,12,"January 29, 2020",29.4,10,8.6,3,97.4,77.8,35,0.53,67,0.507,34,0.299,20,0.95,19,4,200,115.4,33.3,10,13,90,22.0,10.3,8,0.239,16,0.188,3,60.0,45,0.588,13.7,12,51,0.608,31,0.8,16,"Maravich Assembly Center, Baton Rouge, Louisiana",ALABAMA,Alabama,77.6,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,19,True,False,True,Home,True,3,31,67,45,75,10,20,73,1,0,120,429,1147,0.5309503051438536,708,1266,0.5592417061611374,163,319,1176,0.4791666666666667,0.7894736842105263
20,2020-02-01-12-louisiana-state,47.6,10,5.3,2,104.3,70.0,21,0.40700000000000003,59,0.35600000000000004,21,0.322,19,0.789,15,11,200,90.0,17.5,7,27,63,,5.7,4,0.373,22,0.273,6,40.0,28,0.46299999999999997,12.9,10,37,0.405,15,0.47600000000000003,10,"February 1, 2020",34.8,8,16.2,6,90.0,82.5,33,0.521,48,0.479,23,0.708,34,0.6759999999999999,23,4,200,104.3,30.0,9,16,73,22.0,8.6,6,0.20800000000000002,10,0.4,4,60.0,42,0.569,17.1,13,38,0.5,19,0.81,17,"Maravich Assembly Center, Baton Rouge, Louisiana",MISSISSIPPI,Ole Miss,69.6,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,20,True,False,True,Home,True,4,19,48,42,70,6,15,59,1,0,123,460,1214,0.5308896210873146,753,1341,0.5615212527964206,173,339,1249,0.4791833466773418,0.8
21,2020-02-05-21-vanderbilt,34.5,10,6.5,2,128.6,86.7,26,0.5,62,0.46799999999999997,29,0.581,36,0.778,28,5,200,116.9,30.3,10,21,90,18.0,5.2,4,0.29,18,0.222,4,57.1,36,0.569,10.4,9,44,0.568,25,0.773,17,"February 5, 2020",40.0,14,2.3,1,116.9,69.7,23,0.672,61,0.574,35,0.377,23,0.7390000000000001,17,13,200,128.6,13.3,4,25,99,,7.8,6,0.4920000000000001,30,0.4,12,42.9,27,0.688,10.1,8,31,0.742,23,0.409,9,"Memorial Gymnasium, Nashville, Tennessee",LOUISIANA-STATE,LSU,77.0,Home,VANDERBILT,Vanderbilt,Louisiana State,sec,21,False,False,False,Away,False,4,25,62,36,63,12,23,61,0,1,127,479,1262,0.5305071315372425,795,1411,0.5634301913536499,179,354,1308,0.4759174311926606,0.8095238095238095
22,2020-02-08-12-auburn,54.8,17,6.7,2,118.2,61.5,24,0.561,66,0.47,31,0.303,20,0.8,16,6,225,116.9,21.2,7,18,90,18.0,7.8,6,0.485,32,0.375,12,43.1,31,0.596,8.6,7,34,0.5589999999999999,19,0.7390000000000001,17,"February 8, 2020",46.7,14,14.7,5,116.9,78.8,26,0.527,74,0.405,30,0.27,20,0.65,13,2,225,118.2,38.5,15,16,91,11.0,2.6,2,0.595,44,0.409,18,56.9,41,0.545,9.8,9,30,0.4,12,0.9129999999999999,21,"Auburn Arena, Auburn, Alabama",LOUISIANA-STATE,LSU,68.0,Home,AUBURN,Auburn,Louisiana State,sec,22,False,False,False,Away,False,12,19,66,31,72,18,12,74,0,1,131,504,1324,0.5290785498489426,831,1474,0.5637720488466758,191,377,1369,0.4846603360116874,0.7727272727272727
23,2020-02-11-21-louisiana-state,48.4,15,12.2,5,117.1,69.0,20,0.5920000000000001,60,0.517,31,0.217,13,0.5379999999999999,7,13,200,111.4,35.5,11,25,78,,7.1,5,0.35,21,0.429,9,51.7,31,0.589,17.6,14,39,0.564,22,0.45799999999999996,11,"February 11, 2020",28.0,7,7.7,3,111.4,64.5,20,0.5,53,0.47200000000000003,25,0.642,34,0.853,29,6,200,117.1,31.0,9,15,82,25.0,5.7,4,0.226,12,0.25,3,48.3,29,0.593,12.8,10,41,0.537,22,0.75,18,"Maravich Assembly Center, Baton Rouge, Louisiana",MISSOURI,Missouri,69.7,Home,LOUISIANA-STATE,LSU,Louisiana State,sec,23,True,False,True,Home,True,3,22,53,29,60,9,22,60,1,0,143,523,1390,0.5305755395683454,862,1546,0.5575679172056921,209,389,1443,0.4868329868329868,0.7391304347826086
24,2020-02-15-16-alabama,37.9,11,12.9,4,115.8,70.7,29,0.515,67,0.433,29,0.254,17,0.765,13,7,200,107.9,27.0,10,20,82,25.0,11.8,9,0.40299999999999997,27,0.40700000000000003,11,50.0,39,0.546,13.9,12,40,0.45,18,0.72,18,"February 15, 2020",53.6,15,10.0,4,107.9,73.0,27,0.523,66,0.424,28,0.39399999999999996,26,0.731,19,11,200,115.8,29.3,12,16,88,,7.9,6,0.53,35,0.371,13,50.0,39,0.562,10.4,9,31,0.484,15,0.56,14,"Coleman Coliseum , Tuscaloosa, Alabama",LOUISIANA-STATE,LSU,76.2,Home,ALABAMA,Alabama,Louisiana State,sec,24,False,False,False,Away,False,11,18,67,39,78,13,15,66,0,1,146,545,1443,0.5294525294525294,891,1606,0.5547945205479452,218,411,1503,0.4910179640718562,0.75
25,2020-02-18-21-louisiana-state,51.7,15,23.9,11,108.6,50.0,19,0.5489999999999999,61,0.475,29,0.262,16,0.75,12,5,200,112.9,34.4,11,17,79,10.0,7.1,5,0.295,18,0.5,9,42.9,30,0.5760000000000001,13.9,11,43,0.465,20,0.8079999999999999,21,"February 18, 2020",42.3,11,7.0,3,112.9,65.6,21,0.447,66,0.39399999999999996,26,0.364,24,0.708,17,8,200,108.6,50.0,19,16,76,,8.6,6,0.303,20,0.35,7,57.1,40,0.491,13.6,12,46,0.413,19,0.6920000000000001,18,"Maravich Assembly Center, Baton Rouge, Louisiana",LOUISIANA-STATE,LSU,69.5,Away,KENTUCKY,Kentucky,Louisiana State,sec,25,False,True,True,Home,False,7,19,66,40,70,9,20,61,0,1,157,563,1510,0.5288079470198676,930,1684,0.5522565320665083,231,426,1569,0.4923518164435946,0.72
26,2020-02-22-18-south-carolina,57.7,15,12.0,6,101.3,61.4,27,0.517,59,0.441,26,0.525,31,0.8059999999999999,25,8,200,108.9,30.3,10,23,86,,10.1,8,0.39,23,0.391,9,48.1,37,0.583,16.2,14,36,0.47200000000000003,17,0.7040000000000001,19,"February 22, 2020",42.9,12,13.9,5,108.9,69.7,23,0.433,75,0.373,28,0.33299999999999996,25,0.6,15,11,200,101.3,38.6,17,22,80,,10.1,8,0.33299999999999996,25,0.36,9,51.9,40,0.46,11.3,11,50,0.38,19,0.593,16,"The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,79.3,Away,LOUISIANA-STATE,LSU,Louisiana State,sec,26,False,False,False,Away,True,9,17,59,37,77,9,19,75,1,0,164,582,1576,0.5253807106598984,970,1754,0.5530216647662486,240,446,1630,0.4944785276073619,0.6923076923076923
