,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DEPAUL_homegame,DEPAUL_homegame2,DEPAUL_home,DEPAUL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-14-depaul,59.1,13,11.3,6,107.5,80.6,25,0.455,55,0.4,22,0.364,20,0.75,15,7,200,81.3,25.8,8,20,65,,3.8,3,0.491,27,0.222,6,53.2,33,0.504,25.6,22,28,0.5710000000000001,16,0.364,4,"December 14, 2019",36.4,12,7.1,2,81.3,74.2,23,0.5479999999999999,63,0.524,33,0.397,25,0.68,17,1,200,107.5,19.4,6,20,86,,13.8,11,0.159,10,0.3,3,46.8,29,0.574,14.0,12,53,0.5660000000000001,30,0.909,10,"Wintrust Arena, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,79.7,Home,DEPAUL,DePaul,DePaul,big-east,10,True,False,True,Home,True,3,30,63,29,62,6,16,55,1,0,71,217,606,0.5338283828382838,368,694,0.5302593659942363,73,141,592,0.4231418918918919,0.9
11,2019-12-18-19-cleveland-state,59.1,13,12.2,5,79.3,64.5,20,0.522,45,0.489,22,0.778,35,0.743,26,1,200,89.0,22.7,5,21,73,,13.4,11,0.311,14,0.214,3,47.2,25,0.5920000000000001,29.3,25,31,0.613,19,0.917,11,"December 18, 2019",41.7,10,6.5,2,89.0,77.3,17,0.491,53,0.45299999999999996,24,0.434,23,0.565,13,8,200,79.3,35.5,11,24,65,,18.3,15,0.226,12,0.33299999999999996,4,52.8,28,0.508,31.5,29,41,0.488,20,0.33299999999999996,4,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,81.8,Away,DEPAUL,DePaul,DePaul,big-east,11,False,False,False,Away,True,3,19,45,25,53,4,20,53,1,0,74,247,669,0.5351270553064275,397,756,0.5251322751322751,79,157,647,0.4258114374034003,0.9090909090909092
12,2019-12-21-20-depaul,58.1,18,4.2,2,112.2,64.3,27,0.602,59,0.525,31,0.16899999999999998,10,0.7,7,6,200,105.4,17.9,5,21,78,,5.4,4,0.441,26,0.34600000000000003,9,45.7,32,0.612,19.1,15,33,0.667,22,0.455,5,"December 21, 2019",61.3,19,3.0,1,105.4,82.1,23,0.493,72,0.431,31,0.278,20,0.6,12,1,200,112.2,35.7,15,16,83,,8.1,6,0.33299999999999996,24,0.375,9,54.3,38,0.509,9.0,8,48,0.45799999999999996,22,0.9229999999999999,12,"Wintrust Arena, Chicago, Illinois",NORTHWESTERN,Northwestern,74.1,Home,DEPAUL,DePaul,DePaul,big-east,12,True,False,True,Home,True,9,22,72,38,70,9,22,59,1,0,77,266,714,0.5343137254901961,422,809,0.5216316440049443,83,177,700,0.4307142857142857,0.9166666666666666
13,2019-12-30-20-depaul,60.9,14,16.3,7,89.2,65.8,25,0.53,50,0.46,23,0.6,30,0.7,21,4,200,100.0,20.0,6,20,74,,12.2,9,0.4,20,0.35,7,45.6,31,0.5760000000000001,20.2,16,30,0.5329999999999999,16,0.6920000000000001,9,"December 30, 2019",31.8,7,20.0,6,100.0,80.0,24,0.38299999999999995,64,0.344,22,0.313,20,0.85,17,2,200,89.2,34.2,13,21,66,,16.2,12,0.32799999999999996,21,0.23800000000000002,5,54.4,37,0.449,15.2,13,43,0.395,17,0.857,12,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,73.9,Away,SETON-HALL,Seton Hall,DePaul,big-east,13,False,True,True,Home,False,5,17,64,37,68,7,16,50,0,1,86,288,786,0.5305343511450382,460,879,0.5233219567690558,92,199,759,0.4440052700922266,0.9230769230769232
14,2020-01-04-14-depaul,69.6,16,7.7,3,95.6,65.6,21,0.45899999999999996,61,0.377,23,0.23,14,0.7140000000000001,10,6,200,97.1,35.9,14,19,66,,11.8,8,0.41,25,0.4,10,49.3,35,0.488,17.2,14,36,0.361,13,0.6,9,"January 4, 2020",45.8,11,27.8,10,97.1,64.1,25,0.442,60,0.4,24,0.3,18,0.667,12,3,200,95.6,34.4,11,18,65,,10.3,7,0.35,21,0.23800000000000002,5,50.7,36,0.474,12.8,10,39,0.48700000000000004,19,0.8,12,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,67.6,Away,PROVIDENCE,Providence,DePaul,big-east,14,False,True,True,Home,False,5,19,60,36,71,10,13,61,0,1,91,305,850,0.5194117647058824,497,947,0.5248152059134108,99,215,809,0.4493201483312732,0.8571428571428571
15,2020-01-11-12-st-johns-ny,75.0,18,11.6,5,98.7,81.6,31,0.51,50,0.48,24,0.54,27,0.593,16,4,200,89.3,27.6,8,20,67,,5.3,4,0.3,15,0.2,3,58.2,39,0.5329999999999999,23.5,19,35,0.6,21,0.75,12,"January 11, 2020",92.0,23,2.9,1,89.3,72.4,21,0.452,62,0.40299999999999997,25,0.419,26,0.6920000000000001,18,5,200,98.7,18.4,7,19,74,,14.7,11,0.306,19,0.316,6,41.8,28,0.498,9.8,8,43,0.442,19,0.706,12,"Madison Square Garden (IV), New York, New York",DEPAUL,DePaul,74.6,Home,ST-JOHNS-NY,St. John's (NY),DePaul,big-east,15,False,False,False,Away,False,3,21,50,39,67,6,19,62,0,1,96,324,910,0.5142857142857142,533,1018,0.5235756385068763,109,228,870,0.45,0.8
16,2020-01-14-20-villanova,41.9,13,23.3,7,105.3,79.3,23,0.531,65,0.47700000000000004,31,0.154,10,0.6,6,5,225,100.0,33.3,11,21,75,,13.3,10,0.27699999999999997,18,0.389,7,54.8,34,0.5379999999999999,19.7,17,47,0.511,24,0.706,12,"January 14, 2020",60.0,15,6.4,3,100.0,66.7,22,0.526,58,0.431,25,0.36200000000000004,21,0.857,18,3,225,105.3,20.7,6,11,79,14.0,9.3,7,0.483,28,0.39299999999999996,11,45.2,28,0.581,16.2,13,30,0.467,14,0.812,13,"Finneran Pavilion, Villanova, Pennsylvania",DEPAUL,DePaul,67.0,Home,VILLANOVA,Villanova,DePaul,big-east,16,False,False,False,Away,False,7,24,65,34,62,11,14,58,0,1,99,345,960,0.5140625,572,1085,0.5271889400921659,115,247,932,0.4501072961373391,0.75
17,2020-01-18-13-depaul,36.4,8,14.3,4,112.9,78.3,18,0.48100000000000004,53,0.415,22,0.358,19,0.789,15,3,200,94.3,36.7,11,23,66,5.0,10.0,7,0.396,21,0.33299999999999996,7,54.7,29,0.532,21.7,17,32,0.469,15,0.833,15,"January 18, 2020",72.7,16,9.4,3,94.3,63.3,19,0.6,45,0.489,22,0.711,32,0.7809999999999999,25,5,200,112.9,21.7,5,21,79,,14.3,10,0.37799999999999995,17,0.588,10,45.3,24,0.6559999999999999,21.3,16,28,0.429,12,0.722,13,"Wintrust Arena, Chicago, Illinois",BUTLER,Butler,69.6,Home,DEPAUL,DePaul,DePaul,big-east,17,True,False,True,Home,True,10,12,45,24,53,7,15,53,1,0,106,369,1025,0.5151219512195122,606,1147,0.5283347863993025,126,261,990,0.4545454545454545,0.7058823529411765
18,2020-01-22-21-depaul,72.0,18,4.9,2,94.4,67.7,21,0.5660000000000001,53,0.47200000000000003,25,0.585,31,0.742,23,5,200,115.3,20.7,6,18,83,,12.5,9,0.47200000000000003,25,0.4,10,45.0,27,0.613,14.2,11,28,0.536,15,0.75,15,"January 22, 2020",54.2,13,17.9,5,115.3,79.3,23,0.447,57,0.42100000000000004,24,0.368,21,0.81,17,6,200,94.4,32.3,10,21,68,,6.9,5,0.281,16,0.188,3,55.0,33,0.508,17.4,14,41,0.512,21,0.684,13,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,71.9,Away,CREIGHTON,Creighton,DePaul,big-east,18,False,True,True,Home,False,3,21,57,33,60,10,15,53,0,1,116,381,1070,0.5186915887850467,630,1200,0.525,133,276,1043,0.4558964525407478,0.7222222222222222
19,2020-01-25-14-depaul,60.0,15,15.0,6,81.5,73.9,34,0.525,60,0.41700000000000004,25,0.317,19,0.8420000000000001,16,8,200,97.5,16.7,5,25,79,,7.4,6,0.5329999999999999,32,0.406,13,51.3,39,0.5720000000000001,18.0,15,28,0.429,12,0.619,13,"January 25, 2020",70.0,14,14.3,4,97.5,83.3,25,0.33799999999999997,65,0.308,20,0.523,34,0.647,22,7,200,81.5,26.1,12,17,66,,3.7,3,0.385,25,0.16,4,48.7,37,0.40700000000000003,14.0,13,40,0.4,16,0.65,13,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,80.6,Away,ST-JOHNS-NY,St. John's (NY),DePaul,big-east,19,False,True,True,Home,False,4,16,65,37,76,13,12,60,0,1,119,402,1127,0.5150842945874001,663,1260,0.5261904761904762,143,291,1096,0.4612226277372263,0.6842105263157895
20,2020-01-29-18-seton-hall,31.6,6,3.3,1,86.5,65.0,26,0.368,57,0.33299999999999996,19,0.35100000000000003,20,0.75,15,8,200,77.0,25.0,9,24,57,,10.8,8,0.263,15,0.267,4,46.1,35,0.429,20.5,17,42,0.35700000000000004,15,0.619,13,"January 29, 2020",54.5,12,21.4,9,77.0,75.0,27,0.439,57,0.386,22,0.509,29,0.483,14,4,200,86.5,35.0,14,23,64,10.0,10.8,8,0.474,27,0.222,6,53.9,41,0.452,19.6,17,30,0.5329999999999999,16,0.8,16,"Prudential Center, Newark, New Jersey",DEPAUL,DePaul,74.1,Home,SETON-HALL,Seton Hall,DePaul,big-east,20,False,False,False,Away,False,4,15,57,35,76,6,16,57,0,1,123,418,1192,0.5054530201342282,700,1336,0.5239520958083832,156,303,1156,0.4645328719723184,0.65
21,2020-02-01-14-marquette,58.6,17,10.5,2,107.0,78.6,22,0.517,58,0.5,29,0.397,23,0.522,12,9,200,101.4,21.2,7,24,72,,8.5,6,0.172,10,0.2,2,47.5,29,0.522,12.8,10,48,0.563,27,0.591,13,"February 1, 2020",50.0,10,2.1,1,101.4,78.8,26,0.47,50,0.4,20,0.7,35,0.8290000000000001,29,6,200,107.0,21.4,6,19,76,,11.3,8,0.62,31,0.226,7,52.5,32,0.57,13.3,10,19,0.684,13,0.727,16,"Fiserv Forum, Milwaukee, Wisconsin",DEPAUL,DePaul,71.3,Home,MARQUETTE,Marquette,DePaul,big-east,21,False,False,False,Away,False,2,27,58,29,61,7,13,50,0,1,127,433,1249,0.4991993594875901,735,1412,0.5205382436260623,162,319,1213,0.4633140972794724,0.6190476190476191
22,2020-02-04-21-depaul,71.4,15,9.8,4,83.1,77.3,34,0.431,58,0.36200000000000004,21,0.414,24,0.708,17,8,200,94.4,31.6,12,12,67,,7.0,5,0.431,25,0.32,8,56.1,46,0.483,15.9,13,33,0.39399999999999996,13,0.652,15,"February 4, 2020",56.5,13,18.2,6,94.4,68.4,26,0.40299999999999997,67,0.34299999999999997,23,0.149,10,0.5,5,10,200,83.1,22.7,10,21,59,,14.1,10,0.38799999999999996,26,0.308,8,43.9,36,0.41100000000000003,12.3,10,41,0.366,15,0.565,13,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,71.1,Away,XAVIER,Xavier,DePaul,big-east,22,False,True,True,Home,False,8,15,67,36,82,8,13,58,0,1,129,460,1307,0.5,764,1473,0.5186693822131704,169,332,1263,0.4635787806809185,0.5909090909090909
23,2020-02-08-12-georgetown,60.7,17,7.9,3,105.6,70.0,21,0.484,63,0.444,28,0.23800000000000002,15,0.733,11,11,200,100.0,37.1,13,18,72,,6.9,5,0.254,16,0.313,5,52.3,34,0.513,17.7,15,47,0.489,23,0.542,13,"February 8, 2020",61.5,16,17.0,8,100.0,62.9,22,0.5,58,0.44799999999999995,26,0.32799999999999996,19,0.9470000000000001,18,10,200,105.6,30.0,9,16,76,,11.1,8,0.345,20,0.3,6,47.7,31,0.5670000000000001,17.4,14,38,0.526,20,0.583,14,"Capital One Arena, Washington, District of Columbia",DEPAUL,DePaul,72.1,Home,GEORGETOWN,Georgetown,DePaul,big-east,23,False,False,False,Away,False,5,23,63,34,65,6,20,58,0,1,137,475,1374,0.4952692867540029,800,1555,0.5144694533762058,177,345,1321,0.4621498864496594,0.5652173913043478
24,2020-02-15-19-creighton,42.3,11,6.5,2,116.3,87.0,20,0.4920000000000001,61,0.426,26,0.18,11,0.364,4,12,200,80.0,22.9,8,14,64,,13.8,11,0.311,19,0.42100000000000004,8,48.3,28,0.483,24.2,21,42,0.429,18,0.52,13,"February 15, 2020",75.8,25,9.5,4,80.0,77.1,27,0.693,57,0.579,33,0.316,18,0.778,14,6,200,116.3,13.0,3,15,93,23.0,22.5,18,0.456,26,0.5,13,51.7,30,0.7090000000000001,21.7,18,31,0.645,20,0.769,20,"CenturyLink Center, Omaha, Nebraska",DEPAUL,DePaul,79.9,Home,CREIGHTON,Creighton,DePaul,big-east,24,False,False,False,Away,False,8,18,61,28,58,13,20,57,0,1,142,498,1437,0.4947807933194154,834,1620,0.5148148148148148,183,365,1379,0.4637418419144307,0.5416666666666666
25,2020-02-19-21-depaul,66.7,22,2.1,1,98.6,81.8,27,0.7240000000000001,58,0.569,33,0.155,9,0.778,7,6,200,126.4,25.9,7,19,91,12.0,6.9,5,0.44799999999999995,26,0.6920000000000001,18,56.7,34,0.731,20.5,16,32,0.469,15,0.769,20,"February 19, 2020",53.6,15,12.5,4,126.4,74.1,20,0.508,59,0.475,28,0.33899999999999997,20,0.55,11,13,200,98.6,18.2,6,14,71,,11.1,8,0.203,12,0.33299999999999996,4,43.3,26,0.518,12.9,10,47,0.511,24,0.5,13,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,71.9,Away,VILLANOVA,Villanova,DePaul,big-east,25,False,True,True,Home,False,4,24,59,26,60,18,15,58,0,1,150,516,1498,0.4946595460614152,862,1678,0.5137067938021455,196,385,1436,0.472841225626741,0.52
26,2020-02-22-21-depaul,42.9,9,8.9,4,108.8,66.7,24,0.40399999999999997,57,0.368,21,0.439,25,0.88,22,12,200,100.0,36.4,12,21,68,,5.9,4,0.316,18,0.222,4,52.2,36,0.494,15.0,12,39,0.436,17,0.556,15,"February 22, 2020",59.3,16,12.8,5,100.0,63.6,21,0.5,60,0.45,27,0.38299999999999995,23,0.609,14,13,200,108.8,33.3,12,21,74,,10.3,7,0.25,15,0.4,6,47.8,33,0.522,11.4,9,45,0.467,21,0.519,14,"Wintrust Arena, Chicago, Illinois",GEORGETOWN,Georgetown,68.4,Home,DEPAUL,DePaul,DePaul,big-east,26,True,False,True,Home,True,6,21,60,33,69,4,17,57,1,0,154,540,1557,0.4951830443159923,888,1738,0.5109321058688148,214,400,1494,0.4825970548862115,0.5
27,2020-02-25-19-xavier,48.3,14,25.8,8,109.9,79.3,23,0.525,61,0.475,29,0.098,6,0.5,3,14,200,94.4,43.8,14,18,67,,11.3,8,0.295,18,0.33299999999999996,6,60.7,37,0.525,24.8,21,43,0.535,23,0.5,14,"February 25, 2020",78.6,22,18.6,8,94.4,56.3,18,0.607,56,0.5,28,0.268,15,0.667,10,10,200,109.9,20.7,6,10,78,,14.1,10,0.446,25,0.48,12,39.3,24,0.618,18.3,14,31,0.516,16,0.643,18,"Cintas Center, Cincinnati, Ohio",DEPAUL,DePaul,71.0,Home,XAVIER,Xavier,DePaul,big-east,27,False,False,False,Away,False,6,23,61,37,61,12,16,56,0,1,160,561,1617,0.4953617810760668,921,1807,0.5096845600442723,218,417,1551,0.4796905222437137,0.5185185185185185
