,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CHARLOTTE_homegame,CHARLOTTE_homegame2,CHARLOTTE_home,CHARLOTTE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-22-16-east-carolina,55.0,11,11.8,4,85.7,82.1,23,0.369,61,0.32799999999999996,20,0.23,14,0.7859999999999999,11,5,200,80.0,17.9,7,23,56,,15.7,11,0.39299999999999996,24,0.20800000000000002,5,44.8,30,0.414,14.1,11,37,0.405,15,0.545,6,"December 22, 2019",47.4,9,13.5,5,80.0,82.1,32,0.457,46,0.413,19,0.5870000000000001,27,0.667,18,7,200,85.7,17.9,5,16,60,,8.6,6,0.261,12,0.33299999999999996,4,55.2,37,0.51,19.5,14,34,0.441,15,0.41700000000000004,5,"Williams Arena at Minges Coliseum, Greenville, North Carolina",CHARLOTTE,Charlotte,69.7,Home,EAST-CAROLINA,East Carolina,Charlotte,cusa,10,False,False,False,Away,False,5,15,61,30,67,4,15,46,0,1,58,193,531,0.5273069679849339,324,619,0.5234248788368336,79,159,566,0.4902826855123675,0.6
11,2020-01-02-19-charlotte,45.0,9,6.3,2,83.6,90.3,28,0.418,49,0.408,20,0.14300000000000002,7,0.429,3,5,200,72.1,25.9,7,16,44,,11.5,7,0.306,15,0.067,1,60.3,35,0.42,24.6,17,34,0.5589999999999999,19,0.643,9,"January 2, 2020",35.3,6,14.7,5,72.1,74.1,20,0.413,46,0.37,17,0.37,17,0.765,13,5,200,83.6,9.7,3,8,51,,13.1,8,0.304,14,0.28600000000000003,4,39.7,23,0.47200000000000003,14.4,9,32,0.406,13,0.583,7,"Dale F. Halton Arena, Charlotte, North Carolina",ALABAMA-BIRMINGHAM,Alabama-Birmingham,61.2,Home,CHARLOTTE,Charlotte,Charlotte,cusa,11,True,False,True,Home,True,4,13,46,23,58,1,19,49,1,0,63,208,592,0.5109797297297297,354,686,0.5160349854227405,83,174,612,0.4877450980392157,0.5454545454545454
12,2020-01-04-16-charlotte,52.2,12,9.1,3,98.6,82.6,19,0.509,53,0.434,23,0.226,12,0.667,8,11,200,89.9,27.3,9,30,62,,11.6,8,0.45299999999999996,24,0.33299999999999996,8,50.0,28,0.528,22.6,17,29,0.517,15,0.267,4,"January 4, 2020",65.0,13,17.2,5,89.9,72.7,24,0.537,41,0.488,20,0.927,38,0.632,24,5,200,98.6,17.4,4,14,68,,7.2,5,0.195,8,0.5,4,50.0,28,0.5760000000000001,22.8,17,33,0.485,16,0.615,8,"Dale F. Halton Arena, Charlotte, North Carolina",MIDDLE-TENNESSEE,Middle Tennessee,69.4,Home,CHARLOTTE,Charlotte,Charlotte,cusa,12,True,False,True,Home,True,4,16,41,28,56,8,15,53,1,0,67,221,638,0.5039184952978056,377,744,0.5067204301075269,84,193,661,0.4826021180030257,0.5833333333333334
13,2020-01-11-16-charlotte,23.8,5,12.0,3,85.5,78.6,22,0.413,52,0.40399999999999997,21,0.192,10,0.4,4,10,200,75.8,22.6,7,17,47,,16.1,10,0.423,22,0.045,1,49.2,29,0.414,18.7,13,30,0.667,20,0.375,6,"January 11, 2020",64.7,11,6.7,2,75.8,77.4,24,0.467,45,0.37799999999999995,17,0.311,14,0.7859999999999999,11,5,200,85.5,21.4,6,13,53,,9.7,6,0.444,20,0.4,8,50.8,30,0.513,22.7,15,25,0.36,9,0.643,9,"Dale F. Halton Arena, Charlotte, North Carolina",OLD-DOMINION,Old Dominion,61.7,Home,CHARLOTTE,Charlotte,Charlotte,cusa,13,True,False,True,Home,True,8,9,45,30,59,1,20,52,1,0,71,237,679,0.5058910162002945,405,800,0.50625,92,208,714,0.484593837535014,0.6153846153846154
14,2020-01-16-19-marshall,28.0,7,5.1,2,100.0,69.4,25,0.598,46,0.5429999999999999,25,0.7390000000000001,34,0.647,22,5,200,102.7,19.2,5,19,77,,13.3,10,0.261,12,0.41700000000000004,5,48.4,30,0.619,20.8,16,34,0.588,20,0.667,10,"January 16, 2020",42.3,11,5.9,2,102.7,80.8,21,0.475,61,0.426,26,0.44299999999999995,27,0.63,17,10,200,100.0,30.6,11,23,75,,12.0,9,0.361,22,0.273,6,51.6,32,0.508,16.1,14,39,0.513,20,0.444,8,"Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,75.0,Away,CHARLOTTE,Charlotte,Charlotte,cusa,14,False,False,False,Away,True,5,20,46,30,62,6,20,61,1,0,79,246,724,0.5034530386740331,435,859,0.5064027939464494,93,228,766,0.4797650130548303,0.6428571428571429
15,2020-01-18-17-western-kentucky,45.8,11,11.5,3,111.1,82.6,19,0.465,57,0.42100000000000004,24,0.228,13,0.769,10,6,200,87.5,17.6,6,22,63,,15.3,11,0.298,17,0.294,5,43.9,25,0.499,18.2,14,40,0.475,19,0.625,10,"January 18, 2020",56.5,13,15.0,6,87.5,82.4,28,0.602,44,0.523,23,0.705,31,0.871,27,6,200,111.1,17.4,4,13,80,,9.7,7,0.409,18,0.389,7,56.1,32,0.6809999999999999,23.8,18,26,0.615,16,0.667,12,"E.A. Diddle Arena, Bowling Green, Kentucky",CHARLOTTE,Charlotte,72.0,Home,WESTERN-KENTUCKY,Western Kentucky,Charlotte,cusa,15,False,False,False,Away,False,5,19,57,25,57,7,16,44,0,1,84,266,770,0.509090909090909,465,921,0.504885993485342,99,248,827,0.4794437726723095,0.6666666666666666
16,2020-01-20-16-old-dominion,52.4,11,10.0,4,103.1,77.8,21,0.564,47,0.447,21,0.36200000000000004,17,0.529,9,7,200,96.9,16.7,5,16,62,,4.7,3,0.5529999999999999,26,0.423,11,45.6,26,0.563,21.6,15,21,0.47600000000000003,10,0.588,10,"January 20, 2020",52.0,13,14.3,3,96.9,83.3,25,0.5,54,0.46299999999999997,25,0.315,17,0.706,12,12,200,103.1,22.2,6,15,66,,12.5,8,0.259,14,0.28600000000000003,4,54.4,31,0.532,10.2,7,40,0.525,21,0.368,7,"Ted Constant Convocation Ctr., Norfolk, Virginia",CHARLOTTE,Charlotte,64.1,Home,OLD-DOMINION,Old Dominion,Charlotte,cusa,16,False,False,False,Away,False,11,10,47,26,57,4,21,54,0,1,89,285,827,0.5060459492140266,490,978,0.5010224948875256,106,264,871,0.4856486796785304,0.625
17,2020-01-23-19-charlotte,44.4,12,0.0,0,104.5,91.7,22,0.573,55,0.491,27,0.109,6,0.833,5,8,200,101.5,11.5,3,19,68,,7.5,5,0.382,21,0.429,9,50.0,25,0.588,18.4,13,34,0.529,18,0.6,12,"January 23, 2020",45.8,11,5.9,2,101.5,88.5,23,0.574,47,0.511,24,0.46799999999999997,22,0.727,16,7,200,104.5,8.3,2,10,70,,9.0,6,0.426,20,0.3,6,50.0,25,0.609,15.0,10,27,0.667,18,0.611,11,"Dale F. Halton Arena, Charlotte, North Carolina",FLORIDA-ATLANTIC,Florida Atlantic,66.7,Home,CHARLOTTE,Charlotte,Charlotte,cusa,17,True,False,True,Home,True,6,18,47,25,50,9,18,55,1,0,100,295,874,0.5091533180778032,516,1035,0.4985507246376812,110,285,925,0.4864864864864865,0.5882352941176471
18,2020-01-25-16-charlotte,29.4,5,16.1,5,115.4,72.7,16,0.35600000000000004,52,0.327,17,0.34600000000000003,18,0.667,12,7,200,75.4,13.2,5,17,49,,9.2,6,0.365,19,0.158,3,35.0,21,0.405,13.1,9,33,0.424,14,0.667,14,"January 25, 2020",69.2,18,9.1,3,75.4,86.8,33,0.628,47,0.5529999999999999,26,0.447,21,0.762,16,7,200,115.4,27.3,6,16,75,,9.2,6,0.34,16,0.43799999999999994,7,65.0,39,0.6579999999999999,19.9,14,31,0.613,19,0.632,12,"Dale F. Halton Arena, Charlotte, North Carolina",FLORIDA-INTERNATIONAL,Florida International,64.8,Home,CHARLOTTE,Charlotte,Charlotte,cusa,18,True,False,True,Home,True,7,19,47,39,60,3,14,52,1,0,106,313,921,0.5124864277958739,541,1085,0.4986175115207373,119,303,980,0.4913265306122449,0.6111111111111112
19,2020-01-30-19-louisiana-tech,52.4,11,11.5,3,126.3,72.7,16,0.5760000000000001,46,0.457,21,0.174,8,0.75,6,8,200,103.5,13.6,3,15,59,,8.8,5,0.565,26,0.423,11,43.2,19,0.5920000000000001,18.2,11,20,0.5,10,0.6,12,"January 30, 2020",66.7,18,20.0,4,103.5,86.4,19,0.698,48,0.563,27,0.16699999999999998,8,0.625,5,5,200,126.3,27.3,6,12,72,,7.0,4,0.45799999999999996,22,0.591,13,56.8,25,0.695,17.6,11,26,0.5379999999999999,14,0.762,16,"Thomas Assembly Center, Ruston, Louisiana",CHARLOTTE,Charlotte,57.3,Home,LOUISIANA-TECH,Louisiana Tech,Charlotte,cusa,19,False,False,False,Away,False,11,10,46,19,44,13,14,48,0,1,113,332,968,0.5180785123966942,580,1145,0.5065502183406113,122,317,1032,0.4844961240310077,0.631578947368421
20,2020-02-01-15-southern-mississippi,40.7,11,5.1,2,104.2,71.4,20,0.455,66,0.409,27,0.22699999999999998,15,0.5329999999999999,8,9,225,95.8,17.1,7,16,68,,14.1,10,0.439,29,0.207,6,39.1,27,0.465,8.8,7,37,0.568,21,0.5710000000000001,12,"February 1, 2020",64.3,18,2.7,1,95.8,82.9,34,0.563,56,0.5,28,0.23199999999999998,13,0.846,11,16,225,104.2,28.6,8,11,74,,5.6,4,0.304,17,0.41200000000000003,7,60.9,42,0.595,19.6,15,39,0.5379999999999999,21,0.304,7,"Reed Green Coliseum, Hattiesburg, Mississippi",CHARLOTTE,Charlotte,63.2,Home,SOUTHERN-MISSISSIPPI,Southern Miss,Charlotte,cusa,20,False,False,False,Away,False,6,21,66,27,69,7,21,56,0,1,124,342,1014,0.5207100591715976,599,1189,0.503784693019344,135,331,1080,0.4939814814814815,0.6
21,2020-02-06-19-charlotte,58.3,14,5.9,2,106.3,80.8,21,0.5,57,0.42100000000000004,24,0.158,9,0.778,7,11,200,100.0,9.4,3,15,64,,12.5,8,0.456,26,0.34600000000000003,9,41.4,24,0.522,7.6,5,31,0.484,15,0.542,13,"February 6, 2020",63.0,17,12.9,4,100.0,90.6,29,0.602,49,0.551,27,0.327,16,0.563,9,9,200,106.3,19.2,5,12,68,,7.8,5,0.306,15,0.33299999999999996,5,58.6,34,0.601,20.0,14,34,0.647,22,0.591,13,"Dale F. Halton Arena, Charlotte, North Carolina",TEXAS-EL-PASO,UTEP,64.4,Home,CHARLOTTE,Charlotte,Charlotte,cusa,21,True,False,True,Home,True,5,22,49,34,58,9,15,57,1,0,130,363,1080,0.5166666666666667,626,1258,0.4976152623211447,142,352,1136,0.4973591549295774,0.5714285714285714
22,2020-02-08-16-charlotte,28.0,7,3.7,1,118.2,77.4,24,0.46,63,0.397,25,0.46,29,0.897,26,14,200,109.1,23.1,9,26,84,,7.8,6,0.4920000000000001,31,0.258,8,47.1,33,0.547,11.7,10,32,0.531,17,0.44,11,"February 8, 2020",74.1,20,9.4,3,109.1,76.9,30,0.625,52,0.519,27,0.731,38,0.684,26,9,200,118.2,22.6,7,23,91,,6.5,5,0.48100000000000004,25,0.44,11,52.9,37,0.65,15.9,13,27,0.593,16,0.609,14,"Dale F. Halton Arena, Charlotte, North Carolina",TEXAS-SAN-ANTONIO,UTSA,76.9,Home,CHARLOTTE,Charlotte,Charlotte,cusa,22,True,False,True,Home,True,11,16,52,37,70,8,17,63,1,0,135,385,1129,0.5203720106288751,660,1316,0.5015197568389058,151,367,1193,0.4974853310980721,0.5909090909090909
23,2020-02-13-20-north-texas,56.5,13,2.8,1,126.6,71.4,15,0.615,48,0.479,23,0.396,19,0.684,13,10,200,112.5,14.8,4,19,72,,6.3,4,0.479,23,0.565,13,39.6,19,0.631,17.6,12,25,0.4,10,0.583,14,"February 13, 2020",53.1,17,16.0,4,112.5,85.2,23,0.657,54,0.593,32,0.29600000000000004,16,0.625,10,9,200,126.6,28.6,6,15,81,,4.7,3,0.33299999999999996,18,0.389,7,60.4,29,0.657,11.6,8,36,0.6940000000000001,25,0.654,17,"UNT Coliseum, Denton, Texas",CHARLOTTE,Charlotte,64.3,Home,NORTH-TEXAS,North Texas,Charlotte,cusa,23,False,False,False,Away,False,13,10,48,19,48,7,25,54,0,1,146,401,1181,0.5249788314987299,697,1386,0.5028860028860029,159,384,1256,0.4956210191082802,0.6086956521739131
24,2020-02-15-15-rice,73.7,14,0.0,0,104.5,69.6,16,0.442,52,0.365,19,0.212,11,0.727,8,11,200,80.6,15.2,5,11,54,,11.9,8,0.5,26,0.308,8,37.5,21,0.47200000000000003,20.9,15,26,0.423,11,0.56,14,"February 15, 2020",66.7,18,0.0,0,80.6,84.8,28,0.63,50,0.54,27,0.18,9,0.778,7,14,200,104.5,30.4,7,12,70,,13.4,9,0.5,25,0.36,9,62.5,35,0.645,26.0,19,25,0.72,18,0.48100000000000004,13,"Tudor Fieldhouse, Houston, Texas",CHARLOTTE,Charlotte,66.8,Home,RICE,Rice,Charlotte,cusa,24,False,False,False,Away,False,8,11,52,21,56,9,18,50,0,1,159,411,1229,0.5284784377542717,716,1434,0.499302649930265,166,409,1310,0.5022900763358779,0.5833333333333334
25,2020-02-22-19-western-kentucky,56.7,17,18.2,6,106.1,86.2,25,0.568,59,0.508,30,0.11900000000000001,7,0.7140000000000001,5,11,200,109.1,32.1,9,20,72,,10.6,7,0.305,18,0.389,7,59.6,34,0.578,16.2,12,41,0.561,23,0.5770000000000001,15,"February 22, 2020",52.2,12,17.1,7,109.1,67.9,19,0.51,50,0.46,23,0.46,23,0.826,19,9,200,106.1,13.8,4,9,70,,10.6,7,0.34,17,0.294,5,40.4,23,0.574,14.3,10,33,0.545,18,0.667,18,"E.A. Diddle Arena, Bowling Green, Kentucky",WESTERN-KENTUCKY,Western Kentucky,66.1,Away,CHARLOTTE,Charlotte,Charlotte,cusa,25,False,False,False,Away,True,7,23,59,34,57,5,18,50,1,0,167,422,1281,0.5249804839968775,737,1490,0.4946308724832215,175,427,1360,0.506985294117647,0.56
26,2020-03-01-14-charlotte,31.0,9,14.3,5,80.0,71.0,22,0.5329999999999999,60,0.483,29,0.05,3,1.0,3,11,200,103.1,36.0,9,20,67,,13.8,9,0.3,18,0.33299999999999996,6,55.4,31,0.545,19.7,15,42,0.5479999999999999,23,0.621,18,"March 1, 2020",44.4,8,9.5,4,103.1,64.0,16,0.373,51,0.353,18,0.353,18,0.778,14,12,200,80.0,29.0,9,9,52,,13.8,9,0.314,16,0.125,2,44.6,25,0.4370000000000001,18.1,13,35,0.457,16,0.556,15,"Dale F. Halton Arena, Charlotte, North Carolina",CHARLOTTE,Charlotte,65.5,Away,FLORIDA-INTERNATIONAL,Florida International,Charlotte,cusa,26,False,True,True,Home,False,2,16,51,25,56,6,23,60,0,1,174,445,1340,0.5268656716417911,771,1547,0.4983839689722042,180,445,1410,0.5070921985815603,0.5769230769230769
